,Concept_ID,tr,el
82,Wasser::N,su,νερό
83,Stein::N,taş,πέτρα
84,Boden::N,yer,χώμα
85,Boden::N,zemin,χώμα
86,Erde::N,toprak,γη
87,Staub::N,toz,σκόνη
88,Rauch::N,duman,καπνός
89,Funke::N,kıvılcım,σπίθα
90,Funke::N,kıvılcım,σπινθήρας
91,Feuer::N,ateş,φωτιά
92,Licht::N,ışık,φως
93,Schatten::N,gölge,σκιά
94,Schatten::N,gölge,ίσκιος
95,Wetter::N,hava,καιρός
96,Nebel::N,pus,ομίχλη
97,Wolke::N,bulut,σύννεφο
98,Regen::N,yağmur,βροχή
99,Schnee::N,kar,χιόνι
100,Eis::N,buz,πάγος
101,Frost::N,don,παγωνία
102,Kälte::N,soğukluk,κρύο
103,Kälte::N,soğukluk,ψύχος
104,Hitze::N,sıcaklık,ζέστη
105,Raureif::N,kırç,πάχνη
106,Regenbogen::N,gökkuşağı,ουράνιο τόξο
107,Donner::N,gök gürlemesi,βροντή
108,Strömung::N,akıntı,ρεύμα
109,Strömung::N,cereyan,ρεύμα
110,Tropfen::N,damla,στάλα
111,Schaum::N,köpük,αφρός
112,Schmutz::N,çamur,βρωμιά
113,Schmutz::N,pislik,βρωμιά
114,See::N,göl,λίμνη
115,Sumpf::N,batak,βάλτος
116,Moor::N,cılgıt,έλος
117,Wiese::N,çimen,λιβάδι
118,Wald::N,koru,δάσος
119,Wald::N,orman,δάσος
120,Hügel::N,tepe,λόφος
121,Anhöhe::N,tümsek,ύψωμα
122,Anhöhe::N,yükseklik,ύψωμα
123,Berg::N,dağ,όρος
124,Berg::N,dağ,βουνό
125,Gipfel::N,zirve,κορυφή
126,Höhle::N,in,σπηλιά
127,Höhle::N,mağara,σπηλιά
128,Abhang::N,bayır,πλαγιά
129,Quelle::N,pınar,πηγή
130,Quelle::N,pınar,βρύση
131,Quelle::N,kaynak,πηγή
132,Quelle::N,kaynak,βρύση
133,Bach::N,çay,ρυάκι
134,Bach::N,dere,ρυάκι
135,Fluss::N,nehir,ποτάμι
136,Fluss::N,nehir,ποταμός
137,Ufer::N,kıyı,όχθη
138,Ufer::N,sahil,όχθη
139,Küste::N,kıyı,ακτή
140,Küste::N,kıyı,ακρογιαλιά
141,Küste::N,sahil,ακτή
142,Küste::N,sahil,ακρογιαλιά
143,Festland::N,kara,στεριά
144,Meer::N,deniz,θάλασσα
145,Bucht::N,koy,κόλπος
146,Bucht::N,körfez,κόλπος
147,Insel::N,ada,νησί
148,Insel::N,ada,νήσος
149,Blume::N,çiçek,άνθος
150,Blume::N,çiçek,λουλούδι
151,Gras::N,ot,χόρτο
152,Gras::N,ot,χορτάρι
153,Gras::N,çim,χόρτο
154,Gras::N,çim,χορτάρι
155,Wurzel::N,kök,ρίζα
156,Baum::N,ağaç,δέντρο
157,Stamm::N,gövde,κορμός
158,Rinde::N,kabuk,φλούδα
159,Ast::N,dal,κλαδί
160,Ast::N,budak,κλαδί
161,Zweig::N,dal,κλαδί
162,Zweig::N,dal,κλάδος
163,Blatt::N,yaprak,φύλλο
164,Birke::N,huş,σημύδα
165,Kiefer[Baum]::N,çam,πεύκο
166,Weide[Baum]::N,söğüt,ιτιά
167,Tanne::N,çam,έλατο
168,Tanne::N,köknar,έλατο
169,Horn::N,boynuz,κέρας
170,Horn::N,boynuz,κέρατο
171,Feder::N,tüy,φτερό
172,Fell::N,post,δέρμα
173,Fell::N,post,τομάρι
174,Flügel::N,kanat,πτερύγιο
175,Klaue::N,pençe,κουλό
176,Kralle::N,tırnak,νύχι
177,Schwanz::N,kuyruk,ουρά
178,Ei::N,yumurta,αβγό
179,Nest::N,yuva,φωλιά
180,Bau::N,in,φωλιά
181,Tier::N,hayvan,ζώο
182,Herde::N,sürü,κοπάδι
183,Kuh::N,inek,αγελάδα
184,Bulle::N,boğa,ταύρος
185,Pferd::N,at,άλογο
186,Pferd::N,beygir,άλογο
187,Schaf::N,koyun,πρόβατο
188,Schwein::N,domuz,γουρούνι
189,Hund::N,it,σκυλί
190,Hund::N,it,σκύλος
191,Hund::N,köpek,σκυλί
192,Hund::N,köpek,σκύλος
193,Katze::N,kedi,γάτα
194,Bär::N,ayı,άρκτος
195,Bär::N,ayı,αρκούδα
196,Eichhörnchen::N,sincap,βερβερίτσα
197,Elch::N,büyük kuzey geyiği,άλκη
198,Fuchs::N,tilki,αλεπού
199,Hase::N,tavşan,λαγός
200,Maus::N,fare,ποντικός
201,Maus::N,sıçan,ποντικός
202,Wolf::N,kurt,λύκος
203,Vogel::N,kuş,πουλί
204,Schwarm::N,sürü,σμήνος
205,Huhn::N,tavuk,κότα
206,Huhn::N,tavuk,όρνιθα
207,Hahn::N,horoz,πετεινός
208,Gans::N,kaz,χήνα
209,Adler::N,kartal,αετός
210,Adler::N,karakuş,αετός
211,Ente::N,ördek,πάπια
212,Eule::N,baykuş,κουκουβάγια
213,Kranich::N,turna,γερανός
214,Krähe::N,karga,καρακάξα
215,Kuckuck::N,guguk,κούκος
216,Schwan::N,kuğu,κύκνος
217,Fisch::N,balık,ψάρι
218,Barsch::N,hani,πέρκα
219,Barsch::N,levrek,πέρκα
220,Hecht::N,turnabalığı,λούτσος
221,Schlange[Tier]::N,yılan,φίδι
222,Wurm::N,kurt,σκουλήκι
223,Wurm::N,solucan,σκουλήκι
224,Spinne::N,örümcek,αράχνη
225,Ameise::N,karınca,μυρμήγκι
226,Laus::N,bit,ψείρα
227,Mücke::N,sivrisinek,κουνούπι
228,Fliege::N,sinek,μύγα
229,Schmetterling::N,kelebek,πεταλούδα
230,Beere::N,tane,ρόγα
231,Apfel::N,elma,μήλο
232,Pilz::N,mantar,μανιτάρι
233,Zwiebel::N,soğan,κρεμμύδι
234,Saat::N,ekin,σπόρος
235,Korn::N,tane,σπυρί
236,Heu::N,kuru ot,σανός
237,Schale::N,kabuk,τσόφλι
238,Grube::N,çukur,λάκκος
239,Falle::N,tuzak,παγίδα
240,Schlinge::N,ilmik,θηλειά
241,Spur::N,iz,ίχνος
242,Asche::N,kül,στάχτη
243,Dreck::N,pislik,βρωμιά
244,Eisen::N,demir,σίδερο
245,Gold::N,altın,μάλαμα
246,Gold::N,altın,χρυσάφι
247,Silber::N,gümüş,ασήμι
248,Silber::N,gümüş,άργυρος
249,Kohle::N,kömür,κάρβουνο
250,Glas::N,cam,γυαλί
251,Lehm::N,balçık,πηλός
252,Sand::N,kum,άμμος
253,Mensch::N,insan,άνθρωπος
254,Mann::N,adam,άνδρας
255,Mann::N,erkek,άνδρας
256,Frau::N,bayan,γυναίκα
257,Kind::N,çocuk,παιδί
258,Junge::N,erkek çocuk,αγόρι
259,Mädchen::N,kız,κοπέλα
260,Mädchen::N,kız,κορίτσι
261,Familie::N,aile,οικογένεια
262,Großvater::N,dede,παππούς
263,Großvater::N,büyükbaba,παππούς
264,Großmutter::N,nine,γιαγιά
265,Großmutter::N,büyükanne,γιαγιά
266,Eltern::N,ebeveyn,γονείς
267,Eltern::N,ana baba,γονείς
268,Vater::N,ata,πατέρας
269,Vater::N,baba,πατέρας
270,Mutter::N,ana,μητέρα
271,Mutter::N,anne,μητέρα
272,Sohn::N,oğul,γιος
273,Tochter::N,kız,κόρη
274,Tochter::N,kız evlât,κόρη
275,Bruder::N,abi,αδελφός
276,Bruder::N,erkek kardeş,αδελφός
277,Schwester::N,abla,αδελφή
278,Schwester::N,kız kardeş,αδελφή
279,Onkel::N,dayı,θείος
280,Tante::N,hala,θεία
281,Tante::N,teyze,θεία
282,Ehemann::N,koca,σύζυγος
283,Ehefrau::N,karı,σύζυγος
284,Freude::N,neşe,χαρά
285,Freude::N,sevinç,χαρά
286,Gelächter::N,gülme,γέλια
287,Gelächter::N,kahkaha,γέλια
288,Glück::N,mutluluk,ευτυχία
289,Kummer::N,dert,έγνοια
290,Kummer::N,keder,έγνοια
291,Wunsch::N,arzu,επιθυμία
292,Wunsch::N,istek,επιθυμία
293,Lust::N,arzu,όρεξη
294,Lust::N,heves,όρεξη
295,Geist::N,tin,πνέυμα
296,Gedanke::N,fikir,σκέψη
297,Gedanke::N,düşünce,σκέψη
298,Gedächtnis::N,bellek,μνήμη
299,Verstand::N,zekâ,νους
300,Sinn::N,anlam,νόημα
301,Grund::N,sebep,λόγος
302,Wahrheit::N,doğruluk,αλήθεια
303,Wahrheit::N,gerçeklik,αλήθεια
304,Gespräch::N,görüşme,συνομιλία
305,Märchen::N,masal,παραμύθι
306,Erzählung::N,öykü,διήγημα
307,Erzählung::N,hikâye,διήγημα
308,Nachricht::N,haber,είδηση
309,Neuigkeit::N,haber,νέο
310,Name::N,ad,όνομα
311,Name::N,isim,όνομα
312,Rätsel::N,bilmece,αίνιγμα
313,Rede::N,söylev,λόγος
314,Rede::N,söylev,ομιλία
315,Rede::N,konuşma,λόγος
316,Rede::N,konuşma,ομιλία
317,Sprache::N,dil,γλώσσα
318,Sprache::N,lisan,γλώσσα
319,Stimme::N,ses,φωνή
320,Wort::N,kelime,λέξη
321,Zeichen::N,işaret,σημείο
322,Ruf::N,çağırma,κραυγή
323,Lärm::N,şamata,θόρυβος
324,Lärm::N,gürültü,θόρυβος
325,Laut::N,ses,ήχος
326,Ton::N,ses,ήχος
327,Ton::N,ses,τόνος
328,Lied::N,türkü,τραγούδι
329,Ruhe::N,sakinlik,ησυχία
330,Leute::N,halk,κόσμος
331,Leute::N,halk,άνθρωποι
332,Leute::N,insanlar,κόσμος
333,Leute::N,insanlar,άνθρωποι
334,Volk::N,ulus,λαός
335,Volk::N,millet,λαός
336,Arbeit::N,iş,εργασία
337,Arbeit::N,çalışma,εργασία
338,Gast::N,konuk,επισκέπτης
339,Gast::N,misafir,επισκέπτης
340,Geschenk::N,hediye,δώρο
341,Geschenk::N,armağan,δώρο
342,Spiel::N,oyun,παιχνίδι
343,Gesellschaft::N,çevre,κοινωνία
344,Gesellschaft::N,arkadaşlık,κοινωνία
345,Hilfe::N,yardım,βοήθεια
346,Freund::N,dost,φίλος
347,Freund::N,arkadaş,φίλος
348,Kamerad::N,arkadaş,σύντροφος
349,Angelegenheit::N,iş,υπόθεση
350,Angelegenheit::N,husus,υπόθεση
351,Anzahl::N,sayı,αριθμός
352,Art::N,çeşit,είδος
353,Stück::N,tane,κομμάτι
354,Stück::N,parça,κομμάτι
355,Teil::N,kısım,μέρος
356,Hälfte::N,yarı,μισό
357,Kreis::N,daire,κύκλος
358,Kreuz::N,haç,σταυρός
359,Linie::N,hat,γραμμή
360,Linie::N,çizgi,γραμμή
361,Strich::N,çizgi,γραμμή
362,Abstand::N,aralık,απόσταση
363,Entfernung::N,mesafe,απόσταση
364,Entfernung::N,uzaklık,απόσταση
365,Gegend::N,yöre,περιοχή
366,Gegend::N,yöre,τοποθεσία
367,Platz::N,yer,χώρος
368,Ort::N,yer,τόπος
369,Seite::N,yan,πλευρά
370,Seite::N,taraf,πλευρά
371,Mitte::N,orta,μέση
372,Mitte::N,merkez,μέση
373,Gegenstand::N,şey,αντικείμενο
374,Sache::N,iş,πράγμα
375,Sache::N,şey,πράγμα
376,Rand::N,kenar,άκρη
377,Rand::N,kenar,χείλος
378,Kante::N,kenar,άκρη
379,Ecke::N,köşe,γωνιά
380,Spitze::N,uç,μύτη
381,Spitze::N,baş,μύτη
382,Ende::N,uç,άκρη
383,Loch::N,oyuk,τρύπα
384,Loch::N,delik,τρύπα
385,Winkel::N,köşe,γωνία
386,Muster::N,örnek,σχέδιο
387,Größe::N,büyüklük,μέγεθος
388,Länge::N,uzunluk,μήκος
389,Höhe::N,yükseklik,ύψος
390,Gewicht::N,ağırlık,βάρος
391,Menge::N,miktar,ποσότητα
392,Haufen::N,küme,σωρός
393,Haufen::N,yığın,σωρός
394,Reihe::N,sıra,αράδα
395,Boot::N,kayık,βάρκα
396,Boot::N,sandal,βάρκα
397,Ruder::N,kürek,κουπί
398,Schlitten::N,kızak,έλκηθρο
399,Ski::N,kayak,σκι
400,Lagerfeuer::N,kamp ateşi,φωτιά
401,Last::N,yük,φορτίο
402,Gang::N,gidiş,δρόμος
403,Gang::N,yürüyüş,δρόμος
404,Schritt::N,adım,βήμα
405,Norden::N,kuzey,βορράς
406,Süden::N,güney,νότος
407,Westen::N,batı,δύση
408,Osten::N,doğu,ανατολή
409,Holz::N,ağaç,ξύλο
410,Holz::N,tahta,ξύλο
411,Brett::N,tahta,σανίδι
412,Platte::N,levha,πλάκα
413,Stütze::N,dayak,στήριγμα
414,Stütze::N,destek,στήριγμα
415,Stange::N,çubuk,ραβδί
416,Stange::N,çubuk,κοντός
417,Stock::N,sopa,ξύλο
418,Stock::N,sopa,μπαστούνι
419,Stock::N,değnek,ξύλο
420,Stock::N,değnek,μπαστούνι
421,Stab::N,sırık,ραβδί
422,Stab::N,baston,ραβδί
423,Rohr::N,boru,σωλήνας
424,Haus::N,ev,σπίτι
425,Heim::N,ev,σπίτι
426,Heim::N,yurt,σπίτι
427,Ofen::N,soba,σόμπα
428,Ofen::N,soba,θερμάστρα
429,Fußboden::N,taban,πάτωμα
430,Fußboden::N,döşeme,πάτωμα
431,Tisch::N,masa,τραπέζι
432,Stuhl::N,iskemle,καρέκλα
433,Stuhl::N,sandalye,καρέκλα
434,Wiege::N,beşik,κούνια
435,Bett::N,yatak,κρεβάτι
436,Regal::N,raf,ράφι
437,Kiste::N,sandık,κιβώτιο
438,Fenster::N,pencere,παράθυρο
439,Tür::N,kapı,πόρτα
440,Tor::N,kapı,πύλη
441,Zaun::N,çit,φράχτης
442,Dach::N,dam,στέγη
443,Dach::N,çatı,στέγη
444,Leiter::N,merdiven,σκάλα
445,Leiter::N,merdiven,κλίμακα
446,Besen::N,süpürge,σκούπα
447,Spaten::N,bel,φτυάρι
448,Schaufel::N,kürek,φτυάρι
449,Gabel::N,çatal,πιρούνι
450,Löffel::N,kaşık,κουτάλι
451,Messer::N,bıçak,μαχαίρι
452,Nagel::N,çivi,καρφί
453,Netz::N,ağ,δίχτυ
454,Haken::N,çengel,γάντζος
455,Haken::N,çengel,αγκίστρι
456,Griff::N,kulp,λαβή
457,Griff::N,tutamak,λαβή
458,Schloss::N,kilit,κλειδαριά
459,Bild::N,imaj,εικόνα
460,Bild::N,resim,εικόνα
461,Figur::N,şekil,ανάστημα
462,Figur::N,heykel,ανάστημα
463,Puppe::N,kukla,κούκλα
464,Beutel::N,kese,πουγγί
465,Beutel::N,torba,πουγγί
466,Bündel::N,deste,δεμάτι
467,Tasche::N,çanta,τσάντα
468,Eimer::N,kova,κουβάς
469,Deckel::N,kapak,καπάκι
470,Geschirr::N,kap kacak,σκεύη
471,Sack::N,torba,σάκος
472,Tasse::N,fincan,φλιτζάνι
473,Topf::N,tencere,χύτρα
474,Kessel::N,kazan,καζάνι
475,Essen::N,yemek,φαγητό
476,Nahrung::N,gıda,τροφή
477,Nahrung::N,besin,τροφή
478,Speise::N,yemek,φαγητό
479,Fleisch::N,et,κρέας
480,Getreide::N,tahıl,σιτάρι
481,Getreide::N,hububat,σιτάρι
482,Brei::N,ezme,χυλός
483,Brot::N,ekmek,ψωμί
484,Brot::N,ekmek,άρτος
485,Scheibe::N,dilim,φέτα
486,Fett::N,yağ,πάχος
487,Butter::N,tereyağı,βούτυρο
488,Öl::N,yağ,λάδι
489,Öl::N,akar yağ,λάδι
490,Salz::N,tuz,αλάτι
491,Suppe::N,çorba,σούπα
492,Honig::N,bal,μέλι
493,Milch::N,süt,γάλα
494,Tee::N,çay,τσάι
495,Leder::N,deri,πετσί
496,Leder::N,meşin,πετσί
497,Wolle::N,yün,μαλλί
498,Stoff::N,kumaş,ύφασμα
499,Nadel::N,iğne,βελόνα
500,Faden::N,tire,κλωστή
501,Faden::N,iplik,κλωστή
502,Knopf::N,düğme,κουμπί
503,Knoten::N,düğüm,κόμπος
504,Farbe::N,boya,μπογιά
505,Kleidung::N,giyim,ρούχα
506,Kleidung::N,giyim,ενδυμασία
507,Hemd::N,gömlek,πουκάμισο
508,Kragen::N,yaka,κολάρο
509,Ärmel::N,yen,μανίκι
510,Ärmel::N,elbise kolu,μανίκι
511,Hose::N,pantolon,πανταλόνι
512,Gürtel::N,kuşak,ζώνη
513,Mütze::N,bere,σκούφος
514,Mütze::N,kasket,σκούφος
515,Schuh::N,kundura,παπούτσι
516,Schuh::N,ayakkabı,παπούτσι
517,Stiefel::N,çizme,μπότα
518,Ring::N,yüzük,δαχτυλίδι
519,Band::N,bağ,κορδέλα
520,Band::N,şerit,κορδέλα
521,Kamm::N,tarak,χτένα
522,Spiegel::N,ayna,καθρέφτης
523,Riemen::N,kayış,λουρί
524,Schnur::N,ip,κορδόνι
525,Schnur::N,sicim,κορδόνι
526,Leine::N,kayış,σχοινί
527,Decke::N,örtü,κουβέρτα
528,Decke::N,yorgan,κουβέρτα
529,Kissen::N,yastık,μαξιλάρι
530,Tuch::N,bez,πανί
531,Tuch::N,bez,μαντήλι
532,Handtuch::N,havlu,πετσέτα
533,Kraft::N,güç,δύναμη
534,Kraft::N,kuvvet,δύναμη
535,Stärke::N,kuvvet,ισχύς
536,Stärke::N,kuvvet,δύναμη
537,Gesundheit::N,sağlık,υγεία
538,Krankheit::N,hastalık,αρρώστια
539,Schmerz::N,ağrı,πόνος
540,Schmerz::N,sancı,πόνος
541,Wunde::N,yara,πληγή
542,Fieber::N,ateş,πυρετός
543,Arznei::N,ilâç,φάρμακο
544,Brücke::N,köprü,γέφυρα
545,Brunnen::N,kuyu,πηγάδι
546,Brunnen::N,çeşme,πηγάδι
547,Weide::N,otlak,βοσκή
548,Pfad::N,patika,μονοπάτι
549,Pfad::N,keçiyolu,μονοπάτι
550,Weg::N,yol,δρόμος
551,Straße::N,yol,οδός
552,Straße::N,yol,δρόμος
553,Straße::N,cadde,οδός
554,Straße::N,cadde,δρόμος
555,Dorf::N,köy,χωριό
556,Stadt::N,kent,πόλη
557,Stadt::N,şehir,πόλη
558,Brief::N,mektup,γράμμα
559,Brief::N,mektup,επιστολή
560,Buch::N,kitap,βιβλίο
561,Buchstabe::N,harf,γράμμα
562,Zeitung::N,gazete,εφημερίδα
563,Leben::N,hayat,ζωή
564,Leben::N,hayat,βίος
565,Tod::N,ölüm,θάνατος
566,Grab::N,kabir,τάφος
567,Kirche::N,kilise,εκκλησία
568,Sünde::N,günah,αμαρτία
569,Gott::N,tanrı,θεός
570,Arbeiter::N,işçi,εργάτης
571,Chef::N,şef,προϊστάμενος
572,Chef::N,müdür,προϊστάμενος
573,Meister::N,usta,μάστορας
574,Meister::N,usta,αρχιτεχνίτης
575,Arzt::N,hekim,γιατρός
576,Arzt::N,doktor,γιατρός
577,Lehrer::N,hoca,δάσκαλος
578,Lehrer::N,öğretmen,δάσκαλος
579,Geld::N,para,λεφτά
580,Geld::N,para,χρήματα
581,Geschäft::N,ticaret,συναλλαγή
582,Laden::N,dükkân,μαγαζί
583,Laden::N,dükkân,κατάστημα
584,Preis::N,fiyat,τιμή
585,Ware::N,mal,εμπόρευμα
586,Nutzen::N,fayda,όφελος
587,Reichtum::N,servet,πλούτος
588,Reichtum::N,zenginlik,πλούτος
589,Welt::N,dünya,κόσμος
590,Land::N,ülke,χώρα
591,Staat::N,devlet,κράτος
592,Staat::N,devlet,πολιτεία
593,König::N,kral,βασιλιάς
594,Macht::N,kudret,εξουσία
595,Macht::N,iktidar,εξουσία
596,Grenze::N,had,σύνορα
597,Grenze::N,sınır,σύνορα
598,Krieg::N,savaş,πόλεμος
599,Feind::N,düşman,εχθρός
600,Gewalt::N,zor,βία
601,Gewalt::N,cebir,βία
602,Kampf::N,savaş,αγώνας
603,Bogen[Waffe]::N,yay,τόξο
604,Pfeil::N,ok,σαΐτα
605,Gewehr::N,tüfek,τουφέκι
606,Fehler::N,hata,λάθος
607,Fehler::N,hata,σφάλμα
608,Fehler::N,yanlış,λάθος
609,Fehler::N,yanlış,σφάλμα
610,Lüge::N,yalan,ψέμα
611,Lüge::N,yalan,ψεύδος
612,Schaden::N,zarar,ζημία
613,Unglück::N,felâket,δυστυχία
614,Unglück::N,talihsizlik,δυστυχία
615,Schuld::N,suç,ενοχή
616,Schuld::N,suç,φταίξιμο
617,Schuld::N,kabahat,ενοχή
618,Schuld::N,kabahat,φταίξιμο
619,Alter::N,yaş,ηλικία
620,Schluss::N,son,τέλος
621,Zeit::N,zaman,χρόνος
622,Tag::N,gün,μέρα
623,Tag::N,gün,ημέρα
624,Morgen::N,sabah,πρωί
625,Mittag::N,öğle,μεσημέρι
626,Abend::N,akşam,βράδυ
627,Nacht::N,gece,νύχτα
628,Woche::N,hafta,εβδομάδα
629,Monat::N,ay,μήνας
630,Jahr::N,yıl,έτος
631,Jahr::N,yıl,χρόνος
632,Jahr::N,sene,έτος
633,Jahr::N,sene,χρόνος
634,Frühling::N,ilkbahar,άνοιξη
635,Sommer::N,yaz,καλοκαίρι
636,Herbst::N,güz,φθινόπωρο
637,Herbst::N,sonbahar,φθινόπωρο
638,Winter::N,kış,χειμώνας
639,Januar::N,ocak,Ιανουάριος
640,Februar::N,şubat,Φεβρουάριος
641,März::N,mart,Μάρτιος
642,April::N,nisan,Απρίλιος
643,Mai::N,mayıs,Μάιος
644,Juni::N,haziran,Ιούνιος
645,Juli::N,temmuz,Ιούλιος
646,August::N,ağustos,Αύγουστος
647,September::N,eylül,Σεπτέμβριος
648,Oktober::N,ekim,Οκτώβριος
649,November::N,kasım,Νοέμβριος
650,Dezember::N,aralık,Δεκέμβριος
651,Montag::N,pazartesi,Δευτέρα
652,Dienstag::N,salı,Τρίτη
653,Mittwoch::N,çarşamba,Τετάρτη
654,Donnerstag::N,perşembe,Πέμπτη
655,Freitag::N,cuma,Παρασκευή
656,Samstag::N,cumartesi,Σάββατο
657,Sonntag::N,pazar,Κυριακή
658,groß::A,büyük,μεγάλος
659,klein::A,ufak,μικρός
660,klein::A,küçük,μικρός
661,lang::A,uzun,μακρύς
662,kurz::A,kısa,κοντός
663,breit::A,enli,φαρδύς
664,breit::A,geniş,φαρδύς
665,schmal::A,dar,στενός
666,dicht::A,sık,πυκνός
667,dicht::A,yoğun,πυκνός
668,dick[Gegenstand]::A,kalın,παχύς
669,dick[Gegenstand]::A,kalın,χοντρός
670,dick[Gegenstand]::A,iri,παχύς
671,dick[Gegenstand]::A,iri,χοντρός
672,dünn::A,ince,ψιλός
673,dünn::A,ince,λεπτός
674,fein::A,ince,ψιλός
675,fein::A,narin,ψιλός
676,fest::A,sabit,στερεός
677,fest::A,sağlam,στερεός
678,flach::A,düz,επίπεδος
679,flach::A,yassı,επίπεδος
680,glatt::A,düz,λείος
681,glatt::A,düz,ομαλός
682,hart::A,katı,σκληρός
683,weich::A,yumuşak,μαλακός
684,rund::A,yuvarlak,στρογγυλός
685,spitz::A,sivri,μυτερός
686,scharf::A,keskin,κοφτερός
687,stumpf::A,kör,αμβλύς
688,schwer::A,ağır,βαρύς
689,schön::A,güzel,ωραίος
690,schön::A,güzel,όμορφος
691,heiß::A,kızgın,ζεστός
692,warm::A,sıcak,θερμός
693,kalt::A,soğuk,κρύος
694,kalt::A,soğuk,ψυχρός
695,kühl::A,serin,δροσερός
696,frisch::A,taze,νωπός
697,frisch::A,taze,φρέσκος
698,feucht::A,nemli,υγρός
699,feucht::A,rutubetli,υγρός
700,nass::A,yaş,βρεγμένος
701,nass::A,ıslak,βρεγμένος
702,trocken::A,kuru,ξηρός
703,trocken::A,kuru,στεγνός
704,voll::A,dolu,γεμάτος
705,voll::A,dolmuş,γεμάτος
706,leer::A,boş,άδειος
707,offen::A,açık,ανοιχτός
708,geschlossen::A,kapalı,κλειστός
709,sauber::A,pak,καθαρός
710,sauber::A,temiz,καθαρός
711,schmutzig::A,pis,βρώμικος
712,schmutzig::A,pis,λερωμένος
713,schmutzig::A,kirli,βρώμικος
714,schmutzig::A,kirli,λερωμένος
715,roh::A,çiğ,ωμός
716,reif::A,olgun,ώριμος
717,lecker::A,lezzetli,νόστιμος
718,süß::A,tatlı,γλυκός
719,süß::A,şekerli,γλυκός
720,bitter::A,acı,πικρός
721,sauer::A,ekşi,ξινός
722,hell::A,aydınlık,φωτεινός
723,dunkel::A,karanlık,σκοτεινός
724,schwarz::A,kara,μαύρος
725,schwarz::A,kara,μελανός
726,schwarz::A,siyah,μαύρος
727,schwarz::A,siyah,μελανός
728,weiß::A,ak,άσπρος
729,weiß::A,beyaz,άσπρος
730,rot::A,kırmızı,κόκκινος
731,gelb::A,sarı,κίτρινος
732,blau::A,mavi,μπλε
733,blau::A,mavi,γαλανός
734,grün::A,yeşil,πράσινος
735,grau::A,boz,γκρίζος
736,bunt::A,renkli,ποικιλόχρωπος
737,billig::A,ucuz,φτηνός
