,Concept_ID,en,tr
142,Zweig::N,branch,dal
143,Blatt::N,leaf,yaprak
144,Birke::N,birch,huş
145,Kiefer[Baum]::N,pine,çam
146,Weide[Baum]::N,willow,söğüt
147,Tanne::N,fir,çam
148,Tanne::N,fir,köknar
149,Horn::N,horn,boynuz
150,Feder::N,feather,tüy
151,Fell::N,fur,post
152,Flügel::N,wing,kanat
153,Klaue::N,claw,pençe
154,Kralle::N,claw,tırnak
155,Schwanz::N,tail,kuyruk
156,Ei::N,egg,yumurta
157,Nest::N,nest,yuva
158,Bau::N,lair,in
159,Tier::N,animal,hayvan
160,Herde::N,flock,sürü
161,Kuh::N,cow,inek
162,Bulle::N,bull,boğa
163,Pferd::N,horse,at
164,Pferd::N,horse,beygir
165,Schaf::N,sheep,koyun
166,Schwein::N,pig,domuz
167,Hund::N,dog,it
168,Hund::N,dog,köpek
169,Katze::N,cat,kedi
170,Bär::N,bear,ayı
171,Eichhörnchen::N,squirrel,sincap
172,Elch::N,elk,büyük kuzey geyiği
173,Fuchs::N,fox,tilki
174,Hase::N,hare,tavşan
175,Maus::N,mouse,fare
176,Maus::N,mouse,sıçan
177,Wolf::N,wolf,kurt
178,Vogel::N,bird,kuş
179,Schwarm::N,swarm,sürü
180,Huhn::N,chicken,tavuk
181,Hahn::N,cock,horoz
182,Gans::N,goose,kaz
183,Adler::N,eagle,kartal
184,Adler::N,eagle,karakuş
185,Ente::N,duck,ördek
186,Eule::N,owl,baykuş
187,Kranich::N,crane,turna
188,Krähe::N,crow,karga
189,Kuckuck::N,cuckoo,guguk
190,Schwan::N,swan,kuğu
191,Fisch::N,fish,balık
192,Barsch::N,perch,hani
193,Barsch::N,perch,levrek
194,Hecht::N,pike,turnabalığı
195,Schlange[Tier]::N,snake,yılan
196,Wurm::N,worm,kurt
197,Wurm::N,worm,solucan
198,Spinne::N,spider,örümcek
199,Ameise::N,ant,karınca
200,Laus::N,louse,bit
201,Mücke::N,midge,sivrisinek
202,Fliege::N,fly,sinek
203,Schmetterling::N,butterfly,kelebek
204,Beere::N,berry,tane
205,Apfel::N,apple,elma
206,Pilz::N,mushroom,mantar
207,Zwiebel::N,onion,soğan
208,Saat::N,seed,ekin
209,Korn::N,grain,tane
210,Heu::N,hay,kuru ot
211,Schale::N,husk,kabuk
212,Grube::N,pit,çukur
213,Falle::N,trap,tuzak
214,Schlinge::N,noose,ilmik
215,Spur::N,track,iz
216,Asche::N,ashes,kül
217,Dreck::N,filth,pislik
218,Eisen::N,iron,demir
219,Gold::N,gold,altın
220,Silber::N,silver,gümüş
221,Kohle::N,coal,kömür
222,Glas::N,glass,cam
223,Lehm::N,clay,balçık
224,Sand::N,sand,kum
225,Mensch::N,human,insan
226,Mann::N,man,adam
227,Mann::N,man,erkek
228,Frau::N,woman,bayan
229,Kind::N,child,çocuk
230,Junge::N,boy,erkek çocuk
231,Mädchen::N,girl,kız
232,Familie::N,family,aile
233,Großvater::N,grandfather,dede
234,Großvater::N,grandfather,büyükbaba
235,Großmutter::N,grandmother,nine
236,Großmutter::N,grandmother,büyükanne
237,Eltern::N,parents,ebeveyn
238,Eltern::N,parents,ana baba
239,Vater::N,father,ata
240,Vater::N,father,baba
241,Mutter::N,mother,ana
242,Mutter::N,mother,anne
243,Sohn::N,son,oğul
244,Tochter::N,daughter,kız
245,Tochter::N,daughter,kız evlât
246,Bruder::N,brother,abi
247,Bruder::N,brother,erkek kardeş
248,Schwester::N,sister,abla
249,Schwester::N,sister,kız kardeş
250,Onkel::N,uncle,dayı
251,Tante::N,aunt,hala
252,Tante::N,aunt,teyze
253,Ehemann::N,husband,koca
254,Ehefrau::N,wife,karı
255,Freude::N,joy,neşe
256,Freude::N,joy,sevinç
257,Gelächter::N,laughter,gülme
258,Gelächter::N,laughter,kahkaha
259,Glück::N,happiness,mutluluk
260,Kummer::N,grief,dert
261,Kummer::N,grief,keder
262,Wunsch::N,wish,arzu
263,Wunsch::N,wish,istek
264,Lust::N,desire,arzu
265,Lust::N,desire,heves
266,Geist::N,spirit,tin
267,Gedanke::N,thought,fikir
268,Gedanke::N,thought,düşünce
269,Gedächtnis::N,memory,bellek
270,Verstand::N,mind,zekâ
271,Sinn::N,meaning,anlam
272,Grund::N,reason,sebep
273,Wahrheit::N,truth,doğruluk
274,Wahrheit::N,truth,gerçeklik
275,Gespräch::N,talk,görüşme
276,Märchen::N,fairy tale,masal
277,Erzählung::N,story,öykü
278,Erzählung::N,story,hikâye
279,Nachricht::N,message,haber
280,Neuigkeit::N,news,haber
281,Name::N,name,ad
282,Name::N,name,isim
283,Rätsel::N,puzzle,bilmece
284,Rede::N,speech,söylev
285,Rede::N,speech,konuşma
286,Sprache::N,language,dil
287,Sprache::N,language,lisan
288,Stimme::N,voice,ses
289,Wort::N,word,kelime
290,Zeichen::N,sign,işaret
291,Ruf::N,call,çağırma
292,Lärm::N,noise,şamata
293,Lärm::N,noise,gürültü
294,Laut::N,sound,ses
295,Ton::N,tone,ses
296,Lied::N,song,türkü
297,Ruhe::N,calm,sakinlik
298,Leute::N,people,halk
299,Leute::N,people,insanlar
300,Volk::N,nation,ulus
301,Volk::N,nation,millet
302,Arbeit::N,work,iş
303,Arbeit::N,work,çalışma
304,Gast::N,guest,konuk
305,Gast::N,guest,misafir
306,Geschenk::N,gift,hediye
307,Geschenk::N,gift,armağan
308,Spiel::N,game,oyun
309,Gesellschaft::N,company,çevre
310,Gesellschaft::N,company,arkadaşlık
311,Hilfe::N,help,yardım
312,Freund::N,friend,dost
313,Freund::N,friend,arkadaş
314,Kamerad::N,companion,arkadaş
315,Angelegenheit::N,matter,iş
316,Angelegenheit::N,matter,husus
317,Anzahl::N,count,sayı
318,Art::N,sort,çeşit
319,Stück::N,piece,tane
320,Stück::N,piece,parça
321,Teil::N,part,kısım
322,Hälfte::N,half,yarı
323,Kreis::N,circle,daire
324,Kreuz::N,cross,haç
325,Linie::N,line,hat
326,Linie::N,line,çizgi
327,Strich::N,stroke,çizgi
328,Abstand::N,gap,aralık
329,Entfernung::N,distance,mesafe
330,Entfernung::N,distance,uzaklık
331,Gegend::N,area,yöre
332,Platz::N,space,yer
333,Ort::N,place,yer
334,Seite::N,side,yan
335,Seite::N,side,taraf
336,Mitte::N,middle,orta
337,Mitte::N,middle,merkez
338,Gegenstand::N,item,şey
339,Sache::N,thing,iş
340,Sache::N,thing,şey
341,Rand::N,fringe,kenar
342,Kante::N,edge,kenar
343,Ecke::N,corner,köşe
344,Spitze::N,tip,uç
345,Spitze::N,tip,baş
346,Ende::N,end,uç
347,Loch::N,hole,oyuk
348,Loch::N,hole,delik
349,Winkel::N,angle,köşe
350,Muster::N,pattern,örnek
351,Größe::N,size,büyüklük
352,Länge::N,length,uzunluk
353,Höhe::N,height,yükseklik
354,Gewicht::N,weight,ağırlık
355,Menge::N,amount,miktar
356,Haufen::N,heap,küme
357,Haufen::N,heap,yığın
358,Reihe::N,row,sıra
359,Boot::N,boat,kayık
360,Boot::N,boat,sandal
361,Ruder::N,oar,kürek
362,Schlitten::N,sleigh,kızak
363,Ski::N,ski,kayak
364,Lagerfeuer::N,campfire,kamp ateşi
365,Last::N,load,yük
366,Gang::N,walk,gidiş
367,Gang::N,walk,yürüyüş
368,Schritt::N,step,adım
369,Norden::N,north,kuzey
370,Süden::N,south,güney
371,Westen::N,west,batı
372,Osten::N,east,doğu
373,Holz::N,wood,ağaç
374,Holz::N,wood,tahta
375,Brett::N,board,tahta
376,Platte::N,slab,levha
377,Stütze::N,bracket,dayak
378,Stütze::N,bracket,destek
379,Stange::N,pole,çubuk
380,Stock::N,stick,sopa
381,Stock::N,stick,değnek
382,Stab::N,staff,sırık
383,Stab::N,staff,baston
384,Rohr::N,pipe,boru
385,Haus::N,house,ev
386,Heim::N,home,ev
387,Heim::N,home,yurt
388,Ofen::N,stove,soba
389,Fußboden::N,floor,taban
390,Fußboden::N,floor,döşeme
391,Tisch::N,table,masa
392,Stuhl::N,chair,iskemle
393,Stuhl::N,chair,sandalye
394,Wiege::N,cradle,beşik
395,Bett::N,bed,yatak
396,Regal::N,shelf,raf
397,Kiste::N,box,sandık
398,Fenster::N,window,pencere
399,Tür::N,door,kapı
400,Tor::N,gate,kapı
401,Zaun::N,fence,çit
402,Dach::N,roof,dam
403,Dach::N,roof,çatı
404,Leiter::N,ladder,merdiven
405,Besen::N,broom,süpürge
406,Spaten::N,spade,bel
407,Schaufel::N,shovel,kürek
408,Gabel::N,fork,çatal
409,Löffel::N,spoon,kaşık
410,Messer::N,knife,bıçak
411,Nagel::N,nail,çivi
412,Netz::N,net,ağ
413,Haken::N,hook,çengel
414,Griff::N,handle,kulp
415,Griff::N,handle,tutamak
416,Schloss::N,lock,kilit
417,Bild::N,picture,imaj
418,Bild::N,picture,resim
419,Figur::N,figure,şekil
420,Figur::N,figure,heykel
421,Puppe::N,doll,kukla
422,Beutel::N,pouch,kese
423,Beutel::N,pouch,torba
424,Bündel::N,bundle,deste
425,Tasche::N,bag,çanta
426,Eimer::N,bucket,kova
427,Deckel::N,cover,kapak
428,Geschirr::N,dishes,kap kacak
429,Sack::N,sack,torba
430,Tasse::N,cup,fincan
431,Topf::N,pot,tencere
432,Kessel::N,kettle,kazan
433,Essen::N,meal,yemek
434,Nahrung::N,food,gıda
435,Nahrung::N,food,besin
436,Speise::N,dish,yemek
437,Fleisch::N,meat,et
438,Getreide::N,corn,tahıl
439,Getreide::N,corn,hububat
440,Brei::N,mush,ezme
441,Brot::N,bread,ekmek
442,Scheibe::N,slice,dilim
443,Fett::N,fat,yağ
444,Butter::N,butter,tereyağı
445,Öl::N,oil,yağ
446,Öl::N,oil,akar yağ
447,Salz::N,salt,tuz
448,Suppe::N,soup,çorba
449,Honig::N,honey,bal
450,Milch::N,milk,süt
451,Tee::N,tea,çay
452,Leder::N,leather,deri
453,Leder::N,leather,meşin
454,Wolle::N,wool,yün
455,Stoff::N,cloth,kumaş
456,Nadel::N,needle,iğne
457,Faden::N,thread,tire
458,Faden::N,thread,iplik
459,Knopf::N,button,düğme
460,Knoten::N,knot,düğüm
461,Farbe::N,paint,boya
462,Kleidung::N,clothes,giyim
463,Hemd::N,shirt,gömlek
464,Kragen::N,collar,yaka
465,Ärmel::N,sleeve,yen
466,Ärmel::N,sleeve,elbise kolu
467,Hose::N,trousers,pantolon
468,Gürtel::N,belt,kuşak
469,Mütze::N,cap,bere
470,Mütze::N,cap,kasket
471,Schuh::N,shoe,kundura
472,Schuh::N,shoe,ayakkabı
473,Stiefel::N,boot,çizme
474,Ring::N,ring,yüzük
475,Band::N,ribbon,bağ
476,Band::N,ribbon,şerit
477,Kamm::N,comb,tarak
478,Spiegel::N,mirror,ayna
479,Riemen::N,strap,kayış
480,Schnur::N,string,ip
481,Schnur::N,string,sicim
482,Leine::N,leash,kayış
483,Decke::N,blanket,örtü
484,Decke::N,blanket,yorgan
485,Kissen::N,pillow,yastık
486,Tuch::N,scarf,bez
487,Handtuch::N,towel,havlu
488,Kraft::N,force,güç
489,Kraft::N,force,kuvvet
490,Stärke::N,strength,kuvvet
491,Gesundheit::N,health,sağlık
492,Krankheit::N,illness,hastalık
493,Schmerz::N,pain,ağrı
494,Schmerz::N,pain,sancı
495,Wunde::N,wound,yara
496,Fieber::N,fever,ateş
497,Arznei::N,medicine,ilâç
498,Brücke::N,bridge,köprü
499,Brunnen::N,well,kuyu
500,Brunnen::N,well,çeşme
501,Weide::N,pasture,otlak
502,Pfad::N,path,patika
503,Pfad::N,path,keçiyolu
504,Weg::N,way,yol
505,Straße::N,road,yol
506,Straße::N,road,cadde
507,Dorf::N,village,köy
508,Stadt::N,town,kent
509,Stadt::N,town,şehir
510,Brief::N,letter,mektup
511,Buch::N,book,kitap
512,Buchstabe::N,character,harf
513,Zeitung::N,newspaper,gazete
514,Leben::N,life,hayat
515,Tod::N,death,ölüm
516,Grab::N,grave,kabir
517,Kirche::N,church,kilise
518,Sünde::N,sin,günah
519,Gott::N,god,tanrı
520,Arbeiter::N,worker,işçi
521,Chef::N,boss,şef
522,Chef::N,boss,müdür
523,Meister::N,master,usta
524,Arzt::N,doctor,hekim
525,Arzt::N,doctor,doktor
526,Lehrer::N,teacher,hoca
527,Lehrer::N,teacher,öğretmen
528,Geld::N,money,para
529,Geschäft::N,business,ticaret
530,Laden::N,shop,dükkân
531,Preis::N,price,fiyat
532,Ware::N,ware,mal
533,Nutzen::N,profit,fayda
534,Reichtum::N,wealth,servet
535,Reichtum::N,wealth,zenginlik
536,Welt::N,world,dünya
537,Land::N,country,ülke
538,Staat::N,state,devlet
539,König::N,king,kral
540,Macht::N,power,kudret
541,Macht::N,power,iktidar
542,Grenze::N,border,had
543,Grenze::N,border,sınır
544,Krieg::N,war,savaş
545,Feind::N,enemy,düşman
546,Gewalt::N,violence,zor
547,Gewalt::N,violence,cebir
548,Kampf::N,fight,savaş
549,Bogen[Waffe]::N,bow,yay
550,Pfeil::N,arrow,ok
551,Gewehr::N,gun,tüfek
552,Fehler::N,mistake,hata
553,Fehler::N,mistake,yanlış
554,Lüge::N,lie,yalan
555,Schaden::N,damage,zarar
556,Unglück::N,misfortune,felâket
557,Unglück::N,misfortune,talihsizlik
558,Schuld::N,fault,suç
559,Schuld::N,fault,kabahat
560,Alter::N,age,yaş
561,Schluss::N,conclusion,son
562,Zeit::N,time,zaman
563,Tag::N,day,gün
564,Morgen::N,morning,sabah
565,Mittag::N,noon,öğle
566,Abend::N,evening,akşam
567,Nacht::N,night,gece
568,Woche::N,week,hafta
569,Monat::N,month,ay
570,Jahr::N,year,yıl
571,Jahr::N,year,sene
572,Frühling::N,spring,ilkbahar
573,Sommer::N,summer,yaz
574,Herbst::N,autumn,güz
575,Herbst::N,autumn,sonbahar
576,Winter::N,winter,kış
577,Januar::N,January,ocak
578,Februar::N,February,şubat
579,März::N,March,mart
580,April::N,April,nisan
581,Mai::N,May,mayıs
582,Juni::N,June,haziran
583,Juli::N,July,temmuz
584,August::N,August,ağustos
585,September::N,September,eylül
586,Oktober::N,October,ekim
587,November::N,November,kasım
588,Dezember::N,December,aralık
589,Montag::N,Monday,pazartesi
590,Dienstag::N,Tuesday,salı
591,Mittwoch::N,Wednesday,çarşamba
592,Donnerstag::N,Thursday,perşembe
593,Freitag::N,Friday,cuma
594,Samstag::N,Saturday,cumartesi
595,Sonntag::N,Sunday,pazar
596,groß::A,big,büyük
597,klein::A,little,ufak
598,klein::A,little,küçük
599,lang::A,long,uzun
600,kurz::A,short,kısa
601,breit::A,wide,enli
602,breit::A,wide,geniş
603,schmal::A,narrow,dar
604,dicht::A,dense,sık
605,dicht::A,dense,yoğun
606,dick[Gegenstand]::A,thick,kalın
607,dick[Gegenstand]::A,thick,iri
608,dünn::A,thin,ince
609,fein::A,delicate,ince
610,fein::A,delicate,narin
611,fest::A,firm,sabit
612,fest::A,firm,sağlam
613,flach::A,flat,düz
614,flach::A,flat,yassı
615,glatt::A,smooth,düz
616,hart::A,hard,katı
617,weich::A,soft,yumuşak
618,rund::A,round,yuvarlak
619,spitz::A,pointed,sivri
620,scharf::A,sharp,keskin
621,stumpf::A,blunt,kör
622,schwer::A,heavy,ağır
623,schön::A,beautiful,güzel
624,heiß::A,hot,kızgın
625,warm::A,warm,sıcak
626,kalt::A,cold,soğuk
627,kühl::A,cool,serin
628,frisch::A,fresh,taze
629,feucht::A,damp,nemli
630,feucht::A,damp,rutubetli
631,nass::A,wet,yaş
632,nass::A,wet,ıslak
633,trocken::A,dry,kuru
634,voll::A,full,dolu
635,voll::A,full,dolmuş
636,leer::A,empty,boş
637,offen::A,open,açık
638,geschlossen::A,closed,kapalı
639,sauber::A,clean,pak
640,sauber::A,clean,temiz
641,schmutzig::A,dirty,pis
642,schmutzig::A,dirty,kirli
643,roh::A,raw,çiğ
644,reif::A,ripe,olgun
645,lecker::A,delicious,lezzetli
646,süß::A,sweet,tatlı
647,süß::A,sweet,şekerli
648,bitter::A,bitter,acı
649,sauer::A,sour,ekşi
650,hell::A,bright,aydınlık
651,dunkel::A,dark,karanlık
652,schwarz::A,black,kara
653,schwarz::A,black,siyah
654,weiß::A,white,ak
655,weiß::A,white,beyaz
656,rot::A,red,kırmızı
657,gelb::A,yellow,sarı
658,blau::A,blue,mavi
659,grün::A,green,yeşil
660,grau::A,grey,boz
661,bunt::A,colourful,renkli
662,bunt::A,colorful,renkli
663,billig::A,cheap,ucuz
664,teuer::A,dear,pahalı
665,wertvoll::A,precious,değerli
666,blind::A,blind,kör
667,taub::A,deaf,sağır
668,kräftig::A,powerful,dinç
669,kräftig::A,powerful,kuvvetli
670,stark::A,strong,güçlü
671,stark::A,strong,kuvvetli
672,schwach::A,weak,zayıf
673,schwach::A,weak,güçsüz
674,fett::A,fat,şişman
675,schlank::A,slim,narin
676,hübsch::A,pretty,güzel
677,hübsch::A,pretty,sevimli
678,böse::A,evil,kötü
679,dumm::A,stupid,aptal
680,faul::A,lazy,tembel
681,fleißig::A,diligent,çalışkan
682,geizig::A,stingy,cimri
683,klug::A,clever,zekî
684,klug::A,clever,akıllı
685,geschickt::A,skilful,becerikli
686,geschickt::A,skillful,becerikli
687,lieb::A,dear,sevimli
688,lustig::A,merry,neşeli
689,sanft::A,gentle,nazik
690,hungrig::A,hungry,aç
691,krank::A,sick,hasta
692,krank::A,sick,rahatsız
693,nackt::A,naked,çıplak
694,traurig::A,sad,kederli
695,traurig::A,sad,üzüntülü
696,lebendig::A,living,canlı
697,gut::A,good,iyi
698,schlecht::A,bad,kötü
699,richtig::A,correct,doğru
700,schlimm::A,nasty,kötü
701,wahr::A,true,doğru
702,wahr::A,true,gerçek
703,alt::A,old,eski
704,neu::A,new,yeni
705,ehemalig::A,former,önceki
706,alt[Lebewesen]::A,aged,yaşlı
707,jung::A,young,genç
708,arm::A,poor,fakir
709,reich::A,rich,zengin
710,bekannt::A,familiar,bilinen
711,berühmt::A,famous,ünlü
712,berühmt::A,famous,meşhur
713,fremd::A,foreign,yabancı
714,verschieden::A,different,ayrı
715,verschieden::A,different,farklı
716,nah::A,near,yakın
717,nah::A,near,bitişik
718,fern::A,far,uzak
719,linker::A,left,sol
720,rechter::A,right,sağ
721,anderer::A,other,diğer
722,erster::A,first,ilk
723,erster::A,first,birinci
724,zweiter::A,second,ikinci
725,dritter::A,third,üçüncü
726,letzter::A,last,son
727,letzter::A,last,sonuncu
728,allein::ADV,alone,yalnız
729,allein::ADV,alone,tek başına
730,auf einmal::ADV,at once,birden
731,zusammen::ADV,together,beraber
732,zusammen::ADV,together,birlikte
733,lange::ADV,long,çok
734,lange::ADV,long,uzun
735,plötzlich::ADV,suddenly,ansızın
736,plötzlich::ADV,suddenly,birdenbire
737,sofort::ADV,instantly,hemen
738,sofort::ADV,instantly,derhal
739,später::ADV,later,daha sonra
740,jetzt::ADV,now,şimdi
741,heute::ADV,today,bugün
742,morgen::ADV,tomorrow,yarın
743,bald::ADV,soon,yakında
744,dann::ADV,then,sonra
745,gestern::ADV,yesterday,dün
746,einst::ADV,once,eskiden
747,damals::ADV,at that time,o zamanlar
748,danach::ADV,afterwards,sonradan
749,danach::ADV,afterwards,ondan sonra
750,vorher::ADV,before,önce
751,vorher::ADV,before,önceden
752,zuerst::ADV,at first,ilk önce
753,einmal::ADV,once,bir defa
754,manchmal::ADV,sometimes,bazan
755,oft::ADV,often,sık sık
756,oft::ADV,often,çok defa
757,immer::ADV,always,daima
758,immer::ADV,always,her zaman
759,niemals::ADV,never,asla değil
760,niemals::ADV,never,hiçbir zaman
761,hier::ADV,here,burada
762,hierhin::ADV,hither,buraya
763,hierhin::ADV,to here,buraya
764,hierhin::ADV,here,buraya
765,von hier::ADV,hence,buradan
766,dort::ADV,there,orada
767,dort::ADV,there,şurada
768,dorthin::ADV,thither,oraya
769,dorthin::ADV,thither,şuraya
770,dorthin::ADV,there,oraya
771,dorthin::ADV,there,şuraya
772,dorthin::ADV,to there,oraya
773,dorthin::ADV,to there,şuraya
774,geradeaus::ADV,ahead,doğru
775,vorwärts::ADV,forward,ileri
776,rückwärts::ADV,backward,geri
777,zurück::ADV,back,geriye
778,unten::ADV,below,aşağıda
779,hinab::ADV,down,aşağıya
780,oben::ADV,above,yukarıda
781,hinauf::ADV,up,yukarı
782,hinauf::ADV,up,yukarıya
783,überall::ADV,everywhere,her yerde
784,nicht::ADV,not,-mi-
785,nicht::ADV,not,değil
786,ein wenig::ADV,a little,biraz
787,kaum::ADV,hardly,dar
788,kaum::ADV,hardly,hemen hemen değil
789,sehr::ADV,very,pek
790,sehr::ADV,very,gayet
791,so::ADV,so,öyle
792,so::ADV,so,böyle
793,noch::ADV,still,hâlâ
794,noch::ADV,still,henüz
795,nur::ADV,only,ancak
796,nur::ADV,only,yalnız
797,schon::ADV,already,çoktan
798,wieder::ADV,again,tekrar
799,wieder::ADV,again,yeniden
800,vergebens::ADV,in vain,boşuna
801,vor::PRP,in front of,önünde
802,hinter::PRP,behind,arkasında
803,unter::PRP,under,altında
804,durch::PRP,through,sayesinde
805,durch::PRP,through,ortasından
806,neben::PRP,next to,yanında
807,zwischen::PRP,between,arasında
808,wegen::PRP,because of,dolayı
809,dies::PRN,this,bu
810,das::PRN,that,o
811,das::PRN,that,şu
812,alles::PRN,everything,hepsi
813,alles::PRN,everything,her şey
814,ich::PRN,I,ben
815,du::PRN,you,sen
816,du::PRN,thou,sen
817,er::PRN,he,o
818,wir::PRN,we,biz
819,ihr::PRN,you,siz
820,sie::PRN,they,onlar
821,was::FPRN,what,ne
822,wer::FPRN,who,kim
823,wo::FADV,where,nerede
824,wohin::FADV,where ... to,nereye
825,wohin::FADV,where to,nereye
826,wohin::FADV,where,nereye
827,wie::FADV,how,nasıl
828,warum::FADV,why,neden
829,wieviel::FNUM,how much,kaç
830,wieviel::FNUM,how much,ne kadar
831,eins::NUM,one,bir
832,zwei::NUM,two,iki
833,drei::NUM,three,üç
834,vier::NUM,four,dört
835,fünf::NUM,five,beş
836,sechs::NUM,six,altı
837,sieben::NUM,seven,yedi
838,acht::NUM,eight,sekiz
839,neun::NUM,nine,dokuz
840,zehn::NUM,ten,on
841,elf::NUM,eleven,on bir
842,zwölf::NUM,twelve,on iki
843,zwanzig::NUM,twenty,yirmi
844,dreißig::NUM,thirty,otuz
845,vierzig::NUM,forty,kırk
846,fünfzig::NUM,fifty,elli
847,sechzig::NUM,sixty,altmış
848,siebzig::NUM,seventy,yetmiş
849,achtzig::NUM,eighty,seksen
850,neunzig::NUM,ninety,doksan
851,hundert::NUM,a hundred,yüz
852,tausend::NUM,a thousand,bin
853,und::CNJ,and,ve
854,und::CNJ,and,ile
855,oder::CNJ,or,ya
856,oder::CNJ,or,yahut
857,stehen::V,stand,durmak
858,sitzen::V,sit,oturmak
859,liegen::V,lie,yatmak
860,hängen::V,hang,asılı olmak
861,werden::V,become,olmak
862,werden::V,become,olunmak
863,passieren::V,happen,olmak
864,beginnen::V,begin,başlamak
865,enden::V,end,bitmek
866,enden::V,end,sona ermek
867,wechseln::V,change,değişmek
868,aufgehen[Sonne]::V,rise,doğmak
869,untergehen[Sonne]::V,set,batmak
870,scheinen[Sonne]::V,shine,parlamak
871,donnern::V,thunder,gök gürlemek
872,wehen::V,blow,esmek
