,Concept_ID,el,ml
592,bitter::A,πικρός,കടുത്ത
593,sauer::A,ξινός,പുളിപ്പുള്ള
594,hell::A,φωτεινός,ജ്വലിക്കുന്ന
595,dunkel::A,σκοτεινός,ഇരുണ്ട
596,schwarz::A,μαύρος,കറുത്ത
597,schwarz::A,μελανός,കറുത്ത
598,weiß::A,άσπρος,വെളുത്ത
599,rot::A,κόκκινος,ചുവന്ന
600,gelb::A,κίτρινος,മഞ്ഞനിറമായ
601,blau::A,μπλε,നീലനിറമുള്ള
602,blau::A,γαλανός,നീലനിറമുള്ള
603,grün::A,πράσινος,പച്ചനിറമുള്ള
604,grau::A,γκρίζος,ചാരനിറത്തിലുള്ള
605,bunt::A,ποικιλόχρωπος,വർണ്ണശബളമായ
606,billig::A,φτηνός,വിലകുറഞ്ഞ
607,teuer::A,ακριβός,ചെലവേറിയ
608,wertvoll::A,πολύτιμος,വിലപിടിപ്പുള്ള
609,blind::A,τυφλός,അന്ധനായ
610,taub::A,κουφός,കേൾവിക്കുറവുള്ള
611,kräftig::A,δυνατός,ശക്തിയുള്ള
612,stark::A,γερός,ബലമുള്ള
613,schwach::A,αδύνατος,ക്ഷീണിച്ച
614,fett::A,παχύς,കൊഴുപ്പുള്ള
615,schlank::A,λεπτός,മെലിഞ്ഞ
616,schlank::A,λυγερός,മെലിഞ്ഞ
617,hübsch::A,όμορφος,മനോഹരമായ
618,hübsch::A,χαριτωμένος,മനോഹരമായ
619,böse::A,κακός,പാപിയായ
620,dumm::A,κουτός,വിവരംകെട്ട
621,dumm::A,ανόητος,വിവരംകെട്ട
622,faul::A,τεμπέλης,അലസനായ
623,fleißig::A,εργατικός,അദ്ധ്വാനശീലമുള്ള
624,geizig::A,τσιγγούνης,പിശുക്കനായ
625,klug::A,έξυπνος,ബുദ്ധിസാമർഥ്യമുള്ള
626,geschickt::A,επιδέξιος,പ്രതിഭാശാലി
627,lieb::A,φίλος,പ്രിയപ്പെട്ട
628,lieb::A,αγαπητός,പ്രിയപ്പെട്ട
629,lustig::A,εύθυμος,ആനന്ദകരമായ
630,lustig::A,χαρούμενος,ആനന്ദകരമായ
631,sanft::A,ήπιος,സൌമ്യമായ
632,hungrig::A,πεινασμένος,വിശപ്പുള്ള
633,krank::A,άρρωστος,അസുഖമുള്ള
634,nackt::A,γυμνός,നഡമായ
635,traurig::A,λυπημένος,വിഷമമുള്ള
636,lebendig::A,ζωντανός,ഉപജീവനം
637,gut::A,καλός,നല്ല
638,schlecht::A,κακός,മോശമായ
639,richtig::A,σωστός,ശരിയായ
640,schlimm::A,άσχημος,വൃത്തികെട്ട
641,wahr::A,αληθής,ശരിയായ
642,wahr::A,αληθινός,ശരിയായ
643,alt::A,παλιός,പഴയ
644,neu::A,νέος,പുതിയ
645,neu::A,καινούργιος,പുതിയ
646,ehemalig::A,παλιός,മുൻ
647,alt[Lebewesen]::A,γέρος,വയസ്സുള്ള
648,jung::A,νέος,കൌമാരമായ
649,arm::A,φτωχός,പാവപ്പെട്ട
650,reich::A,πλούσιος,സമ്പന്നമായ
651,bekannt::A,γνωστός,പരിചിതമായ
652,berühmt::A,περίφημος,പ്രശസ്തനായ
653,berühmt::A,ξακουσμένος,പ്രശസ്തനായ
654,fremd::A,ξένος,വൈദേശികമായ
655,verschieden::A,διαφορετικός,വ്യത്യസ്തമായ
656,nah::A,κοντινός,അരികത്തുള്ള
657,fern::A,μακριά,അകലെയുള്ള
658,linker::A,αριστερός,അവശേഷിച്ച
659,rechter::A,δεξιός,വലത്തേ
660,anderer::A,άλλος,മറ്റുള്ള
661,erster::A,πρώτος,ആദ്യത്തെ
662,zweiter::A,δεύτερος,രണ്ടാം
663,dritter::A,τρίτος,മൂന്നാമത്
664,letzter::A,τελευταίος,അവസാനത്തെ
665,allein::ADV,μόνος,തനിച്ചുള്ള
666,auf einmal::ADV,εφάπαξ,ഉടന്
667,zusammen::ADV,μαζί,ഒരുമിച്ച
668,lange::ADV,πολύν καιρό,നീണ്ട_കാലത്തേയ്ക്ക്
669,plötzlich::ADV,έξαφνα,പെട്ടെന്ന്
670,sofort::ADV,αμέσως,തത്ക്ഷണം
671,später::ADV,αργότερα,പിന്നീട്
672,jetzt::ADV,τώρα,ഇപ്പോൾ
673,heute::ADV,σήμερα,ഇന്ന്
674,morgen::ADV,αύριο,നാളെ
675,bald::ADV,σε λίγο,ഉടനെ
676,bald::ADV,εντός ολίγου,ഉടനെ
677,dann::ADV,ύστερα,അപ്പോൾ
678,gestern::ADV,χτες,ഇന്നലെ
679,einst::ADV,ποτέ,പണ്ടൊരിക്കല്
680,einst::ADV,άλλοτε,പണ്ടൊരിക്കല്
681,damals::ADV,τότε,അപ്പോൾ
682,danach::ADV,μετά,പിന്നീട്
683,danach::ADV,ύστερα,പിന്നീട്
684,vorher::ADV,πριν,മുൻപ്
685,vorher::ADV,προηγουμένως,മുൻപ്
686,zuerst::ADV,πρώτα,ആദ്യം
687,einmal::ADV,μία φορά,ഒരിക്കൽ
688,manchmal::ADV,κάποτε,ചിലപ്പോൾ
689,oft::ADV,συχνά,പലപ്പോഴും
690,oft::ADV,πολλές φορές,പലപ്പോഴും
691,immer::ADV,πάντα,എപ്പോഴും
692,immer::ADV,πάντοτε,എപ്പോഴും
693,niemals::ADV,ποτέ,ഒരിക്കലും
694,hier::ADV,εδώ,ഇവിടെ
695,hierhin::ADV,εδώ,ഇവിടേക്ക്
696,von hier::ADV,από δω,ഇവിടെനിന്ന്
697,dort::ADV,εκεί,അവിടെ
698,dorthin::ADV,προς τα κει,അവിടേക്ക്
699,geradeaus::ADV,κατευθείαν,മുമ്പിൽ
700,geradeaus::ADV,κατευθείαν,മുമന്നോട്ട്
701,vorwärts::ADV,εμπρός,മുന്നോട്ട്
702,rückwärts::ADV,πίσω,തലതിരിച്ച്
703,zurück::ADV,πίσω,പുറകിലേക്ക്
704,unten::ADV,κάτω,താഴെ
705,hinab::ADV,προς τα κάτω,താഴേക്ക്
706,oben::ADV,πάνω,മുകളിൽ
707,oben::ADV,επάνω,മുകളിൽ
708,hinauf::ADV,προς τα πάνω,മുകളിൽ
709,überall::ADV,παντού,എല്ലായിടത്തും
710,nicht::ADV,δεν,ഇല്ല
711,ein wenig::ADV,λιγάκι,കുറച്ച്
712,kaum::ADV,μόλις,കഷ്ടിച്ച്
713,sehr::ADV,πολύ,വളരെ
714,so::ADV,έτσι,അങ്ങനെ
715,noch::ADV,ακόμα,ഇപ്പോഴും
716,nur::ADV,μόνο,മാത്രം
717,schon::ADV,ήδη,നേരത്തേ തന്നെ
718,schon::ADV,κιόλας,നേരത്തേ തന്നെ
719,wieder::ADV,ξανά,വീണ്ടും
720,vergebens::ADV,μάταια,വിഫല
721,vor::PRP,μπροστά σε,മുമ്പിൽ
722,vor::PRP,μπροστά από,മുമ്പിൽ
723,hinter::PRP,πίσω από ,പുറകിൽ
724,unter::PRP,υπό,കീഴിൽ
725,unter::PRP,κάτω από,കീഴിൽ
726,durch::PRP,διά,ഉള്ളിലൂടെ
727,durch::PRP,διά μέσου,ഉള്ളിലൂടെ
728,neben::PRP,δίπλα σε,അടുത്ത്
729,zwischen::PRP,μεταξύ,ഇടയ്ക്ക്
730,zwischen::PRP,ανάμεσα σε,ഇടയ്ക്ക്
731,wegen::PRP,για,നിമിത്തം
732,wegen::PRP,λόγω,നിമിത്തം
733,dies::PRN,αυτό,ഇത്
734,das::PRN,το,അത്
735,alles::PRN,όλα,എല്ലാം
736,ich::PRN,εγώ,ഞാൻ
737,du::PRN,σύ,നിങ്ങൾ
738,du::PRN,εσύ,നിങ്ങൾ
739,er::PRN,αυτός,അദ്ദേഹം
740,er::PRN,αυτός,അയാൾ
741,er::PRN,αυτός,അവൻ
742,er::PRN,αυτός,അവർ
743,er::PRN,αυτός,അവൾ
744,wir::PRN,εμείς,നമ്മൾ
745,ihr::PRN,εσείς,നിങ്ങൾ
746,sie::PRN,αυτοί,അവർ
747,was::FPRN,τι,എന്ത്
748,wer::FPRN,ποιος,ആര്
749,wo::FADV,πού,എവിടെ
750,wohin::FADV,πού,എവിടേക്ക്
751,wohin::FADV,για πού,എവിടേക്ക്
752,wie::FADV,πώς,എങ്ങനെ
753,warum::FADV,γιατί,എന്തുകൊണ്ട്
754,wieviel::FNUM,πόσος,എത്ര
755,eins::NUM,ένα,ഒന്ന്
756,zwei::NUM,δύο,രണ്ട്
757,drei::NUM,τρία,മൂന്ന്
758,drei::NUM,τρεις,മൂന്ന്
759,vier::NUM,τέσσερα,നാല്
760,vier::NUM,τέσσερις,നാല്
761,fünf::NUM,πέντε,അഞ്ച്
762,sechs::NUM,έξι,ആറ്
763,sieben::NUM,εφτά,ഏഴ്
764,acht::NUM,οχτώ,എട്ട്
765,neun::NUM,εννιά,ഒമ്പത്
766,zehn::NUM,δέκα,പത്ത്
767,elf::NUM,έντεκα,പതിനൊന്ന്
768,zwölf::NUM,δώδεκα,പന്ത്രണ്ട്
769,zwanzig::NUM,είκοσι,ഇരുപത്
770,dreißig::NUM,τριάντα,മുപ്പത്
771,vierzig::NUM,σαράντα,നാൽപ്പത്
772,fünfzig::NUM,πενήντα,അൻപത്
773,sechzig::NUM,εξήντα,അറുപത്
774,siebzig::NUM,εβδομήντα,എഴുപത്
775,achtzig::NUM,ογδόντα,എൺപത്
776,neunzig::NUM,ενενήντα,തൊണ്ണൂറ്
777,hundert::NUM,εκατό,നൂറ്
778,tausend::NUM,χίλιοι,ആയിരം
779,und::CNJ,και,ഉം
780,oder::CNJ,ή,അഥവാ
781,stehen::V,στέκομαι,നിൽക്കുക
782,stehen::V,είμαι όρθιος,നിൽക്കുക
783,sitzen::V,κάθομαι,ഇരിക്കുക
784,liegen::V,είμαι ξαπλωμένος,കിടക്കുക
785,hängen::V,κρέμομαι,തൂങ്ങുക
786,werden::V,γίνομαι,ആയിത്തീരുക
787,passieren::V,συμβαίνω,സംഭവിക്കുക
788,beginnen::V,αρχίζω,ആരംഭിക്കുക
789,enden::V,τελειώνω,അവസാനിപ്പിക്കുക
790,wechseln::V,αλλάζω,മാറ്റുക
791,aufgehen[Sonne]::V,βγαίνω,ഉയരുക
792,aufgehen[Sonne]::V,ανατέλλω,ഉയരുക
793,untergehen[Sonne]::V,δύω,അടുക്കി_വയ്ക്കുക
794,untergehen[Sonne]::V,βασιλεύω,അടുക്കി_വയ്ക്കുക
795,scheinen[Sonne]::V,λάμπω,പ്രകാശിക്കുക
796,donnern::V,βροντώ,ഇടിവെട്ടുക
797,wehen::V,φυσώ,വീശുക
798,strömen::V,ρέω,ഒഴുകുക
799,strömen::V,τρέχω,ഒഴുകുക
800,fließen::V,ρέω,ഒഴുകുക
801,sich drehen::V,γυρίζω,ചുറ്റുക
802,sich drehen::V,γυρίζω,കറക്കുക
803,sich drehen::V,στρέφομαι,ചുറ്റുക
804,sich drehen::V,στρέφομαι,കറക്കുക
805,schwanken::V,ταλαντεύομαι,ഇരുവശത്തേയ്ക്കും_ആടുക
806,schwingen::V,αιωρούμαι,ആടുക
807,schwingen::V,ταλαντεύομαι,ആടുക
808,fallen::V,πέφτω,വീഴുക
809,brennen::V,καίω,കത്തുക
810,rauchen::V,καπνίζω,പുകയുക
811,regnen::V,βρέχω,മഴ_പെയ്യുക
812,gefrieren::V,παγώνω,തണത്ത്_മരവിക്കുക
813,tauen::V,λειώνω,അലിയുക
814,schmelzen::V,λειώνω,ഉരുകുക
815,trocknen::V,στεγνώνω,വരളുക
816,sieden::V,βράζω,തിളപ്പിക്കുക
817,faulen::V,σαπίζω,ചീയുക
818,verfaulen::V,σαπίζω,അഴുകുക
819,reißen::V,σχίζω,ശബ്ദത്തോടെ_മുറിയുക
820,versinken::V,βουλιάζω,മുക്കുക
821,versinken::V,βυθίζομαι,മുക്കുക
822,vergehen::V,περνώ,കടന്നുപോകുക
823,erscheinen::V,εμφανίζομαι,പ്രത്യക്ഷപ്പെടുക
824,verschwinden::V,χάνομαι,അദൃശ്യമാകുക
825,verschwinden::V,εξαφανίζομαι,അദൃശ്യമാകുക
826,sinken::V,κατεβαίνω,താഴുക
827,abnehmen::V,μειώνομαι ,കുറിയുക
828,zunehmen::V,αυξάνω,വർദ്ധിക്കുക
829,zunehmen::V,μεγαλώνω,വർദ്ധിക്കുക
830,steigen::V,ανεβαίνω,ഉയരുക
831,wachsen::V,μεγαλώνω,വളരുക
832,glänzen::V,γυαλίζω,മിന്നുക
833,funkeln::V,αστράφτω,തിളങ്ങുക
834,funkeln::V,σπιθοβολώ,തിളങ്ങുക
835,lärmen::V,θορυβώ,ശബ്ദമുണ്ടാക്കുക
836,läuten::V,χτυπώ ,മണിമുഴങ്ങുക
837,klingeln::V,κουδουνίζω,ചിലമ്പുക
838,klirren::V,κουδουνίζω,കിലുക്കുക
839,brausen::V,βουΐζω,മുഴങ്ങുക
840,rauschen::V,βουΐζω,അനങ്ങുക
841,klingen::V,ηχώ,മുഴക്കുക
842,bellen::V,γαυγίζω,കുരയ്ക്കുക
843,heulen::V,ουρλιάζω,ഓരിയിടുക
844,blasen::V,φυσώ,ഊതുക
845,pfeifen::V,σφυρίζω,വിസിലടിക്കുക
846,schreien::V,κραυγάζω,ആക്രോശിക്കുക
847,stöhnen::V,βογγώ,അരക്കം
848,stöhnen::V,βογγώ,ആർത്തനാദം
849,zittern::V,τρέμω,വിറയ്ക്കുക
850,leben::V,ζω,താമസിക്കുക
851,geboren werden::V,γεννιέμαι,ജനിക്കുക
852,atmen::V,αναπνέω,ശ്വസിക്കുക
853,trinken::V,πίνω,കുടിക്കുക
854,essen::V,τρώω,കഴിക്കുക
855,schlucken::V,καταπίνω,വിഴുങ്ങുക
856,müde werden::V,κουράζομαι,ക്ഷീണിക്കുക
857,einschlafen::V,αποκοιμιέμαι,നിദ്രിക്കുക
858,schlafen::V,κοιμάμαι,ഉറങ്ങുക
859,aufwachen::V,ξυπνώ,ഉണരുക
860,aufstehen::V,σηκώνομαι,എഴുന്നേൽക്കുക
861,sich erholen::V,ξεκουράζομαι,വിശ്രമിക്കുക
862,krank werden::V,αρρωσταίνω,ദീനംപിടിക്കുക
863,krank sein::V,ασθενώ,രോഗികളാകുക
864,schmerzen::V,πονώ,വേദനിക്കുക
865,husten::V,βήχω,ചുമയ്ക്കുക
866,genesen::V,θεραπεύομαι,സുഖപ്പെടുക
867,sterben::V,πεθαίνω,മരിക്കുക
868,umkommen::V,πεθαίνω,മരിക്കുക
869,sich bewegen::V,κουνιέμαι,സ്ഥലം_മാറുക
870,sich rühren::V,σαλεύω,ചലിക്കുക
871,sich erheben::V,επαναστατώ,നിൽക്കുക
872,sich setzen::V,κάθομαι,ഇരിക്കുക
873,hinfallen::V,πέφτω κάτω,വീഴുക
874,laufen::V,τρέχω,നടക്കുക
875,schreiten::V,βαδίζω,നടക്കുക
876,spazierengehen::V,κάνω βόλτα,ഉലാത്തുക
877,spazierengehen::V,πηγαίνω περίπατο,ഉലാത്തുക
878,eilen::V,σπεύδω,പാഞ്ഞെത്തുക
879,sich beeilen::V,βιάζομαι,തിരിക്കുകൂട്ടുക
880,sich beeilen::V,βιάζομαι,തിടുക്കം_കാട്ടുക
881,sausen::V,τρέχω γρήγορα,കുതിക്കുക
882,rennen::V,τρέχω,ഓടുക
883,springen::V,πηδώ,ചാടുക
884,klettern::V,σκαρφαλώνω,കയറുക
885,schaukeln::V,κουνιέμαι,ഇളകുക
886,kriechen::V,έρπω,പതുങ്ങികയറുക
887,kriechen::V,σέρνομαι,പതുങ്ങികയറുക
888,schwimmen::V,κολυμπώ,നീന്തുക
889,tauchen::V,βουτώ,വെള്ളത്തിലേക്ക് ചാടുക
890,rudern::V,κωπηλατώ,തുഴയുക
891,fahren::V,πηγαίνω,വാഹനം ഓടിക്കുക
892,fliegen::V,πετώ,പറക്കുക
893,gehen::V,βαδίζω,പോകുക
894,gehen::V,πηγαίνω,പോകുക
895,weggehen::V,φεύγω,വിടുക
896,abfahren::V,ξεκινώ,പുറപ്പെടുക
897,abfahren::V,αναχωρώ,പുറപ്പെടുക
898,anhalten::V,σταματώ,നിർത്തുക
899,hineingehen::V,μπαίνω,പ്രവേശിക്കുക
900,eintreten::V,μπαίνω,പ്രവേശിക്കുക
901,eintreten::V,εισέρχομαι,പ്രവേശിക്കുക
902,kommen::V,έρχομαι,വരുക
903,ankommen::V,φτάνω,എത്തിച്ചേരുക
904,zurückkommen::V,επιστρέφω,തിരിച്ചു വരുക
905,bleiben::V,μένω,തുടരുക
906,warten::V,περιμένω,കാത്തിരിക്കുക
907,erwarten::V,αναμένω,പ്രതീക്ഷിക്കുക
908,erwarten::V,περιμένω,പ്രതീക്ഷിക്കുക
909,suchen::V,ψάχνω,തിരയുക
910,finden::V,βρίσκω,കണ്ടെത്തുക
911,versuchen::V,προσπαθώ,ശ്രമിക്കുക
912,vorbereiten::V,προετοιμάζω,തയ്യാറെടുക്കുക
913,lieben::V,αγαπώ,സ്നേഹിക്കുക
914,mögen::V,μου αρέσει,ഇഷ്ടപ്പെടുക
915,lachen::V,γελώ,ചിരിക്കുക
916,rühren::V,συγκινώ,ഹൃദയം സ്പർശിക്കുക
917,weinen::V,κλαίω,തേങ്ങുക
918,schimpfen::V,βρίζω,പിറുപിറുക്കുക
919,sich ärgern::V,θυμώνω,കോപിക്കുക
920,sich fürchten::V,φοβάμαι,പേടിക്കുക
921,fürchten::V,φοβάμαι,പേടിക്കുക
922,fliehen::V,φεύγω,രക്ഷപ്പെടുക
923,flüchten::V,δραπετεύω,രക്ഷപ്പെടുക
924,sehen::V,βλέπω,കാണുക
925,anschauen::V,κοιτάζω,നോക്കുക
926,ansehen::V,βλέπω,നോക്കുക
927,hören::V,ακούω,കേൾക്കുക
928,zuhören::V,ακούω,ശ്രദ്ധിക്കുക
929,probieren::V,δοκιμάζω,രുചിയുള്ളതായി_തോന്നുക
930,riechen::V,μυρίζω,മണത്തു_നോക്കുക
931,riechen::V,οσφραίνομαι,മണത്തു_നോക്കുക
932,fühlen::V,αισθάνομαι,സ്പർശിച്ചറിയുക
933,scheinen::V,φαίνομαι,കാണപ്പെടുക
934,zu sehen sein::V,φαίνομαι,വെളിച്ചപ്പെടുക
935,vernehmen::V,ακούω,കേൾക്കുക
936,vernehmen::V,μαθαίνω,കേൾക്കുക
937,frieren::V,κρυώνω,വിറയ്ക്കുക
938,tun::V,κάνω,ചെയ്യുക
939,können::V,ξέρω,കഴിയുക
940,können::V,μπορώ,കഴിയുക
941,wollen::V,θέλω,വേണുക
942,anfangen::V,αρχίζω,തുടങ്ങുക
943,beenden::V,τελειώνω,പൂർത്തിയാക്കുക
944,aufhören::V,παύω,നിർത്തുക
945,gelingen::V,πετυχαίνω,വിജയിക്കുക
946,geraten::V,γίνομαι,പരിണമിക്കുക
947,öffnen::V,ανοίγω,തുറക്കുക
948,schließen::V,κλείνω,അടയ്ക്കുക
949,stellen::V,θέτω,വയ്ക്കുക
950,setzen::V,θέτω,വയ്ക്കുക
951,legen::V,θέτω,ഇടുക
952,berühren::V,εγγίζω,തൊടുക
953,verbinden::V,συνδέω,ഘടിപ്പിക്കുക
954,bedecken::V,σκεπάζω,മുടുക
955,aufhängen::V,κρεμώ,കെട്ടിതൂക്കുക
956,anzünden::V,ανάβω,കത്തിക്കുക
957,aufheben::V,σηκώνω,പെറുക്കിയെടുക്കുക
958,zurücklassen::V,εγκαταλείπω,വച്ചുപോരുക
959,verlieren::V,χάνω,നഷ്ടപ്പെടുക
960,fallen lassen::V,αφήνω να πέσει,വീഴ്ത്തുക
961,machen::V,κάνω,ഉണ്ടാക്കുക
962,machen::V,φτιάχνω,ഉണ്ടാക്കുക
963,herstellen::V,κατασκευάζω,ഉൽപാദിപ്പിക്കുക
964,bauen::V,χτίζω,നിർമ്മിക്കുക
965,bauen::V,οικοδομώ,നിർമ്മിക്കുക
966,reparieren::V,επισκευάζω,നന്നാക്കുക
967,reparieren::V,επιδιορθώνω,നന്നാക്കുക
968,verbessern::V,βελτιώνω,മെച്ചപ്പെടുക
969,verbessern::V,καλυτερεύω,മെച്ചപ്പെടുക
970,ändern::V,αλλάζω,മാറ്റംവരുത്തുക
971,graben::V,σκάβω,കുഴിക്കുക
972,beugen::V,λυγίζω,വണങ്ങുക
973,biegen::V,κάμπτω,കുനിയുക
974,drehen::V,στρέφω,തിരിക്കുക
975,wenden::V,γυρίζω,തിരിയുക
976,umdrehen::V,γυρίζω,തിരിയുക
977,heben::V,υψώνω,ഉയർത്തുക
978,heben::V,σηκώνω,ഉയർത്തുക
979,hochheben::V,υψώνω,ഉയർത്തുക
980,hochheben::V,σηκώνω,ഉയർത്തുക
981,ergreifen::V,πιάνω,ബലമായി_പിടിക്കുക
982,ergreifen::V,αρπάζω,ബലമായി_പിടിക്കുക
983,halten::V,βαστώ,പിടിക്കുക
984,drücken::V,πιέζω,അമർത്തുക
985,schieben::V,σπρώχνω,തള്ളുക
986,kratzen::V,γρατσουνίζω,ചുരണ്ടുക
987,lecken::V,γλείφω,നക്കുക
988,beißen::V,δαγκάνω,കടിക്കുക
989,abreißen::V,κόβω,കീറിക്കളയുക
990,abreißen::V,σχίζω,കീറിക്കളയുക
991,abschneiden::V,αποκόπτω,മുറിച്ചുമാറ്റുക
992,binden::V,δένω,കെട്ടുക
993,stecken::V,χώνω,തുളയ്ക്കുക
994,brechen::V,σπάζω,ഉടയുക
995,klopfen::V,χτυπώ,തട്ടുക
996,klopfen::V,τινάζω,തട്ടുക
997,hauen::V,χτυπώ,അടിക്കുക
998,kleben::V,κολλώ,ഒട്ടിക്കുക
999,reiben::V,τρίβω,തിരുമ്മിത്തുടയ്ക്കുക
1000,streichen::V,αλείφω,പടർത്തുക
1001,schleifen::V,ακονίζω,പൊടിക്കുക
1002,schneiden::V,κόβω,മുറിക്കുക
1003,rütteln::V,σείω,മുട്ടുക
1004,rütteln::V,τινάζω,മുട്ടുക
1005,schütteln::V,σείω,കുലുക്കുക
1006,schütteln::V,κουνώ,കുലുക്കുക
1007,schwenken::V,κουνώ,ആടുക
1008,schütten::V,χύνω,ഒഴിക്കുക
1009,füllen::V,γεμίζω,നിറയ്ക്കുക
1010,einwickeln::V,τυλίγω,പൊതിയുക
1011,tragen::V,φέρνω,വഹിക്കുക
1012,schleppen::V,κουβαλώ,വലിച്ചിഴയ്ക്കുക
1013,ziehen::V,τραβώ,വലിക്കുക
1014,aufbewahren::V,φυλάω,വയ്ക്കുക
1015,werfen::V,ρίχνω,എറിയുക
1016,fangen::V,πιάνω,പിടിക്കുക
1017,packen::V,τσακώνω,തട്ടിപ്പറിക്കുക
1018,verstecken::V,κρύβω,മറയ്ക്കുക
1019,teilen::V,μερίζω,വിഭജിക്കുക
1020,schicken::V,στέλνω,അയയ്ക്കുക
1021,bringen::V,φέρνω,കൊണ്ടുവരുക
1022,hinzufügen::V,προσθέτω,കൂട്ടുക
1023,bekommen::V,προσκομίζω,കിട്ടുക
1024,erhalten::V,παίρνω,സ്വീകരിക്കുക
1025,erhalten::V,λαμβάνω,സ്വീകരിക്കുക
1026,nehmen::V,πιάνω,എടുക്കുക
1027,nehmen::V,παίρνω,എടുക്കുക
1028,wählen::V,εκλέγω,തിരഞ്ഞെടുക്കുക
1029,auswählen::V,διαλέγω,തിരഞ്ഞെടുക്കുക
1030,bewahren::V,διατηρώ,പുലർത്തുക
1031,behindern::V,εμποδίζω,തടയിടുക
1032,verderben::V,χαλώ,നശിപ്പിക്കുക
1033,beschädigen::V,ζημιώνω,ക്ഷതമേൽപ്പിക്കുക
1034,zerbrechen::V,σπάζω,ഉടയുക
1035,zerreißen::V,σχίζω,കീറുക
1036,zerstören::V,καταστρέφω,നശിപ്പിക്കുക
1037,verbrennen::V,καίω,കത്തിനശിക്കുക
1038,verbrennen::V,καίω,കത്തിച്ചുകളയുക
1039,geben::V,δίνω,കൊടുക്കുക
1040,geben::V,δίνω,തരുക
1041,reichen::V,δίνω,കൈമാറുക
1042,schenken::V,χαρίζω,സമ്മാനം കൊടുക്കുക
1043,versprechen::V,υπόσχομαι,വാഗ്ദാനം_നൽകുക
1044,wünschen::V,εύχομαι,ആഗ്രഹിക്കുക
1045,loben::V,επαινώ,പുകഴ്ത്തുക
1046,küssen::V,φιλώ,ഉമ്മവയ്ക്കുക
1047,wiegen::V,κουνώ,ഇളകുക
1048,wiegen::V,νανουρίζω,ഇളകുക
1049,zudecken::V,σκεπάζω,മുടുക
1050,wecken::V,ξυπνώ,ഉണർത്തുക
1051,zeigen::V,δείχνω,കാണിക്കുക
1052,führen::V,οδηγώ,നടത്തുക
1053,lehren::V,διδάσκω,പഠിപ്പിക്കുക
1054,unterrichten::V,διδάσκω,പരിശീലിപ്പിക്കുക
1055,aufziehen::V,ανατρέφω,വളർത്തിക്കൊണ്ടുവരുക
1056,leiten::V,ηγούμαι,നയിക്കുക
1057,leiten::V,διευθύνω,നയിക്കുക
1058,antreiben::V,σπρώχνω,പ്രേരിപ്പിക്കുക
1059,antreiben::V,παρακινώ,പ്രേരിപ്പിക്കുക
1060,lassen::V,αφήνω,അനുവദിക്കുക
1061,einladen::V,προσκαλώ,ക്ഷണിക്കുക
1062,vereinigen::V,ενώνω,കൂടിച്ചേരുക
1063,besuchen::V,επισκέπτομαι,സന്ദർശിക്കുക
1064,treffen::V,συναντώ,തമ്മിൽ കാണുക
1065,sich versammeln::V,μαζεύομαι,സംയോജിപ്പിക്കുക
1066,spielen::V,παίζω,കളിക്കുക
1067,singen::V,τραγουδώ,പാടുക
1068,tanzen::V,χορεύω,നൃത്തം ചെയ്യുക
1069,sich trennen::V,αποχωρίζομαι,നേർപെടുത്തുക
1070,verlassen::V,εγκαταλείπω,പിൻവാങ്ങുക
1071,retten::V,σώζω,രക്ഷിക്കുക
1072,bewachen::V,φρουρώ,കാവൽനിൽക്കുക
1073,schützen::V,προστατεύω,പരിരക്ഷിക്കുക
1074,verteidigen::V,υπερασπίζω,പ്രതിരോധിക്കുക
1075,sich schlagen::V,χτυπιέμαι,കലഹിക്കുക
1076,schießen::V,πυροβολώ,വെടിവെക്കുക
1077,siegen::V,νικώ,വിജയിക്കുക
1078,ärgern::V,τσαντίζω,വിഷമിപ്പിക്കുക
1079,schlagen::V,χτυπώ,അടിക്കുക
1080,treten::V,κλοτσώ,തൊഴിക്കുക
1081,stechen::V,τρυπώ,കുത്തുക
1082,stoßen::V,ωθώ,തള്ളുക
1083,stoßen::V,σπρώχνω,തള്ളുക
1084,stehlen::V,κλέβω,മോഷ്ടിക്കുക
1085,stören::V,διαταράσσω,ശല്യപ്പെടുത്തുക
1086,belästigen::V,ενοχλώ,മെനക്കെടുക
1087,verbergen::V,κρύβω,മറയ്ക്കുക
1088,verbergen::V,κρύβω,ഒളിക്കുക
1089,täuschen::V,παραπλανώ,കബളിപ്പിക്കുക
1090,betrügen::V,απατώ,ചതിക്കുക
1091,töten::V,σκοτώνω,കൊല്ലുക
1092,töten::V,θανατώνω,കൊല്ലുക
1093,wohnen::V,μένω,താമസിക്കുക
1094,wohnen::V,κατοικώ,താമസിക്കുക
1095,arbeiten::V,δουλεύω,ജോലിചെയ്യുക
1096,arbeiten::V,εργάζομαι,ജോലിചെയ്യുക
1097,sammeln::V,μαζεύω,സഞ്ചയിക്കുക
1098,sammeln::V,συλλέγω,സഞ്ചയിക്കുക
1099,pflücken::V,κόβω,പറിച്ചെടുക്കുക
1100,jagen::V,κυνηγώ,വേട്ടയാടുക
1101,fischen::V,ψαρεύω,മീൻ പിടിക്കുക
1102,fassen::V,πιάνω,പിടിക്കുക
1103,hüten::V,φυλάγω,ചേർക്കുക
1104,hüten::V,προσέχω,ചേർക്കുക
1105,treiben::V,οδηγώ,വാഹനം_ഓടിക്കുക
1106,anbinden::V,δένω,കെട്ടിയിടുക
