,Concept_ID,de,ga
117,Berg::N,Berg,sliabh
118,Gipfel::N,Gipfel,barr
119,Gipfel::N,Gipfel,mullach
120,Höhle::N,Höhle,uaimh
121,Höhle::N,Höhle,pluais
122,Abhang::N,Abhang,fána
123,Quelle::N,Quelle,foinse
124,Bach::N,Bach,sruthán
125,Fluss::N,Fluss,abhainn
126,Ufer::N,Ufer,bruach
127,Küste::N,Küste,cósta
128,Küste::N,Küste,cladach
129,Festland::N,Festland,míntír
130,Meer::N,Meer,muir
131,Meer::N,Meer,farraige
132,Bucht::N,Bucht,bá
133,Bucht::N,Bucht,cuan
134,Insel::N,Insel,inis
135,Insel::N,Insel,oileán
136,Blume::N,Blume,bláth
137,Gras::N,Gras,féar
138,Wurzel::N,Wurzel,rúta
139,Wurzel::N,Wurzel,fréamh
140,Baum::N,Baum,crann
141,Stamm::N,Stamm,stoc
142,Stamm::N,Stamm,tamhan
143,Rinde::N,Rinde,coirt
144,Rinde::N,Rinde,craiceann
145,Ast::N,Ast,géag
146,Zweig::N,Zweig,géag
147,Zweig::N,Zweig,craobh
148,Blatt::N,Blatt,duille
149,Blatt::N,Blatt,duilleog
150,Birke::N,Birke,beith
151,Birke::N,Birke,crann beithe
152,Kiefer[Baum]::N,Kiefer,péine
153,Weide[Baum]::N,Weide,saileach
154,Tanne::N,Tanne,giúis
155,Horn::N,Horn,adharc
156,Feder::N,Feder,cleite
157,Fell::N,Fell,clúmh
158,Flügel::N,Flügel,eite
159,Flügel::N,Flügel,sciathán
160,Klaue::N,Klaue,crúb
161,Klaue::N,Klaue,crobh
162,Kralle::N,Kralle,crobh
163,Schwanz::N,Schwanz,eireaball
164,Ei::N,Ei,ubh
165,Nest::N,Nest,nead
166,Bau::N,Bau,brocais
167,Tier::N,Tier,ainmhí
168,Tier::N,Tier,beithíoch
169,Herde::N,Herde,tréad
170,Kuh::N,Kuh,bó
171,Bulle::N,Bulle,tarbh
172,Pferd::N,Pferd,each
173,Pferd::N,Pferd,capall
174,Schaf::N,Schaf,caora
175,Schwein::N,Schwein,muc
176,Hund::N,Hund,madra
177,Katze::N,Katze,cat
178,Bär::N,Bär,béar
179,Eichhörnchen::N,Eichhörnchen,iora
180,Elch::N,Elch,eilc
181,Fuchs::N,Fuchs,sionnach
182,Fuchs::N,Fuchs,madra rua
183,Hase::N,Hase,giorria
184,Maus::N,Maus,luch
185,Wolf::N,Wolf,mac tíre
186,Vogel::N,Vogel,éan
187,Schwarm::N,Schwarm,saithe
188,Huhn::N,Huhn,cearc
189,Hahn::N,Hahn,coileach
190,Gans::N,Gans,gé
191,Adler::N,Adler,iolar
192,Ente::N,Ente,lacha
193,Eule::N,Eule,ulchabhán
194,Kranich::N,Kranich,grús
195,Krähe::N,Krähe,caróg
196,Krähe::N,Krähe,préachán
197,Kuckuck::N,Kuckuck,cuach
198,Schwan::N,Schwan,eala
199,Fisch::N,Fisch,iasc
200,Barsch::N,Barsch,péirse
201,Hecht::N,Hecht,liús
202,Schlange[Tier]::N,Schlange,nathair
203,Wurm::N,Wurm,péist
204,Spinne::N,Spinne,damhán alla
205,Ameise::N,Ameise,seangán
206,Laus::N,Laus,míol
207,Mücke::N,Mücke,muiscít
208,Mücke::N,Mücke,corrmhíol
209,Fliege::N,Fliege,cuil
210,Fliege::N,Fliege,cuileog
211,Schmetterling::N,Schmetterling,féileacán
212,Beere::N,Beere,caor
213,Apfel::N,Apfel,úll
214,Pilz::N,Pilz,beacán
215,Pilz::N,Pilz,muisiriún
216,Zwiebel::N,Zwiebel,oinniún
217,Saat::N,Saat,síol
218,Korn::N,Korn,gráinne
219,Heu::N,Heu,féar
220,Schale::N,Schale,scaimh
221,Grube::N,Grube,poll
222,Falle::N,Falle,gaiste
223,Schlinge::N,Schlinge,sealán
224,Spur::N,Spur,rian
225,Asche::N,Asche,luaith
226,Dreck::N,Dreck,salachar
227,Eisen::N,Eisen,iarann
228,Gold::N,Gold,ór
229,Silber::N,Silber,airgead
230,Kohle::N,Kohle,gual
231,Glas::N,Glas,gloine
232,Lehm::N,Lehm,cré
233,Sand::N,Sand,gaineamh
234,Mensch::N,Mensch,duine
235,Mann::N,Mann,fear
236,Frau::N,Frau,bean
237,Kind::N,Kind,gasúr
238,Kind::N,Kind,páiste
239,Junge::N,Junge,buachaill
240,Mädchen::N,Mädchen,cailín
241,Familie::N,Familie,teaghlach
242,Familie::N,Familie,comhluadar
243,Großvater::N,Großvater,seanathair
244,Großmutter::N,Großmutter,seanmháthair
245,Eltern::N,Eltern,tuismitheoirí
246,Vater::N,Vater,athair
247,Mutter::N,Mutter,máthair
248,Sohn::N,Sohn,mac
249,Tochter::N,Tochter,iníon
250,Bruder::N,Bruder,deartháir
251,Schwester::N,Schwester,deirfiúr
252,Onkel::N,Onkel,uncail
253,Tante::N,Tante,aintín
254,Ehemann::N,Ehemann,fear céile
255,Ehefrau::N,Ehefrau,bean chéile
256,Freude::N,Freude,áthas
257,Gelächter::N,Gelächter,gáire
258,Glück::N,Glück,séan
259,Glück::N,Glück,sonas
260,Kummer::N,Kummer,brón
261,Kummer::N,Kummer,buairt
262,Wunsch::N,Wunsch,guí
263,Wunsch::N,Wunsch,achainí
264,Lust::N,Lust,fonn
265,Geist::N,Geist,meon
266,Geist::N,Geist,spiorad
267,Gedanke::N,Gedanke,smaoineamh
268,Gedächtnis::N,Gedächtnis,cuimhne
269,Verstand::N,Verstand,ciall
270,Verstand::N,Verstand,intinn
271,Sinn::N,Sinn,brí
272,Sinn::N,Sinn,ciall
273,Grund::N,Grund,fáth
274,Wahrheit::N,Wahrheit,fírinne
275,Gespräch::N,Gespräch,comhrá
276,Märchen::N,Märchen,scéal
277,Erzählung::N,Erzählung,scéal
278,Nachricht::N,Nachricht,teachtaireacht
279,Neuigkeit::N,Neuigkeit,scéala
280,Name::N,Name,ainm
281,Rätsel::N,Rätsel,tomhas
282,Rede::N,Rede,óráid
283,Rede::N,Rede,aitheasc
284,Sprache::N,Sprache,teanga
285,Stimme::N,Stimme,guth
286,Wort::N,Wort,focal
287,Zeichen::N,Zeichen,comhartha
288,Ruf::N,Ruf,glaoch
289,Lärm::N,Lärm,torann
290,Laut::N,Laut,fuaim
291,Ton::N,Ton,ton
292,Lied::N,Lied,amhrán
293,Ruhe::N,Ruhe,suaimhneas
294,Leute::N,Leute,muintir
295,Volk::N,Volk,pobal
296,Arbeit::N,Arbeit,obair
297,Gast::N,Gast,aoi
298,Geschenk::N,Geschenk,féirín
299,Geschenk::N,Geschenk,bronntanas
300,Spiel::N,Spiel,cluiche
301,Gesellschaft::N,Gesellschaft,comhluadar
302,Hilfe::N,Hilfe,cúnamh
303,Hilfe::N,Hilfe,cabhair
304,Freund::N,Freund,cara
305,Kamerad::N,Kamerad,comrádaí
306,Angelegenheit::N,Angelegenheit,ábhar
307,Anzahl::N,Anzahl,líon
308,Art::N,Art,sórt
309,Art::N,Art,saghas
310,Stück::N,Stück,píosa
311,Teil::N,Teil,cuid
312,Teil::N,Teil,páirt
313,Hälfte::N,Hälfte,leath
314,Kreis::N,Kreis,ciorcal
315,Kreuz::N,Kreuz,cros
316,Linie::N,Linie,líne
317,Strich::N,Strich,stríoc
318,Abstand::N,Abstand,achar
319,Entfernung::N,Entfernung,fad
320,Gegend::N,Gegend,ceantar
321,Platz::N,Platz,áit
322,Platz::N,Platz,spás
323,Ort::N,Ort,áit
324,Seite::N,Seite,taobh
325,Mitte::N,Mitte,lár
326,Gegenstand::N,Gegenstand,ball
327,Gegenstand::N,Gegenstand,ábhar
328,Sache::N,Sache,ní
329,Sache::N,Sache,rud
330,Rand::N,Rand,imeall
331,Rand::N,Rand,ciumhais
332,Kante::N,Kante,corr
333,Kante::N,Kante,colbha
334,Ecke::N,Ecke,coirnéal
335,Spitze::N,Spitze,gob
336,Spitze::N,Spitze,barr
337,Ende::N,Ende,ceann
338,Ende::N,Ende,foirceann
339,Loch::N,Loch,poll
340,Winkel::N,Winkel,cúinne
341,Winkel::N,Winkel,uillinn
342,Muster::N,Muster,patrún
343,Größe::N,Größe,méid
344,Größe::N,Größe,toise
345,Länge::N,Länge,fad
346,Höhe::N,Höhe,airde
347,Gewicht::N,Gewicht,meáchan
348,Menge::N,Menge,méid
349,Haufen::N,Haufen,cnap
350,Reihe::N,Reihe,líne
351,Reihe::N,Reihe,sraith
352,Boot::N,Boot,bád
353,Ruder::N,Ruder,rámh
354,Ruder::N,Ruder,maide rámha
355,Schlitten::N,Schlitten,carr sleamhnáin
356,Ski::N,Ski,scí
357,Lagerfeuer::N,Lagerfeuer,tine champa
358,Last::N,Last,ualach
359,Gang::N,Gang,siúlóid
360,Schritt::N,Schritt,céim
361,Schritt::N,Schritt,coiscéim
362,Norden::N,Norden,tuaisceart
363,Süden::N,Süden,deisceart
364,Westen::N,Westen,iarthar
365,Osten::N,Osten,oirthear
366,Holz::N,Holz,adhmad
367,Brett::N,Brett,clár
368,Platte::N,Platte,leac
369,Stütze::N,Stütze,taca
370,Stange::N,Stange,polla
371,Stange::N,Stange,cuaille
372,Stock::N,Stock,bata
373,Stock::N,Stock,maide
374,Stab::N,Stab,maide
375,Stab::N,Stab,bachall
376,Rohr::N,Rohr,píopa
377,Haus::N,Haus,teach
378,Heim::N,Heim,baile
379,Ofen::N,Ofen,sornóg
380,Fußboden::N,Fußboden,urlár
381,Tisch::N,Tisch,bord
382,Tisch::N,Tisch,tábla
383,Stuhl::N,Stuhl,cathaoir
384,Wiege::N,Wiege,cliabhán
385,Bett::N,Bett,leaba
386,Regal::N,Regal,seilf
387,Kiste::N,Kiste,bosca
388,Fenster::N,Fenster,fuinneoig
389,Tür::N,Tür,doras
390,Tor::N,Tor,geata
391,Zaun::N,Zaun,fál
392,Zaun::N,Zaun,claí
393,Dach::N,Dach,díon
394,Leiter::N,Leiter,dréimire
395,Besen::N,Besen,scuab
396,Spaten::N,Spaten,spád
397,Spaten::N,Spaten,rámhainn
398,Schaufel::N,Schaufel,sluasaid
399,Gabel::N,Gabel,forc
400,Gabel::N,Gabel,gabhlóg
401,Löffel::N,Löffel,spúnóg
402,Messer::N,Messer,scian
403,Nagel::N,Nagel,tairne
404,Netz::N,Netz,líon
405,Netz::N,Netz,eangach
406,Haken::N,Haken,croch
407,Griff::N,Griff,cos
408,Griff::N,Griff,hanla
409,Schloss::N,Schloss,glas
410,Bild::N,Bild,pictiúr
411,Figur::N,Figur,fíor
412,Puppe::N,Puppe,bábóg
413,Beutel::N,Beutel,mála
414,Beutel::N,Beutel,mealbhóg
415,Bündel::N,Bündel,beart
416,Tasche::N,Tasche,mála
417,Eimer::N,Eimer,buicéad
418,Deckel::N,Deckel,clár
419,Deckel::N,Deckel,claibín
420,Geschirr::N,Geschirr,soithí
421,Geschirr::N,Geschirr,gréithe
422,Sack::N,Sack,sac
423,Sack::N,Sack,mála
424,Tasse::N,Tasse,cupán
425,Topf::N,Topf,pota
426,Kessel::N,Kessel,citeal
427,Essen::N,Essen,béile
428,Nahrung::N,Nahrung,bia
429,Speise::N,Speise,mias
430,Fleisch::N,Fleisch,feoil
431,Getreide::N,Getreide,grán
432,Getreide::N,Getreide,arbhar
433,Brei::N,Brei,brúitín
434,Brot::N,Brot,arán
435,Scheibe::N,Scheibe,píosa
436,Scheibe::N,Scheibe,slisne
437,Fett::N,Fett,saill
438,Fett::N,Fett,méathras
439,Butter::N,Butter,im
440,Öl::N,Öl,ola
441,Salz::N,Salz,salann
442,Suppe::N,Suppe,sú
443,Suppe::N,Suppe,anraith
444,Honig::N,Honig,mil
445,Milch::N,Milch,bainne
446,Tee::N,Tee,tae
447,Leder::N,Leder,leathar
448,Wolle::N,Wolle,olann
449,Stoff::N,Stoff,éadach
450,Nadel::N,Nadel,snáthaid
451,Faden::N,Faden,snáth
452,Knopf::N,Knopf,cnaipe
453,Knoten::N,Knoten,snaidhm
454,Farbe::N,Farbe,péint
455,Kleidung::N,Kleidung,éadaí
456,Hemd::N,Hemd,léine
457,Kragen::N,Kragen,bóna
458,Ärmel::N,Ärmel,muinchille
459,Hose::N,Hose,bríste
460,Hose::N,Hose,treabhsar
461,Gürtel::N,Gürtel,crios
462,Mütze::N,Mütze,caipín
463,Schuh::N,Schuh,bróg
464,Stiefel::N,Stiefel,buatais
465,Ring::N,Ring,fáinne
466,Band::N,Band,ribín
467,Kamm::N,Kamm,cíor
468,Spiegel::N,Spiegel,scáthán
469,Riemen::N,Riemen,iall
470,Riemen::N,Riemen,strapa
471,Schnur::N,Schnur,téad
472,Schnur::N,Schnur,sreangán
473,Leine::N,Leine,iall
474,Decke::N,Decke,pluid
475,Decke::N,Decke,blaincéad
476,Kissen::N,Kissen,piliúr
477,Kissen::N,Kissen,adhartán
478,Tuch::N,Tuch,scaif
479,Handtuch::N,Handtuch,tuáille
480,Kraft::N,Kraft,fórsa
481,Stärke::N,Stärke,neart
482,Gesundheit::N,Gesundheit,sláinte
483,Krankheit::N,Krankheit,tinneas
484,Krankheit::N,Krankheit,breoiteacht
485,Schmerz::N,Schmerz,pian
486,Wunde::N,Wunde,goin
487,Fieber::N,Fieber,fiabhras
488,Arznei::N,Arznei,cógas
489,Brücke::N,Brücke,droichead
490,Brunnen::N,Brunnen,tobar
491,Weide::N,Weide,féarach
492,Pfad::N,Pfad,cosán
493,Pfad::N,Pfad,conair
494,Weg::N,Weg,slí
495,Weg::N,Weg,bealach
496,Straße::N,Straße,bóthar
497,Dorf::N,Dorf,sráidbhaile
498,Stadt::N,Stadt,baile
499,Stadt::N,Stadt,cathair
500,Brief::N,Brief,litir
501,Buch::N,Buch,cín
502,Buch::N,Buch,leabhar
503,Buchstabe::N,Buchstabe,litir
504,Zeitung::N,Zeitung,nuachtán
505,Leben::N,Leben,saol
506,Leben::N,Leben,beatha
507,Tod::N,Tod,bás
508,Grab::N,Grab,uaigh
509,Kirche::N,Kirche,eaglais
510,Sünde::N,Sünde,peaca
511,Gott::N,Gott,dia
512,Arbeiter::N,Arbeiter,oibrí
513,Chef::N,Chef,saoiste
514,Chef::N,Chef,ceannasaí
515,Meister::N,Meister,máistir
516,Arzt::N,Arzt,lia
517,Arzt::N,Arzt,dochtúir
518,Lehrer::N,Lehrer,oide
519,Lehrer::N,Lehrer,múinteoir
520,Geld::N,Geld,airgead
521,Geschäft::N,Geschäft,gnó
522,Laden::N,Laden,siopa
523,Preis::N,Preis,praghas
524,Ware::N,Ware,earra
525,Nutzen::N,Nutzen,tairbhe
526,Reichtum::N,Reichtum,rachmas
527,Reichtum::N,Reichtum,saibhreas
528,Welt::N,Welt,domhan
529,Land::N,Land,tír
530,Staat::N,Staat,stát
531,König::N,König,rí
532,Macht::N,Macht,cumhacht
533,Grenze::N,Grenze,críoch
534,Grenze::N,Grenze,teorainn
535,Krieg::N,Krieg,cogadh
536,Feind::N,Feind,namhaid
537,Gewalt::N,Gewalt,foréigean
538,Kampf::N,Kampf,troid
539,Bogen[Waffe]::N,Bogen,bogha
540,Pfeil::N,Pfeil,saighead
541,Gewehr::N,Gewehr,gunna
542,Fehler::N,Fehler,botún
543,Fehler::N,Fehler,meancóg
544,Lüge::N,Lüge,bréag
545,Lüge::N,Lüge,éitheach
546,Schaden::N,Schaden,dochar
547,Schaden::N,Schaden,damáiste
548,Unglück::N,Unglück,drochrath
549,Schuld::N,Schuld,locht
550,Schuld::N,Schuld,milleán
551,Alter::N,Alter,aois
552,Schluss::N,Schluss,deireadh
553,Zeit::N,Zeit,am
554,Zeit::N,Zeit,aimsir
555,Tag::N,Tag,lá
556,Morgen::N,Morgen,maidin
557,Mittag::N,Mittag,nóin
558,Abend::N,Abend,tráthnóna
559,Nacht::N,Nacht,oíche
560,Woche::N,Woche,seachtain
561,Monat::N,Monat,mí
562,Jahr::N,Jahr,bliain
563,Frühling::N,Frühling,earrach
564,Sommer::N,Sommer,samhradh
565,Herbst::N,Herbst,fómhar
566,Winter::N,Winter,geimhreadh
567,Januar::N,Januar,Eanáir
568,Februar::N,Februar,Feabhra
569,März::N,März,Márta
570,April::N,April,Aibreán
571,Mai::N,Mai,Bealtaine
572,Juni::N,Juni,Meitheamh
573,Juli::N,Juli,Iúil
574,August::N,August,Lúnasa
575,September::N,September,Meán Fómhair
576,Oktober::N,Oktober,Deireadh Fómhair
577,November::N,November,Samhain
578,November::N,November,Mí na Samhna
579,Dezember::N,Dezember,Mí na Nollag
580,Montag::N,Montag,Luan
581,Montag::N,Montag,Dé Luain
582,Dienstag::N,Dienstag,Máirt
583,Dienstag::N,Dienstag,Dé Máirt
584,Mittwoch::N,Mittwoch,Céadaoin
585,Mittwoch::N,Mittwoch,Dé Céadaoin
586,Donnerstag::N,Donnerstag,Déardaoin
587,Freitag::N,Freitag,Aoine
588,Freitag::N,Freitag,Dé hAoine
589,Samstag::N,Samstag,Satharn
590,Samstag::N,Samstag,Dé Sathairn
591,Sonntag::N,Sonntag,Domhnach
592,Sonntag::N,Sonntag,Dé Domhnaigh
593,groß::A,groß,mór
594,klein::A,klein,beag
595,lang::A,lang,fada
596,kurz::A,kurz,gearr
597,kurz::A,kurz,gairid
598,breit::A,breit,leathan
599,breit::A,breit,fairsing
600,schmal::A,schmal,cúng
601,dicht::A,dicht,dlúth
602,dick[Gegenstand]::A,dick,tiubh
603,dünn::A,dünn,caol
604,dünn::A,dünn,tanaí
605,fein::A,fein,scáinte
606,fein::A,fein,fíneálta
607,fest::A,fest,daingean
608,flach::A,flach,cothrom
609,glatt::A,glatt,mín
610,glatt::A,glatt,sleamhain
611,hart::A,hart,crua
612,weich::A,weich,bog
613,rund::A,rund,cruinn
614,spitz::A,spitz,gobach
615,spitz::A,spitz,biorach
616,scharf::A,scharf,géar
617,scharf::A,scharf,faobhrach
618,stumpf::A,stumpf,maol
619,schwer::A,schwer,trom
620,schön::A,schön,álainn
621,heiß::A,heiß,te
622,warm::A,warm,te
623,kalt::A,kalt,fuar
624,kühl::A,kühl,fionnuar
625,frisch::A,frisch,úr
626,frisch::A,frisch,friseáilte
627,feucht::A,feucht,tais
628,nass::A,nass,fliuch
629,trocken::A,trocken,tirim
630,voll::A,voll,lán
631,leer::A,leer,folamh
632,offen::A,offen,oscailte
633,geschlossen::A,geschlossen,dúnta
634,geschlossen::A,geschlossen,druidte
635,sauber::A,sauber,glan
636,schmutzig::A,schmutzig,salach
637,roh::A,roh,amh
638,reif::A,reif,aibí
639,lecker::A,lecker,blasta
640,süß::A,süß,milis
641,bitter::A,bitter,searbh
642,sauer::A,sauer,géar
643,sauer::A,sauer,searbh
644,hell::A,hell,geal
645,hell::A,hell,soilseach
646,dunkel::A,dunkel,dorcha
647,schwarz::A,schwarz,dubh
648,weiß::A,weiß,bán
649,rot::A,rot,dearg
650,gelb::A,gelb,buí
651,blau::A,blau,gorm
652,grün::A,grün,glas
653,grün::A,grün,uaine
654,grau::A,grau,liath
655,bunt::A,bunt,ildathach
656,bunt::A,bunt,dathannach
657,billig::A,billig,saor
658,teuer::A,teuer,daor
659,teuer::A,teuer,costasach
660,wertvoll::A,wertvoll,luachmhar
661,blind::A,blind,dall
662,blind::A,blind,caoch
663,taub::A,taub,bodhar
664,kräftig::A,kräftig,cumhachtach
665,stark::A,stark,tréan
666,stark::A,stark,láidir
667,schwach::A,schwach,lag
668,schwach::A,schwach,fann
669,fett::A,fett,ramhar
670,schlank::A,schlank,caol
671,schlank::A,schlank,seang
672,hübsch::A,hübsch,álainn
673,hübsch::A,hübsch,dathúil
674,böse::A,böse,olc
675,dumm::A,dumm,dúr
676,dumm::A,dumm,amaideach
677,faul::A,faul,falsa
678,faul::A,faul,leisciúil
679,fleißig::A,fleißig,dícheallach
680,geizig::A,geizig,barainneach
681,geizig::A,geizig,sprionlaithe
682,klug::A,klug,cliste
683,geschickt::A,geschickt,oilte
684,geschickt::A,geschickt,ealaíonta
685,lieb::A,lieb,dil
686,lieb::A,lieb,dílis
687,lustig::A,lustig,aerach
688,lustig::A,lustig,meidhreach
689,sanft::A,sanft,bog
690,sanft::A,sanft,séimh
691,hungrig::A,hungrig,ocrach
692,krank::A,krank,tinn
693,krank::A,krank,breoite
694,nackt::A,nackt,nocht
695,traurig::A,traurig,brónach
696,lebendig::A,lebendig,beo
697,gut::A,gut,maith
698,schlecht::A,schlecht,dona
699,schlecht::A,schlecht,droch-
700,richtig::A,richtig,ceart
701,schlimm::A,schlimm,gránna
702,schlimm::A,schlimm,tubaisteach
703,wahr::A,wahr,fíor
704,alt::A,alt,sean
705,neu::A,neu,úr
706,neu::A,neu,nua
707,ehemalig::A,ehemalig,iar-
708,ehemalig::A,ehemalig,sean-
709,alt[Lebewesen]::A,alt,sean
710,alt[Lebewesen]::A,alt,aosta
711,jung::A,jung,óg
712,arm::A,arm,bocht
713,reich::A,reich,saibhir
714,reich::A,reich,rachmasach
715,bekannt::A,bekannt,atá eolas air
716,berühmt::A,berühmt,cailiúil
717,berühmt::A,berühmt,clúiteach
718,fremd::A,fremd,coimhthíoch
719,verschieden::A,verschieden,éagsúil
720,verschieden::A,verschieden,difriúil
721,nah::A,nah,gar
722,nah::A,nah,deas
723,fern::A,fern,i bhfad uainn
724,fern::A,fern,i bhfad i gcéin
725,linker::A,linker,clé
726,rechter::A,rechter,deas
727,anderer::A,anderer,eile
728,erster::A,erster,céad
729,zweiter::A,zweiter,dóú
730,zweiter::A,zweiter,dara
731,dritter::A,dritter,tríú
732,dritter::A,dritter,treas
733,letzter::A,letzter,déanach
734,letzter::A,letzter,deireanach
735,allein::ADV,allein,i d'aonar
736,auf einmal::ADV,auf einmal,ag an am céanna
737,zusammen::ADV,zusammen,le chéile
738,zusammen::ADV,zusammen,in eineacht
739,lange::ADV,lange,fada
740,plötzlich::ADV,plötzlich,go tobann
741,plötzlich::ADV,plötzlich,i dtobainne
742,sofort::ADV,sofort,ar an toirt
743,sofort::ADV,sofort,ar an bpointe
744,später::ADV,später,níos déanaí
745,jetzt::ADV,jetzt,anois
746,heute::ADV,heute,inniu
747,morgen::ADV,morgen,amárach
748,bald::ADV,bald,go luath
749,bald::ADV,bald,gan mhoill
750,dann::ADV,dann,ansin
751,gestern::ADV,gestern,inné
752,einst::ADV,einst,tráth
753,einst::ADV,einst,uair amháin
754,damals::ADV,damals,ag an am
755,damals::ADV,damals,an t-am sin
756,danach::ADV,danach,ina dhiaidh sin
757,vorher::ADV,vorher,cheana
758,vorher::ADV,vorher,roimhe sin
759,zuerst::ADV,zuerst,ar dtús
760,einmal::ADV,einmal,uair amháin
761,manchmal::ADV,manchmal,uaireanta
762,oft::ADV,oft,minic
763,immer::ADV,immer,i gcónaí
764,niemals::ADV,niemals,riamh
765,hier::ADV,hier,anseo
766,hierhin::ADV,hierhin,anseo
767,von hier::ADV,von hier,an áit seo
768,dort::ADV,dort,ann
769,dort::ADV,dort,ansin
770,dorthin::ADV,dorthin,ann
771,dorthin::ADV,dorthin,ansin
772,geradeaus::ADV,geradeaus,ar aghaidh
773,vorwärts::ADV,vorwärts,
774,rückwärts::ADV,rückwärts,siar
775,zurück::ADV,zurück,ar ais
776,unten::ADV,unten,thíos
777,hinab::ADV,hinab,síos
778,oben::ADV,oben,thuas
779,hinauf::ADV,hinauf,suas
780,überall::ADV,überall,i ngach áit
781,überall::ADV,überall,ar fud na háite
782,nicht::ADV,nicht,ní
783,nicht::ADV,nicht,cha
784,ein wenig::ADV,ein wenig,beagán
785,kaum::ADV,kaum,ar éigean
786,sehr::ADV,sehr,an-
787,so::ADV,so,chomh
788,so::ADV,so,mar sin
789,noch::ADV,noch,fós
790,noch::ADV,noch,go fóill
791,nur::ADV,nur,amháin
792,nur::ADV,nur,níl ach
