,Concept_ID,ja,sk
845,sechs::NUM,六,šesť
846,sechs::NUM,六つ,šesť
847,sieben::NUM,七,sedem
848,sieben::NUM,七つ,sedem
849,acht::NUM,八,osem
850,acht::NUM,八つ,osem
851,neun::NUM,九,deväť
852,neun::NUM,九つ,deväť
853,zehn::NUM,十,desať
854,elf::NUM,十一,jedenásť
855,zwölf::NUM,十二,dvanásť
856,zwanzig::NUM,二十,dvadsať
857,dreißig::NUM,三十,tridsať
858,vierzig::NUM,四十,štyridsať
859,fünfzig::NUM,五十,päťdesiat
860,sechzig::NUM,六十,šesťdesiat
861,siebzig::NUM,七十,sedemdesiat
862,achtzig::NUM,八十,osemdesiat
863,neunzig::NUM,九十,deväťdesiat
864,hundert::NUM,百,sto
865,tausend::NUM,千,tisíc
866,und::CNJ,-と,i
867,und::CNJ,そして,i
868,oder::CNJ,或いは,alebo
869,stehen::V,立っている,stáť
870,sitzen::V,座っている,sedieť
871,liegen::V,横になっている,ležať
872,hängen::V,掛かっている,visieť
873,werden::V,なる,stať sa
874,passieren::V,起こる,stať sa
875,beginnen::V,始まる,začať sa
876,enden::V,終わる,končiť sa
877,wechseln::V,変わる,meniť sa
878,aufgehen[Sonne]::V,出る,vychádzať
879,untergehen[Sonne]::V,沈む,zapadnúť
880,scheinen[Sonne]::V,輝く,svietiť
881,donnern::V,雷が鳴る,hrmieť
882,wehen::V,吹く,viať
883,strömen::V,流れる,prúdiť
884,fließen::V,流れる,tiecť
885,sich drehen::V,回転する,točiť sa
886,sich drehen::V,回転する,krútiť sa
887,schwanken::V,揺れる,kolísať
888,schwanken::V,揺れる,klátiť sa
889,schwingen::V,振動する,kývať sa
890,schwingen::V,振動する,chvieť sa
891,fallen::V,落ちる,padať
892,brennen::V,燃える,páliť
893,brennen::V,燃える,horieť
894,rauchen::V,煙を出す,dymiť sa
895,regnen::V,雨が降る,pršať
896,gefrieren::V,凍る,zamrznút
897,tauen::V,溶ける,taviť sa
898,schmelzen::V,溶ける,taviť sa
899,trocknen::V,乾く,schnúť
900,sieden::V,沸く,vrieť
901,faulen::V,腐る,hniť
902,verfaulen::V,朽ちる,zhniť
903,reißen::V,切れる,pretrhnúť sa
904,versinken::V,沈む,zapadnúť
905,versinken::V,沈む,potopiť sa
906,vergehen::V,経つ,plynúť
907,erscheinen::V,現れる,objaviť sa
908,verschwinden::V,消える,zmiznúť
909,sinken::V,下がる,klesať
910,abnehmen::V,減る,ubúdať
911,zunehmen::V,増える,pribúdať
912,steigen::V,上がる,stúpať
913,wachsen::V,伸びる,rásť
914,glänzen::V,輝く,jagať sa
915,glänzen::V,輝く,lesknúť sa
916,funkeln::V,ぴかぴか光る,iskriť sa
917,lärmen::V,騒ぐ,lomoziť
918,läuten::V,鳴る,cengať
919,klingeln::V,鳴る,zvoniť
920,klirren::V,がらんがらんと鳴る,rinčať
921,brausen::V,逆巻く,hučať
922,rauschen::V,戦ぐ,šumieť
923,klingen::V,鳴る,znieť
924,klingen::V,鳴る,zvoniť
925,bellen::V,吠える,štekať
926,bellen::V,吠える,brechať
927,heulen::V,きゃんきゃん鳴く,vyť
928,blasen::V,吹く,duť
929,blasen::V,吹く,fúkať
930,pfeifen::V,口笛を吹く,pískať
931,pfeifen::V,口笛を吹く,hvízdať
932,schreien::V,叫ぶ,kričať
933,stöhnen::V,うめく,stenať
934,zittern::V,震える,triasť sa
935,leben::V,生きている,žiť
936,geboren werden::V,生まれる,narodiť sa
937,atmen::V,呼吸する,dýchať
938,trinken::V,飲む,piť
939,essen::V,食べる,jesť
940,schlucken::V,飲み込む,zhltnuť
941,müde werden::V,眠くなる,unaviť sa
942,einschlafen::V,寝付く,usnúť
943,einschlafen::V,寝付く,zaspať
944,schlafen::V,眠る,spať
945,aufwachen::V,目が覚める,zobudiť sa
946,aufstehen::V,起きる,vstať
947,sich erholen::V,休養する,zotavovať sa
948,sich erholen::V,休養する,oddýchovať si
949,krank werden::V,病気になる,ochorieť
950,krank sein::V,病気である,chorieť
951,krank sein::V,病気である,byť chorý
952,schmerzen::V,痛む,bolieť
953,husten::V,咳をする,kašľať
954,genesen::V,元気になる,uzdraviť sa
955,sterben::V,死ぬ,umrieť
956,sterben::V,死ぬ,zomrieť
957,sterben::V,亡くなる,umrieť
958,sterben::V,亡くなる,zomrieť
959,umkommen::V,死亡する,zahynúť
960,sich bewegen::V,移動する,pohybovať sa
961,sich rühren::V,動く,hnúť sa
962,sich erheben::V,立ち上がる,zdvihnúť sa
963,sich setzen::V,座る,sadnúť si
964,hinfallen::V,転ぶ,spadnúť
965,laufen::V,歩く,bežať
966,schreiten::V,跨ぐ,kráčať
967,spazierengehen::V,散歩する,prechádzať sa
968,eilen::V,急ぐ,súriť
969,sich beeilen::V,焦る,ponáhľať sa
970,sausen::V,疾駆する,hučať
971,rennen::V,走る,bežať
972,springen::V,跳ぶ,skákať
973,klettern::V,よじ登る,liezť
974,schaukeln::V,ぶらんこに乗る,húpať
975,schaukeln::V,ぶらんこに乗る,hojdať
976,kriechen::V,這う,liezť
977,kriechen::V,這う,plaziť sa
978,schwimmen::V,泳ぐ,plávať
979,tauchen::V,潜る,ponoriť sa
980,rudern::V,漕ぐ,veslovať
981,fahren::V,行く,ísť
982,fahren::V,行く,jazdiť
983,fahren::V,乗車する,ísť
984,fahren::V,乗車する,jazdiť
985,fliegen::V,飛ぶ,letieť
986,gehen::V,行く,ísť
987,weggehen::V,立ち去る,odísť
988,weggehen::V,立ち去る,odchádzať
989,abfahren::V,出発する,odcestovať
990,anhalten::V,止まる,zadržať sa
991,anhalten::V,止まる,zastaviť sa
992,hineingehen::V,入る,vchádzať
993,eintreten::V,中に入る,vojsť
994,eintreten::V,中に入る,vstúpiť
995,kommen::V,来る,prísť
996,ankommen::V,着く,prísť
997,ankommen::V,着く,doraziť
998,ankommen::V,到着する,prísť
999,ankommen::V,到着する,doraziť
1000,zurückkommen::V,帰る,vrátiť sa
1001,bleiben::V,留まる,ostať
1002,bleiben::V,留まる,zostať
1003,warten::V,待つ,čakať
1004,erwarten::V,期待する,očakávať
1005,suchen::V,探る,hľadať
1006,finden::V,見つける,nájsť
1007,versuchen::V,試す,skúsiť
1008,versuchen::V,試す,pokúsiť sa
1009,vorbereiten::V,準備する,pripraviť
1010,lieben::V,愛する,ľúbiť
1011,lieben::V,愛する,milovať
1012,mögen::V,好きである,mať rád
1013,lachen::V,笑う,smiať sa
1014,rühren::V,感情を動かす,dojať
1015,weinen::V,泣く,plakať
1016,schimpfen::V,叱る,nadávať
1017,sich ärgern::V,怒る,hnevať sa
1018,sich ärgern::V,怒る,zlostiť sa
1019,sich ärgern::V,腹を立てる,hnevať sa
1020,sich ärgern::V,腹を立てる,zlostiť sa
1021,sich fürchten::V,怖がる,báť sa
1022,fürchten::V,恐れる,báť sa
1023,fliehen::V,逃げる,utekať
1024,flüchten::V,逃亡する,utiecť
1025,sehen::V,見る,vidieť
1026,anschauen::V,眺める,pozrieť sa na
1027,ansehen::V,見る,pozrieť
1028,hören::V,聞く,počúvať
1029,zuhören::V,聴く,počúvať
1030,probieren::V,食べてみる,ochutnať
1031,riechen::V,気取る,ňuchať
1032,fühlen::V,感じる,cítiť
1033,fühlen::V,感じる,pociťovať
1034,scheinen::V,ように見える,zdať sa
1035,zu sehen sein::V,見える,byť vidieť
1036,vernehmen::V,承る,počuť
1037,frieren::V,寒気がする,mrznúť
1038,frieren::V,寒気がする,oziabať
1039,tun::V,する,robiť
1040,können::V,出来る,môcť
1041,wollen::V,-たい,chcieť
1042,anfangen::V,始める,začať
1043,beenden::V,終える,skončiť
1044,aufhören::V,止める,prestať
1045,gelingen::V,成功する,podariť sa
1046,geraten::V,当たる,dariť sa
1047,öffnen::V,開く,otvoriť
1048,öffnen::V,開ける,otvoriť
1049,schließen::V,閉める,zavrieť
1050,stellen::V,置く,postaviť
1051,stellen::V,据える,postaviť
1052,setzen::V,座らせる,posadiť
1053,legen::V,置く,klásť
1054,legen::V,置く,položiť
1055,berühren::V,触る,dotykať sa
1056,berühren::V,触れる,dotykať sa
1057,verbinden::V,結びつける,spojiť
1058,bedecken::V,覆う,pokryť
1059,aufhängen::V,掛ける,zavesiť
1060,anzünden::V,燃やす,zapáliť
1061,anzünden::V,火をつける,zapáliť
1062,aufheben::V,拾う,zdvihnúť
1063,zurücklassen::V,残す,zanechať
1064,verlieren::V,無くす,stratiť
1065,fallen lassen::V,落とす,pustiť
1066,machen::V,作る,robiť
1067,herstellen::V,製造する,vyrobiť
1068,bauen::V,建設する,stavať
1069,bauen::V,建設する,budovať
1070,reparieren::V,直す,opraviť
1071,reparieren::V,修理する,opraviť
1072,verbessern::V,改良する,zlepšiť
1073,ändern::V,変える,zmeniť
1074,ändern::V,変える,preinačiť
1075,graben::V,掘る,ryť
1076,graben::V,掘る,kopať
1077,beugen::V,折る,ohnúť
1078,biegen::V,曲げる,ohnúť
1079,drehen::V,回す,točiť
1080,drehen::V,回す,krútiť
1081,wenden::V,裏返す,obrátiť
1082,wenden::V,裏返す,prevrátiť
1083,umdrehen::V,裏返す,otočiť
1084,umdrehen::V,裏返す,obrátiť
1085,heben::V,挙げる,dvíhať
1086,heben::V,挙げる,povzniesť
1087,hochheben::V,持ち上げる,zdvihnúť
1088,ergreifen::V,取り上げる,uchopiť sa
1089,halten::V,持つ,držať
1090,drücken::V,押す,tisnúť
1091,schieben::V,ずらす,posunovať
1092,kratzen::V,引っ掻く,škrabať
1093,lecken::V,なめる,lízať
1094,beißen::V,噛む,kúsať
1095,abreißen::V,剝ぎ取る,odtrhnúť
1096,abschneiden::V,切り取る,odrezať
1097,abschneiden::V,切り取る,odkrojiť
1098,binden::V,縛る,zaviazať
1099,binden::V,縛る,priviazať
1100,stecken::V,差し込む,strčiť
1101,brechen::V,破る,zlomiť
1102,klopfen::V,とんとん叩く,tĺcť
1103,klopfen::V,とんとん叩く,klopať
1104,hauen::V,叩く,nabiť
1105,kleben::V,貼る,lepiť
1106,kleben::V,貼る,nalepiť
1107,kleben::V,くっ付ける,lepiť
1108,kleben::V,くっ付ける,nalepiť
1109,reiben::V,擦る,trieť
1110,streichen::V,塗る,namazať
1111,schleifen::V,研ぐ,ostríť
1112,schneiden::V,切る,rezať
1113,schneiden::V,切る,strihať
1114,rütteln::V,揺さぶる,triasť
1115,rütteln::V,揺さぶる,lomcovať
1116,schütteln::V,振る,triasť
1117,schütteln::V,振る,potriasť
1118,schütteln::V,揺さぶる,triasť
1119,schütteln::V,揺さぶる,potriasť
1120,schwenken::V,振る,mávať
1121,schütten::V,注ぐ,sypať
1122,füllen::V,いっぱいにする,plniť
1123,einwickeln::V,包む,zabaliť
1124,tragen::V,運ぶ,niesť
1125,schleppen::V,引きずる,vliecť
1126,ziehen::V,引く,ťahať
1127,aufbewahren::V,預かる,uložiť
1128,aufbewahren::V,預かる,uschovať
1129,werfen::V,投げる,hodiť
1130,werfen::V,投げる,vrhnúť
1131,fangen::V,受ける,chytať
1132,packen::V,掴む,baliť
1133,packen::V,掴む,chytiť
1134,verstecken::V,隠す,skryť
1135,verstecken::V,隠す,schovať
1136,teilen::V,分ける,podeliť
1137,teilen::V,分ける,rozdeliť
1138,schicken::V,送る,posielať
1139,bringen::V,持って行く,priniesť
1140,hinzufügen::V,加える,pripojiť
1141,bekommen::V,得る,dostať
1142,erhalten::V,受ける,prijať
1143,nehmen::V,取る,vziať
1144,wählen::V,選ぶ,voliť
1145,auswählen::V,選ぶ,vybrať
1146,auswählen::V,選ぶ,vyvoliť
1147,bewahren::V,保存する,zachovať
1148,behindern::V,妨害する,zavadzať
1149,behindern::V,妨害する,byť v ceste
1150,verderben::V,台無しにする,skaziť
1151,beschädigen::V,損傷する,ublížiť
1152,beschädigen::V,損傷する,poškodiť
1153,zerbrechen::V,割る,rozbiť
1154,zerbrechen::V,割る,prelomiť
1155,zerreißen::V,引き裂く,pretrhnúť
1156,zerstören::V,破壊する,zničiť
1157,verbrennen::V,焼く,spáliť
1158,geben::V,上げる,dať
1159,reichen::V,渡す,podať
1160,schenken::V,贈る,darovať
1161,versprechen::V,約束する,sľúbiť
1162,wünschen::V,望む,želať
1163,loben::V,褒める,chváliť
1164,küssen::V,キスする,bozkať
1165,wiegen::V,揺する,kolísať
1166,zudecken::V,覆う,prikryť
1167,wecken::V,起こす,zobudiť
1168,zeigen::V,見せる,ukázať
1169,führen::V,案内する,viesť
1170,lehren::V,教える,učiť
1171,unterrichten::V,通知する,vyučovať
1172,aufziehen::V,育てる,vychovať
1173,leiten::V,導く,viesť
1174,antreiben::V,励ます,popudiť
1175,lassen::V,～させる,dať
1176,einladen::V,誘う,pozvať
1177,einladen::V,誘う,povolať
1178,einladen::V,招待する,pozvať
1179,einladen::V,招待する,povolať
1180,vereinigen::V,一つにする,spojiť
1181,vereinigen::V,一つにする,zjednotiť
1182,besuchen::V,訪ねる,navštíviť
1183,treffen::V,出会う,stretnúť
1184,sich versammeln::V,集まる,zhromaždiť sa
1185,spielen::V,遊ぶ,hrať
1186,singen::V,歌う,spievať
1187,tanzen::V,踊る,tancovať
1188,sich trennen::V,別れる,rozísť sa
1189,verlassen::V,別れる,opustiť
1190,retten::V,救う,zachrániť
1191,retten::V,助ける,zachrániť
1192,bewachen::V,見張る,strážiť
1193,bewachen::V,軽微する,strážiť
1194,schützen::V,保護する,chrániť
1195,verteidigen::V,守る,brániť
1196,sich schlagen::V,殴る,biť sa
1197,schießen::V,撃つ,streliť
1198,schießen::V,撃つ,strieľať
1199,siegen::V,勝つ,zvíťaziť
1200,ärgern::V,怒らせる,hnevať
1201,ärgern::V,怒らせる,zlostiť
1202,schlagen::V,殴る,biť
1203,schlagen::V,殴る,udrieť
1204,treten::V,蹴る,kopnúť
1205,stechen::V,突く,bodnúť
1206,stechen::V,突く,pichnúť
1207,stoßen::V,突く,udrieť
1208,stehlen::V,盗る,kradnúť
1209,stören::V,構う,vyrušiť
1210,belästigen::V,邪魔する,obťažovať
1211,verbergen::V,隠す,skryť
1212,täuschen::V,だます,sklamať
1213,betrügen::V,だます,klamať
1214,betrügen::V,だます,podvádzať
1215,töten::V,殺す,zabiť
1216,töten::V,殺す,usmrtiť
1217,wohnen::V,住む,bývať
1218,arbeiten::V,働く,pracovať
1219,sammeln::V,集める,zbierať
1220,sammeln::V,収集する,zbierať
1221,pflücken::V,摘む,trhať
1222,pflücken::V,摘む,oberať
1223,jagen::V,狩りをする,poľovať
1224,fischen::V,釣る,loviť ryby
1225,fischen::V,釣る,chytať ryby
1226,fassen::V,捕る,uloviť
1227,hüten::V,放牧する,pásť
1228,treiben::V,追う,hnať
1229,anbinden::V,繋ぐ,priviazať
1230,füttern::V,餌をやる,kŕmiť
1231,melken::V,搾乳する,dojiť
1232,hacken::V,刻む,seknúť
1233,gießen::V,水をやる,polievať
1234,reifen::V,熟す,dozrieť
1235,zubereiten::V,調理する,pripraviť
1236,kochen::V,煮る,variť
1237,backen::V,焼く,piecť
1238,backen::V,焼く,smažiť
1239,braten::V,焼く,piecť
1240,braten::V,焼く,pražiť
1241,braten::V,炒める,piecť
1242,braten::V,炒める,pražiť
1243,umrühren::V,混ぜる,pomiešať
1244,stricken::V,編む,pliesť
1245,nähen::V,縫う,šiť
1246,färben::V,染める,zafarbiť
1247,reinigen::V,掃除する,čistiť
1248,waschen::V,洗う,myť
1249,waschen::V,洗濯する,myť
1250,abwischen::V,拭く,utrieť
1251,spülen::V,洗う,vyplachovať
1252,spülen::V,すすぐ,vyplachovať
1253,fegen::V,掃除する,zametať
1254,kehren::V,掃く,zametať
1255,baden::V,入浴する,kúpať sa
1256,sich waschen::V,洗う,umývať sa
1257,ausziehen::V,脱ぐ,zobliecť
1258,anziehen::V,着る,obliecť
1259,sich anziehen::V,着る,obliecť sa
1260,kämmen::V,梳く,česať
1261,schmücken::V,飾る,ozdobiť
1262,sagen::V,言う,povedať
1263,sprechen::V,話す,hovoriť
1264,reden::V,話す,rozprávať
1265,sich unterhalten::V,話をする,rozprávať sa
1266,fragen::V,聞く,spýtať sa
1267,bitten::V,頼む,prosiť
1268,bitten::V,お願いする,prosiť
1269,erzählen::V,物語る,rozprávať
1270,mitteilen::V,伝える,oznámiť
1271,nennen::V,名づける,nazvať
1272,nennen::V,名づける,menovať
1273,rufen::V,呼ぶ,volať
1274,rufen::V,呼ぶ,zavolať
1275,prahlen::V,自慢する,vystatovať sa
1276,übersetzen::V,訳す,preložiť
1277,denken::V,考える,myslieť
1278,glauben::V,信じる,veriť
1279,bemerken::V,気が付く,podotknuť
1280,bemerken::V,気が付く,spozorovať
1281,erkennen::V,認識する,poznať
1282,begreifen::V,分かる,pochopiť
1283,begreifen::V,分かる,porozumieť
1284,verstehen::V,聞き取る,rozumieť
1285,lernen::V,学ぶ,učiť sa
1286,lernen::V,勉強する,učiť sa
1287,wissen::V,知っている,vedieť
1288,sich erinnern an::V,思い出す,pamätať si na
1289,vergessen::V,忘れる,zabudnuť
1290,messen::V,計る,merať
1291,messen::V,測定する,merať
1292,zählen::V,数える,počítať
1293,rechnen::V,計算する,rátať
1294,rechnen::V,計算する,počítať
1295,lesen::V,読む,čítať
1296,malen::V,描く,maľovať
1297,zeichnen::V,写生する,kresliť
1298,schreiben::V,書く,písať
1299,besitzen::V,所持する,mať
1300,besitzen::V,所持する,vlastniť
1301,kaufen::V,買う,kúpiť
1302,verkaufen::V,売る,predať
1303,bezahlen::V,払う,zaplatiť
1304,zahlen::V,支払う,platiť
1305,beherrschen::V,支配する,ovládať
1306,ertragen::V,耐える,znášať
1307,ertragen::V,耐える,vydržať
