,Concept_ID,et,cs
230,Mensch::N,inimene,člověk
231,Mann::N,mees,muž
232,Frau::N,naine,žena
233,Kind::N,laps,dítě
234,Junge::N,poiss,hoch
235,Junge::N,poiss,chlapec
236,Mädchen::N,tüdruk,děvče
237,Familie::N,perekond,rodina
238,Großvater::N,vanaisa,děd
239,Großvater::N,vanaisa,dědeček
240,Großmutter::N,vanaema,babička
241,Eltern::N,vanemad,rodiče
242,Vater::N,isa,otec
243,Mutter::N,ema,matka
244,Sohn::N,poeg,syn
245,Tochter::N,tütar,dcera
246,Bruder::N,vend,bratr
247,Schwester::N,õde,sestra
248,Onkel::N,onu,strýc
249,Tante::N,tädi,teta
250,Ehemann::N,mees,choť
251,Ehemann::N,mees,manžel
252,Ehemann::N,abikaasa,choť
253,Ehemann::N,abikaasa,manžel
254,Ehefrau::N,naine,choť
255,Ehefrau::N,naine,manželka
256,Ehefrau::N,abikaasa,choť
257,Ehefrau::N,abikaasa,manželka
258,Freude::N,rõõm,radost
259,Gelächter::N,naer,smích
260,Glück::N,õnn,štěstí
261,Kummer::N,mure,žal
262,Kummer::N,mure,trápení
263,Kummer::N,kurbus,žal
264,Kummer::N,kurbus,trápení
265,Wunsch::N,soov,přání
266,Lust::N,himu,chuť
267,Geist::N,vaim,duch
268,Gedanke::N,mõte,myšlenka
269,Gedächtnis::N,mälu,paměť
270,Verstand::N,aru,rozum
271,Verstand::N,mõistus,rozum
272,Sinn::N,tähendus,smysl
273,Grund::N,põhjus,důvod
274,Wahrheit::N,tõde,pravda
275,Gespräch::N,kõne,rozhovor
276,Gespräch::N,vestlus,rozhovor
277,Märchen::N,muinasjutt,pohádka
278,Erzählung::N,jutustus,povídka
279,Nachricht::N,teade,zpráva
280,Neuigkeit::N,uudis,novina
281,Neuigkeit::N,uudis,novinka
282,Name::N,nimi,jméno
283,Rätsel::N,mõistatus,hádanka
284,Rede::N,kõne,řeč
285,Rede::N,kõne,proslov
286,Sprache::N,keel,řeč
287,Sprache::N,keel,jazyk
288,Stimme::N,hääl,hlas
289,Wort::N,sõna,slovo
290,Zeichen::N,märk,znamení
291,Ruf::N,hüüe,zavolání
292,Lärm::N,müra,hluk
293,Laut::N,hääl,zvuk
294,Ton::N,toon,tón
295,Lied::N,laul,píseň
296,Ruhe::N,rahu,klid
297,Ruhe::N,rahu,pokoj
298,Ruhe::N,vaikus,klid
299,Ruhe::N,vaikus,pokoj
300,Leute::N,inimesed,lidé
301,Volk::N,rahvas,národ
302,Arbeit::N,töö,práce
303,Gast::N,külaline,host
304,Geschenk::N,kingitus,dar
305,Spiel::N,mäng,hra
306,Gesellschaft::N,selts,společnost
307,Hilfe::N,abi,pomoc
308,Freund::N,sõber,přítel
309,Kamerad::N,sõber,kamarád
310,Angelegenheit::N,asi,záležitost
311,Anzahl::N,arv,počet
312,Anzahl::N,hulk,počet
313,Art::N,liik,druh
314,Stück::N,tükk,kus
315,Stück::N,tükk,kousek
316,Teil::N,osa,díl
317,Teil::N,osa,část
318,Hälfte::N,pool,půl
319,Kreis::N,ring,kruh
320,Kreuz::N,rist,kříž
321,Linie::N,joon,linka
322,Strich::N,joon,čára
323,Strich::N,joon,čárka
324,Abstand::N,vahe,vzdálenost
325,Entfernung::N,kaugus,vzdálenost
326,Entfernung::N,vahemaa,vzdálenost
327,Gegend::N,ümbrus,krajina
328,Platz::N,ruum,prostor
329,Ort::N,paik,místo
330,Seite::N,pool,strana
331,Mitte::N,keskpaik,střed
332,Mitte::N,keskpaik,prostředek
333,Gegenstand::N,ese,předmět
334,Sache::N,ese,věc
335,Rand::N,äär,kraj
336,Rand::N,äär,okraj
337,Rand::N,serv,kraj
338,Rand::N,serv,okraj
339,Kante::N,kant,hrana
340,Ecke::N,nurk,roh
341,Spitze::N,teravik,hrot
342,Spitze::N,teravik,špička
343,Ende::N,ots,konec
344,Ende::N,jupp,konec
345,Loch::N,auk,díra
346,Winkel::N,nurk,kout
347,Muster::N,muster,vzor
348,Größe::N,suurus,velikost
349,Länge::N,pikkus,délka
350,Höhe::N,kõrgus,výška
351,Gewicht::N,kaal,váha
352,Gewicht::N,raskus,váha
353,Menge::N,arv,množství
354,Menge::N,hulk,množství
355,Haufen::N,hunnik,kupa
356,Haufen::N,hunnik,hromada
357,Reihe::N,rivi,řada
358,Reihe::N,rivi,řádek
359,Boot::N,paat,člun
360,Ruder::N,aer,veslo
361,Schlitten::N,saan,sáně
362,Ski::N,suusk,lyže
363,Lagerfeuer::N,lõke,táborák
364,Last::N,koorem,náklad
365,Last::N,koorem,břemeno
366,Gang::N,käik,chůze
367,Gang::N,käik,chodba
368,Schritt::N,samm,krok
369,Norden::N,põhi,sever
370,Süden::N,lõuna,jih
371,Westen::N,lääs,západ
372,Osten::N,ida,východ
373,Holz::N,puu,dřevo
374,Brett::N,saelaud,prkno
375,Platte::N,plaat,deska
376,Stütze::N,tugi,opěra
377,Stange::N,latt,tyč
378,Stange::N,latt,tyčka
379,Stange::N,teivas,tyč
380,Stange::N,teivas,tyčka
381,Stock::N,kepp,hůlka
382,Stab::N,varras,hůl
383,Rohr::N,toru,trubka
384,Haus::N,maja,dům
385,Heim::N,kodu,domov
386,Ofen::N,ahi,kamna
387,Fußboden::N,põrand,podlaha
388,Tisch::N,laud,stůl
389,Stuhl::N,tool,židle
390,Wiege::N,häll,kolébka
391,Wiege::N,kätki,kolébka
392,Bett::N,voodi,postel
393,Regal::N,riiul,regál
394,Regal::N,riiul,police
395,Kiste::N,kast,bedna
396,Fenster::N,aken,okno
397,Tür::N,uks,dveře
398,Tor::N,värav,vrata
399,Zaun::N,aed,plot
400,Zaun::N,tara,plot
401,Dach::N,katus,střecha
402,Leiter::N,redel,žebřík
403,Besen::N,luud,koště
404,Besen::N,luud,smeták
405,Spaten::N,labidas,rýč
406,Schaufel::N,kühvel,lopata
407,Gabel::N,kahvel,vidlička
408,Löffel::N,lusikas,lžíce
409,Messer::N,nuga,nůž
410,Nagel::N,nael,hřebík
411,Netz::N,võrk,síť
412,Haken::N,haak,hák
413,Haken::N,konks,hák
414,Griff::N,sang,držadlo
415,Griff::N,käepide,držadlo
416,Schloss::N,lukk,zámek
417,Bild::N,pilt,obraz
418,Figur::N,kuju,figura
419,Figur::N,kujund,figura
420,Puppe::N,nukk,panenka
421,Beutel::N,paun,pytlík
422,Bündel::N,kimp,svazek
423,Tasche::N,kott,taška
424,Tasche::N,kott,brašna
425,Eimer::N,pang,kýbl
426,Eimer::N,pang,vědro
427,Eimer::N,ämber,kýbl
428,Eimer::N,ämber,vědro
429,Deckel::N,kaas,víko
430,Deckel::N,kaas,příklop
431,Geschirr::N,nõud,nádobí
432,Sack::N,kott,pytel
433,Tasse::N,tass,šálek
434,Topf::N,pada,hrnec
435,Kessel::N,pada,kotel
436,Essen::N,söök,jídlo
437,Nahrung::N,toit,strava
438,Nahrung::N,toit,potrava
439,Speise::N,roog,jídlo
440,Fleisch::N,liha,maso
441,Getreide::N,teravili,obilí
442,Brei::N,puder,kaše
443,Brot::N,sai,chléb
444,Brot::N,leib,chléb
445,Scheibe::N,viil,krajíc
446,Scheibe::N,viilukas,krajíc
447,Fett::N,rasv,tuk
448,Fett::N,rasv,omastek
449,Butter::N,või,máslo
450,Öl::N,õli,olej
451,Salz::N,sool,sůl
452,Suppe::N,supp,polévka
453,Honig::N,mesi,med
454,Milch::N,piim,mléko
455,Tee::N,tee,čaj
456,Leder::N,nahk,kůže
457,Wolle::N,vill,vlna
458,Stoff::N,kangas,látka
459,Nadel::N,nõel,jehla
460,Faden::N,niit,nit
461,Knopf::N,nööp,knoflík
462,Knoten::N,sõlm,uzel
463,Farbe::N,värv,barva
464,Kleidung::N,riided,šaty
465,Kleidung::N,riided,šatstvo
466,Kleidung::N,riietus,šaty
467,Kleidung::N,riietus,šatstvo
468,Hemd::N,särk,košile
469,Kragen::N,krae,límec
470,Ärmel::N,varrukas,rukáv
471,Hose::N,püksid,kalhoty
472,Gürtel::N,vöö,pás
473,Gürtel::N,vöö,opasek
474,Mütze::N,müts,čepice
475,Schuh::N,king,bota
476,Stiefel::N,saabas,holínka
477,Ring::N,sõrmus,prsten
478,Band::N,lint,pásek
479,Kamm::N,kamm,hřeben
480,Spiegel::N,peegel,zrcadlo
481,Riemen::N,rihm,řemen
482,Schnur::N,nöör,šňůra
483,Leine::N,jalutusrihm,vodítko
484,Decke::N,tekk,pokrývka
485,Decke::N,tekk,přikrývka
486,Kissen::N,padi,polštář
487,Tuch::N,kalev,šátek
488,Handtuch::N,käterätik,ručník
489,Kraft::N,jõud,síla
490,Stärke::N,tugevus,síla
491,Gesundheit::N,tervis,zdraví
492,Krankheit::N,haigus,nemoc
493,Krankheit::N,haigus,choroba
494,Schmerz::N,valu,bolest
495,Wunde::N,haav,rána
496,Fieber::N,palavik,horečka
497,Arznei::N,ravim,lék
498,Brücke::N,sild,most
499,Brunnen::N,kaev,studna
500,Weide::N,karjamaa,pastva
501,Weide::N,karjamaa,pastvina
502,Pfad::N,rada,pěšina
503,Weg::N,tee,cesta
504,Straße::N,tee,silnice
505,Dorf::N,küla,vesnice
506,Stadt::N,linn,město
507,Brief::N,kiri,dopis
508,Buch::N,raamat,kniha
509,Buchstabe::N,täht,písmeno
510,Zeitung::N,ajaleht,noviny
511,Leben::N,elu,život
512,Tod::N,surm,smrt
513,Grab::N,haud,hrob
514,Kirche::N,kirik,kostel
515,Sünde::N,patt,hřích
516,Gott::N,jumal,bůh
517,Arbeiter::N,tööline,dělník
518,Arbeiter::N,tööline,pracovník
519,Chef::N,ülemus,šéf
520,Chef::N,ülemus,vedoucí
521,Chef::N,juhataja,šéf
522,Chef::N,juhataja,vedoucí
523,Meister::N,meister,mistr
524,Arzt::N,arst,lékař
525,Lehrer::N,õpetaja,učitel
526,Geld::N,raha,peníze
527,Geschäft::N,äri,obchod
528,Laden::N,pood,krám
529,Laden::N,kauplus,krám
530,Preis::N,hind,cena
531,Ware::N,kaup,zboží
532,Nutzen::N,tulu,užitek
533,Nutzen::N,kasulikkus,užitek
534,Reichtum::N,rikkus,bohatství
535,Welt::N,maailm,svět
536,Land::N,maa,země
537,Staat::N,riik,stát
538,König::N,kuningas,král
539,Macht::N,võim,moc
540,Macht::N,võim,mocnost
541,Grenze::N,piir,hranice
542,Krieg::N,sõda,válka
543,Feind::N,vaenlane,nepřítel
544,Gewalt::N,väevõim,násilí
545,Kampf::N,võitlus,boj
546,Bogen[Waffe]::N,vibu,luk
547,Pfeil::N,nool,šíp
548,Gewehr::N,püss,puška
549,Gewehr::N,püss,ručnice
550,Fehler::N,viga,chyba
551,Lüge::N,vale,lež
552,Schaden::N,kahju,škoda
553,Unglück::N,häda,neštěstí
554,Unglück::N,õnnetus,neštěstí
555,Schuld::N,süü,vina
556,Alter::N,iga,věk
557,Schluss::N,lõpp,konec
558,Zeit::N,aeg,čas
559,Tag::N,päev,den
560,Morgen::N,hommik,ráno
561,Morgen::N,hommik,jitro
562,Mittag::N,lõuna,poledne
563,Mittag::N,keskpäev,poledne
564,Abend::N,õhtu,večer
565,Nacht::N,öö,noc
566,Woche::N,nädal,týden
567,Monat::N,kuu,měsíc
568,Jahr::N,aasta,rok
569,Frühling::N,kevad,jaro
570,Sommer::N,suvi,léto
571,Herbst::N,sügis,podzim
572,Winter::N,talv,zima
573,Januar::N,jaanuar,leden
574,Februar::N,veebruar,únor
575,März::N,märts,březen
576,April::N,aprill,duben
577,Mai::N,mai,květen
578,Juni::N,juuni,červen
579,Juli::N,juuli,červenec
580,August::N,august,srpen
581,September::N,september,září
582,Oktober::N,oktoober,říjen
583,November::N,november,listopad
584,Dezember::N,detsember,prosinec
585,Montag::N,esmaspäev,pondělí
586,Montag::N,esmaspäev,pondělek
587,Dienstag::N,teisipäev,úterý
588,Mittwoch::N,kesknädal,středa
589,Donnerstag::N,neljapäev,čtvrtek
590,Freitag::N,reede,pátek
591,Samstag::N,laupäev,sobota
592,Sonntag::N,pühapäev,neděle
593,groß::A,suur,velký
594,klein::A,väike,malý
595,klein::A,pisike,malý
596,lang::A,pikk,dlouhý
597,kurz::A,lühike,krátký
598,breit::A,lai,široký
599,schmal::A,kitsas,úzký
600,dicht::A,tihe,hustý
601,dick[Gegenstand]::A,jäme,tlustý
602,dünn::A,õhuke,tenký
603,dünn::A,peenike,tenký
604,fein::A,peen,jemný
605,fein::A,õhuke,jemný
606,fest::A,püsiv,pevný
607,fest::A,kindel,pevný
608,flach::A,lame,plochý
609,flach::A,lame,placatý
610,flach::A,tasane,plochý
611,flach::A,tasane,placatý
612,glatt::A,sile,hladký
613,hart::A,kõva,tvrdý
614,weich::A,pehme,měkký
615,rund::A,ümar,kulatý
616,rund::A,ümar,okrouhlý
617,spitz::A,torkav,špičatý
618,scharf::A,terav,ostrý
619,stumpf::A,nüri,tupý
620,schwer::A,raske,těžký
621,schön::A,kena,pěkný
622,schön::A,kena,krásný
623,heiß::A,kuum,horký
624,heiß::A,palav,horký
625,warm::A,soe,teplý
626,kalt::A,külm,studený
627,kühl::A,jahe,chladný
628,frisch::A,värske,svěží
629,feucht::A,niiske,vlhký
630,nass::A,märg,mokrý
631,trocken::A,kuiv,suchý
632,voll::A,täis,plný
633,leer::A,tühi,prázdný
634,offen::A,avatud,otevřený
635,offen::A,lahtine,otevřený
636,geschlossen::A,suletud,zavřený
637,sauber::A,puhas,čistý
638,schmutzig::A,räpane,špinavý
639,schmutzig::A,määrdunud,špinavý
640,roh::A,toores,syrový
641,reif::A,küps,zralý
642,lecker::A,hõrk,chutný
643,lecker::A,maitsev,chutný
644,süß::A,magus,sladký
645,bitter::A,mõru,hořký
646,sauer::A,hapu,kyselý
647,hell::A,hele,světlý
648,dunkel::A,pime,temný
649,schwarz::A,must,černý
650,weiß::A,valge,bílý
651,rot::A,punane,rudý
652,rot::A,punane,červený
653,gelb::A,kollane,žlutý
654,blau::A,sinine,modrý
655,grün::A,roheline,zelený
656,grau::A,hall,šedý
657,grau::A,hall,šedivý
658,bunt::A,kirju,pestrý
659,bunt::A,värviline,pestrý
660,billig::A,odav,levný
661,billig::A,odav,laciný
662,teuer::A,kallis,drahý
663,wertvoll::A,väärtuslik,cenný
664,blind::A,pime,slepý
665,taub::A,kurt,hluchý
666,kräftig::A,jõuline,silný
667,stark::A,tugev,silný
668,schwach::A,nõrk,slabý
669,schwach::A,jõuetu,slabý
670,fett::A,rasvane,tučný
671,fett::A,rasvane,tlustý
672,schlank::A,sale,štíhlý
673,hübsch::A,kena,hezký
674,böse::A,tige,zlý
675,dumm::A,juhm,hloupý
676,dumm::A,rumal,hloupý
677,faul::A,laisk,líný
678,fleißig::A,virk,pilný
679,fleißig::A,hoolas,pilný
680,geizig::A,ihne,lakomý
681,klug::A,tark,chytrý
682,klug::A,arukas,chytrý
683,klug::A,mõistlik,chytrý
684,geschickt::A,osav,šikovný
685,lieb::A,armas,milý
686,lustig::A,lõbus,veselý
687,sanft::A,õrn,mírný
688,hungrig::A,näljane,hladový
689,krank::A,haige,nemocný
690,nackt::A,alasti,nahý
691,traurig::A,kurb,smutný
692,traurig::A,kurb,truchlivý
693,lebendig::A,elus,živý
694,gut::A,hea,dobrý
695,schlecht::A,halb,špatný
696,richtig::A,õige,pravý
697,richtig::A,õige,správný
698,schlimm::A,paha,zlý
699,wahr::A,tõene,pravdivý
700,alt::A,vana,starý
701,neu::A,uus,nový
702,ehemalig::A,endine,bývalý
703,alt[Lebewesen]::A,vana,starý
704,jung::A,noor,mladý
705,arm::A,vaene,chudý
706,reich::A,rikas,bohatý
707,bekannt::A,teada,známý
708,bekannt::A,tuttav,známý
709,berühmt::A,tuntud,slavný
710,fremd::A,võõras,cizí
711,verschieden::A,erinev,různý
712,verschieden::A,erinev,rozličný
713,nah::A,lähedane,blízký
714,fern::A,kauge,daleký
715,linker::A,vasak,levý
716,rechter::A,parem,pravý
717,anderer::A,muu,jiný
718,anderer::A,teine,jiný
719,erster::A,esimene,první
720,zweiter::A,teine,druhý
721,dritter::A,kolmas,třetí
722,letzter::A,viimane,poslední
723,allein::ADV,üksi,sám
724,auf einmal::ADV,korraga,najednou
725,auf einmal::ADV,ühekorraga,najednou
726,zusammen::ADV,koos,spolu
727,zusammen::ADV,koos,dohromady
728,zusammen::ADV,üheskoos,spolu
729,zusammen::ADV,üheskoos,dohromady
730,lange::ADV,kaua,dlouho
731,plötzlich::ADV,äkki,vtom
732,plötzlich::ADV,äkki,náhle
733,plötzlich::ADV,järsku,vtom
734,plötzlich::ADV,järsku,náhle
735,sofort::ADV,kohe,hned
736,sofort::ADV,kohe,ihned
737,später::ADV,hiljem,později
738,jetzt::ADV,nüüd,teď
739,jetzt::ADV,nüüd,nyní
740,heute::ADV,täna,dnes
741,heute::ADV,täna,dneska
742,morgen::ADV,homme,zítra
743,bald::ADV,pea,brzo
744,bald::ADV,varsti,brzo
745,dann::ADV,siis,pak
746,dann::ADV,siis,potom
747,gestern::ADV,eile,včera
748,einst::ADV,vanasti,kdysi
749,damals::ADV,tookord,tehdy
750,damals::ADV,tookord,tenkrát
751,danach::ADV,seejärel,podle toho
752,vorher::ADV,enne,dříve
753,vorher::ADV,enne,napřed
754,zuerst::ADV,enne,nejprve
755,zuerst::ADV,enne,nejdříve
756,zuerst::ADV,esmalt,nejprve
757,zuerst::ADV,esmalt,nejdříve
758,einmal::ADV,kord,jednou
759,einmal::ADV,üks kord,jednou
760,manchmal::ADV,mõnikord,někdy
761,oft::ADV,tihti,často
762,oft::ADV,sageli,často
763,immer::ADV,ikka,vždy
764,immer::ADV,ikka,stále
765,immer::ADV,alati,vždy
766,immer::ADV,alati,stále
767,niemals::ADV,mitte kunagi,nikdy
768,hier::ADV,siin,zde
769,hier::ADV,siin,tady
770,hierhin::ADV,siia,sem
771,von hier::ADV,siit,odtud
772,dort::ADV,seal,tam
773,dorthin::ADV,sinna,tam
774,geradeaus::ADV,otse edasi,rovně
775,vorwärts::ADV,edasi,kupředu
776,rückwärts::ADV,tagurpidi,zpět
777,zurück::ADV,tagasi,zpět
778,zurück::ADV,tagasi,nazpět
779,unten::ADV,all,dole
780,unten::ADV,allpool,dole
781,hinab::ADV,alla,dolů
782,oben::ADV,ülal,nahoře
783,oben::ADV,ülal,navrchu
784,hinauf::ADV,üles,nahoru
785,überall::ADV,kõikjal,všude
786,nicht::ADV,ei,ne
787,nicht::ADV,mitte,ne
788,ein wenig::ADV,veidi,trochu
789,ein wenig::ADV,natuke,trochu
790,kaum::ADV,vaevalt,sotva
791,sehr::ADV,väga,velmi
792,sehr::ADV,väga,velice
793,so::ADV,nii,tak
794,so::ADV,nii,takto
795,noch::ADV,veel,ještě
796,nur::ADV,ainult,jen
797,nur::ADV,ainult,jenom
798,schon::ADV,juba,už
799,schon::ADV,juba,již
800,wieder::ADV,jälle,zase
801,vergebens::ADV,asjata,marně
802,vor::PRP,ees,před
803,hinter::PRP,taha,za
804,unter::PRP,all,pod
805,durch::PRP,läbi,skrz
806,durch::PRP,kaudu,skrz
807,neben::PRP,kõrval,vedle
808,zwischen::PRP,vahel,mezi
809,wegen::PRP,tõttu,pro
810,wegen::PRP,pärast,pro
811,dies::PRN,see,toto
812,dies::PRN,see,tohle
813,das::PRN,see,to
814,alles::PRN,kõik,všechno
815,ich::PRN,mina,já
816,du::PRN,sina,ty
817,er::PRN,tema,on
818,wir::PRN,me,my
819,ihr::PRN,te,vy
820,sie::PRN,nad,oni
821,was::FPRN,mis,co
822,wer::FPRN,kes,kdo
823,wo::FADV,kus,kde
824,wohin::FADV,kuhu,kam
825,wie::FADV,kuidas,jak
826,warum::FADV,miks,proč
827,wieviel::FNUM,mitu,kolik
828,wieviel::FNUM,kui palju,kolik
829,eins::NUM,üks,jeden
830,zwei::NUM,kaks,dva
831,drei::NUM,kolm,tři
832,vier::NUM,neli,čtyři
833,fünf::NUM,viis,pět
834,sechs::NUM,kuus,šest
835,sieben::NUM,seitse,sedm
836,acht::NUM,kaheksa,osm
837,neun::NUM,üheksa,devět
838,zehn::NUM,kümme,deset
839,elf::NUM,üksteist,jedenáct
840,zwölf::NUM,kaksteist,dvanáct
841,zwanzig::NUM,kakskümmend,dvacet
842,dreißig::NUM,kolmkümmend,třicet
