,Concept_ID,lez,kl
366,Ecke::N,пӏипӏ,teqeqqoq
367,Ecke::N,пӏипӏ,tikeqqoq
368,Spitze::N,кӏвенкӏв,inngik
369,Ende::N,кьил,isu
370,Loch::N,тӏеквен,putu
371,Winkel::N,пӏипӏ,teqeqqorissaat
372,Muster::N,гишир,ilisserut
373,Größe::N,кьадар,angissuseq
374,Länge::N,яргъивал,takissuseq
375,Höhe::N,кьакьанвал,
376,Gewicht::N,заланвал,oqimaalutaq
377,Menge::N,кьадар,amerlassuseq
378,Haufen::N,хара,eqimattat
379,Reihe::N,жерге,allunaasaq
380,Boot::N,луьткве,qajaq
381,Boot::N,луьткве,angallat
382,Boot::N,луьткве,umiatsiaq
383,Ruder::N,кьусу,iput
384,Schlitten::N,гъелерар,qamutit
385,Schlitten::N,гъелерар,qimusseq
386,Lagerfeuer::N,цӏай,
387,Last::N,заланвал,nammagaq
388,Gang::N,ериш,
389,Schritt::N,къадам,allorneq
390,Norden::N,кефер,avannaq
391,Norden::N,кефер пад,avannaq
392,Süden::N,кьибле,qava
393,Süden::N,кьибле,kujat
394,Süden::N,кьибле,kujataa
395,Westen::N,рагъакӏидай пад,kitaa
396,Osten::N,рагъэкъечӏдай пад,kangi
397,Holz::N,кӏарас,qisuk
398,Brett::N,кьул,salliligaq
399,Brett::N,тахта,salliligaq
400,Stütze::N,даях,ajagutaq
401,Stütze::N,даях,ajaagutaq
402,Stange::N,юрк,kaaviffik
403,Stock::N,лаш,ajaappissat
404,Stab::N,юрк,ajaappissat
405,Rohr::N,турба,sullulik
406,Haus::N,ужагъ,illu
407,Heim::N,кӏвал,
408,Ofen::N,пич,kissarsuut
409,Fußboden::N,кӏвалин ччил,nateq
410,Tisch::N,стол,allattarfik
411,Stuhl::N,стул,issiavik
412,Stuhl::N,стул,issiaffik
413,Wiege::N,кьеб,uaasoq
414,Bett::N,тахт,nallavik
415,Regal::N,кьацӏ,ilisivik
416,Kiste::N,ящик,sakissat
417,Kiste::N,ящик,illerfiusaq
418,Fenster::N,дакӏар,aki
419,Fenster::N,дакӏар,igalaaq
420,Tür::N,рак,matu
421,Tor::N,варар,isaaffik
422,Zaun::N,пару,saputit
423,Dach::N,къав,qaliaq
424,Leiter::N,гурар,tummeqqat
425,Leiter::N,гурар,majuartarfiit
426,Besen::N,таран кул,saligutit
427,Spaten::N,ппер,nivaataq
428,Schaufel::N,хекендаз,nivaataq
429,Gabel::N,шиш,qilluaq
430,Gabel::N,шиш,ajassaatit
431,Löffel::N,тӏур,alussaat
432,Messer::N,чукӏул,savik
433,Nagel::N,мих,kukik
434,Netz::N,чил,anguffaseq
435,Haken::N,къармах,nissik
436,Haken::N,къармах,qarsorsaq
437,Haken::N,къармах,qarsorsartoq
438,Griff::N,ттум,ipi
439,Schloss::N,куьлег,illussaarsuaq
440,Bild::N,шикил,assiliaq
441,Bild::N,суьрет,assiliaq
442,Figur::N,фигура,kisitsit
443,Puppe::N,нини,inuusaq
444,Beutel::N,тагъар,
445,Bündel::N,галгам,qilertaq
446,Tasche::N,чанта,pooqattaq
447,Eimer::N,ведре,
448,Deckel::N,кьил,matu
449,Deckel::N,къалпагъ,matu
450,Geschirr::N,къаб-къажах,anut
451,Sack::N,чувал,
452,Tasse::N,сукӏра,tiitorfik
453,Tasse::N,сукӏра,tiitorfiup ilorlia
454,Topf::N,къажгъан,qoqqoq
455,Kessel::N,къажгъан,uunnaavik
456,Essen::N,тӏуьн,igaaq
457,Nahrung::N,тӏуьн,neqissaq
458,Speise::N,хуьрек,nerisassat
459,Fleisch::N,як,neqi
460,Getreide::N,техил,maannineq
461,Brei::N,хапӏа,
462,Brei::N,хешил,
463,Brot::N,фу,iffit
464,Brot::N,фу,iffiaq
465,Scheibe::N,чӏук,igalaassiaq
466,Fett::N,ягълу,tarnutissaq
467,Fett::N,ягълу,tarnutissiaq
468,Butter::N,гъери,punneq
469,Öl::N,ягълу,uulia
470,Salz::N,кьел,taratsut
471,Suppe::N,суп,qajoq
472,Suppe::N,шурпа,qajoq
473,Honig::N,вирт,tungusunnitsuut
474,Milch::N,нек,immuk
475,Tee::N,чай,tii
476,Tee::N,чай,teeq
477,Leder::N,тумаж,
478,Wolle::N,йис,nuersagassiaq
479,Stoff::N,парча,milliaq
480,Stoff::N,парча,qarlissiaq
481,Nadel::N,раб,meqqut
482,Faden::N,гъал,ujalussiaq
483,Knopf::N,дуьгме,attat
484,Knoten::N,тӏвал,akeroq
485,Knoten::N,тӏвал,qilerneq
486,Farbe::N,ранг,qalipaat
487,Kleidung::N,партал,atisat
488,Kleidung::N,партал,annoraaq
489,Hemd::N,перем,ilupaaq
490,Kragen::N,хев,qungasiinnaq
491,Ärmel::N,хел,aaq
492,Hose::N,шалвар,qarliit
493,Gürtel::N,чӏул,qiterut
494,Gürtel::N,чӏул,unngersaq
495,Mütze::N,бармак,nasaq
496,Mütze::N,бапӏах,nasaq
497,Schuh::N,ботинка,skuu
498,Schuh::N,ботинка,ikernuk
499,Schuh::N,ботинка,ateraasaq
500,Stiefel::N,чекме,kamik
501,Ring::N,тупӏал,assammiu
502,Band::N,тасма,qilerutissiaq
503,Kamm::N,регъ,illaagutit
504,Kamm::N,регъ,illaajaatit pl.
505,Spiegel::N,гуьзгуь,tarrarsuut
506,Riemen::N,къайиш,allunaaq
507,Schnur::N,еб,kujaaq
508,Schnur::N,еб,allunaasaq
509,Decke::N,яргъан,qipik
510,Kissen::N,хъуьцуьган,akit
511,Tuch::N,шал,qarlissiaq
512,Handtuch::N,дасмал,allarut
513,Handtuch::N,дасмал,allarterut
514,Kraft::N,гуж,pissak
515,Stärke::N,къуват,qerattarsaat
516,Gesundheit::N,сагъвал,peqqisusseq
517,Krankheit::N,тӏал,nappaat
518,Schmerz::N,тӏал,anniaat
519,Schmerz::N,тӏарвал,anniaat
520,Wunde::N,хер,iki
521,Fieber::N,ифин,nappaat qanimanartoq
522,Arznei::N,дарман,imigassaq
523,Brücke::N,муьгъ,ikaartarfik
524,Brunnen::N,къуй,tissaluttuliaq
525,Weide::N,уьруьш,masarsuk
526,Pfad::N,рехъ,aqqut
527,Weg::N,рехъ,aggerfik
528,Straße::N,рехъ,aqqusineq
529,Dorf::N,хуьр,nunaqarfik
530,Stadt::N,шегьер,illorpaat
531,Stadt::N,шегьер,illorpalik
532,Brief::N,кагъаз,allagarsiaq
533,Buch::N,улуб,atuakkat
534,Buch::N,улуб,mappersagaq
535,Buchstabe::N,гьарф,naqinneq
536,Zeitung::N,газета,aviisi
537,Leben::N,уьмуьр,inuussuseq
538,Tod::N,кьиникь,toqu
539,Tod::N,кьиникь,toquneq
540,Grab::N,сур,iliveq
541,Grab::N,сур,illissat
542,Kirche::N,килиса,oqaluffik
543,Sünde::N,гунагь,ajorti
544,Gott::N,аллагь,
545,Arbeiter::N,фяле,sulisoq
546,Chef::N,гьаким,ittoqut
547,Meister::N,устӏар,naalagaq
548,Arzt::N,доктор,katsorsaasoq
549,Lehrer::N,муаллим,ilinniartitsisoq
550,Geld::N,пул,aningaasat
551,Laden::N,магазин,niuertarfik
552,Preis::N,къимет,aki
553,Ware::N,мал,qaliata pii
554,Ware::N,мал,nioqqutissaq
555,Ware::N,товар,qaliata pii
556,Ware::N,товар,nioqqutissaq
557,Nutzen::N,хийир,iluaqut
558,Nutzen::N,менфят,iluaqut
559,Reichtum::N,девлет,
560,Welt::N,дуьнья,nunarsuaq
561,Land::N,уьлкве,nuna
562,Staat::N,пачагьлугъ,
563,Staat::N,государство,
564,König::N,пачагь,kunngi
565,Macht::N,власть,pissaassuseq
566,Grenze::N,сергьят,killik
567,Krieg::N,дяве,sorsunneq
568,Feind::N,душман,akeraq
569,Feind::N,душман,akerartorti
570,Feind::N,душман,qinngarsuisoq
571,Gewalt::N,гуж,
572,Kampf::N,женг,sorsunneq
573,Bogen[Waffe]::N,чӏемерук,
574,Pfeil::N,хьел,qalugiusaq
575,Gewehr::N,тфенг,aallaat
576,Fehler::N,гъалатӏ,kukkuneq
577,Fehler::N,гъалатӏ,paarlaappaa
578,Lüge::N,ттаб,
579,Schaden::N,зиян,
580,Schaden::N,зарар,
581,Unglück::N,бала,perluut
582,Unglück::N,бедбахтвал,perluut
583,Schuld::N,тахсир,akiitsugaq
584,Schuld::N,тахсир,akiligassaq
585,Alter::N,яш,utoqqaq
586,Schluss::N,эхир,isu
587,Zeit::N,вяде,ulloq
588,Zeit::N,вяде,akuttoqatigiinneq
589,Tag::N,югъ,ulloq
590,Morgen::N,пакама,ullaaq
591,Mittag::N,нисин,ulloqeqqa
592,Abend::N,няни,unnuk
593,Nacht::N,йиф,unnuaq
594,Woche::N,гьафте,sapaatip akunnera
595,Monat::N,варз,qaammat
596,Jahr::N,йис,ukioq
597,Frühling::N,гатфар,upernaaq
598,Sommer::N,гад,aasaq
599,Herbst::N,зул,ukiaq
600,Winter::N,кьуьд,ukioq
601,Januar::N,январь,siulleeq
602,Januar::N,январь,qaammaliaq
603,Februar::N,февраль,aarlaat
604,März::N,март,marsi
605,März::N,март,martsi
606,April::N,апрель,
607,Mai::N,май,maaji
608,Juni::N,июнь,juuni
609,Juli::N,июль,juuli
610,August::N,август,aggusti
611,September::N,сентябрь,septembari
612,Oktober::N,октябрь,oktobari
613,November::N,ноябрь,novembari
614,Dezember::N,декабрь,detsembari
615,Montag::N,ислен,ataasinngortoq
616,Dienstag::N,саласа,marlunngorneq
617,Mittwoch::N,арбе,pingasunngorneq
618,Donnerstag::N,хемис югъ,sisamanngorneq
619,Freitag::N,жуьмя,tallimanngorneq
620,Freitag::N,жуьмя югъ,tallimanngorneq
621,Samstag::N,киш,arfininngorneq
622,Sonntag::N,гьяд,sapaat
623,Sonntag::N,гьяд,sapaati
624,groß::A,еке,angivoq
625,groß::A,чӏехи,angivoq
626,klein::A,гъвечӏи,mikivoq
627,lang::A,яргъи,takisooq
628,kurz::A,куьруь,naatsoq
629,breit::A,гьяркьуь,silippoq
630,schmal::A,гуьтӏуь,amitsoq
631,dicht::A,къалин,torsusooq
632,dünn::A,кьелечӏ,amitsoq
633,fein::A,шуькӏуь,mamarpoq
634,fest::A,кӏеви,tangeqarpoq
635,flach::A,кьулу,nalimmappoq
636,glatt::A,цӏалцӏам,quasak
637,hart::A,кӏеви,mattusooq
638,hart::A,кӏеви,manngerpoq
639,hart::A,кӏеви,titeqquluppoq
640,weich::A,хъуьтуьл,nerumaarpoq
641,rund::A,элкъвей,ammallorippoq
642,spitz::A,хци,qummukujooq
643,scharf::A,хци,ipippoq
644,stumpf::A,къуьруь,anngerpoq
645,schwer::A,залан,oqimaappoq
646,schön::A,иер,kusanarpoq
647,heiß::A,кудай,kiappoq
648,warm::A,чими,oqorpoq
649,kalt::A,мекьи,issippoq
650,kühl::A,къайи,pueqqortippoq
651,frisch::A,таза,
652,frisch::A,михьи,
653,feucht::A,ламу,isugutavoq
654,feucht::A,ламу,qaasernarpoq
655,nass::A,кьежей,imerorpoq
656,trocken::A,кьуру,panerpoq
657,voll::A,ацӏай,ulikkaarpoq
658,leer::A,буш,imaattuarpoq
659,leer::A,ичӏи,imaattuarpoq
660,offen::A,ахъа,ammavoq
661,geschlossen::A,кӏеви,matuvoq
662,sauber::A,михьи,eqqippoq
663,sauber::A,михьи,sukuluippoq
664,sauber::A,михьи,ipeqanngilaq
665,schmutzig::A,чиркин,tapappoq
666,schmutzig::A,чиркин,minguppoq
667,schmutzig::A,кьацӏай,tapappoq
668,schmutzig::A,кьацӏай,minguppoq
669,roh::A,чиг,aapavoq
670,roh::A,ицӏи,aapavoq
671,reif::A,дигмиш хьайи,qaarulerpoq
672,lecker::A,дадлу,
673,süß::A,ширин,tungusunnippoq
674,bitter::A,туькьуьл,qasilippoq
675,sauer::A,цуру,
676,hell::A,экуь,qaamavoq
677,dunkel::A,мичӏи,qernerpoq
678,schwarz::A,чӏулав,qernerpoq
679,weiß::A,лацу,qaqorpoq
680,rot::A,яру,aappaluppoq
681,gelb::A,хъипи,sungaarpoq
682,blau::A,вили,tungujorpoq
683,grün::A,къацу,qorsooqqippoq
684,grau::A,рехи,qaserpoq
685,bunt::A,цӏару,
686,bunt::A,яру-цӏару,
687,billig::A,ужуз,akikippoq
688,teuer::A,багьа,
689,wertvoll::A,масан,erlinnarpoq
690,blind::A,буьркьуь,tappiippoq
691,blind::A,буьркьуь,isigisaqanngilaq
692,taub::A,биши,tusilarpoq
693,kräftig::A,гужлу,pissaq
694,kräftig::A,гужлу,pissarsuaq
695,stark::A,къуватлу,sanngivoq
696,schwach::A,такьатсуз,nakuippoq
697,fett::A,куьк,pualavoq
698,schlank::A,шумал,tuappoq
699,hübsch::A,гуьрчег,aatsialaq
700,böse::A,пис,ajorpoq
701,dumm::A,ахмакь,taqajak
702,dumm::A,ахмакь,sikkilluppoq
703,dumm::A,ахмакь,qaatusimasaqanngilaq
704,faul::A,тенпел,eqiasuppoq
705,faul::A,тенпел,eqiattortuvoq
706,fleißig::A,сяй ийидай,eqiasuippoq
707,fleißig::A,сяйи ийидай,eqiasuippoq
708,geizig::A,мискьи,iasilaarpoq
709,geizig::A,мискьи,tukkuippoq
710,klug::A,акьуллу,mallak
711,klug::A,акьуллу,ittanneq
712,klug::A,акьуллу,kutaappoq
713,klug::A,акьуллу,kuttaappoq
714,klug::A,акьуллу,qarasagippoq
715,geschickt::A,магьир,
716,lieb::A,играми,akisooq
717,lustig::A,шад,piikulavoq
718,sanft::A,назик,isumagippoq
719,sanft::A,милайим,isumagippoq
720,hungrig::A,гишин,kaappoq
721,hungrig::A,гишин,perlilerpoq
722,krank::A,кефсуз,napparsimavoq
723,nackt::A,кьецӏил,
724,traurig::A,пашман,aliasuppoq
725,lebendig::A,ччан алай,uumavoq
726,gut::A,хъсан,ajunngilaq
727,gut::A,вижевай,ajunngilaq
728,schlecht::A,пис,sualuppoq
729,richtig::A,дуьз,iluarpoq
730,schlimm::A,нифретлу,amiilaarnarpoq
731,wahr::A,гьакъикъи,ilumoorpoq
732,alt::A,эски,pisoqaq
733,alt::A,куьгьне,pisoqaq
