,Concept_ID,ko,zh
861,wenden::V,회전시키다,转动
862,umdrehen::V,회전시키다,转动
863,heben::V,일으아키다,举起
864,hochheben::V,틀어올리다,抬高
865,ergreifen::V,잡다,抓住
866,halten::V,잡다,拿着
867,drücken::V,누르다,压
868,schieben::V,밀다,推
869,kratzen::V,긁다,搔
870,lecken::V,핥다,舔
871,beißen::V,물다,咬
872,abschneiden::V,귾어내다,切断
873,binden::V,매다,捆
874,stecken::V,찌르다,插
875,brechen::V,금,断裂
876,klopfen::V,치다,敲
877,hauen::V,때리다,揍
878,kleben::V,들러붙다,粘
879,reiben::V,문지르다,摩擦
880,streichen::V,쓰다듬다,涂
881,schleifen::V,갈다,拖曳
882,schneiden::V,베다,切
883,rütteln::V,흔들다,颠簸
884,schütteln::V,흔들다,摇动
885,schwenken::V,흔들다,摇动
886,schütten::V,따르다,倒
887,füllen::V,담다,填满
888,einwickeln::V,싸다,包
889,tragen::V,지우다,提
890,schleppen::V,끌다,扛
891,ziehen::V,당기다,拉
892,aufbewahren::V,간직하다,保存
893,werfen::V,던지다,扔
894,fangen::V,밥다,捕捉
895,packen::V,쥐다,抓住
896,verstecken::V,숨기다,藏
897,teilen::V,나누다,分
898,schicken::V,보내다,派遣
899,bringen::V,가겨,带来
900,hinzufügen::V,부가하다,添加
901,bekommen::V,얻다,得到
902,erhalten::V,지니다,接到
903,nehmen::V,잡다,拿
904,wählen::V,선거하다,挑选
905,auswählen::V,선출하다,选择
906,bewahren::V,저장보종,保持
907,behindern::V,훼방하다,防碍
908,verderben::V,못쓰게 되다,败坏
909,beschädigen::V,상하게하다,损坏
910,zerbrechen::V,깨뜨리다,破碎
911,zerreißen::V,잡아쫓다,撕碎
912,zerstören::V,파괴하다,毁坏
913,verbrennen::V,소실하다,燃烧
914,geben::V,주다,给
915,reichen::V,내일다,递给
916,schenken::V,주다,赠送
917,versprechen::V,약속하다,许诺
918,wünschen::V,바라다,祝
919,loben::V,칭찬하다,表扬
920,küssen::V,키스하다,亲
921,wiegen::V,어르다,轻摇
922,zudecken::V,뚜꺼을하다,盖上
923,wecken::V,깨우다,唤起
924,zeigen::V,보이다,指
925,führen::V,가게하다,带领
926,lehren::V,가르치다,教
927,unterrichten::V,가르지다,讲课
928,aufziehen::V,사육하다,抚养
929,leiten::V,이끌다,领导
930,antreiben::V,몰다,催促
931,lassen::V,내버려두다,让
932,einladen::V,초청하다,邀请
933,vereinigen::V,하나로하다,统一
934,besuchen::V,방문하다,参观
935,treffen::V,만나다,会面
936,sich versammeln::V,조립하다,聚集
937,spielen::V,눌다,玩
938,singen::V,노래하다,唱歌
939,tanzen::V,춤추하다,跳舞
940,sich trennen::V,가르다,分别
941,verlassen::V,버림받은,离开
942,retten::V,구조하다,救
943,bewachen::V,치키다,守卫
944,schützen::V,보호하다,保护
945,verteidigen::V,막다,保卫
946,sich schlagen::V,치다,打架
947,schießen::V,쏘다,射击
948,siegen::V,이기다,获胜
949,ärgern::V,성을내게하다,激怒
950,schlagen::V,치다,打
951,treten::V,디디다,踢
952,stechen::V,찌르다,刺
953,stoßen::V,찌르다,撞
954,stehlen::V,훔치다,盗窃
955,stören::V,움직이다,干扰
956,belästigen::V,괴롭히다,打搅
957,verbergen::V,숨기다,隐藏
958,täuschen::V,속이다,欺骗
959,betrügen::V,속이다,欺骗
960,töten::V,죽이다,杀
961,wohnen::V,실다,居住
962,arbeiten::V,일하다,工作
963,sammeln::V,모으다,收集
964,pflücken::V,꿔다,采
965,jagen::V,사냥하다,打猎
966,fischen::V,고기를잡다,捕鱼
967,fassen::V,움켜쥐다,捉住
968,hüten::V,망보다,守护
969,treiben::V,몰아세우다,漂
970,anbinden::V,묶다,拴
971,füttern::V,사료를주다,喂
972,melken::V,젖을짜다,挤奶
973,hacken::V,자르다,剁细
974,gießen::V,물을대다,浇
975,reifen::V,성숙하다,成熟
976,zubereiten::V,조제하다,
977,kochen::V,요리하다,煮
978,backen::V,쿱다,烤
979,braten::V,굽다,煎
980,umrühren::V,교반하다,搅拌
981,stricken::V,뜨개질하다,织
982,nähen::V,꿰매다,缝
983,färben::V,채색하다,染色
984,reinigen::V,청소하다,清洁
985,waschen::V,씻다,洗
986,abwischen::V,닦다,擦掉
987,spülen::V,씻다,清洗
988,fegen::V,소체하다,扫
989,kehren::V,청소하다,打扫
990,baden::V,감다,给...洗澡
991,sich waschen::V,모믈 씻다,洗澡
992,ausziehen::V,벗다,脱
993,anziehen::V,끌어움직이다,穿
994,kämmen::V,빗다,梳
995,schmücken::V,치레하다,装饰
996,sagen::V,말하다,说
997,sprechen::V,말하다,说
998,reden::V,이야기하다,讲
999,fragen::V,질문하다,问
1000,bitten::V,원하다,请
1001,erzählen::V,이야기하다,叙述
1002,mitteilen::V,이야기하다,通知
1003,nennen::V,부르다,叫做
1004,rufen::V,불러내다,叫
1005,prahlen::V,자랑하다,吹牛
1006,übersetzen::V,번역하다,翻译
1007,denken::V,생각하다,想
1008,glauben::V,믿다,以为
1009,bemerken::V,인자하다,发觉
1010,erkennen::V,인식하다,识别
1011,begreifen::V,파악하다,理解
1012,verstehen::V,이해하다,明白
1013,lernen::V,배우다,学
1014,wissen::V,알다,知道
1015,sich erinnern an::V,상기하다,回忆
1016,vergessen::V,잊다,忘记
1017,messen::V,측정하다,测量
1018,zählen::V,세다,数
1019,rechnen::V,게산하다,计算
1020,lesen::V,읽다,读
1021,malen::V,그리다,画
1022,zeichnen::V,소묘하다,绘制
1023,schreiben::V,쓰다,写
1024,besitzen::V,소유하다,占有
1025,kaufen::V,사다,买
1026,verkaufen::V,팔다,卖
1027,bezahlen::V,지불하다,付钱
1028,zahlen::V,치르다,支付
1029,beherrschen::V,지배하다,统治
1030,ertragen::V,참다,忍耐
1031,Raureif::N,,霜
1032,Grube::N,,坑
1033,Lust::N,,乐趣
1034,Nachricht::N,,消息
1035,klug::A,,聪明
1036,von hier::ADV,,由此
1037,müde werden::V,,疲倦
1038,krank werden::V,,生病
1039,krank sein::V,,生病
1040,abreißen::V,,撕下
1041,sich anziehen::V,,穿衣
1042,sich unterhalten::V,,聊天
