,Concept_ID,vep,hr
155,Stamm::N,tüvi,deblo
156,Stamm::N,tüvi,stablo
157,Rinde::N,kor',kora
158,Ast::N,oks,grana
159,Zweig::N,oks,grana
160,Zweig::N,barb,grana
161,Blatt::N,lehtez,list
162,Birke::N,koiv,breza
163,Kiefer[Baum]::N,pedai,bor
164,Weide[Baum]::N,raid,iva
165,Weide[Baum]::N,raid,vŕba
166,Tanne::N,kuz',jela
167,Horn::N,sar'v,rog
168,Feder::N,höuneh,pero
169,Fell::N,nahk,koža
170,Flügel::N,suug,krilo
171,Klaue::N,künz',papak
172,Kralle::N,künz',pandža
173,Schwanz::N,händ,rep
174,Ei::N,muna,jaje
175,Nest::N,peza,gnijezdo
176,Bau::N,uru,jazbina
177,Tier::N,živat,životinja
178,Herde::N,kogo,krdo
179,Herde::N,kogo,stado
180,Kuh::N,lehm,krava
181,Bulle::N,härg,bik
182,Pferd::N,hebo,konj
183,Schaf::N,lambaz,ovca
184,Schwein::N,siga,svinja
185,Hund::N,koir,pas
186,Hund::N,koir,pseto
187,Katze::N,kaži,mačka
188,Bär::N,kondi,medvjed
189,Eichhörnchen::N,orav,vjeverica
190,Elch::N,hirb',los
191,Fuchs::N,reboi,lisica
192,Hase::N,jäniš,zec
193,Maus::N,hir',miš
194,Wolf::N,händikaz,vuk
195,Wolf::N,händikaz,kurjak
196,Vogel::N,lind,ptica
197,Schwarm::N,parveh,roj
198,Schwarm::N,parveh,jato
199,Huhn::N,kana,kokoš
200,Hahn::N,kukoi,kokot
201,Hahn::N,kukoi,pijevac
202,Gans::N,hanh',guska
203,Adler::N,orl,orao
204,Ente::N,sorz,patka
205,Eule::N,hir'pulo,sova
206,Kranich::N,kurg,ždral
207,Krähe::N,variš,vrana
208,Kuckuck::N,kägi,kukavica
209,Schwan::N,joucen,labud
210,Fisch::N,kala,riba
211,Barsch::N,ahven,grgeč
212,Hecht::N,haug',štuka
213,Schlange[Tier]::N,kü,guja
214,Schlange[Tier]::N,kü,zmija
215,Schlange[Tier]::N,mado,guja
216,Schlange[Tier]::N,mado,zmija
217,Wurm::N,mado,crv
218,Spinne::N,hämähouk,pauk
219,Ameise::N,murahaine,mrav
220,Laus::N,täi,uš
221,Mücke::N,säs'k,komarac
222,Fliege::N,kärbhaine,muha
223,Schmetterling::N,lipkaine,leptir
224,Beere::N,marj,boba
225,Beere::N,marj,bobica
226,Apfel::N,jablok,jabuka
227,Pilz::N,sen',pečurka
228,Pilz::N,babuk,pečurka
229,Zwiebel::N,lauk,luk
230,Zwiebel::N,lauk,kapula
231,Saat::N,semned,sjemenje
232,Korn::N,jüvä,zrno
233,Korn::N,vill',zrno
234,Heu::N,hein,sijeno
235,Schale::N,kor',kora
236,Schale::N,kor',ljuska
237,Grube::N,kop,jama
238,Falle::N,rida,zamka
239,Falle::N,rida,klopka
240,Schlinge::N,rihm,uzao
241,Schlinge::N,rihm,petlja
242,Spur::N,jäl'g,trag
243,Spur::N,jäl'g,slijed
244,Asche::N,tuhk,pepeo
245,Dreck::N,redu,blato
246,Dreck::N,pačak,blato
247,Eisen::N,raud,željezo
248,Gold::N,kuld,zlato
249,Silber::N,hobed,srebro
250,Kohle::N,hil',ugalj
251,Kohle::N,hil',ugljen
252,Glas::N,stökol,staklo
253,Lehm::N,savi,glina
254,Lehm::N,savi,ilovača
255,Sand::N,lete,pijesak
256,Mensch::N,mez',čovjek
257,Mensch::N,ristit,čovjek
258,Mann::N,mez',muškarac
259,Frau::N,naine,žena
260,Kind::N,laps',čedo
261,Kind::N,laps',dijete
262,Junge::N,poig,momče
263,Junge::N,poig,dječak
264,Junge::N,prihaine,momče
265,Junge::N,prihaine,dječak
266,Mädchen::N,neičukaine,djevojka
267,Mädchen::N,neičukaine,djevojčica
268,Familie::N,kanz,obitelj
269,Familie::N,kanz,porodica
270,Familie::N,pereh,obitelj
271,Familie::N,pereh,porodica
272,Großvater::N,ded,djed
273,Großmutter::N,bab,baka
274,Eltern::N,vanhembad,roditelji
275,Eltern::N,kazvatajad,roditelji
276,Vater::N,tat,otac
277,Mutter::N,mam,majka
278,Sohn::N,poig,sin
279,Tochter::N,tütär,kći
280,Tochter::N,tütär,kćerka
281,Bruder::N,veik,brat
282,Bruder::N,vell',brat
283,Schwester::N,čiža,sestra
284,Schwester::N,sizar,sestra
285,Onkel::N,däd',čika
286,Onkel::N,däd',ujak
287,Tante::N,tädi,ujna
288,Tante::N,tädi,tetka
289,Ehemann::N,mužik,muž
290,Ehemann::N,mužik,suprug
291,Ehefrau::N,ak,žena
292,Ehefrau::N,ak,supruga
293,Freude::N,ilo,radost
294,Freude::N,ihastuz,radost
295,Gelächter::N,nagr,grohot
296,Glück::N,oza,sreća
297,Kummer::N,gor'a,jad
298,Kummer::N,gor'a,briga
299,Wunsch::N,taht,želja
300,Lust::N,himo,volja
301,Geist::N,heng,duh
302,Gedanke::N,meletuz,misao
303,Gedächtnis::N,mušt,pamćenje
304,Verstand::N,mel',um
305,Verstand::N,mel',razum
306,Sinn::N,jüvä,smisao
307,Sinn::N,jüvä,značenje
308,Grund::N,sü,razlog
309,Wahrheit::N,tozi,istina
310,Gespräch::N,lodu,razgovor
311,Gespräch::N,pagin,razgovor
312,Märchen::N,sarn,bajka
313,Erzählung::N,sanutez,priča
314,Erzählung::N,sanutez,pripovijest
315,Nachricht::N,tedotuz,vijest
316,Neuigkeit::N,uzištuz,novost
317,Name::N,nimi,ime
318,Rätsel::N,ozoitez,zagonetka
319,Rede::N,pagin,govor
320,Rede::N,pagin,besjeda
321,Rede::N,sanad,govor
322,Rede::N,sanad,besjeda
323,Sprache::N,kel',jezik
324,Stimme::N,än',glas
325,Wort::N,sana,riječ
326,Zeichen::N,znam,znak
327,Ruf::N,kida,povik
328,Ruf::N,kida,poklik
329,Ruf::N,kucund,povik
330,Ruf::N,kucund,poklik
331,Lärm::N,judu,buka
332,Lärm::N,judu,galama
333,Laut::N,kulund,zvuk
334,Ton::N,kulund,ton
335,Lied::N,pajo,pjesma
336,Ruhe::N,lebu,tišina
337,Ruhe::N,lebu,počinak
338,Leute::N,rahvaz,ljudi
339,Volk::N,rahvaz,puk
340,Volk::N,rahvaz,narod
341,Arbeit::N,tö,rad
342,Arbeit::N,tö,posao
343,Arbeit::N,rad,rad
344,Arbeit::N,rad,posao
345,Gast::N,adiv,gost
346,Geschenk::N,lahj,dar
347,Geschenk::N,lahj,poklon
348,Spiel::N,vänd,igra
349,Gesellschaft::N,sebr,društvo
350,Gesellschaft::N,sebr,kompanija
351,Hilfe::N,abu,pomoć
352,Freund::N,sebranik,prijatelj
353,Kamerad::N,sebranik,drug
354,Kamerad::N,sebranik,drugar
355,Angelegenheit::N,azj,posao
356,Anzahl::N,lugu,broj
357,Anzahl::N,lugu,brojnost
358,Art::N,rod,vid
359,Art::N,rod,vrst
360,Art::N,rodsugu,vid
361,Art::N,rodsugu,vrst
362,Stück::N,pala,komad
363,Stück::N,supal,komad
364,Teil::N,pala,dio
365,Hälfte::N,pol',polovina
366,Kreis::N,ümbruz,krug
367,Kreis::N,kehkruz,krug
368,Kreuz::N,rist,križ
369,Linie::N,pird,crta
370,Strich::N,pird,crta
371,Abstand::N,keskust,razmak
372,Abstand::N,keskust,odstojanje
373,Entfernung::N,matk,udaljenost
374,Gegend::N,taho,kraj
375,Gegend::N,taho,predeo
376,Platz::N,avaruz',mjesto
377,Ort::N,koht,mjesto
378,Seite::N,pol',bok
379,Seite::N,pol',strana
380,Seite::N,kül'g,bok
381,Seite::N,kül'g,strana
382,Mitte::N,kesk,sredina
383,Gegenstand::N,kalu,predmet
384,Sache::N,azj,posao
385,Rand::N,röun,rub
386,Rand::N,röun,kraj
387,Kante::N,röun,brid
388,Kante::N,röun,ivica
389,Ecke::N,saum,ugao
390,Spitze::N,agjaine,vrh
391,Spitze::N,agjaine,šiljak
392,Ende::N,agj,konac
393,Loch::N,reig,rupa
394,Winkel::N,čoga,kut
395,Winkel::N,čoga,ugao
396,Winkel::N,saum,kut
397,Winkel::N,saum,ugao
398,Muster::N,kirjam,uzor
399,Größe::N,suruz',veličina
400,Länge::N,piduz,duljina
401,Höhe::N,korktuz',visina
402,Gewicht::N,jügu,težina
403,Gewicht::N,vedäduz,težina
404,Menge::N,äjüz',mnoštvo
405,Menge::N,äjüz',količina
406,Haufen::N,kogo,hrpa
407,Haufen::N,kogo,gomila
408,Reihe::N,rivi,red
409,Boot::N,veneh,čun
410,Boot::N,veneh,čamac
411,Ruder::N,air,veslo
412,Schlitten::N,regi,saone
413,Schlitten::N,regut,saone
414,Ski::N,suks',ski
415,Ski::N,suks',smučka
416,Lagerfeuer::N,nodj,logorska vatra
417,Lagerfeuer::N,pažag,logorska vatra
418,Last::N,jüguz,tovar
419,Gang::N,astund,hod
420,Schritt::N,hašk,korak
421,Norden::N,pohjoine,sjever
422,Süden::N,suvi,jug
423,Westen::N,päivlaskm,zapad
424,Osten::N,päivnouzm,istok
425,Holz::N,pu,drvo
426,Brett::N,laud,daska
427,Platte::N,keitim,ploča
428,Stütze::N,tugi,potpora
429,Stange::N,arz',motka
430,Stock::N,kalu,štap
431,Stock::N,kalu,palica
432,Stab::N,seibaz,štap
433,Stab::N,seibaz,šipka
434,Rohr::N,torv,cijev
435,Haus::N,pert',kuća
436,Heim::N,kodi,dom
437,Ofen::N,päč,peć
438,Fußboden::N,lava,pod
439,Tisch::N,laud,stol
440,Tisch::N,laud,trpeza
441,Tisch::N,stal'c,stol
442,Tisch::N,stal'c,trpeza
443,Stuhl::N,ištim,stolac
444,Stuhl::N,ištim,stolica
445,Wiege::N,kätte,kolijevka
446,Bett::N,sija,krevet
447,Bett::N,sija,postelja
448,Bett::N,magaduzsija,krevet
449,Bett::N,magaduzsija,postelja
450,Regal::N,palič,polica
451,Kiste::N,mülütim,sanduk
452,Fenster::N,ikun,prozor
453,Tür::N,uks',vrata
454,Tor::N,verai,vrata
455,Tor::N,verai,kapija
456,Zaun::N,aid,plot
457,Zaun::N,aid,ograda
458,Dach::N,katuz,krov
459,Leiter::N,pordhad,ljestve
460,Leiter::N,pordhad,ljestvice
461,Besen::N,lud,metla
462,Besen::N,vast,metla
463,Spaten::N,labid,ašov
464,Schaufel::N,labid,lopata
465,Gabel::N,hangoine,viljuška
466,Löffel::N,luzik,žlica
467,Messer::N,veič,nož
468,Nagel::N,nagl,čavao
469,Netz::N,verk,mreža
470,Haken::N,kouk,kuka
471,Griff::N,kägä,držak
472,Griff::N,kägä,ručica
473,Griff::N,varz',držak
474,Griff::N,varz',ručica
475,Schloss::N,lukkol,brava
476,Bild::N,kuva,slika
477,Figur::N,figur,figura
478,Puppe::N,tätüine,lutka
479,Beutel::N,havad,kesa
480,Bündel::N,toppaz,snop
481,Bündel::N,toppaz,svežanj
482,Bündel::N,käč,snop
483,Bündel::N,käč,svežanj
484,Tasche::N,sumk,torba
485,Tasche::N,sumk,taška
486,Eimer::N,vädr,kabao
487,Deckel::N,katuz,poklopac
488,Geschirr::N,astii,suđe
489,Geschirr::N,astii,posuđe
490,Sack::N,havad,džak
491,Sack::N,havad,vreća
492,Tasse::N,čašk,šalica
493,Topf::N,pada,lonac
494,Kessel::N,katil,kazan
495,Essen::N,sönd,obrok
496,Nahrung::N,söm,hrana
497,Speise::N,sömine,jelo
498,Fleisch::N,liha,meso
499,Getreide::N,vill',žito
500,Getreide::N,vill',žitarice
501,Brei::N,pudr,kaša
502,Brot::N,leib,kruh
503,Scheibe::N,bibaleh,kriška
504,Scheibe::N,šlik,kriška
505,Fett::N,razv,mast
506,Fett::N,razv,salo
507,Butter::N,voi,buter
508,Butter::N,voi,maslac
509,Öl::N,voi,ulje
510,Salz::N,sol,sol
511,Suppe::N,lem',supa
512,Suppe::N,keitoz,supa
513,Honig::N,mezi,med
514,Milch::N,maid,mlijeko
515,Tee::N,čai,čaj
516,Leder::N,nahk,koža
517,Wolle::N,vill,vuna
518,Stoff::N,kangaz,štof
519,Stoff::N,kangaz,tkanina
520,Nadel::N,negl,igla
521,Faden::N,nit',nit
522,Faden::N,nit',konac
523,Knopf::N,nübl',dugme
524,Knoten::N,sol'm,čvor
525,Knoten::N,sol'm,uzao
526,Farbe::N,muju,farba
527,Kleidung::N,sobad,odjeća
528,Hemd::N,paid,košulja
529,Kragen::N,kagluz,ovratnik
530,Ärmel::N,hijam,rukav
531,Hose::N,štanad,hlače
532,Gürtel::N,vö,pas
533,Gürtel::N,vö,pojas
534,Mütze::N,šapuk,kapa
535,Schuh::N,keng',cipela
536,Stiefel::N,sapug,čizma
537,Ring::N,rengaz,prsten
538,Band::N,lentaine,vrpca
539,Kamm::N,suga,češalj
540,Spiegel::N,zerkol,zrcalo
541,Spiegel::N,zerkol,ogledalo
542,Riemen::N,vö,kaiš
543,Riemen::N,vö,remen
544,Schnur::N,nor,vrpca
545,Leine::N,talutimnor,uzica
546,Decke::N,sijakatuz,ćebe
547,Decke::N,sijakatuz,pokrivač
548,Kissen::N,pöluz,jastuk
549,Tuch::N,paik,rubac
550,Tuch::N,paik,marama
551,Handtuch::N,käzipaik,ručnik
552,Kraft::N,vägi,snaga
553,Stärke::N,vahvuz',jakost
554,Gesundheit::N,tervhuz,zdravlje
555,Krankheit::N,läžund,bolest
556,Schmerz::N,kibu,bol
557,Wunde::N,čapatez,rana
558,Fieber::N,säru,groznica
559,Arznei::N,zel'l',lijek
560,Brücke::N,sild,most
561,Brücke::N,sild,ćuprija
562,Brunnen::N,kaiv,bunar
563,Brunnen::N,kaiv,zdenac
564,Weide::N,omaluine,paša
565,Weide::N,omaluine,pašnjak
566,Pfad::N,tehut,staza
567,Weg::N,te,put
568,Straße::N,te,drum
569,Straße::N,te,cesta
570,Dorf::N,külä,selo
571,Stadt::N,lidn,grad
572,Stadt::N,lidn,varoš
573,Brief::N,kirjeine,list
574,Brief::N,kirjeine,pismo
575,Buch::N,kirj,knjiga
576,Buchstabe::N,kirjam,slovo
577,Zeitung::N,lehtez,novine
578,Leben::N,elo,život
579,Tod::N,surm,smrt
580,Grab::N,kaum,raka
581,Kirche::N,jumalanpert',crkva
582,Sünde::N,grähk,grijeh
583,Gott::N,jumal,bog
584,Arbeiter::N,radnik,radnik
585,Chef::N,pämez',šef
586,Meister::N,mastar,majstor
587,Arzt::N,lekar',liječnik
588,Lehrer::N,opendai,učitelj
589,Geld::N,rahad,novac
590,Geschäft::N,biznes,posao
591,Geschäft::N,biznes,trgovina
592,Laden::N,lauk,dućan
593,Preis::N,arv,cijena
594,Ware::N,tavar,roba
595,Nutzen::N,liža,korist
596,Reichtum::N,kodielo,bogatstvo
597,Reichtum::N,kal'huz',bogatstvo
598,Welt::N,mail'm,svijet
599,Land::N,ma,zemlja
600,Staat::N,valdkund,država
601,König::N,kunigaz,kralj
602,Macht::N,vald,moć
603,Macht::N,vald,vlast
604,Grenze::N,röun,granica
605,Krieg::N,soda,rat
606,Feind::N,vihanik,neprijatelj
607,Feind::N,vastustai,neprijatelj
608,Gewalt::N,vägivald,sila
609,Gewalt::N,vägivald,nasilje
610,Kampf::N,tora,boj
611,Kampf::N,tora,borba
612,Bogen[Waffe]::N,taug,luk
613,Pfeil::N,nol,strijela
614,Gewehr::N,oružj,puška
615,Fehler::N,viga,pogreška
616,Fehler::N,viga,griješka
617,Lüge::N,kelastuz,laž
618,Schaden::N,pahuz',šteta
619,Unglück::N,bed,nesreća
620,Unglück::N,gor'a,nesreća
621,Schuld::N,värhuz',krivnja
622,Alter::N,igä,dob
623,Schluss::N,lop,kraj
624,Schluss::N,lop,konac
625,Zeit::N,aig,doba
626,Zeit::N,aig,vrijeme
627,Tag::N,päiv,dan
628,Morgen::N,homendez,jutro
629,Mittag::N,keskpäiv,podne
630,Abend::N,eht,veče
631,Abend::N,eht,večer
632,Nacht::N,ö,noć
633,Woche::N,nedal',sedmica
634,Monat::N,ku,mjesec
635,Jahr::N,voz',godina
636,Frühling::N,keväz',proljeće
637,Sommer::N,keza,ljeto
638,Herbst::N,sügüz',jesen
639,Winter::N,tal'v,zima
640,Januar::N,viluku,januar
641,Januar::N,viluku,siječanj
642,Februar::N,uhoku,veljača
643,Februar::N,uhoku,februar
644,März::N,keväz'ku,mart
645,März::N,keväz'ku,ožujak
646,April::N,sulaku,april
647,April::N,sulaku,travanj
648,Mai::N,semendku,maj
649,Mai::N,semendku,svibanj
650,Juni::N,kezaku,juni
651,Juni::N,kezaku,lipanj
652,Juli::N,heinku,juli
653,Juli::N,heinku,srpanj
654,August::N,eloku,august
655,August::N,eloku,kolovoz
656,September::N,sügüz'ku,rujan
657,September::N,sügüz'ku,septembar
658,Oktober::N,reduku,oktobar
659,Oktober::N,reduku,listopad
660,November::N,kül'mku,studeni
661,November::N,kül'mku,novembar
662,Dezember::N,tal'vku,prosinac
663,Montag::N,ezmärg,ponedjeljak
664,Montag::N,ezmärg,ponedjeljnik
665,Dienstag::N,tožnarg,utorak
666,Dienstag::N,tožnarg,utornik
667,Mittwoch::N,koumanz'päiv,srijeda
668,Donnerstag::N,nellänz'päiv,četvrtak
669,Freitag::N,pätnič,petak
670,Freitag::N,videnz'päiv,petak
671,Samstag::N,sobat,subota
672,Sonntag::N,pühäpäiv,nedjelja
673,groß::A,sur',velik
674,groß::A,järed,velik
675,klein::A,pen',mali
676,klein::A,pen',malen
677,klein::A,pičuine,mali
678,klein::A,pičuine,malen
679,lang::A,pit'k,dug
680,lang::A,pit'k,dugačak
681,kurz::A,lühüd,kratak
682,breit::A,leved,širok
683,schmal::A,kaid,uski
684,schmal::A,kaid,uzak
685,dicht::A,tihed,gust
686,dick[Gegenstand]::A,paks,debeo
687,dünn::A,hoik,tanak
688,fein::A,hen,fin
689,fein::A,hen,tanak
690,fest::A,luja,čvrst
691,fest::A,ninev,čvrst
692,flach::A,lapak,ravan
693,flach::A,lapak,plosnat
694,glatt::A,siled,gladak
695,hart::A,kova,tvrd
696,weich::A,pehmed,mek
697,weich::A,pehmed,mekan
698,rund::A,kehker,okrugao
699,spitz::A,nügu,oštar
700,spitz::A,nügu,šiljast
701,spitz::A,terav,oštar
702,spitz::A,terav,šiljast
703,scharf::A,terav,oštar
704,scharf::A,terav,bridak
705,stumpf::A,tül'c,tup
706,schwer::A,jüged,težak
707,schön::A,čoma,krasan
708,heiß::A,räk,vruć
709,warm::A,läm',topao
710,kalt::A,vilu,hladan
711,kühl::A,raibak,hladan
712,kühl::A,viluhk,hladan
713,frisch::A,lahed,svjež
714,feucht::A,neps,vlažan
715,feucht::A,toreh,vlažan
716,nass::A,märg,mokar
717,trocken::A,kuiv,suh
718,voll::A,täuz',pun
719,leer::A,joudai,prazan
720,offen::A,avoin,otvoren
721,offen::A,avol'jaine,otvoren
722,geschlossen::A,saubaline,zatvoren
723,sauber::A,puhtaz,čist
724,schmutzig::A,redukaz,nečist
725,schmutzig::A,redukaz,blatan
726,roh::A,rohk,sirov
727,roh::A,toreh,sirov
728,reif::A,küps,zreo
729,lecker::A,magukaz,tečan
730,lecker::A,magukaz,ukusan
731,süß::A,maged,sladak
732,bitter::A,karged,gorak
733,sauer::A,muiged,kiseo
734,hell::A,kirkas,vedar
735,hell::A,kirkas,svijetao
736,hell::A,valgei,vedar
737,hell::A,valgei,svijetao
738,dunkel::A,pimed,taman
739,schwarz::A,must,crn
740,weiß::A,vauged,bio
741,weiß::A,vauged,bijel
742,rot::A,rusked,crven
743,gelb::A,pakuine,žut
744,blau::A,sinine,plav
745,blau::A,sinine,modar
746,grün::A,vihand,zelen
747,grau::A,hahk,siv
748,bunt::A,kirjav,šaren
749,billig::A,odav,jeftin
750,teuer::A,kalliž,skup
751,wertvoll::A,arvokas,vrijedan
752,wertvoll::A,arvokas,dragocjen
753,blind::A,soged,slijep
754,taub::A,kurdiž,gluh
755,kräftig::A,vägev,snažan
756,stark::A,vahv,jak
757,stark::A,vahv,snažan
758,stark::A,vägekaz,jak
759,stark::A,vägekaz,snažan
760,schwach::A,väll',slab
761,fett::A,razvakaz,pretio
762,schlank::A,kapos,vitak
763,hübsch::A,čoma,zgodan
764,böse::A,äred,zao
765,böse::A,äred,opak
766,böse::A,käred,zao
767,böse::A,käred,opak
768,dumm::A,el'getoi,glup
769,faul::A,lašk,lijen
770,fleißig::A,radonnavedii,radin
771,fleißig::A,radonnavedii,marljiv
772,geizig::A,ažlak,škrt
773,klug::A,melev,razborit
774,klug::A,melekaz,razborit
775,geschickt::A,mahtokaz,vješt
776,lieb::A,izo,drag
777,lieb::A,sula,drag
778,lustig::A,ilokaz,veseo
779,sanft::A,laskav,blag
780,hungrig::A,näl'ghine,gladan
781,krank::A,läžui,bolestan
782,nackt::A,alastoi,nag
783,traurig::A,opalahine,tužan
784,traurig::A,opalahine,žalostan
785,lebendig::A,eläb,živ
786,gut::A,hüvä,dobar
787,schlecht::A,huba,loš
788,schlecht::A,huba,rđav
789,richtig::A,oiged,tačan
790,richtig::A,oiged,ispravan
791,schlimm::A,paha,zao
792,schlimm::A,paha,zločest
793,wahr::A,todesine,istinit
794,alt::A,vanh,star
795,neu::A,uz',nov
796,ehemalig::A,edeline,bivši
797,alt[Lebewesen]::A,ravaz,star
798,jung::A,nor',mlad
799,arm::A,gol'l',ubog
800,arm::A,gol'l',siromašan
801,reich::A,elokaz,bogat
802,bekannt::A,tutab,poznat
803,berühmt::A,tetab,čuven
804,berühmt::A,tetab,slavan
805,fremd::A,veraz,tuđ
806,fremd::A,veraz,stran
807,verschieden::A,erazvuitte,razan
808,verschieden::A,erazvuitte,različan
809,nah::A,läheline,blizak
810,fern::A,edahaine,dalek
811,fern::A,edahaine,daljnji
812,linker::A,hura,lijevi
813,rechter::A,oiged,desni
814,anderer::A,toine,drugi
815,anderer::A,toine,drugačiji
816,erster::A,ezmäine,prvi
817,zweiter::A,toine,drugi
818,dritter::A,koumanz',treći
819,letzter::A,jäl'gmäine,zadnji
820,allein::ADV,üksnäze,sam
821,auf einmal::ADV,ühten aigan,istodobno
822,zusammen::ADV,ühtes,skupa
823,zusammen::ADV,ühtes,zajedno
824,lange::ADV,hätken,dugo
825,plötzlich::ADV,äkkid,naglo
826,plötzlich::ADV,äkkid,iznenada
827,sofort::ADV,kerdalaz,odmah
828,später::ADV,möhemba,kasnije
829,jetzt::ADV,nügüd',sad
830,jetzt::ADV,nügüd',sada
831,heute::ADV,tämbei,danas
832,morgen::ADV,homen,sutra
833,bald::ADV,pigai,skoro
834,bald::ADV,pigai,doskora
835,dann::ADV,sid',zatim
836,gestern::ADV,eglai,juče
837,gestern::ADV,eglai,jučer
838,einst::ADV,ende,negda
839,einst::ADV,ende,nekada
