,Concept_ID,se,ml
221,Fuß::N,jyel'gi,കാൽപ്പാദം
222,Fuß::N,jue´lǧǧ,കാൽപ്പാദം
223,Fuß::N,ла̄бпь,കാൽപ്പാദം
224,Ferse::N,båetskie,ഉപ്പൂറ്റി
225,Ferse::N,boasske,ഉപ്പൂറ്റി
226,Ferse::N,šušmi,ഉപ്പൂറ്റി
227,Ferse::N,šušme,ഉപ്പൂറ്റി
228,Ferse::N,jue´lǧǧkädd,ഉപ്പൂറ്റി
229,Ferse::N,ка̄ннт,ഉപ്പൂറ്റി
230,Knie::N,boelve,കാൽമുട്ട്
231,Knie::N,buolvva,കാൽമുട്ട്
232,Knie::N,čibbi,കാൽമുട്ട്
233,Knie::N,veaŋki,കാൽമുട്ട്
234,Knie::N,iidâ,കാൽമുട്ട്
235,Knie::N,puõlvv,കാൽമുട്ട്
236,Knie::N,пуллв,കാൽമുട്ട്
237,Oberschenkel::N,ruaksja,തുട
238,Oberschenkel::N,tjibbe,തുട
239,Oberschenkel::N,gassaváhkká,തുട
240,Oberschenkel::N,badjeváhkáa,തുട
241,Oberschenkel::N,čuár'bpeeḷi,തുട
242,Oberschenkel::N,če´bb,തുട
243,Oberschenkel::N,чуаррбе̄лль,തുട
244,Bein::N,juelkie,കാൽ
245,Bein::N,juolgge,കാൽ
246,Bein::N,juolgi,കാൽ
247,Bein::N,jyel'gi,കാൽ
248,Bein::N,jue´lǧǧ,കാൽ
249,Bein::N,ю̄лльк,കാൽ
250,Körper::N,kråahpe,ശരീരം
251,Körper::N,rumáj,ശരീരം
252,Körper::N,rumaš,ശരീരം
253,Körper::N,ruumâš,ശരീരം
254,Körper::N,rå´pp,ശരീരം
255,Körper::N,лышшьк,ശരീരം
256,Körper::N,роаӈӈьк,ശരീരം
257,Haut::N,njaltja,ചർമ്മം
258,Haut::N,lijkke,ചർമ്മം
259,Haut::N,tjuobma,ചർമ്മം
260,Haut::N,liiki,ചർമ്മം
261,Haut::N,liške,ചർമ്മം
262,Haut::N,le´šǩǩ,ചർമ്മം
263,Haut::N,лышшьк,ചർമ്മം
264,Blut::N,vïrre,രക്തം
265,Blut::N,maelie,രക്തം
266,Blut::N,varra,രക്തം
267,Blut::N,varra,രക്തം
268,Blut::N,vorrâ,രക്തം
269,Blut::N,võrr,രക്തം
270,Blut::N,вэ̄рр,രക്തം
271,Ader::N,åerie,ഞരമ്പ്
272,Ader::N,aajroe,ഞരമ്പ്
273,Ader::N,suodna,ഞരമ്പ്
274,Ader::N,varrasuotna,ഞരമ്പ്
275,Ader::N,suoṇâ,ഞരമ്പ്
276,Ader::N,suõnn,ഞരമ്പ്
277,Ader::N,сӯнн,ഞരമ്പ്
278,Sehne::N,soene,സ്നായു
279,Sehne::N,gåårtenje,സ്നായു
280,Sehne::N,suodna,സ്നായു
281,Sehne::N,suotna,സ്നായു
282,Sehne::N,suoṇâ,സ്നായു
283,Sehne::N,suõnn,സ്നായു
284,Sehne::N,сӯнн,സ്നായു
285,Knochen::N,måara,അസ്ഥി
286,Knochen::N,måaroe,അസ്ഥി
287,Knochen::N,dákte,അസ്ഥി
288,Knochen::N,dákti,അസ്ഥി
289,Knochen::N,tähti,അസ്ഥി
290,Knochen::N,tä´htt,അസ്ഥി
291,Knochen::N,та̄ххт,അസ്ഥി
292,Knochen::N,та̄ффьт,അസ്ഥി
293,Gehirn::N,aajla,തലച്ചോറ്
294,Gehirn::N,vuojŋam,തലച്ചോറ്
295,Gehirn::N,vuoigŋašat,തലച്ചോറ്
296,Gehirn::N,vuoi'ŋâšeh,തലച്ചോറ്
297,Gehirn::N,vuo'ivâšneh,തലച്ചോറ്
298,Gehirn::N,vuõivâšn,തലച്ചോറ്
299,Gehirn::N,вуэййвэшна,തലച്ചോറ്
300,Herz::N,vaajmoe,ഹൃദയം
301,Herz::N,tsåhke,ഹൃദയം
302,Herz::N,váibmu,ഹൃദയം
303,Herz::N,váimu,ഹൃദയം
304,Herz::N,čââ´đ,ഹൃദയം
305,Herz::N,кӯттҌк,ഹൃദയം
306,Magen::N,tjåejjie,വയർ
307,Magen::N,tjoajvve,വയർ
308,Magen::N,čoavji,വയർ
309,Magen::N,čuáv'ji,വയർ
310,Magen::N,čåu´jj,വയർ
311,Magen::N,чо̄ввьй,വയർ
312,Leber::N,mueksie,കരൾ
313,Leber::N,librre,കരൾ
314,Leber::N,vuoivvas,കരൾ
315,Leber::N,vuoivâs,കരൾ
316,Leber::N,vuõivâs,കരൾ
317,Leber::N,вуйвас,കരൾ
318,Atem::N,voejngehtasse,ശ്വാസം
319,Atem::N,båssånis,ശ്വാസം
320,Atem::N,vuojŋadahka,ശ്വാസം
321,Atem::N,vuoiŋŋahat,ശ്വാസം
322,Atem::N,vuo'iŋâstim,ശ്വാസം
323,Atem::N,jiõg'g,ശ്വാസം
324,Atem::N,вӯйнас,ശ്വാസം
325,Atem::N,вӯййнмушш,ശ്വാസം
326,Hunger::N,nielkie,വിശപ്പ്
327,Hunger::N,nielgge,വിശപ്പ്
328,Hunger::N,nealgi,വിശപ്പ്
329,Hunger::N,nelgi,വിശപ്പ്
330,Hunger::N,neä´lǧǧ,വിശപ്പ്
331,Hunger::N,не̄лльк,വിശപ്പ്
332,Träne::N,gïknjele,കണ്ണീർ
333,Träne::N,ganjál,കണ്ണീർ
334,Träne::N,ganjal,കണ്ണീർ
335,Träne::N,koonjâl,കണ്ണീർ
336,Träne::N,kõõnjâl,കണ്ണീർ
337,Träne::N,кэ̄нял,കണ്ണീർ
338,Geschmack::N,aelmie,രുചി
339,Geschmack::N,muosse,രുചി
340,Geschmack::N,smáhkka,രുചി
341,Geschmack::N,máhku,രുചി
342,Geschmack::N,smáhkka,രുചി
343,Geschmack::N,mááhu,രുചി
344,Geschmack::N,smakkâ,രുചി
345,Geschmack::N,njõõd,രുചി
346,Geschmack::N,smääkk,രുചി
347,Geschmack::N,ня̄лльк,രുചി
348,Geruch::N,haaje,ഗന്ധം
349,Geruch::N,habjja,ഗന്ധം
350,Geruch::N,hádja,ഗന്ധം
351,Geruch::N,opsâ,ഗന്ധം
352,Geruch::N,haajâ,ഗന്ധം
353,Geruch::N,õpss,ഗന്ധം
354,Geruch::N,haajj,ഗന്ധം
355,Geruch::N,апс,ഗന്ധം
356,Geruch::N,лэ̄гк,ഗന്ധം
357,Schlaf::N,nahkerh,ഉറകും
358,Schlaf::N,nager,ഉറകും
359,Schlaf::N,oados,ഉറകും
360,Schlaf::N,nagir,ഉറകും
361,Schlaf::N,naṿer,ഉറകും
362,Schlaf::N,nââ´er,ഉറകും
363,Schlaf::N,нагерь,ഉറകും
364,Traum::N,nahkere,സ്വപ്നം
365,Traum::N,niehko,സ്വപ്നം
366,Traum::N,niehku,സ്വപ്നം
367,Traum::N,naṿer,സ്വപ്നം
368,Traum::N,nââ´er,സ്വപ്നം
369,Traum::N,нагерь,സ്വപ്നം
370,Himmel::N,elmie,ആകാശം
371,Himmel::N,almme,ആകാശം
372,Himmel::N,albmi,ആകാശം
373,Himmel::N,alme,ആകാശം
374,Himmel::N,â´lmm,ആകാശം
375,Himmel::N,алльм,ആകാശം
376,Sonne::N,biejjie,സൂര്യൻ
377,Sonne::N,bæjvásj,സൂര്യൻ
378,Sonne::N,beaivváš,സൂര്യൻ
379,Sonne::N,peivi,സൂര്യൻ
380,Sonne::N,piäiváš,സൂര്യൻ
381,Sonne::N,pei´vv,സൂര്യൻ
382,Sonne::N,пе̄ййв,സൂര്യൻ
383,Mond::N,aske,ചന്ദ്രൻ
384,Mond::N,mánno,ചന്ദ്രൻ
385,Mond::N,mánnu,ചന്ദ്രൻ
386,Mond::N,máánu,ചന്ദ്രൻ
387,Mond::N,mään,ചന്ദ്രൻ
388,Mond::N,ма̄нн,ചന്ദ്രൻ
389,Stern::N,daasta,നക്ഷത്രം
390,Stern::N,naestie,നക്ഷത്രം
391,Stern::N,násste,നക്ഷത്രം
392,Stern::N,násti,നക്ഷത്രം
393,Stern::N,täsni,നക്ഷത്രം
394,Stern::N,tä´snn,നക്ഷത്രം
395,Stern::N,та̄ссьт,നക്ഷത്രം
396,Luft::N,elmie,കാറ്റ്
397,Luft::N,ájmmo,കാറ്റ്
398,Luft::N,áibmu,കാറ്റ്
399,Luft::N,áimu,കാറ്റ്
400,Luft::N,šõŋŋ,കാറ്റ്
401,Luft::N,вӯйнас,കാറ്റ്
402,Wind::N,bïegke,കാറ്റ്
403,Wind::N,biegga,കാറ്റ്
404,Wind::N,biegga,കാറ്റ്
405,Wind::N,pieg'gâ,കാറ്റ്
406,Wind::N,piõg'g,കാറ്റ്
407,Wind::N,пӣӈӈк,കാറ്റ്
408,Welle::N,baaroe,തിരമാല
409,Welle::N,bárro,തിരമാല
410,Welle::N,bárru,തിരമാല
411,Welle::N,pááṛu,തിരമാല
412,Welle::N,päärr,തിരമാല
413,Welle::N,нэ̄ммп,തിരമാല
414,Wasser::N,tjaetsie,വെള്ളം
415,Wasser::N,tjáhtje,വെള്ളം
416,Wasser::N,čáhci,വെള്ളം
417,Wasser::N,čääci,വെള്ളം
418,Wasser::N,čää´cc,വെള്ളം
419,Wasser::N,ча̄дзь,വെള്ളം
420,Stein::N,gierkie,ശില
421,Stein::N,gierkie,കല്ല്
422,Stein::N,giergge,ശില
423,Stein::N,giergge,കല്ല്
424,Stein::N,geađgi,ശില
425,Stein::N,geađgi,കല്ല്
426,Stein::N,keđgi,ശില
427,Stein::N,keđgi,കല്ല്
428,Stein::N,ǩeä´dǧǧ,ശില
429,Stein::N,ǩeä´dǧǧ,കല്ല്
430,Stein::N,ке̄ддҌк,ശില
431,Stein::N,ке̄ддҌк,കല്ല്
432,Boden::N,betnie,തറ
433,Boden::N,betnie,നിലം
434,Boden::N,ednam,തറ
435,Boden::N,ednam,നിലം
436,Boden::N,bodni,തറ
437,Boden::N,bodni,നിലം
438,Boden::N,vuođđu,തറ
439,Boden::N,vuođđu,നിലം
440,Boden::N,ponne,തറ
441,Boden::N,ponne,നിലം
442,Boden::N,vuáđ̣u,തറ
443,Boden::N,vuáđ̣u,നിലം
444,Boden::N,vuâđđ,തറ
445,Boden::N,vuâđđ,നിലം
446,Boden::N,лаввьн,തറ
447,Boden::N,лаввьн,നിലം
448,Boden::N,е̄ммьне,തറ
449,Boden::N,е̄ммьне,നിലം
450,Erde::N,jåarta,മണ്ണ്
451,Erde::N,mueltie,മണ്ണ്
452,Erde::N,ednam,മണ്ണ്
453,Erde::N,mållde,മണ്ണ്
454,Erde::N,eana,മണ്ണ്
455,Erde::N,eennâm,മണ്ണ്
456,Erde::N,mädd,മണ്ണ്
457,Erde::N,jânnam,മണ്ണ്
458,Erde::N,е̄ммьне,മണ്ണ്
459,Staub::N,heblie,പൊടി
460,Staub::N,tsumhtsie,പൊടി
461,Staub::N,dubme,പൊടി
462,Staub::N,dopmu,പൊടി
463,Staub::N,kovjâ,പൊടി
464,Staub::N,põõ´l,പൊടി
465,Staub::N,кэ̄ббьй,പൊടി
466,Rauch::N,soeve,പുക
467,Rauch::N,suovva,പുക
468,Rauch::N,suovva,പുക
469,Rauch::N,suoṿâ,പുക
470,Rauch::N,suõvv,പുക
471,Rauch::N,сӯвв,പുക
472,Funke::N,naestie,തീപ്പൊരി
473,Funke::N,tjuonam,തീപ്പൊരി
474,Funke::N,čuotnan,തീപ്പൊരി
475,Funke::N,čuođâlm,തീപ്പൊരി
476,Funke::N,iiskâr,തീപ്പൊരി
477,Funke::N,čuõzzâm,തീപ്പൊരി
478,Funke::N,чӯссэм,തീപ്പൊരി
479,Feuer::N,dålle,തീ
480,Feuer::N,dållå,തീ
481,Feuer::N,dolla,തീ
482,Feuer::N,tullâ,തീ
483,Feuer::N,toll,തീ
484,Feuer::N,то̄лл,തീ
485,Licht::N,tjoevke,വിളക്ക്
486,Licht::N,tjoevke,സൂര്യപ്രകാശം
487,Licht::N,tjuovgga,വിളക്ക്
488,Licht::N,tjuovgga,സൂര്യപ്രകാശം
489,Licht::N,čuovga,വിളക്ക്
490,Licht::N,čuovga,സൂര്യപ്രകാശം
491,Licht::N,čuovggas,വിളക്ക്
492,Licht::N,čuovggas,സൂര്യപ്രകാശം
493,Licht::N,čuoṿâ,വിളക്ക്
494,Licht::N,čuoṿâ,സൂര്യപ്രകാശം
495,Licht::N,toll,വിളക്ക്
496,Licht::N,toll,സൂര്യപ്രകാശം
497,Licht::N,čuõvv,വിളക്ക്
498,Licht::N,čuõvv,സൂര്യപ്രകാശം
499,Licht::N,то̄лл,വിളക്ക്
500,Licht::N,то̄лл,സൂര്യപ്രകാശം
501,Schatten::N,skugkie,തണൽ
502,Schatten::N,soejvene,തണൽ
503,Schatten::N,irkes,തണൽ
504,Schatten::N,sieges,തണൽ
505,Schatten::N,itku,തണൽ
506,Schatten::N,suoivâ,തണൽ
507,Schatten::N,õõtt,തണൽ
508,Schatten::N,ǩeeu´niǩ,തണൽ
509,Schatten::N,кывьнэхь,തണൽ
510,Wetter::N,vïerhtse,കാലാവസ്ഥ
511,Wetter::N,dálkke,കാലാവസ്ഥ
512,Wetter::N,dálki,കാലാവസ്ഥ
513,Wetter::N,šoŋŋâ,കാലാവസ്ഥ
514,Wetter::N,šõŋŋ,കാലാവസ്ഥ
515,Wetter::N,шэ̄ӈӈ,കാലാവസ്ഥ
516,Nebel::N,såavla,മൂടൽമഞ്ഞ്
517,Nebel::N,mearhka,മൂടൽമഞ്ഞ്
518,Nebel::N,murkko,മൂടൽമഞ്ഞ്
519,Nebel::N,mierkká,മൂടൽമഞ്ഞ്
520,Nebel::N,mierká,മൂടൽമഞ്ഞ്
521,Nebel::N,miär'kká,മൂടൽമഞ്ഞ്
522,Nebel::N,oṃo,മൂടൽമഞ്ഞ്
523,Nebel::N,sue´lnn,മൂടൽമഞ്ഞ്
524,Nebel::N,цӣгк,മൂടൽമഞ്ഞ്
525,Nebel::N,сулльн,മൂടൽമഞ്ഞ്
526,Wolke::N,balve,മേഘം
527,Wolke::N,balvva,മേഘം
528,Wolke::N,balva,മേഘം
529,Wolke::N,polvâ,മേഘം
530,Wolke::N,põlvv,മേഘം
531,Wolke::N,пэллв,മേഘം
532,Regen::N,ebrie,മഴ
533,Regen::N,harvve,മഴ
534,Regen::N,arvi,മഴ
535,Regen::N,arve,മഴ
536,Regen::N,â´brr,മഴ
537,Regen::N,аббьр,മഴ
538,Schnee::N,lopme,മഞ്ഞ്
539,Schnee::N,moehtege,മഞ്ഞ്
540,Schnee::N,muohta,മഞ്ഞ്
541,Schnee::N,muohta,മഞ്ഞ്
542,Schnee::N,muotâ,മഞ്ഞ്
543,Schnee::N,muõtt,മഞ്ഞ്
544,Schnee::N,вэ̄дз,മഞ്ഞ്
545,Schnee::N,куэллт,മഞ്ഞ്
546,Eis::N,jïenge,ഐസ്
547,Eis::N,jiegŋa,ഐസ്
548,Eis::N,jiekŋa,ഐസ്
549,Eis::N,jieŋ̣â,ഐസ്
550,Eis::N,jiõŋŋ,ഐസ്
551,Eis::N,ӣӈӈ,ഐസ്
552,Frost::N,baajkoe,മൂടൽമഞ്ഞ്
553,Frost::N,tjoasskem,മൂടൽമഞ്ഞ്
554,Frost::N,buolaš,മൂടൽമഞ്ഞ്
555,Frost::N,puolâš,മൂടൽമഞ്ഞ്
556,Frost::N,puõlâš,മൂടൽമഞ്ഞ്
557,Frost::N,мӯнь,മൂടൽമഞ്ഞ്
558,Kälte::N,jueskie,തണുപ്പ്
559,Kälte::N,tjåetskeme,തണുപ്പ്
560,Kälte::N,tjoasskem,തണുപ്പ്
561,Kälte::N,čoaskin,തണുപ്പ്
562,Kälte::N,ko'lmâsvuotâ,തണുപ്പ്
563,Kälte::N,ijss,തണുപ്പ്
564,Kälte::N,čuä´cǩǩem,തണുപ്പ്
565,Kälte::N,tuârggnjõs,തണുപ്പ്
566,Kälte::N,кэ̄лмас,തണുപ്പ്
567,Hitze::N,baahke,ചൂട്
568,Hitze::N,báhkka,ചൂട്
569,Hitze::N,báhkka,ചൂട്
570,Hitze::N,pakkâ,ചൂട്
571,Hitze::N,kuṃe,ചൂട്
572,Hitze::N,paašt,ചൂട്
573,Hitze::N,жоарр,ചൂട്
574,Raureif::N,jyjse,കോടമഞ്ഞ്
575,Raureif::N,ridne,കോടമഞ്ഞ്
576,Raureif::N,goarre,കോടമഞ്ഞ്
577,Raureif::N,ritni,കോടമഞ്ഞ്
578,Raureif::N,suhči,കോടമഞ്ഞ്
579,Raureif::N,riṇe,കോടമഞ്ഞ്
580,Raureif::N,ай,കോടമഞ്ഞ്
581,Regenbogen::N,aatjan goengere,മഴവില്ല്
582,Regenbogen::N,aatjan joekse,മഴവില്ല്
583,Regenbogen::N,ádjájuoksa,മഴവില്ല്
584,Regenbogen::N,arvedávgi,മഴവില്ല്
585,Regenbogen::N,bajándávgi,മഴവില്ല്
586,Regenbogen::N,äijihtävgi,മഴവില്ല്
587,Regenbogen::N,teârmmazjohss,മഴവില്ല്
588,Regenbogen::N,тӣрмесью̄ккс,മഴവില്ല്
589,Donner::N,raejrie,ഇടി
590,Donner::N,átjek,ഇടി
591,Donner::N,átjárájdde,ഇടി
592,Donner::N,áddjá,ഇടി
593,Donner::N,baján,ഇടി
594,Donner::N,juuṛâ,ഇടി
595,Donner::N,tie´rmes,ഇടി
596,Donner::N,тӣрмесь,ഇടി
597,Donner::N,ча̄ркнэгк,ഇടി
598,Strömung::N,njuvvie,പ്രവാഹം
599,Strömung::N,ájggedáhpe,പ്രവാഹം
600,Strömung::N,rávdnji,പ്രവാഹം
601,Strömung::N,virde,പ്രവാഹം
