,Concept_ID,lez,bn
68,Stein::N,къван,প্রস্তর
69,Boden::N,накьв,ভূতল
70,Erde::N,ччил,ভূমি
71,Staub::N,руг,ধুলা
72,Rauch::N,гум,ধোঁয়া
73,Funke::N,цӏелхем,স্ফুলিঙ্গ
74,Feuer::N,цӏай,অগ্নি
75,Licht::N,экв,আলো
76,Schatten::N,серин,ছায়া
77,Wetter::N,гьава,আবহাওয়া
78,Nebel::N,ччилин циф,কুহেলিকা
79,Wolke::N,циф,মেঘ
80,Regen::N,марф,বৃষ্টি
81,Schnee::N,жив,তুষার
82,Eis::N,мурк,বরফ
83,Frost::N,аяз,তুষার
84,Kälte::N,мекь,শৈত্য
85,Kälte::N,мекьивал,শৈত্য
86,Hitze::N,зегьем,তাপ
87,Raureif::N,къирав,তুহিন
88,Regenbogen::N,яргъируш,রামধনু
89,Donner::N,цавун ван,বজ্রধ্বনি
90,Tropfen::N,стӏал,ফোঁটা
91,Schaum::N,каф,ফেনা
92,Schmutz::N,чирк,ধুলা
93,Schmutz::N,кьуруш,ধুলা
94,See::N,вир,হ্রদ
95,Sumpf::N,уьлен,জলা
96,Wiese::N,векь,তৃণভূমি
97,Wald::N,там,বন
98,Hügel::N,кӏунтӏ,পাহাড়
99,Anhöhe::N,тепе,টিলা
100,Anhöhe::N,гьуьндуьрвал,টিলা
101,Berg::N,дагъ,পর্বত
102,Gipfel::N,кӏукӏ,শীর্ষ
103,Höhle::N,кьветӏ,গুহা
104,Abhang::N,гуьне,ঢাল
105,Quelle::N,чешме,উৎস
106,Bach::N,булах,ক্ষুদ্র নদী
107,Fluss::N,вацӏ,নদী
108,Ufer::N,къерех,উপকূল
109,Küste::N,къерех,তীর
110,Festland::N,кьурамат,ভূমি
111,Meer::N,гьуьл,সমুদ্র
112,Bucht::N,бухта,উপসাগর
113,Insel::N,остров,দ্বীপ
114,Blume::N,цуьк,ফুল
115,Gras::N,хъач,ঘাস
116,Wurzel::N,дувул,শিকড়
117,Baum::N,ттар,গাছ
118,Stamm::N,тан,স্কন্ধ
119,Rinde::N,чкал,বল্কল
120,Ast::N,тӏур,শাখা
121,Zweig::N,хел,ডাল
122,Blatt::N,пеш,পর্ণ
123,Birke::N,верх,ভুর্জ
124,Kiefer[Baum]::N,шамагъаж,পাইন গাছ
125,Weide[Baum]::N,цӏвелин ттар,উইলো
126,Tanne::N,ель,দেবদারূ গাছ
127,Horn::N,карч,শিং
128,Feder::N,цӏакул,পালক
129,Fell::N,хам,রোম
130,Flügel::N,лув,ডানা
131,Klaue::N,къармах,নখর
132,Kralle::N,пац,নখর
133,Kralle::N,тапас,নখর
134,Schwanz::N,ттум,লেজ
135,Ei::N,кака,ডিম
136,Nest::N,муг,কুলায়
137,Bau::N,тӏеквен,ডেরা
138,Tier::N,гьайван,জন্তু
139,Herde::N,суьруь,ঝাঁক
140,Kuh::N,ккал,গোরু
141,Bulle::N,яц,বৃষ
142,Bulle::N,бугъа,বৃষ
143,Pferd::N,балкӏан,ঘোড়া
144,Schaf::N,хеб,ভেড়া
145,Schwein::N,вак,শূকর
146,Hund::N,кицӏ,কুকুর
147,Katze::N,кац,বেড়াল
148,Bär::N,сев,ভল্লুক
149,Eichhörnchen::N,белка,কাঠবিড়াল
150,Elch::N,лось,হরিণবিশেষ
151,Fuchs::N,сикӏ,পাঁতিশিয়াল
152,Hase::N,къуьр,শশক
153,Maus::N,кьиф,নেংটি ইঁদুর
154,Wolf::N,жанавур,নেকড়ে
155,Vogel::N,луван ничхир,পক্ষী
156,Schwarm::N,луж,ঝাঁক
157,Huhn::N,верч,মোরগ
158,Hahn::N,кӏек,কুক্কুট
159,Gans::N,къаз,হংসী
160,Adler::N,лекь,ইগল
161,Ente::N,пӏатӏ,হংসী
162,Eule::N,тӏиб,পেচক
163,Kranich::N,дурна,সারস
164,Krähe::N,къаргъа,কাক
165,Kuckuck::N,кукупӏ,কোকিল
166,Schwan::N,къугь,মরাল
167,Fisch::N,гъед,মাছ
168,Barsch::N,окунь,মৎন্যবিশেষ
169,Hecht::N,щука,বানমাছ
170,Schlange[Tier]::N,илан,সর্প
171,Schlange[Tier]::N,гъуьлягъ,সর্প
172,Wurm::N,квак,কীট
173,Spinne::N,хуьшрекан,মাকড়সা
174,Ameise::N,цегв,পিপীলিকা
175,Laus::N,нет,উকুন
176,Mücke::N,ветӏ,মশা
177,Fliege::N,тӏветӏ,মাছি
178,Schmetterling::N,чепелукь,প্রজাপতি
179,Beere::N,куьлуь емиш,বেরি
180,Apfel::N,ич,আপেল
181,Pilz::N,къарникъуз,ছত্রক
182,Zwiebel::N,чичӏек,পিয়াজ
183,Saat::N,тумар,বীজ
184,Korn::N,твар,শস্য
185,Heu::N,векь,খড়
186,Heu::N,векьер,খড়
187,Schale::N,пириш,খোসা
188,Schale::N,хъуьруьш,খোসা
189,Grube::N,фур,গর্ত
190,Falle::N,ракьар,ফাঁদ
191,Schlinge::N,гьалкъа,পাশ
192,Spur::N,гел,চিহ্ন
193,Asche::N,руьхъ,ভস্ম
194,Dreck::N,чирк,ময়লা
195,Dreck::N,кьуруш,ময়লা
196,Eisen::N,ракь,লোহা
197,Gold::N,алтун,স্বর্ণ
198,Silber::N,гимиш,রৌপ্য
199,Kohle::N,цӏивин,অঙ্গার
200,Glas::N,шуьше,কাচ
201,Lehm::N,ччеб,মৃত্তিকা
202,Sand::N,къум,বালি
203,Mensch::N,инсан,নর
204,Mensch::N,инсан,মানুষ
205,Mann::N,итим,মানুষ
206,Frau::N,паб,নারী
207,Frau::N,дишегьли,নারী
208,Kind::N,аял,বাচ্চা
209,Junge::N,гада,ছেলে
210,Mädchen::N,руш,মেয়ে
211,Familie::N,хзан,পরিবার
212,Familie::N,килфет,পরিবার
213,Großvater::N,чӏехи буба,মাতামহ
214,Großmutter::N,чӏехи диде,মাতামহী
215,Eltern::N,диде-буба,মাতাপিতা
216,Vater::N,буба,পিতা
217,Mutter::N,диде,মাতা
218,Sohn::N,хва,ছেলে
219,Tochter::N,руш,মেয়ে
220,Bruder::N,стха,দাদা
221,Schwester::N,вах,বোন
222,Schwester::N,вах,দিদি
223,Onkel::N,ими,মামা
224,Onkel::N,халу,মামা
225,Tante::N,эме,মাসী
226,Tante::N,хала,মাসী
227,Ehemann::N,гъуьл,স্বামী
228,Ehefrau::N,паб,পত্নী
229,Freude::N,шадвал,উল্লাস
230,Gelächter::N,хъвер,হাসি
231,Glück::N,бахт,সুখ
232,Kummer::N,дерт,দুঃখ
233,Kummer::N,хажалат,দুঃখ
234,Wunsch::N,мурад,আকাঙ্ক্ষা
235,Lust::N,гьевес,বাসনা
236,Geist::N,руьгь,আত্না
237,Gedanke::N,фикир,চিন্তা
238,Verstand::N,акьул,মন
239,Sinn::N,мана,পদার্থ
240,Grund::N,себеб,কারণ
241,Wahrheit::N,керчек,সত্য
242,Wahrheit::N,гьакъикъат,সত্য
243,Gespräch::N,ихтилат,কথাবার্তা
244,Märchen::N,мах,রূপকথা
245,Erzählung::N,кьиса,গল্প
246,Nachricht::N,хабар,তথ্য
247,Neuigkeit::N,цӏийи хабар,খবরাখবর
248,Name::N,тӏвар,নাম
249,Rätsel::N,мискӏал,ধাঁধা
250,Rede::N,рахун,বক্তৃতা
251,Sprache::N,чӏал,ভাষা
252,Stimme::N,ван,স্বর
253,Wort::N,гаф,শব্দ
254,Zeichen::N,ишара,প্রতীক
255,Ruf::N,эвер,ডাক
256,Lärm::N,ван-сес,হৈচৈ
257,Laut::N,ван,ধ্বনি
258,Laut::N,сес,ধ্বনি
259,Ton::N,ван-сес,স্বর
260,Lied::N,мани,গান
261,Ruhe::N,ласвал,শান্তি
262,Ruhe::N,фаракъат,শান্তি
263,Ruhe::N,асайиш,শান্তি
264,Leute::N,инсанар,প্রজাপুঞ্জ
265,Volk::N,халкь,জাতি
266,Arbeit::N,кӏвалах,চাকরি
267,Gast::N,мугьман,অতিথি
268,Geschenk::N,савкьат,উপহার
269,Spiel::N,къугъун,খেলা
270,Gesellschaft::N,жемят,সঙ্গিগণ
271,Gesellschaft::N,общество,সঙ্গিগণ
272,Hilfe::N,куьмек,সাহায্য
273,Freund::N,дуст,বন্ধু
274,Kamerad::N,яр-дуст,সঙ্গী
275,Angelegenheit::N,кар,বিষয়
276,Anzahl::N,сан,পরিমাণ
277,Anzahl::N,кьадар,পরিমাণ
278,Art::N,жуьре,রকম
279,Stück::N,кӏус,টুকরো
280,Teil::N,пай,অংশ
281,Hälfte::N,зур,অর্ধেক
282,Hälfte::N,зур пай,অর্ধেক
283,Kreis::N,круг,বৃত্ত
284,Kreis::N,чкаяр,বৃত্ত
285,Kreis::N,элкъвей цӏар,বৃত্ত
286,Kreuz::N,хаш,ক্রুশ
287,Linie::N,цӏар,রেখা
288,Strich::N,цӏар,কষি
289,Abstand::N,ара,ফাঁক
290,Entfernung::N,мензил,ব্যবধান
291,Gegend::N,чка,ক্ষেত্র
292,Platz::N,ара,জায়গা
293,Ort::N,чка,স্থান
294,Seite::N,пад,পার্শ্ব
295,Mitte::N,юкь,মধ্য
296,Gegenstand::N,затӏ,জিনিস
297,Sache::N,шей,বস্তু
298,Sache::N,затӏ,বস্তু
299,Rand::N,къерех,কানা
300,Kante::N,син,ধার
301,Ecke::N,пӏипӏ,কোণ
302,Spitze::N,кӏвенкӏв,ডগা
303,Ende::N,кьил,প্রান্ত
304,Loch::N,тӏеквен,গর্ত
305,Winkel::N,пӏипӏ,কোণ
306,Muster::N,гишир,নমুন্
307,Größe::N,кьадар,আয়তন
308,Länge::N,яргъивал,দৈর্ঘ্য
309,Höhe::N,кьакьанвал,উচ্চতা
310,Gewicht::N,заланвал,ওজন
311,Menge::N,кьадар,পরিমাণ
312,Haufen::N,хара,পুঞ্জ
313,Reihe::N,жерге,শ্রেণী
314,Boot::N,луьткве,নৌকা
315,Ruder::N,кьусу,দাঁড়
316,Schlitten::N,гъелерар,স্নেজ্-গাড়ি
317,Lagerfeuer::N,цӏай,অগ্নি
318,Last::N,заланвал,বোঝা
319,Gang::N,ериш,হণ্টন
320,Schritt::N,къадам,পদ
321,Norden::N,кефер,উত্তরদিক্
322,Norden::N,кефер пад,উত্তরদিক্
323,Süden::N,кьибле,দক্ষিণদিক
324,Westen::N,рагъакӏидай пад,পশ্চিমদিক্
325,Osten::N,рагъэкъечӏдай пад,পূর্বদিক
326,Holz::N,кӏарас,কাঠ
327,Brett::N,кьул,তক্তা
328,Brett::N,тахта,তক্তা
329,Stütze::N,даях,নাগদণ্ড
330,Stange::N,юрк,দণ্ড
331,Stock::N,лаш,ছড়ি
332,Stab::N,юрк,যষ্টি
333,Rohr::N,турба,নল
334,Haus::N,ужагъ,ঘর
335,Heim::N,кӏвал,বাসা
336,Ofen::N,пич,স্টোভ্
337,Fußboden::N,кӏвалин ччил,গহতল
338,Tisch::N,стол,মেজ
339,Tisch::N,стол,টেবিল
340,Stuhl::N,стул,চেয়ার
341,Stuhl::N,стул,কেদারা
342,Wiege::N,кьеб,দোলনা
343,Bett::N,тахт,শয্যা
344,Regal::N,кьацӏ,তাক
345,Kiste::N,ящик,বাক্স
346,Fenster::N,дакӏар,জানালা
347,Tür::N,рак,দ্বার
348,Tor::N,варар,দ্বার
349,Zaun::N,пару,বেড়া
350,Dach::N,къав,ছাদ
351,Leiter::N,гурар,মই
352,Besen::N,таран кул,গুল্মবিশেষ
353,Spaten::N,ппер,কোদাল
354,Schaufel::N,хекендаз,বেলচা
355,Gabel::N,шиш,কাঁটা
356,Löffel::N,тӏур,চামচ
357,Messer::N,чукӏул,ছুরি
358,Nagel::N,мих,পেরেক
359,Netz::N,чил,জাল
360,Haken::N,къармах,কাচি
361,Griff::N,ттум,হাতল
362,Schloss::N,куьлег,তালা
363,Bild::N,шикил,ছবি
364,Bild::N,шикил,চিত্র
365,Bild::N,суьрет,ছবি
366,Bild::N,суьрет,চিত্র
367,Figur::N,фигура,আকার
368,Puppe::N,нини,পুতুল
369,Beutel::N,тагъар,বটুয়া
370,Bündel::N,галгам,আঁটি
371,Tasche::N,чанта,থলি
372,Eimer::N,ведре,বাল্তি
373,Deckel::N,кьил,আবরণ
374,Deckel::N,къалпагъ,আবরণ
375,Geschirr::N,къаб-къажах,থালা-বাসন
376,Sack::N,чувал,বস্তা
377,Tasse::N,сукӏра,কাপ
378,Topf::N,къажгъан,পাত্র
379,Kessel::N,къажгъан,কেটলি
380,Essen::N,тӏуьн,আহার
381,Nahrung::N,тӏуьн,খাদ্য
382,Speise::N,хуьрек,খাদ্য
383,Fleisch::N,як,মাংস
384,Getreide::N,техил,শস্য
385,Brei::N,хапӏа,মণ্ড
386,Brei::N,хешил,মণ্ড
387,Brot::N,фу,রুটি
388,Scheibe::N,чӏук,ফালি
389,Fett::N,ягълу,মেদ
390,Butter::N,гъери,মাখন
391,Öl::N,ягълу,তৈল
392,Salz::N,кьел,নুন
393,Suppe::N,суп,শুরুয়া
394,Suppe::N,шурпа,শুরুয়া
395,Honig::N,вирт,মধু
396,Milch::N,нек,দুধ
397,Tee::N,чай,চা
398,Leder::N,тумаж,পাকা চামড়া
399,Wolle::N,йис,পশম
400,Stoff::N,парча,বস্ত্র
401,Nadel::N,раб,সুচ
402,Faden::N,гъал,সূত্র
403,Knopf::N,дуьгме,বোতাম
404,Knoten::N,тӏвал,গিঁট
405,Farbe::N,ранг,রং
406,Kleidung::N,партал,কাপড়
407,Hemd::N,перем,শার্ট
408,Kragen::N,хев,গলবন্ধ
409,Ärmel::N,хел,আস্তিন্
410,Hose::N,шалвар,ট্রাউজার
411,Gürtel::N,чӏул,কটিবন্ধ
412,Mütze::N,бармак,টুপি
413,Mütze::N,бапӏах,টুপি
414,Schuh::N,ботинка,জুতো
415,Stiefel::N,чекме,বুট
416,Ring::N,тупӏал,আংটি
417,Band::N,тасма,ফিতা
418,Kamm::N,регъ,চিরুনি
419,Spiegel::N,гуьзгуь,আয়না
420,Riemen::N,къайиш,চাবুক
421,Schnur::N,еб,দড়ি
422,Decke::N,яргъан,কম্বল
423,Kissen::N,хъуьцуьган,উপাধান
424,Tuch::N,шал,বস্ত্র
425,Handtuch::N,дасмал,তোয়ালে
426,Kraft::N,гуж,জোর
427,Stärke::N,къуват,শক্তি
428,Gesundheit::N,сагъвал,স্বাস্থ্য
429,Krankheit::N,тӏал,অসুখ
430,Krankheit::N,тӏал,ব্যামো
431,Schmerz::N,тӏал,যন্ত্রণা
432,Schmerz::N,тӏарвал,যন্ত্রণা
433,Wunde::N,хер,ক্ষত
434,Fieber::N,ифин,জ্বর
435,Arznei::N,дарман,ঔষধ
436,Brücke::N,муьгъ,সেতু
437,Brunnen::N,къуй,কূপ
438,Weide::N,уьруьш,পশুচারণভূমি
439,Pfad::N,рехъ,পথ
440,Weg::N,рехъ,পথ
441,Straße::N,рехъ,রাস্তা
442,Dorf::N,хуьр,গ্রাম
443,Stadt::N,шегьер,শহর
444,Brief::N,кагъаз,চিঠি
445,Buch::N,улуб,বই
446,Buchstabe::N,гьарф,অক্ষর
447,Zeitung::N,газета,সংবাদপত্র
448,Leben::N,уьмуьр,জীবন
449,Tod::N,кьиникь,মৃত্যু
450,Grab::N,сур,কবর
451,Kirche::N,килиса,গির্জা
452,Sünde::N,гунагь,পাপ
453,Gott::N,аллагь,দেবতা
454,Arbeiter::N,фяле,শ্রমিক
455,Chef::N,гьаким,নেতা
456,Meister::N,устӏар,ব্যক্তি
457,Arzt::N,доктор,চিকিৎসক
458,Lehrer::N,муаллим,অধ্যাপক
459,Geld::N,пул,মুদ্রা
460,Geld::N,пул,টাকাপয়সা
461,Laden::N,магазин,দোকান
462,Preis::N,къимет,মূল্য
463,Ware::N,мал,পণ্যদ্রব্য
464,Ware::N,товар,পণ্যদ্রব্য
465,Nutzen::N,хийир,সুবিধা
466,Nutzen::N,менфят,সুবিধা
467,Reichtum::N,девлет,ধনদৌলত
468,Welt::N,дуьнья,জগৎ
469,Land::N,уьлкве,খেত
470,Staat::N,пачагьлугъ,রাষ্ট্র
471,Staat::N,государство,রাষ্ট্র
472,König::N,пачагь,রাজা
473,Macht::N,власть,প্রভাব
474,Grenze::N,сергьят,সীমা
475,Krieg::N,дяве,যুদ্ধ
476,Feind::N,душман,শত্রু
477,Gewalt::N,гуж,জোর
478,Kampf::N,женг,লড়াই
479,Bogen[Waffe]::N,чӏемерук,ধনুক
480,Pfeil::N,хьел,বাণ
481,Gewehr::N,тфенг,বন্দুক
482,Fehler::N,гъалатӏ,ভুল
483,Lüge::N,ттаб,মিথ্যা
484,Schaden::N,зиян,ক্ষতি
485,Schaden::N,зарар,ক্ষতি
486,Unglück::N,бала,দুর্ভাগ্য
487,Unglück::N,бедбахтвал,দুর্ভাগ্য
488,Schuld::N,тахсир,অপরাধ
489,Alter::N,яш,আয়ু
490,Schluss::N,эхир,শেষ
491,Zeit::N,вяде,সময়
492,Tag::N,югъ,দিন
493,Morgen::N,пакама,সকাল
494,Mittag::N,нисин,মধ্যাহু
495,Abend::N,няни,সন্ধ্যা
496,Nacht::N,йиф,রাত্রি
497,Woche::N,гьафте,সপ্তাহ
498,Monat::N,варз,মাস
499,Jahr::N,йис,সৌরবর্ষ
500,Frühling::N,гатфар,বসন্তকাল
501,Sommer::N,гад,গ্রীষ্মকাল
502,Herbst::N,зул,শরংঋতু
503,Winter::N,кьуьд,শীতকাল
504,Januar::N,январь,জানুয়ারী
505,Februar::N,февраль,ফেব্রুয়ারী
506,März::N,март,মার্চ
507,April::N,апрель,এপ্রিল
508,Mai::N,май,মে
509,Juni::N,июнь,জুন
510,Juli::N,июль,জুলাই
511,August::N,август,অগাস্ট
512,September::N,сентябрь,সেপ্টেম্বর
513,Oktober::N,октябрь,অক্টোবর
514,November::N,ноябрь,নভেম্বর
515,Dezember::N,декабрь,ডিসেম্বর
516,Montag::N,ислен,সোমবার
517,Dienstag::N,саласа,মঙ্গলবার
518,Mittwoch::N,арбе,বুধবার
519,Donnerstag::N,хемис югъ,বৃহম্পতিবার
520,Freitag::N,жуьмя,শুক্রবার
521,Freitag::N,жуьмя югъ,শুক্রবার
522,Samstag::N,киш,শনিবার
523,Sonntag::N,гьяд,রবিবার
524,groß::A,еке,বৃহৎ
525,groß::A,чӏехи,বৃহৎ
526,klein::A,гъвечӏи,ছোট
527,lang::A,яргъи,দীর্ঘ
528,kurz::A,куьруь,খর্ব
529,kurz::A,куьруь,হ্রস্ব
530,breit::A,гьяркьуь,চওড়া
531,schmal::A,гуьтӏуь,সরু
532,dicht::A,къалин,ঘন
533,dünn::A,кьелечӏ,কৃশ
534,fein::A,шуькӏуь,সূক্ষ্ম
535,fest::A,кӏеви,দৃঢ়
536,flach::A,кьулу,সমতল
537,glatt::A,цӏалцӏам,মসৃণ
538,hart::A,кӏеви,শক্ত
539,weich::A,хъуьтуьл,নরম
540,rund::A,элкъвей,গোলাকার
541,spitz::A,хци,তীক্ষ্ন
542,scharf::A,хци,শাণিত
543,stumpf::A,къуьруь,ভোঁতা
544,schwer::A,залан,ভারী
545,schön::A,иер,সুন্দর
546,heiß::A,кудай,গরম
547,warm::A,чими,ঈষদুষ্ণ
548,kalt::A,мекьи,ঠাণ্ডা
549,kühl::A,къайи,শীতল
550,frisch::A,таза,তাজা
551,frisch::A,михьи,তাজা
552,feucht::A,ламу,ভিজা
553,nass::A,кьежей,ভিজা
554,trocken::A,кьуру,শুষ্ক
555,voll::A,ацӏай,পূর্ণ
556,leer::A,буш,খালি
557,leer::A,ичӏи,খালি
558,offen::A,ахъа,খোলা
559,geschlossen::A,кӏеви,বন্ধ
560,sauber::A,михьи,নির্মল
561,schmutzig::A,чиркин,নোংরা
562,schmutzig::A,кьацӏай,নোংরা
563,roh::A,чиг,কাঁচা
564,roh::A,ицӏи,কাঁচা
565,reif::A,дигмиш хьайи,পাকা
566,lecker::A,дадлу,সুস্বাদ
567,süß::A,ширин,মিষ্ট
568,bitter::A,туькьуьл,তিক্ত
569,sauer::A,цуру,টক
570,hell::A,экуь,উজ্জ্বল
571,dunkel::A,мичӏи,অন্ধকারময়
572,schwarz::A,чӏулав,কালো
573,weiß::A,лацу,সাদা
574,rot::A,яру,লাল
575,gelb::A,хъипи,হলদে
576,blau::A,вили,নীল
577,grün::A,къацу,সবুজ
578,grau::A,рехи,ছাই-রঙা
579,bunt::A,цӏару,রঙিন
580,bunt::A,яру-цӏару,রঙিন
581,billig::A,ужуз,সস্তা
582,teuer::A,багьа,আক্রা
583,wertvoll::A,масан,মহার্ঘ
584,blind::A,буьркьуь,কানা
585,taub::A,биши,বধির
586,kräftig::A,гужлу,বিশাল
587,stark::A,къуватлу,শক্তিশালী
588,schwach::A,такьатсуз,দুর্বল
589,fett::A,куьк,মোটা
590,schlank::A,шумал,কৃশ
591,hübsch::A,гуьрчег,সুন্দর
592,böse::A,пис,খারাপ
593,dumm::A,ахмакь,মূর্খ
594,faul::A,тенпел,শ্রমবিমুখ
595,fleißig::A,сяй ийидай,পরিশ্রমী
596,fleißig::A,сяйи ийидай,পরিশ্রমী
597,geizig::A,мискьи,ব্যয়কুণ্ঠ
598,klug::A,акьуллу,দক্ষ
599,geschickt::A,магьир,পটু
600,lieb::A,играми,প্রেয়
601,lustig::A,шад,প্রফুল্ল
602,sanft::A,назик,নম্র
603,sanft::A,милайим,নম্র
604,hungrig::A,гишин,ক্ষুধার্ত
605,krank::A,кефсуз,অসুস্থ
606,nackt::A,кьецӏил,উলঙ্গ
607,traurig::A,пашман,দুঃখিত
608,lebendig::A,ччан алай,জীবিত
609,gut::A,хъсан,ভালো
610,gut::A,вижевай,ভালো
611,schlecht::A,пис,মন্দ
612,richtig::A,дуьз,ঠিক
613,schlimm::A,нифретлу,কদর্য
614,wahr::A,гьакъикъи,বাস্তব
615,alt::A,эски,পুরাতন
616,alt::A,куьгьне,পুরাতন
617,neu::A,цӏийи,নব
618,neu::A,цӏийи,নূতন
619,ehemalig::A,виликан,পূর্বকালীন
620,alt[Lebewesen]::A,кьуьзуь,বৃদ্ধ
621,jung::A,жегьил,তরুণ
622,arm::A,кесиб,ক্ষুদ্র
623,reich::A,девлетлу,ধনবান্
624,bekannt::A,чидай,সুপরিচিত
625,berühmt::A,машгьур,বিখ্যাত
626,fremd::A,ччара,বিদেশি
627,verschieden::A,жуьреба-жуьре,বিসদৃশ
628,nah::A,мукьвал,নিকটবতী
629,fern::A,яргъал,দুরবতী
630,linker::A,чапла,বাম
631,rechter::A,эрчӏи,ডান
632,rechter::A,эрчӏи,ডাইন
633,anderer::A,маса,অন্যতর
634,anderer::A,муькуь,অন্যতর
635,erster::A,сад лагьай,প্রথম
636,zweiter::A,кьвед лагьай,দ্বিতীয়
637,dritter::A,пуд лагьай,তৃতীয়
638,letzter::A,эхиримжи,সর্বশেষ
639,allein::ADV,кьилди,একক
640,zusammen::ADV,санал,একসঙ্গে
641,lange::ADV,яргъалди,লম্বা
642,plötzlich::ADV,садлагьана,হঠাৎ
643,sofort::ADV,гьасятда,মুহ্ণর্তমধ্যে
644,später::ADV,гуьгъуьнлай,পশ্চাতে
645,jetzt::ADV,гила,এখন
646,heute::ADV,къе,আজ
647,morgen::ADV,пака,আগামিকাল
648,bald::ADV,мукьва,অস্পকালমধ্যে
649,bald::ADV,мукьвара,অস্পকালমধ্যে
650,dann::ADV,ахпа,তখন
651,gestern::ADV,накь,গতকাল
652,einst::ADV,садра,একবার মাত্র
653,damals::ADV,а чӏавуз,তখন
654,danach::ADV,ахпа,পরে
655,vorher::ADV,вилик,আগে
656,zuerst::ADV,сифте,আগে
657,einmal::ADV,садра,একবার
658,manchmal::ADV,гагь-гагь,কখনও কখনও
659,oft::ADV,гзаф вахтара,ঘনঘন
660,immer::ADV,гьамиша,সর্বদা
661,niemals::ADV,са чӏавузни,কখলও নহে
662,niemals::ADV,са вахтундани,কখলও নহে
663,hier::ADV,ина,এখানে
664,hierhin::ADV,иниз,এখানে
665,von hier::ADV,инай,ত্রই স্তান হইতে
666,dort::ADV,ана,ওখানে
667,dorthin::ADV,аниз,ওখানে
668,geradeaus::ADV,дуьз,অগ্রগামী
669,vorwärts::ADV,вилик,সন্মুখিকে
670,vorwärts::ADV,виликди,সন্মুখিকে
671,rückwärts::ADV,кьулухъ,খিরিয়া
672,unten::ADV,агъада,নীচে
673,hinab::ADV,агъуз,নিম্নগামী
674,oben::ADV,винел,উপরে
675,hinauf::ADV,виниз,উচ্চতর অংশে
676,überall::ADV,вирина,সর্বত্র
677,nicht::ADV,ваъ,না
678,ein wenig::ADV,са тӏимил,অল্প
679,kaum::ADV,жизви,কষ্টসহকাবে
680,sehr::ADV,лап,খুব
681,so::ADV,икӏ,তত
682,noch::ADV,гьеле,এখন পর্যস্ত
683,nur::ADV,анжах,শুধু
684,schon::ADV,хъувуна,ইতঃপুর্বে
685,schon::ADV,мадни дардиз,ইতঃপুর্বে
686,schon::ADV,мадни гуьтӏуьз,ইতঃপুর্বে
687,schon::ADV,мадни гуьтӏуь я,ইতঃপুর্বে
688,vergebens::ADV,нагьакь,বিফলে
689,vergebens::ADV,нагьакьа,বিফলে
