,Concept_ID,xal,te
676,dort::ADV,тенд,అక్కడ
677,dorthin::ADV,тиигән,అక్కడికి
678,geradeaus::ADV,шуд,సూటిగా
679,vorwärts::ADV,уралан,ముందుకు
680,rückwärts::ADV,гедргән,వెనుకకు
681,zurück::ADV,хәрү,వెనుకభాగము
682,unten::ADV,дор,క్రింద
683,hinab::ADV,дор,కిందికి
684,hinab::ADV,доракшан,కిందికి
685,oben::ADV,деер,మీద
686,hinauf::ADV,өөдән,పైకి
687,hinauf::ADV,деер,పైకి
688,überall::ADV,альд болв чигн,అంతటా
689,nicht::ADV,эс,కాదు
690,nicht::ADV,биш,కాదు
691,nicht::ADV,бичә,కాదు
692,ein wenig::ADV,баахн,కొంచెము
693,ein wenig::ADV,баахнар,కొంచెము
694,kaum::ADV,әрә,చాలిచాలక
695,sehr::ADV,йир,చాల
696,so::ADV,иигҗ,ఆలాగున
697,noch::ADV,ода чигн,ఇప్పటికిని
698,nur::ADV,һанцхн,మాత్రము
699,schon::ADV,одх,ఇదివఱకే
700,wieder::ADV,бас,తిరిగి
701,vergebens::ADV,киидән,నిష్ఫలముగా
702,vor::PRP,урд,ముందు
703,hinter::PRP,ца,వెనుక
704,unter::PRP,дор,క్రింద
705,durch::PRP,ивт,ద్వారా
706,durch::PRP,дундаһур,ద్వారా
707,neben::PRP,хаҗуд,దగ్గెర
708,zwischen::PRP,хоорнд,మధ్య
709,wegen::PRP,көлтә,కారణంగా
710,wegen::PRP,деерәс,కారణంగా
711,dies::PRN,эн,ఇది
712,das::PRN,тер,అది
713,alles::PRN,цуһар,సకలము
714,ich::PRN,би,నేను
715,du::PRN,чи,నీవు
716,er::PRN,тер,అతడు
717,wir::PRN,мадн,మనము
718,ihr::PRN,та,మీరు
719,sie::PRN,тедн,వారు
720,was::FPRN,юн,ఏమి
721,wer::FPRN,кен,ఎవడు
722,wo::FADV,хама,ఎక్కడ
723,wohin::FADV,хамаран,ఎందుకు
724,wie::FADV,яһҗ,ఎట్టు
725,wie::FADV,яһад,ఎట్టు
726,warum::FADV,юңгад,ఏల
727,wieviel::FNUM,кедү,ఎంత
728,eins::NUM,негн,ఒకటి
729,zwei::NUM,хойр,రెండు
730,drei::NUM,һурвн,మూడు
731,vier::NUM,дөрвн,నాలుగు
732,fünf::NUM,тавн,అయిదు
733,sechs::NUM,зурһан,ఆఱు
734,sieben::NUM,долан,ఏరు
735,acht::NUM,нәәмн,ఎనిమదు
736,neun::NUM,йисн,తొమ్మిది
737,zehn::NUM,арвн,పది
738,elf::NUM,арвн негн,పదునొకొండు
739,zwölf::NUM,арвн хойр,పండ్రండు
740,zwanzig::NUM,хөрн,ఇరుపది
741,dreißig::NUM,һучн,ముప్పది
742,vierzig::NUM,дөчн,నలువది
743,fünfzig::NUM,тәвн,ఏబది
744,sechzig::NUM,җирн,అరుపది
745,siebzig::NUM,далн,డెబ్బది
746,achtzig::NUM,найн,ఎనుబది
747,neunzig::NUM,йирн,తొంబది
748,hundert::NUM,зун,నూఱు
749,tausend::NUM,миңһн,వేయి
750,und::CNJ,болн,మఱియు
751,oder::CNJ,эс гиҗ,లేక
752,oder::CNJ,эс гихлә,లేక
753,stehen::V,зогсх,నిలుచు
754,sitzen::V,суух,కూర్చుండు
755,liegen::V,кевтх,పండుకొనుట
756,hängen::V,өлгәтә бәәх,వ్రేలాడదీయు
757,werden::V,болх,అగు
758,passieren::V,болх,సంభవించు
759,beginnen::V,эклх,ఆరంభించు
760,enden::V,төгсх,తీరుట
761,wechseln::V,хүврх,మార్చు
762,aufgehen[Sonne]::V,һарх,ఉదయించు
763,untergehen[Sonne]::V,орх,అస్తమించు
764,untergehen[Sonne]::V,сүүрлх,అస్తమించు
765,scheinen[Sonne]::V,герлтх,ప్రకాశించు
766,donnern::V,күрҗңнх,ఉరుముట
767,wehen::V,сальклх,దురద్పప్టము
768,strömen::V,һооҗх,పారుట
769,fließen::V,урсх,ప్రవహించు
770,sich drehen::V,эргх,తిరుగు
771,schwanken::V,дәәвлх,ఆడించుట
772,schwingen::V,нәәхлх,ఊగుట
773,fallen::V,унх,పడు
774,fallen::V,киисх,పడు
775,brennen::V,шатх,కాలుట
776,rauchen::V,ута һарһх,పొగసుట
777,regnen::V,орх,కురిపించుట
778,gefrieren::V,мөстх,గడ్డకట్టు
779,tauen::V,хәәлх,కరగు
780,schmelzen::V,хәәлх,కరగు
781,schmelzen::V,хәәлгдх,కరగు
782,trocknen::V,эврх,యెండుట
783,sieden::V,буслх,ఉడుకు
784,faulen::V,үмкәрх,క్రుళ్లు
785,verfaulen::V,илҗрх,క్షిణించు
786,reißen::V,тасрх,చించు
787,versinken::V,чивх,మునుగు
788,vergehen::V,болх,సంభవించు
789,erscheinen::V,һарх,కనబడు
790,verschwinden::V,уга болх,అదృశ్యమగు
791,sinken::V,татгдх,ముణుగుట
792,abnehmen::V,хасгдх,తగ్గు
793,zunehmen::V,өсх,పెరుగుట
794,steigen::V,немх,లేచు
795,wachsen::V,өсх,పెరుగు
796,wachsen::V,урһх,పెరుగు
797,glänzen::V,гилвкх,ప్రకాశించు
798,funkeln::V,цәклх,ప్రకాశించు
799,lärmen::V,шууглдх,అరుచుట
800,läuten::V,хоңх,మేళవించుట
801,klingeln::V,җиңнулх,వాయించుట
802,klirren::V,җиңнх,ఘంటానాదము
803,brausen::V,догшрхх,గర్జించు
804,rauschen::V,сарҗңнх,చటచటమనుట
805,klingen::V,ә һарх,ధ్వనించుట
806,bellen::V,хуцх,అఱచు
807,heulen::V,уульх,కూయు
808,blasen::V,үләх,దురద్పప్టము
809,pfeifen::V,ишкрх,ఈలవేయు
810,schreien::V,хәәкрх,అఱచు
811,stöhnen::V,түңшх,మూలుగు
812,zittern::V,дагҗннх,వణకు
813,leben::V,бәәх,జీవించుట
814,geboren werden::V,төрх,పుట్టుట
815,atmen::V,әмсхлх,ఉపిరి తీయు
816,trinken::V,уух,త్రాగు
817,essen::V,идх,తిను
818,schlucken::V,зальгх,మ్రింగు
819,müde werden::V,көшх,అలయు
820,einschlafen::V,унтх,నిద్రించు
821,schlafen::V,нөөрсх,నిద్రురించు
822,aufwachen::V,серх,మేలుకొను
823,aufstehen::V,босх,లేచు
824,sich erholen::V,амрх,నడ్డి వాల్చు
825,krank werden::V,гемтх,జబ్బుపడు
826,krank sein::V,шалтглх,జబ్బు చేయు
827,schmerzen::V,өвдх,నొచ్చుట
828,husten::V,ханях,దగ్గుట
829,genesen::V,эдгх,కుదురుట
830,sterben::V,үкх,మరణించు
831,sterben::V,өңгрх,మరణించు
832,umkommen::V,үкх,నశించు
833,sich bewegen::V,көдлх,కదలు
834,sich bewegen::V,көндрх,కదలు
835,sich rühren::V,көндрх,కదలు
836,sich erheben::V,босх,లేచు
837,sich setzen::V,суух,కూర్చుణ్డు
838,hinfallen::V,унх,దొర్లు
839,hinfallen::V,киисх,దొర్లు
840,laufen::V,йовх,నడచు
841,schreiten::V,алхх,అడుగుపెట్టుట
842,spazierengehen::V,сергҗ йовх,పచారు చేయు
843,eilen::V,шулудх,తొందరపడు
844,sich beeilen::V,адһх,త్వరపెట్టు
845,sich beeilen::V,шамдх,త్వరపెట్టు
846,sausen::V,хурдлх,విసరికొట్టు
847,sausen::V,йир_хурдар_гүүх,విసరికొట్టు
848,sausen::V,йир_хурдар_йовх,విసరికొట్టు
849,rennen::V,гүүх,పరుగెత్తు
850,springen::V,һәрәдх,దుముకు
851,klettern::V,давшх,ఎక్కు
852,schaukeln::V,дүүдңндх,ఉయ్యాల ఊగు 
853,kriechen::V,мөлкх,ప్రాకు
854,schwimmen::V,усчх,ఈదు
855,tauchen::V,булхх,మునుగు
856,rudern::V,хәәвдх,తెడ్లతోఁగడపు
857,fahren::V,йовх,నడపు
858,fliegen::V,нисх,ఎగురు
859,gehen::V,йовх,పోవు
860,weggehen::V,йовх,బయలుదేరు
861,weggehen::V,одх,బయలుదేరు
862,weggehen::V,һарх,బయలుదేరు
863,weggehen::V,мөрлх,బయలుదేరు
864,abfahren::V,мордх,విడిచిపోవు
865,anhalten::V,зогсх,నిలుపు
866,hineingehen::V,орх,ప్రవేశించు
867,eintreten::V,орх,ప్రవేశించు
868,kommen::V,ирх,వచ్చు
869,ankommen::V,ирх,వచ్చి చేరు
870,zurückkommen::V,орх,తిరిగీవచ్చుట
871,bleiben::V,бәәх,ఉండు
872,warten::V,күләх,కనిపెట్టు
873,erwarten::V,күләх,నిరిక్షించు
874,suchen::V,хәәх,వెదకు
875,finden::V,олх,కనుగొను
876,versuchen::V,седх,ప్రయత్నించు
877,vorbereiten::V,белдх,తయారుచేయు
878,lieben::V,дурлх,ప్రేమించు
879,mögen::V,таассгдх,ఇష్టపడు
880,lachen::V,инәх,నవ్వు
881,rühren::V,уйрах,గుండె తాకు
882,weinen::V,уульх,వీడ్చు
883,schimpfen::V,харах,గొణుగు
884,sich ärgern::V,уурлх,అలుగు
885,sich fürchten::V,әәх,భయపడు
886,fürchten::V,әәх,భయపడు
887,fürchten::V,сүрдх,భయపడు
888,fliehen::V,зулх,పాఱిపోపు
889,flüchten::V,орһх,తప్పించుకొను
890,flüchten::V,зулх,తప్పించుకొను
891,sehen::V,үзх,చూచు
892,anschauen::V,харх,చూచు
893,ansehen::V,хәләх,కాచియుండు
894,ansehen::V,үзх,కాచియుండు
895,hören::V,соңсх,విను
896,zuhören::V,соңсх,విను
897,probieren::V,амсх,చవిచూచుట
898,riechen::V,үнрчлх,వాసనచూచు
899,fühlen::V,медх,స్పర్శించుట
900,scheinen::V,болҗ медгдх,కనబడు
901,scheinen::V,миниһәр болхла,కనబడు
902,scheinen::V,болад бәәх,కనబడు
903,zu sehen sein::V,үзгдх,చూవు
904,vernehmen::V,соңсх,విను
905,frieren::V,даарх,చలికి వడకు
906,tun::V,кех,చేయు
907,können::V,чадх,గల
908,wollen::V,дурлх,కోరు
909,anfangen::V,эклх,ఆరంభించు
910,beenden::V,дуусх,ముగించు
911,aufhören::V,уурх,నిలుపు
912,gelingen::V,бүтх,గెలుపాందు
913,gelingen::V,күцәх,గెలుపాందు
914,geraten::V,болх,వెలువడు
915,öffnen::V,секх,తెఱచు
916,schließen::V,хаах,మూయు
917,stellen::V,тәвх,ఉంచు
918,setzen::V,суулһх,ఉంచు
919,legen::V,тәвх,పెట్టు
920,berühren::V,көндәх,తాకు
921,verbinden::V,боох,చేర్చుట
922,bedecken::V,хучх,మూయు
923,bedecken::V,бүркх,మూయు
924,aufhängen::V,өлгх,వ్రేలాడదీయు
925,anzünden::V,асах,వెలిగించు
926,anzünden::V,шатах,వెలిగించు
927,aufheben::V,өөдән өргх,సేకరించు
928,zurücklassen::V,үлдәх,విడుచు
929,verlieren::V,геех,పోగొట్టుకొను
930,fallen lassen::V,алдх,జాఱవిడుచు
931,machen::V,кех,చేయు
932,herstellen::V,кех,ఉత్పత్తిచేయు
933,bauen::V,тосхх,నిర్మించు
934,reparieren::V,ясх,సరిచేయు
935,verbessern::V,сәәрүлх,వృద్ధి చేయు
936,ändern::V,хүврәх,మార్చు
937,graben::V,малтх,త్రవ్వు
938,beugen::V,нуһлх,వంచు
939,biegen::V,матилһх,వంచు
940,drehen::V,эргүлх,నూలువడుకు
941,wenden::V,көмрх,త్రిప్పు
942,wenden::V,эргүлх,త్రిప్పు
943,umdrehen::V,эргүлх,త్రిప్పు
944,heben::V,өргх,ఎత్తు
945,heben::V,деер өргх,ఎత్తు
946,hochheben::V,өргх,ఎత్తు
947,ergreifen::V,бәрх,వశపఱచుకొను
948,halten::V,бәрх,ఉంచు
949,drücken::V,шахх,అణచు
950,schieben::V,түлкх,నొక్కు
951,kratzen::V,мааҗх,గోకు
952,lecken::V,долах,నాకు
953,beißen::V,хазх,కఱచు
954,abreißen::V,таслх,తెగతెంచు
955,abschneiden::V,тәәрх,తెగకొట్టు
956,binden::V,боох,కట్టు
957,stecken::V,шаах,తగులుకొనివుండుట
958,stecken::V,хатхх,తగులుకొనివుండుట
959,brechen::V,хамхлх,పగులగొట్టు
960,klopfen::V,цокх,కొట్టు
961,hauen::V,цокх,కొట్టు
962,kleben::V,наах,అంటుకొను
963,reiben::V,зүлгх,రాచు
964,streichen::V,наах,వ్యాపింపజేయు
965,streichen::V,лашх,వ్యాపింపజేయు
966,streichen::V,түркх,వ్యాపింపజేయు
967,schleifen::V,хурцлх,రాచు
968,schneiden::V,хәәчлх,కోయు
969,rütteln::V,дәәвлүлх,కుదిలించుట
970,schütteln::V,сегсрх,కదల్చు
971,schwenken::V,дайлх,ఊచుట
972,schütten::V,кех,పోయు
973,füllen::V,дүүргх,నింపు
974,einwickeln::V,орах,చుట్టు
975,tragen::V,зөөх,మోయు
976,schleppen::V,чирх,ఈడ్చు
977,ziehen::V,татх,ఈడ్చు
978,aufbewahren::V,хадһлх,కాపాడు
979,werfen::V,хайх,విసరు
980,fangen::V,бәрх,పట్టుకొను
981,fangen::V,хавлх,పట్టుకొను
982,packen::V,бәрх,పట్టుకొను
983,verstecken::V,дүрх,దాచు
984,verstecken::V,бултулх,దాచు
985,teilen::V,хувах,భాగించు
986,schicken::V,илгәх,పంపు
987,bringen::V,авч ирх,తెచ్చు
988,hinzufügen::V,немх,చేర్చు
989,bekommen::V,авх,సంపాదించు
990,erhalten::V,авх ,పుచ్చుకొను
991,nehmen::V,авх,తీసికొను
992,wählen::V,шүүх,ఇష్టపడు
993,auswählen::V,шүүх,ఏరుకొను
994,bewahren::V,хадһлх,భద్రపఱుచు
995,bewahren::V,кевтнь үлдәх,భద్రపఱుచు
996,bewahren::V,кевтнь бәәлһх,భద్రపఱుచు
997,behindern::V,харшлх,అడ్డగించుట
998,verderben::V,үрәх,చెఱచు
999,beschädigen::V,эвдх,చెరుపుట
1000,zerbrechen::V,күүлх,పగులగొట్టు
1001,zerbrechen::V,хамхлх,పగులగొట్టు
1002,zerreißen::V,шуучх,చించు
1003,zerstören::V,эвдх,వాశనము చేయు
1004,verbrennen::V,шатах,కాల్చు
1005,geben::V,өгх,ఇచ్చు
1006,reichen::V,өгх,అందుకొనుట
1007,schenken::V,белглх,అర్పించు
1008,versprechen::V,амлх,వాగ్దత్తము చేయు
1009,wünschen::V,сә хәәх,కోరు
1010,loben::V,магтх,స్తుతించు
1011,küssen::V,үмсх,ముద్దుపెట్టుకొను
1012,wiegen::V,саатулх,ఊచుట
1013,zudecken::V,бүркх,మూయు
1014,wecken::V,серүлх,నిద్రపలేపుట
1015,zeigen::V,үзүлх,చూవు
1016,führen::V,көтлх,దారిచూపు
1017,lehren::V,заах,బోధించు
1018,lehren::V,сурһх,బోధించు
1019,unterrichten::V,сурһх,నేర్పు
1020,unterrichten::V,багшлх,నేర్పు
1021,aufziehen::V,өскәх,పెంచు
1022,leiten::V,һардх,తీసుకపోవుట
1023,leiten::V,толһалх,తీసుకపోవుట
1024,antreiben::V,шамдах,ప్రేరేపించు
1025,lassen::V,күч үзүлх,అనుమతించు
1026,einladen::V,үрх,ఆహ్వానించు
1027,vereinigen::V,хамцулх,కూడుట
1028,besuchen::V,одх,పోయి చూచు
1029,treffen::V,харһх,కలియు
1030,sich versammeln::V,цуглрх,కూర్చు
1031,sich versammeln::V,хурх,కూర్చు
1032,spielen::V,наадх,ఆట లాడు
1033,singen::V,дуулх,పాడు
1034,tanzen::V,биилх,నృత్యముచేయు
1035,sich trennen::V,хаһцх,ఎడబాయుట
1036,verlassen::V,хайх,విడుచు
1037,retten::V,әм аврх,తప్పించుట
1038,retten::V,әәмшгәс харсх,తప్పించుట
1039,bewachen::V,харх,కాపాడు
1040,bewachen::V,манх,కాపాడు
1041,schützen::V,харсх,రక్షించు
1042,verteidigen::V,харсх,రక్షించు
1043,sich schlagen::V,гүвдлдх,జగడమాడు
1044,schießen::V,хах,కాల్చు
1045,siegen::V,диилх,గెలుచు
1046,ärgern::V,уурлулх,పీడించుట
1047,schlagen::V,цокх,కొట్టు
1048,schlagen::V,гүвдх,కొట్టు
1049,stechen::V,хатхх,కుట్టు
1050,stoßen::V,түлкчкх,గెంటు
1051,stehlen::V,хулхалх,దొంగిలించు
1052,stören::V,һә болх,కలతపఱచు
1053,belästigen::V,амр эс өгх,పీడించు
1054,verbergen::V,нуух,దాచు
1055,verbergen::V,бултулх,దాచు
1056,täuschen::V,меклх,మోసము చేయు
1057,betrügen::V,меклх,మోసపుచ్చు
1058,betrügen::V,мек һарһх,మోసపుచ్చు
1059,töten::V,алх,చంపు
1060,wohnen::V,бәәх,నివసించు
1061,arbeiten::V,көдлх,పనిచేయు
1062,sammeln::V,түүх,ప్రోగుచేయు
1063,pflücken::V,түүх,యేరుట
1064,pflücken::V,хурах,యేరుట
1065,jagen::V,аңнх,వేటాడు
1066,jagen::V,аңһучлх,వేటాడు
1067,fischen::V,заһс аңнх,వెదకు
1068,fassen::V,бәрх,పట్టుకొమ
1069,hüten::V,хәрүлх,మందచేరుట
1070,treiben::V,туух,నడపు
1071,anbinden::V,уйх,కట్టు
1072,füttern::V,теҗәх,భోజనము పెట్టు
1073,melken::V,саах,పాలు పితుకు
1074,hacken::V,чавчх,నఱకు
1075,gießen::V,услх,నీళ్ళుకట్టుట
1076,reifen::V,болх,పండుట
1077,reifen::V,болвсрх,పండుట
1078,zubereiten::V,белдх,వండు
1079,kochen::V,чанх,వండు
1080,kochen::V,болһх,వండు
1081,backen::V,болһх,రొట్టెకాల్చు
1082,braten::V,хуурх,వేపు
1083,umrühren::V,самрх,కదులుట
1084,stricken::V,өлгх,అల్లు
1085,nähen::V,уйх,కుట్టు
1086,färben::V,будх,రంగు వేయు
1087,reinigen::V,цеврлх,శుభ్రము చేయు
1088,waschen::V,уһах,కడుగు
1089,abwischen::V,арчх,తుడుచు
1090,spülen::V,зәәлх,నీటిలో జడించు
1091,fegen::V,сәвүрдх,ఊడ్చు
1092,kehren::V,сәвүрдх,ఊడ్చు
1093,baden::V,өөмх,స్నానము చేయు
1094,sich waschen::V,уһах,కడుగు
1095,sich waschen::V,бийән уһаҗ,కడుగు
1096,ausziehen::V,тәәлх,విప్పు
1097,anziehen::V,өмсх,ధరించు
1098,sich anziehen::V,хувцлх,బట్టలు వేసుకొను
1099,sich anziehen::V,хувцлх,తొడుగుకొను
1100,kämmen::V,самлх,దువ్వుట
1101,schmücken::V,чимх,అలంకరించు
1102,schmücken::V,кеерүлх,అలంకరించు
1103,sagen::V,келх,చెప్పు
1104,sprechen::V,келх,చెప్పు
1105,reden::V,күүндх,మాటలాడు
1106,reden::V,күр_кех,మాటలాడు
1107,sich unterhalten::V,күүндх,ముచ్చటలాడు
1108,fragen::V,сурх,ప్రశ్నించు
1109,bitten::V,эрх,కోరు
1110,erzählen::V,келх,చెప్పు
1111,erzählen::V,келҗ өгх,చెప్పు
1112,mitteilen::V,медүлх,తెలియజేయు
1113,nennen::V,нерәдх,పేరు వెట్టు
1114,nennen::V,нер өгх,పేరు వెట్టు
1115,rufen::V,дуудх,పిలుచు
1116,prahlen::V,көөрх,జల్లి
1117,übersetzen::V,орчулх,తర్జుమాచేయు
1118,denken::V,санх,ఆలోచించు
1119,glauben::V,шүтх,నమ్ము
1120,glauben::V,нәәлх,నమ్ము
1121,bemerken::V,темдглх,గుర్తించు
1122,erkennen::V,таньх,గుర్తించు
1123,erkennen::V,медх,గుర్తించు
1124,begreifen::V,медх,గ్రహించు
1125,verstehen::V,соңсх,గ్రహించు
1126,lernen::V,сурх,నేర్చు కొను
1127,wissen::V,медх,తెలిసికొను
1128,sich erinnern an::V,санх,జ్ఞాపకముంచుకొను
1129,vergessen::V,мартх,మఱచిపోవు
1130,messen::V,кемҗәлх,కొలుచుట
1131,zählen::V,тоолх,లెక్కపెట్టు
1132,rechnen::V,тоолх,లెక్కపెట్టు
1133,lesen::V,умшх,చదువు
1134,malen::V,зурх,పూనుట
1135,zeichnen::V,зурх,వ్రాసుట
1136,schreiben::V,бичх,వ్రాయు
1137,besitzen::V,эзлх,కలిగియుండు
1138,kaufen::V,хулдҗ авх,కొను
1139,verkaufen::V,хулдх,అమ్ము
1140,verkaufen::V,гүүлгх,అమ్ము
1141,bezahlen::V,өгх,చెల్లించు
1142,zahlen::V,өгх,చెల్లించు
1143,beherrschen::V,эзлх,ఏలు
1144,ertragen::V,даах,భరించు
1145,treten::V,,తన్ను
