,Concept_ID,sv,ml
658,letzter::A,sist,അവസാനത്തെ
659,allein::ADV,allena,തനിച്ചുള്ള
660,auf einmal::ADV,på en gång,ഉടന്
661,zusammen::ADV,tillsammans,ഒരുമിച്ച
662,lange::ADV,länge,നീണ്ട_കാലത്തേയ്ക്ക്
663,plötzlich::ADV,plötsligt,പെട്ടെന്ന്
664,sofort::ADV,strax,തത്ക്ഷണം
665,sofort::ADV,genast,തത്ക്ഷണം
666,später::ADV,senare,പിന്നീട്
667,jetzt::ADV,nu,ഇപ്പോൾ
668,heute::ADV,i dag,ഇന്ന്
669,morgen::ADV,i morgon,നാളെ
670,bald::ADV,snart,ഉടനെ
671,dann::ADV,då,അപ്പോൾ
672,gestern::ADV,i går,ഇന്നലെ
673,einst::ADV,en gång,പണ്ടൊരിക്കല്
674,damals::ADV,då,അപ്പോൾ
675,damals::ADV,den gången,അപ്പോൾ
676,danach::ADV,därefter,പിന്നീട്
677,vorher::ADV,före,മുൻപ്
678,vorher::ADV,förut,മുൻപ്
679,zuerst::ADV,först,ആദ്യം
680,einmal::ADV,en gång,ഒരിക്കൽ
681,manchmal::ADV,ibland,ചിലപ്പോൾ
682,oft::ADV,ofta,പലപ്പോഴും
683,immer::ADV,alltid,എപ്പോഴും
684,niemals::ADV,aldrig,ഒരിക്കലും
685,hier::ADV,här,ഇവിടെ
686,hierhin::ADV,hit,ഇവിടേക്ക്
687,von hier::ADV,härifrån,ഇവിടെനിന്ന്
688,dort::ADV,där,അവിടെ
689,dorthin::ADV,dit,അവിടേക്ക്
690,geradeaus::ADV,rätt fram,മുമ്പിൽ
691,geradeaus::ADV,rätt fram,മുമന്നോട്ട്
692,vorwärts::ADV,fram,മുന്നോട്ട്
693,vorwärts::ADV,framåt,മുന്നോട്ട്
694,rückwärts::ADV,baklänges,തലതിരിച്ച്
695,zurück::ADV,tillbaka,പുറകിലേക്ക്
696,unten::ADV,nere,താഴെ
697,unten::ADV,nedanför,താഴെ
698,hinab::ADV,ned,താഴേക്ക്
699,hinab::ADV,nedåt,താഴേക്ക്
700,oben::ADV,ovan,മുകളിൽ
701,oben::ADV,ovanpå,മുകളിൽ
702,hinauf::ADV,upp,മുകളിൽ
703,hinauf::ADV,uppåt,മുകളിൽ
704,überall::ADV,överallt,എല്ലായിടത്തും
705,nicht::ADV,ej,ഇല്ല
706,nicht::ADV,inte,ഇല്ല
707,ein wenig::ADV,litet,കുറച്ച്
708,kaum::ADV,knappt,കഷ്ടിച്ച്
709,kaum::ADV,knappast,കഷ്ടിച്ച്
710,sehr::ADV,mycket,വളരെ
711,so::ADV,så,അങ്ങനെ
712,noch::ADV,än,ഇപ്പോഴും
713,noch::ADV,ännu,ഇപ്പോഴും
714,nur::ADV,bara,മാത്രം
715,nur::ADV,endast,മാത്രം
716,schon::ADV,redan,നേരത്തേ തന്നെ
717,wieder::ADV,åter,വീണ്ടും
718,vergebens::ADV,förgäves,വിഫല
719,vor::PRP,utanför,മുമ്പിൽ
720,hinter::PRP,bakom,പുറകിൽ
721,unter::PRP,under,കീഴിൽ
722,durch::PRP,genom,ഉള്ളിലൂടെ
723,durch::PRP,igenom,ഉള്ളിലൂടെ
724,neben::PRP,bredvid,അടുത്ത്
725,neben::PRP,vid sidan av,അടുത്ത്
726,zwischen::PRP,mellan,ഇടയ്ക്ക്
727,wegen::PRP,på grund av,നിമിത്തം
728,dies::PRN,detta,ഇത്
729,das::PRN,det,അത്
730,alles::PRN,allt,എല്ലാം
731,ich::PRN,jag,ഞാൻ
732,du::PRN,du,നിങ്ങൾ
733,er::PRN,han,അദ്ദേഹം
734,er::PRN,han,അയാൾ
735,er::PRN,han,അവൻ
736,er::PRN,han,അവർ
737,er::PRN,han,അവൾ
738,wir::PRN,vi,നമ്മൾ
739,ihr::PRN,ni,നിങ്ങൾ
740,sie::PRN,de,അവർ
741,was::FPRN,vad,എന്ത്
742,wer::FPRN,vem,ആര്
743,wo::FADV,var,എവിടെ
744,wohin::FADV,vart,എവിടേക്ക്
745,wie::FADV,hur,എങ്ങനെ
746,warum::FADV,varför,എന്തുകൊണ്ട്
747,wieviel::FNUM,hur mycket,എത്ര
748,eins::NUM,en,ഒന്ന്
749,eins::NUM,ett,ഒന്ന്
750,zwei::NUM,två,രണ്ട്
751,drei::NUM,tre,മൂന്ന്
752,vier::NUM,fyra,നാല്
753,fünf::NUM,fem,അഞ്ച്
754,sechs::NUM,sex,ആറ്
755,sieben::NUM,sju,ഏഴ്
756,acht::NUM,åtta,എട്ട്
757,neun::NUM,nio,ഒമ്പത്
758,zehn::NUM,tio,പത്ത്
759,elf::NUM,elva,പതിനൊന്ന്
760,zwölf::NUM,tolv,പന്ത്രണ്ട്
761,zwanzig::NUM,tjugo,ഇരുപത്
762,dreißig::NUM,trettio,മുപ്പത്
763,vierzig::NUM,fyrtio,നാൽപ്പത്
764,fünfzig::NUM,femtio,അൻപത്
765,sechzig::NUM,sextio,അറുപത്
766,siebzig::NUM,sjuttio,എഴുപത്
767,achtzig::NUM,åttio,എൺപത്
768,neunzig::NUM,nittio,തൊണ്ണൂറ്
769,hundert::NUM,hundra,നൂറ്
770,tausend::NUM,tusen,ആയിരം
771,und::CNJ,och,ഉം
772,oder::CNJ,eller,അഥവാ
773,stehen::V,stå,നിൽക്കുക
774,sitzen::V,sitta,ഇരിക്കുക
775,liegen::V,ligga,കിടക്കുക
776,hängen::V,hänga,തൂങ്ങുക
777,werden::V,bli,ആയിത്തീരുക
778,passieren::V,ske,സംഭവിക്കുക
779,passieren::V,hända,സംഭവിക്കുക
780,beginnen::V,börja,ആരംഭിക്കുക
781,enden::V,ända,അവസാനിപ്പിക്കുക
782,wechseln::V,växla,മാറ്റുക
783,aufgehen[Sonne]::V,gå upp,ഉയരുക
784,untergehen[Sonne]::V,gå ned,അടുക്കി_വയ്ക്കുക
785,scheinen[Sonne]::V,skina,പ്രകാശിക്കുക
786,donnern::V,dundra,ഇടിവെട്ടുക
787,wehen::V,blåsa,വീശുക
788,strömen::V,forsa,ഒഴുകുക
789,strömen::V,strömma,ഒഴുകുക
790,fließen::V,flyta,ഒഴുകുക
791,sich drehen::V,snurra,ചുറ്റുക
792,sich drehen::V,snurra,കറക്കുക
793,schwanken::V,vackla,ഇരുവശത്തേയ്ക്കും_ആടുക
794,schwingen::V,svinga,ആടുക
795,fallen::V,falla,വീഴുക
796,brennen::V,brinna,കത്തുക
797,rauchen::V,ryka,പുകയുക
798,regnen::V,regna,മഴ_പെയ്യുക
799,gefrieren::V,frysa,തണത്ത്_മരവിക്കുക
800,tauen::V,töa,അലിയുക
801,schmelzen::V,smälta,ഉരുകുക
802,trocknen::V,torka,വരളുക
803,sieden::V,koka,തിളപ്പിക്കുക
804,sieden::V,sjuda,തിളപ്പിക്കുക
805,faulen::V,ruttna,ചീയുക
806,verfaulen::V,ruttna,അഴുകുക
807,reißen::V,brista,ശബ്ദത്തോടെ_മുറിയുക
808,versinken::V,sjunka,മുക്കുക
809,vergehen::V,förgå,കടന്നുപോകുക
810,erscheinen::V,synas,പ്രത്യക്ഷപ്പെടുക
811,erscheinen::V,visa sig,പ്രത്യക്ഷപ്പെടുക
812,verschwinden::V,försvinna,അദൃശ്യമാകുക
813,sinken::V,sjunka,താഴുക
814,abnehmen::V,avta,കുറിയുക
815,abnehmen::V,minskas,കുറിയുക
816,zunehmen::V,tilltaga,വർദ്ധിക്കുക
817,steigen::V,stiga,ഉയരുക
818,wachsen::V,växa,വളരുക
819,glänzen::V,glimma,മിന്നുക
820,funkeln::V,tindra,തിളങ്ങുക
821,funkeln::V,gnistra,തിളങ്ങുക
822,lärmen::V,bråka,ശബ്ദമുണ്ടാക്കുക
823,lärmen::V,väsnas,ശബ്ദമുണ്ടാക്കുക
824,läuten::V,ringa,മണിമുഴങ്ങുക
825,klingeln::V,ringa,ചിലമ്പുക
826,klirren::V,klirra,കിലുക്കുക
827,brausen::V,brusa,മുഴങ്ങുക
828,rauschen::V,susa,അനങ്ങുക
829,klingen::V,låta,മുഴക്കുക
830,klingen::V,klinga,മുഴക്കുക
831,bellen::V,skälla,കുരയ്ക്കുക
832,heulen::V,yla,ഓരിയിടുക
833,heulen::V,tjuta,ഓരിയിടുക
834,blasen::V,blåsa,ഊതുക
835,pfeifen::V,vissla,വിസിലടിക്കുക
836,schreien::V,skrika,ആക്രോശിക്കുക
837,stöhnen::V,stöna,അരക്കം
838,stöhnen::V,stöna,ആർത്തനാദം
839,zittern::V,darra,വിറയ്ക്കുക
840,zittern::V,skälva,വിറയ്ക്കുക
841,leben::V,leva,താമസിക്കുക
842,geboren werden::V,födas,ജനിക്കുക
843,atmen::V,andas,ശ്വസിക്കുക
844,trinken::V,dricka,കുടിക്കുക
845,essen::V,äta,കഴിക്കുക
846,schlucken::V,svälja,വിഴുങ്ങുക
847,müde werden::V,tröttna,ക്ഷീണിക്കുക
848,einschlafen::V,somna,നിദ്രിക്കുക
849,schlafen::V,sova,ഉറങ്ങുക
850,aufwachen::V,vakna,ഉണരുക
851,aufstehen::V,stiga upp,എഴുന്നേൽക്കുക
852,sich erholen::V,repa sig,വിശ്രമിക്കുക
853,sich erholen::V,hämta sig,വിശ്രമിക്കുക
854,krank werden::V,insjukna,ദീനംപിടിക്കുക
855,krank sein::V,vara sjuk,രോഗികളാകുക
856,schmerzen::V,smärta,വേദനിക്കുക
857,schmerzen::V,göra ont,വേദനിക്കുക
858,husten::V,hosta,ചുമയ്ക്കുക
859,genesen::V,tillfriskna,സുഖപ്പെടുക
860,sterben::V,dö,മരിക്കുക
861,umkommen::V,omkomma,മരിക്കുക
862,sich bewegen::V,röra sig,സ്ഥലം_മാറുക
863,sich rühren::V,röra på sig,ചലിക്കുക
864,sich erheben::V,resa sig,നിൽക്കുക
865,sich setzen::V,sätta sig,ഇരിക്കുക
866,hinfallen::V,falla omkull,വീഴുക
867,laufen::V,löpa,നടക്കുക
868,schreiten::V,skrida,നടക്കുക
869,spazierengehen::V,promenera,ഉലാത്തുക
870,eilen::V,ila,പാഞ്ഞെത്തുക
871,sich beeilen::V,skynda sig,തിരിക്കുകൂട്ടുക
872,sich beeilen::V,skynda sig,തിടുക്കം_കാട്ടുക
873,sausen::V,susa,കുതിക്കുക
874,rennen::V,löpa,ഓടുക
875,rennen::V,springa,ഓടുക
876,springen::V,hoppa,ചാടുക
877,klettern::V,klättra,കയറുക
878,schaukeln::V,gunga,ഇളകുക
879,kriechen::V,kräla,പതുങ്ങികയറുക
880,schwimmen::V,simma,നീന്തുക
881,tauchen::V,dyka,വെള്ളത്തിലേക്ക് ചാടുക
882,rudern::V,ro,തുഴയുക
883,fahren::V,köra,വാഹനം ഓടിക്കുക
884,fliegen::V,flyga,പറക്കുക
885,gehen::V,gå,പോകുക
886,weggehen::V,gå bort,വിടുക
887,abfahren::V,resa,പുറപ്പെടുക
888,abfahren::V,avresa,പുറപ്പെടുക
889,anhalten::V,stanna,നിർത്തുക
890,hineingehen::V,gå in,പ്രവേശിക്കുക
891,eintreten::V,träda in,പ്രവേശിക്കുക
892,kommen::V,komma,വരുക
893,ankommen::V,ankomma,എത്തിച്ചേരുക
894,zurückkommen::V,återkomma,തിരിച്ചു വരുക
895,bleiben::V,bli,തുടരുക
896,bleiben::V,förbli,തുടരുക
897,warten::V,vänta,കാത്തിരിക്കുക
898,erwarten::V,vänta,പ്രതീക്ഷിക്കുക
899,suchen::V,leta,തിരയുക
900,finden::V,finna,കണ്ടെത്തുക
901,versuchen::V,försöka,ശ്രമിക്കുക
902,vorbereiten::V,förbereda,തയ്യാറെടുക്കുക
903,lieben::V,älska,സ്നേഹിക്കുക
904,mögen::V,tycka om,ഇഷ്ടപ്പെടുക
905,lachen::V,skratta,ചിരിക്കുക
906,rühren::V,röra,ഹൃദയം സ്പർശിക്കുക
907,weinen::V,gråta,തേങ്ങുക
908,schimpfen::V,skälla,പിറുപിറുക്കുക
909,sich ärgern::V,förargas,കോപിക്കുക
910,sich fürchten::V,vara rädd,പേടിക്കുക
911,fürchten::V,frukta,പേടിക്കുക
912,fliehen::V,fly,രക്ഷപ്പെടുക
913,fliehen::V,rymma,രക്ഷപ്പെടുക
914,flüchten::V,fly,രക്ഷപ്പെടുക
915,sehen::V,se,കാണുക
916,anschauen::V,se på,നോക്കുക
917,anschauen::V,betrakta,നോക്കുക
918,ansehen::V,åse,നോക്കുക
919,hören::V,höra,കേൾക്കുക
920,zuhören::V,höra på,ശ്രദ്ധിക്കുക
921,zuhören::V,lyssna till,ശ്രദ്ധിക്കുക
922,probieren::V,smaka,രുചിയുള്ളതായി_തോന്നുക
923,probieren::V,smaka på,രുചിയുള്ളതായി_തോന്നുക
924,riechen::V,lukta,മണത്തു_നോക്കുക
925,fühlen::V,känna,സ്പർശിച്ചറിയുക
926,scheinen::V,verka,കാണപ്പെടുക
927,scheinen::V,tyckas,കാണപ്പെടുക
928,zu sehen sein::V,synas,വെളിച്ചപ്പെടുക
929,zu sehen sein::V,kunna ses,വെളിച്ചപ്പെടുക
930,vernehmen::V,få veta,കേൾക്കുക
931,vernehmen::V,förnimma,കേൾക്കുക
932,frieren::V,frysa,വിറയ്ക്കുക
933,tun::V,göra,ചെയ്യുക
934,können::V,kunna,കഴിയുക
935,wollen::V,vilja,വേണുക
936,anfangen::V,börja,തുടങ്ങുക
937,beenden::V,avsluta,പൂർത്തിയാക്കുക
938,aufhören::V,sluta,നിർത്തുക
939,aufhören::V,upphöra,നിർത്തുക
940,gelingen::V,lyckas,വിജയിക്കുക
941,geraten::V,bli,പരിണമിക്കുക
942,öffnen::V,öppna,തുറക്കുക
943,schließen::V,låsa,അടയ്ക്കുക
944,schließen::V,stänga,അടയ്ക്കുക
945,stellen::V,ställa,വയ്ക്കുക
946,setzen::V,sätta,വയ്ക്കുക
947,legen::V,lägga,ഇടുക
948,berühren::V,beröra,തൊടുക
949,verbinden::V,förbinda,ഘടിപ്പിക്കുക
950,bedecken::V,täcka,മുടുക
951,bedecken::V,betäcka,മുടുക
952,aufhängen::V,hänga,കെട്ടിതൂക്കുക
953,aufhängen::V,hänga upp,കെട്ടിതൂക്കുക
954,anzünden::V,tända,കത്തിക്കുക
955,anzünden::V,antända,കത്തിക്കുക
956,anzünden::V,tända på,കത്തിക്കുക
957,aufheben::V,lyfta,പെറുക്കിയെടുക്കുക
958,zurücklassen::V,lämna,വച്ചുപോരുക
959,zurücklassen::V,efterlämna,വച്ചുപോരുക
960,verlieren::V,mista,നഷ്ടപ്പെടുക
961,verlieren::V,förlora,നഷ്ടപ്പെടുക
962,fallen lassen::V,tappa,വീഴ്ത്തുക
963,fallen lassen::V,släppa,വീഴ്ത്തുക
964,machen::V,göra,ഉണ്ടാക്കുക
965,herstellen::V,tillverka,ഉൽപാദിപ്പിക്കുക
966,herstellen::V,framställa,ഉൽപാദിപ്പിക്കുക
967,bauen::V,bygga,നിർമ്മിക്കുക
968,reparieren::V,reparera,നന്നാക്കുക
969,verbessern::V,rätta,മെച്ചപ്പെടുക
970,verbessern::V,förbättra,മെച്ചപ്പെടുക
971,ändern::V,ändra,മാറ്റംവരുത്തുക
972,ändern::V,förändra,മാറ്റംവരുത്തുക
973,graben::V,gräva,കുഴിക്കുക
974,beugen::V,böja,വണങ്ങുക
975,biegen::V,böja,കുനിയുക
976,biegen::V,kröka,കുനിയുക
977,drehen::V,vrida,തിരിക്കുക
978,wenden::V,vända,തിരിയുക
979,umdrehen::V,vrida om,തിരിയുക
980,heben::V,häva,ഉയർത്തുക
981,hochheben::V,lyfta,ഉയർത്തുക
982,ergreifen::V,gripa,ബലമായി_പിടിക്കുക
983,halten::V,hålla,പിടിക്കുക
984,drücken::V,trycka,അമർത്തുക
985,schieben::V,skjuta,തള്ളുക
986,kratzen::V,riva,ചുരണ്ടുക
987,kratzen::V,skrapa,ചുരണ്ടുക
988,lecken::V,slicka,നക്കുക
989,beißen::V,bita,കടിക്കുക
990,abreißen::V,slita_av,കീറിക്കളയുക
991,abreißen::V,riva_av,കീറിക്കളയുക
992,abschneiden::V,skära av,മുറിച്ചുമാറ്റുക
993,binden::V,binda,കെട്ടുക
994,stecken::V,sticka,തുളയ്ക്കുക
995,brechen::V,bryta,ഉടയുക
996,brechen::V,brista,ഉടയുക
997,klopfen::V,banka,തട്ടുക
998,klopfen::V,klappa,തട്ടുക
999,hauen::V,hugga,അടിക്കുക
1000,kleben::V,klistra,ഒട്ടിക്കുക
1001,reiben::V,gnida,തിരുമ്മിത്തുടയ്ക്കുക
1002,streichen::V,smörja,പടർത്തുക
1003,schleifen::V,slipa,പൊടിക്കുക
1004,schneiden::V,skära,മുറിക്കുക
1005,schneiden::V,klippa,മുറിക്കുക
1006,rütteln::V,skaka,മുട്ടുക
1007,schütteln::V,rista,കുലുക്കുക
1008,schwenken::V,svänga,ആടുക
1009,schütten::V,hälla,ഒഴിക്കുക
1010,füllen::V,fylla,നിറയ്ക്കുക
1011,einwickeln::V,slå in,പൊതിയുക
1012,einwickeln::V,veckla in,പൊതിയുക
1013,tragen::V,bära,വഹിക്കുക
1014,schleppen::V,släpa,വലിച്ചിഴയ്ക്കുക
1015,ziehen::V,dra,വലിക്കുക
1016,aufbewahren::V,förvara,വയ്ക്കുക
1017,aufbewahren::V,ta vara på,വയ്ക്കുക
1018,werfen::V,kasta,എറിയുക
1019,fangen::V,fånga,പിടിക്കുക
1020,packen::V,gripa,തട്ടിപ്പറിക്കുക
1021,packen::V,gripa tag,തട്ടിപ്പറിക്കുക
1022,verstecken::V,gömma,മറയ്ക്കുക
1023,teilen::V,dela,വിഭജിക്കുക
1024,schicken::V,skicka,അയയ്ക്കുക
1025,bringen::V,bringa,കൊണ്ടുവരുക
1026,hinzufügen::V,tillägga,കൂട്ടുക
1027,bekommen::V,få,കിട്ടുക
1028,bekommen::V,erhålla,കിട്ടുക
1029,erhalten::V,få,സ്വീകരിക്കുക
1030,erhalten::V,erhålla,സ്വീകരിക്കുക
1031,nehmen::V,ta,എടുക്കുക
1032,nehmen::V,taga,എടുക്കുക
1033,wählen::V,välja,തിരഞ്ഞെടുക്കുക
1034,auswählen::V,utvälja,തിരഞ്ഞെടുക്കുക
1035,bewahren::V,bevara,പുലർത്തുക
1036,behindern::V,hindra,തടയിടുക
1037,behindern::V,förhindra,തടയിടുക
1038,verderben::V,förstöra,നശിപ്പിക്കുക
1039,beschädigen::V,skada,ക്ഷതമേൽപ്പിക്കുക
1040,zerbrechen::V,bryta isär,ഉടയുക
1041,zerbrechen::V,bryta sönder,ഉടയുക
1042,zerreißen::V,riva sönder,കീറുക
1043,zerreißen::V,slita sönder,കീറുക
1044,zerstören::V,förstöra,നശിപ്പിക്കുക
1045,verbrennen::V,bränna,കത്തിനശിക്കുക
1046,verbrennen::V,bränna,കത്തിച്ചുകളയുക
1047,verbrennen::V,bränna upp,കത്തിനശിക്കുക
1048,verbrennen::V,bränna upp,കത്തിച്ചുകളയുക
1049,geben::V,ge,കൊടുക്കുക
1050,geben::V,ge,തരുക
1051,reichen::V,räcka,കൈമാറുക
1052,schenken::V,skänka,സമ്മാനം കൊടുക്കുക
1053,versprechen::V,lova,വാഗ്ദാനം_നൽകുക
1054,wünschen::V,önska,ആഗ്രഹിക്കുക
1055,loben::V,lova,പുകഴ്ത്തുക
1056,loben::V,beröma,പുകഴ്ത്തുക
1057,küssen::V,pussa,ഉമ്മവയ്ക്കുക
1058,wiegen::V,vagga,ഇളകുക
1059,zudecken::V,täcka,മുടുക
1060,wecken::V,väcka,ഉണർത്തുക
1061,zeigen::V,visa,കാണിക്കുക
1062,führen::V,föra,നടത്തുക
1063,lehren::V,lära,പഠിപ്പിക്കുക
1064,unterrichten::V,undervisa,പരിശീലിപ്പിക്കുക
1065,aufziehen::V,uppfostra,വളർത്തിക്കൊണ്ടുവരുക
1066,leiten::V,leda,നയിക്കുക
1067,antreiben::V,driva på,പ്രേരിപ്പിക്കുക
1068,lassen::V,få att,അനുവദിക്കുക
1069,einladen::V,bjuda,ക്ഷണിക്കുക
1070,einladen::V,inbjuda,ക്ഷണിക്കുക
1071,vereinigen::V,förena,കൂടിച്ചേരുക
1072,besuchen::V,besöka,സന്ദർശിക്കുക
1073,treffen::V,möta,തമ്മിൽ കാണുക
1074,treffen::V,träffa,തമ്മിൽ കാണുക
1075,sich versammeln::V,församla sig,സംയോജിപ്പിക്കുക
1076,spielen::V,leka,കളിക്കുക
1077,spielen::V,spela,കളിക്കുക
1078,singen::V,sjunga,പാടുക
1079,tanzen::V,dansa,നൃത്തം ചെയ്യുക
1080,sich trennen::V,skiljas,നേർപെടുത്തുക
1081,verlassen::V,lämna,പിൻവാങ്ങുക
1082,verlassen::V,överge,പിൻവാങ്ങുക
1083,retten::V,rädda,രക്ഷിക്കുക
1084,bewachen::V,bevaka,കാവൽനിൽക്കുക
1085,schützen::V,skydda,പരിരക്ഷിക്കുക
1086,schützen::V,beskydda,പരിരക്ഷിക്കുക
1087,verteidigen::V,försvara,പ്രതിരോധിക്കുക
1088,sich schlagen::V,slåss,കലഹിക്കുക
1089,schießen::V,skjuta,വെടിവെക്കുക
1090,siegen::V,segra,വിജയിക്കുക
1091,ärgern::V,förarga,വിഷമിപ്പിക്കുക
1092,schlagen::V,slå,അടിക്കുക
1093,treten::V,sparka,തൊഴിക്കുക
1094,stechen::V,sticka,കുത്തുക
1095,stoßen::V,stöta,തള്ളുക
1096,stehlen::V,stjäla,മോഷ്ടിക്കുക
1097,stören::V,störa,ശല്യപ്പെടുത്തുക
1098,belästigen::V,genera,മെനക്കെടുക
1099,belästigen::V,besvära,മെനക്കെടുക
1100,verbergen::V,dölja,മറയ്ക്കുക
1101,verbergen::V,dölja,ഒളിക്കുക
1102,täuschen::V,vilseleda,കബളിപ്പിക്കുക
1103,betrügen::V,bedra,ചതിക്കുക
1104,töten::V,döda,കൊല്ലുക
1105,wohnen::V,bo,താമസിക്കുക
1106,arbeiten::V,arbeta,ജോലിചെയ്യുക
1107,sammeln::V,samla,സഞ്ചയിക്കുക
1108,pflücken::V,plocka,പറിച്ചെടുക്കുക
1109,jagen::V,jaga,വേട്ടയാടുക
1110,fischen::V,fiska,മീൻ പിടിക്കുക
1111,fassen::V,fånga,പിടിക്കുക
1112,hüten::V,vakta,ചേർക്കുക
1113,treiben::V,driva,വാഹനം_ഓടിക്കുക
1114,anbinden::V,binda fast,കെട്ടിയിടുക
1115,füttern::V,fodra,തീറ്റുക
1116,melken::V,mjölka,പാലുകറക്കുക
1117,hacken::V,hacka,വെട്ടിമുറിക്കുക
1118,gießen::V,hälla,നനയ്ക്കുക
1119,gießen::V,vattna,നനയ്ക്കുക
1120,reifen::V,mogna,പാകമാകുക
1121,zubereiten::V,tillaga,പാചകം_ചെയ്യുക
1122,zubereiten::V,tillreda,പാചകം_ചെയ്യുക
1123,kochen::V,koka,വേവിക്കുക
1124,backen::V,baka,ബേക്ക് ചെയ്യുക
1125,braten::V,steka,പോരിക്കുക
1126,umrühren::V,röra om,ഇളക്കുക
1127,stricken::V,sticka,മെടയുക
1128,nähen::V,sy,തുന്നുക
1129,färben::V,färga,ചായം പൂശുക
1130,reinigen::V,rensa,വൃത്തിയാക്കുക
1131,reinigen::V,rengöra,വൃത്തിയാക്കുക
1132,waschen::V,tvätta,കഴുകുക
1133,abwischen::V,torka av,തുടയ്ക്കുക
1134,spülen::V,spola,കഴുകുക
1135,spülen::V,skölja,കഴുകുക
1136,fegen::V,feja,അടിച്ചുവാരുക
1137,kehren::V,sopa,അടിച്ചുവാരുക
1138,baden::V,bada,നീന്തിത്തുടിക്കുക
1139,sich waschen::V,tvätta sig,കഴുകുക
1140,ausziehen::V,ta av,ഇഴുക്കുക
1141,anziehen::V,ta på,ഉടുക്കുക
1142,sich anziehen::V,klä på sig,ധരിച്ച നേടുകയുക
1143,kämmen::V,kamma,മുടിചീകുക
1144,schmücken::V,pynta,അലങ്കരിക്കുക
1145,schmücken::V,smycka,അലങ്കരിക്കുക
1146,sagen::V,säga,പറയുക
1147,sprechen::V,tala,സംസാരിക്കുക
1148,reden::V,tala,സംസാരിക്കുക
1149,reden::V,prata,സംസാരിക്കുക
1150,sich unterhalten::V,prata,നർമ്മസല്ലാപം നടത്തുക
1151,fragen::V,fråga,ചോദിക്കുക
1152,fragen::V,spörja,ചോദിക്കുക
1153,bitten::V,be,അപേക്ഷിക്കുക
1154,erzählen::V,berätta,പറയുക
1155,mitteilen::V,meddela,അറിയിക്കുക
1156,nennen::V,kalla,പേരിടുക
1157,rufen::V,ropa,വിളിക്കുക
1158,prahlen::V,pråla,പൊങ്ങച്ചം പറയുക
1159,prahlen::V,skryta,പൊങ്ങച്ചം പറയുക
1160,übersetzen::V,tolka,പരിഭാഷപ്പെടുത്തുക
1161,übersetzen::V,översätta,പരിഭാഷപ്പെടുത്തുക
1162,denken::V,tänka,ചിന്തിക്കുക
1163,glauben::V,tro,വിശ്വസിക്കുക
1164,bemerken::V,uppmärksamma,ശ്രദ്ധിക്കുക
1165,bemerken::V,lägga märke till,ശ്രദ്ധിക്കുക
1166,erkennen::V,känna igen,തിരിചറിയുക
1167,begreifen::V,begripa,കൈപ്പിടിയിലാക്കുക
1168,verstehen::V,förstå,മനസ്സിലാക്കുക
1169,lernen::V,lära sig,പഠിക്കുക
1170,wissen::V,veta,അറിയുക
1171,sich erinnern an::V,minnas,ഓർമിക്കുക
1172,sich erinnern an::V,komma ihåg,ഓർമിക്കുക
1173,vergessen::V,glömma,മറക്കുക
1174,messen::V,mäta,അളക്കുക
1175,zählen::V,räkna,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1176,rechnen::V,räkna,ഗണിക്കുക
1177,lesen::V,läsa,വായിക്കുക
1178,malen::V,måla,ചിത്രം വരയ്ക്കുക
1179,zeichnen::V,teckna,വരയ്ക്കുക
1180,schreiben::V,skriva,എഴുതുക
1181,besitzen::V,äga,സ്വന്തമാക്കുക
1182,besitzen::V,besitta,സ്വന്തമാക്കുക
1183,kaufen::V,köpa,വാങ്ങുക
1184,verkaufen::V,sälja,വിൽക്കുക
1185,bezahlen::V,betala,പരിഹാരം ചെയ്യുക
1186,zahlen::V,betala,പണം അടയ്ക്കുക
1187,beherrschen::V,behärska,ഭരിക്കുക
1188,ertragen::V,tåla,താങ്ങുക
1189,ertragen::V,uthärda,താങ്ങുക
