,Concept_ID,ka,vep
359,Gewicht::N,წონა,vedäduz
360,Menge::N,რაოდენობა,äjüz'
361,Haufen::N,გროვა,kogo
362,Reihe::N,რიგი,rivi
363,Reihe::N,წყება,rivi
364,Boot::N,გემი,veneh
365,Ruder::N,ხოფი,air
366,Ruder::N,ნიჩაბი,air
367,Schlitten::N,მარხილი,regi
368,Schlitten::N,მარხილი,regut
369,Ski::N,თხილამური,suks'
370,Lagerfeuer::N,კოცონი,nodj
371,Lagerfeuer::N,კოცონი,pažag
372,Last::N,ტვირთი,jüguz
373,Gang::N,სვლა,astund
374,Schritt::N,ბიჯი,hašk
375,Norden::N,ჩრდილოეთი,pohjoine
376,Süden::N,სამხრეთი,suvi
377,Westen::N,დასავლეთი,päivlaskm
378,Osten::N,აღმოსავლეთი,päivnouzm
379,Holz::N,ხე,pu
380,Brett::N,დაფა,laud
381,Brett::N,ფიცარი,laud
382,Platte::N,თლილი ქვა,keitim
383,Stütze::N,საყრდენი,tugi
384,Stange::N,ჭოკი,arz'
385,Stock::N,კეტი,kalu
386,Stab::N,ლატანი,seibaz
387,Rohr::N,მილაკი,torv
388,Haus::N,სახლი,pert'
389,Heim::N,ოჯახის კერა,kodi
390,Ofen::N,ღუმელი,päč
391,Fußboden::N,იატაკი,lava
392,Tisch::N,სუფრა,laud
393,Tisch::N,სუფრა,stal'c
394,Tisch::N,მაგიდა,laud
395,Tisch::N,მაგიდა,stal'c
396,Stuhl::N,სკამი,ištim
397,Wiege::N,აკვანი,kätte
398,Bett::N,საწოლი,sija
399,Bett::N,საწოლი,magaduzsija
400,Bett::N,სარეცელი,sija
401,Bett::N,სარეცელი,magaduzsija
402,Regal::N,თაროები,palič
403,Kiste::N,ყუთი,mülütim
404,Kiste::N,სკივრი,mülütim
405,Fenster::N,ფანჯარა,ikun
406,Fenster::N,სარკმელი,ikun
407,Tür::N,ბჭე,uks'
408,Tür::N,კარი,uks'
409,Tor::N,ჭიშკარი,verai
410,Zaun::N,ღობე,aid
411,Zaun::N,გალავანი,aid
412,Dach::N,სახურავი,katuz
413,Leiter::N,კიბე,pordhad
414,Besen::N,ცოცხი,lud
415,Besen::N,ცოცხი,vast
416,Spaten::N,ნიჩაბი,labid
417,Schaufel::N,ბარი,labid
418,Gabel::N,ჩანგალი,hangoine
419,Löffel::N,კოვზი,luzik
420,Messer::N,დანა,veič
421,Nagel::N,ლურსმანი,nagl
422,Netz::N,ბადე,verk
423,Haken::N,კავი,kouk
424,Haken::N,კაუჭი,kouk
425,Griff::N,ტარი,kägä
426,Griff::N,ტარი,varz'
427,Schloss::N,კლიტე,lukkol
428,Schloss::N,საკეტი,lukkol
429,Bild::N,სურათი,kuva
430,Figur::N,ფიგურა,figur
431,Puppe::N,თოჯინა,tätüine
432,Beutel::N,პარკი,havad
433,Bündel::N,გალა,toppaz
434,Bündel::N,გალა,käč
435,Bündel::N,ასხმა,toppaz
436,Bündel::N,ასხმა,käč
437,Tasche::N,ჩანთა,sumk
438,Eimer::N,ჩამჩა,vädr
439,Deckel::N,ხუფი,katuz
440,Deckel::N,სარქველი,katuz
441,Geschirr::N,ჭურჭელი,astii
442,Sack::N,ტომარა,havad
443,Tasse::N,ფინჯანი,čašk
444,Topf::N,ქოთანი,pada
445,Kessel::N,ქვაბი,katil
446,Essen::N,ჭამა,sönd
447,Nahrung::N,საზრდო,söm
448,Nahrung::N,საკვები,söm
449,Speise::N,საჭმელი,sömine
450,Fleisch::N,ხორცი,liha
451,Getreide::N,მარცვლოვანი,vill'
452,Brei::N,ფაფა,pudr
453,Brot::N,პური,leib
454,Scheibe::N,ნაჭერი,bibaleh
455,Scheibe::N,ნაჭერი,šlik
456,Fett::N,ქონი,razv
457,Fett::N,ცხიმი,razv
458,Butter::N,კარაქი,voi
459,Öl::N,ზეთი,voi
460,Salz::N,მარილი,sol
461,Suppe::N,სუფი,lem'
462,Suppe::N,სუფი,keitoz
463,Honig::N,თაფლი,mezi
464,Milch::N,რძე,maid
465,Tee::N,ჩაი,čai
466,Leder::N,ტყავი,nahk
467,Wolle::N,მატყლი,vill
468,Stoff::N,ქსოვილი,kangaz
469,Nadel::N,ნემსი,negl
470,Faden::N,ძაფი,nit'
471,Faden::N,მკედი,nit'
472,Knopf::N,ღილი,nübl'
473,Knoten::N,ნასკვი,sol'm
474,Farbe::N,საღებავი,muju
475,Kleidung::N,ტანსაცმელი,sobad
476,Hemd::N,ხალათი,paid
477,Hemd::N,პერანგი,paid
478,Kragen::N,საყელო,kagluz
479,Ärmel::N,სახელო,hijam
480,Hose::N,შარვალი,štanad
481,Gürtel::N,ქამარი,vö
482,Mütze::N,ქუდი,šapuk
483,Schuh::N,ფეხსაცმელი,keng'
484,Stiefel::N,ჩექმა,sapug
485,Ring::N,ბეჭედი,rengaz
486,Band::N,ბაფთი,lentaine
487,Kamm::N,სავარცხელი,suga
488,Spiegel::N,სარკე,zerkol
489,Riemen::N,ღვედი,vö
490,Schnur::N,ლარი,nor
491,Leine::N,ჯაჭვი,talutimnor
492,Decke::N,საბანი,sijakatuz
493,Kissen::N,ბალიში,pöluz
494,Tuch::N,მაუდი,paik
495,Tuch::N,თავშალი,paik
496,Handtuch::N,ხელსახოცი,käzipaik
497,Kraft::N,ძალა,vägi
498,Stärke::N,ღონე,vahvuz'
499,Gesundheit::N,ჯანმრთელობა,tervhuz
500,Krankheit::N,სენი,läžund
501,Krankheit::N,ავადმყოფობა,läžund
502,Schmerz::N,ტკივილი,kibu
503,Wunde::N,იარი,čapatez
504,Wunde::N,ჭრილობა,čapatez
505,Fieber::N,ციება,säru
506,Arznei::N,წამალი,zel'l'
507,Brücke::N,ხიდი,sild
508,Brunnen::N,ჭა,kaiv
509,Weide::N,საძოვარი,omaluine
510,Pfad::N,ბილიკი,tehut
511,Weg::N,გზა,te
512,Straße::N,შარაგზა,te
513,Dorf::N,დაბა,külä
514,Dorf::N,სოფელი,külä
515,Stadt::N,ქალაქი,lidn
516,Brief::N,წერილი,kirjeine
517,Buch::N,წიგნი,kirj
518,Buchstabe::N,ასო,kirjam
519,Zeitung::N,გაზეთი,lehtez
520,Leben::N,სიცოცხლე,elo
521,Tod::N,სიკვდილი,surm
522,Grab::N,სამარე,kaum
523,Grab::N,საფლავი,kaum
524,Kirche::N,ეკლესია,jumalanpert'
525,Sünde::N,ცოდვა,grähk
526,Gott::N,ღმერთი,jumal
527,Arbeiter::N,მუშა,radnik
528,Chef::N,გამგე,pämez'
529,Meister::N,ოსტატი,mastar
530,Arzt::N,ექიმი,lekar'
531,Arzt::N,მკურნალი,lekar'
532,Lehrer::N,მასწავლებელი,opendai
533,Geld::N,ფული,rahad
534,Geschäft::N,საქმე,biznes
535,Geschäft::N,ბიზნესი,biznes
536,Laden::N,დუქანი,lauk
537,Laden::N,მაღაზია,lauk
538,Preis::N,ფასი,arv
539,Ware::N,საქონელი,tavar
540,Nutzen::N,ხეირი,liža
541,Reichtum::N,სიმდიდრე,kodielo
542,Reichtum::N,სიმდიდრე,kal'huz'
543,Welt::N,მსოფლიო,mail'm
544,Land::N,მხარე,ma
545,Land::N,ქვეყანა,ma
546,Staat::N,სახელმწიფო,valdkund
547,König::N,მეფე,kunigaz
548,Macht::N,ძლიერება,vald
549,Grenze::N,ზღვარი,röun
550,Krieg::N,ომი,soda
551,Feind::N,მტერი,vihanik
552,Feind::N,მტერი,vastustai
553,Gewalt::N,სისასტიკე,vägivald
554,Kampf::N,ბრძოლა,tora
555,Bogen[Waffe]::N,მშვილდი,taug
556,Pfeil::N,ისარი,nol
557,Pfeil::N,მახვილი,nol
558,Gewehr::N,თოფი,oružj
559,Gewehr::N,შაშხანა,oružj
560,Fehler::N,შეცდომა,viga
561,Lüge::N,სიცრუე,kelastuz
562,Schaden::N,ვნება,pahuz'
563,Unglück::N,ხიფათი,bed
564,Unglück::N,ხიფათი,gor'a
565,Unglück::N,უბედურება,bed
566,Unglück::N,უბედურება,gor'a
567,Schuld::N,ბრალი,värhuz'
568,Alter::N,ასაკი,igä
569,Schluss::N,ბოლო,lop
570,Schluss::N,დასასრული,lop
571,Zeit::N,დრო,aig
572,Tag::N,დღე,päiv
573,Morgen::N,დილა,homendez
574,Mittag::N,შუადღე,keskpäiv
575,Abend::N,საღამო,eht
576,Nacht::N,ღამე,ö
577,Woche::N,კვირა,nedal'
578,Monat::N,თვე,ku
579,Jahr::N,წელი,voz'
580,Frühling::N,გაზაფხული,keväz'
581,Sommer::N,ზაფხული,keza
582,Herbst::N,შემოდგომა,sügüz'
583,Winter::N,ზამთარი,tal'v
584,Januar::N,იანვარი,viluku
585,Februar::N,თებერვალი,uhoku
586,März::N,მარტი,keväz'ku
587,April::N,აპრილი,sulaku
588,Mai::N,მაისი,semendku
589,Juni::N,ივნისი,kezaku
590,Juli::N,ივლისი,heinku
591,August::N,აგვისტო,eloku
592,September::N,სექტემბერი,sügüz'ku
593,Oktober::N,ოქტომბერი,reduku
594,November::N,ნოემბერი,kül'mku
595,Dezember::N,დეკემბერი,tal'vku
596,Montag::N,ორშაბათი,ezmärg
597,Dienstag::N,სამშაბათი,tožnarg
598,Mittwoch::N,ოთხშაბათი,koumanz'päiv
599,Donnerstag::N,ხუთშაბათი,nellänz'päiv
600,Freitag::N,პარასკევი,pätnič
601,Freitag::N,პარასკევი,videnz'päiv
602,Samstag::N,შაბათი,sobat
603,Sonntag::N,კვირა,pühäpäiv
604,groß::A,დიდი,sur'
605,groß::A,დიდი,järed
606,klein::A,მცირე,pen'
607,klein::A,მცირე,pičuine
608,klein::A,პატარა,pen'
609,klein::A,პატარა,pičuine
610,lang::A,გრძელი,pit'k
611,kurz::A,მოკლე,lühüd
612,breit::A,ფართო,leved
613,breit::A,განიერი,leved
614,schmal::A,ვიწრო,kaid
615,schmal::A,წვრილი,kaid
616,dicht::A,მჭიდრო,tihed
617,dick[Gegenstand]::A,სქელი,paks
618,dünn::A,წვრილი,hoik
619,fein::A,თხელი,hen
620,fest::A,მყარი,luja
621,fest::A,მყარი,ninev
622,flach::A,ბრტყელი,lapak
623,glatt::A,გლუ,siled
624,hart::A,მაგარი,kova
625,weich::A,რბილი,pehmed
626,rund::A,მრგვალი,kehker
627,spitz::A,წვეტიანი,nügu
628,spitz::A,წვეტიანი,terav
629,scharf::A,მჭრელი,terav
630,stumpf::A,ბლაგვი,tül'c
631,schwer::A,მძიმე,jüged
632,schön::A,ლამაზი,čoma
633,heiß::A,ცხელი,räk
634,warm::A,თბილი,läm'
635,kalt::A,ცივი,vilu
636,kühl::A,გრილი,raibak
637,kühl::A,გრილი,viluhk
638,frisch::A,სუფთა,lahed
639,feucht::A,ნოტიო,neps
640,feucht::A,ნოტიო,toreh
641,nass::A,სველი,märg
642,trocken::A,მშრალი,kuiv
643,voll::A,სავსე,täuz'
644,leer::A,ცარიელი,joudai
645,offen::A,ღია,avoin
646,offen::A,ღია,avol'jaine
647,offen::A,გაშლილი,avoin
648,offen::A,გაშლილი,avol'jaine
649,geschlossen::A,დახურული,saubaline
650,sauber::A,სუფთა,puhtaz
651,sauber::A,წმინდა,puhtaz
652,schmutzig::A,ტალახიანი,redukaz
653,roh::A,უმი,rohk
654,roh::A,უმი,toreh
655,reif::A,მწიფე,küps
656,lecker::A,გემრიელი,magukaz
657,süß::A,ტკბილი,maged
658,bitter::A,მწარე,karged
659,sauer::A,მჟავე,muiged
660,hell::A,ნათელი,kirkas
661,hell::A,ნათელი,valgei
662,dunkel::A,ბნელი,pimed
663,schwarz::A,შავი,must
664,weiß::A,თეთრი,vauged
665,rot::A,წითელი,rusked
666,gelb::A,ყვითელი,pakuine
667,blau::A,ლურჯი,sinine
668,blau::A,ცისფერი,sinine
669,grün::A,მწვანე,vihand
670,grau::A,რუხი,hahk
671,grau::A,ნაცრისფერი,hahk
672,bunt::A,ჭრელი,kirjav
673,bunt::A,ფერადი,kirjav
674,billig::A,იაფი,odav
675,teuer::A,ძვირი,kalliž
676,wertvoll::A,ღირსიანი,arvokas
677,blind::A,ბრმა,soged
678,taub::A,ყრუ,kurdiž
679,kräftig::A,ძალავანი,vägev
680,stark::A,ძლიერი,vahv
681,stark::A,ძლიერი,vägekaz
682,stark::A,ღონიერი,vahv
683,stark::A,ღონიერი,vägekaz
684,schwach::A,სუსტი,väll'
685,fett::A,სქელი,razvakaz
686,schlank::A,გამხდარი,kapos
687,hübsch::A,ეშხიანი,čoma
688,hübsch::A,მშვენიერი,čoma
689,böse::A,ავი,äred
690,böse::A,ავი,käred
691,böse::A,ბოროტი,äred
692,böse::A,ბოროტი,käred
693,dumm::A,ბოთე,el'getoi
694,dumm::A,სულელი,el'getoi
695,faul::A,ზანტი,lašk
696,faul::A,ზარმაცი,lašk
697,fleißig::A,ბეჯითი,radonnavedii
698,fleißig::A,მუყაითი,radonnavedii
699,geizig::A,ძუნწი,ažlak
700,klug::A,ჭკვიანი,melev
701,klug::A,ჭკვიანი,melekaz
702,geschickt::A,მარჯვე,mahtokaz
703,geschickt::A,გაწაფული,mahtokaz
704,lieb::A,სატრფიალო,izo
705,lieb::A,სატრფიალო,sula
706,lustig::A,მხიარული,ilokaz
707,sanft::A,ალერსიანი,laskav
708,sanft::A,გრძნობიერი,laskav
709,hungrig::A,მშიერი,näl'ghine
710,krank::A,სნეული,läžui
711,krank::A,ავადმყოფი,läžui
712,nackt::A,ტიტველი,alastoi
713,traurig::A,მწუხარე,opalahine
714,traurig::A,სევდიანი,opalahine
715,lebendig::A,ცოცხალი,eläb
716,gut::A,კარგი,hüvä
717,schlecht::A,უხეირო,huba
718,richtig::A,ნამდვილი,oiged
719,schlimm::A,ცუდი,paha
720,wahr::A,სწორი,todesine
721,wahr::A,ჭეშმარიტი,todesine
722,alt::A,ძველი,vanh
723,neu::A,ახალი,uz'
724,ehemalig::A,ყოფილი,edeline
725,alt[Lebewesen]::A,ბებერი,ravaz
726,jung::A,ნორჩი,nor'
727,jung::A,ახალგაზრდა,nor'
728,arm::A,ღარიბი,gol'l'
729,reich::A,მდიდარი,elokaz
730,bekannt::A,ცნობილი,tutab
731,berühmt::A,გამოჩენილი,tetab
732,fremd::A,უცხო,veraz
733,fremd::A,გარეშე,veraz
734,verschieden::A,სხვაგვარი,erazvuitte
735,nah::A,ახლო,läheline
