,Concept_ID,es,ar
205,Heu::N,heno,دريس
206,Schale::N,cáscara,قشرة
207,Grube::N,foso,نقرة
208,Falle::N,trampa,فخ
209,Falle::N,trampa,مصيدة
210,Schlinge::N,lazo,عروة
211,Spur::N,huella,أثر
212,Asche::N,ceniza,رماد
213,Dreck::N,suciedad,قذر
214,Eisen::N,hierro,حديد
215,Gold::N,oro,ذهب
216,Silber::N,plata,فضة
217,Kohle::N,carbón,فحم
218,Glas::N,vidrio,زجاج
219,Glas::N,cristal,زجاج
220,Lehm::N,barro,طين
221,Sand::N,arena,رمل
222,Mensch::N,hombre,إنسان
223,Mensch::N,ser humano,إنسان
224,Mann::N,hombre,رجل
225,Frau::N,mujer,امرأة
226,Kind::N,niño,طفل
227,Junge::N,chico,ولد
228,Junge::N,muchacho,ولد
229,Mädchen::N,chica,بنت
230,Mädchen::N,muchacha,بنت
231,Familie::N,familia,عائلة
232,Großvater::N,abuelo,جد
233,Großmutter::N,abuela,جدة
234,Eltern::N,padres,أبوان
235,Eltern::N,padres,والدان
236,Vater::N,padre,أب
237,Mutter::N,madre,أم
238,Sohn::N,hijo,إبن
239,Tochter::N,hija,بنت
240,Tochter::N,hija,إبنة
241,Bruder::N,hermano,أخ
242,Bruder::N,hermano,شقيق
243,Schwester::N,hermana,أخت
244,Onkel::N,tío,عم
245,Tante::N,tía,عمة
246,Ehemann::N,esposo,زوج
247,Ehefrau::N,esposa,زوجة
248,Freude::N,placer,فرح
249,Freude::N,placer,سرور
250,Freude::N,alegría,فرح
251,Freude::N,alegría,سرور
252,Gelächter::N,risa,قهقهة
253,Gelächter::N,carcajada,قهقهة
254,Glück::N,felicidad,سعادة
255,Kummer::N,pena,غم
256,Wunsch::N,deseo,منية
257,Lust::N,ganas,شهوة
258,Geist::N,mente,روح
259,Geist::N,espíritu,روح
260,Gedanke::N,idea,فكرة
261,Gedanke::N,pensamiento,فكرة
262,Gedächtnis::N,memoria,ذاكرة
263,Verstand::N,razón,عقل
264,Verstand::N,entendimiento,عقل
265,Sinn::N,sentido,معنى
266,Sinn::N,significado,معنى
267,Grund::N,causa,سبب
268,Wahrheit::N,verdad,حقيقة
269,Gespräch::N,conversación,محادثة
270,Märchen::N,cuento,خرافة
271,Erzählung::N,cuento,قصة
272,Erzählung::N,cuento,حكاية
273,Erzählung::N,narración,قصة
274,Erzählung::N,narración,حكاية
275,Nachricht::N,mensaje,خبر
276,Neuigkeit::N,noticia,خبر جديد
277,Name::N,nombre,اسم
278,Rätsel::N,acertijo,لغز
279,Rätsel::N,adivinanza,لغز
280,Rede::N,discurso,خطبة
281,Sprache::N,lengua,لغة
282,Stimme::N,voz,صوت
283,Wort::N,palabra,كلمة
284,Zeichen::N,señal,رمز
285,Zeichen::N,señal,إشارة
286,Ruf::N,llamada,نداء
287,Lärm::N,ruido,صخب
288,Lärm::N,ruido,ضجة
289,Lärm::N,barullo,صخب
290,Lärm::N,barullo,ضجة
291,Laut::N,sonido,صوت
292,Ton::N,tono,نغمة
293,Lied::N,canción,أغنية
294,Ruhe::N,calma,هدوء
295,Ruhe::N,silencio,هدوء
296,Leute::N,gente,ناس
297,Volk::N,pueblo,شعب
298,Arbeit::N,trabajo,عمل
299,Gast::N,huésped,ضيف
300,Gast::N,invitado,ضيف
301,Geschenk::N,regalo,هدية
302,Spiel::N,juego,لعب
303,Gesellschaft::N,compañía,صحبة
304,Hilfe::N,ayuda,عون
305,Hilfe::N,ayuda,مساعدة
306,Hilfe::N,socorro,عون
307,Hilfe::N,socorro,مساعدة
308,Freund::N,amigo,صديق
309,Kamerad::N,camarada,زميل
310,Kamerad::N,compañero,زميل
311,Angelegenheit::N,asunto,أمر
312,Angelegenheit::N,asunto,شأن
313,Anzahl::N,cantidad,عدد
314,Art::N,tipo,نوع
315,Art::N,clase,نوع
316,Stück::N,pieza,قطعة
317,Teil::N,parte,قسم
318,Hälfte::N,mitad,نصف
319,Kreis::N,círculo,دائرة
320,Kreuz::N,cruz,صليب
321,Linie::N,línea,خط
322,Strich::N,raya,شرطة
323,Strich::N,trazo,شرطة
324,Abstand::N,distancia,مسافة
325,Entfernung::N,distancia,بعد
326,Gegend::N,región,ناحية
327,Gegend::N,comarca,ناحية
328,Platz::N,espacio,فراغ
329,Ort::N,sitio,مكان
330,Seite::N,lado,جانب
331,Seite::N,costado,جانب
332,Mitte::N,medio,وسط
333,Mitte::N,centro,وسط
334,Gegenstand::N,objeto,موضوع
335,Sache::N,cosa,شيء
336,Rand::N,borde,حافة
337,Kante::N,borde,حافة
338,Ecke::N,esquina,ركن
339,Spitze::N,punta,سن
340,Ende::N,cabo,طرف
341,Ende::N,extremo,طرف
342,Loch::N,agujero,ثقب
343,Loch::N,abertura,ثقب
344,Winkel::N,ángulo,زاوية
345,Muster::N,dibujo,عينة
346,Größe::N,tamaño,حجم
347,Länge::N,longitud,طول
348,Höhe::N,altura,علو
349,Höhe::N,altura,ارتفاع
350,Höhe::N,altitud,علو
351,Höhe::N,altitud,ارتفاع
352,Gewicht::N,peso,وزن
353,Menge::N,cantidad,كمية
354,Haufen::N,montón,كوم
355,Reihe::N,fila,صف
356,Boot::N,bote,قارب
357,Boot::N,bote,زورق
358,Boot::N,barca,قارب
359,Boot::N,barca,زورق
360,Ruder::N,remo,مجذاف
361,Schlitten::N,trineo,مزلقة
362,Ski::N,esquí,زلاجة
363,Lagerfeuer::N,hoguera,نار المخيم
364,Last::N,carga,حمل
365,Gang::N,marcha,مشية
366,Schritt::N,paso,خطوة
367,Norden::N,norte,شمال
368,Süden::N,sur,جنوب
369,Westen::N,oeste,غرب
370,Osten::N,este,شرق
371,Holz::N,madera,خشب
372,Brett::N,tabla,لوح
373,Platte::N,placa,صفيحة
374,Platte::N,plancha,صفيحة
375,Stütze::N,sostén,سند
376,Stütze::N,sostén,دعامة
377,Stütze::N,soporte,سند
378,Stütze::N,soporte,دعامة
379,Stange::N,vara,عود
380,Stange::N,percha,عود
381,Stock::N,palo,عصا
382,Stock::N,bastón,عصا
383,Stab::N,vara,قضيب
384,Stab::N,bastón,قضيب
385,Rohr::N,tubo,أنبوبة
386,Haus::N,casa,دار
387,Haus::N,casa,بيت
388,Heim::N,hogar,بيت
389,Heim::N,hogar,مسكن
390,Ofen::N,estufa,مدفأة
391,Fußboden::N,suelo,أرضية
392,Tisch::N,mesa,مائدة
393,Stuhl::N,silla,كرسي
394,Wiege::N,cuna,مهد
395,Bett::N,cama,سرير
396,Regal::N,estantería,رف
397,Kiste::N,caja,صندوق
398,Fenster::N,ventana,شباك
399,Fenster::N,ventana,نافذة
400,Tür::N,puerta,باب
401,Tor::N,puerta,بوابة
402,Zaun::N,valla,سياج
403,Zaun::N,cercado,سياج
404,Dach::N,techo,سطح
405,Dach::N,tejado,سطح
406,Leiter::N,escalera,سلم
407,Besen::N,escoba,مكنسة
408,Spaten::N,pala,مسحاة
409,Schaufel::N,pala,مجرفة
410,Schaufel::N,paleta,مجرفة
411,Gabel::N,tenedor,شوكة
412,Löffel::N,cuchara,ملعقة
413,Messer::N,cuchillo,سكين
414,Nagel::N,clavo,مسمار
415,Netz::N,red,شبكة
416,Haken::N,gancho,خطاف
417,Haken::N,gancho,صنارة
418,Haken::N,corchete,خطاف
419,Haken::N,corchete,صنارة
420,Griff::N,asa,قبضة
421,Griff::N,mango,قبضة
422,Schloss::N,cerradura,قفل
423,Bild::N,imagen,صورة
424,Figur::N,figura,تمثال
425,Puppe::N,muñeca,دمية
426,Beutel::N,bolsa,كيس
427,Bündel::N,haz,ربطة
428,Tasche::N,bolso,شنطة
429,Tasche::N,bolso,محفظة
430,Eimer::N,cubo,سطل
431,Eimer::N,cubo,جردل
432,Deckel::N,tapa,سداد
433,Deckel::N,tapadera,سداد
434,Geschirr::N,vajilla,أوان
435,Sack::N,saco,زكيبة
436,Tasse::N,taza,فنجان
437,Topf::N,olla,قدر
438,Topf::N,olla,طنجرة
439,Topf::N,marmita,قدر
440,Topf::N,marmita,طنجرة
441,Kessel::N,caldera,قدر
442,Kessel::N,caldera,غلاية
443,Essen::N,comida,طعام
444,Nahrung::N,alimento,غذاء
445,Speise::N,plato,أكل
446,Fleisch::N,carne,لحم
447,Getreide::N,cereales,حبوب
448,Brei::N,puré,عصيدة
449,Brei::N,papilla,عصيدة
450,Brot::N,pan,خبز
451,Scheibe::N,lonja,شريحة
452,Scheibe::N,rebanada,شريحة
453,Fett::N,grasa,سمن
454,Butter::N,mantequilla,زبدة
455,Öl::N,aceite,زيت
456,Salz::N,sal,ملح
457,Suppe::N,sopa,حساء
458,Suppe::N,sopa,شربة
459,Honig::N,miel,عسل
460,Milch::N,leche,حليب
461,Tee::N,té,شاي
462,Leder::N,cuero,جلد
463,Wolle::N,lana,صوف
464,Stoff::N,tela,قماش
465,Stoff::N,tejido,قماش
466,Nadel::N,aguja,إبرة
467,Faden::N,hilo,خيط
468,Knopf::N,botón,زر
469,Knoten::N,nudo,عقدة
470,Farbe::N,pintura,صبغة
471,Kleidung::N,ropa,ملابس
472,Kleidung::N,vestidos,ملابس
473,Hemd::N,camisa,قميص
474,Kragen::N,cuello,ياقة
475,Ärmel::N,manga,كم
476,Hose::N,pantalón,سروال
477,Hose::N,pantalón,بنطلون
478,Gürtel::N,cinturón,حزام
479,Mütze::N,gorro,طاقية
480,Schuh::N,zapato,حذاء
481,Stiefel::N,bota,جزمة
482,Stiefel::N,bota,حذاء طويل
483,Ring::N,anillo,حلقة
484,Band::N,cinta,شريط
485,Kamm::N,peine,مشط
486,Spiegel::N,espejo,مرآة
487,Riemen::N,correa,سير
488,Schnur::N,cuerda,حبل
489,Schnur::N,cuerda,دوبارة
490,Leine::N,correa,قيد
491,Decke::N,manta,بطانية
492,Kissen::N,almohada,وسادة
493,Tuch::N,pañuelo,منديل
494,Handtuch::N,toalla,فوطة
495,Handtuch::N,toalla,منشفة
496,Kraft::N,fuerza,قدرة
497,Stärke::N,fuerza,قوة
498,Gesundheit::N,salud,صحة
499,Krankheit::N,enfermedad,مرض
500,Schmerz::N,dolor,ألم
501,Schmerz::N,dolor,وجع
502,Wunde::N,llaga,جرح
503,Wunde::N,herida,جرح
504,Fieber::N,fiebre,حمى
505,Arznei::N,medicina,دواء
506,Arznei::N,medicamento,دواء
507,Brücke::N,puente,جسر
508,Brunnen::N,pozo,بئر
509,Weide::N,pasto,مرعى
510,Pfad::N,sendero,درب
511,Weg::N,camino,سكة
512,Straße::N,vía,طريق
513,Straße::N,carretera,طريق
514,Dorf::N,aldea,قرية
515,Dorf::N,pueblo,قرية
516,Stadt::N,ciudad,مدينة
517,Brief::N,carta,خطاب
518,Brief::N,carta,مكتوب
519,Buch::N,libro,كتاب
520,Buchstabe::N,letra,حرف
521,Buchstabe::N,carácter,حرف
522,Zeitung::N,diario,جريدة
523,Zeitung::N,periódico,جريدة
524,Leben::N,vida,عيش
525,Leben::N,vida,حياة
526,Tod::N,muerte,موت
527,Tod::N,muerte,وفاة
528,Grab::N,tumba,قبر
529,Grab::N,sepulcro,قبر
530,Kirche::N,iglesia,كنيسة
531,Sünde::N,pecado,خطيئة
532,Gott::N,dios,إله
533,Arbeiter::N,obrero,عامل
534,Arbeiter::N,trabajador,عامل
535,Chef::N,jefe,رئيس
536,Meister::N,maestro,أسطى
537,Arzt::N,médico,طبيب
538,Lehrer::N,profesor,مدرس
539,Geld::N,dinero,نقود
540,Geschäft::N,negocio,صفقة
541,Laden::N,tienda,دكان
542,Preis::N,precio,سعر
543,Ware::N,mercancía,بضاعة
544,Nutzen::N,provecho,فائدة
545,Reichtum::N,riqueza,غنى
546,Reichtum::N,riqueza,ثروة
547,Welt::N,mundo,عالم
548,Welt::N,mundo,دنيا
549,Land::N,país,بلد
550,Staat::N,Estado,دولة
551,König::N,rey,ملك
552,Macht::N,poder,سلطة
553,Macht::N,potencia,سلطة
554,Grenze::N,frontera,حدود
555,Krieg::N,guerra,حرب
556,Feind::N,enemigo,عدو
557,Gewalt::N,violencia,عنف
558,Kampf::N,lucha,قتال
559,Kampf::N,combate,قتال
560,Bogen[Waffe]::N,arco,قوس
561,Pfeil::N,flecha,سهم
562,Gewehr::N,fusil,بندقية
563,Gewehr::N,escopeta,بندقية
564,Fehler::N,error,خطأ
565,Lüge::N,mentira,كذب
566,Schaden::N,daño,تلف
567,Unglück::N,desgracia,نحس
568,Schuld::N,culpa,ذنب
569,Alter::N,edad,سن
570,Alter::N,edad,عمر
571,Schluss::N,fin,ختام
572,Schluss::N,fin,نهاية
573,Schluss::N,final,ختام
574,Schluss::N,final,نهاية
575,Zeit::N,tiempo,وقت
576,Tag::N,día,يوم
577,Morgen::N,mañana,صباح
578,Mittag::N,mediodía,ظهر
579,Abend::N,noche,مساء
580,Nacht::N,noche,ليلة
581,Woche::N,semana,أسبوع
582,Monat::N,mes,شهر
583,Jahr::N,año,عام
584,Jahr::N,año,سنة
585,Frühling::N,primavera,ربيع
586,Sommer::N,verano,صيف
587,Herbst::N,otoño,خريف
588,Winter::N,invierno,شتاء
589,Januar::N,enero,يناير
590,Januar::N,enero,كانون الثاني
591,Februar::N,febrero,شباط
592,Februar::N,febrero,فبراير
593,März::N,marzo,آذار
594,März::N,marzo,مارس
595,April::N,abril,نيسان
596,Mai::N,mayo,مايو
597,Juni::N,junio,يونيو
598,Juni::N,junio,حزيران
599,Juli::N,julio,تموز
600,Juli::N,julio,يوليو
601,August::N,agosto,آب
602,August::N,agosto,أغسطس
603,September::N,septiembre,أيلول
604,September::N,septiembre,سبتمبر
605,Oktober::N,octubre,أكتوبر
606,Oktober::N,octubre,تشرين الأول
607,November::N,noviembre,نوفمبر
608,November::N,noviembre,تشرين الثاني
609,Dezember::N,diciembre,ديسمبر
610,Dezember::N,diciembre,كانون الأول
611,Montag::N,lunes,يوم الاثنين
612,Dienstag::N,martes,يوم الثلاثاء
613,Mittwoch::N,miércoles,يوم الأربعاء
614,Donnerstag::N,jueves,يوم الخميس
615,Freitag::N,viernes,يوم الجمعة
616,Samstag::N,sábado,يوم السبت
617,Sonntag::N,domingo,يوم الأحد
618,groß::A,grande,كبير
619,klein::A,pequeño,صغير
620,lang::A,largo,طويل
621,kurz::A,corto,قصير
622,breit::A,ancho,واسع
623,schmal::A,estrecho,ضيق
624,dicht::A,denso,كث
625,dicht::A,denso,كثيف
626,dick[Gegenstand]::A,grueso,غليظ
627,dünn::A,fino,رفيع
628,dünn::A,delgado,رفيع
629,fein::A,fino,رقيق
630,fein::A,delicado,رقيق
631,fest::A,firme,متين
632,fest::A,sólido,متين
633,flach::A,plano,سهل
634,flach::A,plano,منبسط
635,glatt::A,liso,ناعم
636,hart::A,duro,صلب
637,hart::A,duro,جامد
638,weich::A,muelle,لين
639,rund::A,redondo,مستدير
640,spitz::A,agudo,مدبب
641,spitz::A,apuntado,مدبب
642,scharf::A,agudo,حاد
643,scharf::A,afilado,حاد
644,stumpf::A,sin filo,ثالم
645,schwer::A,pesado,ثقيل
646,schön::A,bello,جميل
647,schön::A,hermoso,جميل
648,heiß::A,caluroso,حار
649,heiß::A,caluroso,ساخن
650,warm::A,cálido,دافئ
651,warm::A,caliente,دافئ
652,kalt::A,frío,بارد
653,kühl::A,fresco,قر
654,frisch::A,fresco,طازج
655,feucht::A,húmedo,رطب
656,nass::A,mojado,مبلول
657,trocken::A,seco,جاف
658,voll::A,lleno,ملء
659,leer::A,vacío,خال
660,leer::A,vacío,فارغ
661,offen::A,abierto,مفتوح
662,geschlossen::A,cerrado,مغلق
663,sauber::A,limpio,نظيف
664,schmutzig::A,sucio,قذر
665,roh::A,crudo,نيء
666,reif::A,maduro,ناضج
667,lecker::A,rico,لذيذ
668,lecker::A,sabroso,لذيذ
669,süß::A,dulce,حلو
670,bitter::A,amargo,مر
671,sauer::A,agrio,حامض
672,hell::A,claro,نير
673,dunkel::A,oscuro,مظلم
674,schwarz::A,negro,أسود
675,weiß::A,blanco,أبيض
676,rot::A,rojo,أحمر
677,gelb::A,amarillo,أصفر
678,blau::A,azul,أزرق
679,grün::A,verde,أخضر
680,grau::A,gris,رمادي
681,bunt::A,multicolor,ملوب
682,billig::A,barato,رخيص
683,teuer::A,caro,غال
684,wertvoll::A,valioso,ثمين
685,wertvoll::A,precioso,ثمين
686,blind::A,ciego,أعمى
687,taub::A,sordo,أصم
688,taub::A,sordo,أطرش
689,kräftig::A,fuerte,قوي
690,stark::A,fuerte,قوي
691,stark::A,vigoroso,قوي
692,schwach::A,débil,ضعيف
693,fett::A,obeso,سمين
694,schlank::A,esbelto,أهيف
695,hübsch::A,mono,جميل
696,hübsch::A,guapo,جميل
697,böse::A,malo,رديء
698,dumm::A,tonto,أبله
699,dumm::A,tonto,أحمق
700,dumm::A,estúpido,أبله
701,dumm::A,estúpido,أحمق
702,faul::A,vago,كسلان
703,faul::A,perezoso,كسلان
704,fleißig::A,aplicado,مجتهد
705,fleißig::A,diligente,مجتهد
706,geizig::A,avaro,بخيل
707,klug::A,sensato,ذكي
708,klug::A,sensato,عاقل
709,klug::A,inteligente,ذكي
710,klug::A,inteligente,عاقل
711,geschickt::A,hábil,ماهر
712,lieb::A,querido,عزيز
713,lustig::A,alegre,مرح
714,sanft::A,suave,حليم
715,hungrig::A,hambriento,جائع
716,krank::A,enfermo,مريض
717,nackt::A,desnudo,عار
718,traurig::A,triste,حزين
719,lebendig::A,vivo,حي
720,lebendig::A,viviente,حي
721,gut::A,bueno,جيد
722,schlecht::A,malo,سيء
723,richtig::A,justo,صحيح
724,richtig::A,correcto,صحيح
725,schlimm::A,malo,خبيث
726,schlimm::A,grave,خبيث
727,wahr::A,verídico,حق
728,wahr::A,verdadero,حق
729,alt::A,viejo,قديم
730,neu::A,nuevo,جديد
731,ehemalig::A,antiguo,سابق
732,alt[Lebewesen]::A,viejo,مسن
733,jung::A,joven,شاب
734,jung::A,joven,صغير
735,arm::A,pobre,فقير
736,reich::A,rico,غني
737,bekannt::A,conocido,معلوم
738,berühmt::A,famoso,مشهور
739,berühmt::A,célebre,مشهور
740,fremd::A,extraño,أجنبي
741,verschieden::A,diverso,مختلف
742,verschieden::A,distinto,مختلف
743,verschieden::A,diferente,مختلف
744,nah::A,cercano,قريب
745,fern::A,lejano,بعيد
746,linker::A,izquierdo,يسار
747,rechter::A,derecho,يمين
748,anderer::A,otro,آخر
749,erster::A,primero,أول
750,zweiter::A,segundo,ثان
751,dritter::A,tercero,ثالث
752,letzter::A,último,أخير
753,allein::ADV,a solo,وحده
754,auf einmal::ADV,de una vez,بالمرة
755,zusammen::ADV,juntos,معا
756,lange::ADV,mucho tiempo,مدة طويلة
757,plötzlich::ADV,de repente,فجأة
758,sofort::ADV,en seguida,حالا
759,sofort::ADV,en seguida,فورا
760,später::ADV,más tarde,فيما بعد
761,jetzt::ADV,ahora,الآن
762,jetzt::ADV,ahora,حاليا
763,heute::ADV,hoy,اليوم
764,morgen::ADV,mañana,غدا
765,bald::ADV,pronto,قريبا
766,bald::ADV,en breve,قريبا
767,dann::ADV,luego,ثم
768,dann::ADV,entonces,ثم
769,gestern::ADV,ayer,أمس
770,gestern::ADV,ayer,البارحة
771,einst::ADV,antaño,قديما
772,damals::ADV,entonces,حينئذ
773,danach::ADV,después,ثم
774,danach::ADV,después,بعد ذلك
775,vorher::ADV,antes,من قبل
776,vorher::ADV,antes,قبل ذلك
777,zuerst::ADV,primero,أولا
778,einmal::ADV,una vez,مرة
779,manchmal::ADV,a veces,أحيانا
780,oft::ADV,a menudo,كثيرا
781,oft::ADV,con frecuencia,كثيرا
782,immer::ADV,siempre,دائما
783,niemals::ADV,jamás,لا أبدا
784,hier::ADV,aquí,هنا
785,hierhin::ADV,acá,إلى هنا
786,von hier::ADV,desde aquí,من هنا
787,dort::ADV,ahí,هناك
788,dort::ADV,allí,هناك
789,dorthin::ADV,allí,إلى هناك
790,dorthin::ADV,hacia allí,إلى هناك
791,geradeaus::ADV,todo derecho,إلى الأمام
792,vorwärts::ADV,adelante,إلى الأمام
793,rückwärts::ADV,hacia atrás,إلى الوراء
794,zurück::ADV,atrás,عودا
795,zurück::ADV,atrás,إلى الخلف
796,unten::ADV,abajo,تحت
797,unten::ADV,abajo,في الأسفل
798,hinab::ADV,hacia abajo,إلى تحت
799,oben::ADV,arriba,فوق
800,oben::ADV,arriba,في الأعلى
801,hinauf::ADV,hacia arriba,إلى فوق
802,hinauf::ADV,hacia arriba,إلى الأعلى
803,überall::ADV,por todas partes,في كل مكان
804,nicht::ADV,no,لا
805,nicht::ADV,no,لم
806,ein wenig::ADV,un poco,قليلا
807,kaum::ADV,apenas,كاد لا
808,sehr::ADV,muy,جدا
809,sehr::ADV,muy,كثيرا
810,sehr::ADV,mucho,جدا
811,sehr::ADV,mucho,كثيرا
