,Concept_ID,mrj,pt
774,alt[Lebewesen]::A,ӹлалшӹ,velho
775,jung::A,нöргӹ,jovem
776,jung::A,молода,jovem
777,arm::A,укеӓн,pobre
778,reich::A,паян,rico
779,reich::A,пурлыкан,rico
780,bekannt::A,палӹмӹ,conhecido
781,berühmt::A,лӹмлы,famoso
782,berühmt::A,лӹмлы,célebre
783,fremd::A,эдемӹн,alheio
784,fremd::A,эдемӹн,estranho
785,verschieden::A,тӹрлӹ,diverso
786,verschieden::A,тӹрлӹ,diferente
787,nah::A,лишӹл,próximo
788,fern::A,мӹндӹр,remoto
789,fern::A,мӹндӹр,distante
790,linker::A,шалахай,esquerdo
791,rechter::A,вургамла,direito
792,anderer::A,вес,outro
793,anderer::A,весӹ,outro
794,erster::A,икшӹ,primeiro
795,erster::A,икӹмшӹ,primeiro
796,zweiter::A,кокшы,segundo
797,dritter::A,кымшы,terceiro
798,letzter::A,остатка,final
799,letzter::A,остатка,último
800,allein::ADV,иктӹ,só
801,allein::ADV,иктӹт,só
802,auf einmal::ADV,тöрöк,de vez
803,zusammen::ADV,икараш,juntos
804,zusammen::ADV,цымырын,juntos
805,lange::ADV,кужын,muito tempo
806,plötzlich::ADV,трӱк,de repente
807,sofort::ADV,полт,imediatamente
808,sofort::ADV,тöрöк,imediatamente
809,sofort::ADV,тӹшӓкок,imediatamente
810,später::ADV,вара,mais tarde
811,heute::ADV,тагачы,hoje
812,morgen::ADV,иргод,amanhã
813,morgen::ADV,иргодым,amanhã
814,bald::ADV,чӹнь,logo
815,bald::ADV,чӹнь,breve
816,bald::ADV,вӓшке,logo
817,bald::ADV,вӓшке,breve
818,bald::ADV,выртышты,logo
819,bald::ADV,выртышты,breve
820,dann::ADV,пакыла,então
821,dann::ADV,пакыла,depois
822,gestern::ADV,тенгечӹ,ontem
823,einst::ADV,икӓнӓ,antigamente
824,damals::ADV,тӹнӓм,então
825,danach::ADV,пакыла,logo
826,danach::ADV,пакыла,depois
827,vorher::ADV,перви,antes
828,zuerst::ADV,андак,primeiro
829,einmal::ADV,гӓнӓк,uma vez
830,einmal::ADV,гӓнӓ,uma vez
831,manchmal::ADV,кынамжы,às vezes
832,oft::ADV,чӹчкӹдӹн,muitas vezes
833,immer::ADV,со,sempre
834,immer::ADV,соок,sempre
835,niemals::ADV,нинам,nunca
836,niemals::ADV,нигынам,nunca
837,niemals::ADV,нигынамат,nunca
838,hier::ADV,тиштӹ,cá
839,hier::ADV,тиштӹ,aqui
840,hierhin::ADV,тишкӹ,para cá
841,von hier::ADV,тишец,daqui
842,von hier::ADV,тишецӹн,daqui
843,dort::ADV,тӹштӹ,lá
844,dort::ADV,тӹштӹ,ali
845,dorthin::ADV,тӹшкӹ,lá
846,dorthin::ADV,тӹшкӹ,para lá
847,dorthin::ADV,тӹшкӹлӓ,lá
848,dorthin::ADV,тӹшкӹлӓ,para lá
849,geradeaus::ADV,вик,em frente
850,geradeaus::ADV,тура,em frente
851,vorwärts::ADV,анзыкы,avante
852,rückwärts::ADV,мӹнгеш,para trás
853,zurück::ADV,мӹнгеш,atrás
854,unten::ADV,ӱлнӹ,debaixo
855,unten::ADV,ӱлнӹ,em baixo
856,unten::ADV,лӹвӓлнӹ,debaixo
857,unten::ADV,лӹвӓлнӹ,em baixo
858,hinab::ADV,ӱлӹкӹ,para baixo
859,hinab::ADV,лӹвӓкӹ,para baixo
860,oben::ADV,вӹлнӹ,em cima
861,hinauf::ADV,кӱшкӹлӓ,para cima
862,hinauf::ADV,кӱш,para cima
863,überall::ADV,йӹлт,em toda parte
864,überall::ADV,цилӓ вӓре,em toda parte
865,nicht::ADV,уке,não
866,ein wenig::ADV,изиш,um pouco
867,ein wenig::ADV,изиш,um bocado
868,ein wenig::ADV,иклаштык,um pouco
869,ein wenig::ADV,иклаштык,um bocado
870,kaum::ADV,цылик,apenas
871,kaum::ADV,чучок-чучок,apenas
872,sehr::ADV,чоте,muito
873,so::ADV,тенге,tão
874,so::ADV,тенге,assim
875,so::ADV,тенгелӓ,tão
876,so::ADV,тенгелӓ,assim
877,noch::ADV,мол,ainda
878,noch::ADV,моло,ainda
879,nur::ADV,веле,só
880,nur::ADV,веле,apenas
881,nur::ADV,веле,somente
882,schon::ADV,уже,já
883,schon::ADV,ӹнде,já
884,wieder::ADV,уэш,outra vez
885,vergebens::ADV,зря,em vão
886,vergebens::ADV,ӹзрӓ,em vão
887,vergebens::ADV,ӹзӹрӓ,em vão
888,vor::PRP,анзыц,diante de
889,vor::PRP,анзыцын,diante de
890,hinter::PRP,шайылан,atrás de
891,hinter::PRP,шайылный,atrás de
892,unter::PRP,лӹвӓкӹ,sob
893,unter::PRP,лӹвӓкӹ,debaixo de
894,durch::PRP,вашт,por
895,durch::PRP,вашт,através de
896,neben::PRP,сага,junto de
897,neben::PRP,сага,ao lado de
898,zwischen::PRP,лош,entre
899,zwischen::PRP,лошкы,entre
900,wegen::PRP,мычыц,por
901,wegen::PRP,мычыц,por causa de
902,dies::PRN,тидӹ,isto
903,dies::PRN,ти,isto
904,das::PRN,тидӹ,isso
905,das::PRN,тидӹ,aquilo
906,das::PRN,ти,isso
907,das::PRN,ти,aquilo
908,alles::PRN,цилӓ,todo
909,ich::PRN,мый,eu
910,du::PRN,тӹнь,tu
911,er::PRN,тӹдӹ,ele
912,wir::PRN,мӓ,nós
913,ihr::PRN,вӓ,vós
914,ihr::PRN,вӓ,vocês
915,sie::PRN,нӹнӹ,eles
916,was::FPRN,ма,quê
917,wer::FPRN,кӱ,quem
918,wo::FADV,кышан,onde
919,wo::FADV,кыштакен,onde
920,wohin::FADV,кышкы,aonde
921,wohin::FADV,кышкы,para onde
922,wie::FADV,кыце,como
923,warum::FADV,малын,porquê
924,warum::FADV,малын,por que
925,wieviel::FNUM,кынар,quanto
926,wieviel::FNUM,кынары,quanto
927,wieviel::FNUM,кынаркы,quanto
928,eins::NUM,иктӹ,um
929,eins::NUM,иктӹт,um
930,zwei::NUM,кок,dois
931,zwei::NUM,кокты,dois
932,drei::NUM,кым,três
933,drei::NUM,кымыт,três
934,vier::NUM,нӹл,quatro
935,fünf::NUM,вӹц,cinco
936,sechs::NUM,куд,seis
937,sechs::NUM,кудытмозн,seis
938,sieben::NUM,шӹм,sete
939,sieben::NUM,шӹмӹт,sete
940,acht::NUM,кӓндӓкш,oito
941,acht::NUM,кӓндӓкшӹ,oito
942,neun::NUM,ӹндекшшӱдӹ,nove
943,zehn::NUM,лу,dez
944,elf::NUM,луатик,onze
945,elf::NUM,луатиктӹ,onze
946,zwölf::NUM,луаткок,doze
947,zwölf::NUM,луаткокты,doze
948,zwanzig::NUM,коклы,vinte
949,dreißig::NUM,кымлы,trinta
950,vierzig::NUM,нӹллӹ,quarenta
951,fünfzig::NUM,вӹцлӹ,cinquenta
952,sechzig::NUM,кудлу,sessenta
953,siebzig::NUM,шӹмлу,setenta
954,achtzig::NUM,кӓндӓкшлу,oitenta
955,neunzig::NUM,ӹндекшлу,noventa
956,hundert::NUM,шӱдӹ,cem
957,hundert::NUM,шӱдӹ,cento
958,tausend::NUM,тӹжем,mil
959,und::CNJ,дöн,e
960,oder::CNJ,льывы,ou
961,stehen::V,шалшаг,estar em pé
962,sitzen::V,шӹнзӓш,estar sentado
963,liegen::V,киӓш,jazer
964,liegen::V,киӓш,estar deitado
965,hängen::V,кечӓш,pender
966,hängen::V,кечӓш,estar pendurado
967,werden::V,шагалаш,tornar-se
968,passieren::V,ӹштӓ́лтӓш,acontecer
969,beginnen::V,тӹнгӓлӓлтӓш,começar
970,enden::V,пӹтӓш,acabar
971,enden::V,пӹтӓш,terminar
972,wechseln::V,весемӓш,variar
973,wechseln::V,весемӓш,alternar
974,wechseln::V,весемӓлтӓш,variar
975,wechseln::V,весемӓлтӓш,alternar
976,aufgehen[Sonne]::V,авараш,nascer
977,untergehen[Sonne]::V,шӹ́нзӓш,pôr-se
978,scheinen[Sonne]::V,сотемдӓрӓш,brilhar
979,donnern::V,хӹдӹртӓш,trovejar
980,wehen::V,ӹфӹлӓш,soprar
981,strömen::V,йогащ,correr
982,fließen::V,йогащ,fluir
983,sich drehen::V,пöрдӓш,girar
984,schwanken::V,лыпшалташ,oscilar
985,schwingen::V,кӓчӓйӓш,vibrar
986,fallen::V,кенвазаш,cair
987,fallen::V,шынгалташ,cair
988,brennen::V,йылаш,arder
989,rauchen::V,шыпшаш,fumegar
990,regnen::V,юраш,chover
991,gefrieren::V,гӓш,gelar
992,gefrieren::V,гӓш,congelar
993,gefrieren::V,кӹлмаш,gelar
994,gefrieren::V,кӹлмаш,congelar
995,tauen::V,шылаш,derreter
996,tauen::V,шылаш,descongelar
997,schmelzen::V,шӹрӓнӓш,fundir-se
998,trocknen::V,кошкаш,secar
999,sieden::V,шолаш,ferver
1000,faulen::V,шӱӓш,estragar-se
1001,verfaulen::V,йӓнгӓрӓлтӓш,apodrecer
1002,reißen::V,кышкедӓлтӓш,romper-se
1003,versinken::V,ва́лаш,afundar-se
1004,vergehen::V,эртӓш,passar
1005,erscheinen::V,каяш,aparecer
1006,verschwinden::V,ямаш,desaparecer
1007,sinken::V,пычаш,descer
1008,abnehmen::V,чӹдемӓш,diminuir
1009,abnehmen::V,чӹдемӓш,decrescer
1010,abnehmen::V,кöтӹргӓш,diminuir
1011,abnehmen::V,кöтӹргӓш,decrescer
1012,zunehmen::V,когоэмӓш,crescer
1013,zunehmen::V,когоэмӓш,aumentar
1014,steigen::V,лӱлта́лташ,subir
1015,wachsen::V,кушкаш,crescer
1016,glänzen::V,йӹлгӹжӓш,brilhar
1017,funkeln::V,валгалташ,cintilar
1018,lärmen::V,юкланаш,fazer barulho
1019,läuten::V,цоргаш,chocalhar
1020,klingeln::V,цоргаш,tocar
1021,klirren::V,цонгырталгаш,tinir
1022,brausen::V,ышдымыла́наш,bramar
1023,rauschen::V,шу́жгаш,murmurar
1024,rauschen::V,шу́жгаш,rumorejar
1025,klingen::V,йо́нгаш,soar
1026,bellen::V,опташ,ladrar
1027,heulen::V,урмыжаш,uivar
1028,blasen::V,ӹфӹлӓш,soprar
1029,pfeifen::V,ши́шкаш,assobiar
1030,schreien::V,уташ,gritar
1031,schreien::V,саслаш,gritar
1032,schreien::V,варгынзаш,gritar
1033,stöhnen::V,ӹнгӹрӓш,gemer
1034,zittern::V,цӹтӹрӓш,tremer
1035,leben::V,ӹлӓш,viver
1036,geboren werden::V,шачаш,nascer
1037,atmen::V,шӱлӓш,respirar
1038,trinken::V,йӱӓш,beber
1039,essen::V,качкаш,comer
1040,schlucken::V,нелӓш,engolir
1041,müde werden::V,янгылаш,cansar-se
1042,einschlafen::V,амален кеӓш,adormecer
1043,schlafen::V,амалаш,dormir
1044,aufwachen::V,понгыжалташ,acordar
1045,aufstehen::V,кӹньӹл шагалаш,levantar-se
1046,sich erholen::V,кӓнаш,descansar
1047,krank werden::V,церлӓнен вазаш,adoecer
1048,krank werden::V,церлӓнен вазаш,ficar doente
1049,krank sein::V,церлӓнӓш,estar doente
1050,krank sein::V,ясланаш,estar doente
1051,krank sein::V,ясыланаш,estar doente
1052,schmerzen::V,каршташ,doer
1053,husten::V,кахыраш,tossir
1054,genesen::V,паремӓш,convalescer
1055,genesen::V,тöрлӓнӓш,convalescer
1056,sterben::V,вазын колаш,morrer
1057,umkommen::V,пӹтӓш,perecer
1058,sich bewegen::V,кашташ,mover-se
1059,sich rühren::V,тӓрвӓнӓш,mexer-se
1060,sich erheben::V,кӹньӹлӓш,levantar-se
1061,sich setzen::V,шӹнзӓш,sentar-se
1062,hinfallen::V,кенвазаш,cair
1063,hinfallen::V,шынгалташ,cair
1064,laufen::V,кашташ,andar
1065,laufen::V,кашташ,caminhar
1066,schreiten::V,ашкедӓш,andar
1067,schreiten::V,ашкедӓш,caminhar
1068,spazierengehen::V,мадын кашташ,passear
1069,eilen::V,вӓшкӓш,apressar-se
1070,sich beeilen::V,вӓшкӓш,apressar-se
1071,sich beeilen::V,вӓшкӓш,despachar-se
1072,sich beeilen::V,талашаш,apressar-se
1073,sich beeilen::V,талашаш,despachar-se
1074,sausen::V,хойхаланаш,correr
1075,sausen::V,хояш,correr
1076,rennen::V,кыргыжаш,correr
1077,springen::V,тӹршештӓш,saltar
1078,klettern::V,ку́заш,trepar
1079,schaukeln::V,лыпшалташ,baloiçar
1080,kriechen::V,авалянаш,rastejar
1081,kriechen::V,авалянаш,arrastar-se
1082,kriechen::V,ньыжиклӓш,rastejar
1083,kriechen::V,ньыжиклӓш,arrastar-se
1084,schwimmen::V,илӓш,nadar
1085,tauchen::V,цымаш,mergulhar
1086,rudern::V,шуалташ,remar
1087,fahren::V,кеӓш,ir
1088,fliegen::V,чонгештӓш,voar
1089,gehen::V,кеӓш,ir
1090,gehen::V,кеӓш,andar
1091,weggehen::V,кеӓш,partir
1092,weggehen::V,кеӓш,ir-se embora
1093,abfahren::V,кеӓш,sair
1094,abfahren::V,кеӓш,partir
1095,anhalten::V,цӓрнӓш,parar
1096,hineingehen::V,пыраш,entrar
1097,eintreten::V,пыраш,entrar
1098,kommen::V,толаш,vir
1099,ankommen::V,шоаш,chegar
1100,zurückkommen::V,пöртӹлӓш,voltar
1101,zurückkommen::V,пöртӹлӓш,regressar
1102,bleiben::V,кодаш,ficar
1103,bleiben::V,кодаш,permanecer
1104,warten::V,вычаш,esperar
1105,erwarten::V,вычаш,esperar
1106,erwarten::V,вычаш,aguardar
1107,suchen::V,кӹчӓлӓш,buscar
1108,suchen::V,кӹчӓлӓш,procurar
1109,finden::V,моаш,achar
1110,finden::V,моаш,encontrar
1111,versuchen::V,путаяш,tentar
1112,versuchen::V,цацаш,tentar
1113,vorbereiten::V,поспейӹктӓш,preparar
1114,lieben::V,яраташ,amar
1115,lieben::V,яраташ,querer
1116,mögen::V,яраташ,gostar de
1117,lachen::V,ваштылаш,rir
1118,lachen::V,ваштылаш,rir-se
1119,rühren::V,тӓрвӓтӓш,comover
1120,weinen::V,мӓгӹрӓш,chorar
1121,schimpfen::V,свырседӓлӓш,ralhar
1122,sich ärgern::V,шӹдешкӓш,zangar-se
1123,sich fürchten::V,лӱдӓш,ter medo de
1124,sich fürchten::V,лӱдӓш,ter receio de
1125,fürchten::V,лӱдӓш,temer
1126,fürchten::V,лӱдӓш,recear
1127,fliehen::V,кыргыжаш,fugir
1128,flüchten::V,кыргыж шӹлӓш,refugiar-se
1129,sehen::V,ужаш,ver
1130,anschauen::V,анжалаш,olhar
1131,ansehen::V,анжаш,mirar
1132,hören::V,колаш,ouvir
1133,zuhören::V,колышташ,escutar
1134,probieren::V,тотештӓш,provar
1135,probieren::V,тотештӓш,saborear
1136,probieren::V,подыл анжаш,provar
1137,probieren::V,подыл анжаш,saborear
1138,riechen::V,ӱпшӹнзӓш,cheirar
1139,fühlen::V,шижӓш,sentir
1140,scheinen::V,каяш,parecer
1141,zu sehen sein::V,каяш,estar à vista
1142,vernehmen::V,колын колташ,ouvir
1143,frieren::V,кӹлмаш,ter frio
1144,frieren::V,тӹнгӹргӓш,ter frio
1145,tun::V,ӹштӓш,fazer
1146,können::V,кердӓш,saber
1147,wollen::V,жалаяш,querer
1148,anfangen::V,тӹнгӓлӓш,iniciar
1149,beenden::V,пӹтӓрӓш,acabar
1150,beenden::V,пӹтӓрӓш,terminar
1151,aufhören::V,цӓрнӓш,cessar
1152,aufhören::V,цӓрнӓш,desistir
1153,gelingen::V,цӓш лиӓш,sair bem
1154,gelingen::V,цӓш лиӓш,dar bom resultado
1155,geraten::V,лиӓш,sair
1156,geraten::V,лиӓш,dar resultado
1157,öffnen::V,пачаш,abrir
1158,schließen::V,чӱчӓш,fechar
1159,stellen::V,шӹндӓш,pôr
1160,stellen::V,шӹндӓш,colocar
1161,setzen::V,шӹндӓш,pôr
1162,setzen::V,шӹндӓш,meter
1163,legen::V,опташ,pôr
1164,legen::V,опташ,meter
1165,legen::V,пиштӓш,pôr
1166,legen::V,пиштӓш,meter
1167,berühren::V,тӹкӓлӓш,tocar
1168,verbinden::V,пидӓш,unir
1169,verbinden::V,пидӓш,ligar
1170,bedecken::V,леведӓш,cobrir
1171,aufhängen::V,сӓкӓш,pendurar
1172,anzünden::V,чӱктӓш,acender
1173,aufheben::V,кузыкташ,apanhar
1174,aufheben::V,кузыкташ,levantar
1175,zurücklassen::V,кодаш,deixar
1176,verlieren::V,ямдаш,perder
1177,fallen lassen::V,кенвацтараш,deixar cair
1178,machen::V,ӹштӓш,fazer
1179,herstellen::V,йӓмдӹлӓш,produzir
1180,bauen::V,ӹштӓш,edificar
1181,bauen::V,ӹштӓш,construir
1182,reparieren::V,чиняш,reparar
1183,reparieren::V,чиняш,consertar
1184,reparieren::V,алалаш,reparar
1185,reparieren::V,алалаш,consertar
1186,verbessern::V,яжоэмден шӹндӓш,melhorar
1187,ändern::V,вашталташ,mudar
1188,ändern::V,вашталташ,alterar
1189,graben::V,капаяш,cavar
1190,beugen::V,лывырташ,curvar
1191,beugen::V,каклярташ,curvar
1192,biegen::V,лывырташ,vergar
1193,drehen::V,сӓрӓш,girar
1194,drehen::V,сӓрӹкӓлӓш,girar
1195,wenden::V,сӓрӓлӓш,virar
1196,wenden::V,сӓрӓлӓш,voltar
1197,umdrehen::V,сӓрӓлӓш,virar
1198,umdrehen::V,сӓрӓлӓш,revolver
1199,heben::V,лӱктӓш,levantar
1200,hochheben::V,кузыкташ,erguer
1201,hochheben::V,кузыкташ,levantar
1202,ergreifen::V,хватяш,apanhar
1203,halten::V,кычаш,segurar
1204,drücken::V,темдӓш,apertar
1205,schieben::V,шӹкӓш,empurrar
1206,kratzen::V,нӹжӓш,raspar
1207,lecken::V,нылаш,lamber
1208,beißen::V,пыралаш,morder
1209,abreißen::V,кӹрӓш,arrancar
1210,abreißen::V,кышкед нӓлӓш,arrancar
1211,abschneiden::V,шулаш,talhar
1212,abschneiden::V,лаштыклаш,talhar
1213,binden::V,пидӓш,ligar
1214,stecken::V,шыралаш,meter
1215,stecken::V,шыралаш,enfiar
1216,brechen::V,тодылаш,romper
1217,brechen::V,тодылаш,quebrar
1218,brechen::V,пыдырташ,romper
1219,brechen::V,пыдырташ,quebrar
1220,klopfen::V,рушткаш,bater
1221,hauen::V,шелӹштӓш,bater
1222,kleben::V,клейӓш,colar
1223,reiben::V,нӹжӓш,esfregar
1224,streichen::V,шӹрӓш,barrar
1225,schleifen::V,шымаш,afiar
1226,schneiden::V,пӹчкӓш,cortar
1227,rütteln::V,мыльгыкташ,sacudir
1228,schütteln::V,цӹтӹртӓш,abanar
1229,schütteln::V,цӹтӹртӓш,sacudir
1230,schütteln::V,мыльгыкташ,abanar
1231,schütteln::V,мыльгыкташ,sacudir
1232,schwenken::V,машыяш,agitar
1233,schütten::V,опталаш,deitar
1234,füllen::V,темӓш,encher
1235,einwickeln::V,пӹтӹрӓ́лӓш,envolver
1236,einwickeln::V,пӹтӹрӓ́лӓш,embrulhar
1237,tragen::V,намалаш,levar
1238,tragen::V,намалаш,trazer
1239,schleppen::V,шӹдӹрӓш,arrastar
1240,ziehen::V,шыпшаш,puxar
1241,aufbewahren::V,перегӓш,guardar
1242,aufbewahren::V,перегӓш,conservar
1243,werfen::V,кӹшкӓш,lançar
1244,fangen::V,кычаш,apanhar
1245,packen::V,хватяш,agarrar
1246,verstecken::V,шӹлтӓш,esconder
1247,teilen::V,пайылаш,partir
1248,teilen::V,пайылаш,dividir
1249,schicken::V,колташ,enviar
1250,bringen::V,кандаш,trazer
1251,bekommen::V,лыкташ,obter
1252,erhalten::V,получаяш,receber
1253,nehmen::V,налаш,tomar
1254,wählen::V,айыраш,eleger
1255,wählen::V,айыраш,escolher
1256,auswählen::V,айыраш,escolher
1257,auswählen::V,айыраш,seleccionar
1258,bewahren::V,перегӓш,guardar
1259,bewahren::V,перегӓш,conservar
1260,behindern::V,мешӓйӓш,impedir
1261,verderben::V,портяш,estragar
1262,verderben::V,портяш,corromper
1263,beschädigen::V,шушырташ,danificar
1264,zerbrechen::V,пыдырташ,romper
1265,zerbrechen::V,пыдырташ,quebrar
1266,zerreißen::V,кӹрӓш,rasgar
1267,zerstören::V,шӓлӓтӓш,destruir
1268,verbrennen::V,йылаташ,queimar
1269,verbrennen::V,йылалташ,queimar
1270,geben::V,пуаш,dar
1271,reichen::V,пуаш,passar
1272,schenken::V,подараш,oferecer
1273,versprechen::V,сöрӓш,prometer
1274,wünschen::V,жалаяш,desejar
1275,loben::V,хваляш,louvar
1276,küssen::V,шышшалаш,beijar
1277,wiegen::V,лӱнгӓлтӓш,embalar
1278,zudecken::V,пиштӓш,tapar
1279,zudecken::V,пиштӓш,cobrir
1280,wecken::V,понгыжалтараш,acordar
1281,wecken::V,понгыжалтараш,despertar
1282,zeigen::V,анжыкташ,mostrar
1283,führen::V,видӓш,guiar
1284,führen::V,видӓш,conduzir
1285,lehren::V,тымдаш,ensinar
1286,unterrichten::V,тымдаш,instruir
1287,aufziehen::V,кушташ,criar
1288,leiten::V,видӓш,dirigir
1289,leiten::V,видӓш,conduzir
1290,leiten::V,вуйлаташ,dirigir
1291,leiten::V,вуйлаташ,conduzir
1292,leiten::V,вуйлалташ,dirigir
1293,leiten::V,вуйлалташ,conduzir
1294,antreiben::V,талаштараш,impelir
1295,lassen::V,-ыкт,fazer
1296,einladen::V,ӱжӓш,convidar
1297,vereinigen::V,иктештӓш,unir
1298,vereinigen::V,иктештӓш,reunir
1299,besuchen::V,толаш,ir ver
1300,besuchen::V,толаш,visitar
1301,treffen::V,вӓшлиӓш,encontrar
1302,treffen::V,вӓшлиӓлтӓш,encontrar
1303,sich versammeln::V,цымыргаш,reunir-se
1304,spielen::V,мадаш,jogar
1305,spielen::V,мадаш,brincar
1306,singen::V,мыраш,cantar
1307,tanzen::V,кушташ,bailar
1308,sich trennen::V,айырлаш,apartar-se
1309,verlassen::V,шуаш,deixar
1310,verlassen::V,шуаш,abandonar
1311,retten::V,ытараш,salvar
1312,bewachen::V,оролаш,vigiar
1313,bewachen::V,оролаш,guardar
1314,schützen::V,перегӓш,proteger
1315,verteidigen::V,перегӓш,defender
1316,sich schlagen::V,шидӓлӓш,brigar
1317,sich schlagen::V,шидӓлӓш,bater-se
1318,sich schlagen::V,шиэдӓлӓш,brigar
1319,sich schlagen::V,шиэдӓлӓш,bater-se
1320,schießen::V,лӱӓш,disparar
1321,siegen::V,сӹнгӓш,vencer
1322,ärgern::V,шӹдештӓрӓш,irritar
1323,ärgern::V,шӹдештӓрӓш,aborrecer
1324,schlagen::V,пӓрен колташ,bater
1325,schlagen::V,хӹрӹктен колташ,bater
1326,treten::V,чымаш,pisar
1327,stechen::V,пышкылаш,picar
1328,stoßen::V,шыркедӓш,empurrar
1329,stehlen::V,шолышт толаш,furtar
1330,stören::V,ӓрештӹлӓш,perturbar
1331,belästigen::V,кӓньӹсӹрлӓндӓрӓш,incomodar
1332,belästigen::V,кӓньӹсӹрлӓндӓрӓш,importunar
1333,belästigen::V,шытырланыкташ,incomodar
1334,belästigen::V,шытырланыкташ,importunar
1335,verbergen::V,шӹлтӓш,ocultar
1336,verbergen::V,шӹлтӓш,esconder
1337,täuschen::V,алталаш,iludir
1338,täuschen::V,алталаш,enganar
1339,täuschen::V,аталаш,iludir
1340,täuschen::V,аталаш,enganar
1341,betrügen::V,мошеньӹчӓйӓш,burlar
1342,betrügen::V,мошеньӹчӓйӓш,enganar
1343,töten::V,пуштын шуаш,matar
1344,wohnen::V,ӹлӓш,morar
1345,arbeiten::V,пӓшӓлӓш,trabalhar
1346,arbeiten::V,ровотаяш,trabalhar
1347,sammeln::V,погаш,recolher
1348,sammeln::V,погаш,coleccionar
1349,pflücken::V,кӹрӓш,colher
1350,jagen::V,охотничӓйӓш,caçar
1351,fischen::V,кол кычаш,pescar
1352,fassen::V,кычаш,apanhar
1353,hüten::V,кӹтӓш,guardar
1354,treiben::V,шуруяш,conduzir
1355,anbinden::V,ялшташ,atar
1356,anbinden::V,ялышташ,atar
1357,füttern::V,пукшаш,dar de comer a
1358,melken::V,шыпшылаш,ordenhar
1359,hacken::V,роаш,rachar
1360,gießen::V,шӓвӓш,regar
1361,reifen::V,кӱӓш,amadurecer
1362,reifen::V,поспейӓш,amadurecer
1363,zubereiten::V,йӓмдӹлӓш,preparar
1364,kochen::V,шолташ,cozer
1365,backen::V,кӱктӓш,cozer
1366,braten::V,жӓрӓш,assar
1367,braten::V,жӓрӓш,fritar
1368,umrühren::V,намалаш,remexer
1369,stricken::V,пидӓш,tricotar
1370,stricken::V,пидӓш,fazer malha
1371,nähen::V,ыргаш,coser
1372,nähen::V,ыргаш,costurar
1373,färben::V,пидӓш,tingir
1374,färben::V,пидӓш,colorir
1375,reinigen::V,чиӓлтӓш,limpar
1376,reinigen::V,чиӓлтӓш,purificar
1377,waschen::V,мышкаш,lavar
1378,abwischen::V,ӹштӓш,limpar
1379,abwischen::V,ӹштӓш,esfregar
1380,spülen::V,шӱӓлтӓш,lavar
1381,spülen::V,шӱӓлтӓш,enxaguar
1382,fegen::V,ӹштӓш,varrer
1383,kehren::V,ӹштӓш,varrer
1384,baden::V,нӱштӹлӓш,banhar
1385,baden::V,нӱштӹлӓш,tomar banho
1386,sich waschen::V,мышкылташ,lavar-se
1387,ausziehen::V,кыдашаш,despir
1388,anziehen::V,чиӓш,vestir
1389,sich anziehen::V,чиӓш,vestir-se
1390,kämmen::V,шерӓш,pentear
1391,schmücken::V,цеверемдӓш,adornar
1392,sagen::V,манаш,dizer
1393,sagen::V,келесӓш,dizer
1394,sprechen::V,манаш,falar
1395,reden::V,шайышташ,falar
1396,sich unterhalten::V,хытыраш,conversar
1397,sich unterhalten::V,хытыргаш,conversar
1398,fragen::V,ядаш,perguntar
1399,bitten::V,ядаш,pedir
1400,erzählen::V,келесӓш,contar
1401,mitteilen::V,попаш,comunicar
1402,mitteilen::V,попаш,participar
1403,mitteilen::V,увертӓш,comunicar
1404,mitteilen::V,увертӓш,participar
1405,mitteilen::V,увертӓрӓш,comunicar
1406,mitteilen::V,увертӓрӓш,participar
1407,nennen::V,лӹмдӓш,nomear
1408,nennen::V,лӹмдӓш,apelidar
1409,rufen::V,ӱжӓш,chamar
1410,prahlen::V,хайзаш,gabar-se
1411,prahlen::V,хайзаш,vangloriar-se
1412,prahlen::V,шаргаланаш,gabar-se
1413,prahlen::V,шаргаланаш,vangloriar-se
1414,übersetzen::V,вашташ,traduzir
1415,denken::V,машанаш,pensar
1416,glauben::V,ӹнянӓш,crer
1417,bemerken::V,цаклаш,notar
1418,bemerken::V,цаклаш,observar
1419,erkennen::V,пӓлӓш,reconhecer
1420,begreifen::V,ынгылаш,apreender
1421,begreifen::V,ынгылаш,compreender
1422,verstehen::V,ынгылаш,entender
1423,verstehen::V,ынгылаш,compreender
1424,lernen::V,тыменяш,aprender
1425,wissen::V,пӓлӓш,saber
1426,sich erinnern an::V,ышештӓрӓш,lembrar-se de
1427,sich erinnern an::V,ышештӓрӓш,recordar-se de
1428,vergessen::V,монден кодаш,esquecer
1429,messen::V,висӓш,medir
1430,zählen::V,шотаяш,contar
1431,rechnen::V,шотаяш,calcular
1432,lesen::V,лыдаш,ler
1433,malen::V,рисуяш,pintar
1434,zeichnen::V,ыдырка́лаш,desenhar
1435,schreiben::V,вазаш,escrever
1436,besitzen::V,кы́чаш,possuir
1437,kaufen::V,нӓлӓш,comprar
1438,verkaufen::V,выжалаш,vender
1439,bezahlen::V,тӱлӓш,pagar
1440,zahlen::V,тӱлӓш,pagar
1441,beherrschen::V,кы́чаш,imperar
1442,ertragen::V,цӹтӓш,suportar
1443,Linie::N,,linha
1444,Strich::N,,traço
1445,jetzt::ADV,,agora
1446,hinzufügen::V,,acrescentar
