,Concept_ID,sk,ga
168,Kiefer[Baum]::N,borovica,péine
169,Weide[Baum]::N,vŕba,saileach
170,Tanne::N,jedľa,giúis
171,Horn::N,roh,adharc
172,Feder::N,pero,cleite
173,Fell::N,koža,clúmh
174,Fell::N,kožušina,clúmh
175,Flügel::N,krídlo,eite
176,Flügel::N,krídlo,sciathán
177,Klaue::N,paznecht,crúb
178,Klaue::N,paznecht,crobh
179,Kralle::N,pazúr,crobh
180,Schwanz::N,chvost,eireaball
181,Ei::N,vajce,ubh
182,Ei::N,vajíčko,ubh
183,Nest::N,hniezdo,nead
184,Bau::N,nora,brocais
185,Tier::N,zviera,ainmhí
186,Tier::N,zviera,beithíoch
187,Herde::N,stádo,tréad
188,Kuh::N,krava,bó
189,Bulle::N,býk,tarbh
190,Pferd::N,kôň,each
191,Pferd::N,kôň,capall
192,Schaf::N,ovca,caora
193,Schwein::N,sviňa,muc
194,Hund::N,pes,madra
195,Katze::N,mačka,cat
196,Bär::N,medveď,béar
197,Eichhörnchen::N,veverička,iora
198,Elch::N,los,eilc
199,Fuchs::N,líška,sionnach
200,Fuchs::N,líška,madra rua
201,Hase::N,zajac,giorria
202,Maus::N,myš,luch
203,Wolf::N,vlk,mac tíre
204,Vogel::N,vták,éan
205,Schwarm::N,roj,saithe
206,Huhn::N,kurča,cearc
207,Huhn::N,sliepka,cearc
208,Hahn::N,kohút,coileach
209,Gans::N,hus,gé
210,Adler::N,orol,iolar
211,Ente::N,kačka,lacha
212,Ente::N,kačica,lacha
213,Eule::N,sova,ulchabhán
214,Kranich::N,žeriav,grús
215,Krähe::N,vrana,caróg
216,Krähe::N,vrana,préachán
217,Kuckuck::N,kukučka,cuach
218,Schwan::N,labuť,eala
219,Fisch::N,ryba,iasc
220,Barsch::N,ostriež,péirse
221,Hecht::N,šťuka,liús
222,Schlange[Tier]::N,had,nathair
223,Wurm::N,červ,péist
224,Spinne::N,pavúk,damhán alla
225,Ameise::N,mravec,seangán
226,Laus::N,voš,míol
227,Mücke::N,komár,muiscít
228,Mücke::N,komár,corrmhíol
229,Fliege::N,mucha,cuil
230,Fliege::N,mucha,cuileog
231,Schmetterling::N,motýľ,féileacán
232,Beere::N,bobuľa,caor
233,Apfel::N,jablko,úll
234,Pilz::N,hríb,beacán
235,Pilz::N,hríb,muisiriún
236,Zwiebel::N,cibuľa,oinniún
237,Saat::N,osivo,síol
238,Korn::N,zrno,gráinne
239,Heu::N,seno,féar
240,Schale::N,šupa,scaimh
241,Schale::N,škrupina,scaimh
242,Grube::N,jama,poll
243,Falle::N,pasca,gaiste
244,Falle::N,klepec,gaiste
245,Schlinge::N,slučka,sealán
246,Spur::N,stopa,rian
247,Asche::N,popol,luaith
248,Dreck::N,kal,salachar
249,Dreck::N,blato,salachar
250,Eisen::N,železo,iarann
251,Gold::N,zlato,ór
252,Silber::N,striebro,airgead
253,Kohle::N,uhlie,gual
254,Glas::N,sklo,gloine
255,Lehm::N,íl,cré
256,Lehm::N,hlina,cré
257,Sand::N,piesok,gaineamh
258,Mensch::N,človek,duine
259,Mann::N,muž,fear
260,Mann::N,chlap,fear
261,Frau::N,žena,bean
262,Kind::N,dieťa,gasúr
263,Kind::N,dieťa,páiste
264,Junge::N,chlapec,buachaill
265,Mädchen::N,dievka,cailín
266,Familie::N,rodina,teaghlach
267,Familie::N,rodina,comhluadar
268,Großvater::N,dedo,seanathair
269,Großvater::N,starý otec,seanathair
270,Großmutter::N,babička,seanmháthair
271,Großmutter::N,stará mať,seanmháthair
272,Eltern::N,rodičia,tuismitheoirí
273,Vater::N,otec,athair
274,Mutter::N,mať,máthair
275,Mutter::N,matka,máthair
276,Sohn::N,syn,mac
277,Tochter::N,dcéra,iníon
278,Bruder::N,brat,deartháir
279,Schwester::N,sestra,deirfiúr
280,Onkel::N,ujo,uncail
281,Onkel::N,strýko,uncail
282,Tante::N,teta,aintín
283,Tante::N,tetka,aintín
284,Ehemann::N,muž,fear céile
285,Ehemann::N,manžel,fear céile
286,Ehefrau::N,žena,bean chéile
287,Ehefrau::N,manželka,bean chéile
288,Freude::N,radosť,áthas
289,Gelächter::N,smiech,gáire
290,Glück::N,šťastie,séan
291,Glück::N,šťastie,sonas
292,Kummer::N,žiaľ,brón
293,Kummer::N,žiaľ,buairt
294,Kummer::N,zármutok,brón
295,Kummer::N,zármutok,buairt
296,Wunsch::N,prianie,guí
297,Wunsch::N,prianie,achainí
298,Lust::N,chuť,fonn
299,Geist::N,duch,meon
300,Geist::N,duch,spiorad
301,Gedanke::N,myšlienka,smaoineamh
302,Gedächtnis::N,pamäť,cuimhne
303,Verstand::N,rozum,ciall
304,Verstand::N,rozum,intinn
305,Sinn::N,zmysel,brí
306,Sinn::N,zmysel,ciall
307,Grund::N,dôvod,fáth
308,Grund::N,príčina,fáth
309,Wahrheit::N,pravda,fírinne
310,Gespräch::N,reč,comhrá
311,Gespräch::N,rozhovor,comhrá
312,Märchen::N,rozprávka,scéal
313,Erzählung::N,poviedka,scéal
314,Nachricht::N,správa,teachtaireacht
315,Neuigkeit::N,novinka,scéala
316,Name::N,meno,ainm
317,Rätsel::N,záhada,tomhas
318,Rätsel::N,hádanka,tomhas
319,Rede::N,reč,óráid
320,Rede::N,reč,aitheasc
321,Sprache::N,reč,teanga
322,Sprache::N,jazyk,teanga
323,Stimme::N,hlas,guth
324,Wort::N,slovo,focal
325,Zeichen::N,znak,comhartha
326,Ruf::N,volanie,glaoch
327,Ruf::N,zavolanie,glaoch
328,Lärm::N,hluk,torann
329,Lärm::N,hurhaj,torann
330,Laut::N,zvuk,fuaim
331,Ton::N,tón,ton
332,Ton::N,zvuk,ton
333,Lied::N,pieseň,amhrán
334,Ruhe::N,pokoj,suaimhneas
335,Leute::N,ľudia,muintir
336,Volk::N,ľud,pobal
337,Volk::N,národ,pobal
338,Arbeit::N,práca,obair
339,Arbeit::N,robota,obair
340,Gast::N,hosť,aoi
341,Geschenk::N,dar,féirín
342,Geschenk::N,dar,bronntanas
343,Spiel::N,hra,cluiche
344,Gesellschaft::N,spoločnosť,comhluadar
345,Hilfe::N,pomoc,cúnamh
346,Hilfe::N,pomoc,cabhair
347,Freund::N,priateľ,cara
348,Kamerad::N,kamarát,comrádaí
349,Angelegenheit::N,vec,ábhar
350,Angelegenheit::N,záležitosť,ábhar
351,Anzahl::N,počet,líon
352,Anzahl::N,množstvo,líon
353,Art::N,druh,sórt
354,Art::N,druh,saghas
355,Stück::N,kus,píosa
356,Stück::N,kúsok,píosa
357,Teil::N,časť,cuid
358,Teil::N,časť,páirt
359,Hälfte::N,polka,leath
360,Hälfte::N,polovica,leath
361,Kreis::N,kruh,ciorcal
362,Kreuz::N,kríž,cros
363,Linie::N,línia,líne
364,Strich::N,čiara,stríoc
365,Abstand::N,vzdialenosť,achar
366,Entfernung::N,vzdialenosť,fad
367,Gegend::N,kraj,ceantar
368,Gegend::N,krajina,ceantar
369,Platz::N,miesto,áit
370,Platz::N,miesto,spás
371,Ort::N,miesto,áit
372,Seite::N,bok,taobh
373,Seite::N,strana,taobh
374,Mitte::N,stred,lár
375,Gegenstand::N,predmet,ball
376,Gegenstand::N,predmet,ábhar
377,Sache::N,vec,ní
378,Sache::N,vec,rud
379,Rand::N,kraj,imeall
380,Rand::N,kraj,ciumhais
381,Rand::N,okraj,imeall
382,Rand::N,okraj,ciumhais
383,Kante::N,hrana,corr
384,Kante::N,hrana,colbha
385,Ecke::N,roh,coirnéal
386,Spitze::N,hrot,gob
387,Spitze::N,hrot,barr
388,Spitze::N,špička,gob
389,Spitze::N,špička,barr
390,Ende::N,koniec,ceann
391,Ende::N,koniec,foirceann
392,Loch::N,diera,poll
393,Winkel::N,kút,cúinne
394,Winkel::N,kút,uillinn
395,Muster::N,vzor,patrún
396,Muster::N,vzorka,patrún
397,Größe::N,veľkosť,méid
398,Größe::N,veľkosť,toise
399,Länge::N,dĺžka,fad
400,Höhe::N,výška,airde
401,Gewicht::N,váha,meáchan
402,Menge::N,množstvo,méid
403,Haufen::N,hŕba,cnap
404,Reihe::N,rad,líne
405,Reihe::N,rad,sraith
406,Boot::N,čln,bád
407,Ruder::N,veslo,rámh
408,Ruder::N,veslo,maide rámha
409,Schlitten::N,sane,carr sleamhnáin
410,Ski::N,lyža,scí
411,Lagerfeuer::N,táborák,tine champa
412,Last::N,ťarcha,ualach
413,Last::N,bremeno,ualach
414,Gang::N,chôdza,siúlóid
415,Schritt::N,krok,céim
416,Schritt::N,krok,coiscéim
417,Norden::N,sever,tuaisceart
418,Süden::N,juh,deisceart
419,Westen::N,západ,iarthar
420,Osten::N,východ,oirthear
421,Holz::N,drevo,adhmad
422,Brett::N,doska,clár
423,Platte::N,doska,leac
424,Platte::N,platňa,leac
425,Stütze::N,opora,taca
426,Stange::N,tyč,polla
427,Stange::N,tyč,cuaille
428,Stock::N,palica,bata
429,Stock::N,palica,maide
430,Stab::N,palica,maide
431,Stab::N,palica,bachall
432,Rohr::N,rúra,píopa
433,Haus::N,dom,teach
434,Heim::N,domov,baile
435,Ofen::N,pec,sornóg
436,Ofen::N,kachle,sornóg
437,Fußboden::N,dlážka,urlár
438,Fußboden::N,podlaha,urlár
439,Tisch::N,stôl,bord
440,Tisch::N,stôl,tábla
441,Stuhl::N,stolička,cathaoir
442,Wiege::N,kolíska,cliabhán
443,Bett::N,lôžko,leaba
444,Bett::N,posteľ,leaba
445,Regal::N,regál,seilf
446,Regal::N,polica,seilf
447,Kiste::N,debna,bosca
448,Fenster::N,okno,fuinneoig
449,Fenster::N,oblok,fuinneoig
450,Tür::N,dvere,doras
451,Tor::N,vráta,geata
452,Zaun::N,plot,fál
453,Zaun::N,plot,claí
454,Zaun::N,ohrada,fál
455,Zaun::N,ohrada,claí
456,Dach::N,krov,díon
457,Dach::N,strecha,díon
458,Leiter::N,rebrík,dréimire
459,Leiter::N,rebrina,dréimire
460,Besen::N,metla,scuab
461,Spaten::N,rýľ,spád
462,Spaten::N,rýľ,rámhainn
463,Schaufel::N,lopata,sluasaid
464,Gabel::N,vidlička,forc
465,Gabel::N,vidlička,gabhlóg
466,Löffel::N,lyžica,spúnóg
467,Messer::N,nôž,scian
468,Nagel::N,klinec,tairne
469,Netz::N,sieť,líon
470,Netz::N,sieť,eangach
471,Haken::N,hák,croch
472,Haken::N,háčik,croch
473,Griff::N,rukoväť,cos
474,Griff::N,rukoväť,hanla
475,Schloss::N,zámka,glas
476,Bild::N,obraz,pictiúr
477,Figur::N,figúra,fíor
478,Puppe::N,bábka,bábóg
479,Puppe::N,bábika,bábóg
480,Beutel::N,vrece,mála
481,Beutel::N,vrece,mealbhóg
482,Beutel::N,vrecko,mála
483,Beutel::N,vrecko,mealbhóg
484,Bündel::N,uzlík,beart
485,Bündel::N,zväzok,beart
486,Tasche::N,taška,mála
487,Tasche::N,kabelka,mála
488,Eimer::N,vedro,buicéad
489,Deckel::N,vrchnák,clár
490,Deckel::N,vrchnák,claibín
491,Deckel::N,pokrývka,clár
492,Deckel::N,pokrývka,claibín
493,Geschirr::N,nádoba,soithí
494,Geschirr::N,nádoba,gréithe
495,Sack::N,mech,sac
496,Sack::N,mech,mála
497,Sack::N,vrece,sac
498,Sack::N,vrece,mála
499,Tasse::N,šálka,cupán
500,Topf::N,hrniec,pota
501,Kessel::N,kotol,citeal
502,Essen::N,jedlo,béile
503,Nahrung::N,strava,bia
504,Nahrung::N,potrava,bia
505,Speise::N,jedlo,mias
506,Fleisch::N,mäso,feoil
507,Getreide::N,obilie,grán
508,Getreide::N,obilie,arbhar
509,Brei::N,kaša,brúitín
510,Brot::N,chlieb,arán
511,Scheibe::N,kotúč,píosa
512,Scheibe::N,kotúč,slisne
513,Scheibe::N,krajec,píosa
514,Scheibe::N,krajec,slisne
515,Fett::N,tuk,saill
516,Fett::N,tuk,méathras
517,Fett::N,masť,saill
518,Fett::N,masť,méathras
519,Butter::N,maslo,im
520,Öl::N,olej,ola
521,Salz::N,soľ,salann
522,Suppe::N,polievka,sú
523,Suppe::N,polievka,anraith
524,Honig::N,med,mil
525,Milch::N,mlieko,bainne
526,Tee::N,čaj,tae
527,Leder::N,koža,leathar
528,Wolle::N,vlna,olann
529,Stoff::N,súkno,éadach
530,Nadel::N,ihla,snáthaid
531,Faden::N,niť,snáth
532,Faden::N,vlákno,snáth
533,Knopf::N,gombík,cnaipe
534,Knoten::N,uzol,snaidhm
535,Farbe::N,farba,péint
536,Kleidung::N,šaty,éadaí
537,Kleidung::N,šatstvo,éadaí
538,Hemd::N,košeľa,léine
539,Kragen::N,golier,bóna
540,Ärmel::N,rukáv,muinchille
541,Hose::N,nohavice,bríste
542,Hose::N,nohavice,treabhsar
543,Gürtel::N,pás,crios
544,Gürtel::N,opasok,crios
545,Mütze::N,čiapka,caipín
546,Schuh::N,obuv,bróg
547,Schuh::N,topánka,bróg
548,Stiefel::N,čižma,buatais
549,Ring::N,prsteň,fáinne
550,Band::N,stuha,ribín
551,Kamm::N,hrebeň,cíor
552,Spiegel::N,zrkadlo,scáthán
553,Riemen::N,remeň,iall
554,Riemen::N,remeň,strapa
555,Schnur::N,šnúra,téad
556,Schnur::N,šnúra,sreangán
557,Leine::N,vodidlo,iall
558,Decke::N,deka,pluid
559,Decke::N,deka,blaincéad
560,Decke::N,prikrývka,pluid
561,Decke::N,prikrývka,blaincéad
562,Kissen::N,poduška,piliúr
563,Kissen::N,poduška,adhartán
564,Tuch::N,šatka,scaif
565,Handtuch::N,uterák,tuáille
566,Kraft::N,moc,fórsa
567,Stärke::N,sila,neart
568,Gesundheit::N,zdravie,sláinte
569,Krankheit::N,nemoc,tinneas
570,Krankheit::N,nemoc,breoiteacht
571,Krankheit::N,choroba,tinneas
572,Krankheit::N,choroba,breoiteacht
573,Schmerz::N,bolesť,pian
574,Wunde::N,rana,goin
575,Fieber::N,horúčka,fiabhras
576,Arznei::N,liek,cógas
577,Brücke::N,most,droichead
578,Brunnen::N,studňa,tobar
579,Weide::N,pastva,féarach
580,Pfad::N,chodník,cosán
581,Pfad::N,chodník,conair
582,Weg::N,cesta,slí
583,Weg::N,cesta,bealach
584,Straße::N,hradská,bóthar
585,Dorf::N,dedina,sráidbhaile
586,Stadt::N,mesto,baile
587,Stadt::N,mesto,cathair
588,Brief::N,list,litir
589,Buch::N,kniha,cín
590,Buch::N,kniha,leabhar
591,Buchstabe::N,litera,litir
592,Buchstabe::N,písmeno,litir
593,Zeitung::N,noviny,nuachtán
594,Leben::N,život,saol
595,Leben::N,život,beatha
596,Tod::N,smrť,bás
597,Grab::N,hrob,uaigh
598,Kirche::N,kostol,eaglais
599,Sünde::N,hriech,peaca
600,Gott::N,boh,dia
601,Arbeiter::N,robotník,oibrí
602,Arbeiter::N,pracnovík,oibrí
603,Chef::N,šéf,saoiste
604,Chef::N,šéf,ceannasaí
605,Chef::N,riaditeľ,saoiste
606,Chef::N,riaditeľ,ceannasaí
607,Meister::N,majster,máistir
608,Arzt::N,lekár,lia
609,Arzt::N,lekár,dochtúir
610,Lehrer::N,učiteľ,oide
611,Lehrer::N,učiteľ,múinteoir
612,Geld::N,peniaze,airgead
613,Geschäft::N,obchod,gnó
614,Laden::N,obchod,siopa
615,Preis::N,cena,praghas
616,Ware::N,tovar,earra
617,Nutzen::N,osoh,tairbhe
618,Nutzen::N,úžitok,tairbhe
619,Reichtum::N,bohatstvo,rachmas
620,Reichtum::N,bohatstvo,saibhreas
621,Welt::N,svet,domhan
622,Land::N,územie,tír
623,Land::N,krajina,tír
624,Staat::N,štát,stát
625,König::N,kráľ,rí
626,Macht::N,moc,cumhacht
627,Macht::N,mocnosť,cumhacht
628,Grenze::N,hranica,críoch
629,Grenze::N,hranica,teorainn
630,Krieg::N,vojna,cogadh
631,Feind::N,nepriateľ,namhaid
632,Gewalt::N,násilie,foréigean
633,Kampf::N,boj,troid
634,Bogen[Waffe]::N,luk,bogha
635,Pfeil::N,šíp,saighead
636,Pfeil::N,strela,saighead
637,Gewehr::N,puška,gunna
638,Fehler::N,omyl,botún
639,Fehler::N,omyl,meancóg
640,Fehler::N,chyba,botún
641,Fehler::N,chyba,meancóg
642,Lüge::N,lož,bréag
643,Lüge::N,lož,éitheach
644,Schaden::N,ujma,dochar
645,Schaden::N,ujma,damáiste
646,Schaden::N,škoda,dochar
647,Schaden::N,škoda,damáiste
648,Unglück::N,nešťastie,drochrath
649,Schuld::N,vina,locht
650,Schuld::N,vina,milleán
651,Schuld::N,previnenie,locht
652,Schuld::N,previnenie,milleán
653,Alter::N,vek,aois
654,Schluss::N,záver,deireadh
655,Schluss::N,koniec,deireadh
656,Zeit::N,čas,am
657,Zeit::N,čas,aimsir
658,Tag::N,deň,lá
659,Morgen::N,ráno,maidin
660,Mittag::N,poludnie,nóin
661,Abend::N,večer,tráthnóna
662,Nacht::N,noc,oíche
663,Woche::N,týždeň,seachtain
664,Monat::N,mesiac,mí
665,Jahr::N,rok,bliain
666,Frühling::N,jar,earrach
667,Sommer::N,leto,samhradh
668,Herbst::N,jeseň,fómhar
669,Winter::N,zima,geimhreadh
670,Januar::N,január,Eanáir
671,Februar::N,február,Feabhra
672,März::N,marec,Márta
673,April::N,apríl,Aibreán
674,Mai::N,máj,Bealtaine
675,Juni::N,jún,Meitheamh
676,Juli::N,júl,Iúil
677,August::N,august,Lúnasa
678,September::N,september,Meán Fómhair
679,Oktober::N,október,Deireadh Fómhair
680,November::N,november,Samhain
681,November::N,november,Mí na Samhna
682,Dezember::N,december,Mí na Nollag
683,Montag::N,pondelok,Luan
684,Montag::N,pondelok,Dé Luain
685,Dienstag::N,utorok,Máirt
686,Dienstag::N,utorok,Dé Máirt
687,Mittwoch::N,streda,Céadaoin
688,Mittwoch::N,streda,Dé Céadaoin
689,Donnerstag::N,štvrtok,Déardaoin
690,Freitag::N,piatok,Aoine
691,Freitag::N,piatok,Dé hAoine
692,Samstag::N,sobota,Satharn
693,Samstag::N,sobota,Dé Sathairn
694,Sonntag::N,nedeľa,Domhnach
695,Sonntag::N,nedeľa,Dé Domhnaigh
696,groß::A,veľký,mór
697,klein::A,malý,beag
698,lang::A,dlhý,fada
699,kurz::A,krátky,gearr
700,kurz::A,krátky,gairid
701,breit::A,široký,leathan
702,breit::A,široký,fairsing
703,schmal::A,úzky,cúng
704,dicht::A,hustý,dlúth
705,dick[Gegenstand]::A,tlstý,tiubh
706,dünn::A,tenký,caol
707,dünn::A,tenký,tanaí
708,fein::A,jemný,scáinte
709,fein::A,jemný,fíneálta
710,fest::A,pevný,daingean
711,flach::A,rovný,cothrom
712,flach::A,plochý,cothrom
713,glatt::A,hladký,mín
714,glatt::A,hladký,sleamhain
715,hart::A,tvrdý,crua
716,weich::A,mäkký,bog
717,rund::A,guľatý,cruinn
718,rund::A,okrúhly,cruinn
719,spitz::A,končitý,gobach
720,spitz::A,končitý,biorach
721,scharf::A,ostrý,géar
722,scharf::A,ostrý,faobhrach
723,stumpf::A,tupý,maol
724,schwer::A,ťažký,trom
725,schön::A,pekný,álainn
726,schön::A,krásny,álainn
727,heiß::A,horúci,te
728,warm::A,teplý,te
729,kalt::A,studený,fuar
730,kühl::A,chladný,fionnuar
731,frisch::A,svieži,úr
732,frisch::A,svieži,friseáilte
733,feucht::A,vlhký,tais
734,feucht::A,zvlhnutý,tais
735,nass::A,mokrý,fliuch
736,trocken::A,suchý,tirim
737,voll::A,plný,lán
738,leer::A,prázdny,folamh
739,offen::A,otvorený,oscailte
740,geschlossen::A,zavretý,dúnta
741,geschlossen::A,zavretý,druidte
742,sauber::A,čistý,glan
743,schmutzig::A,špinavý,salach
744,roh::A,surový,amh
745,reif::A,zrelý,aibí
746,lecker::A,chutný,blasta
747,süß::A,sladký,milis
748,bitter::A,horký,searbh
749,sauer::A,kyslý,géar
750,sauer::A,kyslý,searbh
751,hell::A,jasný,geal
752,hell::A,jasný,soilseach
753,hell::A,svetlý,geal
754,hell::A,svetlý,soilseach
755,dunkel::A,temný,dorcha
756,schwarz::A,čierny,dubh
757,weiß::A,biely,bán
758,rot::A,červený,dearg
759,gelb::A,žltý,buí
760,blau::A,modrý,gorm
761,blau::A,belasý,gorm
762,grün::A,zelený,glas
763,grün::A,zelený,uaine
764,grau::A,šedý,liath
765,bunt::A,pestrý,ildathach
766,bunt::A,pestrý,dathannach
767,billig::A,lacný,saor
768,teuer::A,drahý,daor
769,teuer::A,drahý,costasach
770,wertvoll::A,cenný,luachmhar
771,blind::A,slepý,dall
772,blind::A,slepý,caoch
773,taub::A,hluchý,bodhar
774,kräftig::A,silný,cumhachtach
775,stark::A,silný,tréan
776,stark::A,silný,láidir
777,schwach::A,slabý,lag
778,schwach::A,slabý,fann
779,schwach::A,bezvládny,lag
780,schwach::A,bezvládny,fann
781,fett::A,tučný,ramhar
782,schlank::A,štíhly,caol
783,schlank::A,štíhly,seang
784,hübsch::A,šumný,álainn
785,hübsch::A,šumný,dathúil
786,hübsch::A,švárny,álainn
787,hübsch::A,švárny,dathúil
788,böse::A,zlý,olc
789,dumm::A,hlúpy,dúr
790,dumm::A,hlúpy,amaideach
791,faul::A,lenivý,falsa
792,faul::A,lenivý,leisciúil
793,fleißig::A,snaživý,dícheallach
794,fleißig::A,usilovný,dícheallach
795,geizig::A,skupý,barainneach
796,geizig::A,skupý,sprionlaithe
797,geizig::A,lakomý,barainneach
798,geizig::A,lakomý,sprionlaithe
799,klug::A,múdry,cliste
800,klug::A,bystrý,cliste
801,geschickt::A,zručný,oilte
802,geschickt::A,zručný,ealaíonta
803,geschickt::A,šikovný,oilte
804,geschickt::A,šikovný,ealaíonta
805,lieb::A,milý,dil
806,lieb::A,milý,dílis
807,lustig::A,veselý,aerach
808,lustig::A,veselý,meidhreach
809,sanft::A,nežný,bog
810,sanft::A,nežný,séimh
811,hungrig::A,lačný,ocrach
812,hungrig::A,hladný,ocrach
813,krank::A,chorý,tinn
814,krank::A,chorý,breoite
815,krank::A,nemocný,tinn
816,krank::A,nemocný,breoite
817,nackt::A,nahý,nocht
818,traurig::A,smutný,brónach
819,lebendig::A,živý,beo
820,gut::A,dobrý,maith
