,Concept_ID,sk,ka
162,Nest::N,hniezdo,ბუდე
163,Bau::N,nora,სორო
164,Tier::N,zviera,ნადირი
165,Tier::N,zviera,ცხოველი
166,Herde::N,stádo,ფარა
167,Kuh::N,krava,ფური
168,Kuh::N,krava,ძროხა
169,Bulle::N,býk,ხარი
170,Pferd::N,kôň,რაში
171,Pferd::N,kôň,ცხენი
172,Schaf::N,ovca,ცხვარი
173,Schwein::N,sviňa,ღორი
174,Hund::N,pes,ძაღლი
175,Katze::N,mačka,კატა
176,Bär::N,medveď,დათვი
177,Eichhörnchen::N,veverička,ციყვი
178,Elch::N,los,ცხენ-ირემი
179,Fuchs::N,líška,მელა
180,Hase::N,zajac,კურდღელი
181,Maus::N,myš,თაგვი
182,Wolf::N,vlk,მგელი
183,Vogel::N,vták,ჩიტი
184,Vogel::N,vták,ფრინველი
185,Schwarm::N,roj,გუნდი
186,Huhn::N,kurča,დედალი
187,Huhn::N,sliepka,დედალი
188,Hahn::N,kohút,მამალი
189,Gans::N,hus,ბატი
190,Adler::N,orol,არწივი
191,Ente::N,kačka,იხვი
192,Ente::N,kačica,იხვი
193,Eule::N,sova,ბუ
194,Kranich::N,žeriav,წერო
195,Krähe::N,vrana,ყვავი
196,Kuckuck::N,kukučka,გუგული
197,Schwan::N,labuť,გედი
198,Fisch::N,ryba,თევზი
199,Barsch::N,ostriež,ქორჭილა
200,Hecht::N,šťuka,ქარიყლაპია
201,Schlange[Tier]::N,had,გველი
202,Wurm::N,červ,ჭია
203,Spinne::N,pavúk,ობობა
204,Ameise::N,mravec,ჭიანჭველა
205,Laus::N,voš,ტილი
206,Laus::N,voš,მკბენარი
207,Mücke::N,komár,კოღო
208,Fliege::N,mucha,ბუზი
209,Schmetterling::N,motýľ,პეპელა
210,Beere::N,bobuľa,კენკრა
211,Apfel::N,jablko,ვაშლი
212,Pilz::N,hríb,სოკო
213,Zwiebel::N,cibuľa,ხახვი
214,Saat::N,osivo,თესლი
215,Korn::N,zrno,მარცვალი
216,Heu::N,seno,თივა
217,Schale::N,šupa,ჩენჩო
218,Schale::N,škrupina,ჩენჩო
219,Grube::N,jama,ორმო
220,Falle::N,pasca,ხაფანგი
221,Falle::N,klepec,ხაფანგი
222,Schlinge::N,slučka,მახე
223,Spur::N,stopa,კვალი
224,Asche::N,popol,ფერფლი
225,Dreck::N,kal,ტალახი
226,Dreck::N,kal,სიბინძურე
227,Dreck::N,blato,ტალახი
228,Dreck::N,blato,სიბინძურე
229,Eisen::N,železo,რკინა
230,Gold::N,zlato,ოქრო
231,Silber::N,striebro,ვერცხლი
232,Kohle::N,uhlie,ნახშირი
233,Glas::N,sklo,მინა
234,Lehm::N,íl,თიხა
235,Lehm::N,hlina,თიხა
236,Sand::N,piesok,ქვიშა
237,Mensch::N,človek,ადამიანი
238,Mann::N,muž,კაცი
239,Mann::N,chlap,კაცი
240,Frau::N,žena,ქალი
241,Kind::N,dieťa,ბავშვი
242,Junge::N,chlapec,ვაჟი
243,Mädchen::N,dievka,გოგო
244,Familie::N,rodina,ოჯახი
245,Großvater::N,dedo,პაპა
246,Großvater::N,dedo,ბაბუა
247,Großvater::N,starý otec,პაპა
248,Großvater::N,starý otec,ბაბუა
249,Großmutter::N,babička,ბებია
250,Großmutter::N,babička,დიდედა
251,Großmutter::N,stará mať,ბებია
252,Großmutter::N,stará mať,დიდედა
253,Eltern::N,rodičia,მშობლები
254,Vater::N,otec,მამა
255,Mutter::N,mať,დედა
256,Mutter::N,matka,დედა
257,Sohn::N,syn,ვაჟიშვილი
258,Tochter::N,dcéra,ქალიშვილი
259,Bruder::N,brat,ძმა
260,Schwester::N,sestra,და
261,Onkel::N,ujo,ბიძა
262,Onkel::N,strýko,ბიძა
263,Tante::N,teta,დეიდა
264,Tante::N,teta,მამიდა
265,Tante::N,tetka,დეიდა
266,Tante::N,tetka,მამიდა
267,Ehemann::N,muž,ქმარი
268,Ehemann::N,manžel,ქმარი
269,Ehefrau::N,žena,ცოლი
270,Ehefrau::N,manželka,ცოლი
271,Freude::N,radosť,სიხარული
272,Gelächter::N,smiech,სიცილი
273,Glück::N,šťastie,ბედნიერება
274,Kummer::N,žiaľ,მწუხარება
275,Kummer::N,zármutok,მწუხარება
276,Wunsch::N,prianie,წადილი
277,Wunsch::N,prianie,სურვილი
278,Lust::N,chuť,წადილი
279,Geist::N,duch,სული
280,Gedanke::N,myšlienka,ფიქრი
281,Gedächtnis::N,pamäť,მეხსიერება
282,Verstand::N,rozum,ჭკუა
283,Verstand::N,rozum,გონება
284,Sinn::N,zmysel,მნიშვნელობა
285,Grund::N,dôvod,მიზეზი
286,Grund::N,príčina,მიზეზი
287,Wahrheit::N,pravda,სიმართლე
288,Wahrheit::N,pravda,ჭეშმარიტება
289,Gespräch::N,reč,ბაასი
290,Gespräch::N,reč,საუბარი
291,Gespräch::N,rozhovor,ბაასი
292,Gespräch::N,rozhovor,საუბარი
293,Märchen::N,rozprávka,არაკი
294,Märchen::N,rozprávka,ზღაპარი
295,Erzählung::N,poviedka,თქმულება
296,Nachricht::N,správa,ცნობა
297,Nachricht::N,správa,ამბავი
298,Neuigkeit::N,novinka,სიახლე
299,Name::N,meno,სახელი
300,Rätsel::N,záhada,გამოცანა
301,Rätsel::N,hádanka,გამოცანა
302,Rede::N,reč,სიტყვა
303,Sprache::N,reč,ენა
304,Sprache::N,jazyk,ენა
305,Stimme::N,hlas,ხმა
306,Wort::N,slovo,სიტყვა
307,Zeichen::N,znak,ნიშანი
308,Ruf::N,volanie,ძახილი
309,Ruf::N,zavolanie,ძახილი
310,Lärm::N,hluk,ხმაური
311,Lärm::N,hurhaj,ხმაური
312,Laut::N,zvuk,ხმა
313,Laut::N,zvuk,ბგერა
314,Ton::N,tón,ტონი
315,Ton::N,zvuk,ტონი
316,Lied::N,pieseň,სიმღერა
317,Ruhe::N,pokoj,სიწყნარე
318,Leute::N,ľudia,ადამიანები
319,Volk::N,ľud,ერი
320,Volk::N,ľud,ხალხი
321,Volk::N,národ,ერი
322,Volk::N,národ,ხალხი
323,Arbeit::N,práca,მუშაობა
324,Arbeit::N,robota,მუშაობა
325,Gast::N,hosť,სტუმარი
326,Geschenk::N,dar,საჩუქარი
327,Spiel::N,hra,თამაში
328,Gesellschaft::N,spoločnosť,საზოგადოება
329,Hilfe::N,pomoc,შველა
330,Hilfe::N,pomoc,დახმარება
331,Freund::N,priateľ,მეგობარი
332,Kamerad::N,kamarát,ამხანაგი
333,Angelegenheit::N,vec,საქმე
334,Angelegenheit::N,záležitosť,საქმე
335,Anzahl::N,počet,ოდენობა
336,Anzahl::N,množstvo,ოდენობა
337,Art::N,druh,სახეობა
338,Stück::N,kus,ნატეხი
339,Stück::N,kúsok,ნატეხი
340,Teil::N,časť,წილი
341,Hälfte::N,polka,ნახევარი
342,Hälfte::N,polovica,ნახევარი
343,Kreis::N,kruh,წრე
344,Kreuz::N,kríž,ჯვარი
345,Linie::N,línia,ხაზი
346,Strich::N,čiara,შტრიხი
347,Abstand::N,vzdialenosť,მანძილი
348,Entfernung::N,vzdialenosť,სიშორე
349,Gegend::N,kraj,არე
350,Gegend::N,kraj,მხარე
351,Gegend::N,krajina,არე
352,Gegend::N,krajina,მხარე
353,Platz::N,miesto,ფართობი
354,Ort::N,miesto,ადგილი
355,Seite::N,bok,მხარე
356,Seite::N,strana,მხარე
357,Mitte::N,stred,შუა
358,Gegenstand::N,predmet,საგანი
359,Sache::N,vec,ნივთი
360,Rand::N,kraj,კიდე
361,Rand::N,okraj,კიდე
362,Kante::N,hrana,ნაწიბული
363,Ecke::N,roh,კუთხე
364,Spitze::N,hrot,წვეტი
365,Spitze::N,špička,წვეტი
366,Ende::N,koniec,ბოლო
367,Loch::N,diera,ხვრელი
368,Winkel::N,kút,კუთხე
369,Muster::N,vzor,მოხატულობა
370,Muster::N,vzorka,მოხატულობა
371,Größe::N,veľkosť,ზომა
372,Größe::N,veľkosť,სიდიდე
373,Länge::N,dĺžka,სიგრძე
374,Höhe::N,výška,სიმაღლე
375,Gewicht::N,váha,წონა
376,Menge::N,množstvo,რაოდენობა
377,Haufen::N,hŕba,გროვა
378,Reihe::N,rad,რიგი
379,Reihe::N,rad,წყება
380,Boot::N,čln,გემი
381,Ruder::N,veslo,ხოფი
382,Ruder::N,veslo,ნიჩაბი
383,Schlitten::N,sane,მარხილი
384,Ski::N,lyža,თხილამური
385,Lagerfeuer::N,táborák,კოცონი
386,Last::N,ťarcha,ტვირთი
387,Last::N,bremeno,ტვირთი
388,Gang::N,chôdza,სვლა
389,Schritt::N,krok,ბიჯი
390,Norden::N,sever,ჩრდილოეთი
391,Süden::N,juh,სამხრეთი
392,Westen::N,západ,დასავლეთი
393,Osten::N,východ,აღმოსავლეთი
394,Holz::N,drevo,ხე
395,Brett::N,doska,დაფა
396,Brett::N,doska,ფიცარი
397,Platte::N,doska,თლილი ქვა
398,Platte::N,platňa,თლილი ქვა
399,Stütze::N,opora,საყრდენი
400,Stange::N,tyč,ჭოკი
401,Stock::N,palica,კეტი
402,Stab::N,palica,ლატანი
403,Rohr::N,rúra,მილაკი
404,Haus::N,dom,სახლი
405,Heim::N,domov,ოჯახის კერა
406,Ofen::N,pec,ღუმელი
407,Ofen::N,kachle,ღუმელი
408,Fußboden::N,dlážka,იატაკი
409,Fußboden::N,podlaha,იატაკი
410,Tisch::N,stôl,სუფრა
411,Tisch::N,stôl,მაგიდა
412,Stuhl::N,stolička,სკამი
413,Wiege::N,kolíska,აკვანი
414,Bett::N,lôžko,საწოლი
415,Bett::N,lôžko,სარეცელი
416,Bett::N,posteľ,საწოლი
417,Bett::N,posteľ,სარეცელი
418,Regal::N,regál,თაროები
419,Regal::N,polica,თაროები
420,Kiste::N,debna,ყუთი
421,Kiste::N,debna,სკივრი
422,Fenster::N,okno,ფანჯარა
423,Fenster::N,okno,სარკმელი
424,Fenster::N,oblok,ფანჯარა
425,Fenster::N,oblok,სარკმელი
426,Tür::N,dvere,ბჭე
427,Tür::N,dvere,კარი
428,Tor::N,vráta,ჭიშკარი
429,Zaun::N,plot,ღობე
430,Zaun::N,plot,გალავანი
431,Zaun::N,ohrada,ღობე
432,Zaun::N,ohrada,გალავანი
433,Dach::N,krov,სახურავი
434,Dach::N,strecha,სახურავი
435,Leiter::N,rebrík,კიბე
436,Leiter::N,rebrina,კიბე
437,Besen::N,metla,ცოცხი
438,Spaten::N,rýľ,ნიჩაბი
439,Schaufel::N,lopata,ბარი
440,Gabel::N,vidlička,ჩანგალი
441,Löffel::N,lyžica,კოვზი
442,Messer::N,nôž,დანა
443,Nagel::N,klinec,ლურსმანი
444,Netz::N,sieť,ბადე
445,Haken::N,hák,კავი
446,Haken::N,hák,კაუჭი
447,Haken::N,háčik,კავი
448,Haken::N,háčik,კაუჭი
449,Griff::N,rukoväť,ტარი
450,Schloss::N,zámka,კლიტე
451,Schloss::N,zámka,საკეტი
452,Bild::N,obraz,სურათი
453,Figur::N,figúra,ფიგურა
454,Puppe::N,bábka,თოჯინა
455,Puppe::N,bábika,თოჯინა
456,Beutel::N,vrece,პარკი
457,Beutel::N,vrecko,პარკი
458,Bündel::N,uzlík,გალა
459,Bündel::N,uzlík,ასხმა
460,Bündel::N,zväzok,გალა
461,Bündel::N,zväzok,ასხმა
462,Tasche::N,taška,ჩანთა
463,Tasche::N,kabelka,ჩანთა
464,Eimer::N,vedro,ჩამჩა
465,Deckel::N,vrchnák,ხუფი
466,Deckel::N,vrchnák,სარქველი
467,Deckel::N,pokrývka,ხუფი
468,Deckel::N,pokrývka,სარქველი
469,Geschirr::N,nádoba,ჭურჭელი
470,Sack::N,mech,ტომარა
471,Sack::N,vrece,ტომარა
472,Tasse::N,šálka,ფინჯანი
473,Topf::N,hrniec,ქოთანი
474,Kessel::N,kotol,ქვაბი
475,Essen::N,jedlo,ჭამა
476,Nahrung::N,strava,საზრდო
477,Nahrung::N,strava,საკვები
478,Nahrung::N,potrava,საზრდო
479,Nahrung::N,potrava,საკვები
480,Speise::N,jedlo,საჭმელი
481,Fleisch::N,mäso,ხორცი
482,Getreide::N,obilie,მარცვლოვანი
483,Brei::N,kaša,ფაფა
484,Brot::N,chlieb,პური
485,Scheibe::N,kotúč,ნაჭერი
486,Scheibe::N,krajec,ნაჭერი
487,Fett::N,tuk,ქონი
488,Fett::N,tuk,ცხიმი
489,Fett::N,masť,ქონი
490,Fett::N,masť,ცხიმი
491,Butter::N,maslo,კარაქი
492,Öl::N,olej,ზეთი
493,Salz::N,soľ,მარილი
494,Suppe::N,polievka,სუფი
495,Honig::N,med,თაფლი
496,Milch::N,mlieko,რძე
497,Tee::N,čaj,ჩაი
498,Leder::N,koža,ტყავი
499,Wolle::N,vlna,მატყლი
500,Stoff::N,súkno,ქსოვილი
501,Nadel::N,ihla,ნემსი
502,Faden::N,niť,ძაფი
503,Faden::N,niť,მკედი
504,Faden::N,vlákno,ძაფი
505,Faden::N,vlákno,მკედი
506,Knopf::N,gombík,ღილი
507,Knoten::N,uzol,ნასკვი
508,Farbe::N,farba,საღებავი
509,Kleidung::N,šaty,ტანსაცმელი
510,Kleidung::N,šatstvo,ტანსაცმელი
511,Hemd::N,košeľa,ხალათი
512,Hemd::N,košeľa,პერანგი
513,Kragen::N,golier,საყელო
514,Ärmel::N,rukáv,სახელო
515,Hose::N,nohavice,შარვალი
516,Gürtel::N,pás,ქამარი
517,Gürtel::N,opasok,ქამარი
518,Mütze::N,čiapka,ქუდი
519,Schuh::N,obuv,ფეხსაცმელი
520,Schuh::N,topánka,ფეხსაცმელი
521,Stiefel::N,čižma,ჩექმა
522,Ring::N,prsteň,ბეჭედი
523,Band::N,stuha,ბაფთი
524,Kamm::N,hrebeň,სავარცხელი
525,Spiegel::N,zrkadlo,სარკე
526,Riemen::N,remeň,ღვედი
527,Schnur::N,šnúra,ლარი
528,Leine::N,vodidlo,ჯაჭვი
529,Decke::N,deka,საბანი
530,Decke::N,prikrývka,საბანი
531,Kissen::N,poduška,ბალიში
532,Tuch::N,šatka,მაუდი
533,Tuch::N,šatka,თავშალი
534,Handtuch::N,uterák,ხელსახოცი
535,Kraft::N,moc,ძალა
536,Stärke::N,sila,ღონე
537,Gesundheit::N,zdravie,ჯანმრთელობა
538,Krankheit::N,nemoc,სენი
539,Krankheit::N,nemoc,ავადმყოფობა
540,Krankheit::N,choroba,სენი
541,Krankheit::N,choroba,ავადმყოფობა
542,Schmerz::N,bolesť,ტკივილი
543,Wunde::N,rana,იარი
544,Wunde::N,rana,ჭრილობა
545,Fieber::N,horúčka,ციება
546,Arznei::N,liek,წამალი
547,Brücke::N,most,ხიდი
548,Brunnen::N,studňa,ჭა
549,Weide::N,pastva,საძოვარი
550,Pfad::N,chodník,ბილიკი
551,Weg::N,cesta,გზა
552,Straße::N,hradská,შარაგზა
553,Dorf::N,dedina,დაბა
554,Dorf::N,dedina,სოფელი
555,Stadt::N,mesto,ქალაქი
556,Brief::N,list,წერილი
557,Buch::N,kniha,წიგნი
558,Buchstabe::N,litera,ასო
559,Buchstabe::N,písmeno,ასო
560,Zeitung::N,noviny,გაზეთი
561,Leben::N,život,სიცოცხლე
562,Tod::N,smrť,სიკვდილი
563,Grab::N,hrob,სამარე
564,Grab::N,hrob,საფლავი
565,Kirche::N,kostol,ეკლესია
566,Sünde::N,hriech,ცოდვა
567,Gott::N,boh,ღმერთი
568,Arbeiter::N,robotník,მუშა
569,Arbeiter::N,pracnovík,მუშა
570,Chef::N,šéf,გამგე
571,Chef::N,riaditeľ,გამგე
572,Meister::N,majster,ოსტატი
573,Arzt::N,lekár,ექიმი
574,Arzt::N,lekár,მკურნალი
575,Lehrer::N,učiteľ,მასწავლებელი
576,Geld::N,peniaze,ფული
577,Geschäft::N,obchod,საქმე
578,Geschäft::N,obchod,ბიზნესი
579,Laden::N,obchod,დუქანი
580,Laden::N,obchod,მაღაზია
581,Preis::N,cena,ფასი
582,Ware::N,tovar,საქონელი
583,Nutzen::N,osoh,ხეირი
584,Nutzen::N,úžitok,ხეირი
585,Reichtum::N,bohatstvo,სიმდიდრე
586,Welt::N,svet,მსოფლიო
587,Land::N,územie,მხარე
588,Land::N,územie,ქვეყანა
589,Land::N,krajina,მხარე
590,Land::N,krajina,ქვეყანა
591,Staat::N,štát,სახელმწიფო
592,König::N,kráľ,მეფე
593,Macht::N,moc,ძლიერება
594,Macht::N,mocnosť,ძლიერება
595,Grenze::N,hranica,ზღვარი
596,Krieg::N,vojna,ომი
597,Feind::N,nepriateľ,მტერი
598,Gewalt::N,násilie,სისასტიკე
599,Kampf::N,boj,ბრძოლა
600,Bogen[Waffe]::N,luk,მშვილდი
601,Pfeil::N,šíp,ისარი
602,Pfeil::N,šíp,მახვილი
603,Pfeil::N,strela,ისარი
604,Pfeil::N,strela,მახვილი
605,Gewehr::N,puška,თოფი
606,Gewehr::N,puška,შაშხანა
607,Fehler::N,omyl,შეცდომა
608,Fehler::N,chyba,შეცდომა
609,Lüge::N,lož,სიცრუე
610,Schaden::N,ujma,ვნება
611,Schaden::N,škoda,ვნება
612,Unglück::N,nešťastie,ხიფათი
613,Unglück::N,nešťastie,უბედურება
614,Schuld::N,vina,ბრალი
615,Schuld::N,previnenie,ბრალი
616,Alter::N,vek,ასაკი
617,Schluss::N,záver,ბოლო
618,Schluss::N,záver,დასასრული
619,Schluss::N,koniec,ბოლო
620,Schluss::N,koniec,დასასრული
621,Zeit::N,čas,დრო
622,Tag::N,deň,დღე
623,Morgen::N,ráno,დილა
624,Mittag::N,poludnie,შუადღე
625,Abend::N,večer,საღამო
626,Nacht::N,noc,ღამე
627,Woche::N,týždeň,კვირა
628,Monat::N,mesiac,თვე
629,Jahr::N,rok,წელი
630,Frühling::N,jar,გაზაფხული
631,Sommer::N,leto,ზაფხული
632,Herbst::N,jeseň,შემოდგომა
633,Winter::N,zima,ზამთარი
634,Januar::N,január,იანვარი
635,Februar::N,február,თებერვალი
636,März::N,marec,მარტი
637,April::N,apríl,აპრილი
638,Mai::N,máj,მაისი
639,Juni::N,jún,ივნისი
640,Juli::N,júl,ივლისი
641,August::N,august,აგვისტო
642,September::N,september,სექტემბერი
643,Oktober::N,október,ოქტომბერი
644,November::N,november,ნოემბერი
645,Dezember::N,december,დეკემბერი
646,Montag::N,pondelok,ორშაბათი
647,Dienstag::N,utorok,სამშაბათი
648,Mittwoch::N,streda,ოთხშაბათი
649,Donnerstag::N,štvrtok,ხუთშაბათი
650,Freitag::N,piatok,პარასკევი
651,Samstag::N,sobota,შაბათი
652,Sonntag::N,nedeľa,კვირა
653,groß::A,veľký,დიდი
654,klein::A,malý,მცირე
655,klein::A,malý,პატარა
656,lang::A,dlhý,გრძელი
657,kurz::A,krátky,მოკლე
658,breit::A,široký,ფართო
659,breit::A,široký,განიერი
660,schmal::A,úzky,ვიწრო
661,schmal::A,úzky,წვრილი
662,dicht::A,hustý,მჭიდრო
663,dick[Gegenstand]::A,tlstý,სქელი
664,dünn::A,tenký,წვრილი
665,fein::A,jemný,თხელი
666,fest::A,pevný,მყარი
667,flach::A,rovný,ბრტყელი
668,flach::A,plochý,ბრტყელი
669,glatt::A,hladký,გლუ
670,hart::A,tvrdý,მაგარი
671,weich::A,mäkký,რბილი
672,rund::A,guľatý,მრგვალი
673,rund::A,okrúhly,მრგვალი
674,spitz::A,končitý,წვეტიანი
675,scharf::A,ostrý,მჭრელი
676,stumpf::A,tupý,ბლაგვი
677,schwer::A,ťažký,მძიმე
678,schön::A,pekný,ლამაზი
679,schön::A,krásny,ლამაზი
680,heiß::A,horúci,ცხელი
681,warm::A,teplý,თბილი
682,kalt::A,studený,ცივი
683,kühl::A,chladný,გრილი
684,frisch::A,svieži,სუფთა
685,feucht::A,vlhký,ნოტიო
686,feucht::A,zvlhnutý,ნოტიო
687,nass::A,mokrý,სველი
688,trocken::A,suchý,მშრალი
689,voll::A,plný,სავსე
690,leer::A,prázdny,ცარიელი
691,offen::A,otvorený,ღია
692,offen::A,otvorený,გაშლილი
693,geschlossen::A,zavretý,დახურული
694,sauber::A,čistý,სუფთა
695,sauber::A,čistý,წმინდა
696,schmutzig::A,špinavý,ტალახიანი
697,roh::A,surový,უმი
698,reif::A,zrelý,მწიფე
699,lecker::A,chutný,გემრიელი
700,süß::A,sladký,ტკბილი
701,bitter::A,horký,მწარე
702,sauer::A,kyslý,მჟავე
703,hell::A,jasný,ნათელი
704,hell::A,svetlý,ნათელი
705,dunkel::A,temný,ბნელი
706,schwarz::A,čierny,შავი
707,weiß::A,biely,თეთრი
708,rot::A,červený,წითელი
709,gelb::A,žltý,ყვითელი
710,blau::A,modrý,ლურჯი
711,blau::A,modrý,ცისფერი
712,blau::A,belasý,ლურჯი
713,blau::A,belasý,ცისფერი
714,grün::A,zelený,მწვანე
715,grau::A,šedý,რუხი
716,grau::A,šedý,ნაცრისფერი
717,bunt::A,pestrý,ჭრელი
718,bunt::A,pestrý,ფერადი
719,billig::A,lacný,იაფი
720,teuer::A,drahý,ძვირი
721,wertvoll::A,cenný,ღირსიანი
722,blind::A,slepý,ბრმა
723,taub::A,hluchý,ყრუ
724,kräftig::A,silný,ძალავანი
725,stark::A,silný,ძლიერი
726,stark::A,silný,ღონიერი
727,schwach::A,slabý,სუსტი
728,schwach::A,bezvládny,სუსტი
729,fett::A,tučný,სქელი
730,schlank::A,štíhly,გამხდარი
731,hübsch::A,šumný,ეშხიანი
732,hübsch::A,šumný,მშვენიერი
733,hübsch::A,švárny,ეშხიანი
734,hübsch::A,švárny,მშვენიერი
735,böse::A,zlý,ავი
736,böse::A,zlý,ბოროტი
