,Concept_ID,myv,hy
753,dann::ADV,седе мейле,ապա
754,dann::ADV,седе мейле,հետո
755,gestern::ADV,исяк,երեկ
756,einst::ADV,весть,հին ատեն
757,einst::ADV,зярдо-бути,հին ատեն
758,damals::ADV,сестэ,ատէնին
759,danach::ADV,мейле,ապա
760,danach::ADV,мейле,այն ժամանակ
761,danach::ADV,седе мейле,ապա
762,danach::ADV,седе мейле,այն ժամանակ
763,vorher::ADV,васняяк,առաջ
764,zuerst::ADV,васня,նախ
765,einmal::ADV,весть,մի անգամ
766,manchmal::ADV,лиясто,երբեմն
767,oft::ADV,сеетьстэ,հաճախ
768,immer::ADV,свал,միշտ
769,niemals::ADV,а зярдояк,երբեք
770,hier::ADV,тесэ,այստեղ
771,hierhin::ADV,тей,այստեղ
772,von hier::ADV,тестэ,այդտեղից
773,dort::ADV,тосо,այնտեղ
774,dorthin::ADV,тов,այնտեղ
775,geradeaus::ADV,витьстэ,ուղիղ
776,vorwärts::ADV,икелев,առաջ
777,rückwärts::ADV,мекев,դեպի ետ
778,zurück::ADV,мекев,ետ
779,unten::ADV,ало,ներքեւում
780,hinab::ADV,алов,ներքեւ
781,oben::ADV,вере,վերեւում
782,hinauf::ADV,верев,վերեւ
783,überall::ADV,эрьва косо,ամենուր
784,nicht::ADV,а,չէ
785,ein wenig::ADV,аламошка,մի քիչ
786,kaum::ADV,ансяк,հազիվ
787,sehr::ADV,пек,շատ
788,sehr::ADV,вельть,շատ
789,so::ADV,истя,այդպես
790,noch::ADV,таго,դեռ
791,nur::ADV,ансяк,միայն
792,schon::ADV,уш,արդեն
793,wieder::ADV,таго,նորից
794,wieder::ADV,таго,դարձյալ
795,vergebens::ADV,стяко,իզուր
796,vor::PRP,икеле,դիմացը
797,hinter::PRP,вельде,ետեւը
798,unter::PRP,ало,տակ
799,durch::PRP,пачк,միջով
800,neben::PRP,вакссо,քովը
801,zwischen::PRP,ютксо,միջեւ
802,wegen::PRP,кис,պատճառով
803,wegen::PRP,кис,շնորհից
804,wegen::PRP,коряс,պատճառով
805,wegen::PRP,коряс,շնորհից
806,wegen::PRP,кувалт,պատճառով
807,wegen::PRP,кувалт,շնորհից
808,dies::PRN,те,սա
809,dies::PRN,те,այս
810,das::PRN,те,դա
811,das::PRN,те,այդ
812,das::PRN,тона,դա
813,das::PRN,тона,այդ
814,alles::PRN,весе,ամեն ինչ
815,alles::PRN,весемесь,ամեն ինչ
816,ich::PRN,мон,ես
817,du::PRN,тон,դու
818,er::PRN,сон,նա
819,wir::PRN,минь,մենք
820,ihr::PRN,тынь,դուք
821,sie::PRN,сынь,նրանք
822,was::FPRN,мезе,ինչ
823,wer::FPRN,ки,ով
824,wo::FADV,косо,ուր
825,wo::FADV,косо,որտեղ
826,wohin::FADV,ков,դեպի ուր
827,wohin::FADV,козо,դեպի ուր
828,wie::FADV,кода,ինչպես
829,warum::FADV,мекс,ինչու
830,wieviel::FNUM,зяро,որչափ
831,eins::NUM,вейке,մեկ
832,zwei::NUM,кавто,երկու
833,drei::NUM,колмо,երեք
834,vier::NUM,ниле,չորս
835,fünf::NUM,вете,հինգ
836,sechs::NUM,кото,վեց
837,sieben::NUM,сисем,յոթ
838,acht::NUM,кавксо,ութ
839,neun::NUM,вейксэ,ինը
840,zehn::NUM,кемень,տասը
841,elf::NUM,кевейкее,տասնմեկ
842,zwölf::NUM,кемгавтово,տասներկու
843,zwanzig::NUM,комсь,քսան
844,dreißig::NUM,колоньгемень,երեսուն
845,vierzig::NUM,ниленьгемень,քառասուն
846,fünfzig::NUM,ведьгемень,հիսուն
847,sechzig::NUM,кодгемень,վաթսուն
848,siebzig::NUM,сизьгемень,յոթանասուն
849,achtzig::NUM,кавксоньгемень,ութսուն
850,neunzig::NUM,вейксэньгемень,իննսուն
851,hundert::NUM,сядо,հարյուր
852,tausend::NUM,тыща,հազար
853,und::CNJ,ды,ու
854,oder::CNJ,или,կամ
855,stehen::V,аштемс стядо,կանգնել
856,sitzen::V,аштемс озадо,նստել
857,liegen::V,мадезь аштемс,ստել
858,hängen::V,нурьгемс,կախվել
859,werden::V,арамс,դառնալ
860,passieren::V,лисэмс,պատահել
861,beginnen::V,ушодомс,սկսվել
862,enden::V,лоткамс,վերջանալ
863,wechseln::V,полавтнемс,փոխվել
864,aufgehen[Sonne]::V,лисемс,բարձրանալ
865,aufgehen[Sonne]::V,лисемс,ելնել 
866,aufgehen[Sonne]::V,стямс,բարձրանալ
867,aufgehen[Sonne]::V,стямс,ելնել 
868,untergehen[Sonne]::V,валгомс,մտնել
869,scheinen[Sonne]::V,валдомтомс,շողալ
870,scheinen[Sonne]::V,валдомтомс,փայլել
871,donnern::V,цярномс,որոտալ
872,donnern::V,галдордомс,որոտալ
873,wehen::V,пувамс,փչել
874,strömen::V,чудемс,հոսել
875,fließen::V,чудемс,հոսել
876,sich drehen::V,велямс,պտտվել
877,schwanken::V,лыкамс,տատանվել
878,schwanken::V,якамс,տատանվել
879,schwingen::V,нурсемс,ճոճվել
880,schwingen::V,лыкамс,ճոճվել
881,fallen::V,прамс,ընկնել
882,fallen::V,сяворемс,ընկնել
883,brennen::V,паломс,այրվել
884,rauchen::V,качадомс,ծխել
885,regnen::V,пиземс,անձրեւ գալ
886,gefrieren::V,кельмемс,սառչել
887,tauen::V,соламс,լկիլ
888,schmelzen::V,соламс,հալիլ
889,trocknen::V,коськемс,չորանալ
890,sieden::V,лакамс,եռալ
891,sieden::V,пиксемс,եռալ
892,faulen::V,наксадомс,փտել
893,verfaulen::V,наксадомс,նեխել
894,reißen::V,сезневемс,պատռվել
895,reißen::V,сезневемс,ճղվել
896,versinken::V,ваямс,սուզվել
897,vergehen::V,ютамс,անցնել 
898,erscheinen::V,лисемс,հայտնվել
899,erscheinen::V,лисемс,երեւալ
900,verschwinden::V,ёмамс,անհետանալ
901,sinken::V,явамс,ընկնել
902,abnehmen::V,киремемс,փոքրանալ
903,zunehmen::V,ламолгадомс,մեծանալ
904,zunehmen::V,раштамс,մեծանալ
905,steigen::V,куземс,բարձրանալ
906,steigen::V,кепсевемс,բարձրանալ
907,wachsen::V,касомс,աճել
908,glänzen::V,цитнемс,նշուլել
909,glänzen::V,цитнемс,փայլիլ
910,funkeln::V,пиндолдомс,փայլատակել
911,funkeln::V,цивтёрдомс,փայլատակել
912,lärmen::V,шалномс,աղմուկ հանել
913,läuten::V,гайгезевемс,զնգալ
914,klingeln::V,чавомс баягас,զնգալ
915,klirren::V,калдордомс,զնգզնգալ
916,klirren::V,кальцяемс,զնգզնգալ
917,brausen::V,лакамс,մոլեգնել
918,rauschen::V,лажномс,սոսափել
919,klingen::V,гайгемс,հնչել
920,bellen::V,онгомс,հաչել
921,heulen::V,урномс,ոռնալ 
922,blasen::V,пувамс,փչել 
923,pfeifen::V,вешкемс,սուլել
924,schreien::V,пижнемс,գոռալ 
925,stöhnen::V,кувсемс,տնքալ
926,zittern::V,тарномс,դողալ
927,leben::V,эрямс,ապրել
928,geboren werden::V,чачомс,ծնվել
929,atmen::V,лексемс,շնչել
930,trinken::V,симемс,խմել
931,essen::V,ярсамс,ուտել
932,schlucken::V,нилемс,կլանել
933,schlucken::V,нилемс,կուլ տալ
934,schlucken::V,порнемс,կլանել
935,schlucken::V,порнемс,կուլ տալ
936,müde werden::V,сиземс,հոգնել
937,einschlafen::V,матедевемс,քուն մտնել
938,schlafen::V,удомс,քնել
939,aufwachen::V,сыргоземс,արթննալ
940,aufstehen::V,стямс,ելլել
941,sich erholen::V,оймсемс,հանգստանալ
942,krank werden::V,сэредезевемс,հիւանդանալ
943,krank sein::V,сэредемс,հիվանդ լինել
944,schmerzen::V,сэредемс,ցավել
945,husten::V,козомс,հազալ
946,genesen::V,пичкамс,ապաքինվել
947,sterben::V,куломс,մեռնել
948,sterben::V,куломс,վախճանվել
949,umkommen::V,чавовомс,կործանվել
950,umkommen::V,ёмамс,կործանվել
951,sich bewegen::V,шаштомс,ընթանալ
952,sich rühren::V,сыргамс,շարժվել
953,sich erheben::V,куземс,կանգնել
954,sich erheben::V,куземс,վեր կենալ
955,sich setzen::V,озамс,նստել
956,hinfallen::V,прамс,ընկնել
957,hinfallen::V,сяворемс,ընկնել
958,laufen::V,якамс,քայլել
959,schreiten::V,эскелямс,ճեմել
960,schreiten::V,молемс,ճեմել
961,spazierengehen::V,якамс,շրջագայել
962,eilen::V,эрзкалемс,շտապել
963,eilen::V,капшамс,շտապել
964,sich beeilen::V,капшамс,շտապել 
965,sausen::V,ливтямс,սլանալ
966,rennen::V,чийнемс,վազել
967,rennen::V,ардтнемс,վազել
968,springen::V,кирнявтнемс,ցատկել
969,klettern::V,куземс,մագլցել
970,schaukeln::V,нурямс,ճոճվել
971,schaukeln::V,нурямс,օրորվել
972,kriechen::V,ёзмолдомс,սողալ
973,schwimmen::V,уемс,լողալ
974,tauchen::V,чопавтомс,սուզվել
975,tauchen::V,чопавтнемс,սուզվել
976,rudern::V,миледемс,թիավարել
977,fahren::V,ардомс,ընթանալ
978,fliegen::V,ливтямс,թռչել
979,gehen::V,туемс,գնալ
980,gehen::V,молемс,գնալ
981,weggehen::V,туемс,հեռանալ
982,abfahren::V,туемс,ճանապարհվել
983,anhalten::V,лоткамс,կանգնել
984,hineingehen::V,совамс,մտնել
985,eintreten::V,совамс,մտնել
986,eintreten::V,эскельдямс,մտնել
987,kommen::V,самс,գալ
988,ankommen::V,самс,ժամանել
989,ankommen::V,пачкодемс,ժամանել
990,zurückkommen::V,велявтомс,վերադառնալ
991,bleiben::V,кадовомс,մնալ
992,warten::V,учомс,սպասել
993,erwarten::V,учомс,սպասել
994,suchen::V,вешнемс,որոնել
995,finden::V,муемс,գտնել
996,versuchen::V,варштамс,փորձել
997,vorbereiten::V,анокстамс,պատրաստել
998,lieben::V,вечкемс,սիրել
999,mögen::V,вечкемс,հավանել
1000,mögen::V,вечкемс,սիրել
1001,lachen::V,пейдемс,ծիծաղել
1002,rühren::V,токамс седейс,հուզել
1003,weinen::V,авардемс,լալ
1004,schimpfen::V,сёвномс,տրտնջալ
1005,schimpfen::V,сёвномс,քրթմնջել
1006,sich ärgern::V,кежиявтнемс,զայրանալ
1007,sich fürchten::V,пелемс,վախնալ
1008,fürchten::V,пелемс,վախենալ
1009,fliehen::V,оргодемс,փախչել
1010,flüchten::V,ворьгодемс,փախչել
1011,flüchten::V,чадомс,փախչել
1012,sehen::V,неемс,տեսնել
1013,anschauen::V,ваномс,դիտել
1014,ansehen::V,ваномс,նայել
1015,hören::V,марямс,լսել
1016,zuhören::V,кунсоломс,ունկնդրել
1017,probieren::V,варшамс,համը տեսել
1018,riechen::V,никсемс,հոտ առնել
1019,fühlen::V,марямс,զգալ
1020,scheinen::V,марявомс,երեւալ
1021,zu sehen sein::V,неявомс,երեւալ
1022,vernehmen::V,марямс,իմանալ 
1023,frieren::V,кельмемс,մրսել
1024,tun::V,теемс,անել
1025,können::V,маштомс,կարողանալ
1026,wollen::V,бажамс,ուզել
1027,wollen::V,бажамс,ցանկանալ
1028,anfangen::V,кармамс,սկսել
1029,beenden::V,прядомс,վերջացնել
1030,aufhören::V,лоткамс,դադարել
1031,gelingen::V,удаламс,հաջողվել
1032,gelingen::V,удаламс,գլուխ գալ
1033,geraten::V,лисемс,ստացվել
1034,öffnen::V,панжомс,բաց անել
1035,schließen::V,пекстамс,փակել 
1036,schließen::V,сёлгомс,փակել 
1037,schließen::V,конямс,փակել 
1038,stellen::V,аравтомс,դնել
1039,setzen::V,ойсевтемс,նստեցնել
1040,setzen::V,озавтнемс,նստեցնել
1041,legen::V,путомс,դնել
1042,berühren::V,токамс,դիպչել
1043,berühren::V,токамс,շոշափել
1044,verbinden::V,содомс,շաղկապել
1045,bedecken::V,вельтямс,ծածկել
1046,aufhängen::V,понгавтомс,կախել
1047,anzünden::V,кирвастемс,վառել
1048,aufheben::V,кепедемс,վերցնել
1049,zurücklassen::V,кадомс,թողնել
1050,verlieren::V,ёмавтомс,կորցնել
1051,fallen lassen::V,правтомс,գցել
1052,machen::V,теемс,անել
1053,herstellen::V,анокстамс,արտադրել
1054,bauen::V,путомс,կառուցել
1055,reparieren::V,витемс,նորոգել
1056,verbessern::V,паролгавтомс,բարելավել
1057,verbessern::V,вадрялгавтомс,բարելավել
1058,ändern::V,полавтомс,փոխել
1059,graben::V,чувомс,փորել
1060,graben::V,таргамс,փորել
1061,beugen::V,мендемс,ծռել
1062,biegen::V,комавтомс,թեքել
1063,drehen::V,чаравтомс,ոլորել
1064,drehen::V,велявтнемс,ոլորել
1065,wenden::V,велявтомс,պտտել
1066,umdrehen::V,велявтомс,շրջել
1067,heben::V,кепедемс,բարձրացնել
1068,hochheben::V,кепедемс,բարձրացնել
1069,ergreifen::V,кундамс,վարակվել
1070,halten::V,кирдемс,բռնել
1071,drücken::V,нуемс,ճնշել
1072,schieben::V,шаштомс,հրել
1073,kratzen::V,ангордамс,քերել
1074,lecken::V,нолсемс,լիզել
1075,beißen::V,сускомс,կծել
1076,abreißen::V,сеземс,պոկել
1077,abschneiden::V,печкемс,կտրել 
1078,binden::V,кодамс,կապել
1079,binden::V,сюлмамс,կապել
1080,stecken::V,сялгомс,խրել
1081,brechen::V,синдемс,կոտրել 
1082,brechen::V,калавтомс,կոտրել 
1083,klopfen::V,калтаямс,թակել
1084,hauen::V,чавомс,ծեծել
1085,kleben::V,педявтнемс,կպցնել
1086,reiben::V,ёзамс,շփել
1087,streichen::V,вадемс,վրան քսել
1088,schleifen::V,човамс,սրել 
1089,schneiden::V,керямс,կտրել
1090,rütteln::V,чукамс,ցնցել
1091,rütteln::V,лыкавтомс,ցնցել
1092,schütteln::V,чукамс,թափահարել
1093,schwenken::V,яхолемс,ճոճել
1094,schütten::V,каямс,լցնել
1095,füllen::V,пештямс,լիքը լցնել
1096,einwickeln::V,тапарямс,փաթաթել
1097,tragen::V,кандомс,կրել
1098,tragen::V,кандомс,տանել
1099,schleppen::V,ускомс,քաշել
1100,ziehen::V,ускомс,ձգել
1101,ziehen::V,ускомс,քաշել
1102,aufbewahren::V,ванстомс,պահել 
1103,werfen::V,ёртомс,նետել
1104,fangen::V,кундамс,
1105,packen::V,кундамс,հափշտակել
1106,verstecken::V,кекшемс,ծածկել
1107,teilen::V,явомс,բաժանել
1108,schicken::V,кучомс,ուղարկել
1109,bringen::V,кандомс,բերել
1110,hinzufügen::V,путомс,ավելացնել
1111,hinzufügen::V,максомс,ավելացնել
1112,bekommen::V,саемс,հայթայթել
1113,erhalten::V,саемс,ստանալ
1114,nehmen::V,саемс,վերցնել
1115,wählen::V,кочкамс,ընտրել
1116,auswählen::V,кочкамс,գերադասել
1117,bewahren::V,ванстомс,պահպանել
1118,behindern::V,кирдемс,խոչընդոտել
1119,verderben::V,коламс,փչացնել
1120,beschädigen::V,теемс зыян,վնասել
1121,zerbrechen::V,коламс,ջարդել
1122,zerbrechen::V,коламс,կոտրել
1123,zerreißen::V,сеземс,պատռել
1124,zerstören::V,калавтомс,քանդել
1125,verbrennen::V,пултамс,այրել
1126,geben::V,максомс,տալ
1127,reichen::V,максомс,հանձնել
1128,schenken::V,каземс,նվիրել
1129,versprechen::V,алтамс,խոստանալ
1130,wünschen::V,арсемс,մաղթել
1131,loben::V,шнамс,գովել
1132,küssen::V,палсемс,համբուրել
1133,wiegen::V,нурсемс,օրորել
1134,zudecken::V,тавадомс,վրան գցել
1135,zudecken::V,вельтямс,վրան գցել
1136,wecken::V,стявтомс,զարթնեցնել
1137,zeigen::V,невтемс,ցույց տալ
1138,führen::V,ветямс,ուղեկցել
1139,lehren::V,тонавтомс,սովորեցնել
1140,unterrichten::V,тонавтомс,ավանդել
1141,aufziehen::V,трямс,դաստիարակել
1142,aufziehen::V,кастомс,դաստիարակել
1143,leiten::V,ветямс,ղեկավարել
1144,leiten::V,ветямс,կառավարել
1145,leiten::V,азоркстамс,ղեկավարել
1146,leiten::V,азоркстамс,կառավարել
1147,antreiben::V,ветямс,շտապեցնել
1148,lassen::V,кармавтомс,ստիպել
1149,einladen::V,тердемс,հրավիրել
1150,vereinigen::V,вейсэндямс,միացնել
1151,vereinigen::V,вейс путомс,միացնել
1152,vereinigen::V,вейс пурнамс,միացնել
1153,besuchen::V,варштамс,այցելել
1154,treffen::V,вастомс,հանդիպել
1155,sich versammeln::V,промокшномс,հավաքվել
1156,spielen::V,налксемс,խաղալ
1157,singen::V,морамс,երգել
1158,tanzen::V,киштемс,պարել
1159,sich trennen::V,явомс,ցրվել
1160,verlassen::V,кадомс,լքել
1161,retten::V,идемс,փրկել
1162,bewachen::V,ванстомс,պահել
1163,schützen::V,аштемс,պաշտպանել
1164,verteidigen::V,ваномс,պաշտպանել
1165,sich schlagen::V,тюремс,կռվել
1166,schießen::V,ледемс,կրակել
1167,siegen::V,изнямс,հաղթել
1168,ärgern::V,кежейгавтомс,ձանձրացնել
1169,schlagen::V,токамс,խփել
1170,treten::V,тапамс,քացի տալ
1171,stechen::V,пупамс,խայթել
1172,stoßen::V,тулкадемс,մղել
1173,stehlen::V,саламс,գողանալ
1174,stören::V,пирямс ки,խանգարել
1175,belästigen::V,а максомс,անհանգստացնել
1176,belästigen::V,а кадомс оймамо,անհանգստացնել
1177,verbergen::V,сёпомс,թաքցնել
1178,verbergen::V,кекшемс,թաքցնել
1179,täuschen::V,манямс,խաբել
1180,betrügen::V,манчемс,խաբել
1181,töten::V,чавномс,սպանել 
1182,töten::V,маштнемс,սպանել 
1183,wohnen::V,эрямс,բնակվել
1184,arbeiten::V,важодемс,աշխատել
1185,sammeln::V,пурнамс,հավաքել
1186,pflücken::V,ноцковтнемс,քաղել
1187,jagen::V,кундамс,որս անել
1188,fischen::V,калонь кундамс,ձուկ բռնել
1189,fassen::V,кундамс,բռնել
1190,hüten::V,ваномс,արածեցնել
1191,treiben::V,панемс,հովուել
1192,anbinden::V,сюлмамс,չուանել
1193,füttern::V,андомс,կերակրել
1194,melken::V,потявтомс,կթել
1195,hacken::V,лазномс,կոտորել
1196,gießen::V,валомс,ջրել
1197,reifen::V,кенеремс,հասունանալ 
1198,zubereiten::V,анокстамс,պատրաստել
1199,kochen::V,пидемс,եփել
1200,backen::V,пидемс,թխել
1201,braten::V,пуштамс,տապակել
1202,umrühren::V,човорямс,խառնել
1203,stricken::V,кодамс,գործել
1204,nähen::V,стамс,կարել
1205,färben::V,артомс,ներկել
1206,reinigen::V,урядамс,մաքրել
1207,waschen::V,муськемс,լվանալ
1208,abwischen::V,нардамс,սրբել
1209,spülen::V,ёрвалдомс,ողողել
1210,spülen::V,ёрвалдомс,պարզաջրել
1211,fegen::V,тенсемс,ավլել
1212,kehren::V,тенсемс,ավլել
1213,baden::V,экшелямс,լողանալ
1214,sich waschen::V,шлямс,լվացվել
1215,ausziehen::V,кайсевтемс,հանել
1216,anziehen::V,оршамс,հագնել
1217,sich anziehen::V,оршамс,հագնվել
1218,kämmen::V,судрямс,սանրել
1219,schmücken::V,мазылгавтомс,զարդարել
1220,schmücken::V,наряжамс,զարդարել
1221,sagen::V,меремс,ասել
1222,sprechen::V,кортамс,խոսել
1223,reden::V,кортамс,զրուցել
1224,sich unterhalten::V,кортнемс,խոսակցել
1225,fragen::V,кевкстемс,հարցնել
1226,bitten::V,вешемс,խնդրել
1227,erzählen::V,ёвтнемс,պատմել
1228,mitteilen::V,ёвтамс,հաղորդել
1229,nennen::V,лемдемс,անվանել
1230,nennen::V,путомс лем,անվանել
1231,rufen::V,тердемс,կանչել
1232,rufen::V,серьгедемс,կանչել
1233,prahlen::V,шнамс пря,պարծենալ
1234,übersetzen::V,ютавтомс,թարգմանել
1235,denken::V,арсемс,մտածել
1236,glauben::V,кемемс,հավատալ
1237,bemerken::V,неемс,նկատել
1238,erkennen::V,содамс,ճանաչել
1239,begreifen::V,пачкодемс,հասկանալ
1240,verstehen::V,чарькодемс,ըմբռնել
1241,lernen::V,тонавтнемс,սովորել
1242,wissen::V,содамс,իմանալ
1243,sich erinnern an::V,ледстямс,հիշել
1244,sich erinnern an::V,ледстямс,մտաբերել
1245,vergessen::V,стувтомс,մոռանալ
1246,messen::V,онкстнемс,չափել
1247,zählen::V,ловомс,թվել
1248,zählen::V,ловомс,հաշվել
1249,rechnen::V,ловомс,հաշվել
1250,rechnen::V,ловомс,հաշվարկել
1251,lesen::V,ловномс,կարդալ
1252,malen::V,рисовамс,նկարել
1253,zeichnen::V,рисовамс,գծել
1254,schreiben::V,сёрмадомс,գրել
1255,besitzen::V,улемс,ունենալ
1256,besitzen::V,улемс,տեր լինել
1257,besitzen::V,улемс азорокс,ունենալ
1258,besitzen::V,улемс азорокс,տեր լինել
1259,kaufen::V,рамамс,գնել
1260,verkaufen::V,миемс,վաճառել
1261,bezahlen::V,пандомс,վճարել
1262,zahlen::V,пандомс,վճարել
1263,beherrschen::V,азоркстамс,ղեկավարել
1264,ertragen::V,кирдемс,դիմանալ
