,Concept_ID,lbe,ab
668,traurig::A,пашмансса,алахьеиқəҵага
669,lebendig::A,уттавасса,абза
670,gut::A,ххуйсса,абзиа
671,schlecht::A,оьккисса,-хəарҭам
672,richtig::A,саргъунсса,иашоу
673,schlimm::A,оьккисса,абааҧсы
674,wahr::A,хӏакьсса,агəҭылса
675,wahr::A,хӏакьсса,абзиаҵəҟьа
676,alt::A,кугьнасса,Ажə
677,neu::A,цӏусса,аҿыц
678,ehemalig::A,хъхъичӏвасса,анкьатәи
679,alt[Lebewesen]::A,агьилсса,абырг
680,alt[Lebewesen]::A,агьилсса,ақабада
681,alt[Lebewesen]::A,агьилсса,Ажə
682,jung::A,чӏавасса,аҟата
683,jung::A,жагьилсса,аҟата
684,arm::A,мискинсса,ананамга
685,reich::A,авадансса,абеиа
686,bekannt::A,дусъсса,адыр
687,berühmt::A,машгьурсса,адыр
688,fremd::A,чил,атəым
689,verschieden::A,личӏи-личӏисса,Еиуа-еиҧшым
690,nah::A,гъансса,ааигəа
691,fern::A,архсса,ахара
692,linker::A,кияхсса,арма
693,linker::A,кюччахсса,арма
694,rechter::A,урчӏахсса,арҕьа
695,anderer::A,цамур,даҽа
696,anderer::A,цамур,даҽакы
697,erster::A,цалчинмур,актәи
698,erster::A,цалчиннсса,актәи
699,zweiter::A,кӏилчиимур,аҩбатəи
700,dritter::A,шамулчинмур,ахҕатәи
701,letzter::A,махъва-махъмур,аҵыхəтəантəи
702,allein::ADV,ялгъузну,мацара
703,zusammen::ADV,цачӏу,аиц...
704,zusammen::ADV,архӏал,аиц...
705,lange::ADV,батӏи къабуклай,акыраамҭа
706,lange::ADV,хъунмасса хӏаллай,акыраамҭа
707,plötzlich::ADV,цакуну,иаалырҟьаны
708,sofort::ADV,мугьлат бакъа,иаразнакҵәҟьа
709,später::ADV,махъ,уажəшьҭаншəа
710,jetzt::ADV,утти,уажәы
711,jetzt::ADV,цӏана,уажәы
712,heute::ADV,хӏакьину,иахьа
713,morgen::ADV,гьуит,уаҵәы
714,morgen::ADV,гьунттий,уаҵәы
715,dann::ADV,яла,нас
716,gestern::ADV,лахьхьу,иацы
717,damals::ADV,та чӏумал,усҟан
718,danach::ADV,яла,нас
719,vorher::ADV,хьхьнчӏ,уаанӡа
720,vorher::ADV,хьхьичӏва,уаанӡа
721,zuerst::ADV,бакӏрай,азнаказы
722,zuerst::ADV,бакӏрай,аҧхьа
723,zuerst::ADV,цӏу бутӏуй,азнаказы
724,zuerst::ADV,цӏу бутӏуй,аҧхьа
725,einmal::ADV,цал,зны
726,manchmal::ADV,ваксса-таксса,зны-зынла
727,oft::ADV,чӏявуну,лассы-лассы
728,immer::ADV,мудан,енагь
729,immer::ADV,мудан,еснагь
730,immer::ADV,даиман,енагь
731,immer::ADV,даиман,еснагь
732,niemals::ADV,тачӏав,ианакəызаалак
733,hier::ADV,шикку,ара
734,hier::ADV,шикку,абра
735,hier::ADV,шикку,араҟа
736,hierhin::ADV,шиккун,ара
737,hierhin::ADV,шиккун,араҟа
738,von hier::ADV,шичча,арантә
739,dort::ADV,гикку,уа
740,dorthin::ADV,тиккун,уахь
741,dorthin::ADV,тиккун,анахь
742,geradeaus::ADV,тӏайланм,ишиашоу
743,vorwärts::ADV,хьхьичӏунмай,ҕхьаҟа
744,rückwärts::ADV,махъа-хьхьичӏунмай,шьҭахьла
745,zurück::ADV,махъунмай,шьҭахьҟа
746,unten::ADV,лув,лбаа
747,hinab::ADV,бакӏ-ялавай,алада
748,hinab::ADV,бакӏъялавай,алада
749,oben::ADV,ялув,хыхь
750,hinauf::ADV,лавай,аҩада
751,überall::ADV,гьариий,зегьынцьара
752,überall::ADV,хьу-хьуний,зегьынцьара
753,überall::ADV,гьарца кӏанай,зегьынцьара
754,nicht::ADV,къа-,-м
755,ein wenig::ADV,чанни,ҕыҭк
756,ein wenig::ADV,ца чансса,ҕыҭк
757,kaum::ADV,дахьа,аарлаҳәа
758,kaum::ADV,дахьа,афергьҳәа
759,sehr::ADV,оьну,даара
760,sehr::ADV,гужну,даара
761,sehr::ADV,хъинну,даара
762,so::ADV,укукн,ас
763,so::ADV,укукн,абас
764,noch::ADV,гьала,макьана
765,noch::ADV,уттигу,макьана
766,noch::ADV,цакьинва,макьана
767,noch::ADV,ттигу-шилагу,макьана
768,nur::ADV,анжагь,заҵәык
769,wieder::ADV,цӏуницӏа,ҿыц
770,wieder::ADV,цӏуницӏа,дырҩегь
771,wieder::ADV,цӏуницӏа,дырҩегьых
772,vergebens::ADV,аьдада,баша
773,vergebens::ADV,нахӏакь,баша
774,vor::PRP,хьхьичӏ,аҕхьа
775,hinter::PRP,махъ,нхыҵ
776,unter::PRP,лув,амҵа
777,unter::PRP,лув,амҵан
778,durch::PRP,-х,
779,neben::PRP,чӏарав,ааигуара
780,zwischen::PRP,дянив,абжьара
781,wegen::PRP,цӏаний,-иззы
782,wegen::PRP,цӏаний,-ҟнытә
783,dies::PRN,ва,ари
784,dies::PRN,ва,абри
785,das::PRN,та,Абни
786,das::PRN,та,убри
787,das::PRN,кӏа,Абни
788,das::PRN,кӏа,убри
789,das::PRN,га,Абни
790,das::PRN,га,убри
791,alles::PRN,щала,зегьы
792,ich::PRN,на,са
793,ich::PRN,на,сара
794,du::PRN,ина,бара
795,er::PRN,му,иара
796,wir::PRN,жу,ҳара
797,ihr::PRN,зу,шәара
798,was::FPRN,ци,
799,wer::FPRN,цу,дарбан
800,wo::FADV,чув,иабыкуу
801,wo::FADV,чув,аба-
802,wo::FADV,чув,ахь-
803,wohin::FADV,чун,иабыкуу
804,wohin::FADV,чун,аба-
805,wohin::FADV,чун,ахь-
806,wie::FADV,цукун,-шҕа
807,warum::FADV,цан,избан
808,wieviel::FNUM,циксса,заҟа
809,eins::NUM,ца,акы
810,eins::NUM,ца,аӡәы
811,zwei::NUM,кӏива,ҩба
812,drei::NUM,шамма,хҕа
813,vier::NUM,мукьа,ҕшьба
814,vier::NUM,мукьва,ҕшьба
815,fünf::NUM,ххюва,хəба
816,sechs::NUM,ряхва,фба
817,sieben::NUM,арула,Бжьба
818,acht::NUM,мяйва,ааба
819,neun::NUM,урчӏва,жәба
820,zehn::NUM,ацӏва,жәаба
821,elf::NUM,ацӏния цава,жәеизатәи
822,zwölf::NUM,ацӏиия кӏива,жәаҩа
823,zwanzig::NUM,кьува,ҩажәа
824,dreißig::NUM,зувира,ҩажәижәабатәи
825,vierzig::NUM,мукьцӏала,ҩынҩажәа
826,fünfzig::NUM,ххюцӏала,ҩынҩажәеижәаба
827,sechzig::NUM,ряхцӏала,хынҩажәа
828,achtzig::NUM,мяйцӏала,ҕшьынҩажәа
829,neunzig::NUM,урчӏцӏала,ҕшьынҩажәижәаба
830,hundert::NUM,ттурш,шәкы
831,hundert::NUM,ттуршва,шәкы
832,tausend::NUM,азарва,зқьы
833,und::CNJ,-гу,-и
834,oder::CNJ,я,ма
835,oder::CNJ,ягу,ма
836,stehen::V,ацӏан,агылазаара
837,sitzen::V,щяивкӏун икӏан,атəара
838,sitzen::V,щяивкӏун икӏан,атəа(заа)ра
839,liegen::V,утту нвхьуну икӏан,аиара
840,hängen::V,зурчӏай тӏун,акнаҳара
841,werden::V,хьун,аҟалара
842,passieren::V,хьун,аҟалара
843,beginnen::V,дайдишин,алагара
844,beginnen::V,дайдирхьуну дикӏан,алагара
845,enden::V,къуртал дан,алгара
846,wechseln::V,даххана хьун,аҽыҧсахра
847,wechseln::V,даххана дуллан,аҽыҧсахра
848,aufgehen[Sonne]::V,буклай бур,агылара
849,aufgehen[Sonne]::V,буклай бур,ахашлара
850,aufgehen[Sonne]::V,буклай бур,аҩаҵхахара
851,untergehen[Sonne]::V,лаглай бур,аҭашəара
852,scheinen[Sonne]::V,битан,акаҧхара
853,scheinen[Sonne]::V,чани буллан,акаҧхара
854,donnern::V,тӏий бур,адыдра
855,wehen::V,бишлай бур,асра
856,strömen::V,экьинан,акаҭəара
857,fließen::V,экьинан,ацара
858,sich drehen::V,гьанан,ахагьежьра
859,schwanken::V,хъюлчу тӏун,аҵысра
860,schwanken::V,хӏуркку тӏун,аҵысра
861,schwingen::V,хъюлчай тӏун,ахызазара
862,schwingen::V,хъюлчай тӏун,акьаандара
863,schwingen::V,хъюлчу тӏун,ахызазара
864,schwingen::V,хъюлчу тӏун,акьаандара
865,fallen::V,багьлан,акаҳара
866,brennen::V,ччучлан,абылра
867,rauchen::V,пуркӏу тӏун,ахылҵра
868,regnen::V,лачӏун,аура
869,regnen::V,лачIлай дур,аура
870,gefrieren::V,микӏ лачӏун,аҵаара
871,tauen::V,баслан,аӡҭра
872,schmelzen::V,баслан,ақəӡыҭра
873,schmelzen::V,баслан,аҭəара
874,trocknen::V,кьакьан,абара
875,sieden::V,щаран,ашра
876,faulen::V,аьллан,абаара
877,verfaulen::V,аьллан,абаара
878,verfaulen::V,аьллан,аилашра
879,verfaulen::V,аьян,абаара
880,verfaulen::V,аьян,аилашра
881,reißen::V,ххя дукан,аҧжəара
882,versinken::V,оькьлан,аӡааҟəрылара
883,versinken::V,оькьан,аӡааҟəрылара
884,vergehen::V,лялиян,ацара
885,erscheinen::V,буккан,ацəырҵра
886,erscheinen::V,загьир хьун,ацəырҵра
887,verschwinden::V,бат хьун,аҵашəкəара
888,verschwinden::V,акъа хьун,аҵашəкəара
889,sinken::V,чахь учин,атəара
890,sinken::V,чахь учин,алаҟəра
891,abnehmen::V,чан хьун,ацӡаара
892,abnehmen::V,чан хьун,аиҵалара
893,abnehmen::V,ссуссукьу хьун,ацӡаара
894,abnehmen::V,ссуссукьу хьун,аиҵалара
895,zunehmen::V,гьарза хьун,аҽырҭбаара
896,zunehmen::V,гьарза хьун,аиҵыҵра
897,zunehmen::V,гьарза хьун,арацəахара
898,steigen::V,гьаз хьун,азҳара
899,steigen::V,гьаз хьун,ашьҭыҵра
900,steigen::V,гьаз хьун,адухара
901,steigen::V,гьаз хьун,ацлара
902,wachsen::V,ххяххан,азҳара
903,glänzen::V,цӏай буккан,ацыр-цырра
904,glänzen::V,цӏай буккан,ацыҩ-цыҩра
905,glänzen::V,цӏай буккан,аказказра
906,funkeln::V,цӏай-цӏай тӏун,ашап-шапра
907,funkeln::V,цӏай-цӏай тӏун,ацым-цымра
908,lärmen::V,чӏу буллан,ашьҭыбжьгара
909,lärmen::V,чӏу буллан,аҕьҕьаҳәа аилалара
910,lärmen::V,аьлагъужа буллан,ашьҭыбжьгара
911,lärmen::V,аьлагъужа буллан,аҕьҕьаҳәа аилалара
912,läuten::V,занг ришлан,аҵəҵəасра
913,läuten::V,занг дуллан,аҵəҵəасра
914,klingeln::V,занг ришлан,аҵəҵəасра
915,klingeln::V,занг дуллан,аҵəҵəасра
916,brausen::V,никъащилан,аилаҽҽара
917,brausen::V,никъащилан,еилашуера
918,rauschen::V,щурщур тӏун,
919,klingen::V,чӏу буклан,агара
920,klingen::V,чӏу буклан,ашьҭыбжь гара
921,bellen::V,хӏап тӏун,ашра
922,blasen::V,уф тӏун,аҭəҳəара
923,pfeifen::V,щютӏа тӏун,ашəшəра
924,schreien::V,чӏу бан,аҳəҳəара
925,schreien::V,чӏу бан,ахəаара
926,schreien::V,чӏу бан,аҟаара
927,stöhnen::V,угь-къак тӏун,ақьра
928,zittern::V,зурзу чин,аҵыс-ҵысра
929,zittern::V,зурзу тӏун,аҵыс-ҵысра
930,leben::V,ялапар хъанан,аҟазаара
931,geboren werden::V,ан,Аира
932,atmen::V,ссихӏ ласлан,аҕсыҕ лагаҩагара
933,atmen::V,ссихӏ бигьлан,аҕсыҕ лагаҩагара
934,trinken::V,хӏачӏан,ажəра
935,trinken::V,хӏачӏлан,ажəра
936,essen::V,канан,акрыфара
937,schlucken::V,кьюлтӏа тӏун,албаадара
938,müde werden::V,аьхчӏин,ааҕсара
939,einschlafen::V,шанан икӏан,ацəара
940,schlafen::V,шанан,ацəазаара
941,aufwachen::V,чантӏ учин,аҿыхара
942,aufstehen::V,бизан,Агəылҵра
943,sich erholen::V,бигьалаган,аҧсшьара
944,krank werden::V,къашай хьун,ачмазаҩхара
945,krank sein::V,къашай хъанан,аҳəарҧсарра
946,krank sein::V,къашавай икӏан,аҳəарҧсарра
947,schmerzen::V,цӏун,ахьра
948,husten::V,хъугьу чин,аимҳәара
949,husten::V,хъугьу тӏун,аимҳәара
950,genesen::V,хъин хьун,абзиахара
951,genesen::V,хъин хьун,аӷəӷəахара
952,genesen::V,сагъ лаган,абзиахара
953,genesen::V,сагъ лаган,аӷəӷəахара
954,sterben::V,ивчӏан,аҧсра
955,umkommen::V,лиллан,аҭахара
956,umkommen::V,литӏлан,аҭахара
957,umkommen::V,ажал биян,аҭахара
958,umkommen::V,личӏи хьун,аҭахара
959,umkommen::V,иакьлу хьун,аҭахара
960,umkommen::V,ахир жан хъанан,аҭахара
961,umkommen::V,рухӏирачӏа икӏан,аҭахара
962,sich bewegen::V,сукку хьун,аиҭаҵра
963,sich rühren::V,сукку хьун,ақəацара
964,sich erheben::V,бизан,аҩагылара
965,sich setzen::V,щяикӏан,атəара
966,sich setzen::V,щябикӏан,атəара
967,hinfallen::V,багьан,акаҳара
968,laufen::V,занан,аныҟəара
969,schreiten::V,ша ласлан,ашьаҿа еихгара
970,spazierengehen::V,сайр буллан,анеи-ааира
971,eilen::V,анавар буккан,аццакра
972,sich beeilen::V,анавар буккан,аццакра
973,sausen::V,никъа щилан,аҧырра
974,sausen::V,никъа щилан,иҭрысны
975,sausen::V,никъа щилан,ишьҭҟьаны ацара
976,sausen::V,никъа щун,аҧырра
977,sausen::V,никъа щун,иҭрысны
978,sausen::V,никъа щун,ишьҭҟьаны ацара
979,rennen::V,лечлан,аҩра
980,springen::V,тӏанкӏ дан,аҧара
981,klettern::V,лахълан,ақəлара
982,schaukeln::V,гьайжак бигьлан,аҟəараҟəанҽара
983,kriechen::V,ххярк тӏун,аҳəазара
984,schwimmen::V,гьузун,аӡсара
985,tauchen::V,лултту уккан,ахəӡааҵəира
986,rudern::V,бяхлан,аҵшьра
987,rudern::V,батӏлан,аҵшьра
988,rudern::V,ххялаххи дуклан,аҵшьра
989,fahren::V,гьан,акала
990,fliegen::V,лехлан,аҧырра
991,gehen::V,нан,аиҭаҵра
992,weggehen::V,ялагьан,ацара
993,abfahren::V,гьан,адəықəлара
994,abfahren::V,гьан,ацара
995,anhalten::V,бацӏан,ааныргылара
996,hineingehen::V,буххан,аҭалара
997,eintreten::V,буххан,аҩналара
998,kommen::V,учӏан,аара
999,kommen::V,учӏан,ааира
1000,ankommen::V,биян,ааира
1001,ankommen::V,биян,аара
1002,ankommen::V,биян,анеира
1003,ankommen::V,бучӏан,ааира
1004,ankommen::V,бучӏан,аара
1005,ankommen::V,бучӏан,анеира
1006,zurückkommen::V,зана хъун,азыхынҳəра
1007,zurückkommen::V,зана бикӏан,азыхынҳəра
1008,bleiben::V,личӏан,аанхара
1009,bleiben::V,личӏан,анхара
1010,bleiben::V,личӏан,аангылара
1011,warten::V,ялугьлан,азҧшзаара
1012,erwarten::V,ялугьлан,азҧшра
1013,suchen::V,луглан,ашьҭазаара
1014,finden::V,лякъин,аҧшаара
1015,versuchen::V,ххал буллан,аҽазкра
1016,vorbereiten::V,хӏадур бан,армазеира
1017,lieben::V,эшкьи хьуиу бикӏан,абзиабара
1018,mögen::V,ххиран бикӏан,агəаҧхара
1019,lachen::V,хъян,аччара
1020,weinen::V,аьтӏун,аҵəуара
1021,schimpfen::V,дяъван,ацəҳара
1022,schimpfen::V,ссугайи агьан,ацəҳара
1023,sich ärgern::V,ссибизлан,агəаара
1024,sich fürchten::V,ингъауслан,аӡыӡара
1025,fürchten::V,хӏучӏ тӏун,ацəшəара
1026,fliehen::V,ака бан,абналара
1027,fliehen::V,ака бан,ацəцара
1028,flüchten::V,лихъан,абналара
1029,flüchten::V,лихъан,ацəцара
1030,sehen::V,чӏалан,абара
1031,anschauen::V,урган,ахəаҧшра
1032,ansehen::V,буруглан,ахəаҧшра
1033,hören::V,баллан,аҳара
1034,zuhören::V,вичӏи дихьлан,азыӡырҩра
1035,probieren::V,тӏин ххал буллан,аҧышəара
1036,riechen::V,ссунтӏа тӏун,афыҩра
1037,fühlen::V,дакӏнил буслан,анырра
1038,fühlen::V,дакӏнил буслан,ацәакырра
1039,scheinen::V,ххан,шәа
1040,scheinen::V,ххан,аацәырҵа
1041,scheinen::V,бизан,шәа
1042,scheinen::V,бизан,аацәырҵа
1043,scheinen::V,ххан бикӏлай бикӏан,шәа
1044,scheinen::V,ххан бикӏлай бикӏан,аацәырҵа
1045,vernehmen::V,баян,аҳара
1046,frieren::V,лигьулул хъанан,ашəра
1047,frieren::V,лигьулул хъанан,аҵаара
1048,tun::V,бан,аҟаҵара
1049,können::V,хьун,алшара
1050,anfangen::V,дайдишин,алагара
1051,beenden::V,къуртал бан,алгара
1052,aufhören::V,кьабагьан,аҟəыҵра
1053,gelingen::V,бюхъан,аура
1054,gelingen::V,бюхъан,аманшəалахара
1055,gelingen::V,бюхъан,алҵра
1056,öffnen::V,тӏитӏин,аартра
1057,schließen::V,лакьин,аркра
1058,stellen::V,дацӏан дан,аргылара
1059,stellen::V,бишин,аргылара
1060,setzen::V,щяитан,артəара
1061,legen::V,бишин,ақəҵара
1062,berühren::V,ка щун,акьысра
1063,berühren::V,ка щун,алакьысра
1064,verbinden::V,бахӏин,аҿаҳəара
1065,verbinden::V,дахӏин,аҿаҳəара
1066,bedecken::V,ялтту бущин,ақəршəра
1067,bedecken::V,ялтту бакьин,ақəршəра
1068,aufhängen::V,лахъан,акнаҳара
1069,anzünden::V,лахъан,аркра
1070,aufheben::V,гьаз бан,ашьҭыхра
1071,zurücklassen::V,кьаитан,аныжьра
1072,zurücklassen::V,битан,аныжьра
1073,verlieren::V,дакъа дан,ацəыӡра
1074,fallen lassen::V,рутан,ацəкаҳара
1075,machen::V,дан,ачаҧара
1076,herstellen::V,яраг ишла бувиу бан,аиҵдара
1077,bauen::V,дан,аргылара
1078,reparieren::V,дакьин дан,арҽеира
1079,verbessern::V,ххуй дан,аиҕьтəра
1080,ändern::V,баххана бан,аҧсахра
1081,graben::V,дуклан,ажра
1082,beugen::V,лахӏан бан,арҟəра
1083,beugen::V,лахӏан бан,архəара
1084,beugen::V,кьус бикӏан,арҟəра
1085,beugen::V,кьус бикӏан,архəара
1086,biegen::V,баччин,арҟəра
1087,biegen::V,баччин,архəара
1088,biegen::V,лахӏан бан,арҟəра
1089,biegen::V,лахӏан бан,архəара
1090,drehen::V,гьанан,аргьежьра
1091,wenden::V,кӏура баен бан,
1092,umdrehen::V,кӏура баен бан,аарҳәра
1093,heben::V,гьаз бан,аҩахара
1094,heben::V,гьаз бан,араҳара
1095,hochheben::V,гьаз бан,ахагалара
1096,hochheben::V,гьаз бан,ашьҭҳəара
1097,ergreifen::V,хъап дан,
1098,ergreifen::V,хъап увиу угьан,
1099,halten::V,бугьлан,акра
1100,drücken::V,кьюч бигьлан,ақəрӷəӷəара
1101,schieben::V,щун,аҵгəара
1102,schieben::V,щун,агəара
1103,lecken::V,ланцӏа тӏун,арбзара
1104,beißen::V,хъапа тӏун,ацҳара
1105,beißen::V,кьацӏа тӏун,ацҳара
1106,abreißen::V,буцан,амжəара
1107,abschneiden::V,бухъан,ахҵəара
1108,abschneiden::V,бухъан,аҿахҵəара
1109,abschneiden::V,кьукьин,ахҵəара
1110,abschneiden::V,кьукьин,аҿахҵəара
1111,binden::V,бахӏин,аҿаҳəара
1112,binden::V,дахӏин,аҿаҳəара
1113,brechen::V,гъагъан,аҧҵəара
1114,klopfen::V,кьутӏа тӏун,асра
1115,hauen::V,рищун,ақəкшара
1116,kleben::V,лачӏун буллан,аҷабра
1117,reiben::V,ссуку буллан,арҟəыҷра
1118,streichen::V,дугъан,ахьшьра
1119,streichen::V,аьгъу дан,ахьшьра
1120,schneiden::V,духълан,аҧҟара
1121,schneiden::V,кьукьлан,аҧҟара
1122,schütteln::V,хъюлчу буллан,аршəшəара
1123,schwenken::V,палцӏ дуллан,аҟьара
1124,schütten::V,рутӏин,аҭаҭəара
1125,füllen::V,буцӏин бан,арҭəра
1126,einwickeln::V,кай-кай бан,алаҳəара
1127,tragen::V,ларсун занан,аҩагара
1128,tragen::V,ларсун ачин,аҩагара
1129,schleppen::V,ххилан,арҳəазара
1130,aufbewahren::V,ядан,аҵəахра
1131,aufbewahren::V,ядуллан,аҵəахра
1132,werfen::V,личин,аршəра
1133,fangen::V,бугьан,акра
1134,fangen::V,бугьлан,акра
1135,verstecken::V,ладитан,аҵəахра
1136,verstecken::V,кьюлтӏ дан,аҵəахра
1137,verstecken::V,дахьлаган дан,аҵəахра
1138,teilen::V,бачӏин,ашара
1139,teilen::V,бутӏа бан,ашара
1140,schicken::V,тӏайла буккан,ашьҭра
1141,bringen::V,диян дан,аагара
1142,hinzufügen::V,ххи бан,ацҵара
1143,bekommen::V,ласун,аҧшаара
1144,bekommen::V,ласун,архиара
1145,bekommen::V,ласун,аура
1146,erhalten::V,ласун,аиура
1147,nehmen::V,ласун,агара
1148,wählen::V,бувчӏин,алҧшаара
1149,auswählen::V,бувчӏин,алхра
1150,auswählen::V,язи бугьан,алхра
1151,bewahren::V,ядан,
1152,behindern::V,дайщишруду дуллан,аҧырхагахара
1153,verderben::V,зия дан,алгара
1154,verderben::V,зия дан,абжьыхра
1155,verderben::V,зия дан,аҧхасҭатəра
1156,beschädigen::V,зарал буллан,аҧхасҭатəра
1157,zerbrechen::V,гьагъан,аҧҽра
1158,zerbrechen::V,гьагъан бан,аҧҽра
1159,zerreißen::V,ххяхха дуккан,аҧжəара
1160,zerstören::V,лекьан дан,аилаҧыххаара
1161,verbrennen::V,ччуччин,абылра
1162,geben::V,дулун,аҭара
1163,reichen::V,дулун,аҭара
1164,schenken::V,пишкаш дан,аҩгара
1165,schenken::V,багъишла дан,аҩгара
1166,schenken::V,ихӏсандалун дуллун,аҩгара
1167,versprechen::V,банна чин,ақəргəыӷра
1168,loben::V,цӏа дан,арҽхəара
1169,küssen::V,ппай тӏун,агəӡра
1170,wiegen::V,гьуркку тӏун,
1171,wiegen::V,гьуркку буллан,
1172,wiegen::V,гьуркку бан,
1173,wecken::V,чантӏ учин ан,арҿыхара
1174,zeigen::V,ккаккан бан,арбара
1175,führen::V,буцин,аныҟəгара
1176,lehren::V,лахьхьин бан,арҵара
1177,lehren::V,лахьхьин буллан,арҵара
1178,unterrichten::V,дарс дишаван,арҧхьара
1179,aufziehen::V,хъуна ан,ааӡара
1180,aufziehen::V,тарбия ан,ааӡара
1181,leiten::V,каялувшиву дан,ахагылазаара
1182,einladen::V,хъамалу оьвчин,ааҕхьара
1183,einladen::V,хъамалу оьвчин,анаҧхьара
1184,vereinigen::V,ца бан,аилаҵара
1185,besuchen::V,ялун уххан,абара
1186,treffen::V,хьуна бакьин,аҧылара
1187,sich versammeln::V,батӏин,аизара
1188,spielen::V,тӏуркӏу тӏун,ахəмарра
1189,singen::V,балай тӏун,ашəаҳəара
1190,tanzen::V,къавтӏун,акəашара
1191,sich trennen::V,ппив хьун,аилыҵра
1192,verlassen::V,увккун гьан,акажьра
1193,retten::V,ххассал бан,Аиқəрхара
1194,bewachen::V,къарал бан,ахьчара
1195,schützen::V,ябан,ацəыхьчара
1196,verteidigen::V,буруччин,ахьчара
1197,sich schlagen::V,биян,аисра
1198,schießen::V,битлан,ахысра
1199,siegen::V,ххув хьун,аиааира
1200,siegen::V,ххувшаву ласун,аиааира
1201,ärgern::V,ссибизан уллан,аргəаара
1202,schlagen::V,рищун,асра
1203,schlagen::V,рищун,аҭасра
1204,stechen::V,кьутӏин,алакшара
1205,stoßen::V,щун,агəҭасра
1206,stehlen::V,дацин,аӡара
1207,stören::V,кьючин,аҧырхагахара
1208,belästigen::V,бизар уллан,аргəамҵра
1209,verbergen::V,лабитан,аӡара
1210,verbergen::V,кӏучӏ бан,аӡара
1211,täuschen::V,хъяврин ан,ажьара
1212,betrügen::V,аьикьин ан,ажьара
1213,töten::V,ивчӏан,ашьра
1214,wohnen::V,оьрму бутлан,анхара
1215,arbeiten::V,зун,аусура
1216,sammeln::V,ттихӏин,аҟəшəара
1217,sammeln::V,вив дишин,аҟəшəара
1218,pflücken::V,риттун,аҿыршəара
1219,pflücken::V,риттун,аҿыхра
1220,jagen::V,авли занан,ашəарыцара
1221,fischen::V,чавахъру бугьлан,аҧсыӡ икуеит
1222,fassen::V,бугьан,акра
1223,hüten::V,урттуйн бакьлан,арҳəра
1224,hüten::V,урттуйн бакьлан,ахьчара
1225,treiben::V,дачин дуллан,акацара
1226,treiben::V,лихъан буллан,акацара
1227,anbinden::V,бахӏин,адҳəалара
1228,füttern::V,канаки буллан,акырҿаҵара
1229,melken::V,ттизин,ахьара
1230,hacken::V,мюрш буллан,аҟəаҟəара
1231,hacken::V,мюрш бан,аҟəаҟəара
1232,gießen::V,щин дишин,аҵаҭəара
1233,reifen::V,диян,ашəра
1234,reifen::V,диян,аҟалара
1235,zubereiten::V,хӏадур дан,ацура
1236,zubereiten::V,хӏадур бан,ацура
1237,kochen::V,шашан,ажəра
1238,kochen::V,шашан дуллан,ажəра
1239,backen::V,бишлан,аӡра
1240,backen::V,шахьлан,аӡра
1241,braten::V,цӏарайх дуллан,аӡра
1242,umrühren::V,хӏала бан,аилрыхра
1243,stricken::V,щащлан,аҧара
1244,stricken::V,щащан,аҧара
1245,nähen::V,дуруххан,аӡахра
1246,färben::V,ранг щун,ашəра
1247,reinigen::V,марцӏ бан,арыцқьара
1248,waschen::V,шюшин,аӡәӡәара
1249,abwischen::V,лишин,арбара
1250,spülen::V,вилаган,аҭыршара
1251,fegen::V,башин,аҧссара
1252,kehren::V,бахьлан,
1253,baden::V,щинавун учӏлан,аҽыкəабара
1254,sich waschen::V,диссун,аҽыӡəӡəара
1255,sich waschen::V,лажин диссун,аҽыӡəӡəара
1256,sich waschen::V,лажин дислан,аҽыӡəӡəара
1257,sich waschen::V,биссун,аҽыӡəӡəара
1258,sich waschen::V,чурх бислан,аҽыӡəӡəара
1259,ausziehen::V,ликкан,ашəыхра
1260,anziehen::V,лаххан,ашəҵара
1261,sich anziehen::V,янна лаххан,аҽеилаҳəара
1262,kämmen::V,ттарал дуккан,аҳəара
1263,schmücken::V,чӏюлу бан,арҧшӡара
1264,sagen::V,учин,аҳəара
1265,sprechen::V,гъалгъа тӏун,ацəажəара
1266,reden::V,гъалгъа тӏун,ацəажəара
1267,reden::V,гъалгъа тӏун,аицәажәара
1268,sich unterhalten::V,гъалгъа тӏун,аицәажәара
1269,fragen::V,цӏуххин,азҵаара
1270,bitten::V,тавакъю буллан,аҳəара
1271,erzählen::V,хавар бусан,аҳəара
1272,mitteilen::V,баян бан,азыцҳара
1273,mitteilen::V,хавар бан,азыцҳара
1274,nennen::V,цӏа дизан,ахьӡҵара
1275,rufen::V,оьвтӏун,азҿыҭра
1276,prahlen::V,цӏа дуллан,аҽхəара
1277,übersetzen::V,таржума бан,аиҭагара
1278,denken::V,пикри буллан,азхəыцра
1279,glauben::V,вих хьун,ахаҵара
1280,bemerken::V,хӏисав хъун,агəаҭара
1281,erkennen::V,увчӏин,адырра
1282,begreifen::V,бувчӏин,аилкаара
1283,lernen::V,лахьлан,аҵара
1284,lernen::V,лахьхьин,аҵара
1285,wissen::V,кӏулну бикӏан,адырра
1286,wissen::V,хавар бикӏан,адырра
1287,sich erinnern an::V,дакӏнин бутан,агəаларшəара
1288,vergessen::V,хъама битан,ахашҭра
1289,messen::V,дуцин дуллан,ашəара
1290,messen::V,дуцин дан,ашəара
1291,zählen::V,дуккин,аҧхьаӡара
1292,rechnen::V,хӏисав дан,аҳасабра
1293,lesen::V,ккалан,аҧхьара
1294,malen::V,сурат дуллан,
