,Concept_ID,lez,ady
154,Eichhörnchen::N,белка,цызэ́
155,Elch::N,лось,лось
156,Fuchs::N,сикӏ,баджэ́
157,Hase::N,къуьр,тхьакӏумкӏы́хь
158,Maus::N,кьиф,цыгъо́
159,Wolf::N,жанавур,тыгъу́жъ
160,Vogel::N,луван ничхир,бзы́у
161,Schwarm::N,луж,отэр
162,Huhn::N,верч,чэты́
163,Hahn::N,кӏек,атакъэ́
164,Gans::N,къаз,къа́з
165,Adler::N,лекь,
166,Ente::N,пӏатӏ,псычэ́т
167,Eule::N,тӏиб,тыгъурыгъу
168,Kranich::N,дурна,къэрэ́у
169,Krähe::N,къаргъа,къолэ́жъ
170,Kuckuck::N,кукупӏ,куку́у
171,Schwan::N,къугь,
172,Fisch::N,гъед,пцэжъы́й
173,Barsch::N,окунь,тхыкъэц
174,Hecht::N,щука,лэнд
175,Schlange[Tier]::N,илан,блэ́
176,Schlange[Tier]::N,гъуьлягъ,блэ́
177,Wurm::N,квак,хьамлыу
178,Spinne::N,хуьшрекан,бэдж
179,Ameise::N,цегв,къамзэ́гу
180,Laus::N,нет,цӏэ
181,Mücke::N,ветӏ,аргъо́й
182,Fliege::N,тӏветӏ,бадзэ́
183,Schmetterling::N,чепелукь,хьампӏыра́шъу
184,Beere::N,куьлуь емиш,маткӏо
185,Apfel::N,ич,мыӏэры́с
186,Pilz::N,къарникъуз,хьаӏу
187,Zwiebel::N,чичӏек,бжьыны́
188,Saat::N,тумар,чылапхъ
189,Korn::N,твар,цэ
190,Heu::N,векь,мэкъу
191,Heu::N,векьер,мэкъу
192,Schale::N,пириш,кӏы́шъу
193,Schale::N,хъуьруьш,кӏы́шъу
194,Grube::N,фур,машэ́
195,Falle::N,ракьар,зэраубытырэ́ ӏэмэпсы́м
196,Schlinge::N,гьалкъа,бзыуубыт
197,Spur::N,гел,ужы
198,Spur::N,гел,лъэуж
199,Asche::N,руьхъ,яжьэ́
200,Dreck::N,чирк,псынжъы
201,Dreck::N,кьуруш,псынжъы
202,Eisen::N,ракь,гыучӏы́
203,Eisen::N,ракь,къэнджа́л
204,Gold::N,алтун,дышъэ́
205,Silber::N,гимиш,тыжьы́н
206,Kohle::N,цӏивин,шӏомыкӏ
207,Glas::N,шуьше,апч
208,Lehm::N,ччеб,етӏагъо́
209,Sand::N,къум,пшахъо
210,Mensch::N,инсан,цӏыфы́
211,Mann::N,итим,хъулъфы́гъ
212,Frau::N,паб,бӏылъфыгъэ́
213,Frau::N,дишегьли,бӏылъфыгъэ́
214,Kind::N,аял,кӏэлэцӏы́кӏу
215,Junge::N,гада,кӏэлэцӏы́кӏу
216,Mädchen::N,руш,пшъэшъэжъый
217,Familie::N,хзан,быны́
218,Familie::N,хзан,уна́гъу
219,Familie::N,килфет,быны́
220,Familie::N,килфет,уна́гъу
221,Großvater::N,чӏехи буба,тэтэ́жъ
222,Großmutter::N,чӏехи диде,нэнэ́жъ
223,Eltern::N,диде-буба,ны-тыхэ́р
224,Vater::N,буба,ты
225,Mutter::N,диде,ны
226,Sohn::N,хва,къо
227,Tochter::N,руш,пхъу
228,Bruder::N,стха,шы
229,Schwester::N,вах,шы́пхъу
230,Onkel::N,ими,янэ́ш
231,Onkel::N,халу,янэ́ш
232,Tante::N,эме,атэшыпхъу
233,Tante::N,хала,атэшыпхъу
234,Ehemann::N,гъуьл,лӏы
235,Ehefrau::N,паб,шъу́з
236,Freude::N,шадвал,гушӏуа́гъу
237,Gelächter::N,хъвер,щхыныр
238,Glück::N,бахт,насы́п
239,Kummer::N,дерт,тхьамыкӏагъу
240,Kummer::N,хажалат,тхьамыкӏагъу
241,Wunsch::N,мурад,шӏонгъоны́гъ
242,Lust::N,гьевес,шӏонгъоны́гъ
243,Geist::N,руьгь,гу
244,Gedanke::N,фикир,гупшыс
245,Verstand::N,акьул,акъы́л
246,Sinn::N,мана,мэхьанэ
247,Grund::N,себеб,ушъхьагъу
248,Wahrheit::N,керчек,шъыпкъэ́
249,Wahrheit::N,гьакъикъат,шъыпкъэ́
250,Gespräch::N,ихтилат,гущыӏ
251,Märchen::N,мах,пшысэ
252,Erzählung::N,кьиса,къэба́р
253,Nachricht::N,хабар,къэба́р
254,Neuigkeit::N,цӏийи хабар,къэбарыкӏ
255,Name::N,тӏвар,цӏэ
256,Rätsel::N,мискӏал,коджэхь-къоджэшх
257,Rede::N,рахун,гущыӏ
258,Sprache::N,чӏал,бзэ
259,Stimme::N,ван,макъэ́
260,Wort::N,гаф,гущыӏ
261,Zeichen::N,ишара,тамы́гъ
262,Ruf::N,эвер,джэ макъ
263,Lärm::N,ван-сес,макъэ
264,Laut::N,ван,макъэ
265,Laut::N,сес,макъэ
266,Ton::N,ван-сес,
267,Lied::N,мани,орэ́д
268,Ruhe::N,ласвал,самбырыныгъ
269,Ruhe::N,фаракъат,самбырыныгъ
270,Ruhe::N,асайиш,самбырыныгъ
271,Leute::N,инсанар,цӏыфхэ́р
272,Volk::N,халкь,цӏыф лъэпкъ
273,Arbeit::N,кӏвалах,ӏофшӏакӏэ́н
274,Gast::N,мугьман,хьакӏэ́
275,Geschenk::N,савкьат,шӏухьафтын
276,Spiel::N,къугъун,еоны́р
277,Spiel::N,къугъун,джэгуны́р
278,Spiel::N,къугъун,къегъэӏоны́р
279,Gesellschaft::N,жемят,обществ
280,Gesellschaft::N,общество,обществ
281,Hilfe::N,куьмек,ӏэпыӏэгъу
282,Freund::N,дуст,ныбджэгъу
283,Kamerad::N,яр-дуст,ныбджэгъу
284,Angelegenheit::N,кар,ӏофы́
285,Anzahl::N,сан,пчъагъэ́
286,Anzahl::N,кьадар,пчъагъэ́
287,Art::N,жуьре,изэрэщы́т
288,Art::N,жуьре,лъэпкъ
289,Stück::N,кӏус,такъы́р
290,Teil::N,пай,щыщ
291,Teil::N,пай,ӏахь
292,Hälfte::N,зур,ныкъо́
293,Hälfte::N,зур пай,ныкъо́
294,Kreis::N,круг,хъура́й
295,Kreis::N,чкаяр,хъура́й
296,Kreis::N,элкъвей цӏар,хъура́й
297,Kreuz::N,хаш,къащ
298,Linie::N,цӏар,хъахъ
299,Linie::N,цӏар,итхъа́гъ
300,Strich::N,цӏар,хъахъ
301,Strich::N,цӏар,итхъагъ
302,Abstand::N,ара,азыфагу
303,Entfernung::N,мензил,чӏыгууанэ
304,Gegend::N,чка,чӏыпӏэ́
305,Platz::N,ара,азыфагу
306,Ort::N,чка,чӏыпӏэ́
307,Seite::N,пад,лъэны́къу
308,Mitte::N,юкь,гузэ́гу
309,Gegenstand::N,затӏ,пкъыгъо
310,Sache::N,шей,
311,Sache::N,затӏ,
312,Rand::N,къерех,цакӏэ́
313,Kante::N,син,цэгэналъ
314,Ecke::N,пӏипӏ,къогъу
315,Spitze::N,кӏвенкӏв,пакӏэ
316,Ende::N,кьил,кӏэ
317,Loch::N,тӏеквен,гъуа́н
318,Winkel::N,пӏипӏ,къогъу
319,Muster::N,гишир,тхыпхъэ
320,Größe::N,кьадар,иина́гъ
321,Länge::N,яргъивал,икӏыхьа́гъ
322,Höhe::N,кьакьанвал,лъэгагъ
323,Gewicht::N,заланвал,онтэгъугъэ́
324,Menge::N,кьадар,пчъагъэ́
325,Haufen::N,хара,ӏат
326,Reihe::N,жерге,саты́р
327,Boot::N,луьткве,къуашъо́
328,Ruder::N,кьусу,къошъобэ́щ
329,Schlitten::N,гъелерар,
330,Lagerfeuer::N,цӏай,пхъэмашӏу
331,Last::N,заланвал,
332,Gang::N,ериш,кӏоныр
333,Schritt::N,къадам,лъэубэ́къу
334,Norden::N,кефер,темы́р
335,Norden::N,кефер пад,темы́р
336,Süden::N,кьибле,къыблэ́
337,Westen::N,рагъакӏидай пад,тыгъэкъохьа́пӏ
338,Osten::N,рагъэкъечӏдай пад,тыгьэкъокӏы́пӏ
339,Holz::N,кӏарас,чъыгы́
340,Brett::N,кьул,пхъэ́мбгъу
341,Brett::N,тахта,пхъэ́мбгъу
342,Stütze::N,даях,кӏэгъэкъон
343,Stange::N,юрк,къорэ́гъ
344,Stock::N,лаш,бэщ
345,Stab::N,юрк,бэщ кӏы́хь
346,Rohr::N,турба,онджэкъ
347,Haus::N,ужагъ,унэ́
348,Heim::N,кӏвал,унэ́
349,Ofen::N,пич,гъэжъэн
350,Fußboden::N,кӏвалин ччил,джэхашъу
351,Tisch::N,стол,стол
352,Stuhl::N,стул,пхъэнтӏэ́кӏу
353,Wiege::N,кьеб,кушъэ́
354,Bett::N,тахт,пӏэкӏо́р
355,Regal::N,кьацӏ,мэкӏай
356,Kiste::N,ящик,ящык
357,Fenster::N,дакӏар,шъхьаныгъу́пчъ
358,Tür::N,рак,пчъэ
359,Tor::N,варар,къэла́пчъ
360,Zaun::N,пару,шӏыхьагъэ́
361,Dach::N,къав,шъхьэ́
362,Leiter::N,гурар,лъэо́й
363,Leiter::N,гурар,дэкӏояпӏэ́
364,Besen::N,таран кул,пхъэнкӏы́пхъ
365,Spaten::N,ппер,къазгъы́р
366,Schaufel::N,хекендаз,хэӏалъ
367,Gabel::N,шиш,цацэ
368,Löffel::N,тӏур,джэмы́шх
369,Messer::N,чукӏул,шъэжъы́й
370,Nagel::N,мих,гъучӏыӏу́н
371,Netz::N,чил,хъытыу
372,Haken::N,къармах,хьажтӏаркъу
373,Griff::N,ттум,къопс
374,Schloss::N,куьлег,ӏункӏы́бз
375,Bild::N,шикил,сурэ́т
376,Bild::N,суьрет,сурэ́т
377,Figur::N,фигура,
378,Puppe::N,нини,нысхъа́п
379,Beutel::N,тагъар,дзыо́
380,Bündel::N,галгам,
381,Tasche::N,чанта,ӏэлъмэ́къ
382,Eimer::N,ведре,щалъ
383,Deckel::N,кьил,шъхьэ
384,Deckel::N,къалпагъ,шъхьэ
385,Geschirr::N,къаб-къажах,хьакъу-шыкъу
386,Sack::N,чувал,дзыо́
387,Tasse::N,сукӏра,чашк
388,Topf::N,къажгъан,кастрюль
389,Kessel::N,къажгъан,шыуа́н
390,Essen::N,тӏуьн,шхэн
391,Nahrung::N,тӏуьн,шхэн
392,Speise::N,хуьрек,шхыныгъу
393,Fleisch::N,як,лы
394,Getreide::N,техил,лэжьыгъацэ́
395,Brei::N,хапӏа,пӏастэ́
396,Brei::N,хешил,пӏастэ́
397,Brot::N,фу,хьалыгъу
398,Scheibe::N,чӏук,такъы́р
399,Fett::N,ягълу,дагъэ́
400,Butter::N,гъери,тхъу
401,Öl::N,ягълу,тхъу
402,Salz::N,кьел,щыгъу
403,Suppe::N,суп,хьантхъупс
404,Suppe::N,шурпа,хьантхъупс
405,Honig::N,вирт,шъоу́
406,Milch::N,нек,щэ
407,Tee::N,чай,щай
408,Leder::N,тумаж,кӏы́шъу
409,Wolle::N,йис,цы
410,Stoff::N,парча,шэкӏы
411,Nadel::N,раб,бгъэ́хаӏу
412,Faden::N,гъал,ӏуда́н
413,Knopf::N,дуьгме,занкӏэу
414,Knoten::N,тӏвал,зэкъодзапӏэ
415,Farbe::N,ранг,краск
416,Kleidung::N,партал,щыгъы́ны
417,Hemd::N,перем,джан
418,Kragen::N,хев,пшъапӏ
419,Ärmel::N,хел,гъуап
420,Hose::N,шалвар,гъончэ́дж
421,Gürtel::N,чӏул,бгыры́пх
422,Mütze::N,бармак,паӏо́
423,Mütze::N,бапӏах,паӏо́
424,Schuh::N,ботинка,
425,Stiefel::N,чекме,щазым
426,Ring::N,тупӏал,ӏэлъы́н
427,Band::N,тасма,лент
428,Kamm::N,регъ,мажь
429,Spiegel::N,гуьзгуь,гъундж
430,Riemen::N,къайиш,бгыры́пх
431,Schnur::N,еб,кӏапсэ́
432,Decke::N,яргъан,чыхӏэн
433,Kissen::N,хъуьцуьган,шъхьант
434,Tuch::N,шал,шъхьэтехъу
435,Handtuch::N,дасмал,ӏаплъэкӏ
436,Kraft::N,гуж,къары́у
437,Kraft::N,гуж,кӏуачӏэ́
438,Stärke::N,къуват,кӏуачӏэ́
439,Gesundheit::N,сагъвал,псауныгъ
440,Krankheit::N,тӏал,узы
441,Schmerz::N,тӏал,узы
442,Schmerz::N,тӏарвал,узы
443,Wunde::N,хер,уӏагъэ́
444,Fieber::N,ифин,техьа́гъу
445,Fieber::N,ифин,жъоку
446,Arznei::N,дарман,ӏэзэ́гъу
447,Brücke::N,муьгъ,лъэмы́д ж
448,Brunnen::N,къуй,псынэ́
449,Weide::N,уьруьш,хъупӏэ́
450,Pfad::N,рехъ,лъагъу
451,Weg::N,рехъ,гъо́гу
452,Straße::N,рехъ,гъо́гу
453,Dorf::N,хуьр,къуа́дж
454,Stadt::N,шегьер,къалэ́
455,Brief::N,кагъаз,тхэн
456,Brief::N,кагъаз,письмэ
457,Buch::N,улуб,тхы́лъ
458,Buchstabe::N,гьарф,хьары́ф
459,Zeitung::N,газета,газет
460,Leben::N,уьмуьр,гъашӏэ́
461,Tod::N,кьиникь,аджал
462,Grab::N,сур,бэны́
463,Kirche::N,килиса,чылы́с
464,Sünde::N,гунагь,гунахь
465,Gott::N,аллагь,тхьэ
466,Arbeiter::N,фяле,рабоч
467,Chef::N,гьаким,гъэр
468,Meister::N,устӏар,ӏэпыӏа́с
469,Arzt::N,доктор,
470,Lehrer::N,муаллим,кӏэлэегъа́дж
471,Geld::N,пул,ахъщ
472,Laden::N,магазин,туча́н
473,Preis::N,къимет,уасэ́
474,Ware::N,мал,хьап-щып
475,Ware::N,товар,хьап-щып
476,Nutzen::N,хийир,чар
477,Nutzen::N,хийир,федэ́
478,Nutzen::N,менфят,чар
479,Nutzen::N,менфят,федэ́
480,Reichtum::N,девлет,байныгъ
481,Welt::N,дуьнья,дуна́й
482,Land::N,уьлкве,хэгъэ́́гу
483,Staat::N,пачагьлугъ,къэралыгъу
484,Staat::N,государство,къэралыгъу
485,König::N,пачагь,пачъы́хь
486,Macht::N,власть,шынэгъакзэ́
487,Grenze::N,сергьят,гъуна́пкъ
488,Krieg::N,дяве,зао́
489,Feind::N,душман,пы́и
490,Gewalt::N,гуж,егъэзыгъэныгъ
491,Kampf::N,женг,бэнэныгъ
492,Bogen[Waffe]::N,чӏемерук,щабз
493,Pfeil::N,хьел,щэбза́щ
494,Gewehr::N,тфенг,шхонч
495,Fehler::N,гъалатӏ,хэукъоныгъ
496,Lüge::N,ттаб,пцӏы
497,Schaden::N,зиян,зэра́р
498,Schaden::N,зарар,зэра́р
499,Unglück::N,бала,тхьамыкӏагъу
500,Unglück::N,бедбахтвал,тхьамыкӏагъу
501,Schuld::N,тахсир,мысагъэ́
502,Alter::N,яш,ныбжь
503,Schluss::N,эхир,кӏэ
504,Zeit::N,вяде,уахътэ́
505,Tag::N,югъ,мафэ́
506,Morgen::N,пакама,пчэды́жь
507,Mittag::N,нисин,щэджагьу́
508,Abend::N,няни,пчыхьэ́
509,Nacht::N,йиф,чэщы́
510,Woche::N,гьафте,тхьамафэ́
511,Monat::N,варз,мазэ́
512,Jahr::N,йис,илъэ́с
513,Frühling::N,гатфар,гъатхэ́
514,Sommer::N,гад,гъэмафэ́
515,Herbst::N,зул,бжыхьэ́
516,Winter::N,кьуьд,кӏыма́ф
517,Januar::N,январь,январь
518,Februar::N,февраль,февраль
519,März::N,март,март
520,April::N,апрель,апрель
521,Mai::N,май,май
522,Juni::N,июнь,июнь
523,Juli::N,июль,июль
524,August::N,август,август
525,September::N,сентябрь,сентябрь
526,Oktober::N,октябрь,октябрь
527,November::N,ноябрь,ноябрь
528,Dezember::N,декабрь,декабрь
529,Montag::N,ислен,блыпэ́
530,Dienstag::N,саласа,гъубдж
531,Mittwoch::N,арбе,бэрэскэжъый
532,Donnerstag::N,хемис югъ,мэфэ́ку
533,Freitag::N,жуьмя,бэрэскэшху
534,Freitag::N,жуьмя югъ,бэрэскэшху
535,Samstag::N,киш,шэмбэ́т
536,Sonntag::N,гьяд,тхьаума́ф
537,groß::A,еке,ины́
538,groß::A,чӏехи,ины́
539,klein::A,гъвечӏи,цӏы́кӏу
540,lang::A,яргъи,кӏыхьэ́
541,kurz::A,куьруь,кӏэкӏы́
542,breit::A,гьяркьуь,шъуамбгъо́
543,schmal::A,гуьтӏуь,бгъузэ́
544,dicht::A,къалин,ӏужъу́
545,dünn::A,кьелечӏ,пӏуакӏэ́
546,fein::A,шуькӏуь,пӏуакӏэ́
547,fest::A,кӏеви,пытэ́
548,flach::A,кьулу,тешъо́
549,glatt::A,цӏалцӏам,зэны́бжь
550,hart::A,кӏеви,пытэ́
551,weich::A,хъуьтуьл,шъабэ́
552,rund::A,элкъвей,хъура́й
553,spitz::A,хци,папцӏэ́
554,scharf::A,хци,чан
555,stumpf::A,къуьруь,цако́
556,schwer::A,залан,онтэ́гъу
557,schön::A,иер,дахэ́
558,heiß::A,кудай,жъо́ркъ
559,warm::A,чими,фабэ́у
560,kalt::A,мекьи,чъыӏэ́
561,kühl::A,къайи,чъыӏэтагъ
562,frisch::A,таза,чъыӏэтагъ
563,frisch::A,михьи,чъыӏэтагъ
564,feucht::A,ламу,шынагъэ зиӏэ
565,feucht::A,ламу,шынэгъакӏэ зиӏэ
566,nass::A,кьежей,цӏынэ́
567,trocken::A,кьуру,гъушъ
568,trocken::A,кьуру,чъэпхъыгъ
569,voll::A,ацӏай,из
570,voll::A,ацӏай,изыбз
571,leer::A,буш,нэкӏы́
572,leer::A,ичӏи,нэкӏы́
573,offen::A,ахъа,зэдэхыгъэ
574,geschlossen::A,кӏеви,зэфэшӏыгъ
575,sauber::A,михьи,къабзэ́
576,schmutzig::A,чиркин,шӏо́и
577,schmutzig::A,кьацӏай,шӏо́и
578,roh::A,чиг,мыжъо́
579,roh::A,ицӏи,мыжъо́
580,reif::A,дигмиш хьайи,чъэпхъыгъ
581,lecker::A,дадлу,го́хьы
582,süß::A,ширин,ӏэшӏу
583,bitter::A,туькьуьл,дыджы́
584,sauer::A,цуру,хафэ́
585,hell::A,экуь,нэфын
586,dunkel::A,мичӏи,мэзэхэ
587,schwarz::A,чӏулав,шӏуцӏэ
588,weiß::A,лацу,фыжьы́
589,rot::A,яру,плъыжьы́
590,gelb::A,хъипи,гъожьы́
591,blau::A,вили,шхъуантӏэ
592,grün::A,къацу,шхъуантӏэ
593,grau::A,рехи,шхъо
594,bunt::A,цӏару,къолэны
595,bunt::A,яру-цӏару,къолэны
596,billig::A,ужуз,пыут
597,teuer::A,багьа,сикӏа́с
598,teuer::A,багьа,силъа́пӏ
599,wertvoll::A,масан,пкӏэ зиӏ
600,wertvoll::A,масан,уасэ́ зыфа́шӏ
601,blind::A,буьркьуь,нэшъу́
602,taub::A,биши,дэгу
603,kräftig::A,гужлу,лъэ́ш
604,stark::A,къуватлу,лъэ́ш
605,schwach::A,такьатсуз,хъыбэй
606,fett::A,куьк,пщэры́
607,schlank::A,шумал,ищыгъэ
608,hübsch::A,гуьрчег,дахэ́
609,böse::A,пис,ябгэ
610,dumm::A,ахмакь,делэ
611,faul::A,тенпел,шъхьахы́нэ
612,fleißig::A,сяй ийидай,егугъурэ
613,fleißig::A,сяйи ийидай,егугъурэ
614,geizig::A,мискьи,тхьацэ
615,klug::A,акьуллу,акъылышӏу́
616,geschickt::A,магьир,ӏэпэӏэсэ́
617,geschickt::A,магьир,шо́у шӏыгъэ́
618,lieb::A,играми,псэм фэд
619,lustig::A,шад,чэф
620,sanft::A,назик,ӏушъа́б
621,sanft::A,милайим,ӏушъа́б
622,hungrig::A,гишин,гъаблэ́
623,krank::A,кефсуз,сыма́дж
624,nackt::A,кьецӏил,пцӏанэ́
625,traurig::A,пашман,нэшхъэй
626,lebendig::A,ччан алай,
627,gut::A,хъсан,дэгъу́
628,gut::A,вижевай,дэгъу́
629,schlecht::A,пис,дэи
630,richtig::A,дуьз,тэрэз
631,schlimm::A,нифретлу,щынэгъо
632,wahr::A,гьакъикъи,шъыпкъэ́
633,alt::A,эски,жъы
634,alt::A,куьгьне,жъы
635,neu::A,цӏийи,кӏэ
636,ehemalig::A,виликан,-щтыгъэ
637,ehemalig::A,виликан,-гъэ
638,alt[Lebewesen]::A,кьуьзуь,жъы
639,jung::A,жегьил,ныбжьыкӏэ́
640,arm::A,кесиб,тхьамы́кӏ
641,reich::A,девлетлу,бай
642,bekannt::A,чидай,нэӏуа́с
643,berühmt::A,машгьур,цӏэры́ӏу
644,fremd::A,ччара,хымэ
645,verschieden::A,жуьреба-жуьре,зэфэшъхьафы
646,nah::A,мукьвал,благъэ́
647,fern::A,яргъал,чыжьэ
648,linker::A,чапла,сэмэ́гу
649,rechter::A,эрчӏи,джабгъу
650,anderer::A,маса,нэмы́кӏ
651,anderer::A,муькуь,нэмы́кӏ
652,erster::A,сад лагьай,апэр
653,zweiter::A,кьвед лагьай,я́тӏонэр
654,dritter::A,пуд лагьай,ящэнэр
655,letzter::A,эхиримжи,аужыр
656,allein::ADV,кьилди,зы
657,zusammen::ADV,санал,зэгъусэхэ́у
658,lange::ADV,яргъалди,бэрэ́
659,plötzlich::ADV,садлагьана,зэкӏэм
660,sofort::ADV,гьасятда,ардэдэм
661,sofort::ADV,гьасятда,асыхьатым
662,später::ADV,гуьгъуьнлай,нэужым
663,jetzt::ADV,гила,джы
664,heute::ADV,къе,непэ́
665,morgen::ADV,пака,неу́щы
666,bald::ADV,мукьва,псынкӏэу
667,bald::ADV,мукьвара,псынкӏэу
668,dann::ADV,ахпа,нэужым
669,gestern::ADV,накь,тыгъуа́с
670,einst::ADV,садра,зэгорэ́м
671,damals::ADV,а чӏавуз,армэ
672,damals::ADV,а чӏавуз,ащыгъум
673,danach::ADV,ахпа,нэужым
674,vorher::ADV,вилик,нахьыпэм
675,zuerst::ADV,сифте,
