,Concept_ID,la,kl
761,letzter::A,ultimus,kingulleq
762,allein::ADV,solum,kisimiippoq
763,auf einmal::ADV,simul,tassanngaannaq
764,zusammen::ADV,una,attaasa
765,zusammen::ADV,una,attarmik
766,lange::ADV,diu,akuni
767,plötzlich::ADV,subito,tassanngaannaq
768,plötzlich::ADV,repente,tassanngaannaq
769,sofort::ADV,statim,erniinnaq
770,später::ADV,postea,kingorna
771,jetzt::ADV,nunc,maanna
772,jetzt::ADV,nunc,massakkut
773,heute::ADV,hodie,ullumi
774,morgen::ADV,cras,aqagu
775,bald::ADV,mox,erniinnaq
776,dann::ADV,deinde,taava
777,gestern::ADV,heri,ippassaq
778,einst::ADV,olim,ataatsimik
779,einst::ADV,olim,ilaanni
780,damals::ADV,tum,taamani
781,damals::ADV,tum,taamanikkut
782,damals::ADV,tum,taassumuunakkut
783,danach::ADV,postea,taava
784,vorher::ADV,antea,siornagut
785,zuerst::ADV,primo,
786,einmal::ADV,semel,ilaanni
787,einmal::ADV,semel,ataatsimik
788,manchmal::ADV,interdum,qaqutigu
789,manchmal::ADV,interdum,qaqutigut
790,oft::ADV,saepe,akulikitsumik
791,immer::ADV,semper,tamatigut
792,niemals::ADV,numquam,
793,hier::ADV,hic,maani
794,hierhin::ADV,huc,maani
795,von hier::ADV,hinc,
796,dort::ADV,ibi,
797,dorthin::ADV,eo,ikuuna
798,geradeaus::ADV,recte,narlumut
799,vorwärts::ADV,porro,pilangavoc
800,rückwärts::ADV,retro,kingumut
801,rückwärts::ADV,retro,tunumut or tunummut
802,zurück::ADV,retro,kingumut
803,zurück::ADV,retro,tunumut or tunummut
804,unten::ADV,infra,kana
805,hinab::ADV,pessum,qiviu
806,oben::ADV,supra,
807,hinauf::ADV,sursum,
808,überall::ADV,ubique,tamaginni
809,überall::ADV,ubique,tamani tamaani
810,nicht::ADV,non,
811,ein wenig::ADV,paulum,
812,kaum::ADV,vix,qaqutigorsuaq
813,kaum::ADV,aegre,qaqutigorsuaq
814,sehr::ADV,valde,assut
815,sehr::ADV,magnopere,assut
816,so::ADV,ita,
817,noch::ADV,etiam,qeratavoq
818,nur::ADV,solum,
819,nur::ADV,tantum,
820,schon::ADV,iam,taava-una
821,wieder::ADV,rursus,kingumut
822,vergebens::ADV,frustra,angiluk
823,vor::PRP,ante,
824,hinter::PRP,post,
825,unter::PRP,sub,
826,durch::PRP,per,
827,neben::PRP,iuxta,
828,zwischen::PRP,inter,
829,wegen::PRP,propter,
830,dies::PRN,hoc,manna
831,dies::PRN,hoc,matuma
832,das::PRN,id,ua
833,alles::PRN,omnia,
834,ich::PRN,ego,uanga
835,du::PRN,tu,illit
836,er::PRN,is,una
837,er::PRN,ille,una
838,wir::PRN,nos,uagut
839,ihr::PRN,vos,ilissi
840,sie::PRN,ii,uku
841,sie::PRN,illi,uku
842,was::FPRN,quid,aat?
843,wer::FPRN,quis,kikkut
844,wo::FADV,ubi,sumi
845,wohin::FADV,quo,sumut
846,wie::FADV,quomodo,qanoq
847,warum::FADV,cur,sooq
848,wieviel::FNUM,quantum,qassit
849,wieviel::FNUM,quantum,qanoq atsigisumik?
850,eins::NUM,unus,ataaseq
851,zwei::NUM,duo,marluk
852,drei::NUM,tres,pingasut
853,vier::NUM,quattuor,sisamat
854,vier::NUM,quattuor,qajuusat
855,fünf::NUM,quinque,tallimat
856,sechs::NUM,sex,arfineq
857,sechs::NUM,sex,arfinillit
858,sieben::NUM,septem,arfineq-marluk
859,acht::NUM,octo,arfineq pingasut
860,neun::NUM,novem,qulingiluat
861,neun::NUM,novem,arfineq sisamat
862,zehn::NUM,decem,qulit
863,elf::NUM,undecim,aqqaneq
864,zwölf::NUM,duodecim,aqqaneq-marluk
865,zwanzig::NUM,viginti,tyve
866,dreißig::NUM,triginta,tredive
867,dreißig::NUM,triginta,pingasunik qulillit
868,vierzig::NUM,quadraginta,fyrre
869,fünfzig::NUM,quinquaginta,halvtreds
870,fünfzig::NUM,quinquaginta,tallimanik qulillit
871,sechzig::NUM,sexaginta,tres
872,siebzig::NUM,septuaginta,halvfjerds
873,achtzig::NUM,octoginta,firs
874,neunzig::NUM,nonaginta,halvfems
875,hundert::NUM,centum,et hundrede
876,tausend::NUM,mille,et tusinde
877,und::CNJ,et,aamma
878,und::CNJ,-que,aamma
879,oder::CNJ,vel,imalluunnit
880,stehen::V,stare,sikingavoq
881,sitzen::V,sedere,ingippoq
882,liegen::V,iacere,nalavoq
883,liegen::V,iacere,aqupivoq
884,hängen::V,pendere,nivinngarpaa
885,werden::V,fieri,pinngorpoq
886,passieren::V,accidere,pivoq
887,beginnen::V,incipere,aallarnerpaa
888,enden::V,finem habere,naggaserpaa
889,wechseln::V,mutari,immikkut ilivoq
890,aufgehen[Sonne]::V,oriri,
891,untergehen[Sonne]::V,occidere,ilioqqaasoq
892,scheinen[Sonne]::V,lucere,qinnorpoq
893,scheinen[Sonne]::V,lucere,qinngorpoq
894,donnern::V,tonare,kalleq
895,wehen::V,flare,timmivoq
896,strömen::V,fluere,
897,fließen::V,manare,
898,sich drehen::V,torqueri,ipippaa
899,schwanken::V,vacillare,aalavoq
900,schwingen::V,vibrare,issakajaat or issakatsiaarut
901,fallen::V,cadere,quasivaa
902,brennen::V,ardere,seerpoq
903,brennen::V,ardere,uuppaa
904,rauchen::V,fumare,pujoorpoq
905,regnen::V,pluere,siallerpoq
906,gefrieren::V,congelari,qiulerpoq
907,tauen::V,rorare,aappoq
908,schmelzen::V,liquescere,aappoq
909,schmelzen::V,liquescere,aatsippaa
910,trocknen::V,arescere,panerserpaa
911,sieden::V,fervere,qalappoq
912,faulen::V,putescere,
913,verfaulen::V,putescere,
914,reißen::V,scindi,qulli
915,reißen::V,scindi,alittorpaa
916,reißen::V,scindi,kimillanneq
917,versinken::V,mergi,kivivaa
918,versinken::V,mergi,apparpoq
919,vergehen::V,praeterire,qaangerpaa
920,vergehen::V,praeterire,sarsuppoq
921,erscheinen::V,apparere,takutippoq
922,verschwinden::V,discedere,
923,sinken::V,labi,kivivaa
924,sinken::V,labi,apparpoq
925,abnehmen::V,deminui,ikillipput
926,zunehmen::V,augeri,allisippaa
927,steigen::V,augescere,allisippaa
928,wachsen::V,crescere,allivoq
929,glänzen::V,splendere,qinngorpoq
930,glänzen::V,splendere,qinnorpoq
931,funkeln::V,micare,uisorilavoq
932,lärmen::V,strepere,
933,läuten::V,sonare,avilualaarpoq
934,klingeln::V,tinnire,aviluarpoq
935,klingeln::V,tinnire,aviluarpaluppoq
936,klirren::V,crepare,
937,brausen::V,saevire,ittuk
938,brausen::V,saevire,ittuppoq
939,brausen::V,saevire,ittuppaluppoq
940,rauschen::V,crepare,
941,klingen::V,sonare,
942,bellen::V,latrare,qiluppoq
943,heulen::V,ululare,maarpoq
944,heulen::V,ululare,maalavoq
945,heulen::V,ululare,miaggoorpoq
946,blasen::V,flare,aporneq
947,pfeifen::V,sibilare,siggartartitsivoq
948,pfeifen::V,sibilare,siorsulavoq
949,schreien::V,clamare,suaarpoq
950,stöhnen::V,gemere,nipiliorpoq
951,stöhnen::V,gemere,nipilliorpoq
952,zittern::V,tremere,qarsulivik
953,zittern::V,trepidare,qarsulivik
954,leben::V,vivere,inuuvoq
955,geboren werden::V,nasci,inuuvoq
956,geboren werden::V,nasci,inunngorpoq
957,atmen::V,spirare,anersaarpoq
958,trinken::V,bibere,imerpoq
959,essen::V,edere,tamorpoq
960,schlucken::V,devorare,tuluarnaq
961,müde werden::V,fatigari,
962,einschlafen::V,obdormiscere,sinippoq
963,schlafen::V,dormire,sinik
964,aufwachen::V,expergisci,iterpoq
965,aufwachen::V,expergisci,eqqumavoq
966,aufstehen::V,exsurgere,makippoq
967,sich erholen::V,se reficere,qasuerserpoq
968,krank werden::V,aegrescere,
969,krank sein::V,aegrotare,
970,schmerzen::V,dolere,anneraa
971,schmerzen::V,dolere,annernarpoq
972,husten::V,tussire,quersorpoq
973,genesen::V,convalescere,ajunngissivoq
974,genesen::V,convalescere,ilisimmarpoq
975,genesen::V,convalescere,ilorrippoq
976,sterben::V,mori,toquvoq
977,umkommen::V,perire,
978,sich bewegen::V,se movere,ingerlavoq
979,sich rühren::V,micare,
980,sich erheben::V,surgere,
981,sich setzen::V,considere,ingippoq
982,hinfallen::V,cadere,
983,laufen::V,vadere,arpappoq
984,schreiten::V,gradi,ingerlavoq
985,spazierengehen::V,ambulare,utertakajaarpoq
986,spazierengehen::V,ambulare,utertakattajaarpoq
987,eilen::V,properare,qaa qaa
988,eilen::V,properare,qiilasaarpoq
989,eilen::V,properare,ingerlasaarpaa
990,sich beeilen::V,festinare,tuaviorpoq
991,sausen::V,currere,uiguut
992,rennen::V,currere,igivoq
993,springen::V,salire,upernassaq
994,klettern::V,niti,pilaakkeerpoq
995,schaukeln::V,oscillare,aalavoq
996,kriechen::V,repere,
997,kriechen::V,serpere,
998,schwimmen::V,nare,naluppoq
999,schwimmen::V,natare,naluppoq
1000,tauchen::V,mergere,allorpoq
1001,rudern::V,remigare,ipuppaa
1002,fahren::V,vehi,qimusserpoq
1003,fliegen::V,volare,timmivoq
1004,gehen::V,ire,
1005,gehen::V,vadere,
1006,weggehen::V,abire,piiarpoq
1007,weggehen::V,discedere,piiarpoq
1008,abfahren::V,proficisci,
1009,anhalten::V,consistere,unitsippaa
1010,hineingehen::V,inire,timaappaa
1011,hineingehen::V,ingredi,timaappaa
1012,eintreten::V,intrare,allattorpaa
1013,kommen::V,venire,qaa-
1014,kommen::V,venire,pivaa
1015,ankommen::V,advenire,tikippoq
1016,zurückkommen::V,revenire,angerlarpoq
1017,bleiben::V,manere,uninngavoq
1018,warten::V,opperiri,paavoq
1019,warten::V,opperiri,utaqqivoq
1020,erwarten::V,opperiri,
1021,erwarten::V,expectare,
1022,suchen::V,quaerere,nivivaa
1023,finden::V,reperire,nanivaa
1024,versuchen::V,conari,uuppaa
1025,versuchen::V,conari,ussersarpaa
1026,versuchen::V,temptare,uuppaa
1027,versuchen::V,temptare,ussersarpaa
1028,vorbereiten::V,parare,piareersarpaa
1029,lieben::V,amare,asavaa
1030,mögen::V,amare,akaaraa
1031,lachen::V,ridere,
1032,rühren::V,commovere,qeerlerpaa
1033,weinen::V,flere,qiavoq
1034,schimpfen::V,increpare,qatimaarpoq
1035,sich ärgern::V,indignari,ugguutigaa
1036,sich fürchten::V,vereri,eqqanaarpoq
1037,fürchten::V,timere,ersigaa
1038,fliehen::V,fugere,qimaavoq
1039,flüchten::V,effugere,allikarfigaa
1040,sehen::V,videre,isigaa
1041,anschauen::V,aspectare,
1042,ansehen::V,spectare,alaatsinaappaa
1043,hören::V,audire,tusarpaa
1044,zuhören::V,auscultare,naalappoq
1045,probieren::V,gustare,
1046,riechen::V,olfacere,tipippoq
1047,fühlen::V,sentire,misigaa
1048,scheinen::V,videri,takutippoq
1049,zu sehen sein::V,conspici,
1050,vernehmen::V,comperire,
1051,frieren::V,algere,qiiavoq
1052,tun::V,facere,iliorpoq
1053,können::V,posse,
1054,wollen::V,velle,piumavaa
1055,anfangen::V,incipere,pilerpoq
1056,beenden::V,finire,naggaserpaa
1057,aufhören::V,desistere,naammatsippaa
1058,gelingen::V,contingere,
1059,geraten::V,evenire,
1060,öffnen::V,aperire,ammarpaa
1061,schließen::V,claudere,matuaa
1062,stellen::V,sistere,ilivaa
1063,stellen::V,sistere,iliorarpai
1064,stellen::V,sistere,ilioqqarpai
1065,setzen::V,ponere,iliorarpai
1066,setzen::V,ponere,ilioqqarpai
1067,legen::V,ponere,ilivaa
1068,berühren::V,tangere,attorpaa
1069,verbinden::V,iungere,taperserpaa
1070,bedecken::V,tegere,iikkerpaa
1071,bedecken::V,tegere,iikkersorpaa
1072,bedecken::V,operire,iikkerpaa
1073,bedecken::V,operire,iikkersorpaa
1074,aufhängen::V,suspendere,inivaa
1075,aufhängen::V,suspendere,iniorarpai
1076,anzünden::V,accendere,saggaavoq
1077,anzünden::V,inflammare,saggaavoq
1078,aufheben::V,tollere,allisippaa
1079,zurücklassen::V,relinquere,aallarpoq
1080,verlieren::V,perdere,annaavaa
1081,verlieren::V,amittere,annaavaa
1082,fallen lassen::V,dimittere,nakkaavaa
1083,machen::V,facere,iliorpoq
1084,herstellen::V,fabricare,anillatsippaa
1085,bauen::V,construere,marrarterpaa
1086,reparieren::V,reparare,iluarsaappaa
1087,verbessern::V,emendare,naqqippaa
1088,ändern::V,mutare,
1089,graben::V,fodere,assappaa
1090,beugen::V,flectere,qappappoq
1091,biegen::V,curvare,qappappoq
1092,drehen::V,torquere,
1093,wenden::V,vertere,assappaa
1094,wenden::V,vertere,assakarpoq
1095,umdrehen::V,convertere,assakartippaa
1096,heben::V,tollere,kivippaa
1097,hochheben::V,levare,kissumiarpaa
1098,ergreifen::V,capessere,isaappaa
1099,ergreifen::V,capessere,isaguppaa
1100,halten::V,tenere,minarpaa
1101,drücken::V,premere,naqittaat
1102,schieben::V,promovere,
1103,kratzen::V,radere,qitsuppaa
1104,lecken::V,lambere,aluppaa
1105,beißen::V,mordere,kiivaa
1106,abreißen::V,avellere,aqqarpaa
1107,abreißen::V,avellere,isaterpaa
1108,abschneiden::V,desecare,kipivaa
1109,binden::V,ligare,kakkersarpaa
1110,stecken::V,inserere,kussunneq
1111,brechen::V,rumpere,nallorpaa
1112,klopfen::V,pultare,pattappaa
1113,hauen::V,ferire,aqivaa
1114,kleben::V,agglutinare,qaappoq
1115,reiben::V,terere,tagiarpaa
1116,reiben::V,terere,tangiarpaa
1117,streichen::V,oblinere,erlerpoq
1118,schleifen::V,acuere,sequppaa
1119,schneiden::V,secare,uullivoq
1120,rütteln::V,quassare,
1121,schütteln::V,quatere,aalavoq
1122,schwenken::V,ventilare,issarpoq
1123,schütten::V,fundere,
1124,füllen::V,complere,immerpaa
1125,einwickeln::V,involvere,immoqquserpaa
1126,tragen::V,ferre,maqippaa
1127,tragen::V,ferre,assartorpoq
1128,tragen::V,portare,maqippaa
1129,tragen::V,portare,assartorpoq
1130,schleppen::V,pertrahere,assartorpoq
1131,ziehen::V,trahere,kalippaa
1132,ziehen::V,trahere,kalissarpoq
1133,aufbewahren::V,asservare,toqqorpaa
1134,werfen::V,iacere,kuivaa
1135,fangen::V,capere,anguaa
1136,packen::V,capessere,
1137,verstecken::V,abdere,anngigaa
1138,teilen::V,partiri,agguut
1139,teilen::V,partiri,agguusersorpaa
1140,teilen::V,dividere,agguut
1141,teilen::V,dividere,agguusersorpaa
1142,schicken::V,mittere,nassiuppaa
1143,bringen::V,apportare,aggiuppaa
1144,bringen::V,apportare,nassataraa
1145,hinzufügen::V,addere,
1146,bekommen::V,adipisci,tiguaa
1147,erhalten::V,accipere,tiguaa
1148,nehmen::V,sumere,pivoq
1149,nehmen::V,sumere,tiguaa
1150,wählen::V,eligere,
1151,auswählen::V,deligere,
1152,bewahren::V,conservare,sukkunik simerserpaa
1153,behindern::V,impedire,
1154,verderben::V,corrumpere,asiutippaa
1155,verderben::V,corrumpere,piuneerunnerit
1156,beschädigen::V,laedere,
1157,zerbrechen::V,rumpere,ukuvoq
1158,zerbrechen::V,frangere,ukuvoq
1159,zerreißen::V,discindere,tisavaa
1160,zerreißen::V,discindere,alittorpaa
1161,zerstören::V,delere,aserorpaa
1162,verbrennen::V,urere,seerpoq
1163,verbrennen::V,cremare,seerpoq
1164,geben::V,dare,pivoq
1165,reichen::V,praebere,
1166,schenken::V,donare,
1167,schenken::V,largiri,
1168,versprechen::V,polliceri,neriorsorpaa
1169,versprechen::V,promittere,neriorsorpaa
1170,loben::V,laudare,nersorpaa
1171,loben::V,laudare,nersornaat
1172,küssen::V,osculari,kunippaa
1173,küssen::V,osculari,kunissorpaa
1174,zudecken::V,tegere,majorpaa
1175,wecken::V,excitare,itersarpaa
1176,zeigen::V,monstrare,tikkuuppaa
1177,führen::V,ducere,tasissiuppaa
1178,führen::V,ducere,ilitsersorpaa
1179,führen::V,ducere,tasissersuuppaa
1180,lehren::V,docere,ilinniartippaa
1181,unterrichten::V,instituere,ajoqerpaa
1182,unterrichten::V,instituere,ajoqersorpaa
1183,unterrichten::V,instituere,ilinniartitsivoq
1184,aufziehen::V,nutrire,inororsarpaa
1185,leiten::V,ducere,iluatsippaa
1186,antreiben::V,incitare,ikusimmippaa
1187,lassen::V,iubere,
1188,einladen::V,invitare,qaaqquaa
1189,einladen::V,invitare,qaasarpaa
1190,vereinigen::V,coniungere,taperserpaa
1191,besuchen::V,visere,tikeraarpaa
1192,treffen::V,convenire,aporappaa
1193,sich versammeln::V,convenire,majorpoq
1194,spielen::V,ludere,pinnguarpoq
1195,singen::V,cantare,erinarsorpoq
1196,tanzen::V,saltare,qitippoq
1197,sich trennen::V,digredi,immikkoortippaa
1198,sich trennen::V,discedere,immikkoortippaa
1199,verlassen::V,deserere,
1200,verlassen::V,relinquere,
1201,retten::V,servare,annaappaa
1202,bewachen::V,custodire,
1203,schützen::V,tueri,eriagaa
1204,schützen::V,tueri,pineqartaalivaa
1205,schützen::V,tutari,eriagaa
1206,schützen::V,tutari,pineqartaalivaa
1207,verteidigen::V,defendere,
1208,sich schlagen::V,luctari,
1209,schießen::V,iaculari,aallaavaa
1210,schießen::V,iaculari,piseriuppaa
1211,siegen::V,vincere,
1212,ärgern::V,irritare,ninngassarpaa
1213,ärgern::V,irritare,ninngassaarpaa
1214,schlagen::V,ferire,unatarpaa
1215,treten::V,calcare,tukerpoq
1216,stechen::V,pungere,iguppaa
1217,stechen::V,pungere,qasilippoq
1218,stoßen::V,tundere,ikuserpaa
1219,stoßen::V,tundere,ikusimmippaa
1220,stehlen::V,furari,tillippaa
1221,stören::V,turbare,akornuserpaa
1222,belästigen::V,obtundere,
1223,verbergen::V,celare,anngigaa
1224,verbergen::V,occultare,anngigaa
1225,täuschen::V,fallere,
1226,betrügen::V,fraudare,peqquserluttuliorfigaa
1227,töten::V,necare,maappaa
1228,töten::V,necare,toquppaa
1229,töten::V,caedere,maappaa
1230,töten::V,caedere,toquppaa
1231,wohnen::V,habitare,najugaqarpoq
1232,arbeiten::V,laborare,sulivoq
1233,sammeln::V,colligere,katersorpai
1234,pflücken::V,carpere,
1235,jagen::V,venari,piniarpoq
1236,fischen::V,piscari,aalisarpoq
1237,fassen::V,capere,
1238,hüten::V,custodire,
1239,treiben::V,agere,
1240,anbinden::V,alligare,qilerut
1241,anbinden::V,alligare,qilersorpaa
1242,anbinden::V,alligare,ungerlatserpaa
1243,füttern::V,nutrire,nerlerpaa
1244,melken::V,mulgere,
1245,hacken::V,findere,
1246,gießen::V,rigare,imerterpaa
1247,reifen::V,maturescere,
1248,zubereiten::V,apparare,
1249,kochen::V,coquere,igavoq
1250,backen::V,coquere,
1251,braten::V,torrere,siappaa
1252,umrühren::V,commovere,qeerlerpaa
1253,stricken::V,texere,
1254,nähen::V,suere,
1255,färben::V,tingere,misuppaa
1256,reinigen::V,purgare,sanniarpaa
1257,waschen::V,lavare,asappaa
1258,abwischen::V,abstergere,saligarpaa
1259,abwischen::V,abstergere,saligartorpaa
1260,spülen::V,perluere,
1261,fegen::V,verrere,sanngiarpaa
1262,kehren::V,purgare,
1263,baden::V,lavari,uffarpoq
1264,sich waschen::V,lavari,uffarpoq
1265,ausziehen::V,exuere,annoraajarpaa
1266,anziehen::V,induere,ativaa
1267,anziehen::V,induere,atitippaa
1268,sich anziehen::V,vestiri,atisalersorpoq
1269,kämmen::V,pectere,
1270,schmücken::V,ornare,
1271,schmücken::V,decorare,
1272,sagen::V,dicere,oqarpoq
1273,sprechen::V,fari,oqaluttarpoq
1274,reden::V,loqui,oqaluppoq
1275,sich unterhalten::V,colloqui,
1276,sich unterhalten::V,disputare,
1277,fragen::V,rogare,aperaa
1278,fragen::V,quaerere,aperaa
1279,bitten::V,orare,aperaa
1280,bitten::V,orare,qinnuigaa
1281,bitten::V,rogare,aperaa
1282,bitten::V,rogare,qinnuigaa
1283,erzählen::V,narrare,oqaluttuaraa
1284,mitteilen::V,communicare,oqalualaarpoq
1285,nennen::V,appellare,
1286,rufen::V,vocare,qaaqquaa
1287,prahlen::V,gloriari,oqqartuvoq
1288,prahlen::V,gloriari,oqallortuvoq
1289,übersetzen::V,vertere,ikaarpoq
1290,übersetzen::V,vertere,nutserpaa
1291,denken::V,cogitare,isumaqarpoq
1292,glauben::V,credere,upperaa
1293,glauben::V,credere,isumaqarpoq
1294,bemerken::V,animadvertere,
1295,erkennen::V,cognoscere,ilisaraa
1296,begreifen::V,comprehendere,
1297,verstehen::V,intellegere,paasivaa
1298,lernen::V,discere,ilinniarpoq
1299,wissen::V,scire,nalunngilaa
1300,sich erinnern an::V,meminisse,eqqaavaa
1301,vergessen::V,oblivisci,puiorpaa
1302,messen::V,metiri,ussersarpaa
1303,zählen::V,numerare,kisitsivoq
1304,rechnen::V,reri,kisitsivoq
1305,rechnen::V,calculare,kisitsivoq
1306,lesen::V,legere,atuarpoq
1307,malen::V,pingere,qalipappaa
1308,zeichnen::V,scribere,
1309,schreiben::V,scribere,allappoq
1310,besitzen::V,possidere,
1311,kaufen::V,emere,pisiaraa
1312,verkaufen::V,vendere,akigaa
1313,bezahlen::V,pendere,akilerpaa
1314,zahlen::V,solvere,
1315,beherrschen::V,regere,inappaa
1316,beherrschen::V,imperare,inappaa
1317,ertragen::V,tolerare,ernertaaraa
1318,ertragen::V,sustinere,ernertaaraa
1319,wünschen::V,,kissaat
