,Concept_ID,eu,hy
232,Schlinge::N,bilur,խեղդան
233,Schlinge::N,xedera,խեղդան
234,Spur::N,lorratz,հետք
235,Asche::N,errauts,մոխիր
236,Dreck::N,satsukeria,աղտ
237,Eisen::N,burdina,երկաթ
238,Gold::N,urre,ոսկի
239,Gold::N,urregorri,ոսկի
240,Silber::N,zilar,արծաթ
241,Silber::N,urrezuri,արծաթ
242,Kohle::N,ikatz,քարածուխ
243,Glas::N,beira,ապակի
244,Lehm::N,buztin,կավ
245,Sand::N,harea,ավազ
246,Sand::N,hondar,ավազ
247,Mensch::N,gizaki,մարդ
248,Mann::N,gizon,մարդ
249,Mann::N,gizon,տղամարդ
250,Frau::N,andere,կին
251,Frau::N,emakume,կին
252,Kind::N,haur,զավակ
253,Junge::N,mutil,տղա
254,Mädchen::N,neska,աղջիկ
255,Familie::N,sendi,ընտանիք
256,Familie::N,familia,ընտանիք
257,Großvater::N,aitona,պապ
258,Großvater::N,aitatxi,պապ
259,Großmutter::N,amona,տատ
260,Großmutter::N,amatxi,տատ
261,Eltern::N,gurasoak,ծնողներ
262,Vater::N,aita,հայր
263,Mutter::N,ama,մայր
264,Sohn::N,seme,որդի
265,Tochter::N,alaba,աղջիկ
266,Tochter::N,alaba,դուստր
267,Bruder::N,neba,եղբայր
268,Bruder::N,anaia,եղբայր
269,Schwester::N,ahizpa,քույր
270,Onkel::N,osaba,քեռի
271,Onkel::N,osaba,հորեղբայր
272,Tante::N,izeba,մորաքույր
273,Ehemann::N,senar,մարդ
274,Ehemann::N,senar,ամուսին
275,Ehefrau::N,emazte,կին ամուսին
276,Freude::N,poz,ուրախություն
277,Freude::N,pozkari,ուրախություն
278,Gelächter::N,barre,ծիծաղ
279,Gelächter::N,karkara,ծիծաղ
280,Glück::N,zori,երջանկություն
281,Kummer::N,xangrin,վիշտ
282,Kummer::N,atsekabe,վիշտ
283,Wunsch::N,nahi,ցանկություն
284,Wunsch::N,nahikunde,ցանկություն
285,Lust::N,gogo,փափագ
286,Lust::N,gogo,իղձ
287,Geist::N,gogo,ոգի
288,Gedanke::N,gogoeta,միտք
289,Gedächtnis::N,oroimen,հիշողություն
290,Gedächtnis::N,gogoramen,հիշողություն
291,Verstand::N,adimen,խելք
292,Verstand::N,ulermen,խելք
293,Sinn::N,zentzu,իմաստ
294,Grund::N,zergati,պատճառ
295,Wahrheit::N,egia,ճշմարտություն
296,Gespräch::N,hizketa,զրույց
297,Gespräch::N,elkarrizketa,զրույց
298,Märchen::N,ipuin,պայիկի պատմություն
299,Erzählung::N,edesti,պատմվածք
300,Erzählung::N,edesti,պատմություն
301,Erzählung::N,kontakizun,պատմվածք
302,Erzählung::N,kontakizun,պատմություն
303,Nachricht::N,albiste,հաղորդագրություն
304,Neuigkeit::N,berri,լուր
305,Neuigkeit::N,berri,նորություն
306,Name::N,izen,անուն
307,Rätsel::N,asmakizun,բարդ խնդիր
308,Rede::N,hitzaldi,ճառ
309,Rede::N,hitzaldi,ելույթ
310,Rede::N,mintzaldi,ճառ
311,Rede::N,mintzaldi,ելույթ
312,Sprache::N,hizkuntza,լեզու
313,Stimme::N,ahots,ձայն
314,Wort::N,hitz,բառ
315,Zeichen::N,agerbide,նշան
316,Zeichen::N,agergarri,նշան
317,Ruf::N,dei,կոչ
318,Ruf::N,dei,կանչ
319,Lärm::N,zarata,աղմուկ
320,Lärm::N,harrabots,աղմուկ
321,Laut::N,hots,հնչյուն
322,Laut::N,hots,ձայն
323,Ton::N,tonu,տոն
324,Ton::N,soinu,տոն
325,Lied::N,abesti,երգ
326,Ruhe::N,nasaitasun,անդորրություն
327,Leute::N,jende,մարդիկ
328,Volk::N,herri,ազգ
329,Volk::N,populu,ազգ
330,Arbeit::N,lan,գործ
331,Arbeit::N,lan,աշխատանք
332,Gast::N,arrotz,հյուր
333,Gast::N,apopilo,հյուր
334,Geschenk::N,opari,նվեր
335,Spiel::N,jolas,խաղ
336,Gesellschaft::N,gizarte,ընկերություն
337,Hilfe::N,helpide,օգնությթուն
338,Hilfe::N,laguntza,օգնությթուն
339,Freund::N,lagun,ընկեր
340,Freund::N,lagun,բարեկամ
341,Kamerad::N,adiskide,ուղեկից
342,Kamerad::N,lagunkide,ուղեկից
343,Angelegenheit::N,afera,բան
344,Angelegenheit::N,afera,գործ
345,Anzahl::N,kopuru,քանակ
346,Anzahl::N,kopuru,գումար
347,Art::N,mota,տեսակ
348,Stück::N,puska,կտոր
349,Teil::N,atal,մաս
350,Hälfte::N,erdi,կես
351,Kreis::N,biribilki,շիջանակ
352,Kreuz::N,gurutze,խաչ
353,Linie::N,linea,գիծ
354,Strich::N,marra,գիծ
355,Abstand::N,tarte,անջրպետ
356,Entfernung::N,urrunera,հեռավորություն
357,Gegend::N,alderdi,շրջան
358,Gegend::N,eskualde,շրջան
359,Platz::N,leku,տարածություն
360,Ort::N,toki,տեղ
361,Ort::N,toki,վայր
362,Seite::N,albo,կողմ
363,Mitte::N,erdi,մեջտեղ
364,Gegenstand::N,gauzaki,առարկա
365,Sache::N,gauza,բան
366,Rand::N,ertz,վերջք
367,Kante::N,ertz,եզր
368,Ecke::N,kantoi,անկյուն
369,Spitze::N,punta,ծայր
370,Ende::N,buru,ծայր
371,Ende::N,mutur,ծայր
372,Loch::N,zulo,անցք
373,Winkel::N,zoko,անկյուն
374,Winkel::N,bazter,անկյուն
375,Muster::N,eredu,օրինակ
376,Muster::N,marrazki,օրինակ
377,Größe::N,kaizu,մեծություն
378,Größe::N,tamaina,մեծություն
379,Länge::N,luzera,երկարություն
380,Höhe::N,goiera,բարձրություն
381,Höhe::N,garaiera,բարձրություն
382,Gewicht::N,hazta,կշիռ
383,Menge::N,kopuru,քանակ
384,Haufen::N,pila,դեզ
385,Haufen::N,pila,կույտ
386,Haufen::N,mendoi,դեզ
387,Haufen::N,mendoi,կույտ
388,Reihe::N,ilara,շարք
389,Reihe::N,ilara,կարգ
390,Reihe::N,errenkada,շարք
391,Reihe::N,errenkada,կարգ
392,Boot::N,potin,նավակ
393,Boot::N,txalupa,նավակ
394,Ruder::N,arraun,թի
395,Ruder::N,arraun,թիակ
396,Schlitten::N,lera,բալխիր
397,Schlitten::N,narra,բալխիր
398,Ski::N,eski,դահուկ
399,Lagerfeuer::N,su,բացօդեայ կրակ
400,Last::N,zama,բեռ
401,Last::N,karga,բեռ
402,Gang::N,ibilera,զբոսանք
403,Schritt::N,pauso,քայլ
404,Schritt::N,urrats,քայլ
405,Norden::N,ipar,հյուսիս
406,Norden::N,iparralde,հյուսիս
407,Süden::N,hego,հարավ
408,Süden::N,hegoalde,հարավ
409,Westen::N,sartalde,արեւմուտք
410,Westen::N,mendebalde,արեւմուտք
411,Osten::N,ekialde,արեւելք
412,Osten::N,sortalde,արեւելք
413,Holz::N,zur,փայտ
414,Brett::N,ohol,տախտակ
415,Platte::N,lauza,թիթեղ
416,Stütze::N,irozgarri,նեցուկ
417,Stütze::N,bermagailu,նեցուկ
418,Stange::N,haga,ձող
419,Stock::N,makila,փայտ
420,Stab::N,makila,ցուպ
421,Stab::N,makila,գավազան
422,Rohr::N,hodi,խողովակ
423,Haus::N,etxe,տուն
424,Heim::N,etxe,տուն
425,Heim::N,etxaleku,տուն
426,Ofen::N,berogailu,վառարան
427,Fußboden::N,zoru,հատակ
428,Tisch::N,mahai,սեղան
429,Stuhl::N,aulki,աթոռ
430,Wiege::N,kuma,օրորոց
431,Wiege::N,sehaska,օրորոց
432,Bett::N,ohe,անկողին
433,Bett::N,ohatze,անկողին
434,Regal::N,apalategi,դարակ
435,Kiste::N,kutxa,տուփ
436,Fenster::N,leiho,պատուհան
437,Tür::N,ate,դուռ
438,Tor::N,atari,դարպաս
439,Zaun::N,hesi,ցանկապատ
440,Dach::N,teilatu,տանիք
441,Dach::N,teilatu,կտուր
442,Leiter::N,zurubi,սանդուղք
443,Besen::N,erratz,ավել
444,Spaten::N,burdinpala,բահ
445,Schaufel::N,pala,թի
446,Gabel::N,sardexka,պատառաքաղ
447,Löffel::N,koilara,գդալ
448,Messer::N,aizto,դանակ
449,Nagel::N,iltze,մեխ
450,Netz::N,sare,ցանց
451,Haken::N,mako,կարթ
452,Griff::N,eskutoki,կոթ
453,Griff::N,eskutoki,բռնակ
454,Schloss::N,sarraila,կողպեք
455,Bild::N,irudi,նկար
456,Bild::N,irudi,պատկեր
457,Figur::N,figura,քանդակ
458,Figur::N,figura,պատկեր
459,Puppe::N,panpina,տիկնիկ
460,Puppe::N,andrakila,տիկնիկ
461,Beutel::N,zorro,տոպրակ
462,Bündel::N,azao,կապոց
463,Bündel::N,espal,կապոց
464,Tasche::N,poltsa,պայուսակ
465,Eimer::N,treska,դույլ
466,Deckel::N,tapa,կափարիչ
467,Deckel::N,estalki,կափարիչ
468,Geschirr::N,baxera,ամանեղեն
469,Geschirr::N,ontziteria,ամանեղեն
470,Sack::N,zaku,պարկ
471,Sack::N,zaku,տոպրակ
472,Tasse::N,kikara,թաս
473,Tasse::N,kikara,գավաթ
474,Topf::N,ontzi,անոթ
475,Topf::N,lapiko,անոթ
476,Kessel::N,pazia,կաթսա
477,Essen::N,janaldi,կերակուր
478,Nahrung::N,jan,ուտելիք
479,Speise::N,jaki,խորտիկ
480,Speise::N,jaki,կերակուր
481,Fleisch::N,okela,միս
482,Fleisch::N,haragi,միս
483,Getreide::N,labore,հացահատիկ
484,Brei::N,ahi,լանդակ
485,Brei::N,pure,լանդակ
486,Brot::N,ogi,հաց
487,Scheibe::N,xerra,կտոր
488,Scheibe::N,xerra,պատառ
489,Scheibe::N,pirripita,կտոր
490,Scheibe::N,pirripita,պատառ
491,Fett::N,urin,ճարպ
492,Fett::N,koipe,ճարպ
493,Butter::N,gurin,կարագ
494,Öl::N,olio,ձեթ
495,Salz::N,gatz,աղ
496,Suppe::N,zopa,սուպ
497,Suppe::N,zopa,ապուր
498,Suppe::N,salda,սուպ
499,Suppe::N,salda,ապուր
500,Honig::N,ezti,մեղր
501,Milch::N,esne,կաթ
502,Tee::N,te,թեյ
503,Leder::N,larru,կաշի
504,Wolle::N,artile,բուրդ
505,Stoff::N,ehun,գործվածք
506,Nadel::N,orratz,ասեղ
507,Nadel::N,jostorratz,ասեղ
508,Faden::N,hari,թել
509,Knopf::N,botoi,կոճակ
510,Knoten::N,korapilo,հանգույց
511,Farbe::N,pintura,ներկ
512,Kleidung::N,arropa,հագուստ
513,Kleidung::N,jantziak,հագուստ
514,Hemd::N,atorra,վերնաշապիկ
515,Hemd::N,alkandora,վերնաշապիկ
516,Kragen::N,idun,օձիք
517,Ärmel::N,mahuka,թեւք
518,Hose::N,prakak,շալվար
519,Hose::N,galtzak,շալվար
520,Gürtel::N,gerriko,գոտի
521,Mütze::N,txano,կեպի
522,Mütze::N,txapel,կեպի
523,Schuh::N,oski,կոշիկ
524,Schuh::N,oinetako,կոշիկ
525,Stiefel::N,bota,երկարաճիթ կոշիկ
526,Ring::N,uztai,զնգալ
527,Band::N,zinta,ժապավեն
528,Band::N,xingola,ժապավեն
529,Kamm::N,orrazi,սանր
530,Spiegel::N,mirail,հայելի
531,Riemen::N,uhal,փոկ
532,Schnur::N,lokailu,լար
533,Leine::N,lotura,փոկ
534,Decke::N,burusi,վերմակ
535,Kissen::N,kuxin,բարձ
536,Tuch::N,zapi,թաշկինակ
537,Tuch::N,oihal,թաշկինակ
538,Handtuch::N,eskuzapi,սրբիչ
539,Handtuch::N,eskuoihal,սրբիչ
540,Kraft::N,indar,ուժ
541,Stärke::N,indar,պնդություն
542,Stärke::N,indar,ամրություն
543,Gesundheit::N,osasun,առողջություն
544,Krankheit::N,eritasun,ախտ
545,Krankheit::N,eritasun,հիվանդություն
546,Krankheit::N,gaixotasun,ախտ
547,Krankheit::N,gaixotasun,հիվանդություն
548,Schmerz::N,min,ցավ
549,Schmerz::N,min,տանջանք
550,Wunde::N,zauri,վերք
551,Fieber::N,sukar,տենդ
552,Arznei::N,osagai,դեղ
553,Arznei::N,sendagai,դեղ
554,Brücke::N,zubi,կամուրջ
555,Brunnen::N,putzu,հոր
556,Brunnen::N,putzu,ջրհոր
557,Weide::N,alha,արոտավայր
558,Weide::N,bazkaleku,արոտավայր
559,Pfad::N,zidor,արահետ
560,Pfad::N,bidexka,արահետ
561,Weg::N,bide,ուղի
562,Straße::N,errepide,ճանապարհ
563,Dorf::N,herri,գյուղ
564,Stadt::N,hiri,քաղաք
565,Brief::N,gutun,նամակ
566,Brief::N,eskutitz,նամակ
567,Buch::N,liburu,գիրք
568,Buchstabe::N,hizki,տառ
569,Buchstabe::N,hizki,գիր
570,Zeitung::N,egunkari,լրագիր
571,Leben::N,bizi,կյանք
572,Leben::N,bizitza,կյանք
573,Tod::N,herio,մահ
574,Tod::N,heriotza,մահ
575,Grab::N,hobi,գերեզման
576,Grab::N,hilobi,գերեզման
577,Kirche::N,eliza,եկեղեցի
578,Sünde::N,hoben,մեղք
579,Sünde::N,bekatu,մեղք
580,Gott::N,jainko,աստված
581,Arbeiter::N,langile,բանվոր
582,Arbeiter::N,langile,աշխատող
583,Arbeiter::N,behargin,բանվոր
584,Arbeiter::N,behargin,աշխատող
585,Chef::N,nagusi,տեր
586,Meister::N,maisu,վարպետ
587,Arzt::N,osagile,բժիշկ
588,Arzt::N,sendagile,բժիշկ
589,Lehrer::N,irakasle,ուսուցիչ
590,Geld::N,diru,փող
591,Geschäft::N,negozio,գործ
592,Geschäft::N,negozio,աշխատանք
593,Laden::N,denda,կրպակ
594,Laden::N,denda,խանութ
595,Laden::N,saltegi,կրպակ
596,Laden::N,saltegi,խանութ
597,Preis::N,prezio,գին
598,Preis::N,salneurri,գին
599,Ware::N,salgai,ապրանք
600,Nutzen::N,onura,օգուտ
601,Nutzen::N,probetxu,օգուտ
602,Reichtum::N,aberastasun,հարստություն
603,Welt::N,ludi,աշխարհ
604,Welt::N,mundu,աշխարհ
605,Land::N,herrialde,երկիր
606,Staat::N,estatu,պետություն
607,König::N,errege,արքա
608,König::N,errege,թագավոր
609,Macht::N,botere,իշխանություն
610,Grenze::N,muga,սահման
611,Krieg::N,guda,պատերազմ
612,Feind::N,etsai,թշնամի
613,Feind::N,arerio,թշնամի
614,Gewalt::N,bortxa,բռնություն
615,Gewalt::N,bortxa,սաստկություն
616,Gewalt::N,bortizkeria,բռնություն
617,Gewalt::N,bortizkeria,սաստկություն
618,Kampf::N,gudu,մարտ
619,Kampf::N,auska,մարտ
620,Bogen[Waffe]::N,arku,աղեղ
621,Pfeil::N,gezi,նետ
622,Gewehr::N,fusil,հրացան
623,Fehler::N,huts,սխալ
624,Fehler::N,hutsegin,սխալ
625,Lüge::N,gezur,սուտ
626,Schaden::N,kalte,վնաս
627,Unglück::N,zoritxar,դժբախտություն
628,Unglück::N,zorigaitz,դժբախտություն
629,Schuld::N,erru,պակասություն
630,Alter::N,adin,հասակ
631,Schluss::N,bukaera,վերջ
632,Schluss::N,bukaera,վախճան
633,Zeit::N,aldi,ժամանակ
634,Zeit::N,denbora,ժամանակ
635,Tag::N,egun,օր
636,Morgen::N,goiz,առավոտ
637,Mittag::N,eguerdi,կեսօր
638,Abend::N,arrats,երեկո
639,Nacht::N,gau,գիշեր
640,Woche::N,aste,շաբաթ
641,Monat::N,hil,ամիս
642,Jahr::N,urte,տարի
643,Frühling::N,udalehen,գարուն
644,Sommer::N,uda,ամառ
645,Herbst::N,udazken,աշուն
646,Herbst::N,neguantz,աշուն
647,Winter::N,negu,ձմեռ
648,Januar::N,urtarril,հունվար
649,Februar::N,otsail,փետրվար
650,März::N,martxo,մարտ
651,April::N,apiril,ապրիլ
652,Mai::N,maiatz,մայիս
653,Juni::N,ekain,հունիս
654,Juli::N,uztail,հուլիս
655,August::N,abuztu,օգոստոս
656,September::N,irail,սեպտեմբեր
657,Oktober::N,urri,հոկտեմբեր
658,November::N,azaro,նոյեմբեր
659,Dezember::N,abendu,դեկտեմբեր
660,Montag::N,astelehen,երկուշաբթի
661,Dienstag::N,astearte,երեքշաբթի
662,Mittwoch::N,asteazken,չորեքշաբթի
663,Donnerstag::N,ostegun,հինգշաբթի
664,Freitag::N,ostiral,ուրբաթ
665,Samstag::N,larunbat,շաբաթ
666,Sonntag::N,igande,կիրակի
667,groß::A,handi,մեծ
668,groß::A,handi,խոշոր
669,klein::A,txiki,պստիկ
670,klein::A,txiki,փոքրիկ
671,lang::A,luze,երկար
672,kurz::A,labur,կարճ
673,breit::A,zabal,լայն
674,schmal::A,mehar,նեղ
675,dicht::A,sarri,խիտ
676,dicht::A,trinko,խիտ
677,dick[Gegenstand]::A,lodi,հաստ
678,dünn::A,mehe,բարակ
679,fein::A,fin,նուրբ
680,fest::A,tinko,ամուր
681,fest::A,tinko,պինդ
682,flach::A,lau,տափակ
683,flach::A,ordoki,տափակ
684,glatt::A,leun,հարթ
685,hart::A,gogor,կարծր
686,weich::A,bigun,մեղմ
687,weich::A,bigun,փափուկ
688,weich::A,beratz,մեղմ
689,weich::A,beratz,փափուկ
690,rund::A,biribil,կլոր
691,spitz::A,puntadun,սրածայր
692,scharf::A,zorrotz,սուր
693,stumpf::A,kamuts,գուլ
694,schwer::A,astun,ծանր
695,schwer::A,pisutsu,ծանր
696,schön::A,eder,սիրուն
697,schön::A,eder,գեղեցիկ
698,heiß::A,bero,թեժ
699,heiß::A,oso bero,թեժ
700,warm::A,bero,տաք
701,warm::A,bero,ջերմ
702,kalt::A,hotz,ցուրտ
703,kühl::A,hotzil,զով
704,frisch::A,fresko,թարմ
705,frisch::A,hozkirri,թարմ
706,feucht::A,heze,ղոնավ
707,nass::A,busti,թաց
708,trocken::A,siku,ցամաք
709,trocken::A,lehor,ցամաք
710,voll::A,bete,լի
711,voll::A,bete,լիքը
712,leer::A,huts,դատարկ
713,offen::A,ireki,բաց
714,geschlossen::A,itxita,գոց
715,sauber::A,xahu,մաքուր
716,sauber::A,garbi,մաքուր
717,schmutzig::A,lohi,կեղտոտ
718,schmutzig::A,zikin,կեղտոտ
719,roh::A,gordin,հում
720,reif::A,umo,հասած
721,reif::A,umo,հասուն
722,reif::A,heldu,հասած
723,reif::A,heldu,հասուն
724,lecker::A,goxo,համեղ
725,süß::A,goxo,անուշ
726,bitter::A,karmin,կծու
727,bitter::A,garratz,կծու
728,sauer::A,mingots,թթու
729,sauer::A,mingots,թթված
730,hell::A,argi,պայծառ
731,hell::A,argi,խելամիտ
732,dunkel::A,ilun,մութ
733,schwarz::A,beltz,սեւ
734,weiß::A,zuri,սպիտակ
735,rot::A,gorri,կարմիր
736,gelb::A,hori,դեղին
737,blau::A,urdin,կապույտ
738,grün::A,berde,կանաչ
739,grün::A,musker,կանաչ
740,grau::A,urdin,գորշ
741,grau::A,urdinabar,գորշ
742,bunt::A,koloretsu,գոյնզգոյն
743,billig::A,merke,էժան
744,teuer::A,garesti,թանկ
745,wertvoll::A,baliotsu,թանկարժեք
746,blind::A,itsu,կույր
747,taub::A,gor,խուլ
748,kräftig::A,kementsu,հզոր
749,stark::A,bizkor,ուժեղ
750,stark::A,indartsu,ուժեղ
751,schwach::A,ahul,տկար
752,schwach::A,ahul,թույլ
753,schwach::A,indargabe,տկար
754,schwach::A,indargabe,թույլ
755,fett::A,gizen,գեր
756,schlank::A,lerden,նիհար
757,hübsch::A,polit,գրավիչ
