,Concept_ID,ta,te
600,gestern::ADV,நேற்று,నిన్నటి దినము
601,einst::ADV,ஒரே முறை,పూర్వమొకప్పుడు
602,damals::ADV,அப்பொழுது,అప్పుడు
603,danach::ADV,பிற்பாடு,అప్పుడు
604,vorher::ADV,முன்பாக,ఎదుట
605,zuerst::ADV,முதலில்,మొదటిలో
606,einmal::ADV,ஒரே முறை,ఒకసారి
607,manchmal::ADV,சில நேரங்களில்,అప్పటప్పటికి
608,oft::ADV,அடிக்கடி,తఱచుగా
609,immer::ADV,எப்பொழுதும்,ఎల్లప్పుడు
610,niemals::ADV,ஒருபோதும் இல்லை,ఎప్పుడునులేదు
611,hier::ADV,இங்கே,ఇక్కడ
612,hierhin::ADV,இவ்விடத்திற்கு,ఇక్కడకు
613,von hier::ADV,இனி,ఇక్కడనుండి
614,dort::ADV,அங்கே,అక్కడ
615,dorthin::ADV,அவ்விடத்திற்கு,అక్కడికి
616,geradeaus::ADV,முன்னாலிருக்கும்,సూటిగా
617,vorwärts::ADV,முன்புறமாக,ముందుకు
618,rückwärts::ADV,பின்னோக்கி,వెనుకకు
619,zurück::ADV,பின்பக்கம்,వెనుకభాగము
620,unten::ADV,கீழாக,క్రింద
621,hinab::ADV,கீழ் நோக்கி,కిందికి
622,oben::ADV,மேலே,మీద
623,hinauf::ADV,மேலே,పైకి
624,überall::ADV,எல்லா இடத்திலும்,అంతటా
625,nicht::ADV,இல்லை,కాదు
626,ein wenig::ADV,கொஞ்சம்,కొంచెము
627,kaum::ADV,அரிதாக,చాలిచాలక
628,sehr::ADV,மிக்க,చాల
629,so::ADV,மிகவும்,ఆలాగున
630,noch::ADV,இப்பொழுதும்,ఇప్పటికిని
631,nur::ADV,மட்டும்,మాత్రము
632,schon::ADV,ஏற்கனவே,ఇదివఱకే
633,wieder::ADV,மறுபடியும்,తిరిగి
634,vergebens::ADV,வீண்,నిష్ఫలముగా
635,vor::PRP,முன்,ముందు
636,hinter::PRP,பின்பக்கம்,వెనుక
637,unter::PRP,கீழே,క్రింద
638,durch::PRP,ஊடே,ద్వారా
639,neben::PRP,அடுத்து,దగ్గెర
640,zwischen::PRP,இடையில்,మధ్య
641,wegen::PRP,ஏனெனில்,కారణంగా
642,dies::PRN,இது,ఇది
643,das::PRN,அது,అది
644,alles::PRN,ஒவ்வொன்றும்,సకలము
645,ich::PRN,நான்,నేను
646,du::PRN,நீ,నీవు
647,er::PRN,அவன்,అతడు
648,wir::PRN,நாம்,మనము
649,wir::PRN,நாங்கள்,మనము
650,ihr::PRN,நீங்கள்,మీరు
651,sie::PRN,அவர்கள்,వారు
652,was::FPRN,என்ன,ఏమి
653,wer::FPRN,யார்,ఎవడు
654,wo::FADV,எங்கே,ఎక్కడ
655,wohin::FADV,எதற்கு,ఎందుకు
656,wie::FADV,எப்படி,ఎట్టు
657,warum::FADV,ஏன்,ఏల
658,wieviel::FNUM,எவ்வளவு,ఎంత
659,eins::NUM,ஒன்று,ఒకటి
660,zwei::NUM,இரண்டு,రెండు
661,drei::NUM,மூன்று,మూడు
662,vier::NUM,நான்கு,నాలుగు
663,fünf::NUM,ஐந்து,అయిదు
664,sechs::NUM,ஆறு,ఆఱు
665,sieben::NUM,ஏழு,ఏరు
666,acht::NUM,எட்டு,ఎనిమదు
667,neun::NUM,ஒன்பது,తొమ్మిది
668,zehn::NUM,பத்து,పది
669,elf::NUM,பதினொன்று,పదునొకొండు
670,zwölf::NUM,பன்னிரண்டு,పండ్రండు
671,zwanzig::NUM,இருபது,ఇరుపది
672,dreißig::NUM,முப்பது,ముప్పది
673,vierzig::NUM,நாற்பது,నలువది
674,fünfzig::NUM,ஐமபது,ఏబది
675,sechzig::NUM,அறுபது,అరుపది
676,siebzig::NUM,எழுபது,డెబ్బది
677,achtzig::NUM,எண்பது,ఎనుబది
678,neunzig::NUM,தொன்னூறு,తొంబది
679,hundert::NUM,நூறு,నూఱు
680,tausend::NUM,ஆயிரம்,వేయి
681,und::CNJ,மற்றும்,మఱియు
682,oder::CNJ,அல்லது,లేక
683,stehen::V,நில்,నిలుచు
684,sitzen::V,உட்கார்,కూర్చుండు
685,liegen::V,படு,పండుకొనుట
686,hängen::V,தொங்கச் செய்,వ్రేలాడదీయు
687,werden::V,ஆகு,అగు
688,passieren::V,நிகழ்,సంభవించు
689,beginnen::V,ஆரம்பி,ఆరంభించు
690,enden::V,முடி,తీరుట
691,wechseln::V,மாற்று,మార్చు
692,aufgehen[Sonne]::V,உயர எழு,ఉదయించు
693,untergehen[Sonne]::V,பொறுத்து,అస్తమించు
694,scheinen[Sonne]::V,பிரகாசி,ప్రకాశించు
695,donnern::V,இடி,ఉరుముట
696,wehen::V,வீசு,దురద్పప్టము
697,strömen::V,பாயதல்,పారుట
698,fließen::V,நீரோட்டம் போக்கில் போ,ప్రవహించు
699,sich drehen::V,சுழல்,తిరుగు
700,schwanken::V,தள்ளாடு,ఆడించుట
701,schwingen::V,ஆடு,ఊగుట
702,fallen::V,விழு,పడు
703,brennen::V,எரி,కాలుట
704,rauchen::V,பகை பிடி,పొగసుట
705,regnen::V,மழை பெய்,కురిపించుట
706,gefrieren::V,உறைந்துவிடு,గడ్డకట్టు
707,tauen::V,உருகு,కరగు
708,schmelzen::V,உருகு,కరగు
709,trocknen::V,உலர்த்து,యెండుట
710,sieden::V,கொதிக்க வை,ఉడుకు
711,faulen::V,அழுகச் செய்,క్రుళ్లు
712,verfaulen::V,அழுகச் செய்,క్షిణించు
713,reißen::V,திடீரென அறு,చించు
714,versinken::V,மூழ்கு,మునుగు
715,vergehen::V,கடந்துசெல்,సంభవించు
716,erscheinen::V,தோன்றச்,కనబడు
717,verschwinden::V,மறைந்து போ,అదృశ్యమగు
718,sinken::V,பதைவுறு,ముణుగుట
719,abnehmen::V,குறை,తగ్గు
720,zunehmen::V,உயர்த்து,పెరుగుట
721,steigen::V,உயர எழு,లేచు
722,wachsen::V,வளர்,పెరుగు
723,glänzen::V,மிளிர்,ప్రకాశించు
724,funkeln::V,பிரகாசி,ప్రకాశించు
725,lärmen::V,கொம்பு,అరుచుట
726,läuten::V,மணியொலியிசை,మేళవించుట
727,klingeln::V,மணி அடி,వాయించుట
728,klirren::V,கிலுங்கு,ఘంటానాదము
729,brausen::V,இரைதல்,గర్జించు
730,rauschen::V,சலசலப்பு,చటచటమనుట
731,klingen::V,சிலம்புதல்,ధ్వనించుట
732,bellen::V,குரை,అఱచు
733,heulen::V,ஊளையிடு,కూయు
734,blasen::V,ஊது,దురద్పప్టము
735,pfeifen::V,சீழ்க்கை எழப்பு,ఈలవేయు
736,schreien::V,கூச்சலிடு,అఱచు
737,stöhnen::V,வேதனை,మూలుగు
738,zittern::V,நடுங்கு,వణకు
739,leben::V,உயிருடனிரு,జీవించుట
740,geboren werden::V,பிற,పుట్టుట
741,atmen::V,சுவாசி,ఉపిరి తీయు
742,trinken::V,குடி,త్రాగు
743,essen::V,சாப்பிடு,తిను
744,schlucken::V,முழுங்கு,మ్రింగు
745,müde werden::V,கையயர்தல்,అలయు
746,einschlafen::V,தூங்க,నిద్రించు
747,schlafen::V,தூங்கு,నిద్రురించు
748,aufwachen::V,எழுப்பு,మేలుకొను
749,aufstehen::V,எழுந்திரு,లేచు
750,sich erholen::V,இளைப்பாறு,నడ్డి వాల్చు
751,krank werden::V,விழுதல்,జబ్బుపడు
752,krank sein::V,நருக்கலாயிருக்க,జబ్బు చేయు
753,schmerzen::V,நோவுறு,నొచ్చుట
754,husten::V,இருமு,దగ్గుట
755,genesen::V,குணம் அடை,కుదురుట
756,sterben::V,மரணமடை,మరణించు
757,umkommen::V,நசி,నశించు
758,sich bewegen::V,நகர்த்து,కదలు
759,sich rühren::V,அசை,కదలు
760,sich erheben::V,எழுந்து நில்,లేచు
761,sich setzen::V,உட்கார்,కూర్చుణ్డు
762,hinfallen::V,விழு,దొర్లు
763,laufen::V,நட,నడచు
764,schreiten::V,கவடுவைத்தல்,అడుగుపెట్టుట
765,spazierengehen::V,உலவு,పచారు చేయు
766,eilen::V,விரைந்து,తొందరపడు
767,sich beeilen::V,அவசரப்படுத்து,త్వరపెట్టు
768,sausen::V,விரைந்து செல்,విసరికొట్టు
769,rennen::V,ஓடு,పరుగెత్తు
770,springen::V,குதி,దుముకు
771,klettern::V,ஏறு,ఎక్కు
772,schaukeln::V,தள்ளாடு,ఉయ్యాల ఊగు 
773,kriechen::V,மெதுவாக நடந்து செல்,ప్రాకు
774,schwimmen::V,நீந்து,ఈదు
775,tauchen::V,மூழ்கி நீச்சலடி,మునుగు
776,rudern::V,துடுப்புப் போடு,తెడ్లతోఁగడపు
777,fahren::V,ஓட்டு,నడపు
778,fliegen::V,பற,ఎగురు
779,gehen::V,போ,పోవు
780,weggehen::V,விலகிச் செல்,బయలుదేరు
781,abfahren::V,புறப்பட்டுச் செல்,విడిచిపోవు
782,anhalten::V,நின்றுவிடு,నిలుపు
783,hineingehen::V,மறையச் செய்,ప్రవేశించు
784,eintreten::V,நுழை,ప్రవేశించు
785,kommen::V,வா,వచ్చు
786,ankommen::V,வநது சேர்,వచ్చి చేరు
787,zurückkommen::V,திரும்பி வா,తిరిగీవచ్చుట
788,bleiben::V,இரு,ఉండు
789,warten::V,தாமதி,కనిపెట్టు
790,erwarten::V,எதிர்நோக்கு,నిరిక్షించు
791,suchen::V,தேடு,వెదకు
792,finden::V,கண்டுபிடி,కనుగొను
793,versuchen::V,முயற்சி செய்,ప్రయత్నించు
794,vorbereiten::V,ஆயத்தம் செய்,తయారుచేయు
795,lieben::V,அன்பு செலுத்து,ప్రేమించు
796,mögen::V,விரும்பு,ఇష్టపడు
797,lachen::V,சிரி,నవ్వు
798,rühren::V,இதயத்தைத் தொடு,గుండె తాకు
799,weinen::V,அழு,వీడ్చు
800,schimpfen::V,சாபமிடு,గొణుగు
801,sich ärgern::V,கோப்பபடு,అలుగు
802,sich fürchten::V,பயப்படு,భయపడు
803,fürchten::V,பயப்படுத்து,భయపడు
804,fliehen::V,ஓடு,పాఱిపోపు
805,flüchten::V,தப்பிவிடு,తప్పించుకొను
806,sehen::V,பார்,చూచు
807,anschauen::V,கூர்ந்து கவனி,చూచు
808,ansehen::V,கவனி,కాచియుండు
809,hören::V,கேள்,విను
810,zuhören::V,சுவைத்துப் பார்,విను
811,probieren::V,ருசி,చవిచూచుట
812,riechen::V,முகர்ந்து பார்,వాసనచూచు
813,fühlen::V,தொட்டுணர்,స్పర్శించుట
814,scheinen::V,காணப்படு,కనబడు
815,zu sehen sein::V,தோன்றுதல்,చూవు
816,vernehmen::V,கேள்,విను
817,frieren::V,குதுகுதுகு,చలికి వడకు
818,tun::V,செய்,చేయు
819,können::V,இயல்வது,గల
820,wollen::V,விரும்பு,కోరు
821,anfangen::V,தொடங்கு,ఆరంభించు
822,beenden::V,முடி,ముగించు
823,aufhören::V,நிறுத்து,నిలుపు
824,gelingen::V,வெற்றி,గెలుపాందు
825,geraten::V,ஏற்படுத்து,వెలువడు
826,öffnen::V,திற,తెఱచు
827,schließen::V,மூடு,మూయు
828,stellen::V,வை,ఉంచు
829,setzen::V,வை,ఉంచు
830,legen::V,பரப்பி வை,పెట్టు
831,berühren::V,பதி,తాకు
832,verbinden::V,சேர்,చేర్చుట
833,bedecken::V,உறைபோடு,మూయు
834,aufhängen::V,தொங்கவிடு,వ్రేలాడదీయు
835,anzünden::V,எரியூட்டு,వెలిగించు
836,aufheben::V,பொறுக்கி எடு,సేకరించు
837,zurücklassen::V,விட்டுச் செல்,విడుచు
838,verlieren::V,இழ,పోగొట్టుకొను
839,fallen lassen::V,அளவில் குறைவு,జాఱవిడుచు
840,machen::V,தயார்செய்,చేయు
841,herstellen::V,உற்பத்தி செய்,ఉత్పత్తిచేయు
842,bauen::V,கட்டு,నిర్మించు
843,reparieren::V,பழுது பார்,సరిచేయు
844,verbessern::V,மேம்படுத்து,వృద్ధి చేయు
845,ändern::V,மாற்றி அமை,మార్చు
846,graben::V,குழி வெட்டு,త్రవ్వు
847,beugen::V,வனை,వంచు
848,biegen::V,வனை,వంచు
849,drehen::V,சுழல்,నూలువడుకు
850,wenden::V,குடைகவிழு,త్రిప్పు
851,umdrehen::V,சுற்றும் முற்றும் பார்,త్రిప్పు
852,heben::V,தூக்கு,ఎత్తు
853,hochheben::V,தூக்கு,ఎత్తు
854,ergreifen::V,பறி,వశపఱచుకొను
855,halten::V,பிடித்துக் கொள்,ఉంచు
856,drücken::V,அழுத்து,అణచు
857,schieben::V,தள்ளு,నొక్కు
858,kratzen::V,கீறு,గోకు
859,lecken::V,நக்கு,నాకు
860,beißen::V,கடி,కఱచు
861,abreißen::V,கிழி,తెగతెంచు
862,abschneiden::V,வெட்டி எடு,తెగకొట్టు
863,binden::V,கட்டு,కట్టు
864,stecken::V,பதிய வை,తగులుకొనివుండుట
865,brechen::V,உடை,పగులగొట్టు
866,klopfen::V,தட்டு,కొట్టు
867,hauen::V,அடி,కొట్టు
868,kleben::V,ஒட்டு,అంటుకొను
869,reiben::V,தேய்,రాచు
870,streichen::V,பரவச்செய்,వ్యాపింపజేయు
871,schleifen::V,அரை,రాచు
872,schneiden::V,துண்டாக்கு,కోయు
873,rütteln::V,மெல்ல தள்ளு,కుదిలించుట
874,schütteln::V,குலுக்கு,కదల్చు
875,schwenken::V,ஊஞ்சலாடு,ఊచుట
876,schütten::V,ஊற்று,పోయు
877,füllen::V,நிரப்பு,నింపు
878,einwickeln::V,சுற்று,చుట్టు
879,tragen::V,எடுத்துச் செல்,మోయు
880,schleppen::V,இழுத்துச் செல்,ఈడ్చు
881,ziehen::V,இழு,ఈడ్చు
882,aufbewahren::V,வைத்துக் கொள்,కాపాడు
883,werfen::V,வீசி எறி,విసరు
884,fangen::V,பிடி,పట్టుకొను
885,packen::V,பிடித்துக்கொள்,పట్టుకొను
886,verstecken::V,மறை,దాచు
887,teilen::V,பாகங்களாகப் பிரி,భాగించు
888,schicken::V,அனுப்பு,పంపు
889,bringen::V,கொண்டு வா,తెచ్చు
890,hinzufügen::V,சேர்,చేర్చు
891,bekommen::V,பெறு,సంపాదించు
892,erhalten::V,பெறு,పుచ్చుకొను
893,nehmen::V,எடு,తీసికొను
894,wählen::V,தேர்ந்தெடு,ఇష్టపడు
895,auswählen::V,தேர்ல்தெடு,ఏరుకొను
896,bewahren::V,கெடாது பேணு,భద్రపఱుచు
897,behindern::V,தடங்கல் செய்,అడ్డగించుట
898,verderben::V,நாசமாக்கு,చెఱచు
899,beschädigen::V,சேதப்படுத்து,చెరుపుట
900,zerbrechen::V,உடை,పగులగొట్టు
901,zerreißen::V,கிழி,చించు
902,zerstören::V,அழி,వాశనము చేయు
903,verbrennen::V,எரியூட்டு,కాల్చు
904,geben::V,கொடு,ఇచ్చు
905,reichen::V,வழங்கு,అందుకొనుట
906,schenken::V,மொயத்தல்,అర్పించు
907,versprechen::V,உறுதியளி,వాగ్దత్తము చేయు
908,wünschen::V,ஆசைப்படு,కోరు
909,loben::V,புகழ்ச்சி கூறு,స్తుతించు
910,küssen::V,முத்தமிடு,ముద్దుపెట్టుకొను
911,wiegen::V,ஆட்டுத்தல்,ఊచుట
912,zudecken::V,உறைபோடு,మూయు
913,wecken::V,எழுப்பு,నిద్రపలేపుట
914,zeigen::V,காட்டு,చూవు
915,führen::V,வழிகாட்டி,దారిచూపు
916,lehren::V,சொல்லிக் கொடு,బోధించు
917,unterrichten::V,அறிவுரை கூறு,నేర్పు
918,aufziehen::V,வளர்,పెంచు
919,leiten::V,அழைத்துச் செல்,తీసుకపోవుట
920,antreiben::V,தூண்டு,ప్రేరేపించు
921,lassen::V,விடு,అనుమతించు
922,einladen::V,அழை,ఆహ్వానించు
923,vereinigen::V,ஒன்றாகச் சேர்,కూడుట
924,besuchen::V,வருகை புரி,పోయి చూచు
925,treffen::V,சந்தி,కలియు
926,sich versammeln::V,தொகுப்பு,కూర్చు
927,spielen::V,விளையாடு,ఆట లాడు
928,singen::V,பாடு,పాడు
929,tanzen::V,நடனமாடு,నృత్యముచేయు
930,sich trennen::V,தனிப்படடுத்து,ఎడబాయుట
931,verlassen::V,கைவிடு,విడుచు
932,retten::V,காப்பாற்று,తప్పించుట
933,bewachen::V,காவல் செய்,కాపాడు
934,schützen::V,பாதுகாப்பு செய்,రక్షించు
935,verteidigen::V,எதிர்த்து நில்,రక్షించు
936,sich schlagen::V,பூசலிடு,జగడమాడు
937,schießen::V,சுட்டுக் கொல்,కాల్చు
938,siegen::V,வெற்றி பெறு,గెలుచు
939,ärgern::V,எரிச்சலூட்டு,పీడించుట
940,schlagen::V,அடி,కొట్టు
941,treten::V,உதை,తన్ను
942,stechen::V,கொட்டு,కుట్టు
943,stoßen::V,நெருக்கு,గెంటు
944,stehlen::V,திருடு,దొంగిలించు
945,stören::V,தொல்லைகொடு,కలతపఱచు
946,belästigen::V,தொல்லை கொடு,పీడించు
947,verbergen::V,மறை,దాచు
948,täuschen::V,ஏமாற்று,మోసము చేయు
949,betrügen::V,ஏமாற்று,మోసపుచ్చు
950,töten::V,கொல்,చంపు
951,wohnen::V,தங்கியிரு,నివసించు
952,arbeiten::V,வேலை செய்,పనిచేయు
953,sammeln::V,ஒன்றுசேர்,ప్రోగుచేయు
954,pflücken::V,கொய்து எடு,యేరుట
955,jagen::V,வேட்டையாடு,వేటాడు
956,fischen::V,மீன் பிடி,వెదకు
957,fassen::V,பிடி,పట్టుకొమ
958,hüten::V,காவல் செய்,మందచేరుట
959,treiben::V,ஓட்டு,నడపు
960,anbinden::V,கட்டு,కట్టు
961,füttern::V,உணவளி,భోజనము పెట్టు
962,melken::V,பால் கற,పాలు పితుకు
963,hacken::V,வெட்டி எடு,నఱకు
964,gießen::V,நீர்ப் பாய்ச்சு,నీళ్ళుకట్టుట
965,reifen::V,பழு,పండుట
966,zubereiten::V,சமையல் செய்,వండు
967,kochen::V,வேகவை,వండు
968,backen::V,வெப்பத்தில் வாட்டு,రొట్టెకాల్చు
969,braten::V,பொரியச் செய்,వేపు
970,umrühren::V,கலக்கு,కదులుట
971,stricken::V,பின்னியிழை,అల్లు
972,nähen::V,தையல் வேலை செய்,కుట్టు
973,färben::V,வண்ணம் பெறச் செய்,రంగు వేయు
974,reinigen::V,சுத்தம் செய்,శుభ్రము చేయు
975,waschen::V,கழுவு,కడుగు
976,abwischen::V,துடை,తుడుచు
977,spülen::V,அலசு,నీటిలో జడించు
978,fegen::V,பெறுக்கு,ఊడ్చు
979,kehren::V,பெறுக்கு,ఊడ్చు
980,baden::V,குளி,స్నానము చేయు
981,sich waschen::V,கழுவு,కడుగు
982,ausziehen::V,கழற்று,విప్పు
983,anziehen::V,புனைதல்,ధరించు
984,sich anziehen::V,உடுத்துதல்,బట్టలు వేసుకొను
985,sich anziehen::V,உடுத்துதல்,తొడుగుకొను
986,kämmen::V,தலை வாரிக் கொள்,దువ్వుట
987,schmücken::V,அழகுபடுத்து,అలంకరించు
988,sagen::V,சொல்,చెప్పు
989,sprechen::V,பேசு,చెప్పు
990,reden::V,பெசு,మాటలాడు
991,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,ముచ్చటలాడు
992,fragen::V,கேள்,ప్రశ్నించు
993,bitten::V,வேண்டு,కోరు
994,erzählen::V,சொல்,చెప్పు
995,mitteilen::V,சொல்,తెలియజేయు
996,nennen::V,பெயரிடுதல்,పేరు వెట్టు
997,rufen::V,கூச்சலிடு,పిలుచు
998,prahlen::V,தற்பெருமை பேசு,జల్లి
999,übersetzen::V,மொழிபெயர்ப்பு செய்,తర్జుమాచేయు
1000,denken::V,யோசி,ఆలోచించు
1001,glauben::V,நம்பு,నమ్ము
1002,bemerken::V,கவனி,గుర్తించు
1003,erkennen::V,அடையாளம் கண்டுகொள்,గుర్తించు
1004,begreifen::V,பற்றிக்கொள்,గ్రహించు
1005,verstehen::V,புரிந்து கொள்,గ్రహించు
1006,lernen::V,கற்றுக்கொள்,నేర్చు కొను
1007,wissen::V,தெரிந்திரு,తెలిసికొను
1008,sich erinnern an::V,நினைவு கூர்,జ్ఞాపకముంచుకొను
1009,vergessen::V,மற,మఱచిపోవు
1010,messen::V,அளவிடு,కొలుచుట
1011,zählen::V,எண்ணு,లెక్కపెట్టు
1012,rechnen::V,கணக்கிடு,లెక్కపెట్టు
1013,lesen::V,படி,చదువు
1014,malen::V,வண்ணச்சித்திரம்,పూనుట
1015,zeichnen::V,வரை,వ్రాసుట
1016,schreiben::V,எழுது,వ్రాయు
1017,besitzen::V,உடைமையாகக் கொண்டிரு,కలిగియుండు
1018,kaufen::V,வாங்கு,కొను
1019,verkaufen::V,விற்பனை செய்,అమ్ము
1020,bezahlen::V,இறுத்தல்,చెల్లించు
1021,zahlen::V,பணம் செலுத்து,చెల్లించు
1022,beherrschen::V,ஆட்சிசெய்,ఏలు
1023,ertragen::V,தாங்கு,భరించు
