,Concept_ID,sv,it
391,Haufen::N,hög,cùmulo
392,Haufen::N,hög,mucchio
393,Reihe::N,rad,fila
394,Boot::N,båt,barca
395,Boot::N,båt,battello
396,Ruder::N,åra,remo
397,Schlitten::N,släde,slitta
398,Ski::N,skida,sci
399,Lagerfeuer::N,lägereld,falò
400,Lagerfeuer::N,lägereld,fuoco di bivacco
401,Last::N,last,càrico
402,Last::N,börda,càrico
403,Gang::N,gång,andata
404,Schritt::N,steg,passo
405,Norden::N,norr,nord
406,Norden::N,norr,settentrione
407,Süden::N,söder,sud
408,Süden::N,söder,meridione
409,Westen::N,väster,òvest
410,Westen::N,väster,occidente
411,Osten::N,öster,est
412,Osten::N,öster,oriente
413,Holz::N,trä,legno
414,Brett::N,bräda,asse
415,Brett::N,bräda,tàvola
416,Platte::N,platta,lastra
417,Platte::N,platta,piastra
418,Stütze::N,stöd,supporto
419,Stütze::N,stötta,supporto
420,Stange::N,stång,sbarra
421,Stange::N,stång,pèrtica
422,Stock::N,käpp,verga
423,Stock::N,käpp,bastone
424,Stock::N,käpp,bacchetta
425,Stock::N,pinne,verga
426,Stock::N,pinne,bastone
427,Stock::N,pinne,bacchetta
428,Stab::N,stav,asta
429,Rohr::N,rör,tubo
430,Haus::N,hus,casa
431,Heim::N,hem,casa
432,Ofen::N,ugn,stufa
433,Fußboden::N,golv,pavimento
434,Tisch::N,bord,tàvolo
435,Stuhl::N,stol,sedia
436,Wiege::N,vagga,culla
437,Bett::N,säng,letto
438,Regal::N,hylla,scaffale
439,Kiste::N,låda,cassa
440,Fenster::N,fönster,finestra
441,Tür::N,dörr,porta
442,Tor::N,port,portone
443,Zaun::N,staket,recinto
444,Zaun::N,stängsel,recinto
445,Dach::N,tak,tetto
446,Leiter::N,stege,scala
447,Leiter::N,stege,scala a pioli
448,Besen::N,kvast,scopa
449,Spaten::N,spade,vanga
450,Schaufel::N,skovel,pala
451,Schaufel::N,skyffel,pala
452,Gabel::N,gaffel,forchetta
453,Löffel::N,sked,cucchiaio
454,Messer::N,kniv,coltello
455,Nagel::N,spik,chiodo
456,Netz::N,nät,rete
457,Haken::N,krok,uncino
458,Griff::N,tag,mànico
459,Griff::N,tag,maniglia
460,Griff::N,handtag,mànico
461,Griff::N,handtag,maniglia
462,Schloss::N,las,serratura
463,Bild::N,bild,quadro
464,Bild::N,bild,immàgine
465,Figur::N,figur,figura
466,Puppe::N,docka,bàmbola
467,Beutel::N,påse,borsa
468,Beutel::N,påse,sacchetto
469,Bündel::N,bunt,fascio
470,Bündel::N,bunt,fagotto
471,Bündel::N,knippa,fascio
472,Bündel::N,knippa,fagotto
473,Tasche::N,väska,borsa
474,Eimer::N,hink,secchio
475,Eimer::N,ämbar,secchio
476,Deckel::N,lock,coperchio
477,Geschirr::N,servis,stoviglie
478,Geschirr::N,porslin,stoviglie
479,Sack::N,säck,sacco
480,Tasse::N,kopp,tazza
481,Topf::N,gryta,pèntola
482,Topf::N,kastrull,pèntola
483,Kessel::N,kittel,paiolo
484,Kessel::N,kittel,calderone
485,Essen::N,mål,pasto
486,Essen::N,mål,mangiare
487,Nahrung::N,näring,cibo
488,Nahrung::N,näring,alimento
489,Speise::N,maträtt,piatto
490,Fleisch::N,kött,carne
491,Getreide::N,säd,cereali
492,Getreide::N,spannmål,cereali
493,Brei::N,gröt,purè
494,Brei::N,gröt,pappa
495,Brot::N,bröd,pane
496,Scheibe::N,skiva,fetta
497,Scheibe::N,skiva,trancia
498,Fett::N,fett,grasso
499,Butter::N,smör,burro
500,Öl::N,olja,olio
501,Salz::N,salt,sale
502,Suppe::N,soppa,zuppa
503,Suppe::N,soppa,minestra
504,Honig::N,honung,miele
505,Milch::N,mjölk,latte
506,Tee::N,te,tè
507,Leder::N,läder,pelle
508,Wolle::N,ull,lana
509,Wolle::N,ylle,lana
510,Stoff::N,tyg,panno
511,Stoff::N,tyg,tessuto
512,Stoff::N,stoff,panno
513,Stoff::N,stoff,tessuto
514,Nadel::N,nål,ago
515,Faden::N,tråd,filo
516,Knopf::N,knapp,bottone
517,Knoten::N,knut,nodo
518,Farbe::N,färg,pittura
519,Kleidung::N,klädsel,vestiti
520,Kleidung::N,klädsel,vestiario
521,Hemd::N,skjorta,camicia
522,Kragen::N,krage,bàvero
523,Kragen::N,krage,colletto
524,Ärmel::N,ärm,mànica
525,Hose::N,byxor,calzoni
526,Gürtel::N,bälte,cintura
527,Mütze::N,mössa,berretto
528,Schuh::N,sko,scarpa
529,Stiefel::N,stövel,stivale
530,Ring::N,ring,anello
531,Band::N,band,nastro
532,Band::N,band,fettuccia
533,Kamm::N,kam,pèttine
534,Spiegel::N,spegel,specchio
535,Riemen::N,rem,cinghia
536,Schnur::N,snöre,corda
537,Leine::N,lina,guinzaglio
538,Decke::N,täcke,coperta
539,Kissen::N,dyna,cuscino
540,Kissen::N,dyna,guanciale
541,Kissen::N,kudde,cuscino
542,Kissen::N,kudde,guanciale
543,Tuch::N,sjal,fazzoletto
544,Handtuch::N,handduk,asciugamano
545,Kraft::N,kraft,forza
546,Stärke::N,styrka,forza
547,Stärke::N,styrka,vigore
548,Stärke::N,styrka,fortezza
549,Gesundheit::N,hälsa,salute
550,Krankheit::N,sjukdom,malattìa
551,Schmerz::N,smärta,dolore
552,Wunde::N,sår,piaga
553,Wunde::N,sår,ferita
554,Fieber::N,feber,febbre
555,Arznei::N,medicin,fàrmaco
556,Arznei::N,medicin,medicina
557,Arznei::N,läkemedel,fàrmaco
558,Arznei::N,läkemedel,medicina
559,Brücke::N,bro,ponte
560,Brunnen::N,brunn,pozzo
561,Weide::N,bete,pàscolo
562,Pfad::N,stig,sentiero
563,Weg::N,väg,via
564,Weg::N,väg,cammino
565,Straße::N,gata,strada
566,Dorf::N,by,paese
567,Dorf::N,by,villaggio
568,Stadt::N,stad,città
569,Brief::N,brev,lèttera
570,Buch::N,bok,libro
571,Buchstabe::N,bokstav,lèttera
572,Zeitung::N,tidning,giornale
573,Leben::N,liv,vita
574,Tod::N,död,morte
575,Grab::N,grav,tomba
576,Grab::N,grav,sepolcro
577,Kirche::N,kyrka,chiesa
578,Sünde::N,synd,peccato
579,Gott::N,gud,dio
580,Arbeiter::N,arbetare,operaio
581,Arbeiter::N,arbetare,lavoratore
582,Chef::N,chef,capo
583,Chef::N,chef,padrone
584,Meister::N,mästare,mastro
585,Meister::N,mästare,maestro
586,Arzt::N,läkare,mèdico
587,Arzt::N,läkare,dottore
588,Lehrer::N,lärare,professore
589,Geld::N,pengar,soldi
590,Geld::N,pengar,denaro
591,Geschäft::N,rörelse,affare
592,Geschäft::N,rörelse,negozio
593,Laden::N,affär,negozio
594,Preis::N,pris,prezzo
595,Ware::N,vara,merce
596,Nutzen::N,gagn,ùtile
597,Nutzen::N,gagn,profitto
598,Nutzen::N,nytta,ùtile
599,Nutzen::N,nytta,profitto
600,Reichtum::N,rikedom,ricchezza
601,Welt::N,värld,mondo
602,Land::N,land,paese
603,Staat::N,stat,Stato
604,König::N,kung,re
605,König::N,konung,re
606,Macht::N,makt,potere
607,Grenze::N,gräns,confine
608,Grenze::N,gräns,frontiera
609,Krieg::N,krig,guerra
610,Feind::N,fiende,nemico
611,Gewalt::N,våld,violenza
612,Kampf::N,kamp,lotta
613,Kampf::N,strid,lotta
614,Bogen[Waffe]::N,båge,arco
615,Pfeil::N,pil,freccia
616,Gewehr::N,gevär,fucile
617,Fehler::N,fel,errore
618,Fehler::N,fel,sbaglio
619,Lüge::N,lögn,bugìa
620,Lüge::N,lögn,menzogna
621,Schaden::N,skada,danno
622,Unglück::N,otur,sfortuna
623,Unglück::N,olycka,sfortuna
624,Schuld::N,skuld,colpa
625,Alter::N,ålder,età
626,Schluss::N,slut,fine
627,Zeit::N,tid,tempo
628,Tag::N,dag,giorno
629,Tag::N,dag,giornata
630,Morgen::N,morgon,mattina
631,Mittag::N,middag,mezzogiorno
632,Abend::N,kväll,sera
633,Abend::N,kväll,serata
634,Nacht::N,natt,notte
635,Woche::N,vecka,settimana
636,Monat::N,månad,mese
637,Jahr::N,år,anno
638,Frühling::N,vår,primavera
639,Sommer::N,sommar,estate
640,Herbst::N,höst,autunno
641,Winter::N,vinter,inverno
642,Januar::N,januari,gennaio
643,Februar::N,februari,febbraio
644,März::N,mars,marzo
645,April::N,april,aprile
646,Mai::N,maj,maggio
647,Juni::N,juni,giugno
648,Juli::N,juli,luglio
649,August::N,augusti,agosto
650,September::N,september,settembre
651,Oktober::N,oktober,ottobre
652,November::N,november,novembre
653,Dezember::N,december,dicembre
654,Montag::N,måndag,lunedì
655,Dienstag::N,tisdag,martedì
656,Mittwoch::N,onsdag,mercoledì
657,Donnerstag::N,torsdag,giovedì
658,Freitag::N,fredag,venerdì
659,Samstag::N,lördag,sàbato
660,Sonntag::N,söndag,domenica
661,groß::A,stor,grande
662,klein::A,liten,pìccolo
663,lang::A,lång,lungo
664,kurz::A,kort,corto
665,breit::A,bred,largo
666,schmal::A,smal,stretto
667,dicht::A,tät,denso
668,dick[Gegenstand]::A,tjock,spesso
669,dünn::A,tunn,sottile
670,fein::A,fin,fine
671,fein::A,fin,delicato
672,fest::A,fast,sodo
673,fest::A,fast,fisso
674,flach::A,platt,piano
675,flach::A,platt,piatto
676,glatt::A,glatt,liscio
677,hart::A,hård,duro
678,weich::A,mjuk,molle
679,rund::A,rund,rotondo
680,spitz::A,toppig,aguzzo
681,spitz::A,toppig,appuntito
682,spitz::A,spetsig,aguzzo
683,spitz::A,spetsig,appuntito
684,scharf::A,vass,affilato
685,scharf::A,vass,tagliente
686,scharf::A,skarp,affilato
687,scharf::A,skarp,tagliente
688,stumpf::A,slö,smussato
689,schwer::A,tung,pesante
690,schön::A,skön,bello
691,schön::A,vacker,bello
692,heiß::A,het,caldo
693,heiß::A,het,bollente
694,warm::A,varm,caldo
695,kalt::A,kall,freddo
696,kühl::A,sval,fresco
697,kühl::A,kylig,fresco
698,frisch::A,färsk,fresco
699,feucht::A,fuktig,ùmido
700,nass::A,våt,bagnato
701,trocken::A,torr,secco
702,voll::A,full,pieno
703,leer::A,tom,vuoto
704,offen::A,öppen,aperto
705,geschlossen::A,stängd,chiuso
706,sauber::A,ren,netto
707,sauber::A,ren,pulito
708,schmutzig::A,snuskig,sporco
709,schmutzig::A,snuskig,sùdicio
710,roh::A,rå,crudo
711,reif::A,mogen,maturo
712,lecker::A,läcker,ghiotto
713,lecker::A,läcker,squisito
714,süß::A,söt,dolce
715,bitter::A,besk,amaro
716,bitter::A,bitter,amaro
717,sauer::A,sur,aspro
718,sauer::A,sur,acerbo
719,hell::A,ljus,chiaro
720,dunkel::A,mörk,buio
721,dunkel::A,mörk,oscuro
722,schwarz::A,svart,nero
723,weiß::A,vit,bianco
724,rot::A,röd,rosso
725,gelb::A,gul,giallo
726,blau::A,blå,blu
727,blau::A,blå,azzurro
728,grün::A,grön,verde
729,grau::A,grå,grigio
730,bunt::A,brokig,variopinto
731,billig::A,billig,a buon prezzo
732,billig::A,billig,a buon mercato
733,teuer::A,dyr,caro
734,wertvoll::A,värdefull,prezioso
735,blind::A,blind,cieco
736,taub::A,döv,sordo
737,kräftig::A,kraftig,forte
738,kräftig::A,kraftig,robusto
739,stark::A,stark,forte
740,stark::A,stark,vigoroso
741,schwach::A,svag,dèbole
742,fett::A,fet,grasso
743,schlank::A,slank,snello
744,schlank::A,slank,slanciato
745,hübsch::A,snygg,bello
746,hübsch::A,snygg,carino
747,hübsch::A,vacker,bello
748,hübsch::A,vacker,carino
749,böse::A,ond,cattivo
750,böse::A,elak,cattivo
751,dumm::A,dum,stùpido
752,faul::A,lat,pigro
753,fleißig::A,flitig,diligente
754,geizig::A,snål,avaro
755,geizig::A,girig,avaro
756,klug::A,klok,intelligente
757,geschickt::A,händig,àbile
758,geschickt::A,skicklig,àbile
759,lieb::A,kär,caro
760,lieb::A,snäll,caro
761,lustig::A,rolig,gaio
762,lustig::A,rolig,allegro
763,lustig::A,lustig,gaio
764,lustig::A,lustig,allegro
765,sanft::A,mild,dolce
766,hungrig::A,hungrig,affamato
767,krank::A,sjuk,malato
768,krank::A,sjuk,infermo
769,nackt::A,naken,nudo
770,traurig::A,ledsen,triste
771,traurig::A,sorgsen,triste
772,lebendig::A,levande,vivo
773,gut::A,bra,buono
774,schlecht::A,dålig,cattivo
775,richtig::A,riktig,giusto
776,schlimm::A,illa,grave
777,wahr::A,sann,vero
778,alt::A,gammal,vecchio
779,neu::A,ny,nuovo
780,ehemalig::A,forn,vecchio
781,ehemalig::A,forn,d'una_volta
782,ehemalig::A,tidigare,vecchio
783,ehemalig::A,tidigare,d'una_volta
784,alt[Lebewesen]::A,gammal,anziano
785,jung::A,ung,giovane
786,arm::A,fattig,pòvero
787,reich::A,rik,ricco
788,bekannt::A,känd,noto
789,bekannt::A,känd,conosciuto
790,berühmt::A,berömd,famoso
791,berühmt::A,berömd,cèlebre
792,fremd::A,främmande,estràneo
793,fremd::A,främmande,straniero
794,verschieden::A,åtskillig,diverso
795,verschieden::A,åtskillig,differente
796,nah::A,nära,vicino
797,nah::A,nära,propinquo
798,fern::A,fjärran,lontano
799,linker::A,vänster,sinistro
800,rechter::A,höger,destro
801,anderer::A,annan,altro
802,erster::A,första,primo
803,zweiter::A,andra,secondo
804,dritter::A,tredje,terzo
805,letzter::A,sist,ùltimo
806,allein::ADV,allena,solo
807,allein::ADV,allena,da solo
808,auf einmal::ADV,på en gång,insieme
809,zusammen::ADV,tillsammans,insieme
810,lange::ADV,länge,a lungo
811,plötzlich::ADV,plötsligt,all'improvviso
812,sofort::ADV,strax,sùbito
813,sofort::ADV,strax,all'istante
814,sofort::ADV,genast,sùbito
815,sofort::ADV,genast,all'istante
816,später::ADV,senare,più tardi
817,jetzt::ADV,nu,ora
818,jetzt::ADV,nu,adesso
819,heute::ADV,i dag,oggi
820,morgen::ADV,i morgon,domani
821,bald::ADV,snart,presto
822,bald::ADV,snart,tra poco
823,dann::ADV,då,allora
824,gestern::ADV,i går,ieri
825,einst::ADV,en gång,prima
826,einst::ADV,en gång,un tempo
827,damals::ADV,då,allora
828,damals::ADV,den gången,allora
829,danach::ADV,därefter,poi
830,danach::ADV,därefter,dopo
831,vorher::ADV,före,prima
832,vorher::ADV,förut,prima
833,zuerst::ADV,först,prima
834,zuerst::ADV,först,dapprima
835,einmal::ADV,en gång,una volta
836,manchmal::ADV,ibland,talvolta
837,manchmal::ADV,ibland,qualche volta
838,oft::ADV,ofta,spesso
839,immer::ADV,alltid,sempre
840,niemals::ADV,aldrig,non mai
841,hier::ADV,här,qua
842,hierhin::ADV,hit,qua
843,von hier::ADV,härifrån,ne
844,von hier::ADV,härifrån,da qui
845,dort::ADV,där,lì
846,dorthin::ADV,dit,là
847,geradeaus::ADV,rätt fram,diritto
848,vorwärts::ADV,fram,avanti
849,vorwärts::ADV,framåt,avanti
850,rückwärts::ADV,baklänges,all'indietro
851,zurück::ADV,tillbaka,di indietro
852,unten::ADV,nere,giù
