,Concept_ID,nl,et
850,ihr::PRN,jullie,te
851,sie::PRN,ze,nad
852,sie::PRN,zij,nad
853,was::FPRN,wat,mis
854,wer::FPRN,wie,kes
855,wo::FADV,waar,kus
856,wohin::FADV,waarheen,kuhu
857,wie::FADV,hoe,kuidas
858,warum::FADV,waarom,miks
859,wieviel::FNUM,hoeveel,mitu
860,wieviel::FNUM,hoeveel,kui palju
861,eins::NUM,één,üks
862,zwei::NUM,twee,kaks
863,drei::NUM,drie,kolm
864,vier::NUM,vier,neli
865,fünf::NUM,vijf,viis
866,sechs::NUM,zes,kuus
867,sieben::NUM,zeven,seitse
868,acht::NUM,acht,kaheksa
869,neun::NUM,negen,üheksa
870,zehn::NUM,tien,kümme
871,elf::NUM,elf,üksteist
872,zwölf::NUM,twaalf,kaksteist
873,zwanzig::NUM,twintig,kakskümmend
874,dreißig::NUM,dertig,kolmkümmend
875,vierzig::NUM,veertig,nelikümmend
876,fünfzig::NUM,vijftig,viiskümmend
877,sechzig::NUM,zestig,kuuskümmend
878,siebzig::NUM,zeventig,seitsekümmend
879,achtzig::NUM,tachtig,kaheksakümmend
880,neunzig::NUM,negentig,üheksakümmend
881,hundert::NUM,honderd,sada
882,tausend::NUM,duizend,tuhat
883,und::CNJ,en,ja
884,oder::CNJ,of,või
885,stehen::V,staan,seisma
886,sitzen::V,zitten,istuma
887,liegen::V,liggen,lamama
888,hängen::V,hangen,rippuma
889,werden::V,worden,saama
890,werden::V,worden,hakkama
891,passieren::V,gebeuren,juhtuma
892,beginnen::V,beginnen,algama
893,beginnen::V,beginnen,hakkama
894,enden::V,eindigen,lõppema
895,wechseln::V,wijzigen,vahelduma
896,wechseln::V,veranderen,vahelduma
897,aufgehen[Sonne]::V,opgaan,tõusma
898,untergehen[Sonne]::V,ondergaan,loojuma
899,scheinen[Sonne]::V,schijnen,paistma
900,donnern::V,donderen,kõmisema
901,wehen::V,waaien,puhuma
902,strömen::V,stromen,voolama
903,fließen::V,vloeien,voolama
904,sich drehen::V,draaien,pöörduma
905,sich drehen::V,zich draaien,pöörduma
906,schwanken::V,wankelen,kõikuma
907,schwingen::V,zwieren,võnkuma
908,fallen::V,vallen,langema
909,brennen::V,branden,põlema
910,rauchen::V,roken,suitsema
911,regnen::V,regenen,sadama
912,gefrieren::V,bevriezen,kinni külmuma
913,tauen::V,dooien,sulama
914,schmelzen::V,smelten,sulama
915,trocknen::V,drogen,kuivama
916,sieden::V,koken,keema
917,sieden::V,zieden,keema
918,faulen::V,rotten,mädanema
919,verfaulen::V,verrotten,mädanema
920,reißen::V,scheuren,rebenema
921,versinken::V,verzinken,uppuma
922,vergehen::V,vergaan,mööduma
923,erscheinen::V,opdagen,ilmuma
924,erscheinen::V,verschijnen,ilmuma
925,verschwinden::V,verdwijnen,kaduma
926,sinken::V,zinken,vajuma
927,sinken::V,zinken,langema
928,abnehmen::V,afnemen,vähenema
929,abnehmen::V,afnemen,kahenema
930,abnehmen::V,verminderen,vähenema
931,abnehmen::V,verminderen,kahenema
932,zunehmen::V,toenemen,kasvama
933,steigen::V,stijgen,tõusma
934,steigen::V,stijgen,üles minema
935,steigen::V,omhooggaan,tõusma
936,steigen::V,omhooggaan,üles minema
937,wachsen::V,groeien,kasvama
938,glänzen::V,glanzen,läikimä
939,glänzen::V,schitteren,läikimä
940,funkeln::V,fonkelen,sädelema
941,lärmen::V,lawaai maken,lärmama
942,läuten::V,luiden,helisema
943,klingeln::V,bellen,helisema
944,klirren::V,rinkelen,kõlisema
945,brausen::V,bruisen,kohisema
946,rauschen::V,ruisen,kohisema
947,klingen::V,klinken,kõlama
948,bellen::V,blaffen,haukuma
949,heulen::V,huilen,uluma
950,blasen::V,blazen,puhuma
951,pfeifen::V,fluiten,vilistama
952,schreien::V,gillen,karjuma
953,schreien::V,schreeuwen,karjuma
954,stöhnen::V,steunen,oigama
955,zittern::V,beven,värisema
956,zittern::V,sidderen,värisema
957,leben::V,leven,elama
958,leben::V,leven,elus olema
959,geboren werden::V,geboren worden,sündima
960,atmen::V,ademen,hingama
961,trinken::V,drinken,jooma
962,essen::V,eten,sööma
963,schlucken::V,slikken,neelama
964,müde werden::V,moe worden,väsima
965,einschlafen::V,inslapen,uinuma
966,schlafen::V,slapen,magama
967,aufwachen::V,ontwaken,ärkama
968,aufwachen::V,wakker worden,ärkama
969,aufstehen::V,opstaan,ärkama
970,aufstehen::V,opstaan,üles tõusma
971,sich erholen::V,zich ontspannen,puhkama
972,krank werden::V,ziek worden,haigestuma
973,krank werden::V,ziek worden,haigeks jääma
974,krank sein::V,ziek zijn,haige olema
975,schmerzen::V,pijn doen,valutama
976,husten::V,hoesten,köhima
977,genesen::V,genezen,toibuma
978,sterben::V,sterven,surema
979,sterben::V,overlijden,surema
980,umkommen::V,omkomen,surma saama
981,sich bewegen::V,zich bewegen,liikuma
982,sich rühren::V,zich verroeren,liikuma
983,sich erheben::V,oprijzen,kerkima
984,sich erheben::V,verrijzen,kerkima
985,sich setzen::V,gaan zitten,istet võtma
986,hinfallen::V,vallen,kukkuma
987,hinfallen::V,vallen,maha kukkuma
988,hinfallen::V,neervallen,kukkuma
989,hinfallen::V,neervallen,maha kukkuma
990,laufen::V,lopen,kõndima
991,schreiten::V,stappen,astuma
992,schreiten::V,schrijden,astuma
993,spazierengehen::V,gaan wandelen,jalutama
994,eilen::V,ijlen,ruttama
995,eilen::V,ijlen,kiirustama
996,eilen::V,haasten,ruttama
997,eilen::V,haasten,kiirustama
998,sich beeilen::V,zich haasten,ruttama
999,sich beeilen::V,zich haasten,kiirustama
1000,sausen::V,stuiven,kihutama
1001,sausen::V,stuiven,tormama
1002,rennen::V,rennen,jooksma
1003,rennen::V,rennen,kihutama
1004,springen::V,springen,hüppama
1005,klettern::V,klimmen,ronima
1006,klettern::V,klauteren,ronima
1007,schaukeln::V,schommelen,kiikuma
1008,kriechen::V,kruipen,roomama
1009,schwimmen::V,zwemmen,ujuma
1010,tauchen::V,duiken,sukelduma
1011,rudern::V,roeien,sõudma
1012,fahren::V,rijden,sõitma
1013,fliegen::V,vliegen,lendama
1014,gehen::V,gaan,käima
1015,gehen::V,gaan,minema
1016,weggehen::V,weggaan,ära minema
1017,weggehen::V,weggaan,välja minema
1018,abfahren::V,vertrekken,väljuma
1019,abfahren::V,vertrekken,ära sõitma
1020,anhalten::V,stoppen,peatuma
1021,anhalten::V,stilhouden,peatuma
1022,hineingehen::V,ingaan,sisenema
1023,hineingehen::V,ingaan,sisse minema
1024,hineingehen::V,binnengaan,sisenema
1025,hineingehen::V,binnengaan,sisse minema
1026,eintreten::V,binnenkomen,sisenema
1027,eintreten::V,binnenkomen,sisse astuma
1028,kommen::V,komen,tulema
1029,ankommen::V,aankomen,saabuma
1030,zurückkommen::V,terugkomen,tagasi tulema
1031,bleiben::V,blijven,jääma
1032,warten::V,wachten,ootama
1033,erwarten::V,verwachten,ootama
1034,erwarten::V,verwachten,lootma
1035,suchen::V,zoeken,otsima
1036,finden::V,vinden,leidma
1037,versuchen::V,proberen,püüdma
1038,versuchen::V,proberen,üritama
1039,versuchen::V,proberen,katsetama
1040,versuchen::V,beproeven,püüdma
1041,versuchen::V,beproeven,üritama
1042,versuchen::V,beproeven,katsetama
1043,vorbereiten::V,voorbereiden,valmistama
1044,lieben::V,houden van,armastama
1045,mögen::V,lusten,sallima
1046,mögen::V,lusten,meeldima
1047,mögen::V,houden van,sallima
1048,mögen::V,houden van,meeldima
1049,lachen::V,lachen,naerma
1050,rühren::V,roeren,liigutama
1051,rühren::V,roeren,heldima panema
1052,weinen::V,huilen,nutma
1053,weinen::V,schreien,nutma
1054,schimpfen::V,kijven,sõimama
1055,schimpfen::V,schelden,sõimama
1056,sich ärgern::V,zich ergeren,ärrituma
1057,sich ärgern::V,zich ergeren,vihastuma
1058,sich fürchten::V,bang zijn,kartma
1059,sich fürchten::V,bang zijn,hirmu tundma
1060,fürchten::V,vrezen,kartma
1061,fliehen::V,vluchten,põgenema
1062,flüchten::V,ontsnappen,põgenema
1063,flüchten::V,ontkomen,põgenema
1064,sehen::V,zien,nägema
1065,anschauen::V,aankijken,vaatama
1066,ansehen::V,aanzien,vaatama
1067,ansehen::V,bekijken,vaatama
1068,hören::V,horen,kuulma
1069,zuhören::V,luisteren,kuulama
1070,probieren::V,proeven,proovima
1071,riechen::V,ruiken,nuusutama
1072,fühlen::V,voelen,tundma
1073,scheinen::V,lijken,näida
1074,scheinen::V,lijken,ilmuda
1075,zu sehen sein::V,te zien zijn,ilmuma
1076,vernehmen::V,vernemen,üle kuulama
1077,frieren::V,het koud hebben,külmetada
1078,tun::V,doen,tegema
1079,können::V,kunnen,võima
1080,können::V,kunnen,oskama
1081,wollen::V,willen,tahtma
1082,anfangen::V,beginnen,hakkama
1083,anfangen::V,beginnen,alustama
1084,anfangen::V,aanvangen,hakkama
1085,anfangen::V,aanvangen,alustama
1086,beenden::V,beëindigen,lõpetama
1087,aufhören::V,ophouden,lakkama
1088,gelingen::V,lukken,õnnestuma
1089,gelingen::V,gelukken,õnnestuma
1090,geraten::V,uitvallen,jõudma
1091,öffnen::V,openen,avama
1092,öffnen::V,opendoen,avama
1093,schließen::V,sluiten,sulgema
1094,schließen::V,dichtdoen,sulgema
1095,stellen::V,stellen,panema
1096,stellen::V,stellen,asetama
1097,stellen::V,plaatsen,panema
1098,stellen::V,plaatsen,asetama
1099,setzen::V,zetten,panema
1100,setzen::V,plaatsen,panema
1101,legen::V,leggen,panema
1102,legen::V,leggen,asetama
1103,berühren::V,aanraken,riivama
1104,berühren::V,aanraken,puudutama
1105,verbinden::V,verbinden,ühendama
1106,bedecken::V,bedekken,katma
1107,aufhängen::V,ophangen,riputama
1108,anzünden::V,aansteken,süütama
1109,aufheben::V,oprapen,üles tõstma
1110,zurücklassen::V,achterlaten,jätma
1111,verlieren::V,verliezen,kaotama
1112,fallen lassen::V,laten vallen,maha pillama
1113,fallen lassen::V,laten vallen,kukkuda laskma
1114,machen::V,maken,tegema
1115,herstellen::V,produceren,valmistama
1116,herstellen::V,voortbrengen,valmistama
1117,bauen::V,bouwen,ehitama
1118,reparieren::V,repareren,parandama
1119,reparieren::V,herstellen,parandama
1120,verbessern::V,verbeteren,parandama
1121,ändern::V,wijzigen,muutma
1122,ändern::V,wijzigen,ümber tegema
1123,ändern::V,veranderen,muutma
1124,ändern::V,veranderen,ümber tegema
1125,graben::V,graven,kaevama
1126,beugen::V,buigen,painutama
1127,biegen::V,buigen,painutama
1128,drehen::V,draaien,keerama
1129,wenden::V,keren,ümber pöörama
1130,wenden::V,wenden,ümber pöörama
1131,umdrehen::V,omdraaien,ümber keerama
1132,heben::V,heffen,tõstma
1133,heben::V,optillen,tõstma
1134,hochheben::V,tillen,üles tõstma
1135,hochheben::V,tillen,kõrgele tõstma
1136,ergreifen::V,pakken,haarama
1137,ergreifen::V,grijpen,haarama
1138,halten::V,houden,hoidma
1139,drücken::V,drukken,pigistama
1140,schieben::V,duwen,lükkama
1141,schieben::V,schuiven,lükkama
1142,kratzen::V,krassen,kraapima
1143,lecken::V,likken,lakkuma
1144,beißen::V,bijten,purema
1145,beißen::V,bijten,hammustama
1146,abreißen::V,afrukken,rebima
1147,abreißen::V,afrukken,ära rebima
1148,abreißen::V,afscheuren,rebima
1149,abreißen::V,afscheuren,ära rebima
1150,abschneiden::V,afsnijden,ära lõikama
1151,binden::V,binden,siduma
1152,stecken::V,steken,pistma
1153,brechen::V,breken,murdma
1154,klopfen::V,kloppen,koputama
1155,hauen::V,houwen,lööma
1156,kleben::V,plakken,kleepima
1157,reiben::V,wrijven,hõõruma
1158,streichen::V,smeren,silitama
1159,schleifen::V,slijpen,lihvima
1160,schleifen::V,slijpen,teritama
1161,schneiden::V,snijden,lõikama
1162,rütteln::V,schudden,raputama
1163,schütteln::V,schudden,raputama
1164,schütteln::V,schudden,loksutama
1165,schwenken::V,wuiven,vehkima
1166,schwenken::V,wuiven,lehvitama
1167,schwenken::V,zwaaien,vehkima
1168,schwenken::V,zwaaien,lehvitama
1169,schütten::V,gieten,kallama
1170,schütten::V,storten,kallama
1171,füllen::V,vullen,täitma
1172,einwickeln::V,inwikkelen,sisse mähkima
1173,tragen::V,dragen,kandma
1174,schleppen::V,slepen,tassima
1175,schleppen::V,slepen,lohistama
1176,ziehen::V,trekken,vedama
1177,ziehen::V,trekken,tõmbama
1178,aufbewahren::V,bewaren,säilitama
1179,aufbewahren::V,bewaren,alal hoidma
1180,werfen::V,gooien,viskama
1181,fangen::V,vangen,püüdma
1182,packen::V,pakken,kinni haarama
1183,packen::V,pakken,kinni võtma
1184,packen::V,vastpakken,kinni haarama
1185,packen::V,vastpakken,kinni võtma
1186,verstecken::V,verstoppen,peitma
1187,teilen::V,delen,jagama
1188,teilen::V,delen,jaotama
1189,schicken::V,sturen,saatma
1190,bringen::V,brengen,viima
1191,hinzufügen::V,toevoegen,lisama
1192,bekommen::V,verkrijgen,saama
1193,erhalten::V,krijgen,saama
1194,nehmen::V,nemen,võtma
1195,wählen::V,kiezen,valima
1196,wählen::V,verkiezen,valima
1197,auswählen::V,uitkiezen,valima
1198,bewahren::V,bewaren,hoidma
1199,behindern::V,hinderen,takistama
1200,verderben::V,bederven,rikkuma
1201,beschädigen::V,beschadigen,rikkuma
1202,zerbrechen::V,breken,katki tegema
1203,zerbrechen::V,stukbreken,katki tegema
1204,zerreißen::V,scheuren,katki rebima
1205,zerreißen::V,verscheuren,katki rebima
1206,zerstören::V,vernielen,purustama
1207,verbrennen::V,branden,põletama
1208,verbrennen::V,verbranden,põletama
1209,geben::V,geven,andma
1210,reichen::V,reiken,andma
1211,reichen::V,reiken,ulatama
1212,reichen::V,aanreiken,andma
1213,reichen::V,aanreiken,ulatama
1214,schenken::V,schenken,kinkima
1215,versprechen::V,beloven,lubama
1216,versprechen::V,beloven,tõotama
1217,wünschen::V,wensen,soovima
1218,loben::V,loven,kiitma
1219,loben::V,prijzen,kiitma
1220,küssen::V,kussen,suudlema
1221,wiegen::V,wiegen,hällitama
1222,zudecken::V,toedekken,kaanetama
1223,zudecken::V,toedekken,kinni katma
1224,wecken::V,wekken,äratama
1225,zeigen::V,tonen,näitama
1226,zeigen::V,wijzen,näitama
1227,führen::V,voeren,juhatama
1228,lehren::V,leren,õpetama
1229,unterrichten::V,onderwijzen,õpetama
1230,aufziehen::V,grootbrengen,üles kasvatama
1231,leiten::V,leiden,juhtima
1232,antreiben::V,aandrijven,ergutama
1233,lassen::V,laten,laskma
1234,einladen::V,uitnodigen,kutsuma
1235,vereinigen::V,verenigen,ühendama
1236,besuchen::V,bezoeken,külastama
1237,treffen::V,treffen,kohtama
1238,treffen::V,ontmoeten,kohtama
1239,sich versammeln::V,zich verzamelen,kogunema
1240,spielen::V,spelen,mängima
1241,singen::V,zingen,laulma
1242,tanzen::V,dansen,tantsima
1243,sich trennen::V,van elkaar gaan,lahku minema
1244,verlassen::V,verlaten,maha jätma
1245,retten::V,redden,päästma
1246,bewachen::V,bewaken,valvama
1247,schützen::V,beschermen,kaitsma
1248,verteidigen::V,verdedigen,kaitsma
1249,sich schlagen::V,knokken,kaklema
1250,schießen::V,schieten,tulistama
1251,siegen::V,overwinnen,võitma
1252,ärgern::V,ergeren,ärritama
1253,ärgern::V,ergeren,vihastama
1254,schlagen::V,slaan,lööma
1255,treten::V,trappen,sõtkuma
1256,treten::V,schoppen,sõtkuma
1257,stechen::V,steken,pistma
1258,stechen::V,steken,torkama
1259,stechen::V,prikken,pistma
1260,stechen::V,prikken,torkama
1261,stoßen::V,stoten,tõukama
1262,stehlen::V,stelen,varastama
1263,stören::V,storen,segama
1264,stören::V,storen,häirima
1265,stören::V,verstoren,segama
1266,stören::V,verstoren,häirima
1267,belästigen::V,lastig vallen,ahistama
1268,verbergen::V,verbergen,peitma
1269,verbergen::V,verbergen,varjama
1270,täuschen::V,misleiden,petma
1271,täuschen::V,misleiden,tüssama
1272,betrügen::V,bedriegen,petma
1273,betrügen::V,bedriegen,tüssama
1274,betrügen::V,bedriegen,truudust murtma
1275,töten::V,doden,tapma
1276,töten::V,doden,surmama
1277,wohnen::V,wonen,elama
1278,arbeiten::V,werken,töötama
1279,sammeln::V,inzamelen,koguma
1280,sammeln::V,inzamelen,korjama
1281,sammeln::V,verzamelen,koguma
1282,sammeln::V,verzamelen,korjama
1283,pflücken::V,plukken,noppima
1284,jagen::V,jagen,jahtima
1285,fischen::V,vissen,kalastama
1286,fischen::V,vissen,kala püüdma
1287,fassen::V,vangen,püüdma
1288,hüten::V,hoeden,karjatama
1289,treiben::V,drijven,ajama
1290,anbinden::V,vastbinden,kinni siduma
1291,füttern::V,voeren,söötma
1292,melken::V,melken,lüpsma
1293,hacken::V,hakken,raiuma
1294,hacken::V,hakken,lõhkuma
1295,gießen::V,gieten,kastma
1296,reifen::V,rijpen,valmima
1297,zubereiten::V,klaarmaken,valmistama
1298,zubereiten::V,toebereiden,valmistama
1299,kochen::V,koken,keetma
1300,backen::V,bakken,küpsetama
1301,braten::V,braden,praadima
1302,umrühren::V,omroeren,segama
1303,stricken::V,breien,kuduma
1304,nähen::V,naaien,õmblema
1305,färben::V,verven,värvima
1306,färben::V,kleuren,värvima
1307,reinigen::V,reinigen,puhastama
1308,waschen::V,wassen,pesema
1309,abwischen::V,afvegen,puhtaks pühkima
1310,spülen::V,spoelen,uhtma
1311,spülen::V,afwassen,uhtma
1312,fegen::V,vegen,pühkima
1313,kehren::V,vegen,pühkima
1314,baden::V,baden,suplema
1315,baden::V,baden,kümblema
1316,sich waschen::V,zich wassen,end pesema
1317,ausziehen::V,uittrekken,käest võtma
1318,ausziehen::V,uittrekken,jalast võtma
1319,ausziehen::V,uittrekken,seljast võtma
1320,anziehen::V,aantrekken,jalga panema
1321,sich anziehen::V,zich aankleden,riietuma
1322,kämmen::V,kammen,kammima
1323,schmücken::V,tooien,kaunistama
1324,sagen::V,zeggen,ütlema
1325,sprechen::V,spreken,rääkima
1326,sprechen::V,spreken,kõnelema
1327,reden::V,praten,kõnelema
1328,sich unterhalten::V,zich onderhouden,vestlema
1329,fragen::V,vragen,küsima
1330,bitten::V,vragen,paluma
1331,bitten::V,verzoeken,paluma
1332,erzählen::V,vertellen,jutustama
1333,mitteilen::V,meedelen,teatama
1334,mitteilen::V,meedelen,teada andma
1335,nennen::V,noemen,nimetama
1336,rufen::V,roepen,kutsuma
1337,prahlen::V,pralen,hooplema
1338,übersetzen::V,vertalen,tõlkima
1339,denken::V,denken,mõtlema
1340,glauben::V,geloven,uskuma
1341,bemerken::V,bemerken,märkama
1342,erkennen::V,herkennen,ära tundma
1343,begreifen::V,begrijpen,aru saama
1344,verstehen::V,verstaan,mõistma
1345,lernen::V,leren,õppima
1346,wissen::V,weten,teadma
1347,sich erinnern an::V,zich herinneren aan,mäletama
1348,vergessen::V,vergeten,unustama
1349,messen::V,meten,mõõtma
1350,zählen::V,tellen,loendama
1351,rechnen::V,rekenen,arvutama
1352,lesen::V,lezen,lugema
1353,malen::V,schilderen,maalima
1354,zeichnen::V,tekenen,joonistama
1355,schreiben::V,schrijven,kirjutama
1356,besitzen::V,bezitten,omama
1357,kaufen::V,kopen,ostma
1358,verkaufen::V,verkopen,müüma
1359,bezahlen::V,betalen,tasuma
1360,zahlen::V,betalen,maksma
1361,beherrschen::V,beheersen,valitsema
1362,ertragen::V,verdragen,taluma
