,Concept_ID,bn,mn
82,Funke::N,স্ফুলিঙ্গ,оч
83,Feuer::N,অগ্নি,гал
84,Licht::N,আলো,гэрэл
85,Licht::N,আলো,гэгээ
86,Schatten::N,ছায়া,сүүдэр
87,Wetter::N,আবহাওয়া,тэнгэр
88,Wetter::N,আবহাওয়া,цаг уур
89,Nebel::N,কুহেলিকা,будан
90,Wolke::N,মেঘ,үүл
91,Regen::N,বৃষ্টি,бороо
92,Schnee::N,তুষার,цас
93,Eis::N,বরফ,мөс
94,Frost::N,তুষার,хүйт
95,Kälte::N,শৈত্য,хүйт
96,Hitze::N,তাপ,халуун
97,Raureif::N,তুহিন,цан
98,Raureif::N,তুহিন,хяруу
99,Regenbogen::N,রামধনু,солонго
100,Donner::N,বজ্রধ্বনি,тэнгэрийн дуу
101,Strömung::N,স্রোত,урсгал
102,Tropfen::N,ফোঁটা,дусал
103,Schaum::N,ফেনা,хөөс
104,Schmutz::N,ধুলা,хир
105,Schmutz::N,ধুলা,шавхай
106,See::N,হ্রদ,нуур
107,Sumpf::N,জলা,намаг
108,Sumpf::N,জলা,балчиг
109,Moor::N,মাঠ,хүлрийн намаг
110,Wiese::N,তৃণভূমি,нуга
111,Wald::N,বন,ой
112,Hügel::N,পাহাড়,болдог
113,Anhöhe::N,টিলা,гүвээ
114,Berg::N,পর্বত,уул
115,Gipfel::N,শীর্ষ,орой
116,Gipfel::N,শীর্ষ,оргил
117,Höhle::N,গুহা,агуй
118,Abhang::N,ঢাল,хүр
119,Quelle::N,উৎস,булаг
120,Bach::N,ক্ষুদ্র নদী,горхи
121,Fluss::N,নদী,гол
122,Fluss::N,নদী,мөрөн
123,Ufer::N,উপকূল,эрэг
124,Küste::N,তীর,эрэг
125,Festland::N,ভূমি,хуурай газар
126,Meer::N,সমুদ্র,далай
127,Meer::N,সমুদ্র,тэнгис
128,Bucht::N,উপসাগর,булан
129,Bucht::N,উপসাগর,далайн тохой
130,Insel::N,দ্বীপ,арал
131,Blume::N,ফুল,цэцэг
132,Gras::N,ঘাস,өвс
133,Gras::N,ঘাস,ногоо
134,Wurzel::N,শিকড়,үндэс
135,Baum::N,গাছ,мод
136,Stamm::N,স্কন্ধ,иш
137,Stamm::N,স্কন্ধ,гуалин
138,Rinde::N,বল্কল,холтос
139,Ast::N,শাখা,гишүү
140,Zweig::N,ডাল,салаа
141,Blatt::N,পর্ণ,навч
142,Birke::N,ভুর্জ,хус
143,Kiefer[Baum]::N,পাইন গাছ,нарс
144,Weide[Baum]::N,উইলো,уд
145,Weide[Baum]::N,উইলো,бургас
146,Tanne::N,দেবদারূ গাছ,гачуур
147,Horn::N,শিং,эвэр
148,Feder::N,পালক,өд
149,Fell::N,রোম,арьс
150,Flügel::N,ডানা,жигүүр
151,Flügel::N,ডানা,далавч
152,Klaue::N,নখর,савар
153,Klaue::N,নখর,хумс
154,Kralle::N,নখর,савар
155,Schwanz::N,লেজ,сүүл
156,Ei::N,ডিম,өндөг
157,Nest::N,কুলায়,үүр
158,Bau::N,ডেরা,нүх
159,Bau::N,ডেরা,элүү
160,Tier::N,জন্তু,амьтан
161,Tier::N,জন্তু,адгуус
162,Herde::N,ঝাঁক,сүрэг
163,Kuh::N,গোরু,үнээ
164,Bulle::N,বৃষ,бух
165,Pferd::N,ঘোড়া,морь
166,Pferd::N,ঘোড়া,адуу
167,Schaf::N,ভেড়া,хонь
168,Schwein::N,শূকর,гахай
169,Hund::N,কুকুর,нохой
170,Katze::N,বেড়াল,муур
171,Katze::N,বেড়াল,мигуй
172,Bär::N,ভল্লুক,баавгай
173,Eichhörnchen::N,কাঠবিড়াল,хэрэм
174,Elch::N,হরিণবিশেষ,хандгай
175,Fuchs::N,পাঁতিশিয়াল,үнэг
176,Hase::N,শশক,туулай
177,Maus::N,নেংটি ইঁদুর,хулгана
178,Wolf::N,নেকড়ে,чоно
179,Vogel::N,পক্ষী,шувуу
180,Schwarm::N,ঝাঁক,сүрэг
181,Huhn::N,মোরগ,тахиа
182,Hahn::N,কুক্কুট,эр тахиа
183,Gans::N,হংসী,галуу
184,Adler::N,ইগল,бүргэд
185,Ente::N,হংসী,нугас
186,Eule::N,পেচক,ууль
187,Kranich::N,সারস,тогоруу
188,Krähe::N,কাক,хэрээ
189,Kuckuck::N,কোকিল,хөхөө
190,Schwan::N,মরাল,хун
191,Fisch::N,মাছ,загас
192,Barsch::N,মৎন্যবিশেষ,алгана
193,Hecht::N,বানমাছ,цурхай
194,Schlange[Tier]::N,সর্প,могой
195,Wurm::N,কীট,өт
196,Wurm::N,কীট,хорхой
197,Spinne::N,মাকড়সা,аалз
198,Ameise::N,পিপীলিকা,шоргоолж
199,Laus::N,উকুন,бөөс
200,Mücke::N,মশা,шумуул
201,Fliege::N,মাছি,ялаа
202,Schmetterling::N,প্রজাপতি,эрвээхэй
203,Beere::N,বেরি,жимсгэнэ
204,Apfel::N,আপেল,алим
205,Pilz::N,ছত্রক,мөөг
206,Zwiebel::N,পিয়াজ,сонгино
207,Saat::N,বীজ,тариа
208,Korn::N,শস্য,үр
209,Korn::N,শস্য,мөхлөг
210,Heu::N,খড়,өвс
211,Schale::N,খোসা,хальс
212,Grube::N,গর্ত,алам
213,Grube::N,গর্ত,нүх
214,Falle::N,ফাঁদ,хавх
215,Falle::N,ফাঁদ,занга
216,Schlinge::N,পাশ,урхи
217,Spur::N,চিহ্ন,мөр
218,Asche::N,ভস্ম,үнс
219,Dreck::N,ময়লা,хир
220,Eisen::N,লোহা,төмөр
221,Gold::N,স্বর্ণ,алт
222,Silber::N,রৌপ্য,мөнгө
223,Kohle::N,অঙ্গার,нүүрс
224,Glas::N,কাচ,шил
225,Lehm::N,মৃত্তিকা,шавар
226,Sand::N,বালি,элс
227,Mensch::N,নর,хүн
228,Mensch::N,মানুষ,хүн
229,Mann::N,মানুষ,эр
230,Mann::N,মানুষ,эрэгтэй
231,Frau::N,নারী,эмэгтэй
232,Frau::N,নারী,хатагтай
233,Kind::N,বাচ্চা,хүүхэд
234,Junge::N,ছেলে,хүү
235,Mädchen::N,মেয়ে,охин
236,Mädchen::N,মেয়ে,бүсгүй
237,Familie::N,পরিবার,айл
238,Großvater::N,মাতামহ,өвгөн аав
239,Großmutter::N,মাতামহী,эмэг эх
240,Großmutter::N,মাতামহী,эмгээ
241,Eltern::N,মাতাপিতা,эцэг эх
242,Vater::N,পিতা,аав
243,Vater::N,পিতা,эцэг
244,Mutter::N,মাতা,эх
245,Mutter::N,মাতা,ээж
246,Sohn::N,ছেলে,хүү
247,Tochter::N,মেয়ে,охин
248,Bruder::N,দাদা,ах
249,Bruder::N,দাদা,дүү
250,Schwester::N,বোন,эгч
251,Schwester::N,বোন,охин дүү
252,Schwester::N,দিদি,эгч
253,Schwester::N,দিদি,охин дүү
254,Onkel::N,মামা,авга ах
255,Onkel::N,মামা,нагац ах
256,Tante::N,মাসী,авга эгч
257,Tante::N,মাসী,нагац эгч
258,Ehemann::N,স্বামী,нөхөр
259,Ehefrau::N,পত্নী,эхнэр
260,Ehefrau::N,পত্নী,гэргий
261,Freude::N,উল্লাস,баяр
262,Freude::N,উল্লাস,баясгалан
263,Gelächter::N,হাসি,инээдэм
264,Glück::N,সুখ,жаргалан
265,Kummer::N,দুঃখ,гаслан
266,Wunsch::N,আকাঙ্ক্ষা,ерөөл
267,Lust::N,বাসনা,дур
268,Lust::N,বাসনা,хүсэл
269,Geist::N,আত্না,оюун
270,Gedanke::N,চিন্তা,сэтгэл
271,Gedächtnis::N,স্মরণশক্তি,ой
272,Gedächtnis::N,স্মরণশক্তি,цээж
273,Verstand::N,মন,ухаан
274,Sinn::N,পদার্থ,утга
275,Grund::N,কারণ,учир
276,Wahrheit::N,সত্য,үнэн
277,Gespräch::N,কথাবার্তা,яриа
278,Märchen::N,রূপকথা,явган үлгэр
279,Erzählung::N,গল্প,тууж
280,Nachricht::N,তথ্য,мэдээ
281,Neuigkeit::N,খবরাখবর,сонин
282,Name::N,নাম,нэр
283,Rätsel::N,ধাঁধা,оньсого
284,Rede::N,বক্তৃতা,хэлсэн үг
285,Sprache::N,ভাষা,хэл
286,Stimme::N,স্বর,дуу
287,Wort::N,শব্দ,үг
288,Zeichen::N,প্রতীক,тамга
289,Zeichen::N,প্রতীক,тэмдэг
290,Ruf::N,ডাক,дуудлага
291,Lärm::N,হৈচৈ,шуугиан
292,Lärm::N,হৈচৈ,чимээ
293,Laut::N,ধ্বনি,анир
294,Laut::N,ধ্বনি,дуу
295,Ton::N,স্বর,авиа
296,Ton::N,স্বর,аялгуу
297,Lied::N,গান,дуу
298,Ruhe::N,শান্তি,энх
299,Ruhe::N,শান্তি,тайван
300,Leute::N,প্রজাপুঞ্জ,хүмүүс
301,Volk::N,জাতি,улс
302,Arbeit::N,চাকরি,ажил
303,Arbeit::N,চাকরি,хөдөлмөр
304,Gast::N,অতিথি,зочин
305,Gast::N,অতিথি,айлчин
306,Geschenk::N,উপহার,бэлэг
307,Spiel::N,খেলা,наадам
308,Spiel::N,খেলা,тоглоом
309,Gesellschaft::N,সঙ্গিগণ,хамт байх
310,Hilfe::N,সাহায্য,тусламж
311,Freund::N,বন্ধু,найз
312,Freund::N,বন্ধু,нөхөр
313,Kamerad::N,সঙ্গী,хань
314,Kamerad::N,সঙ্গী,нөхөр
315,Angelegenheit::N,বিষয়,хэрэг
316,Anzahl::N,পরিমাণ,тоо
317,Art::N,রকম,төрөл
318,Art::N,রকম,янз
319,Stück::N,টুকরো,хэсэг
320,Teil::N,অংশ,хувь
321,Teil::N,অংশ,хэсэг
322,Hälfte::N,অর্ধেক,хагас
323,Kreis::N,বৃত্ত,тойрог
324,Kreis::N,বৃত্ত,хүрээ
325,Kreuz::N,ক্রুশ,загалмай
326,Linie::N,রেখা,шугам
327,Strich::N,কষি,зураас
328,Abstand::N,ফাঁক,зай
329,Entfernung::N,ব্যবধান,зай
330,Entfernung::N,ব্যবধান,хол ойр
331,Gegend::N,ক্ষেত্র,хавь
332,Gegend::N,ক্ষেত্র,газар
333,Platz::N,জায়গা,зай
334,Platz::N,জায়গা,завсар
335,Ort::N,স্থান,газар
336,Ort::N,স্থান,байр
337,Seite::N,পার্শ্ব,тал
338,Seite::N,পার্শ্ব,этгээд
339,Mitte::N,মধ্য,төв
340,Mitte::N,মধ্য,дунд
341,Gegenstand::N,জিনিস,юм
342,Sache::N,বস্তু,үйл
343,Sache::N,বস্তু,хэрэг
344,Rand::N,কানা,зах
345,Rand::N,কানা,хөвөө
346,Kante::N,ধার,ирмэг
347,Ecke::N,কোণ,өнцөг
348,Spitze::N,ডগা,үзүүр
349,Ende::N,প্রান্ত,зах
350,Ende::N,প্রান্ত,үзүүр
351,Loch::N,গর্ত,цоорхой
352,Loch::N,গর্ত,онгорхой
353,Winkel::N,কোণ,өнцөг
354,Muster::N,নমুন্,хээ
355,Muster::N,নমুন্,угалз
356,Größe::N,আয়তন,хэмжээ
357,Länge::N,দৈর্ঘ্য,урт
358,Höhe::N,উচ্চতা,өндөр
359,Gewicht::N,ওজন,жин
360,Menge::N,পরিমাণ,тоо
361,Haufen::N,পুঞ্জ,бөөн
362,Reihe::N,শ্রেণী,эгнээ
363,Boot::N,নৌকা,завь
364,Ruder::N,দাঁড়,сэлүүр
365,Schlitten::N,স্নেজ্-গাড়ি,чарга
366,Ski::N,শী,цана
367,Lagerfeuer::N,অগ্নি,түүдэг
368,Last::N,বোঝা,ачаа
369,Gang::N,হণ্টন,явдал
370,Schritt::N,পদ,алхам
371,Norden::N,উত্তরদিক্,умар
372,Süden::N,দক্ষিণদিক,урд
373,Süden::N,দক্ষিণদিক,өмнө
374,Westen::N,পশ্চিমদিক্,өрнө
375,Westen::N,পশ্চিমদিক্,баруун
376,Osten::N,পূর্বদিক,зүүн
377,Osten::N,পূর্বদিক,дорно
378,Holz::N,কাঠ,мод
379,Brett::N,তক্তা,банз
380,Platte::N,ফলক,хавтан
381,Stütze::N,নাগদণ্ড,тулгуур
382,Stütze::N,নাগদণ্ড,тулга
383,Stange::N,দণ্ড,сургааг
384,Stock::N,ছড়ি,саваа
385,Stab::N,যষ্টি,таяг
386,Rohr::N,নল,хоолой
387,Haus::N,ঘর,гэр
388,Haus::N,ঘর,байшин
389,Heim::N,বাসা,гэр
390,Ofen::N,স্টোভ্,зуух
391,Ofen::N,স্টোভ্,пийшин
392,Fußboden::N,গহতল,шал
393,Tisch::N,মেজ,ширээ
394,Tisch::N,টেবিল,ширээ
395,Stuhl::N,চেয়ার,сандал
396,Stuhl::N,কেদারা,сандал
397,Wiege::N,দোলনা,өлгий
398,Bett::N,শয্যা,ор
399,Regal::N,তাক,тавиур
400,Kiste::N,বাক্স,авдар
401,Kiste::N,বাক্স,хайрцаг
402,Fenster::N,জানালা,гэгээвч
403,Tür::N,দ্বার,үүд
404,Tür::N,দ্বার,хаалга
405,Tor::N,দ্বার,хаалга
406,Zaun::N,বেড়া,хашаа
407,Dach::N,ছাদ,дээвэр
408,Leiter::N,মই,шат
409,Besen::N,গুল্মবিশেষ,хамуур
410,Besen::N,গুল্মবিশেষ,туужуу
411,Spaten::N,কোদাল,хүрз
412,Schaufel::N,বেলচা,хүрз
413,Gabel::N,কাঁটা,сэрээ
414,Löffel::N,চামচ,халбага
415,Messer::N,ছুরি,хутга
416,Nagel::N,পেরেক,хадаас
417,Netz::N,জাল,өөш
418,Netz::N,জাল,тор
419,Haken::N,কাচি,гох
420,Griff::N,হাতল,иш
421,Griff::N,হাতল,сэнж
422,Schloss::N,তালা,цуурга
423,Schloss::N,তালা,цоож
424,Bild::N,ছবি,зураг
425,Bild::N,চিত্র,зураг
426,Figur::N,আকার,баримал
427,Puppe::N,পুতুল,хүүхэлдэй
428,Beutel::N,বটুয়া,агсаа
429,Beutel::N,বটুয়া,уут
430,Bündel::N,আঁটি,боодол
431,Tasche::N,থলি,цүнх
432,Eimer::N,বাল্তি,хөнөг
433,Eimer::N,বাল্তি,хувин
434,Deckel::N,আবরণ,таг
435,Deckel::N,আবরণ,хавхаг
436,Geschirr::N,থালা-বাসন,сав суулга
437,Sack::N,বস্তা,шуудай
438,Tasse::N,কাপ,аяга
439,Topf::N,পাত্র,тогоо
440,Kessel::N,কেটলি,тогоо
441,Essen::N,আহার,идээ
442,Nahrung::N,খাদ্য,хүнс
443,Speise::N,খাদ্য,идээ
444,Fleisch::N,মাংস,мах
445,Getreide::N,শস্য,будаа
446,Brei::N,মণ্ড,богшмол
447,Brei::N,মণ্ড,будаа
448,Brot::N,রুটি,талх
449,Scheibe::N,ফালি,зүсэм
450,Scheibe::N,ফালি,хэрчим
451,Fett::N,মেদ,өөх
452,Butter::N,মাখন,тос
453,Öl::N,তৈল,тос
454,Salz::N,নুন,давс
455,Suppe::N,শুরুয়া,шөл
456,Honig::N,মধু,бал
457,Milch::N,দুধ,сүү
458,Tee::N,চা,цай
459,Leder::N,পাকা চামড়া,арьс
460,Leder::N,পাকা চামড়া,савхи
461,Wolle::N,পশম,ноос
462,Wolle::N,পশম,унгас
463,Stoff::N,বস্ত্র,бөс
464,Nadel::N,সুচ,зүү
465,Faden::N,সূত্র,боолт
466,Faden::N,সূত্র,утас
467,Knopf::N,বোতাম,товч
468,Knoten::N,গিঁট,зангилаа
469,Farbe::N,রং,будаг
470,Kleidung::N,কাপড়,хувцас
471,Hemd::N,শার্ট,цамц
472,Kragen::N,গলবন্ধ,зах заам
473,Ärmel::N,আস্তিন্,ханцуй
474,Hose::N,ট্রাউজার,өмд
475,Gürtel::N,কটিবন্ধ,бүс
476,Mütze::N,টুপি,малгай
477,Mütze::N,টুপি,бүрх
478,Schuh::N,জুতো,туфли
479,Stiefel::N,বুট,гутал
480,Ring::N,আংটি,бөгж
481,Band::N,ফিতা,тууз
482,Kamm::N,চিরুনি,сам
483,Spiegel::N,আয়না,толь
484,Riemen::N,চাবুক,тасам
485,Riemen::N,চাবুক,сур
486,Schnur::N,দড়ি,татлага
487,Leine::N,শিকল,оосор
488,Decke::N,কম্বল,хөнжил
489,Decke::N,কম্বল,хучлага
490,Kissen::N,উপাধান,дэр
491,Tuch::N,বস্ত্র,алчуур
492,Tuch::N,বস্ত্র,даавуу
493,Handtuch::N,তোয়ালে,алчуур
494,Kraft::N,জোর,чадал
495,Kraft::N,জোর,хүч
496,Stärke::N,শক্তি,эрч
497,Stärke::N,শক্তি,тэнхээ
498,Gesundheit::N,স্বাস্থ্য,бие
499,Gesundheit::N,স্বাস্থ্য,эрүүл мэнд
500,Krankheit::N,অসুখ,эмгэг
501,Krankheit::N,ব্যামো,эмгэг
502,Schmerz::N,যন্ত্রণা,өвчин
503,Wunde::N,ক্ষত,шарх
504,Fieber::N,জ্বর,халуун
505,Arznei::N,ঔষধ,эм
506,Brücke::N,সেতু,гүүр
507,Brunnen::N,কূপ,худаг
508,Weide::N,পশুচারণভূমি,бэлчээр
509,Pfad::N,পথ,жим
510,Pfad::N,পথ,зөрөг
511,Weg::N,পথ,зам
512,Weg::N,পথ,харгуй
513,Straße::N,রাস্তা,зам
514,Straße::N,রাস্তা,харгуй
515,Dorf::N,গ্রাম,тосгон
516,Dorf::N,গ্রাম,гацаа
517,Stadt::N,শহর,хот
518,Brief::N,চিঠি,захидал
519,Brief::N,চিঠি,захиа
520,Buch::N,বই,ном
521,Buch::N,বই,бичиг
522,Buchstabe::N,অক্ষর,үсэг
523,Zeitung::N,সংবাদপত্র,сонин
524,Leben::N,জীবন,амь
525,Leben::N,জীবন,амьдрал
526,Tod::N,মৃত্যু,үхэл
527,Grab::N,কবর,булш
528,Kirche::N,গির্জা,сүм
529,Sünde::N,পাপ,нүгэл
530,Sünde::N,পাপ,хилэнц
531,Gott::N,দেবতা,бурхан
532,Arbeiter::N,শ্রমিক,ажилчин
533,Arbeiter::N,শ্রমিক,хөдөлмөрчин
534,Chef::N,নেতা,дарга
535,Meister::N,ব্যক্তি,дархан
536,Arzt::N,চিকিৎসক,эмч
537,Lehrer::N,অধ্যাপক,багш
538,Geld::N,মুদ্রা,цаас
539,Geld::N,মুদ্রা,мөнгө
540,Geld::N,টাকাপয়সা,цаас
541,Geld::N,টাকাপয়সা,мөнгө
542,Geschäft::N,ব্যস্ততা,наймаа
543,Laden::N,দোকান,дэлгүүр
544,Preis::N,মূল্য,үнэ
545,Ware::N,পণ্যদ্রব্য,таваар
546,Ware::N,পণ্যদ্রব্য,бараа
547,Nutzen::N,সুবিধা,ашиг
548,Reichtum::N,ধনদৌলত,баялаг
549,Welt::N,জগৎ,дэлхий
550,Welt::N,জগৎ,орчлон
551,Land::N,খেত,улс
552,Land::N,খেত,орон
553,Staat::N,রাষ্ট্র,төр
554,Staat::N,রাষ্ট্র,гүрэн
555,König::N,রাজা,ван
556,Macht::N,প্রভাব,засаг
557,Grenze::N,সীমা,хил
558,Krieg::N,যুদ্ধ,дайн
559,Feind::N,শত্রু,дайсан
560,Gewalt::N,জোর,хүчирхэх
561,Kampf::N,লড়াই,тэмцэл
562,Kampf::N,লড়াই,байлдаан
563,Bogen[Waffe]::N,ধনুক,нум
564,Pfeil::N,বাণ,годил
565,Pfeil::N,বাণ,сум
566,Gewehr::N,বন্দুক,буу
567,Fehler::N,ভুল,эндэл
568,Fehler::N,ভুল,алдаа
569,Lüge::N,মিথ্যা,худал
570,Schaden::N,ক্ষতি,хор
571,Schaden::N,ক্ষতি,хөнөөл
572,Unglück::N,দুর্ভাগ্য,гай
573,Unglück::N,দুর্ভাগ্য,гамшиг
574,Schuld::N,অপরাধ,гэм
575,Schuld::N,অপরাধ,буруу
576,Alter::N,আয়ু,нас
577,Schluss::N,শেষ,эцэс
578,Schluss::N,শেষ,төгсгөл
579,Zeit::N,সময়,цаг
580,Tag::N,দিন,өдөр
581,Morgen::N,সকাল,өглөө
582,Mittag::N,মধ্যাহু,үд
583,Abend::N,সন্ধ্যা,үдэш
584,Nacht::N,রাত্রি,шөнө
585,Woche::N,সপ্তাহ,долоо хоног
586,Monat::N,মাস,сар
587,Jahr::N,সৌরবর্ষ,жил
588,Frühling::N,বসন্তকাল,хавар
589,Sommer::N,গ্রীষ্মকাল,зун
590,Herbst::N,শরংঋতু,намар
591,Winter::N,শীতকাল,өвөл
592,Januar::N,জানুয়ারী,нэгдүгээр сар
593,Februar::N,ফেব্রুয়ারী,хоёрдугаар сар
594,März::N,মার্চ,гуравдугаар сар
595,April::N,এপ্রিল,дөрөвдүгээр сар
596,Mai::N,মে,тавдугаар сар
597,Juni::N,জুন,зургаадугаар сар
598,Juli::N,জুলাই,долдугаар сар
599,August::N,অগাস্ট,наймдугаар сар
600,September::N,সেপ্টেম্বর,есдүгээр сар
601,Oktober::N,অক্টোবর,аравдугаар сар
602,November::N,নভেম্বর,арван нэгдүгээр сар
603,Dezember::N,ডিসেম্বর,арван хоёрдугаар сар
604,Montag::N,সোমবার,даваа
605,Dienstag::N,মঙ্গলবার,мягмар
606,Mittwoch::N,বুধবার,лхагва
607,Donnerstag::N,বৃহম্পতিবার,пүрэв
608,Freitag::N,শুক্রবার,баасан
609,Samstag::N,শনিবার,бямба
610,Sonntag::N,রবিবার,ням
611,groß::A,বৃহৎ,их
612,groß::A,বৃহৎ,том
613,klein::A,ছোট,бага
614,klein::A,ছোট,жаахан
615,lang::A,দীর্ঘ,урт
616,kurz::A,খর্ব,охор
617,kurz::A,খর্ব,богино
618,kurz::A,হ্রস্ব,охор
619,kurz::A,হ্রস্ব,богино
620,breit::A,চওড়া,өргөн
621,schmal::A,সরু,уйтан
622,schmal::A,সরু,нарийн
623,dicht::A,ঘন,нягт
624,dicht::A,ঘন,чигжүү
625,dick[Gegenstand]::A,পুরু,зузаан
626,dünn::A,কৃশ,нимгэн
627,fein::A,সূক্ষ্ম,нарийн
628,fest::A,দৃঢ়,бөх
629,fest::A,দৃঢ়,хатуу
630,flach::A,সমতল,хавтгай
631,glatt::A,মসৃণ,цагаан
632,hart::A,শক্ত,хатуу
633,weich::A,নরম,зөөлөн
634,rund::A,গোলাকার,дугуй
635,rund::A,গোলাকার,дугариг
636,spitz::A,তীক্ষ্ন,шовх
637,spitz::A,তীক্ষ্ন,шовгор
638,scharf::A,শাণিত,хурц
639,scharf::A,শাণিত,иртэй
640,stumpf::A,ভোঁতা,мохоо
641,schwer::A,ভারী,хүнд
642,schön::A,সুন্দর,гуа
643,schön::A,সুন্দর,сайхан
644,heiß::A,গরম,халуун
645,warm::A,ঈষদুষ্ণ,дулаан
646,kalt::A,ঠাণ্ডা,хүйтэн
647,kühl::A,শীতল,сэрүүн
648,frisch::A,তাজা,эрүүл
649,frisch::A,তাজা,жихүүн
650,feucht::A,ভিজা,чийгтэй
651,nass::A,ভিজা,нойтон
652,trocken::A,শুষ্ক,хатсан
653,voll::A,পূর্ণ,дүүрэн
654,leer::A,খালি,хоосон
655,offen::A,খোলা,онгорхой
656,geschlossen::A,বন্ধ,битүү
657,geschlossen::A,বন্ধ,хаалтай
658,sauber::A,নির্মল,цэвэр
659,sauber::A,নির্মল,хиргүй
660,schmutzig::A,নোংরা,бохир
661,schmutzig::A,নোংরা,хиртэй
662,roh::A,কাঁচা,түүхий
663,reif::A,পাকা,болсон
664,lecker::A,সুস্বাদ,амттай
665,süß::A,মিষ্ট,амттай
666,süß::A,মিষ্ট,чихэрлэг
667,bitter::A,তিক্ত,гашуун
668,sauer::A,টক,эсгэлэн
669,hell::A,উজ্জ্বল,гэгээн
670,hell::A,উজ্জ্বল,гэрэлтэй
671,dunkel::A,অন্ধকারময়,бараан
672,dunkel::A,অন্ধকারময়,харанхуй
673,schwarz::A,কালো,хар
674,weiß::A,সাদা,цагаан
675,rot::A,লাল,улаан
676,gelb::A,হলদে,шар
677,blau::A,নীল,хөх
678,blau::A,নীল,цэнхэр
679,grün::A,সবুজ,ногоон
680,grau::A,ছাই-রঙা,орог
681,grau::A,ছাই-রঙা,саарал
682,bunt::A,রঙিন,эрээн
683,billig::A,সস্তা,хямд
684,teuer::A,আক্রা,үнэтэй
685,wertvoll::A,মহার্ঘ,үнэт
686,blind::A,কানা,сохор
687,taub::A,বধির,чих хатуу
688,kräftig::A,বিশাল,чийрэг
689,stark::A,শক্তিশালী,хүчтэй
690,stark::A,শক্তিশালী,чадалтай
691,schwach::A,দুর্বল,сул
692,fett::A,মোটা,тарган
693,fett::A,মোটা,голигор
694,schlank::A,কৃশ,голшиг
695,hübsch::A,সুন্দর,сайхан
696,hübsch::A,সুন্দর,хөөрхөн
697,böse::A,খারাপ,муу
