,Concept_ID,sah,xal
745,hinauf::ADV,үөһэ,деер
746,überall::ADV,бэйдиэ,альд болв чигн
747,nicht::ADV,буолбатах,эс
748,nicht::ADV,буолбатах,биш
749,nicht::ADV,буолбатах,бичә
750,ein wenig::ADV,кыратык,баахн
751,ein wenig::ADV,кыратык,баахнар
752,kaum::ADV,нэһиилэ,әрә
753,sehr::ADV,бэрт,йир
754,sehr::ADV,наһаа,йир
755,so::ADV,оччо,иигҗ
756,so::ADV,оннук,иигҗ
757,noch::ADV,өссө,ода чигн
758,nur::ADV,эрэ,һанцхн
759,nur::ADV,сыччах,һанцхн
760,schon::ADV,бэлиэр,одх
761,wieder::ADV,эмиэ,бас
762,vergebens::ADV,таак,киидән
763,vor::PRP,иннигэр,урд
764,hinter::PRP,кэлин,ца
765,unter::PRP,-ҕа,дор
766,unter::PRP,оһох түгэҕэ,дор
767,durch::PRP,курдары,ивт
768,durch::PRP,курдары,дундаһур
769,neben::PRP,аттыгар,хаҗуд
770,zwischen::PRP,ыккардынан,хоорнд
771,wegen::PRP,уҥуортан,көлтә
772,wegen::PRP,уҥуортан,деерәс
773,dies::PRN,ити,эн
774,dies::PRN,бу,эн
775,das::PRN,били,тер
776,alles::PRN,барыта,цуһар
777,ich::PRN,мин,би
778,du::PRN,эн,чи
779,er::PRN,кнни,тер
780,wir::PRN,биһиги,мадн
781,ihr::PRN,эһиги,та
782,sie::PRN,кинилэр,тедн
783,was::FPRN,туох,юн
784,wer::FPRN,ким,кен
785,wo::FADV,ханна,хама
786,wohin::FADV,ханна,хамаран
787,wie::FADV,хайдах,яһҗ
788,wie::FADV,хайдах,яһад
789,warum::FADV,тоҕо,юңгад
790,wieviel::FNUM,төһө,кедү
791,eins::NUM,биир,негн
792,zwei::NUM,икки,хойр
793,drei::NUM,үс,һурвн
794,vier::NUM,түөрт,дөрвн
795,fünf::NUM,биэс,тавн
796,sechs::NUM,алта,зурһан
797,sieben::NUM,сэттэ,долан
798,acht::NUM,аҕыс,нәәмн
799,neun::NUM,тоҕус,йисн
800,zehn::NUM,уон,арвн
801,elf::NUM,уон биир,арвн негн
802,zwölf::NUM,уон икки,арвн хойр
803,zwanzig::NUM,сүүрбэ,хөрн
804,dreißig::NUM,отут,һучн
805,vierzig::NUM,түөрт уон,дөчн
806,fünfzig::NUM,биэс уон,тәвн
807,sechzig::NUM,алта уон,җирн
808,siebzig::NUM,сэттэ уон,далн
809,achtzig::NUM,аҕыс уон,найн
810,neunzig::NUM,тоҕус уонус,йирн
811,hundert::NUM,сүүс,зун
812,tausend::NUM,тыһыынча,миңһн
813,und::CNJ,да,болн
814,und::CNJ,уонна,болн
815,und::CNJ,итиэннэ,болн
816,oder::CNJ,эбэтэр,эс гиҗ
817,oder::CNJ,эбэтэр,эс гихлә
818,stehen::V,тур,зогсх
819,sitzen::V,олор,суух
820,liegen::V,сыт,кевтх
821,hängen::V,санньылый,өлгәтә бәәх
822,werden::V,буол,болх
823,passieren::V,буол,болх
824,beginnen::V,саҕалан,эклх
825,enden::V,бүт,төгсх
826,wechseln::V,уларый,хүврх
827,aufgehen[Sonne]::V,ой,һарх
828,untergehen[Sonne]::V,киир,орх
829,untergehen[Sonne]::V,киир,сүүрлх
830,scheinen[Sonne]::V,сырдат,герлтх
831,donnern::V,эт,күрҗңнх
832,wehen::V,үр,сальклх
833,strömen::V,кутулун,һооҗх
834,fließen::V,сүүр,урсх
835,sich drehen::V,эргий,эргх
836,schwanken::V,биэтэҥнээ,дәәвлх
837,schwingen::V,эйэҥнээ,нәәхлх
838,fallen::V,оҕут,унх
839,fallen::V,оҕут,киисх
840,brennen::V,умай,шатх
841,rauchen::V,буруолаа,ута һарһх
842,regnen::V,самыырдаа,орх
843,gefrieren::V,тоҥ,мөстх
844,tauen::V,ир,хәәлх
845,schmelzen::V,уулун,хәәлх
846,schmelzen::V,уулун,хәәлгдх
847,trocknen::V,куур,эврх
848,sieden::V,оргуй,буслх
849,faulen::V,сытый,үмкәрх
850,verfaulen::V,сытыйан_хаал,илҗрх
851,reißen::V,хайыт,тасрх
852,reißen::V,быһытталан,тасрх
853,versinken::V,тимир,чивх
854,versinken::V,батылын,чивх
855,vergehen::V,дьай,болх
856,erscheinen::V,көһүн,һарх
857,verschwinden::V,сүт,уга болх
858,sinken::V,намтаа,татгдх
859,abnehmen::V,аччаа,хасгдх
860,zunehmen::V,элбээ,өсх
861,steigen::V,үрдээ,немх
862,wachsen::V,үүн,өсх
863,wachsen::V,үүн,урһх
864,glänzen::V,кылбай,гилвкх
865,funkeln::V,күлүмнээ,цәклх
866,funkeln::V,күлүмүрдээ,цәклх
867,lärmen::V,тыаһаа,шууглдх
868,läuten::V,собуоннаа,хоңх
869,klingeln::V,линкинээ,җиңнулх
870,klirren::V,айгырат,җиңнх
871,brausen::V,сирилээ,догшрхх
872,rauschen::V,суугунаа,сарҗңнх
873,klingen::V,доргуй,ә һарх
874,bellen::V,үр,хуцх
875,heulen::V,улуй,уульх
876,blasen::V,үр,үләх
877,pfeifen::V,иһиир,ишкрх
878,schreien::V,кылан,хәәкрх
879,schreien::V,хаһыытаа,хәәкрх
880,stöhnen::V,ынчыктаа,түңшх
881,zittern::V,титирээ,дагҗннх
882,zittern::V,дьигиһий,дагҗннх
883,leben::V,олор,бәәх
884,geboren werden::V,төрөө,төрх
885,atmen::V,тыын,әмсхлх
886,trinken::V,ис,уух
887,essen::V,аһаа,идх
888,schlucken::V,ыйыһын,зальгх
889,müde werden::V,сылай,көшх
890,einschlafen::V,утуйан хаал,унтх
891,schlafen::V,утуй,нөөрсх
892,schlafen::V,утуйа сыт,нөөрсх
893,aufwachen::V,уһугун,серх
894,aufstehen::V,тур,босх
895,sich erholen::V,сынньан,амрх
896,krank werden::V,ыарый,гемтх
897,krank sein::V,ыарый,шалтглх
898,krank sein::V,ыарыт,шалтглх
899,schmerzen::V,ыарыт,өвдх
900,husten::V,сөтөлүн,ханях
901,genesen::V,көн,эдгх
902,sterben::V,өл,үкх
903,sterben::V,өл,өңгрх
904,umkommen::V,өл,үкх
905,umkommen::V,оҕут,үкх
906,sich bewegen::V,хамсаа,көдлх
907,sich bewegen::V,хамсаа,көндрх
908,sich rühren::V,хамсаа,көндрх
909,sich erheben::V,тур,босх
910,sich setzen::V,олор,суух
911,hinfallen::V,оҕут,унх
912,hinfallen::V,оҕут,киисх
913,laufen::V,хаам,йовх
914,schreiten::V,атыллаа,алхх
915,spazierengehen::V,дьаарбай,сергҗ йовх
916,eilen::V,тиэтэй,шулудх
917,sich beeilen::V,ыксаа,адһх
918,sich beeilen::V,ыксаа,шамдх
919,sausen::V,элээр,хурдлх
920,sausen::V,элээр,йир_хурдар_гүүх
921,sausen::V,элээр,йир_хурдар_йовх
922,rennen::V,сүүрэкэлээ,гүүх
923,springen::V,ой,һәрәдх
924,springen::V,ыстан,һәрәдх
925,klettern::V,ытын,давшх
926,schaukeln::V,эйэҥнээ,дүүдңндх
927,schaukeln::V,биэрэҥнээ,дүүдңндх
928,kriechen::V,сыыл,мөлкх
929,schwimmen::V,уһун,усчх
930,schwimmen::V,харбаа,усчх
931,tauchen::V,умус,булхх
932,rudern::V,эрт,хәәвдх
933,fahren::V,айаннаа,йовх
934,fliegen::V,көт,нисх
935,gehen::V,бар,йовх
936,weggehen::V,бар,йовх
937,weggehen::V,бар,одх
938,weggehen::V,бар,һарх
939,weggehen::V,бар,мөрлх
940,abfahren::V,бар,мордх
941,anhalten::V,тохтоо,зогсх
942,hineingehen::V,киир,орх
943,eintreten::V,киир,орх
944,kommen::V,кэл,ирх
945,ankommen::V,кэл,ирх
946,ankommen::V,тиий,ирх
947,zurückkommen::V,төнүн,орх
948,bleiben::V,хаал,бәәх
949,warten::V,көһүт,күләх
950,erwarten::V,күүт,күләх
951,erwarten::V,көһүт,күләх
952,suchen::V,ирдээ,хәәх
953,suchen::V,көрдөө,хәәх
954,finden::V,бул,олх
955,versuchen::V,сорун,седх
956,vorbereiten::V,бэлэмнээ,белдх
957,lieben::V,таптаа,дурлх
958,mögen::V,сөбүл,таассгдх
959,lachen::V,күл,инәх
960,rühren::V,долгут,уйрах
961,weinen::V,ытаа,уульх
962,schimpfen::V,үөҕүс,харах
963,sich ärgern::V,кыыһыр,уурлх
964,sich ärgern::V,кыйахан,уурлх
965,sich fürchten::V,куттан,әәх
966,sich fürchten::V,дьиксин,әәх
967,fürchten::V,дьиксин,әәх
968,fürchten::V,дьиксин,сүрдх
969,fürchten::V,куттан,әәх
970,fürchten::V,куттан,сүрдх
971,fliehen::V,күрээ,зулх
972,flüchten::V,күрээ,орһх
973,flüchten::V,күрээ,зулх
974,sehen::V,көр,үзх
975,anschauen::V,көр,харх
976,ansehen::V,көр,хәләх
977,ansehen::V,көр,үзх
978,hören::V,бил,соңсх
979,hören::V,иһит,соңсх
980,zuhören::V,иһит,соңсх
981,probieren::V,боруобалаан көр,амсх
982,probieren::V,амсайан көр,амсх
983,riechen::V,сытырҕаа,үнрчлх
984,fühlen::V,бил,медх
985,scheinen::V,көһүн,болҗ медгдх
986,scheinen::V,көһүн,миниһәр болхла
987,scheinen::V,көһүн,болад бәәх
988,zu sehen sein::V,көһүн,үзгдх
989,vernehmen::V,иһит,соңсх
990,frieren::V,тоҥ,даарх
991,frieren::V,үлүй,даарх
992,tun::V,гын,кех
993,können::V,кыай,чадх
994,wollen::V,баҕар,дурлх
995,anfangen::V,саҕалаа,эклх
996,beenden::V,бүтэр,дуусх
997,aufhören::V,уурай,уурх
998,gelingen::V,сатан,бүтх
999,gelingen::V,сатан,күцәх
1000,geraten::V,баар буолан биэр,болх
1001,geraten::V,баар буола тус,болх
1002,geraten::V,буолан таҕыс,болх
1003,öffnen::V,ас,секх
1004,schließen::V,сап,хаах
1005,schließen::V,хатаа,хаах
1006,stellen::V,уур,тәвх
1007,stellen::V,туруор,тәвх
1008,setzen::V,туруор,суулһх
1009,setzen::V,уур,суулһх
1010,legen::V,уур,тәвх
1011,berühren::V,тыыт,көндәх
1012,berühren::V,таарый,көндәх
1013,verbinden::V,кэлгий,боох
1014,bedecken::V,бүрүй,хучх
1015,bedecken::V,бүрүй,бүркх
1016,aufhängen::V,ыйаа,өлгх
1017,anzünden::V,умат,асах
1018,anzünden::V,умат,шатах
1019,aufheben::V,өрө тарт,өөдән өргх
1020,zurücklassen::V,бырах,үлдәх
1021,verlieren::V,сүтэр,геех
1022,fallen lassen::V,түһэр,алдх
1023,fallen lassen::V,мүлчү тут,алдх
1024,machen::V,оҥор,кех
1025,machen::V,оҥоһун,кех
1026,herstellen::V,оҥор,кех
1027,bauen::V,тут,тосхх
1028,reparieren::V,абырахтаа,ясх
1029,verbessern::V,тупсар,сәәрүлх
1030,ändern::V,уларыт,хүврәх
1031,graben::V,хас,малтх
1032,beugen::V,бокут,нуһлх
1033,beugen::V,токурут,нуһлх
1034,beugen::V,бүк баттаа,нуһлх
1035,biegen::V,иэх,матилһх
1036,biegen::V,өҕүлүннэр,матилһх
1037,drehen::V,эргит,эргүлх
1038,drehen::V,эргичит,эргүлх
1039,wenden::V,эргилин,көмрх
1040,wenden::V,эргилин,эргүлх
1041,umdrehen::V,түҥнэр,эргүлх
1042,heben::V,көтөх,өргх
1043,heben::V,көтөх,деер өргх
1044,hochheben::V,таһаар,өргх
1045,ergreifen::V,тут,бәрх
1046,halten::V,тут,бәрх
1047,drücken::V,ык,шахх
1048,schieben::V,ас,түлкх
1049,kratzen::V,кыһыы,мааҗх
1050,lecken::V,салаа,долах
1051,beißen::V,ытыр,хазх
1052,abreißen::V,быһа тарт,таслх
1053,abreißen::V,туура тарт,таслх
1054,abschneiden::V,быс,тәәрх
1055,abschneiden::V,быһан ыл,тәәрх
1056,abschneiden::V,быһа баттаа,тәәрх
1057,binden::V,кэлгий,боох
1058,stecken::V,батары ас,шаах
1059,stecken::V,батары ас,хатхх
1060,brechen::V,тоһут,хамхлх
1061,klopfen::V,тоҥсуй,цокх
1062,hauen::V,оҕус,цокх
1063,kleben::V,силимнээ,наах
1064,reiben::V,аал,зүлгх
1065,streichen::V,сыбаа,наах
1066,streichen::V,сыбаа,лашх
1067,streichen::V,сыбаа,түркх
1068,schleifen::V,чочуй,хурцлх
1069,schneiden::V,быс,хәәчлх
1070,rütteln::V,иэҕэҥнэт,дәәвлүлх
1071,schütteln::V,сахсый,сегсрх
1072,schwenken::V,дайбаа,дайлх
1073,schütten::V,кут,кех
1074,füllen::V,толор,дүүргх
1075,einwickeln::V,суулаа,орах
1076,tragen::V,ит,зөөх
1077,schleppen::V,сос,чирх
1078,ziehen::V,тарт,татх
1079,aufbewahren::V,уур,хадһлх
1080,aufbewahren::V,харай,хадһлх
1081,werfen::V,бырах,хайх
1082,fangen::V,хап,бәрх
1083,fangen::V,хап,хавлх
1084,packen::V,тут,бәрх
1085,verstecken::V,саһыар,дүрх
1086,verstecken::V,саһыар,бултулх
1087,teilen::V,үллэр,хувах
1088,schicken::V,ыыт,илгәх
1089,bringen::V,аҕал,авч ирх
1090,hinzufügen::V,эп,немх
1091,bekommen::V,ыл,авх
1092,bekommen::V,булун,авх
1093,erhalten::V,ыл,авх 
1094,nehmen::V,ыл,авх
1095,wählen::V,быыбардаа,шүүх
1096,auswählen::V,тал,шүүх
1097,bewahren::V,харай,хадһлх
1098,bewahren::V,харай,кевтнь үлдәх
1099,bewahren::V,харай,кевтнь бәәлһх
1100,behindern::V,мэһэйдээ,харшлх
1101,verderben::V,буорту гын,үрәх
1102,beschädigen::V,алдьат,эвдх
1103,zerbrechen::V,үлтүрүт,күүлх
1104,zerbrechen::V,үлтүрүт,хамхлх
1105,zerreißen::V,хайыта тарт,шуучх
1106,zerstören::V,алдьат,эвдх
1107,verbrennen::V,уоттаа,шатах
1108,geben::V,биэр,өгх
1109,reichen::V,аҕал,өгх
1110,schenken::V,бэлэхтээ,белглх
1111,versprechen::V,эрэннэр,амлх
1112,wünschen::V,баҕар,сә хәәх
1113,loben::V,хайҕаа,магтх
1114,küssen::V,уураа,үмсх
1115,wiegen::V,бигээ,саатулх
1116,zudecken::V,сап,бүркх
1117,zudecken::V,бүрүй,бүркх
1118,wecken::V,уһугуннар,серүлх
1119,zeigen::V,көрдөр,үзүлх
1120,führen::V,салай,көтлх
1121,lehren::V,үөрэт,заах
1122,lehren::V,үөрэт,сурһх
1123,unterrichten::V,үөрэт,сурһх
1124,unterrichten::V,үөрэт,багшлх
1125,aufziehen::V,иит,өскәх
1126,leiten::V,салай,һардх
1127,leiten::V,салай,толһалх
1128,antreiben::V,кыһай,шамдах
1129,lassen::V,күһэй,күч үзүлх
1130,einladen::V,ыҥыр,үрх
1131,vereinigen::V,холбоо,хамцулх
1132,vereinigen::V,түм,хамцулх
1133,besuchen::V,сырыт,одх
1134,besuchen::V,билсэ сырыт,одх
1135,treffen::V,көрүс,харһх
1136,sich versammeln::V,мүһүн,цуглрх
1137,sich versammeln::V,мүһүн,хурх
1138,sich versammeln::V,түмүс,цуглрх
1139,sich versammeln::V,түмүс,хурх
1140,spielen::V,оонньоо,наадх
1141,singen::V,ыллаа,дуулх
1142,tanzen::V,үҥкүүлээ,биилх
1143,sich trennen::V,араҕыс,хаһцх
1144,verlassen::V,хааллар,хайх
1145,retten::V,өрүһүй,әм аврх
1146,retten::V,өрүһүй,әәмшгәс харсх
1147,bewachen::V,араҥаччылаа,харх
1148,bewachen::V,араҥаччылаа,манх
1149,schützen::V,көмүскээ,харсх
1150,verteidigen::V,көмүскээ,харсх
1151,sich schlagen::V,охсус,гүвдлдх
1152,schießen::V,ытыалаа,хах
1153,siegen::V,хот,диилх
1154,siegen::V,кыай,диилх
1155,ärgern::V,кыыһырт,уурлулх
1156,schlagen::V,оҕус,цокх
1157,schlagen::V,оҕус,гүвдх
1158,treten::V,тэп,
1159,stechen::V,кэй,хатхх
1160,stoßen::V,кэп,түлкчкх
1161,stoßen::V,үтүрүй,түлкчкх
1162,stehlen::V,уор,хулхалх
1163,stören::V,мэһэйдээ,һә болх
1164,belästigen::V,батар,амр эс өгх
1165,verbergen::V,кистээ,нуух
1166,verbergen::V,кистээ,бултулх
1167,täuschen::V,албыннаа,меклх
1168,betrügen::V,албыннаа,меклх
1169,betrügen::V,албыннаа,мек һарһх
1170,töten::V,өлөр,алх
1171,wohnen::V,олор,бәәх
1172,arbeiten::V,үлэлээ,көдлх
1173,sammeln::V,мус,түүх
1174,sammeln::V,хомуй,түүх
1175,pflücken::V,үргээ,түүх
1176,pflücken::V,үргээ,хурах
1177,jagen::V,бултаа,аңнх
1178,jagen::V,бултаа,аңһучлх
1179,fischen::V,балыктаа,заһс аңнх
1180,fassen::V,тут,бәрх
1181,hüten::V,манаа,хәрүлх
1182,treiben::V,үүр,туух
1183,anbinden::V,баай,уйх
1184,füttern::V,аһат,теҗәх
1185,melken::V,ыа,саах
1186,hacken::V,кэрт,чавчх
1187,gießen::V,сиигирт,услх
1188,reifen::V,бус,болх
1189,reifen::V,бус,болвсрх
1190,zubereiten::V,бэлэмнээ,белдх
1191,kochen::V,буһар,чанх
1192,kochen::V,буһар,болһх
1193,backen::V,буһар,болһх
1194,braten::V,хооруй,хуурх
1195,braten::V,ыһаарылаа,хуурх
1196,braten::V,соркуойдаа,хуурх
1197,umrühren::V,былаа,самрх
1198,stricken::V,өр,өлгх
1199,nähen::V,иистэн,уйх
1200,färben::V,кырааскалаа,будх
1201,reinigen::V,ыраастаа,цеврлх
1202,waschen::V,сууй,уһах
1203,abwischen::V,сот,арчх
1204,spülen::V,сайҕаа,зәәлх
1205,fegen::V,сиппий,сәвүрдх
1206,kehren::V,харбаа,сәвүрдх
1207,baden::V,сөтүөлээ,өөмх
1208,sich waschen::V,суун,уһах
1209,sich waschen::V,суун,бийән уһаҗ
1210,ausziehen::V,уһул,тәәлх
1211,anziehen::V,кэтэрт,өмсх
1212,sich anziehen::V,таҥын,хувцлх
1213,kämmen::V,тараа,самлх
1214,schmücken::V,симээ,чимх
1215,schmücken::V,симээ,кеерүлх
1216,sagen::V,диэ,келх
1217,sprechen::V,эт,келх
1218,sprechen::V,саҥар,келх
1219,reden::V,кэпсэт,күүндх
1220,reden::V,кэпсэт,күр_кех
1221,sich unterhalten::V,кэпсэт,күүндх
1222,fragen::V,ыйыт,сурх
1223,bitten::V,көрдөс,эрх
1224,erzählen::V,кэпсээ,келх
1225,erzählen::V,кэпсээ,келҗ өгх
1226,erzählen::V,сэһэргээ,келх
1227,erzählen::V,сэһэргээ,келҗ өгх
1228,mitteilen::V,биллэр,медүлх
1229,nennen::V,ааттаа,нерәдх
1230,nennen::V,ааттаа,нер өгх
1231,rufen::V,ыҥыр,дуудх
1232,prahlen::V,чабылан,көөрх
1233,prahlen::V,киһиргээ,көөрх
1234,übersetzen::V,тылбаастаа,орчулх
1235,denken::V,санаа,санх
1236,denken::V,толкуйдаа,санх
1237,glauben::V,итэҕэй,шүтх
1238,glauben::V,итэҕэй,нәәлх
1239,bemerken::V,бэлиэтээ,темдглх
1240,erkennen::V,бил,таньх
1241,erkennen::V,бил,медх
1242,begreifen::V,өйдөө,медх
1243,verstehen::V,өйдөө,соңсх
1244,lernen::V,үөрэн,сурх
1245,wissen::V,бил,медх
1246,sich erinnern an::V,аҕын,санх
1247,vergessen::V,умун,мартх
1248,messen::V,кэмнээ,кемҗәлх
1249,messen::V,кээмэйдээ,кемҗәлх
1250,zählen::V,аах,тоолх
1251,rechnen::V,аах,тоолх
1252,lesen::V,аах,умшх
1253,malen::V,уруһуйдаа,зурх
1254,zeichnen::V,уруһуйдаа,зурх
1255,schreiben::V,суруй,бичх
1256,besitzen::V,баһылаа,эзлх
1257,kaufen::V,атыылас,хулдҗ авх
1258,verkaufen::V,атыылаа,хулдх
1259,verkaufen::V,атыылаа,гүүлгх
1260,bezahlen::V,төлөө,өгх
1261,zahlen::V,төлөө,өгх
1262,beherrschen::V,баһылаа,эзлх
1263,ertragen::V,тулуй,даах
