,Concept_ID,be,ar
801,zehn::NUM,дзесяць,عشرة
802,elf::NUM,адзінаццаць,أحد عشر
803,zwölf::NUM,дванаццаць,اثنا عشر
804,zwanzig::NUM,дваццаць,عشرون
805,dreißig::NUM,трыццаць,ثلاثون
806,vierzig::NUM,сорак,أربعون
807,fünfzig::NUM,пядзесят,خمسون
808,sechzig::NUM,шесдзесят,ستون
809,siebzig::NUM,семдзесят,سبعون
810,achtzig::NUM,восемдзесят,ثمانون
811,neunzig::NUM,дзевяноста,تسعون
812,hundert::NUM,сто,مئة
813,tausend::NUM,тысяча,ألف
814,und::CNJ,і,و
815,und::CNJ,ды,و
816,oder::CNJ,або,أو
817,stehen::V,стаяць,وقف
818,sitzen::V,сядзець,جلس
819,liegen::V,ляжаць,رقد
820,hängen::V,вісець,تعلق
821,werden::V,стаць,صار
822,werden::V,стаць,أصبح
823,werden::V,зрабіцца,صار
824,werden::V,зрабіцца,أصبح
825,passieren::V,трапіцца,حدث
826,beginnen::V,пачацца,ابتدأ
827,enden::V,кончыцца,انتهى
828,wechseln::V,мяняцца,تغير
829,aufgehen[Sonne]::V,узысці,شرق
830,untergehen[Sonne]::V,зайсці,غرب
831,scheinen[Sonne]::V,свяціць,أضاء
832,donnern::V,грымець,رعد
833,wehen::V,дзьмуць,هب
834,strömen::V,ліцца,جرى
835,fließen::V,цячы,سال
836,sich drehen::V,круціцца,دار
837,sich drehen::V,варочацца,دار
838,schwanken::V,хістацца,ترنح
839,schwingen::V,гайдацца,ترجح
840,schwingen::V,калыхацца,ترجح
841,fallen::V,падаць,سقط
842,brennen::V,гарэць,احترق
843,rauchen::V,дымець,دخن
844,regnen::V,дажджыць,أمطر
845,gefrieren::V,замерзнуць,تجمد
846,tauen::V,раставаць,ذاب
847,schmelzen::V,плавіцца,ذاب
848,trocknen::V,сохнуць,نشف
849,sieden::V,кіпець,غلى
850,faulen::V,гнісці,فسد
851,verfaulen::V,згнісці,تعفن
852,reißen::V,ірвацца,انقطع
853,versinken::V,тануць,غرق
854,vergehen::V,праходзіць,مضى
855,erscheinen::V,зʼявіцца,لاح
856,erscheinen::V,зʼявіцца,ظهر
857,verschwinden::V,знікнуць,غاب
858,sinken::V,спадаць,هبط
859,abnehmen::V,паменшыцца,نقص
860,zunehmen::V,павялічвацца,ازداد
861,steigen::V,паднімацца,صعد
862,steigen::V,паднімацца,ارتفع
863,wachsen::V,расці,نما
864,wachsen::V,расці,نبت
865,glänzen::V,блішчаць,لمع
866,funkeln::V,бліскаць,تلألأ
867,lärmen::V,шумець,ضج
868,lärmen::V,шумець,صخب
869,läuten::V,званіць,قرع
870,klingeln::V,званіць,دق
871,klirren::V,бразгаць,قعقع
872,brausen::V,бушаваць,عج
873,rauschen::V,шастаць,حف
874,klingen::V,гучаць,رن
875,bellen::V,брахаць,نبح
876,heulen::V,выць,عوى
877,blasen::V,дзьмухнуць,نفخ
878,pfeifen::V,свістаць,صفر
879,schreien::V,крычаць,صرخ
880,stöhnen::V,стагнаць,أن
881,zittern::V,дрыжаць,ارتعش
882,leben::V,жыць,عاش
883,geboren werden::V,нарадзіцца,ولد
884,atmen::V,дыхаць,تنفس
885,trinken::V,піць,شرب
886,essen::V,есці,أكل
887,schlucken::V,глытаць,جرع
888,müde werden::V,стаміцца,تعب
889,einschlafen::V,заснуць,نام
890,schlafen::V,спаць,نام
891,aufwachen::V,рассыпацца,استيقظ
892,aufstehen::V,устаць,قام
893,sich erholen::V,адпачываць,استجم
894,krank werden::V,захварэць,مرض
895,krank sein::V,хварэць,مرض
896,schmerzen::V,балець,آلم
897,husten::V,кашляць,كح
898,husten::V,кашляць,سعل
899,genesen::V,паправіцца,نقه
900,genesen::V,паздаравець,نقه
901,sterben::V,памерці,مات
902,umkommen::V,загінуць,هلك
903,sich bewegen::V,рухацца,تحرك
904,sich rühren::V,варушыцца,تحرك
905,sich erheben::V,устаць,قام
906,sich setzen::V,сесці,جلس
907,hinfallen::V,упасці,وقع
908,laufen::V,хадзіць,مشى
909,schreiten::V,шагаць,خطا
910,schreiten::V,крочыць,خطا
911,spazierengehen::V,гуляць,تنزه
912,eilen::V,спяшацца,عجل
913,sich beeilen::V,спяшацца,استعجل
914,sausen::V,імчацца,أسرع
915,rennen::V,бегаць,عدا
916,rennen::V,бегаць,ركض
917,springen::V,скакаць,قفز
918,klettern::V,лазіць,تسلق
919,schaukeln::V,гайдацца,تأرجح
920,kriechen::V,поўзаць,دب
921,kriechen::V,поўзаць,زحف
922,schwimmen::V,плаваць,سبح
923,tauchen::V,ныраць,غطس
924,rudern::V,веславаць,جذف
925,fahren::V,ехаць,ركب
926,fahren::V,ехаць,سافر
927,fliegen::V,лятаць,طار
928,gehen::V,ісці,سار
929,gehen::V,ісці,ذهب
930,weggehen::V,пайсці,ذهب
931,weggehen::V,пайсці,انصرف
932,abfahren::V,адʼяжджаць,رحل
933,anhalten::V,спыніцца,توقف
934,anhalten::V,затрымацца,توقف
935,hineingehen::V,уваходзіць,دخل
936,eintreten::V,увайсці,دخل
937,kommen::V,прыйсці,أتى
938,kommen::V,прыйсці,جاء
939,ankommen::V,прыбыць,وصل
940,zurückkommen::V,вярнуцца,عاد
941,zurückkommen::V,вярнуцца,رجع
942,bleiben::V,застацца,مكث
943,warten::V,чакаць,انتظر
944,erwarten::V,чакаць,ترقب
945,erwarten::V,чакаць,انتظر
946,suchen::V,шукаць,بحث
947,finden::V,знайсці,وجد
948,versuchen::V,прабаваць,حاول
949,vorbereiten::V,падрыхтаваць,أعد
950,vorbereiten::V,падрыхтаваць,حضر
951,lieben::V,кахаць,أحب
952,mögen::V,любіць,أحب
953,lachen::V,смяяцца,ضحك
954,rühren::V,расчуліць,أثر
955,weinen::V,плакаць,بكى
956,schimpfen::V,лаяцца,سب
957,schimpfen::V,лаяцца,شتم
958,sich ärgern::V,сердаваць,زعل
959,sich fürchten::V,баяцца,هاب
960,fürchten::V,баяцца,خاف
961,fürchten::V,баяцца,خشي
962,fliehen::V,уцякаць,هرب
963,flüchten::V,уцячы,فر
964,sehen::V,бачыць,رأى
965,anschauen::V,паглядзець,نظر
966,ansehen::V,глядзець,نظر
967,hören::V,чуць,سمع
968,zuhören::V,слухаць,أصغى
969,probieren::V,каштаваць,ذاق
970,riechen::V,нюхаць,شم
971,riechen::V,нюхаць,استنشق
972,fühlen::V,адчуваць,شعر
973,scheinen::V,здавацца,ظهر
974,zu sehen sein::V,віднецца,ظهر
975,vernehmen::V,пачуць,سمع
976,frieren::V,мёрзнуць,بردان
977,tun::V,рабіць,فعل
978,können::V,умець,قدر
979,können::V,умець,استطاع
980,wollen::V,хацець,شاء
981,wollen::V,хацець,أراد
982,anfangen::V,пачаць,بدأ
983,beenden::V,закончыць,أنهى
984,aufhören::V,перастаць,توقف
985,aufhören::V,перастаць,انقطع
986,gelingen::V,удацца,نجح
987,geraten::V,аказацца,طلع
988,öffnen::V,адчыніць,فتح
989,schließen::V,зачыніць,أغلق
990,stellen::V,паставіць,وضع
991,stellen::V,паставіць,أقام
992,setzen::V,пасадзіць,أجلس
993,legen::V,класці,وضع
994,berühren::V,чапаць,مس
995,berühren::V,чапаць,لمس
996,verbinden::V,звязаць,ربط
997,verbinden::V,звязаць,وصل
998,bedecken::V,накрыць,غطى
999,aufhängen::V,павесіць,علق
1000,anzünden::V,запаліць,أوقد
1001,aufheben::V,падняць,لقط
1002,zurücklassen::V,пакінуць,ترك
1003,verlieren::V,згубіць,فقد
1004,fallen lassen::V,упусціць,أسقط
1005,machen::V,зрабіць,فعل
1006,herstellen::V,вырабіць,صنع
1007,herstellen::V,вырабіць,أنتج
1008,bauen::V,будаваць,بنى
1009,bauen::V,будаваць,شيد
1010,reparieren::V,правіць,صلح
1011,verbessern::V,палепшыць,صحح
1012,ändern::V,змяніць,غير
1013,graben::V,капаць,حفر
1014,beugen::V,сагнуць,ثنى
1015,beugen::V,сагнуць,أحنى
1016,biegen::V,пагнуць,لوى
1017,drehen::V,вярцець,أدار
1018,drehen::V,вярцець,دور
1019,wenden::V,павярнуць,قلب
1020,umdrehen::V,перавярнуць,قلب
1021,heben::V,падымаць,رفع
1022,hochheben::V,падняць,رفع
1023,ergreifen::V,схапіць,مسك
1024,ergreifen::V,схваціць,مسك
1025,halten::V,трымаць,مسك
1026,drücken::V,націскаць,ضغط
1027,schieben::V,пхаць,حرك
1028,schieben::V,штурхаць,حرك
1029,kratzen::V,скрэбці,خدش
1030,lecken::V,лізаць,لعق
1031,beißen::V,кусаць,عض
1032,abreißen::V,адарваць,قلع
1033,abschneiden::V,адрэзаць,قطع
1034,binden::V,вязаць,ربط
1035,stecken::V,уваткнуць,دس
1036,brechen::V,зламаць,كسر
1037,klopfen::V,стукаць,طرق
1038,hauen::V,біць,ضرب
1039,kleben::V,клеіць,ألصق
1040,reiben::V,церці,حك
1041,streichen::V,намазаць,نشر
1042,schleifen::V,тачыць,سن
1043,schneiden::V,рэзаць,قطع
1044,rütteln::V,хістаць,رج
1045,schütteln::V,трэсці,هز
1046,schwenken::V,махаць,لوح
1047,schütten::V,наліць,صب
1048,füllen::V,напоўніць,ملأ
1049,einwickeln::V,загарнуць,لف
1050,tragen::V,несці,حمل
1051,schleppen::V,цягнуць,سحب
1052,ziehen::V,цягнуць,سحب
1053,aufbewahren::V,захоўваць,حفظ
1054,werfen::V,кідаць,رمى
1055,werfen::V,кідаць,ألقى
1056,fangen::V,лавіць,التقط
1057,packen::V,схапіць,مسك
1058,packen::V,схваціць,مسك
1059,verstecken::V,схаваць,خبأ
1060,teilen::V,раздзяліць,قسم
1061,schicken::V,пасылаць,بعث
1062,schicken::V,пасылаць,أرسل
1063,bringen::V,прынесці,جلب
1064,hinzufügen::V,дабавіць,أضاف
1065,bekommen::V,дастаць,حصل
1066,erhalten::V,атрымаць,استلم
1067,nehmen::V,ўзяць,أخذ
1068,wählen::V,выбраць,اختار
1069,auswählen::V,адабраць,انتقى
1070,bewahren::V,захаваць,حافظ
1071,behindern::V,перашкаджаць,عاق
1072,verderben::V,сапсаваць,أفسد
1073,beschädigen::V,пашкодзіць,أضر
1074,zerbrechen::V,разбіць,كسر
1075,zerreißen::V,разадраць,مزق
1076,zerstören::V,разбурыць,دمر
1077,verbrennen::V,спаліць,حرق
1078,geben::V,даць,أعطى
1079,reichen::V,перадаць,ناول
1080,schenken::V,дарыць,وهب
1081,versprechen::V,абяцаць,وعد
1082,wünschen::V,жадаць,تمنى
1083,loben::V,хваліць,مدح
1084,küssen::V,цалаваць,قبل
1085,wiegen::V,гушкаць,هدهد
1086,wiegen::V,калыхаць,هدهد
1087,zudecken::V,накрыць,غطى
1088,wecken::V,пабудзіць,أيقظ
1089,zeigen::V,паказаць,أرى
1090,führen::V,весці,دل
1091,lehren::V,вучыць,علم
1092,unterrichten::V,выкладаць,علم
1093,aufziehen::V,выхаваць,ربى
1094,leiten::V,кіраваць,دل
1095,leiten::V,кіраваць,أدار
1096,antreiben::V,падганяць,حث
1097,lassen::V,прымусіць,حدا
1098,einladen::V,запрасіць,دعا
1099,vereinigen::V,абʼяднаць,وحد
1100,besuchen::V,наведаць,زار
1101,treffen::V,сустрэць,قابل
1102,sich versammeln::V,сабрацца,اجتمع
1103,spielen::V,гуляць,لعب
1104,singen::V,пець,غنى
1105,singen::V,спяваць,غنى
1106,tanzen::V,танцаваць,رقص
1107,sich trennen::V,расстацца,افترق
1108,verlassen::V,пакінуць,ترك
1109,retten::V,выратаваць,نجى
1110,retten::V,выратаваць,أنقذ
1111,bewachen::V,ахоўваць,حرس
1112,schützen::V,уберагаць,حمى
1113,verteidigen::V,абараніць,دافع
1114,sich schlagen::V,біцца,تضارب
1115,sich schlagen::V,драцца,تضارب
1116,schießen::V,страляць,أطلق
1117,siegen::V,перамагчы,انتصر
1118,ärgern::V,злаваць,أزعل
1119,schlagen::V,ударыць,ضرب
1120,treten::V,штурхаць,رفس
1121,stechen::V,укалоць,شك
1122,stoßen::V,папхнуць,دفع
1123,stehlen::V,украсці,سرق
1124,stören::V,перашкодзіць,ضايق
1125,belästigen::V,дакучаць,أزعج
1126,verbergen::V,скрыць,كتم
1127,verbergen::V,схаваць,كتم
1128,täuschen::V,падмануць,خدع
1129,betrügen::V,змахляваць,غش
1130,töten::V,забіць,قتل
1131,wohnen::V,жыць,سكن
1132,arbeiten::V,працаваць,عمل
1133,arbeiten::V,працаваць,اشتغل
1134,sammeln::V,сабраць,جمع
1135,pflücken::V,зрываць,جنى
1136,pflücken::V,зрываць,قطف
1137,jagen::V,паляваць,صاد
1138,fischen::V,рыбачыць,اصطاد
1139,fassen::V,злавіць,قبض
1140,hüten::V,пасвіць,رعى
1141,treiben::V,гнаць,ساق
1142,anbinden::V,прывязаць,ربط
1143,füttern::V,карміць,علف
1144,melken::V,даіць,حلب
1145,hacken::V,сячы,فرم
1146,gießen::V,паліць,سقى
1147,reifen::V,паспець,نضج
1148,zubereiten::V,зварыць,حضر
1149,zubereiten::V,згатаваць,حضر
1150,kochen::V,варыць,طبخ
1151,backen::V,пячы,خبز
1152,braten::V,смажыць,قلى
1153,braten::V,смажыць,حمر
1154,umrühren::V,перамяшаць,قلب
1155,stricken::V,вязаць,حاك
1156,nähen::V,шыць,خاط
1157,färben::V,пафарбаваць,صبغ
1158,färben::V,пафарбаваць,لون
1159,reinigen::V,ачысціць,نظف
1160,waschen::V,мыць,غسل
1161,abwischen::V,выцерці,مسح
1162,spülen::V,паласкаць,شطف
1163,fegen::V,падмятаць,كنس
1164,kehren::V,месці,كنس
1165,baden::V,купацца,استحم
1166,sich waschen::V,мыцца,اغتسل
1167,ausziehen::V,зняць,خلع
1168,anziehen::V,надзець,لبس
1169,sich anziehen::V,адзецца,اكتسى
1170,kämmen::V,прычасаць,مشط
1171,schmücken::V,аздобіць,زين
1172,sagen::V,сказаць,قال
1173,sprechen::V,гаварыць,تكلم
1174,reden::V,размаўляць,تكلم
1175,sich unterhalten::V,гутарыць,تحادث
1176,fragen::V,спытаць,سأل
1177,bitten::V,прасіць,رجا
1178,erzählen::V,расказаць,حكي
1179,mitteilen::V,паведаміць,بلغ
1180,nennen::V,назваць,سمى
1181,rufen::V,зваць,نادى
1182,prahlen::V,хваліцца,فشر
1183,prahlen::V,хваліцца,تفاخر
1184,übersetzen::V,перакласці,ترجم
1185,denken::V,думаць,فكر
1186,glauben::V,верыць,اعتقد
1187,bemerken::V,заўважыць,لاحظ
1188,erkennen::V,пазнаць,عرف
1189,begreifen::V,спасцігнуць,فهم
1190,begreifen::V,спасцігнуць,أدرك
1191,verstehen::V,пачуць,فهم
1192,lernen::V,вучыцца,درس
1193,wissen::V,знаць,علم
1194,sich erinnern an::V,памятаць,تذكر
1195,vergessen::V,забыць,نسي
1196,messen::V,мераць,قاس
1197,zählen::V,лічыць,عد
1198,zählen::V,лічыць,أحصى
1199,rechnen::V,лічыць,حسب
1200,lesen::V,чытаць,قرأ
1201,malen::V,маляваць,صور
1202,zeichnen::V,рысаваць,رسم
1203,schreiben::V,пісаць,كتب
1204,besitzen::V,мець,حاز
1205,besitzen::V,мець,ملك
1206,kaufen::V,купіць,اشترى
1207,verkaufen::V,прадаць,باع
1208,bezahlen::V,заплаціць,دفع
1209,zahlen::V,плаціць,سدد
1210,beherrschen::V,уладаць,حكم
1211,beherrschen::V,валодаць,حكم
1212,ertragen::V,выцерпець,أطاق
1213,ertragen::V,выцерпець,تحمل
