,Concept_ID,mhr,mhr
676,Mittwoch::N,вӱрге́че,вӱрге́че
677,Donnerstag::N,изарня́,изарня́
678,Freitag::N,кугарня́,кугарня́
679,Samstag::N,шуматке́че,шуматке́че
680,Sonntag::N,рушарня́,рушарня́
681,groß::A,кугу́,кугу́
682,klein::A,изи́,изи́
683,lang::A,кужу́,кужу́
684,kurz::A,кӱ́чык,кӱ́чык
685,breit::A,кумда́,кумда́
686,schmal::A,а́ҥысыр,а́ҥысыр
687,dicht::A,ну́гыдо,ну́гыдо
688,dick[Gegenstand]::A,кӱ́жгӧ,кӱ́жгӧ
689,dünn::A,ви́чкыж,ви́чкыж
690,fein::A,ты́гыде,ты́гыде
691,fest::A,чо́ткыдо,чо́ткыдо
692,flach::A,лапка́,лапка́
693,glatt::A,яклака́,яклака́
694,hart::A,пе́ҥгыде,пе́ҥгыде
695,weich::A,пу́шкыдо,пу́шкыдо
696,rund::A,йырге́шке,йырге́шке
697,spitz::A,коша́р,коша́р
698,scharf::A,пӱ́сӧ,пӱ́сӧ
699,stumpf::A,токма́к,токма́к
700,schwer::A,не́ле,не́ле
701,schön::A,сы́лне,сы́лне
702,heiß::A,шо́кшо,шо́кшо
703,warm::A,ле́ве,ле́ве
704,kalt::A,йӱ́штӧ,йӱ́штӧ
705,kühl::A,юа́лге,юа́лге
706,kühl::A,юа́лге,южгата́
707,kühl::A,южгата́,юа́лге
708,kühl::A,южгата́,южгата́
709,frisch::A,свежа́,свежа́
710,feucht::A,вӱ́дыжгӧ,вӱ́дыжгӧ
711,nass::A,нӧ́рӧ,нӧ́рӧ
712,trocken::A,ку́кшо,ку́кшо
713,voll::A,тич,тич
714,leer::A,яра́,яра́
715,offen::A,виш,виш
716,geschlossen::A,пе́тырыме,пе́тырыме
717,geschlossen::A,пе́тырыме,тӱ́чмӧ
718,geschlossen::A,тӱ́чмӧ,пе́тырыме
719,geschlossen::A,тӱ́чмӧ,тӱ́чмӧ
720,sauber::A,ару́,ару́
721,sauber::A,ару́,янда́р
722,sauber::A,янда́р,ару́
723,sauber::A,янда́р,янда́р
724,schmutzig::A,лавыра́н,лавыра́н
725,schmutzig::A,лавыра́н,ла́выргыше
726,schmutzig::A,ла́выргыше,лавыра́н
727,schmutzig::A,ла́выргыше,ла́выргыше
728,roh::A,кӱ́чымӧ,кӱ́чымӧ
729,reif::A,лӧза́,лӧза́
730,lecker::A,ту́тло,ту́тло
731,süß::A,ше́ре,ше́ре
732,bitter::A,ко́чо,ко́чо
733,sauer::A,шо́по,шо́по
734,hell::A,во́лгыдо,во́лгыдо
735,dunkel::A,пычке́мыш,пычке́мыш
736,schwarz::A,шола́,шола́
737,weiß::A,ош,ош
738,rot::A,йошка́р,йошка́р
739,gelb::A,сар,сар
740,blau::A,ка́нде,ка́нде
741,grün::A,ужа́р,ужа́р
742,grau::A,сур,сур
743,bunt::A,олача́,олача́
744,billig::A,шу́лдо,шу́лдо
745,teuer::A,ше́рге,ше́рге
746,wertvoll::A,шергака́н,шергака́н
747,blind::A,со́кыр,со́кыр
748,taub::A,соҥгыра́,соҥгыра́
749,kräftig::A,куа́тле,куа́тле
750,stark::A,вия́н,вия́н
751,schwach::A,а́лдыме,а́лдыме
752,fett::A,коя́,коя́
753,schlank::A,йоштката́,йоштката́
754,schlank::A,йоштката́,яжу́
755,schlank::A,яжу́,йоштката́
756,schlank::A,яжу́,яжу́
757,hübsch::A,чеве́р,чеве́р
758,böse::A,шы́де,шы́де
759,dumm::A,аҥыра́,аҥыра́
760,faul::A,його,його
761,fleißig::A,ты́ршыше,ты́ршыше
762,geizig::A,чаҥга́,чаҥга́
763,klug::A,уша́н,уша́н
764,geschickt::A,уста́,уста́
765,lieb::A,ала́л,ала́л
766,lustig::A,весела́,весела́
767,sanft::A,ны́жылге,ны́жылге
768,hungrig::A,шу́жышо,шу́жышо
769,krank::A,че́рле,че́рле
770,nackt::A,чарама́т,чарама́т
771,traurig::A,ойга́н,ойга́н
772,lebendig::A,и́лыше,и́лыше
773,gut::A,сай,сай
774,schlecht::A,уда́,уда́
775,schlecht::A,уда́,шӱ́кшӧ
776,schlecht::A,шӱ́кшӧ,уда́
777,schlecht::A,шӱ́кшӧ,шӱ́кшӧ
778,richtig::A,чы́нле,чы́нле
779,schlimm::A,аля́к,аля́к
780,schlimm::A,аля́к,тыра́н
781,schlimm::A,тыра́н,аля́к
782,schlimm::A,тыра́н,тыра́н
783,wahr::A,чы́нле,чы́нле
784,wahr::A,чы́нле,настоя́щий
785,wahr::A,настоя́щий,чы́нле
786,wahr::A,настоя́щий,настоя́щий
787,alt::A,то́што,то́што
788,neu::A,у,у
789,ehemalig::A,о́нчычсо,о́нчычсо
790,ehemalig::A,о́нчычсо,онда́кысе
791,ehemalig::A,онда́кысе,о́нчычсо
792,ehemalig::A,онда́кысе,онда́кысе
793,alt[Lebewesen]::A,шо́нто,шо́нто
794,jung::A,са́мырык,са́мырык
795,arm::A,нужна́,нужна́
796,reich::A,поя́н,поя́н
797,bekannt::A,па́лыме,па́лыме
798,berühmt::A,лӱ́млӧ,лӱ́млӧ
799,fremd::A,йот,йот
800,verschieden::A,тӱ́рлӧ,тӱ́рлӧ
801,nah::A,ли́шыл,ли́шыл
802,fern::A,тора́,тора́
803,fern::A,тора́,мӱ́ндыр
804,fern::A,мӱ́ндыр,тора́
805,fern::A,мӱ́ндыр,мӱ́ндыр
806,linker::A,шола́,шола́
807,rechter::A,пурла́,пурла́
808,anderer::A,вес,вес
809,anderer::A,вес,мо́ло
810,anderer::A,мо́ло,вес
811,anderer::A,мо́ло,мо́ло
812,erster::A,и́кымше,и́кымше
813,zweiter::A,ко́кымшо,ко́кымшо
814,dritter::A,ку́мшо,ку́мшо
815,letzter::A,пыта́ртыш,пыта́ртыш
816,allein::ADV,шкет,шкет
817,auf einmal::ADV,икана́ште,икана́ште
818,zusammen::ADV,пырля́,пырля́
819,lange::ADV,кужу́н,кужу́н
820,plötzlich::ADV,кенета́,кенета́
821,sofort::ADV,кызыта́к,кызыта́к
822,später::ADV,варара́к,варара́к
823,jetzt::ADV,ы́нде,ы́нде
824,jetzt::ADV,ы́нде,кы́зыт
825,jetzt::ADV,кы́зыт,ы́нде
826,jetzt::ADV,кы́зыт,кы́зыт
827,heute::ADV,та́че,та́че
828,morgen::ADV,эрла́,эрла́
829,bald::ADV,вашке́,вашке́
830,dann::ADV,вара́,вара́
831,gestern::ADV,теҥге́че,теҥге́че
832,einst::ADV,икана́,икана́
833,damals::ADV,туна́м,туна́м
834,danach::ADV,вара́,вара́
835,vorher::ADV,о́нчыч,о́нчыч
836,zuerst::ADV,онда́к,онда́к
837,einmal::ADV,икана́,икана́
838,manchmal::ADV,ка́шын,ка́шын
839,manchmal::ADV,ка́шын,кокла́н
840,manchmal::ADV,кокла́н,ка́шын
841,manchmal::ADV,кокла́н,кокла́н
842,oft::ADV,чӱ́чкыдын,чӱ́чкыдын
843,immer::ADV,эре́,эре́
844,immer::ADV,эре́,ту́тыш
845,immer::ADV,ту́тыш,эре́
846,immer::ADV,ту́тыш,ту́тыш
847,niemals::ADV,ок нигуна́м,ок нигуна́м
848,hier::ADV,ты́ште,ты́ште
849,hierhin::ADV,ты́шке,ты́шке
850,hierhin::ADV,ты́шке,тыш
851,hierhin::ADV,тыш,ты́шке
852,hierhin::ADV,тыш,тыш
853,von hier::ADV,тыше́ч,тыше́ч
854,von hier::ADV,тыше́ч,тыве́ч
855,von hier::ADV,тыве́ч,тыше́ч
856,von hier::ADV,тыве́ч,тыве́ч
857,dort::ADV,ту́што,ту́што
858,dorthin::ADV,туш,туш
859,dorthin::ADV,туш,ту́шко
860,dorthin::ADV,ту́шко,туш
861,dorthin::ADV,ту́шко,ту́шко
862,geradeaus::ADV,вик,вик
863,vorwärts::ADV,о́нчыко,о́нчыко
864,rückwärts::ADV,шеҥге́к,шеҥге́к
865,zurück::ADV,мӧҥге́ш,мӧҥге́ш
866,unten::ADV,ӱ́лнӧ,ӱ́лнӧ
867,unten::ADV,ӱ́лнӧ,йыма́лне
868,unten::ADV,йыма́лне,ӱ́лнӧ
869,unten::ADV,йыма́лне,йыма́лне
870,hinab::ADV,йыма́к,йыма́к
871,oben::ADV,кӱ́шнӧ,кӱ́шнӧ
872,oben::ADV,кӱ́шнӧ,ӱмба́лне
873,oben::ADV,ӱмба́лне,кӱ́шнӧ
874,oben::ADV,ӱмба́лне,ӱмба́лне
875,hinauf::ADV,кӱ́ш,кӱ́ш
876,hinauf::ADV,кӱ́ш,кӱ́шкӧ
877,hinauf::ADV,кӱ́шкӧ,кӱ́ш
878,hinauf::ADV,кӱ́шкӧ,кӱ́шкӧ
879,überall::ADV,чыла́ вере́,чыла́ вере́
880,nicht::ADV,ок,ок
881,nicht::ADV,ок,о́геш
882,nicht::ADV,о́геш,ок
883,nicht::ADV,о́геш,о́геш
884,ein wenig::ADV,изи́ш,изи́ш
885,kaum::ADV,пыкше́,пыкше́
886,sehr::ADV,чот,чот
887,so::ADV,тыге́,тыге́
888,noch::ADV,а́ле,а́ле
889,nur::ADV,гына́,гына́
890,schon::ADV,ы́нде,ы́нде
891,wieder::ADV,ада́к,ада́к
892,vergebens::ADV,ара́м,ара́м
893,vor::PRP,о́нчыч,о́нчыч
894,hinter::PRP,шеҥге́лне,шеҥге́лне
895,unter::PRP,йыма́лне,йыма́лне
896,durch::PRP,вошт,вошт
897,neben::PRP,вокте́н,вокте́н
898,zwischen::PRP,кокла́ште,кокла́ште
899,wegen::PRP,верч,верч
900,dies::PRN,ти́де,ти́де
901,das::PRN,са́де,са́де
902,alles::PRN,чыла́,чыла́
903,ich::PRN,мый,мый
904,du::PRN,тый,тый
905,er::PRN,ту́до,ту́до
906,wir::PRN,ме,ме
907,ihr::PRN,те,те
908,sie::PRN,ну́но,ну́но
909,was::FPRN,мо,мо
910,wer::FPRN,кӧ,кӧ
911,wo::FADV,куша́н,куша́н
912,wohin::FADV,куш,куш
913,wohin::FADV,куш,ку́шко
914,wohin::FADV,ку́шко,куш
915,wohin::FADV,ку́шко,ку́шко
916,wie::FADV,кузе́,кузе́
917,warum::FADV,мо,мо
918,warum::FADV,мо,мола́н
919,warum::FADV,мола́н,мо
920,warum::FADV,мола́н,мола́н
921,wieviel::FNUM,куна́р,куна́р
922,eins::NUM,ик,ик
923,zwei::NUM,ко́кыт,ко́кыт
924,drei::NUM,кум,кум
925,vier::NUM,ныл,ныл
926,fünf::NUM,вич,вич
927,sechs::NUM,куд,куд
928,sieben::NUM,шым,шым
929,acht::NUM,канда́ш,канда́ш
930,neun::NUM,инде́ш,инде́ш
931,zehn::NUM,лу,лу
932,elf::NUM,лати́к,лати́к
933,zwölf::NUM,латко́к,латко́к
934,zwanzig::NUM,ко́ло,ко́ло
935,dreißig::NUM,ку́мло,ку́мло
936,vierzig::NUM,ны́лле,ны́лле
937,fünfzig::NUM,ви́тле,ви́тле
938,sechzig::NUM,ку́дло,ку́дло
939,siebzig::NUM,шы́мле,шы́мле
940,achtzig::NUM,канда́шле,канда́шле
941,neunzig::NUM,инде́шле,инде́шле
942,hundert::NUM,шӱ́дӧ,шӱ́дӧ
943,tausend::NUM,тӱже́м,тӱже́м
944,und::CNJ,да,да
945,und::CNJ,да,ден
946,und::CNJ,ден,да
947,und::CNJ,ден,ден
948,oder::CNJ,я,я
949,oder::CNJ,я,а́ле
950,oder::CNJ,а́ле,я
951,oder::CNJ,а́ле,а́ле
952,stehen::V,шога́ш,шога́ш
953,sitzen::V,шинча́ш,шинча́ш
954,liegen::V,кия́ш,кия́ш
955,hängen::V,кеча́ш,кеча́ш
956,werden::V,лия́ш,лия́ш
957,passieren::V,лия́ш,лия́ш
958,beginnen::V,тӱҥгала́ш,тӱҥгала́ш
959,enden::V,пыта́ш,пыта́ш
960,wechseln::V,вашталта́ш,вашталта́ш
961,aufgehen[Sonne]::V,лекта́ш,лекта́ш
962,untergehen[Sonne]::V,шинча́ш,шинча́ш
963,scheinen[Sonne]::V,волгалта́ш,волгалта́ш
964,donnern::V,кӱдырта́ш,кӱдырта́ш
965,donnern::V,кӱдырта́ш,сургалта́ш
966,donnern::V,сургалта́ш,кӱдырта́ш
967,donnern::V,сургалта́ш,сургалта́ш
968,wehen::V,пуа́ш,пуа́ш
969,strömen::V,шийалтара́ш,шийалтара́ш
970,fließen::V,йога́ш,йога́ш
971,sich drehen::V,пӧрда́ш,пӧрда́ш
972,schwanken::V,лӱҥга́ш,лӱҥга́ш
973,schwanken::V,лӱҥга́ш,тайныла́ш
974,schwanken::V,тайныла́ш,лӱҥга́ш
975,schwanken::V,тайныла́ш,тайныла́ш
976,schwingen::V,рӱпшалта́ш,рӱпшалта́ш
977,fallen::V,воза́ш,воза́ш
978,fallen::V,воза́ш,йӧрла́ш
979,fallen::V,йӧрла́ш,воза́ш
980,fallen::V,йӧрла́ш,йӧрла́ш
981,brennen::V,йӱла́ш,йӱла́ш
982,rauchen::V,шикша́ш,шикша́ш
983,regnen::V,йӱра́ш,йӱра́ш
984,gefrieren::V,кылма́ш,кылма́ш
985,gefrieren::V,кылма́ш,ияҥа́ш
986,gefrieren::V,ияҥа́ш,кылма́ш
987,gefrieren::V,ияҥа́ш,ияҥа́ш
988,tauen::V,шула́ш,шула́ш
989,schmelzen::V,лева́ш,лева́ш
990,trocknen::V,кошка́ш,кошка́ш
991,sieden::V,шола́ш,шола́ш
992,faulen::V,шӱя́ш,шӱя́ш
993,verfaulen::V,шӱйы́н шуа́ш,шӱйы́н шуа́ш
994,reißen::V,кӱрла́ш,кӱрла́ш
995,versinken::V,пуре́н кая́ш,пуре́н кая́ш
996,vergehen::V,эрте́н кая́ш,эрте́н кая́ш
997,erscheinen::V,толы́н лекта́ш,толы́н лекта́ш
998,verschwinden::V,йома́ш,йома́ш
999,sinken::V,пуча́ш,пуча́ш
1000,abnehmen::V,пуча́ш,пуча́ш
1001,zunehmen::V,шукема́ш,шукема́ш
1002,steigen::V,нӧлталта́ш,нӧлталта́ш
1003,wachsen::V,кушка́ш,кушка́ш
1004,glänzen::V,йылгыжа́ш,йылгыжа́ш
1005,funkeln::V,чолга́ш,чолга́ш
1006,lärmen::V,рӱшка́ш,рӱшка́ш
1007,läuten::V,мура́ш,мура́ш
1008,klingeln::V,йыҥгырта́ш,йыҥгырта́ш
1009,klirren::V,чылдыртата́ш,чылдыртата́ш
1010,brausen::V,лӱшка́ш,лӱшка́ш
1011,rauschen::V,лыжга́ш,лыжга́ш
1012,klingen::V,йоҥга́ш,йоҥга́ш
1013,bellen::V,опта́ш,опта́ш
1014,heulen::V,урмыжа́ш,урмыжа́ш
1015,blasen::V,пуала́ш,пуала́ш
1016,pfeifen::V,шӱ́шкаш,шӱ́шкаш
1017,schreien::V,кычкыра́ш,кычкыра́ш
1018,stöhnen::V,йыҥыса́ш,йыҥыса́ш
1019,zittern::V,чытыра́ш,чытыра́ш
1020,leben::V,ила́ш,ила́ш
1021,geboren werden::V,шоча́ш,шоча́ш
1022,atmen::V,шӱла́ш,шӱла́ш
1023,trinken::V,йӱа́ш,йӱа́ш
1024,essen::V,кочка́ш,кочка́ш
1025,schlucken::V,нела́ш,нела́ш
1026,müde werden::V,ноя́ш,ноя́ш
1027,einschlafen::V,мале́н колта́ш,мале́н колта́ш
1028,schlafen::V,мала́ш,мала́ш
1029,aufwachen::V,помыжалта́ш,помыжалта́ш
1030,aufstehen::V,кынела́ш,кынела́ш
1031,sich erholen::V,кана́ш,кана́ш
1032,krank werden::V,черлане́н воза́ш,черлане́н воза́ш
1033,krank sein::V,черлане́н кия́ш,черлане́н кия́ш
1034,schmerzen::V,коршта́ш,коршта́ш
1035,husten::V,кокыра́ш,кокыра́ш
1036,genesen::V,тӱрла́ш,тӱрла́ш
1037,genesen::V,тӱрла́ш,тазаҥа́ш
1038,genesen::V,тазаҥа́ш,тӱрла́ш
1039,genesen::V,тазаҥа́ш,тазаҥа́ш
1040,sterben::V,кола́ш,кола́ш
1041,umkommen::V,вуй йома́ш,вуй йома́ш
1042,sich bewegen::V,кошта́ш,кошта́ш
1043,sich rühren::V,тарвана́ш,тарвана́ш
1044,sich erheben::V,кынела́ш,кынела́ш
1045,sich setzen::V,шинча́ш,шинча́ш
1046,hinfallen::V,йӧрла́ш,йӧрла́ш
1047,laufen::V,кошта́ш,кошта́ш
1048,schreiten::V,ошкыла́ш,ошкыла́ш
1049,spazierengehen::V,гуля́яш,гуля́яш
1050,eilen::V,вашка́ш,вашка́ш
1051,sich beeilen::V,вашкешта́ш,вашкешта́ш
1052,sausen::V,юлтка́ш,юлтка́ш
1053,rennen::V,куржтала́ш,куржтала́ш
1054,springen::V,тӧршта́ш,тӧршта́ш
1055,klettern::V,кӱза́ш,кӱза́ш
1056,schaukeln::V,лӱҥгалта́ш,лӱҥгалта́ш
1057,kriechen::V,нушка́ш,нушка́ш
1058,schwimmen::V,ия́ш,ия́ш
1059,tauchen::V,шуҥгалта́ш,шуҥгалта́ш
1060,rudern::V,удыра́ш,удыра́ш
1061,fahren::V,кудала́ш,кудала́ш
1062,fliegen::V,чоҥешта́ш,чоҥешта́ш
1063,gehen::V,кая́ш,кая́ш
1064,weggehen::V,кораҥа́ш,кораҥа́ш
1065,abfahren::V,лекта́ш,лекта́ш
1066,anhalten::V,чарна́ш,чарна́ш
1067,hineingehen::V,пура́ш,пура́ш
1068,eintreten::V,пура́ш,пура́ш
1069,kommen::V,тола́ш,тола́ш
1070,ankommen::V,шуа́ш,шуа́ш
1071,zurückkommen::V,пӧртыла́ш,пӧртыла́ш
1072,bleiben::V,кода́ш,кода́ш
1073,warten::V,вуча́ш,вуча́ш
1074,erwarten::V,вуча́ш,вуча́ш
1075,suchen::V,кычала́ш,кычала́ш
1076,finden::V,муа́ш,муа́ш
1077,versuchen::V,толаша́ш,толаша́ш
1078,vorbereiten::V,ямдыла́ш,ямдыла́ш
1079,lieben::V,йӧрата́ш,йӧрата́ш
1080,mögen::V,йӧрата́ш,йӧрата́ш
1081,lachen::V,воштыла́ш,воштыла́ш
1082,rühren::V,ку́мыл тарвата́ш,ку́мыл тарвата́ш
1083,weinen::V,шорта́ш,шорта́ш
1084,schimpfen::V,каргаша́ш,каргаша́ш
1085,sich ärgern::V,сыра́ш,сыра́ш
1086,sich fürchten::V,лӱда́ш,лӱда́ш
1087,fürchten::V,лӱда́ш,лӱда́ш
1088,fliehen::V,куржа́ш,куржа́ш
1089,flüchten::V,куржа́ш,куржа́ш
1090,sehen::V,ужа́ш,ужа́ш
1091,anschauen::V,онча́ш,онча́ш
1092,ansehen::V,эскера́ш,эскера́ш
1093,hören::V,кола́ш,кола́ш
1094,zuhören::V,колышта́ш,колышта́ш
1095,probieren::V,тамла́ш,тамла́ш
1096,riechen::V,ӱпшынча́ш,ӱпшынча́ш
1097,fühlen::V,шижа́ш,шижа́ш
1098,scheinen::V,чуча́ш,чуча́ш
1099,zu sehen sein::V,коя́ш,коя́ш
1100,vernehmen::V,кола́ш,кола́ш
1101,frieren::V,кылма́ш,кылма́ш
1102,tun::V,ышта́ш,ышта́ш
1103,können::V,мошта́ш,мошта́ш
1104,wollen::V,тӱна́ш,тӱна́ш
1105,anfangen::V,тӱҥала́ш,тӱҥала́ш
1106,beenden::V,пытара́ш,пытара́ш
1107,aufhören::V,чарна́ш,чарна́ш
1108,gelingen::V,сай лекта́ш,сай лекта́ш
1109,geraten::V,лекта́ш,лекта́ш
1110,öffnen::V,поча́ш,поча́ш
1111,schließen::V,петыра́ш,петыра́ш
1112,stellen::V,шында́ш,шында́ш
1113,setzen::V,шында́ш,шында́ш
1114,legen::V,опта́ш,опта́ш
1115,legen::V,опта́ш,пышта́ш
1116,legen::V,пышта́ш,опта́ш
1117,legen::V,пышта́ш,пышта́ш
1118,berühren::V,тӱка́ш,тӱка́ш
1119,verbinden::V,пида́ш,пида́ш
1120,bedecken::V,леведа́ш,леведа́ш
1121,aufhängen::V,сака́ш,сака́ш
1122,anzünden::V,чӱкта́ш,чӱкта́ш
1123,aufheben::V,нӧлтала́ш,нӧлтала́ш
1124,zurücklassen::V,кода́ш,кода́ш
1125,verlieren::V,йомдара́ш,йомдара́ш
1126,fallen lassen::V,воза́ш,воза́ш
1127,machen::V,ышта́ш,ышта́ш
1128,herstellen::V,ямдыла́ш,ямдыла́ш
1129,bauen::V,чоҥа́ш,чоҥа́ш
1130,reparieren::V,ачала́ш,ачала́ш
1131,verbessern::V,саемда́ш,саемда́ш
1132,ändern::V,весемда́ш,весемда́ш
1133,graben::V,кӱнча́ш,кӱнча́ш
1134,beugen::V,пӱгырта́ш,пӱгырта́ш
1135,biegen::V,лывырта́ш,лывырта́ш
1136,drehen::V,пӱтыра́ш,пӱтыра́ш
1137,wenden::V,ирала́ш,ирала́ш
1138,umdrehen::V,савырала́ш,савырала́ш
1139,heben::V,нӧлта́ш,нӧлта́ш
1140,hochheben::V,нӧлта́ш,нӧлта́ш
1141,ergreifen::V,руалта́ш,руалта́ш
1142,halten::V,куча́ш,куча́ш
1143,drücken::V,иша́ш,иша́ш
1144,drücken::V,иша́ш,темда́ш
1145,drücken::V,темда́ш,иша́ш
1146,drücken::V,темда́ш,темда́ш
1147,schieben::V,шӱкала́ш,шӱкала́ш
1148,kratzen::V,удыра́ш,удыра́ш
1149,lecken::V,нула́ш,нула́ш
1150,beißen::V,пура́ш,пура́ш
1151,abreißen::V,кӱрла́ш,кӱрла́ш
1152,abschneiden::V,пӱчка́ш,пӱчка́ш
1153,binden::V,кылда́ш,кылда́ш
1154,stecken::V,шуралта́ш,шуралта́ш
1155,brechen::V,тодышта́ш,тодышта́ш
1156,klopfen::V,кыра́ш,кыра́ш
1157,hauen::V,тӱя́ш,тӱя́ш
1158,kleben::V,клеитла́ш,клеитла́ш
1159,reiben::V,йыга́ш,йыга́ш
1160,reiben::V,йыга́ш,туржала́ш
1161,reiben::V,туржала́ш,йыга́ш
1162,reiben::V,туржала́ш,туржала́ш
1163,streichen::V,шӱра́ш,шӱра́ш
1164,schleifen::V,шума́ш,шума́ш
1165,schleifen::V,шума́ш,яна́ш
1166,schleifen::V,яна́ш,шума́ш
1167,schleifen::V,яна́ш,яна́ш
1168,schneiden::V,пӱчка́ш,пӱчка́ш
1169,rütteln::V,рӱза́ш,рӱза́ш
1170,schütteln::V,почка́ш,почка́ш
1171,schwenken::V,рӱза́ш,рӱза́ш
1172,schütten::V,опта́ш,опта́ш
1173,füllen::V,тема́ш,тема́ш
1174,einwickeln::V,вӱдыла́ш,вӱдыла́ш
1175,tragen::V,нумала́ш,нумала́ш
1176,schleppen::V,шӱдыра́ш,шӱдыра́ш
1177,ziehen::V,шупша́ш,шупша́ш
1178,aufbewahren::V,арала́ш,арала́ш
1179,werfen::V,шуа́ш,шуа́ш
1180,werfen::V,шуа́ш,кышка́ш
1181,werfen::V,кышка́ш,шуа́ш
1182,werfen::V,кышка́ш,кышка́ш
1183,fangen::V,куча́ш,куча́ш
1184,packen::V,руалта́ш,руалта́ш
1185,verstecken::V,тоя́ш,тоя́ш
1186,teilen::V,пӧла́ш,пӧла́ш
1187,schicken::V,колта́ш,колта́ш
1188,bringen::V,конда́ш,конда́ш
1189,hinzufügen::V,ешара́ш,ешара́ш
1190,bekommen::V,нала́ш,нала́ш
1191,erhalten::V,нала́ш,нала́ш
1192,nehmen::V,нала́ш,нала́ш
1193,wählen::V,сайла́ш,сайла́ш
1194,auswählen::V,таҥгла́ш,таҥгла́ш
1195,bewahren::V,сакла́ш,сакла́ш
1196,behindern::V,чаракла́ш,чаракла́ш
1197,verderben::V,пужа́ш,пужа́ш
1198,beschädigen::V,пужа́ш,пужа́ш
1199,zerbrechen::V,пудырта́ш,пудырта́ш
1200,zerreißen::V,кӱрла́ш,кӱрла́ш
1201,zerstören::V,шалата́ш,шалата́ш
1202,verbrennen::V,йӱлата́ш,йӱлата́ш
1203,geben::V,пуа́ш,пуа́ш
1204,reichen::V,пуа́ш,пуа́ш
1205,schenken::V,пӧлекла́ш,пӧлекла́ш
1206,versprechen::V,сӧра́ш,сӧра́ш
1207,wünschen::V,тылана́ш,тылана́ш
1208,loben::V,мокта́ш,мокта́ш
1209,küssen::V,шупшала́ш,шупшала́ш
1210,wiegen::V,рӱпша́ш,рӱпша́ш
1211,zudecken::V,леведа́ш,леведа́ш
1212,wecken::V,помыжалтара́ш,помыжалтара́ш
1213,zeigen::V,ончыкта́ш,ончыкта́ш
1214,führen::V,вӱда́ш,вӱда́ш
1215,lehren::V,туныкта́ш,туныкта́ш
1216,unterrichten::V,туныкта́ш,туныкта́ш
1217,aufziehen::V,орышта́ш,орышта́ш
1218,leiten::V,вӱда́ш,вӱда́ш
1219,leiten::V,вӱда́ш,вуйлата́ш
1220,leiten::V,вуйлата́ш,вӱда́ш
1221,leiten::V,вуйлата́ш,вуйлата́ш
1222,antreiben::V,поктыла́ш,поктыла́ш
1223,lassen::V,-та́ш,-та́ш
1224,einladen::V,ӱжа́ш,ӱжа́ш
1225,vereinigen::V,иктешла́ш,иктешла́ш
1226,besuchen::V,то́лын кая́ш,то́лын кая́ш
1227,treffen::V,вашлия́ш,вашлия́ш
1228,sich versammeln::V,погына́ш,погына́ш
1229,sich versammeln::V,погына́ш,чумырга́ш
1230,sich versammeln::V,чумырга́ш,погына́ш
1231,sich versammeln::V,чумырга́ш,чумырга́ш
1232,spielen::V,мода́ш,мода́ш
1233,singen::V,мура́ш,мура́ш
1234,tanzen::V,кушта́ш,кушта́ш
1235,sich trennen::V,ойырла́ш,ойырла́ш
1236,verlassen::V,кудалта́ш,кудалта́ш
1237,retten::V,утара́ш,утара́ш
1238,bewachen::V,орола́ш,орола́ш
1239,schützen::V,арала́ш,арала́ш
1240,verteidigen::V,арала́ш,арала́ш
1241,sich schlagen::V,кредала́ш,кредала́ш
1242,schießen::V,лӱя́ш,лӱя́ш
1243,siegen::V,сеҥа́ш,сеҥа́ш
1244,ärgern::V,сырыкта́ш,сырыкта́ш
1245,schlagen::V,пера́ш,пера́ш
1246,treten::V,тошка́ш,тошка́ш
1247,stechen::V,кера́ш,кера́ш
1248,stoßen::V,шӱкала́ш,шӱкала́ш
1249,stehlen::V,шолышта́ш,шолышта́ш
1250,stören::V,мешая́ш,мешая́ш
1251,belästigen::V,толаштара́ш,толаштара́ш
1252,verbergen::V,шылта́ш,шылта́ш
1253,täuschen::V,ондала́ш,ондала́ш
1254,betrügen::V,ондала́ш,ондала́ш
1255,töten::V,пушта́ш,пушта́ш
1256,wohnen::V,ила́ш,ила́ш
1257,arbeiten::V,пашалана́ш,пашалана́ш
1258,arbeiten::V,пашалана́ш,паша́м ышта́ш
1259,arbeiten::V,паша́м ышта́ш,пашалана́ш
1260,arbeiten::V,паша́м ышта́ш,паша́м ышта́ш
1261,sammeln::V,пога́ш,пога́ш
1262,pflücken::V,кӱра́ш,кӱра́ш
1263,jagen::V,сонарла́ш,сонарла́ш
1264,fischen::V,кол куча́ш,кол куча́ш
1265,fassen::V,куча́ш,куча́ш
1266,hüten::V,кӱта́ш,кӱта́ш
1267,treiben::V,покта́ш,покта́ш
1268,anbinden::V,йолышта́ш,йолышта́ш
1269,füttern::V,пукша́ш,пукша́ш
1270,melken::V,лӱшта́ш,лӱшта́ш
1271,hacken::V,руа́ш,руа́ш
1272,gießen::V,шава́ш,шава́ш
1273,reifen::V,кӱа́ш,кӱа́ш
1274,zubereiten::V,ямдыла́ш,ямдыла́ш
1275,kochen::V,шолта́ш,шолта́ш
1276,backen::V,кӱкташ,кӱкташ
1277,braten::V,пуштыла́ш,пуштыла́ш
1278,braten::V,пуштыла́ш,жаритла́ш
1279,braten::V,жаритла́ш,пуштыла́ш
1280,braten::V,жаритла́ш,жаритла́ш
1281,umrühren::V,луга́ш,луга́ш
