,Concept_ID,el,bn
651,ehemalig::A,παλιός,পূর্বকালীন
652,alt[Lebewesen]::A,γέρος,বৃদ্ধ
653,jung::A,νέος,তরুণ
654,arm::A,φτωχός,ক্ষুদ্র
655,reich::A,πλούσιος,ধনবান্
656,bekannt::A,γνωστός,সুপরিচিত
657,berühmt::A,περίφημος,বিখ্যাত
658,berühmt::A,ξακουσμένος,বিখ্যাত
659,fremd::A,ξένος,বিদেশি
660,verschieden::A,διαφορετικός,বিসদৃশ
661,nah::A,κοντινός,নিকটবতী
662,fern::A,μακριά,দুরবতী
663,linker::A,αριστερός,বাম
664,rechter::A,δεξιός,ডান
665,rechter::A,δεξιός,ডাইন
666,anderer::A,άλλος,অন্যতর
667,erster::A,πρώτος,প্রথম
668,zweiter::A,δεύτερος,দ্বিতীয়
669,dritter::A,τρίτος,তৃতীয়
670,letzter::A,τελευταίος,সর্বশেষ
671,allein::ADV,μόνος,একক
672,auf einmal::ADV,εφάπαξ,জলদি
673,zusammen::ADV,μαζί,একসঙ্গে
674,lange::ADV,πολύν καιρό,লম্বা
675,plötzlich::ADV,έξαφνα,হঠাৎ
676,sofort::ADV,αμέσως,মুহ্ণর্তমধ্যে
677,später::ADV,αργότερα,পশ্চাতে
678,jetzt::ADV,τώρα,এখন
679,heute::ADV,σήμερα,আজ
680,morgen::ADV,αύριο,আগামিকাল
681,bald::ADV,σε λίγο,অস্পকালমধ্যে
682,bald::ADV,εντός ολίγου,অস্পকালমধ্যে
683,dann::ADV,ύστερα,তখন
684,gestern::ADV,χτες,গতকাল
685,einst::ADV,ποτέ,একবার মাত্র
686,einst::ADV,άλλοτε,একবার মাত্র
687,damals::ADV,τότε,তখন
688,danach::ADV,μετά,পরে
689,danach::ADV,ύστερα,পরে
690,vorher::ADV,πριν,আগে
691,vorher::ADV,προηγουμένως,আগে
692,zuerst::ADV,πρώτα,আগে
693,einmal::ADV,μία φορά,একবার
694,manchmal::ADV,κάποτε,কখনও কখনও
695,oft::ADV,συχνά,ঘনঘন
696,oft::ADV,πολλές φορές,ঘনঘন
697,immer::ADV,πάντα,সর্বদা
698,immer::ADV,πάντοτε,সর্বদা
699,niemals::ADV,ποτέ,কখলও নহে
700,hier::ADV,εδώ,এখানে
701,hierhin::ADV,εδώ,এখানে
702,von hier::ADV,από δω,ত্রই স্তান হইতে
703,dort::ADV,εκεί,ওখানে
704,dorthin::ADV,προς τα κει,ওখানে
705,geradeaus::ADV,κατευθείαν,অগ্রগামী
706,vorwärts::ADV,εμπρός,সন্মুখিকে
707,rückwärts::ADV,πίσω,খিরিয়া
708,zurück::ADV,πίσω,পিঠ
709,unten::ADV,κάτω,নীচে
710,hinab::ADV,προς τα κάτω,নিম্নগামী
711,oben::ADV,πάνω,উপরে
712,oben::ADV,επάνω,উপরে
713,hinauf::ADV,προς τα πάνω,উচ্চতর অংশে
714,überall::ADV,παντού,সর্বত্র
715,nicht::ADV,δεν,না
716,ein wenig::ADV,λιγάκι,অল্প
717,kaum::ADV,μόλις,কষ্টসহকাবে
718,sehr::ADV,πολύ,খুব
719,so::ADV,έτσι,তত
720,noch::ADV,ακόμα,এখন পর্যস্ত
721,nur::ADV,μόνο,শুধু
722,schon::ADV,ήδη,ইতঃপুর্বে
723,schon::ADV,κιόλας,ইতঃপুর্বে
724,wieder::ADV,ξανά,আবার
725,vergebens::ADV,μάταια,বিফলে
726,vor::PRP,μπροστά σε,সম্মুখে
727,vor::PRP,μπροστά από,সম্মুখে
728,hinter::PRP,πίσω από ,পশ্চাতে
729,unter::PRP,υπό,নীচে
730,unter::PRP,κάτω από,নীচে
731,durch::PRP,διά,দ্বারা
732,durch::PRP,διά μέσου,দ্বারা
733,neben::PRP,δίπλα σε,কাছে
734,zwischen::PRP,μεταξύ,মধ্যে
735,zwischen::PRP,ανάμεσα σε,মধ্যে
736,wegen::PRP,για,জন্য
737,wegen::PRP,λόγω,জন্য
738,dies::PRN,αυτό,এটা
739,das::PRN,το,ওটা
740,alles::PRN,όλα,সব
741,ich::PRN,εγώ,আমি
742,du::PRN,σύ,তুমি
743,du::PRN,εσύ,তুমি
744,er::PRN,αυτός,উনি
745,wir::PRN,εμείς,আমরা
746,ihr::PRN,εσείς,তোমরা
747,sie::PRN,αυτοί,তারা
748,was::FPRN,τι,কি
749,wer::FPRN,ποιος,কে
750,wo::FADV,πού,কোথায়
751,wohin::FADV,πού,কোথায়
752,wohin::FADV,για πού,কোথায়
753,wie::FADV,πώς,কেমন
754,warum::FADV,γιατί,কেন
755,wieviel::FNUM,πόσος,কত
756,eins::NUM,ένα,অক
757,zwei::NUM,δύο,দুই
758,drei::NUM,τρία,তিন
759,drei::NUM,τρεις,তিন
760,vier::NUM,τέσσερα,চার
761,vier::NUM,τέσσερις,চার
762,fünf::NUM,πέντε,পাঁচ
763,sechs::NUM,έξι,ছয়
764,sieben::NUM,εφτά,সাত
765,acht::NUM,οχτώ,আট
766,neun::NUM,εννιά,নয়
767,zehn::NUM,δέκα,দশ
768,elf::NUM,έντεκα,এগারো
769,zwölf::NUM,δώδεκα,দ্বাদশ
770,zwanzig::NUM,είκοσι,বিশ
771,dreißig::NUM,τριάντα,ত্রিশ
772,vierzig::NUM,σαράντα,চল্লিশ
773,fünfzig::NUM,πενήντα,পঞ্চাশ
774,sechzig::NUM,εξήντα,ষাট
775,siebzig::NUM,εβδομήντα,সত্তর
776,achtzig::NUM,ογδόντα,আশি
777,neunzig::NUM,ενενήντα,নব্বুই
778,hundert::NUM,εκατό,শত
779,tausend::NUM,χίλιοι,হাজার
780,und::CNJ,και,আর
781,und::CNJ,και,এবং
782,oder::CNJ,ή,বা
783,stehen::V,στέκομαι,দাঁড়ানো
784,stehen::V,είμαι όρθιος,দাঁড়ানো
785,sitzen::V,κάθομαι,বসা
786,liegen::V,είμαι ξαπλωμένος,শোয়া
787,hängen::V,κρέμομαι,ঝোলা
788,werden::V,γίνομαι,হইয়া উঠা
789,passieren::V,συμβαίνω,ঘটা
790,beginnen::V,αρχίζω,আরম্ভ হওয়া
791,enden::V,τελειώνω,শেষ হওয়া
792,wechseln::V,αλλάζω,রূপাস্তর করা
793,aufgehen[Sonne]::V,βγαίνω,উদিত হওয়া
794,aufgehen[Sonne]::V,ανατέλλω,উদিত হওয়া
795,untergehen[Sonne]::V,δύω,অস্ত যাওয়া
796,untergehen[Sonne]::V,βασιλεύω,অস্ত যাওয়া
797,scheinen[Sonne]::V,λάμπω,আলো দেওয়া
798,donnern::V,βροντώ,বজ্রধ্বনি করা
799,wehen::V,φυσώ,প্রবাহিত হওয়া
800,strömen::V,ρέω,প্রবাহিত হওয়া
801,strömen::V,τρέχω,প্রবাহিত হওয়া
802,fließen::V,ρέω,ছুটা
803,sich drehen::V,γυρίζω,পাক খাওয়া
804,sich drehen::V,στρέφομαι,পাক খাওয়া
805,schwanken::V,ταλαντεύομαι,দোলা
806,schwingen::V,αιωρούμαι,দোলা
807,schwingen::V,ταλαντεύομαι,দোলা
808,fallen::V,πέφτω,পড়া
809,brennen::V,καίω,সেঁকা
810,rauchen::V,καπνίζω,ধোঁয়া ছড়ান
811,regnen::V,βρέχω,বর্ষণ_করা
812,gefrieren::V,παγώνω,হিমায়িত হওয়া
813,tauen::V,λειώνω,গলা
814,schmelzen::V,λειώνω,গলা
815,trocknen::V,στεγνώνω,শুষ্ক করা
816,sieden::V,βράζω,ফোঁড়া
817,faulen::V,σαπίζω,ক্ষয় হওয়া
818,verfaulen::V,σαπίζω,ক্ষয় হওয়া 
819,reißen::V,σχίζω,ছিঁড়া
820,versinken::V,βουλιάζω,ডুবা
821,versinken::V,βυθίζομαι,ডুবা
822,vergehen::V,περνώ,যাওয়া
823,erscheinen::V,εμφανίζομαι,আসা
824,verschwinden::V,χάνομαι,অদৃশ্য হওয়া
825,verschwinden::V,εξαφανίζομαι,অদৃশ্য হওয়া
826,sinken::V,κατεβαίνω,হ্রাস হওয়া
827,abnehmen::V,μειώνομαι ,হ্রাস হওয়া
828,zunehmen::V,αυξάνω,বৃদ্ধি পাওয়া
829,zunehmen::V,μεγαλώνω,বৃদ্ধি পাওয়া
830,steigen::V,ανεβαίνω,ওঠা
831,wachsen::V,μεγαλώνω,বড় হওয়া
832,glänzen::V,γυαλίζω,জ্বলা
833,funkeln::V,αστράφτω,জ্বল্জ্বল করা
834,funkeln::V,σπιθοβολώ,জ্বল্জ্বল করা
835,lärmen::V,θορυβώ,
836,läuten::V,χτυπώ ,রুসুঝুসু করা
837,klingeln::V,κουδουνίζω,বাজা
838,klirren::V,κουδουνίζω,টুংটাং-শব্দ করা
839,brausen::V,βουΐζω,গর্জন করা
840,rauschen::V,βουΐζω,মর্মরধ্বনি করা
841,klingen::V,ηχώ,শব্দ করা
842,bellen::V,γαυγίζω,ঘেউ ঘেউ করা
843,heulen::V,ουρλιάζω,গর্জন করা
844,blasen::V,φυσώ,ফুঁ দেওয়া
845,pfeifen::V,σφυρίζω,শিস্ দেওয়া
846,schreien::V,κραυγάζω,চিৎকার করা
847,stöhnen::V,βογγώ,গোঁ-গো করা
848,zittern::V,τρέμω,কাঁপা
849,leben::V,ζω,বাঁচা
850,geboren werden::V,γεννιέμαι,জন্মানো
851,atmen::V,αναπνέω,শ্বাস ফেলা
852,trinken::V,πίνω,পান করা
853,essen::V,τρώω,ভক্ষণ করা
854,schlucken::V,καταπίνω,গেলা
855,müde werden::V,κουράζομαι,পরিশ্রান্ত হওয়া
856,einschlafen::V,αποκοιμιέμαι,নিদ্রামগ্ন হওয়া
857,schlafen::V,κοιμάμαι,নিদ্রা যাওয়া
858,aufwachen::V,ξυπνώ,জাগা
859,aufstehen::V,σηκώνομαι,জাগা
860,sich erholen::V,ξεκουράζομαι,আরাম করা
861,krank werden::V,αρρωσταίνω,অসুস্থ হত্তয়া
862,krank sein::V,ασθενώ,রূগ্ণ হত্তয়া
863,schmerzen::V,πονώ,কন্কন করা
864,husten::V,βήχω,কাশা
865,genesen::V,θεραπεύομαι,আরোগ্য হওয়া
866,sterben::V,πεθαίνω,মারা যাওয়া
867,umkommen::V,πεθαίνω,মারা যাওয়া
868,sich bewegen::V,κουνιέμαι,চলা
869,sich rühren::V,σαλεύω,নড়া
870,sich erheben::V,επαναστατώ,উদিত হওয়া
871,sich setzen::V,κάθομαι,বসা
872,hinfallen::V,πέφτω κάτω,পড়া
873,laufen::V,τρέχω,হাঁটা
874,schreiten::V,βαδίζω,হাঁটা
875,spazierengehen::V,κάνω βόλτα,পায়চারি করা
876,spazierengehen::V,πηγαίνω περίπατο,পায়চারি করা
877,eilen::V,σπεύδω,ত্বরাম্বিত করা
878,sich beeilen::V,βιάζομαι,ত্বরাম্বিত করা
879,sausen::V,τρέχω γρήγορα,ধেয়ে যাওয়া
880,rennen::V,τρέχω,চলা
881,springen::V,πηδώ,লাফানো
882,klettern::V,σκαρφαλώνω,আরোহণ করা
883,schaukeln::V,κουνιέμαι,দোলা
884,kriechen::V,έρπω,হামাগুড়ি দেওয়া
885,kriechen::V,σέρνομαι,হামাগুড়ি দেওয়া
886,schwimmen::V,κολυμπώ,সাঁতার কাটা
887,tauchen::V,βουτώ,ডোবা
888,rudern::V,κωπηλατώ,দাঁড় টানা
889,fahren::V,πηγαίνω,চালান
890,fliegen::V,πετώ,ওড়া
891,gehen::V,βαδίζω,যাওয়া
892,gehen::V,πηγαίνω,যাওয়া
893,weggehen::V,φεύγω,প্রস্থান করা
894,abfahren::V,ξεκινώ,প্রস্থান করা
895,abfahren::V,αναχωρώ,প্রস্থান করা
896,anhalten::V,σταματώ,থামা
897,hineingehen::V,μπαίνω,ঢোকা
898,eintreten::V,μπαίνω,ঢোকা
899,eintreten::V,εισέρχομαι,ঢোকা
900,kommen::V,έρχομαι,আসা
901,ankommen::V,φτάνω,আসা
902,zurückkommen::V,επιστρέφω,ফিরা
903,bleiben::V,μένω,থাকা
904,warten::V,περιμένω,অপেক্ষা করা
905,erwarten::V,αναμένω,অপেক্ষা করা
906,erwarten::V,περιμένω,অপেক্ষা করা
907,suchen::V,ψάχνω,খোঁজ করা
908,finden::V,βρίσκω,পাওয়া
909,versuchen::V,προσπαθώ,পরখ করা
910,vorbereiten::V,προετοιμάζω,প্রস্তুত করা
911,lieben::V,αγαπώ,ভালবাসা
912,mögen::V,μου αρέσει,পছন্দ করা
913,lachen::V,γελώ,হাসা
914,rühren::V,συγκινώ,হৃদয়ম্পর্শ করা
915,weinen::V,κλαίω,কাঁদা
916,schimpfen::V,βρίζω,নালিশ করা
917,sich ärgern::V,θυμώνω,রাগ হত্তয়া
918,sich fürchten::V,φοβάμαι,ভয় করা
919,fürchten::V,φοβάμαι,ডরা
920,fliehen::V,φεύγω,পালানো
921,flüchten::V,δραπετεύω,পালানো
922,sehen::V,βλέπω,দেখা
923,anschauen::V,κοιτάζω,দেখা
924,ansehen::V,βλέπω,দেখা
925,hören::V,ακούω,শোনা
926,zuhören::V,ακούω,শোনা
927,probieren::V,δοκιμάζω,পরখ করা
928,riechen::V,μυρίζω,শুঁকা
929,riechen::V,οσφραίνομαι,শুঁকা
930,fühlen::V,αισθάνομαι,অনুভব করা
931,scheinen::V,φαίνομαι,মনে হত্তয়া
932,zu sehen sein::V,φαίνομαι,দেখা দেত্তয়া
933,vernehmen::V,ακούω,শোনা
934,vernehmen::V,μαθαίνω,শোনা
935,frieren::V,κρυώνω,শীত লাগা
936,tun::V,κάνω,করা
937,können::V,ξέρω,পারা
938,können::V,μπορώ,পারা
939,wollen::V,θέλω,ইচ্ছা করা
940,anfangen::V,αρχίζω,আরম্ভ করা
941,beenden::V,τελειώνω,শেষ করা
942,aufhören::V,παύω,থামা
943,gelingen::V,πετυχαίνω,সিদ্ধিলাভ করা
944,geraten::V,γίνομαι,পরিণত হত্তয়া
945,öffnen::V,ανοίγω,খোলা
946,schließen::V,κλείνω,বন্ধ করা
947,stellen::V,θέτω,স্থাপন করা
948,setzen::V,θέτω,স্থাপন করা
949,legen::V,θέτω,স্থাপন করা
950,berühren::V,εγγίζω,স্পর্শ করা
951,verbinden::V,συνδέω,সংযুক্ত করা
952,bedecken::V,σκεπάζω,ঢাকা
953,aufhängen::V,κρεμώ,ঝুলানো
954,anzünden::V,ανάβω,জ্বালান
955,aufheben::V,σηκώνω,কুড়াইয়া তোলা
956,zurücklassen::V,εγκαταλείπω,পরিত্যাগ করা
957,verlieren::V,χάνω,হারান
958,fallen lassen::V,αφήνω να πέσει,ফেলা
959,machen::V,κάνω,গঠন করা
960,machen::V,φτιάχνω,গঠন করা
961,herstellen::V,κατασκευάζω,সৃষ্টি করা
962,bauen::V,χτίζω,নির্মাণ করা
963,bauen::V,οικοδομώ,নির্মাণ করা
964,reparieren::V,επισκευάζω,মেরামত করা
965,reparieren::V,επιδιορθώνω,মেরামত করা
966,verbessern::V,βελτιώνω,উন্নতিলাভ করা
967,verbessern::V,καλυτερεύω,উন্নতিলাভ করা
968,ändern::V,αλλάζω,পরিবর্তিত করা
969,graben::V,σκάβω,খনন করা
970,beugen::V,λυγίζω,নোয়া
971,biegen::V,κάμπτω,নোয়া
972,drehen::V,στρέφω,ঘোরান
973,wenden::V,γυρίζω,উলটাইয়া দেত্তয়া
974,umdrehen::V,γυρίζω,উলটানো
975,heben::V,υψώνω,উত্তোলন করা
976,heben::V,σηκώνω,উত্তোলন করা
977,hochheben::V,υψώνω,উঁচু করা
978,hochheben::V,σηκώνω,উঁচু করা
979,ergreifen::V,πιάνω,দখল করা
980,ergreifen::V,αρπάζω,দখল করা
981,halten::V,βαστώ,ধরা
982,drücken::V,πιέζω,টেপা
983,schieben::V,σπρώχνω,ঠেলা
984,kratzen::V,γρατσουνίζω,চাঁচা
985,lecken::V,γλείφω,চাটা
986,beißen::V,δαγκάνω,দংশন করা
987,abreißen::V,κόβω,বিচ্ছিন্ন করা
988,abreißen::V,σχίζω,বিচ্ছিন্ন করা
989,abschneiden::V,αποκόπτω,বিচ্ছিন্ন করা
990,binden::V,δένω,বন্ধন করা
991,stecken::V,χώνω,বিদ্ধ করা
992,brechen::V,σπάζω,ভাঙা
993,klopfen::V,χτυπώ,আঘাত করা
994,klopfen::V,τινάζω,আঘাত করা
995,hauen::V,χτυπώ,আঘাত করা
996,kleben::V,κολλώ,সাঁটা
997,reiben::V,τρίβω,ঘষা
998,streichen::V,αλείφω,ছড়াইয়া
999,schleifen::V,ακονίζω,ধার দেওয়া
1000,schneiden::V,κόβω,কাটা
1001,rütteln::V,σείω,নাড়ান
1002,rütteln::V,τινάζω,নাড়ান
1003,schütteln::V,σείω,নড়া
1004,schütteln::V,κουνώ,নড়া
1005,schwenken::V,κουνώ,দোলা
1006,schütten::V,χύνω,বর্ষণ করা
1007,füllen::V,γεμίζω,পরিপূর্ণ করা
1008,einwickeln::V,τυλίγω,মুড়া
1009,tragen::V,φέρνω,বহন করা
1010,schleppen::V,κουβαλώ,টানা
1011,ziehen::V,τραβώ,টানা
1012,aufbewahren::V,φυλάω,রাখা
1013,werfen::V,ρίχνω,ছুড়া
1014,fangen::V,πιάνω,লোফা
1015,packen::V,τσακώνω,ধরা
1016,verstecken::V,κρύβω,গোপন করা
1017,teilen::V,μερίζω,বিভক্ত করা
1018,schicken::V,στέλνω,প্রেরণ করা
1019,bringen::V,φέρνω,আনা
1020,hinzufügen::V,προσθέτω,একত্র করা
1021,bekommen::V,προσκομίζω,পাওয়া
1022,erhalten::V,παίρνω,পাওয়া
1023,erhalten::V,λαμβάνω,পাওয়া
1024,nehmen::V,πιάνω,নেওয়া
1025,nehmen::V,παίρνω,নেওয়া
1026,wählen::V,εκλέγω,বাছা
1027,auswählen::V,διαλέγω,বাছা
1028,bewahren::V,διατηρώ,বাঁচাইয়া রাখা
1029,behindern::V,εμποδίζω,বাধা দেওয়া
1030,verderben::V,χαλώ,নষ্ট করা
1031,beschädigen::V,ζημιώνω,ক্ষতি করা
1032,zerbrechen::V,σπάζω,ভাঙ্গিয়া যাওয়া
1033,zerreißen::V,σχίζω,ছিঁড়া
1034,zerstören::V,καταστρέφω,বিনাশ করা
1035,verbrennen::V,καίω,দহন করা
1036,geben::V,δίνω,দেওয়া
1037,reichen::V,δίνω,দেওয়া
1038,schenken::V,χαρίζω,উপহার দেত্তয়া
1039,versprechen::V,υπόσχομαι,প্রতিশ্রুতি দেওয়া
1040,wünschen::V,εύχομαι,আকাঙ্ক্ষা করা
1041,loben::V,επαινώ,প্রশংসা করা
1042,küssen::V,φιλώ,চুম্বন করা
1043,wiegen::V,κουνώ,দুলানো
1044,wiegen::V,νανουρίζω,দুলানো
1045,zudecken::V,σκεπάζω,ঢাকা
1046,wecken::V,ξυπνώ,জাগানো
1047,zeigen::V,δείχνω,দেখানো
1048,führen::V,οδηγώ,পথ দেখানো
1049,lehren::V,διδάσκω,শেখানো
1050,unterrichten::V,διδάσκω,শিক্ষা দেওয়া
1051,aufziehen::V,ανατρέφω,পালন করা
1052,leiten::V,ηγούμαι,পরিচালনা করা
1053,leiten::V,διευθύνω,পরিচালনা করা
1054,antreiben::V,σπρώχνω,চালনা করা
1055,antreiben::V,παρακινώ,চালনা করা
1056,lassen::V,αφήνω,অনুমতি দেওয়া
1057,einladen::V,προσκαλώ,নিমন্ত্রণ করা
1058,vereinigen::V,ενώνω,এক করা
1059,besuchen::V,επισκέπτομαι,দেখিতে যাওয়া
1060,treffen::V,συναντώ,সন্মুখীন হওয়া
1061,sich versammeln::V,μαζεύομαι,জড়ো হওয়া
1062,spielen::V,παίζω,খেলা
1063,singen::V,τραγουδώ,গাওয়া
1064,tanzen::V,χορεύω,নাচা
1065,sich trennen::V,αποχωρίζομαι,পৃথক করা
1066,verlassen::V,εγκαταλείπω,পরিত্যাগ করা
1067,retten::V,σώζω,উদ্ধার করা
1068,bewachen::V,φρουρώ,পাহারা দেওয়া
1069,schützen::V,προστατεύω,রক্ষা করা
1070,verteidigen::V,υπερασπίζω,রক্ষা করা
1071,sich schlagen::V,χτυπιέμαι,লড়াই করা
1072,schießen::V,πυροβολώ,তীরবেগে ছোটা
1073,siegen::V,νικώ,জেতা
1074,ärgern::V,τσαντίζω,বিরক্ত করা
1075,schlagen::V,χτυπώ,আঘাত করা
1076,treten::V,κλοτσώ,লাথি মারা
1077,stechen::V,τρυπώ,দংশন করা
1078,stoßen::V,ωθώ,ঠেলা
1079,stoßen::V,σπρώχνω,ঠেলা
1080,stehlen::V,κλέβω,অপহরণ করা
1081,stören::V,διαταράσσω,ঘাঁটান
1082,belästigen::V,ενοχλώ,বিরক্ত করা
1083,verbergen::V,κρύβω,গোপন করা
1084,täuschen::V,παραπλανώ,প্রবঞ্চনা করা
1085,betrügen::V,απατώ,প্রতারণা করা
1086,töten::V,σκοτώνω,হত্যা করা
1087,töten::V,θανατώνω,হত্যা করা
1088,wohnen::V,μένω,বাস করা
1089,wohnen::V,κατοικώ,বাস করা
1090,arbeiten::V,δουλεύω,কাজ করা
1091,arbeiten::V,εργάζομαι,কাজ করা
1092,sammeln::V,μαζεύω,সংগ্রহ করা
1093,sammeln::V,συλλέγω,সংগ্রহ করা
1094,pflücken::V,κόβω,চয়ন করা
1095,jagen::V,κυνηγώ,শিকার করা
1096,fischen::V,ψαρεύω,মাছ ধরা
1097,fassen::V,πιάνω,ধরা
1098,hüten::V,φυλάγω,যুথভুক্ত করা
1099,hüten::V,προσέχω,যুথভুক্ত করা
1100,treiben::V,οδηγώ,চালনা করা
1101,anbinden::V,δένω,বন্ধন করা
1102,füttern::V,ταΐζω,ভোজন করানো
1103,melken::V,αρμέγω,দুগ্ধ দোহন করা
1104,hacken::V,κόβω,কাটা
1105,gießen::V,ποτίζω,বর্ষণ করা
1106,reifen::V,ωριμάζω,পাকা
1107,zubereiten::V,ετοιμάζω,রন্ধন করা
1108,kochen::V,βράζω,রন্ধন করা
1109,backen::V,ψήνω,সেকা
1110,braten::V,τηγανίζω,ভাজা
1111,umrühren::V,ανακατεύω,নড়ানো
1112,stricken::V,πλέκω,বোনা
1113,nähen::V,ράβω,সেলাই করা
1114,färben::V,βάφω,রঞ্জিত করা
1115,färben::V,χρωματίζω,রঞ্জিত করা
1116,reinigen::V,καθαρίζω,পরিষ্কার করা
1117,waschen::V,πλένω,পরিষ্কার করা
1118,abwischen::V,σφουγγίζω,মুছা
1119,spülen::V,ξεπλένω,পরিষ্কার করা
1120,fegen::V,σκουπίζω,ঝাঁট দেওয়া
1121,kehren::V,σκουπίζω,ঝাঁট দেওয়া
1122,baden::V,κάνω μπάνιο,অবগাহন করা
1123,sich waschen::V,πλένομαι,ধোয়া
1124,ausziehen::V,βγάζω,খুলা
1125,anziehen::V,φορώ,গায়ে দেত্তয়া
1126,sich anziehen::V,ντύνομαι,পোশাক পরা
1127,kämmen::V,χτενίζω,আঁচড়ানো
1128,schmücken::V,στολίζω,সাজান করা
1129,sagen::V,λέω,উচ্চারণ করা
1130,sprechen::V,μιλώ,বলা
1131,reden::V,μιλώ,আলাপ করা
1132,reden::V,κουβεντιάζω,আলাপ করা
1133,sich unterhalten::V,συνομιλώ,আড্ডা দেওয়া
1134,sich unterhalten::V,κουβεντιάζω,আড্ডা দেওয়া
1135,fragen::V,ρωτώ,জিজ্ঞাসা করা
1136,bitten::V,ζητώ,প্রার্থনা করা
1137,bitten::V,παρακαλώ,প্রার্থনা করা
1138,erzählen::V,διηγούμαι,বর্ণনা করা
1139,mitteilen::V,πληροφορώ,বলা
1140,nennen::V,ονομάζω,নাম দেওয়া
1141,rufen::V,φωνάζω,আমন্ত্রণ করা
1142,prahlen::V,καυχιέμαι,বড়াই করা
1143,übersetzen::V,μεταφράζω,ভাষাস্তরিত করা
1144,denken::V,σκέφτομαι,ভাবা
1145,glauben::V,πιστεύω,বিশ্বাস করা
1146,bemerken::V,παρατηρώ,লক্ষ্য করা
1147,erkennen::V,αναγνωρίζω,চিনিতে পারা
1148,begreifen::V,καταλαβαίνω,উপলব্ধি করা
1149,verstehen::V,ακούω,উপলব্ধি করা
1150,lernen::V,μαθαίνω,শেখা
1151,wissen::V,ξέρω,জানা
1152,sich erinnern an::V,θυμάμαι,মনে করা
1153,vergessen::V,ξεχνώ,বিস্মৃত হওয়া
1154,messen::V,μετρώ,মাপা
1155,zählen::V,μετρώ,গণনা করা
1156,rechnen::V,λογαριάζω,হিসাব করা
1157,lesen::V,διαβάζω,পাঠ করা
1158,malen::V,ζωγραφίζω,আঁকা
1159,zeichnen::V,σχεδιάζω,ছকা
1160,schreiben::V,γράφω,লেখা
1161,besitzen::V,κατέχω,অধিকার করা
1162,kaufen::V,αγοράζω,ক্রয় করা
1163,verkaufen::V,πουλώ,বেচা
1164,bezahlen::V,πληρώνω,প্রদান করা
1165,zahlen::V,πληρώνω,প্রদান করা
1166,beherrschen::V,κυριαρχώ,শাসন করা
1167,ertragen::V,βαστώ,বহন করা
1168,ertragen::V,αντέχω,বহন করা
