,Concept_ID,kl,kl
158,Ufer::N,sissap sinaa,sissap sinaa
159,Küste::N,sineriak,sineriak
160,Meer::N,imaq,imaq
161,Bucht::N,ikeq,ikeq
162,Bucht::N,ikeq,kangerluk
163,Bucht::N,ikeq,kangerliumaneq
164,Bucht::N,kangerluk,ikeq
165,Bucht::N,kangerluk,kangerluk
166,Bucht::N,kangerluk,kangerliumaneq
167,Bucht::N,kangerliumaneq,ikeq
168,Bucht::N,kangerliumaneq,kangerluk
169,Bucht::N,kangerliumaneq,kangerliumaneq
170,Insel::N,qeqertaq,qeqertaq
171,Blume::N,naasoq,naasoq
172,Gras::N,ivigaq,ivigaq
173,Wurzel::N,niulutaq,niulutaq
174,Baum::N,orpik,orpik
175,Stamm::N,kanaartaq,kanaartaq
176,Rinde::N,ameraq,ameraq
177,Ast::N,avalequt,avalequt
178,Zweig::N,avalequt,avalequt
179,Blatt::N,pilutaq,pilutaq
180,Birke::N,patitsit,patitsit
181,Weide[Baum]::N,palleq,palleq
182,Tanne::N,orsuerneq,orsuerneq
183,Horn::N,nassuk,nassuk
184,Feder::N,suluk,suluk
185,Fell::N,ameq,ameq
186,Flügel::N,suluk,suluk
187,Flügel::N,suluk,isaroq
188,Flügel::N,isaroq,suluk
189,Flügel::N,isaroq,isaroq
190,Klaue::N,kukik,kukik
191,Kralle::N,kukik,kukik
192,Schwanz::N,pamioq,pamioq
193,Schwanz::N,pamioq,paperuusaq
194,Schwanz::N,paperuusaq,pamioq
195,Schwanz::N,paperuusaq,paperuusaq
196,Ei::N,mannik,mannik
197,Nest::N,ullut,ullut
198,Bau::N,ini,ini
199,Tier::N,uumasoq,uumasoq
200,Herde::N,unguukkat,unguukkat
201,Kuh::N,ussik,ussik
202,Bulle::N,angukulak,angukulak
203,Bulle::N,angukulak,anguteralak
204,Bulle::N,angukulak,angutikulooq
205,Bulle::N,anguteralak,angukulak
206,Bulle::N,anguteralak,anguteralak
207,Bulle::N,anguteralak,angutikulooq
208,Bulle::N,angutikulooq,angukulak
209,Bulle::N,angutikulooq,anguteralak
210,Bulle::N,angutikulooq,angutikulooq
211,Schaf::N,sava,sava
212,Schwein::N,puuluki,puuluki
213,Hund::N,qimmeq,qimmeq
214,Katze::N,puisaaq,puisaaq
215,Bär::N,allaq,allaq
216,Eichhörnchen::N,sissinnguaq,sissinnguaq
217,Fuchs::N,terianniaq,terianniaq
218,Hase::N,ukaleq,ukaleq
219,Maus::N,teriannguaq,teriannguaq
220,Wolf::N,amaroq,amaroq
221,Vogel::N,timmiaq,timmiaq
222,Huhn::N,kukkukooq,kukkukooq
223,Huhn::N,kukkukooq,marloraaqaaq
224,Huhn::N,marloraaqaaq,kukkukooq
225,Huhn::N,marloraaqaaq,marloraaqaaq
226,Hahn::N,kiasiusaq,kiasiusaq
227,Gans::N,nerleq,nerleq
228,Adler::N,nattoralik,nattoralik
229,Eule::N,uppik,uppik
230,Kranich::N,qorlorfik,qorlorfik
231,Krähe::N,tuluatsiaq,tuluatsiaq
232,Kuckuck::N,kukkooq,kukkooq
233,Schwan::N,qussuk,qussuk
234,Fisch::N,aalisagaq,aalisagaq
235,Schlange[Tier]::N,pulateriarsuk,pulateriarsuk
236,Schlange[Tier]::N,pulateriarsuk,pulateriaarsuk
237,Schlange[Tier]::N,pulateriaarsuk,pulateriarsuk
238,Schlange[Tier]::N,pulateriaarsuk,pulateriaarsuk
239,Spinne::N,aasiaq,aasiaq
240,Spinne::N,aasiaq,nissavaarsuk
241,Spinne::N,nissavaarsuk,aasiaq
242,Spinne::N,nissavaarsuk,nissavaarsuk
243,Ameise::N,uniaaluk,uniaaluk
244,Laus::N,kumak,kumak
245,Mücke::N,ippernaq,ippernaq
246,Fliege::N,ippernaq,ippernaq
247,Schmetterling::N,paluaq,paluaq
248,Schmetterling::N,paluaq,pakkaluaq
249,Schmetterling::N,paluaq,utsuppaluaq
250,Schmetterling::N,paluaq,taqaleqisaaq
251,Schmetterling::N,pakkaluaq,paluaq
252,Schmetterling::N,pakkaluaq,pakkaluaq
253,Schmetterling::N,pakkaluaq,utsuppaluaq
254,Schmetterling::N,pakkaluaq,taqaleqisaaq
255,Schmetterling::N,utsuppaluaq,paluaq
256,Schmetterling::N,utsuppaluaq,pakkaluaq
257,Schmetterling::N,utsuppaluaq,utsuppaluaq
258,Schmetterling::N,utsuppaluaq,taqaleqisaaq
259,Schmetterling::N,taqaleqisaaq,paluaq
260,Schmetterling::N,taqaleqisaaq,pakkaluaq
261,Schmetterling::N,taqaleqisaaq,utsuppaluaq
262,Schmetterling::N,taqaleqisaaq,taqaleqisaaq
263,Beere::N,paarmaq,paarmaq
264,Beere::N,paarmaq,paarngaq
265,Beere::N,paarngaq,paarmaq
266,Beere::N,paarngaq,paarngaq
267,Apfel::N,iipili,iipili
268,Pilz::N,anngiusaq,anngiusaq
269,Zwiebel::N,uanitsoq,uanitsoq
270,Saat::N,naatsiiassaq,naatsiiassaq
271,Korn::N,maannineq,maannineq
272,Schale::N,niutsivik,niutsivik
273,Schale::N,niutsivik,ilulissaq qaartussaq
274,Schale::N,ilulissaq qaartussaq,niutsivik
275,Schale::N,ilulissaq qaartussaq,ilulissaq qaartussaq
276,Grube::N,itersaq,itersaq
277,Falle::N,pualavoq,pualavoq
278,Schlinge::N,orseq,orseq
279,Schlinge::N,orseq,norloq
280,Schlinge::N,norloq,orseq
281,Schlinge::N,norloq,norloq
282,Spur::N,tumaa,tumaa
283,Asche::N,arsat,arsat
284,Dreck::N,minguk,minguk
285,Eisen::N,savimineq,savimineq
286,Eisen::N,savimineq,saffiugassaq
287,Eisen::N,saffiugassaq,savimineq
288,Eisen::N,saffiugassaq,saffiugassaq
289,Gold::N,kuulti,kuulti
290,Silber::N,siilviuvoq,siilviuvoq
291,Kohle::N,aamarsuit aamaruutissat,aamarsuit aamaruutissat
292,Glas::N,igalaaq,igalaaq
293,Glas::N,igalaaq,imertarfik
294,Glas::N,igalaaq,igalaamineq
295,Glas::N,imertarfik,igalaaq
296,Glas::N,imertarfik,imertarfik
297,Glas::N,imertarfik,igalaamineq
298,Glas::N,igalaamineq,igalaaq
299,Glas::N,igalaamineq,imertarfik
300,Glas::N,igalaamineq,igalaamineq
301,Lehm::N,marraq,marraq
302,Sand::N,sioqqat,sioqqat
303,Mensch::N,inuk,inuk
304,Mensch::N,inuk,silamiu
305,Mensch::N,silamiu,inuk
306,Mensch::N,silamiu,silamiu
307,Mann::N,angut,angut
308,Frau::N,arnaq,arnaq
309,Kind::N,meeraq,meeraq
310,Junge::N,nukappiaraq,nukappiaraq
311,Mädchen::N,arnannguaq,arnannguaq
312,Familie::N,ilaqutakka,ilaqutakka
313,Familie::N,ilaqutakka,ilaqutariit
314,Familie::N,ilaqutariit,ilaqutakka
315,Familie::N,ilaqutariit,ilaqutariit
316,Großvater::N,aatak,aatak
317,Großmutter::N,aanaq,aanaq
318,Eltern::N,angajoqqaat,angajoqqaat
319,Vater::N,ataata,ataata
320,Vater::N,ataata,ataataq
321,Vater::N,ataataq,ataata
322,Vater::N,ataataq,ataataq
323,Mutter::N,anaana,anaana
324,Sohn::N,erneq,erneq
325,Tochter::N,panik,panik
326,Bruder::N,ani,ani
327,Bruder::N,ani,aqqaluk
328,Bruder::N,ani,qatanngut
329,Bruder::N,aqqaluk,ani
330,Bruder::N,aqqaluk,aqqaluk
331,Bruder::N,aqqaluk,qatanngut
332,Bruder::N,qatanngut,ani
333,Bruder::N,qatanngut,aqqaluk
334,Bruder::N,qatanngut,qatanngut
335,Schwester::N,naja,naja
336,Schwester::N,naja,aleqa
337,Schwester::N,naja,qatanngut
338,Schwester::N,aleqa,naja
339,Schwester::N,aleqa,aleqa
340,Schwester::N,aleqa,qatanngut
341,Schwester::N,qatanngut,naja
342,Schwester::N,qatanngut,aleqa
343,Schwester::N,qatanngut,qatanngut
344,Onkel::N,akkak,akkak
345,Tante::N,aja,aja
346,Tante::N,aja,ajak
347,Tante::N,aja,atsak
348,Tante::N,ajak,aja
349,Tante::N,ajak,ajak
350,Tante::N,ajak,atsak
351,Tante::N,atsak,aja
352,Tante::N,atsak,ajak
353,Tante::N,atsak,atsak
354,Ehemann::N,ui,ui
355,Ehefrau::N,nuliaq,nuliaq
356,Freude::N,tipaatsussuseq,tipaatsussuseq
357,Gelächter::N,illaq,illaq
358,Glück::N,usornaat,usornaat
359,Glück::N,usornaat,usornarsuseq
360,Glück::N,usornarsuseq,usornaat
361,Glück::N,usornarsuseq,usornarsuseq
362,Wunsch::N,kissaat,kissaat
363,Lust::N,illigussuseq,illigussuseq
364,Lust::N,illigussuseq,piummaseq
365,Lust::N,piummaseq,illigussuseq
366,Lust::N,piummaseq,piummaseq
367,Geist::N,anerneq,anerneq
368,Geist::N,anerneq,toornaq
369,Geist::N,toornaq,anerneq
370,Geist::N,toornaq,toornaq
371,Gedanke::N,isumassaq,isumassaq
372,Gedächtnis::N,eqqaamannissuseq,eqqaamannissuseq
373,Verstand::N,isuma,isuma
374,Verstand::N,isuma,sianissut
375,Verstand::N,isuma,misigissut
376,Verstand::N,isuma,sianissuseq
377,Verstand::N,isuma,silaqassuseq
378,Verstand::N,sianissut,isuma
379,Verstand::N,sianissut,sianissut
380,Verstand::N,sianissut,misigissut
381,Verstand::N,sianissut,sianissuseq
382,Verstand::N,sianissut,silaqassuseq
383,Verstand::N,misigissut,isuma
384,Verstand::N,misigissut,sianissut
385,Verstand::N,misigissut,misigissut
386,Verstand::N,misigissut,sianissuseq
387,Verstand::N,misigissut,silaqassuseq
388,Verstand::N,sianissuseq,isuma
389,Verstand::N,sianissuseq,sianissut
390,Verstand::N,sianissuseq,misigissut
391,Verstand::N,sianissuseq,sianissuseq
392,Verstand::N,sianissuseq,silaqassuseq
393,Verstand::N,silaqassuseq,isuma
394,Verstand::N,silaqassuseq,sianissut
395,Verstand::N,silaqassuseq,misigissut
396,Verstand::N,silaqassuseq,sianissuseq
397,Verstand::N,silaqassuseq,silaqassuseq
398,Sinn::N,isuma,isuma
399,Grund::N,patsit,patsit
400,Wahrheit::N,sallusuissut,sallusuissut
401,Märchen::N,oqalualaarut,oqalualaarut
402,Märchen::N,oqalualaarut,oqaluasaaq
403,Märchen::N,oqaluasaaq,oqalualaarut
404,Märchen::N,oqaluasaaq,oqaluasaaq
405,Erzählung::N,oqaluttuaq,oqaluttuaq
406,Nachricht::N,oqaassut,oqaassut
407,Nachricht::N,oqaassut,oqqersuut
408,Nachricht::N,oqqersuut,oqaassut
409,Nachricht::N,oqqersuut,oqqersuut
410,Neuigkeit::N,tusarnartaq,tusarnartaq
411,Name::N,ateq,ateq
412,Rätsel::N,nalorsitsaarut,nalorsitsaarut
413,Rede::N,oqaluuseq,oqaluuseq
414,Sprache::N,oqaatsit,oqaatsit
415,Stimme::N,erinaq,erinaq
416,Stimme::N,erinaq,qarluuseq
417,Stimme::N,qarluuseq,erinaq
418,Stimme::N,qarluuseq,qarluuseq
419,Wort::N,oqaasii,oqaasii
420,Zeichen::N,nalunaaqqut,nalunaaqqut
421,Ruf::N,qaaqqussut,qaaqqussut
422,Lärm::N,perpaluk,perpaluk
423,Laut::N,torsukattak,torsukattak
424,Ton::N,erinaq,erinaq
425,Lied::N,taalliaq,taalliaq
426,Lied::N,taalliaq,erinarsuut
427,Lied::N,erinarsuut,taalliaq
428,Lied::N,erinarsuut,erinarsuut
429,Ruhe::N,qatsunganeq,qatsunganeq
430,Leute::N,inuiak,inuiak
431,Leute::N,inuiak,inuiaqatigiit
432,Leute::N,inuiaqatigiit,inuiak
433,Leute::N,inuiaqatigiit,inuiaqatigiit
434,Volk::N,inuiaat,inuiaat
435,Arbeit::N,suliaq,suliaq
436,Gast::N,qaaqqusaq,qaaqqusaq
437,Geschenk::N,pajugut,pajugut
438,Hilfe::N,annertoqqut,annertoqqut
439,Freund::N,tiliaq,tiliaq
440,Freund::N,tiliaq,ikinngut
441,Freund::N,ikinngut,tiliaq
442,Freund::N,ikinngut,ikinngut
443,Kamerad::N,tiliaq,tiliaq
444,Kamerad::N,tiliaq,ikinngut
445,Kamerad::N,ikinngut,tiliaq
446,Kamerad::N,ikinngut,ikinngut
447,Art::N,ileqquuseq,ileqquuseq
448,Stück::N,nakkaalaniku,nakkaalaniku
449,Teil::N,tassiaasat,tassiaasat
450,Hälfte::N,affaq,affaq
451,Kreis::N,kaajaluinneq or kaajaluitsoq,kaajaluinneq or kaajaluitsoq
452,Kreuz::N,sanningasulik,sanningasulik
453,Linie::N,tittaq,tittaq
454,Linie::N,tittaq,titarneq
455,Linie::N,titarneq,tittaq
456,Linie::N,titarneq,titarneq
457,Abstand::N,aku,aku
458,Abstand::N,aku,ikiaq
459,Abstand::N,ikiaq,aku
460,Abstand::N,ikiaq,ikiaq
461,Entfernung::N,asi,asi
462,Gegend::N,nuna,nuna
463,Platz::N,ini,ini
464,Platz::N,ini,inissaq
465,Platz::N,inissaq,ini
466,Platz::N,inissaq,inissaq
467,Ort::N,sumiiffik,sumiiffik
468,Seite::N,saneraq,saneraq
469,Mitte::N,qiteq,qiteq
470,Sache::N,pigisaq,pigisaq
471,Rand::N,sini,sini
472,Rand::N,sini,akerfineq
473,Rand::N,akerfineq,sini
474,Rand::N,akerfineq,akerfineq
475,Kante::N,akerfineq,akerfineq
476,Ecke::N,teqeqqoq,teqeqqoq
477,Ecke::N,teqeqqoq,tikeqqoq
478,Ecke::N,tikeqqoq,teqeqqoq
479,Ecke::N,tikeqqoq,tikeqqoq
480,Spitze::N,inngik,inngik
481,Ende::N,isu,isu
482,Loch::N,putu,putu
483,Winkel::N,teqeqqorissaat,teqeqqorissaat
484,Muster::N,ilisserut,ilisserut
485,Größe::N,angissuseq,angissuseq
486,Länge::N,takissuseq,takissuseq
487,Gewicht::N,oqimaalutaq,oqimaalutaq
488,Menge::N,amerlassuseq,amerlassuseq
489,Haufen::N,eqimattat,eqimattat
490,Reihe::N,allunaasaq,allunaasaq
491,Boot::N,qajaq,qajaq
492,Boot::N,qajaq,angallat
493,Boot::N,qajaq,umiatsiaq
494,Boot::N,angallat,qajaq
495,Boot::N,angallat,angallat
496,Boot::N,angallat,umiatsiaq
497,Boot::N,umiatsiaq,qajaq
498,Boot::N,umiatsiaq,angallat
499,Boot::N,umiatsiaq,umiatsiaq
500,Ruder::N,iput,iput
501,Schlitten::N,qamutit,qamutit
502,Schlitten::N,qamutit,qimusseq
503,Schlitten::N,qimusseq,qamutit
504,Schlitten::N,qimusseq,qimusseq
505,Ski::N,ataarut,ataarut
506,Last::N,nammagaq,nammagaq
507,Schritt::N,allorneq,allorneq
508,Norden::N,avannaq,avannaq
509,Süden::N,qava,qava
510,Süden::N,qava,kujat
511,Süden::N,qava,kujataa
512,Süden::N,kujat,qava
513,Süden::N,kujat,kujat
514,Süden::N,kujat,kujataa
515,Süden::N,kujataa,qava
516,Süden::N,kujataa,kujat
517,Süden::N,kujataa,kujataa
518,Westen::N,kitaa,kitaa
519,Osten::N,kangi,kangi
520,Holz::N,qisuk,qisuk
521,Brett::N,salliligaq,salliligaq
522,Platte::N,qaateq,qaateq
523,Stütze::N,ajagutaq,ajagutaq
524,Stütze::N,ajagutaq,ajaagutaq
525,Stütze::N,ajaagutaq,ajagutaq
526,Stütze::N,ajaagutaq,ajaagutaq
527,Stange::N,kaaviffik,kaaviffik
528,Stock::N,ajaappissat,ajaappissat
529,Stab::N,ajaappissat,ajaappissat
530,Rohr::N,sullulik,sullulik
531,Haus::N,illu,illu
532,Ofen::N,kissarsuut,kissarsuut
533,Fußboden::N,nateq,nateq
534,Tisch::N,allattarfik,allattarfik
535,Stuhl::N,issiavik,issiavik
536,Stuhl::N,issiavik,issiaffik
537,Stuhl::N,issiaffik,issiavik
538,Stuhl::N,issiaffik,issiaffik
539,Wiege::N,uaasoq,uaasoq
540,Bett::N,nallavik,nallavik
541,Regal::N,ilisivik,ilisivik
542,Kiste::N,sakissat,sakissat
543,Kiste::N,sakissat,illerfiusaq
544,Kiste::N,illerfiusaq,sakissat
545,Kiste::N,illerfiusaq,illerfiusaq
546,Fenster::N,aki,aki
547,Fenster::N,aki,igalaaq
548,Fenster::N,igalaaq,aki
549,Fenster::N,igalaaq,igalaaq
550,Tür::N,matu,matu
551,Tor::N,isaaffik,isaaffik
552,Zaun::N,saputit,saputit
553,Dach::N,qaliaq,qaliaq
554,Leiter::N,tummeqqat,tummeqqat
555,Leiter::N,tummeqqat,majuartarfiit
556,Leiter::N,majuartarfiit,tummeqqat
557,Leiter::N,majuartarfiit,majuartarfiit
558,Besen::N,saligutit,saligutit
559,Spaten::N,nivaataq,nivaataq
560,Schaufel::N,nivaataq,nivaataq
561,Gabel::N,qilluaq,qilluaq
562,Gabel::N,qilluaq,ajassaatit
563,Gabel::N,ajassaatit,qilluaq
564,Gabel::N,ajassaatit,ajassaatit
565,Löffel::N,alussaat,alussaat
566,Messer::N,savik,savik
567,Nagel::N,kukik,kukik
568,Netz::N,anguffaseq,anguffaseq
569,Haken::N,nissik,nissik
570,Haken::N,nissik,qarsorsaq
571,Haken::N,nissik,qarsorsartoq
572,Haken::N,qarsorsaq,nissik
573,Haken::N,qarsorsaq,qarsorsaq
574,Haken::N,qarsorsaq,qarsorsartoq
575,Haken::N,qarsorsartoq,nissik
576,Haken::N,qarsorsartoq,qarsorsaq
577,Haken::N,qarsorsartoq,qarsorsartoq
578,Griff::N,ipi,ipi
579,Schloss::N,illussaarsuaq,illussaarsuaq
580,Bild::N,assiliaq,assiliaq
581,Figur::N,kisitsit,kisitsit
582,Puppe::N,inuusaq,inuusaq
583,Bündel::N,qilertaq,qilertaq
584,Tasche::N,pooqattaq,pooqattaq
585,Deckel::N,matu,matu
586,Geschirr::N,anut,anut
587,Tasse::N,tiitorfik,tiitorfik
588,Tasse::N,tiitorfik,tiitorfiup ilorlia
589,Tasse::N,tiitorfiup ilorlia,tiitorfik
590,Tasse::N,tiitorfiup ilorlia,tiitorfiup ilorlia
591,Topf::N,qoqqoq,qoqqoq
592,Kessel::N,uunnaavik,uunnaavik
593,Essen::N,igaaq,igaaq
594,Nahrung::N,neqissaq,neqissaq
595,Speise::N,nerisassat,nerisassat
596,Fleisch::N,neqi,neqi
597,Getreide::N,maannineq,maannineq
598,Brot::N,iffit,iffit
599,Brot::N,iffit,iffiaq
600,Brot::N,iffiaq,iffit
601,Brot::N,iffiaq,iffiaq
602,Scheibe::N,igalaassiaq,igalaassiaq
603,Fett::N,tarnutissaq,tarnutissaq
604,Fett::N,tarnutissaq,tarnutissiaq
605,Fett::N,tarnutissiaq,tarnutissaq
606,Fett::N,tarnutissiaq,tarnutissiaq
607,Butter::N,punneq,punneq
608,Öl::N,uulia,uulia
609,Salz::N,taratsut,taratsut
610,Suppe::N,qajoq,qajoq
611,Honig::N,tungusunnitsuut,tungusunnitsuut
612,Milch::N,immuk,immuk
613,Tee::N,tii,tii
614,Tee::N,tii,teeq
615,Tee::N,teeq,tii
616,Tee::N,teeq,teeq
617,Wolle::N,nuersagassiaq,nuersagassiaq
618,Stoff::N,milliaq,milliaq
619,Stoff::N,milliaq,qarlissiaq
620,Stoff::N,qarlissiaq,milliaq
621,Stoff::N,qarlissiaq,qarlissiaq
622,Nadel::N,meqqut,meqqut
623,Faden::N,ujalussiaq,ujalussiaq
624,Knopf::N,attat,attat
625,Knoten::N,akeroq,akeroq
626,Knoten::N,akeroq,qilerneq
627,Knoten::N,qilerneq,akeroq
628,Knoten::N,qilerneq,qilerneq
629,Farbe::N,qalipaat,qalipaat
630,Kleidung::N,atisat,atisat
631,Kleidung::N,atisat,annoraaq
632,Kleidung::N,annoraaq,atisat
633,Kleidung::N,annoraaq,annoraaq
634,Hemd::N,ilupaaq,ilupaaq
635,Kragen::N,qungasiinnaq,qungasiinnaq
636,Ärmel::N,aaq,aaq
637,Hose::N,qarliit,qarliit
638,Gürtel::N,qiterut,qiterut
639,Gürtel::N,qiterut,unngersaq
640,Gürtel::N,unngersaq,qiterut
641,Gürtel::N,unngersaq,unngersaq
642,Mütze::N,nasaq,nasaq
643,Schuh::N,skuu,skuu
644,Schuh::N,skuu,ikernuk
645,Schuh::N,skuu,ateraasaq
646,Schuh::N,ikernuk,skuu
647,Schuh::N,ikernuk,ikernuk
648,Schuh::N,ikernuk,ateraasaq
649,Schuh::N,ateraasaq,skuu
650,Schuh::N,ateraasaq,ikernuk
651,Schuh::N,ateraasaq,ateraasaq
652,Stiefel::N,kamik,kamik
653,Ring::N,assammiu,assammiu
654,Band::N,qilerutissiaq,qilerutissiaq
655,Kamm::N,illaagutit,illaagutit
656,Kamm::N,illaagutit,illaajaatit pl.
657,Kamm::N,illaajaatit pl.,illaagutit
658,Kamm::N,illaajaatit pl.,illaajaatit pl.
659,Spiegel::N,tarrarsuut,tarrarsuut
660,Riemen::N,allunaaq,allunaaq
661,Schnur::N,kujaaq,kujaaq
662,Schnur::N,kujaaq,allunaasaq
663,Schnur::N,allunaasaq,kujaaq
664,Schnur::N,allunaasaq,allunaasaq
665,Leine::N,aleq,aleq
666,Decke::N,qipik,qipik
667,Kissen::N,akit,akit
668,Tuch::N,qarlissiaq,qarlissiaq
669,Handtuch::N,allarut,allarut
670,Handtuch::N,allarut,allarterut
671,Handtuch::N,allarterut,allarut
672,Handtuch::N,allarterut,allarterut
673,Kraft::N,pissak,pissak
674,Stärke::N,qerattarsaat,qerattarsaat
675,Gesundheit::N,peqqisusseq,peqqisusseq
676,Krankheit::N,nappaat,nappaat
677,Schmerz::N,anniaat,anniaat
678,Wunde::N,iki,iki
