,Concept_ID,av,ab
676,berühmt::A,машгьураб,адыр
677,fremd::A,чияр,атəым
678,verschieden::A,батӏи-батӏияб,Еиуа-еиҧшым
679,nah::A,гӏагарда бугеб,ааигəа
680,fern::A,рикӏкӏадаб,ахара
681,linker::A,квегӏаб,арма
682,rechter::A,кваранаб,арҕьа
683,anderer::A,батӏияб,даҽа
684,anderer::A,батӏияб,даҽакы
685,erster::A,тӏоцебесеб,актәи
686,zweiter::A,кӏиабилеб,аҩбатəи
687,dritter::A,лъабабилеб,ахҕатәи
688,letzter::A,ахирисеб,аҵыхəтəантəи
689,allein::ADV,ялгъузго,мацара
690,auf einmal::ADV,цихӏинтӏаго,зныкала
691,auf einmal::ADV,цихӏинтӏаго,зныкҟьара
692,zusammen::ADV,цойида,аиц...
693,plötzlich::ADV,цойидасанго,иаалырҟьаны
694,sofort::ADV,гьебсагӏат,иаразнакҵәҟьа
695,jetzt::ADV,гьанже,уажәы
696,heute::ADV,жакъа,иахьа
697,morgen::ADV,метер,уаҵәы
698,bald::ADV,гьабсагӏаталъ,иласны
699,dann::ADV,цинги,нас
700,gestern::ADV,сон,иацы
701,einst::ADV,цин,зны
702,damals::ADV,гьебмехалъ,усҟан
703,damals::ADV,гьебмехалда,усҟан
704,danach::ADV,цинги,нас
705,danach::ADV,хадуса,нас
706,vorher::ADV,цебе,уаанӡа
707,zuerst::ADV,тӏоцебе,азнаказы
708,zuerst::ADV,тӏоцебе,аҧхьа
709,einmal::ADV,цинцӏул,зны
710,einmal::ADV,цихӏин,зны
711,einmal::ADV,цоцӏул,зны
712,manchmal::ADV,олоцӏул,зны-зынла
713,oft::ADV,гӏемерго,лассы-лассы
714,immer::ADV,кидаго,енагь
715,immer::ADV,кидаго,еснагь
716,niemals::ADV,киданиги,ианакəызаалак
717,hier::ADV,аниб,ара
718,hier::ADV,аниб,абра
719,hier::ADV,аниб,араҟа
720,hierhin::ADV,анибехун,ара
721,hierhin::ADV,анибехун,араҟа
722,von hier::ADV,гьаниса,арантә
723,dort::ADV,гьениб,уа
724,dorthin::ADV,гьадаба,уахь
725,dorthin::ADV,гьадаба,анахь
726,geradeaus::ADV,битӏутӏа,ишиашоу
727,vorwärts::ADV,цебехун,ҕхьаҟа
728,rückwärts::ADV,нахъ-нахъ,шьҭахьла
729,zurück::ADV,нахъе,шьҭахьҟа
730,unten::ADV,ахакь,лбаа
731,unten::ADV,гъоркь,лбаа
732,hinab::ADV,эхебе,алада
733,oben::ADV,тӏад,хыхь
734,oben::ADV,тӏадехун,хыхь
735,hinauf::ADV,эхеде,аҩада
736,überall::ADV,кибго,зегьынцьара
737,ein wenig::ADV,дагьабго,ҕыҭк
738,kaum::ADV,хӏалалъ,аарлаҳәа
739,kaum::ADV,хӏалалъ,афергьҳәа
740,sehr::ADV,кутакалда,даара
741,so::ADV,гьедин,ас
742,so::ADV,гьедин,абас
743,noch::ADV,жеги,макьана
744,nur::ADV,гӏӣцӏго,заҵәык
745,wieder::ADV,на́хъеги,ҿыц
746,wieder::ADV,на́хъеги,дырҩегь
747,wieder::ADV,на́хъеги,дырҩегьых
748,vergebens::ADV,чӏалгӏаде,баша
749,vor::PRP,цебе,аҕхьа
750,hinter::PRP,хадуса,нхыҵ
751,unter::PRP,ахакь,амҵа
752,unter::PRP,ахакь,амҵан
753,unter::PRP,гъоркь,амҵа
754,unter::PRP,гъоркь,амҵан
755,neben::PRP,аскӏо,ааигуара
756,zwischen::PRP,гьоркьоб,абжьара
757,wegen::PRP,гьелда,-иззы
758,wegen::PRP,гьелда,-ҟнытә
759,dies::PRN,гьаб,ари
760,dies::PRN,гьаб,абри
761,dies::PRN,гьеб,ари
762,dies::PRN,гьеб,абри
763,das::PRN,доб,Абни
764,das::PRN,доб,убри
765,ich::PRN,дун,са
766,ich::PRN,дун,сара
767,du::PRN,дуца,бара
768,er::PRN,доб,иара
769,wir::PRN,ниж,ҳара
770,ihr::PRN,нуж,шәара
771,sie::PRN,дол,дара
772,sie::PRN,эл,дара
773,was::FPRN,щиб,
774,wer::FPRN,щиб,дарбан
775,wo::FADV,киб,иабыкуу
776,wo::FADV,киб,аба-
777,wo::FADV,киб,ахь-
778,wo::FADV,кибехун,иабыкуу
779,wo::FADV,кибехун,аба-
780,wo::FADV,кибехун,ахь-
781,wohin::FADV,кибехун,иабыкуу
782,wohin::FADV,кибехун,аба-
783,wohin::FADV,кибехун,ахь-
784,wie::FADV,кин,-шҕа
785,warum::FADV,щай,избан
786,wieviel::FNUM,кигӏан,заҟа
787,eins::NUM,цо,акы
788,eins::NUM,цо,аӡәы
789,zwei::NUM,кӏиго,ҩба
790,drei::NUM,лъабго,хҕа
791,vier::NUM,ункъо,ҕшьба
792,fünf::NUM,щуго,хəба
793,sechs::NUM,анлъго,фба
794,sieben::NUM,анкьго,Бжьба
795,acht::NUM,микьго,ааба
796,neun::NUM,ичӏго,жәба
797,zehn::NUM,анцӏго,жәаба
798,elf::NUM,анцӏила цо,жәеизатәи
799,zwölf::NUM,кӏиго-анцӏила,жәаҩа
800,zwanzig::NUM,къого,ҩажәа
801,dreißig::NUM,лъеберго,ҩажәижәабатәи
802,vierzig::NUM,кӏикъого,ҩынҩажәа
803,fünfzig::NUM,кӏикъо́ялда анцӏго,ҩынҩажәеижәаба
804,sechzig::NUM,лъабкъого,хынҩажәа
805,siebzig::NUM,лъабкъо́ялда анцӏго,хынҩажәижәаба
806,achtzig::NUM,ункъого,ҕшьынҩажәа
807,neunzig::NUM,ункъоялда а́нцӏила,ҕшьынҩажәижәаба
808,hundert::NUM,нусго,шәкы
809,tausend::NUM,азарго,зқьы
810,und::CNJ,ва,-и
811,und::CNJ,-ги,-и
812,oder::CNJ,ялъуни,ма
813,stehen::V,бахъунчӏезе,агылазаара
814,sitzen::V,гӏодов чӏезе,атəара
815,sitzen::V,гӏодов чӏезе,атəа(заа)ра
816,liegen::V,бегизе,аиара
817,hängen::V,базе,акнаҳара
818,werden::V,бахъине,аҟалара
819,passieren::V,лъугьине,аҟалара
820,passieren::V,лъугьа-бахъине,аҟалара
821,beginnen::V,байбихьизе,алагара
822,enden::V,лъугӏизе,алгара
823,wechseln::V,хиса-басизе,аҽыҧсахра
824,wechseln::V,хисизе,аҽыҧсахра
825,aufgehen[Sonne]::V,баккизе,агылара
826,aufgehen[Sonne]::V,баккизе,ахашлара
827,aufgehen[Sonne]::V,баккизе,аҩаҵхахара
828,untergehen[Sonne]::V,щинкӏизе,аҭашəара
829,scheinen[Sonne]::V,къалъ-къалъизе,акаҧхара
830,donnern::V,гъугъазе,адыдра
831,wehen::V,пуйзе,асра
832,strömen::V,чвахизе,акаҭəара
833,fließen::V,чвахизе,ацара
834,sich drehen::V,сверизе,ахагьежьра
835,schwanken::V,хьвагӏезе,аҵысра
836,schwanken::V,багъа-бачаризе,аҵысра
837,schwingen::V,щвартӏезе,ахызазара
838,schwingen::V,щвартӏезе,акьаандара
839,fallen::V,бортизе,акаҳара
840,brennen::V,рекӏине,абылра
841,rauchen::V,кӏкӏуй буризе,ахылҵра
842,regnen::V,базе,аура
843,gefrieren::V,гӏу́низе,аҵаара
844,tauen::V,биаризе,аӡҭра
845,schmelzen::V,биине,ақəӡыҭра
846,schmelzen::V,биине,аҭəара
847,trocknen::V,бакъвазе,абара
848,sieden::V,гьалдезе,ашра
849,faulen::V,махӏцине,абаара
850,verfaulen::V,туризе,абаара
851,verfaulen::V,туризе,аилашра
852,reißen::V,бихъизе,аҧжəара
853,versinken::V,гъанкъизе,аӡааҟəрылара
854,vergehen::V,базе,ацара
855,vergehen::V,бахъизе,ацара
856,vergehen::V,ине,ацара
857,erscheinen::V,баккизе,ацəырҵра
858,verschwinden::V,къине,аҵашəкəара
859,verschwinden::V,билизе,аҵашəкəара
860,sinken::V,гӏодо́бе ккезе,атəара
861,sinken::V,гӏодо́бе ккезе,алаҟəра
862,abnehmen::V,тӏаса камизе,ацӡаара
863,abnehmen::V,тӏаса камизе,аиҵалара
864,zunehmen::V,гӏемерлъизе,аҽырҭбаара
865,zunehmen::V,гӏемерлъизе,аиҵыҵра
866,zunehmen::V,гӏемерлъизе,арацəахара
867,steigen::V,бахине,азҳара
868,steigen::V,бахине,ашьҭыҵра
869,steigen::V,бахине,адухара
870,steigen::V,бахине,ацлара
871,wachsen::V,кӏодолъизе,азҳара
872,glänzen::V,цӏвакизе,ацыр-цырра
873,glänzen::V,цӏвакизе,ацыҩ-цыҩра
874,glänzen::V,цӏвакизе,аказказра
875,funkeln::V,паркъезе,ашап-шапра
876,funkeln::V,паркъезе,ацым-цымра
877,lärmen::V,хъудизе,ашьҭыбжьгара
878,lärmen::V,хъудизе,аҕьҕьаҳәа аилалара
879,lärmen::V,чӏиргъдизе,ашьҭыбжьгара
880,lärmen::V,чӏиргъдизе,аҕьҕьаҳәа аилалара
881,läuten::V,кьабизе,аҵəҵəасра
882,klingeln::V,кьабизе,аҵəҵəасра
883,klirren::V,зваргъизе,ахьархьарра
884,klirren::V,зваргъизе,архьархьарра
885,brausen::V,гьалаглъизе,аилаҽҽара
886,brausen::V,гьалаглъизе,еилашуера
887,rauschen::V,шуршудизе,
888,klingen::V,бахъине,агара
889,klingen::V,бахъине,ашьҭыбжь гара
890,bellen::V,гъанчдезе,ашра
891,heulen::V,рурудизе,ауура
892,blasen::V,гьохьизе,аҭəҳəара
893,pfeifen::V,гьещтӏезе,ашəшəра
894,schreien::V,ахӏизе,аҳəҳəара
895,schreien::V,ахӏизе,ахəаара
896,schreien::V,ахӏизе,аҟаара
897,schreien::V,ахӏдезе,аҳəҳəара
898,schreien::V,ахӏдезе,ахəаара
899,schreien::V,ахӏдезе,аҟаара
900,stöhnen::V,зигардизе,ақьра
901,zittern::V,дарран,аҵыс-ҵысра
902,zittern::V,гьаргьадизе,аҵыс-ҵысра
903,leben::V,бетӏербахъизе,аҟазаара
904,geboren werden::V,лъугьине,Аира
905,atmen::V,хӏухьел биччазе,аҕсыҕ лагаҩагара
906,trinken::V,гьекъезе,ажəра
907,essen::V,квине,акрыфара
908,essen::V,кваназе,акрыфара
909,schlucken::V,кӏкӏвине,албаадара
910,schlucken::V,къулчӏизе,албаадара
911,müde werden::V,сваказе,ааҕсара
912,einschlafen::V,кьижизе,ацəара
913,einschlafen::V,гъапуллъизе,ацəара
914,schlafen::V,кьижизе,ацəазаара
915,aufwachen::V,бигьине,аҿыхара
916,aufstehen::V,бахъине,Агəылҵра
917,aufstehen::V,тӏадебахъине,Агəылҵра
918,sich erholen::V,хьи бахъизе,аҧсшьара
919,sich erholen::V,хӏалхьи гьабизе,аҧсшьара
920,krank werden::V,унтизе,ачмазаҩхара
921,krank sein::V,унтизе,аҳəарҧсарра
922,schmerzen::V,унтизе,ахьра
923,husten::V,хъегӏизе,аимҳәара
924,genesen::V,лъилъизе,абзиахара
925,genesen::V,лъилъизе,аӷəӷəахара
926,sterben::V,хвезе,аҧсра
927,umkommen::V,гьалаглъизе,аҭахара
928,sich bewegen::V,багъаризе,аиҭаҵра
929,sich bewegen::V,багъаргъизе,аиҭаҵра
930,sich rühren::V,багъаризе,ақəацара
931,sich erheben::V,тӏадебахъине,аҩагылара
932,sich erheben::V,бахъине,аҩагылара
933,sich setzen::V,гӏодов чӏезе,атəара
934,hinfallen::V,щапизе,акаҳара
935,laufen::V,хьвадизе,аныҟəара
936,schreiten::V,чӏезе,ашьаҿа еихгара
937,spazierengehen::V,тира-сверизе,анеи-ааира
938,eilen::V,ракӏхӏалакине,аццакра
939,eilen::V,дуризе,аццакра
940,sich beeilen::V,дуризе,аццакра
941,sich beeilen::V,гӏедегӏизе,аццакра
942,sausen::V,тӏуризе,аҧырра
943,sausen::V,тӏуризе,иҭрысны
944,sausen::V,тӏуризе,ишьҭҟьаны ацара
945,rennen::V,бекеризе,аҩра
946,springen::V,кӏанцӏизе,аҧара
947,klettern::V,хархадизе,ақəлара
948,schaukeln::V,гьерщезе,аҟəараҟəанҽара
949,kriechen::V,хъурщизе,аҳəазара
950,schwimmen::V,лъедезе,аӡсара
951,tauchen::V,букъардизе,ахəӡааҵəира
952,rudern::V,хазе,аҵшьра
953,fahren::V,ине,акала
954,fliegen::V,боржине,аҧырра
955,gehen::V,ине,аиҭаҵра
956,weggehen::V,ине,ацара
957,abfahren::V,къокъине,адəықəлара
958,abfahren::V,къокъине,ацара
959,anhalten::V,чӏезе,ааныргылара
960,anhalten::V,тархъизе,ааныргылара
961,anhalten::V,лъалхъизе,ааныргылара
962,hineingehen::V,тӏаделъугьине,аҭалара
963,eintreten::V,лъугьине,аҩналара
964,kommen::V,бачӏине,аара
965,kommen::V,бачӏине,ааира
966,ankommen::V,щвезе,ааира
967,ankommen::V,щвезе,аара
968,ankommen::V,щвезе,анеира
969,ankommen::V,тӏадебачӏине,ааира
970,ankommen::V,тӏадебачӏине,аара
971,ankommen::V,тӏадебачӏине,анеира
972,zurückkommen::V,тадбуссине,азыхынҳəра
973,zurückkommen::V,тӏадбуссине,азыхынҳəра
974,bleiben::V,чӏезе,аанхара
975,bleiben::V,чӏезе,анхара
976,bleiben::V,чӏезе,аангылара
977,bleiben::V,хутӏизе,аанхара
978,bleiben::V,хутӏизе,анхара
979,bleiben::V,хутӏизе,аангылара
980,warten::V,чӏезе,азҧшзаара
981,erwarten::V,балагьизе,азҧшра
982,suchen::V,балагьизе,ашьҭазаара
983,finden::V,батизе,аҧшаара
984,versuchen::V,хӏалбихьизе,аҽазкра
985,vorbereiten::V,хӏадурлъизабизе,армазеира
986,lieben::V,балай бегьизе,абзиабара
987,mögen::V,бокьизе,агəаҧхара
988,lachen::V,белъизе,аччара
989,weinen::V,гӏодизе,аҵəуара
990,schimpfen::V,гъанчдезе,ацəҳара
991,sich ärgern::V,вагъизе,агəаара
992,sich ärgern::V,ццида́хине,агəаара
993,sich fürchten::V,хӏинкъизе,аӡыӡара
994,fürchten::V,беркъазе,ацəшəара
995,fürchten::V,хӏинкъа-къазе,ацəшəара
996,fliehen::V,лъутизе,абналара
997,fliehen::V,лъутизе,ацəцара
998,flüchten::V,лъутизе,абналара
999,flüchten::V,лъутизе,ацəцара
1000,sehen::V,бихьизе,абара
1001,anschauen::V,бертӏамизе,ахəаҧшра
1002,anschauen::V,балагьизе,ахəаҧшра
1003,ansehen::V,бала-гъалагьизе,ахəаҧшра
1004,hören::V,рагӏизе,аҳара
1005,zuhören::V,гӏенеккизе,азыӡырҩра
1006,probieren::V,кӏалдиб хъва́зе,аҧышəара
1007,probieren::V,чӏамизе,аҧышəара
1008,riechen::V,су́нтӏизе,афыҩра
1009,fühlen::V,чӏвазе,анырра
1010,fühlen::V,чӏвазе,ацәакырра
1011,zu sehen sein::V,бихьизе,
1012,vernehmen::V,рагӏизе,аҳара
1013,frieren::V,цӏорозе,ашəра
1014,frieren::V,цӏорозе,аҵаара
1015,tun::V,гьабизе,аҟаҵара
1016,können::V,кӏвезе,алшара
1017,können::V,лъазе,алшара
1018,wollen::V,бокьизе,аҭахра
1019,anfangen::V,байбихьизе,алагара
1020,beenden::V,тӏубазабизе,алгара
1021,beenden::V,лъугӏизабизе,алгара
1022,aufhören::V,бахъизе,аҟəыҵра
1023,gelingen::V,бахъизе,аура
1024,gelingen::V,бахъизе,аманшəалахара
1025,gelingen::V,бахъизе,алҵра
1026,geraten::V,бахъизе,нзаарын
1027,öffnen::V,рагьизе,аартра
1028,schließen::V,къазе,аркра
1029,stellen::V,чӏвазе,аргылара
1030,setzen::V,рекӏинабизе,артəара
1031,setzen::V,гӏодор чӏезаризе,артəара
1032,legen::V,лъезе,ақəҵара
1033,berühren::V,хъвазе,акьысра
1034,berühren::V,хъвазе,алакьысра
1035,verbinden::V,хьухьине,аҿаҳəара
1036,verbinden::V,бухьине,аҿаҳəара
1037,bedecken::V,кквезе,ақəршəра
1038,aufhängen::V,базе,акнаҳара
1039,anzünden::V,бакизе,аркра
1040,anzünden::V,рекӏинабизе,аркра
1041,zurücklassen::V,тезе,аныжьра
1042,verlieren::V,билизабизе,ацəыӡра
1043,fallen lassen::V,бортизабизе,ацəкаҳара
1044,machen::V,гьабизе,ачаҧара
1045,herstellen::V,гьабизе,аиҵдара
1046,herstellen::V,хӏадурлъизабизе,аиҵдара
1047,bauen::V,базе,аргылара
1048,bauen::V,гьабизе,аргылара
1049,reparieren::V,къачӏазе,арҽеира
1050,verbessern::V,лъикӏлъизабизе,аиҕьтəра
1051,ändern::V,хисизабизе,аҧсахра
1052,graben::V,бухъизе,ажра
1053,beugen::V,хьетӏизабизе,арҟəра
1054,beugen::V,хьетӏизабизе,архəара
1055,biegen::V,гьетӏизабизе,арҟəра
1056,biegen::V,гьетӏизабизе,архəара
1057,drehen::V,тиризабизе,аргьежьра
1058,drehen::V,свердизабизе,аргьежьра
1059,wenden::V,бегизе,
1060,umdrehen::V,бегизе,аарҳәра
1061,umdrehen::V,бега-битӏизе,аарҳәра
1062,heben::V,борхизе,аҩахара
1063,heben::V,борхизе,араҳара
1064,hochheben::V,борхалъизабизе,ахагалара
1065,hochheben::V,борхалъизабизе,ашьҭҳəара
1066,hochheben::V,борхизе,ахагалара
1067,hochheben::V,борхизе,ашьҭҳəара
1068,ergreifen::V,кквезе,
1069,halten::V,кквезе,акра
1070,drücken::V,къазе,ақəрӷəӷəара
1071,drücken::V,къанцӏу́зе,ақəрӷəӷəара
1072,drücken::V,къвал ба́зе,ақəрӷəӷəара
1073,schieben::V,хъилдизе,аҵгəара
1074,schieben::V,хъилдизе,агəара
1075,kratzen::V,хачазе,ацəҟьара
1076,lecken::V,чӏикӏизе,арбзара
1077,beißen::V,хӏанчӏизе,ацҳара
1078,beißen::V,хӏанчӏизабизе,ацҳара
1079,abreißen::V,тӏезе,амжəара
1080,abreißen::V,тӏезабизе,амжəара
1081,abschneiden::V,къотӏизе,ахҵəара
1082,abschneiden::V,къотӏизе,аҿахҵəара
1083,binden::V,бухьине,аҿаҳəара
1084,stecken::V,къазабизе,алаҵара
1085,brechen::V,бекизе,аҧҵəара
1086,klopfen::V,дванкезе,асра
1087,hauen::V,базе,ақəкшара
1088,kleben::V,бацӏцӏине,аҷабра
1089,reiben::V,хачазе,арҟəыҷра
1090,streichen::V,бахине,ахьшьра
1091,streichen::V,жужазе,ахьшьра
1092,schleifen::V,лъухьизе,ахра
1093,schneiden::V,къотӏизе,аҧҟара
1094,rütteln::V,багъа-бачаризабизе,арҵысра
1095,schütteln::V,кӏобокӏизе,аршəшəара
1096,schwenken::V,гьесадизе,аҟьара
1097,schwenken::V,хьвагӏезабизе,аҟьара
1098,schütten::V,тӏезе,аҭаҭəара
1099,füllen::V,цӏезабизе,арҭəра
1100,einwickeln::V,жемизе,алаҳəара
1101,tragen::V,баччизе,аҩагара
1102,schleppen::V,бехъерхъизе,арҳəазара
1103,ziehen::V,цӏазе,ахара
1104,aufbewahren::V,цӏунизе,аҵəахра
1105,werfen::V,рехизе,аршəра
1106,fangen::V,кквезе,акра
1107,packen::V,кквезе,анкра
1108,packen::V,кквезе,аҵкаара
1109,verstecken::V,бахчизе,аҵəахра
1110,teilen::V,бикьизе,ашара
1111,schicken::V,битӏизе,ашьҭра
1112,bringen::V,баччизе,аагара
1113,hinzufügen::V,жубазе,ацҵара
1114,bekommen::V,щвезе,аҧшаара
1115,bekommen::V,щвезе,архиара
1116,bekommen::V,щвезе,аура
1117,erhalten::V,щвезе,аиура
1118,erhalten::V,босизе,аиура
1119,nehmen::V,босизе,агара
1120,wählen::V,бищизе,алҧшаара
1121,auswählen::V,тӏасабищизе,алхра
1122,bewahren::V,цӏунизе,
1123,behindern::V,квекӏен гьабизе,аҧырхагахара
1124,verderben::V,хвезабизе,алгара
1125,verderben::V,хвезабизе,абжьыхра
1126,verderben::V,хвезабизе,аҧхасҭатəра
1127,beschädigen::V,галгъазабизе,аҧхасҭатəра
1128,zerbrechen::V,щущазабизе,аҧҽра
1129,zerreißen::V,бихъизе,аҧжəара
1130,zerstören::V,биххизабизе,аилаҧыххаара
1131,verbrennen::V,бухӏизе,абылра
1132,geben::V,кьезе,аҭара
1133,reichen::V,кьезе,аҭара
1134,schenken::V,кьезе,аҩгара
1135,versprechen::V,назру гьабизе,ақəргəыӷра
1136,wünschen::V,бокьизе,
1137,loben::V,беццизе,арҽхəара
1138,loben::V,бецца-бекъизе,арҽхəара
1139,küssen::V,баизе,агəӡра
1140,wiegen::V,чӏучӏадизабизе,
1141,zudecken::V,тӏадбигъине,аҵахҩара
1142,zudecken::V,тӏадбигъине,ақəршəра
1143,wecken::V,бигьинабизе,арҿыхара
1144,zeigen::V,бихьизабизе,арбара
1145,führen::V,бачине,аныҟəгара
1146,lehren::V,малъизе,арҵара
1147,lehren::V,цӏализабизе,арҵара
1148,unterrichten::V,цӏализабизе,арҧхьара
1149,aufziehen::V,гӏезабизе,ааӡара
1150,leiten::V,нухмалъи гьабизе,ахагылазаара
1151,antreiben::V,гӏедегӏизабизе,арццакра
1152,einladen::V,ахӏизе,ааҕхьара
1153,einladen::V,ахӏизе,анаҧхьара
1154,einladen::V,тӏадеахӏизе,ааҕхьара
1155,einladen::V,тӏадеахӏизе,анаҧхьара
1156,vereinigen::V,цолъизабизе,аилаҵара
1157,besuchen::V,баккизе,абара
1158,besuchen::V,хьвадизе,абара
1159,treffen::V,дандчӏвазе,аҧылара
1160,sich versammeln::V,данделъизе,аизара
1161,sich versammeln::V,бакӏаризе,аизара
1162,spielen::V,басандизе,ахəмарра
1163,singen::V,ахӏизе,ашəаҳəара
1164,tanzen::V,кьурдизе,акəашара
1165,sich trennen::V,батӏалъизе,аилыҵра
1166,verlassen::V,тезе,акажьра
1167,verlassen::V,рехунтезе,акажьра
1168,retten::V,хвасар гьабизе,Аиқəрхара
1169,retten::V,хвасарлъизабизе,Аиқəрхара
1170,bewachen::V,цӏунизе,ахьчара
1171,schützen::V,цӏунизе,ацəыхьчара
1172,verteidigen::V,цӏунизе,ахьчара
1173,sich schlagen::V,багъизе,аисра
1174,schießen::V,речӏчӏизе,ахысра
1175,siegen::V,бергьине,аиааира
1176,ärgern::V,вагъизавизе,аргəаара
1177,schlagen::V,кьабизе,асра
1178,schlagen::V,кьабизе,аҭасра
1179,treten::V,мал тункизе,
1180,stechen::V,къазабизе,алакшара
1181,stoßen::V,тункизе,агəҭасра
1182,stoßen::V,хъилдизе,агəҭасра
1183,stehlen::V,щинкӏизабизе,аӡара
1184,stören::V,квекӏен гьабизе,аҧырхагахара
1185,stören::V,татубахъи гьабизе,аҧырхагахара
1186,belästigen::V,рахӏатхвезабизе,аргəамҵра
1187,verbergen::V,бахчизе,аӡара
1188,verbergen::V,балъго тезе,аӡара
1189,täuschen::V,божуда рекӏкӏ гьабизе,ажьара
1190,täuschen::V,гуккизе,ажьара
1191,betrügen::V,хӏилла гьабизе,ажьара
1192,betrügen::V,сандирахълъи гьабизе,ажьара
1193,töten::V,чӏвазе,ашьра
1194,wohnen::V,яшав гьабизе,анхара
1195,arbeiten::V,хӏалтӏизе,аусура
1196,sammeln::V,бакӏаризе,аҟəшəара
1197,pflücken::V,бетӏизе,аҿыршəара
1198,pflücken::V,бетӏизе,аҿыхра
1199,jagen::V,чан гьабизе,ашəарыцара
1200,fischen::V,ччугӏа кквезе,аҧсыӡ икуеит
1201,fassen::V,кквезе,акра
1202,hüten::V,кваназабизе,арҳəра
1203,hüten::V,кваназабизе,ахьчара
1204,treiben::V,гъезе,акацара
1205,anbinden::V,бухьине,адҳəалара
1206,füttern::V,кваназабизе,акырҿаҵара
1207,melken::V,бечӏчӏизе,ахьара
1208,hacken::V,чӏвазе,аҟəаҟəара
1209,gießen::V,лъалъазе,аҵаҭəара
1210,reifen::V,барщизе,ашəра
1211,reifen::V,барщизе,аҟалара
1212,zubereiten::V,бежа-белъине,ацура
1213,kochen::V,белъине,ажəра
1214,backen::V,базе,аӡра
1215,braten::V,бежизе,аӡра
1216,umrühren::V,багъаризе,аилрыхра
1217,stricken::V,хьухьине,аҧара
1218,nähen::V,букъизе,аӡахра
1219,färben::V,кьер гьабизе,ашəра
1220,reinigen::V,бацӏцӏине,арыцқьара
1221,waschen::V,чуризе,аӡәӡәара
1222,abwischen::V,бацӏцӏине,арбара
1223,spülen::V,хулизе,аҭыршара
1224,fegen::V,лъухьизе,аҧссара
1225,kehren::V,лъухьизе,
1226,baden::V,чордезе,аҽыкəабара
1227,ausziehen::V,бахъизе,ашəыхра
1228,anziehen::V,ретӏине,ашəҵара
1229,sich anziehen::V,ретӏине,аҽеилаҳəара
1230,kämmen::V,хазе,аҳəара
1231,schmücken::V,чӏухӏизабизе,арҧшӡара
1232,sagen::V,бицине,аҳəара
1233,sprechen::V,бицине,ацəажəара
1234,reden::V,гаргадизе,ацəажəара
1235,reden::V,гаргадизе,аицәажәара
1236,sich unterhalten::V,гаргадизе,аицәажәара
1237,fragen::V,цӏехезе,азҵаара
1238,fragen::V,гьикъизе,азҵаара
1239,bitten::V,гьаризе,аҳəара
1240,erzählen::V,бицине,аҳəара
1241,mitteilen::V,лъазабизе,азыцҳара
1242,nennen::V,цӏар лъезе,ахьӡҵара
1243,rufen::V,ахӏизе,азҿыҭра
1244,prahlen::V,беццаризе,аҽхəара
1245,übersetzen::V,буссинабизе,аиҭагара
1246,denken::V,ургъизе,азхəыцра
1247,glauben::V,божизе,ахаҵара
1248,bemerken::V,берречӏчӏизе,агəаҭара
1249,erkennen::V,лъазе,адырра
1250,erkennen::V,батӏаго бахъизе,адырра
1251,begreifen::V,бичӏчӏизе,аилкаара
1252,lernen::V,цӏализе,аҵара
1253,wissen::V,лъазе,адырра
1254,sich erinnern an::V,ракӏалде щвезе,агəаларшəара
1255,vergessen::V,кӏочене,ахашҭра
1256,messen::V,борцине,ашəара
1257,zählen::V,рикӏкӏине,аҧхьаӡара
1258,rechnen::V,рикӏкӏине,аҳасабра
1259,lesen::V,цӏализе,аҧхьара
1260,malen::V,бахъизе,
1261,zeichnen::V,бахъизе,
1262,schreiben::V,хъвазе,
1263,besitzen::V,щвезе,амазаара
1264,besitzen::V,бу́кӏине,амазаара
1265,kaufen::V,босизе,Аахəара
1266,verkaufen::V,бичизе,аҭира
1267,bezahlen::V,кьезе,ахҭынҵара
1268,bezahlen::V,кьезе,ашəара
1269,zahlen::V,кьезе,ашəара
1270,ertragen::V,баччизе,ачҳара
1271,Auge::N,,ала
1272,Sehne::N,,адаш
1273,Funke::N,,акəиц
1274,Funke::N,,ацҧхь
1275,Elch::N,,аҽаҩа
1276,Beere::N,,аргуц
1277,Gedächtnis::N,,агəынкылара
1278,Ton::N,,атон
1279,Winkel::N,,агҿаҩра
1280,Winkel::N,,акəындхə
1281,Winkel::N,,акəакь
1282,Stütze::N,,аҵаргəа
1283,Stütze::N,,агəышьаҟа
1284,Figur::N,,афигура
1285,Schuh::N,,аимаа
1286,Schnur::N,,ашаха
1287,Leine::N,,аҕура
1288,voll::A,,азна
1289,lange::ADV,,акыраамҭа
1290,später::ADV,,уажəшьҭаншəа
1291,nicht::ADV,,-м
1292,schon::ADV,,уажәшьҭа
1293,schon::ADV,,аиҳа ипоу
1294,alles::PRN,,зегьы
1295,rühren::V,,арҵəуара
1296,scheinen::V,,шәа
1297,scheinen::V,,аацәырҵа
1298,aufheben::V,,ашьҭыхра
1299,lassen::V,,арҟаҵара
1300,sich waschen::V,,аҽыӡəӡəара
1301,verstehen::V,,аҳара
