,Concept_ID,ga,fa
180,Feder::N,cleite,پر
181,Fell::N,clúmh,خز
182,Flügel::N,eite,پر
183,Flügel::N,eite,بال
184,Flügel::N,sciathán,پر
185,Flügel::N,sciathán,بال
186,Klaue::N,crúb,چنگ
187,Klaue::N,crúb,پنجه
188,Klaue::N,crobh,چنگ
189,Klaue::N,crobh,پنجه
190,Kralle::N,crobh,پنجه
191,Schwanz::N,eireaball,دم
192,Ei::N,ubh,تخم
193,Nest::N,nead,لانه
194,Bau::N,brocais,بنا
195,Bau::N,brocais,ساختمان
196,Tier::N,ainmhí,هیوان
197,Tier::N,beithíoch,هیوان
198,Herde::N,tréad,رمه
199,Kuh::N,bó,گاو
200,Bulle::N,tarbh,گاو نر
201,Pferd::N,each,اسب
202,Pferd::N,capall,اسب
203,Schaf::N,caora,گوسفند
204,Schwein::N,muc,خوک
205,Hund::N,madra,سگ
206,Katze::N,cat,گربه
207,Bär::N,béar,خرس
208,Eichhörnchen::N,iora,سنجاب
209,Elch::N,eilc,گوزن شمالی
210,Fuchs::N,sionnach,روباه
211,Fuchs::N,madra rua,روباه
212,Hase::N,giorria,خرگوش
213,Maus::N,luch,موش
214,Wolf::N,mac tíre,گرگ
215,Vogel::N,éan,پرنده
216,Schwarm::N,saithe,دسته
217,Huhn::N,cearc,مرغ
218,Hahn::N,coileach,خروس
219,Gans::N,gé,غاز
220,Adler::N,iolar,عقاب
221,Ente::N,lacha,اردک
222,Ente::N,lacha,مرغابی
223,Eule::N,ulchabhán,جغد
224,Kranich::N,grús,درنا
225,Krähe::N,caróg,زاغ
226,Krähe::N,caróg,کلاغ
227,Krähe::N,préachán,زاغ
228,Krähe::N,préachán,کلاغ
229,Kuckuck::N,cuach,فاخته
230,Schwan::N,eala,قو
231,Fisch::N,iasc,ماهی
232,Barsch::N,péirse,ماهی خاردار
233,Hecht::N,liús,اردک ماهی
234,Schlange[Tier]::N,nathair,مار
235,Wurm::N,péist,کرم
236,Spinne::N,damhán alla,عنکبوت
237,Ameise::N,seangán,مورچه
238,Laus::N,míol,شپش
239,Mücke::N,muiscít,پشه
240,Mücke::N,corrmhíol,پشه
241,Fliege::N,cuil,مگس
242,Fliege::N,cuileog,مگس
243,Schmetterling::N,féileacán,پروانه
244,Beere::N,caor,گیله
245,Apfel::N,úll,سیب
246,Pilz::N,beacán,قارچ
247,Pilz::N,muisiriún,قارچ
248,Zwiebel::N,oinniún,پیاز
249,Saat::N,síol,بذر
250,Korn::N,gráinne,تخم
251,Korn::N,gráinne,دانه
252,Heu::N,féar,علف خشک
253,Schale::N,scaimh,پوست
254,Grube::N,poll,گودال
255,Falle::N,gaiste,دام
256,Schlinge::N,sealán,حلقه
257,Spur::N,rian,رد
258,Asche::N,luaith,خاکستر
259,Dreck::N,salachar,کثافت
260,Eisen::N,iarann,آهن
261,Gold::N,ór,زر
262,Gold::N,ór,طلا
263,Silber::N,airgead,نقره
264,Kohle::N,gual,زغال
265,Glas::N,gloine,شیشه
266,Lehm::N,cré,گل
267,Sand::N,gaineamh,شن
268,Sand::N,gaineamh,ماسه
269,Mensch::N,duine,آدم
270,Mensch::N,duine,انسان
271,Mann::N,fear,مرد
272,Frau::N,bean,زن
273,Kind::N,gasúr,بچه
274,Kind::N,gasúr,کودک
275,Kind::N,páiste,بچه
276,Kind::N,páiste,کودک
277,Junge::N,buachaill,پسر
278,Mädchen::N,cailín,دختر
279,Familie::N,teaghlach,فامیل
280,Familie::N,teaghlach,خانواده
281,Familie::N,comhluadar,فامیل
282,Familie::N,comhluadar,خانواده
283,Großvater::N,seanathair,پدربزرگ
284,Großmutter::N,seanmháthair,مادر‌بزرگ
285,Eltern::N,tuismitheoirí,والدین
286,Eltern::N,tuismitheoirí,پدر‌و‌مادر
287,Vater::N,athair,پدر
288,Mutter::N,máthair,مادر
289,Sohn::N,mac,پسر
290,Tochter::N,iníon,دختر
291,Bruder::N,deartháir,برادر
292,Schwester::N,deirfiúr,خواهر
293,Onkel::N,uncail,عمو
294,Onkel::N,uncail,دایی
295,Tante::N,aintín,عمه
296,Tante::N,aintín,خاله
297,Ehemann::N,fear céile,همسر
298,Ehefrau::N,bean chéile,همسر
299,Freude::N,áthas,شادی
300,Gelächter::N,gáire,خنده
301,Gelächter::N,gáire,قاه‌قاه
302,Glück::N,séan,اقبال
303,Glück::N,sonas,اقبال
304,Kummer::N,brón,غم
305,Kummer::N,brón,غصه
306,Kummer::N,buairt,غم
307,Kummer::N,buairt,غصه
308,Wunsch::N,guí,آرزو
309,Wunsch::N,achainí,آرزو
310,Lust::N,fonn,هوس
311,Geist::N,meon,روح
312,Geist::N,spiorad,روح
313,Gedanke::N,smaoineamh,فکر
314,Gedächtnis::N,cuimhne,حافظه
315,Verstand::N,ciall,هوش
316,Verstand::N,intinn,هوش
317,Sinn::N,brí,معنا
318,Sinn::N,brí,مفهوم
319,Sinn::N,ciall,معنا
320,Sinn::N,ciall,مفهوم
321,Grund::N,fáth,سبب
322,Grund::N,fáth,دلیل
323,Wahrheit::N,fírinne,حقیقت
324,Gespräch::N,comhrá,صحبت
325,Gespräch::N,comhrá,گفتگو
326,Märchen::N,scéal,قصه
327,Märchen::N,scéal,افسانه
328,Erzählung::N,scéal,داستان
329,Nachricht::N,teachtaireacht,خبر
330,Neuigkeit::N,scéala,خبر تازه
331,Name::N,ainm,اسم
332,Rätsel::N,tomhas,معما
333,Rede::N,óráid,سخن
334,Rede::N,aitheasc,سخن
335,Sprache::N,teanga,زبان
336,Stimme::N,guth,صدا
337,Wort::N,focal,کلمه
338,Zeichen::N,comhartha,نشان
339,Zeichen::N,comhartha,علامت
340,Ruf::N,glaoch,صدا
341,Lärm::N,torann,هیاهو
342,Laut::N,fuaim,صدا
343,Ton::N,ton,آهنگ
344,Lied::N,amhrán,آواز
345,Lied::N,amhrán,ترانه
346,Ruhe::N,suaimhneas,آرامش
347,Leute::N,muintir,مردم
348,Volk::N,pobal,خلق
349,Arbeit::N,obair,کار
350,Gast::N,aoi,مهمان
351,Geschenk::N,féirín,هدیه
352,Geschenk::N,bronntanas,هدیه
353,Spiel::N,cluiche,بازی
354,Gesellschaft::N,comhluadar,جمعیت
355,Hilfe::N,cúnamh,کمک
356,Hilfe::N,cabhair,کمک
357,Freund::N,cara,دوست
358,Kamerad::N,comrádaí,رفیق
359,Angelegenheit::N,ábhar,امر
360,Angelegenheit::N,ábhar,قضیه
361,Anzahl::N,líon,عده
362,Anzahl::N,líon,شمار
363,Art::N,sórt,نوع
364,Art::N,saghas,نوع
365,Stück::N,píosa,تکه
366,Stück::N,píosa,قطعه
367,Teil::N,cuid,بخش
368,Teil::N,cuid,قسمت
369,Teil::N,páirt,بخش
370,Teil::N,páirt,قسمت
371,Hälfte::N,leath,نیم
372,Kreis::N,ciorcal,حلقه
373,Kreis::N,ciorcal,دایره
374,Kreuz::N,cros,صلیب
375,Linie::N,líne,خط
376,Linie::N,líne,سطر
377,Strich::N,stríoc,خط
378,Abstand::N,achar,فاصله
379,Entfernung::N,fad,مسافت
380,Gegend::N,ceantar,منطقه
381,Platz::N,áit,گنجایش
382,Platz::N,spás,گنجایش
383,Ort::N,áit,جا
384,Ort::N,áit,محل
385,Ort::N,áit,مکان
386,Seite::N,taobh,طرف
387,Mitte::N,lár,وسط
388,Mitte::N,lár,میان
389,Gegenstand::N,ball,چیز
390,Gegenstand::N,ábhar,چیز
391,Sache::N,ní,چیز
392,Sache::N,rud,چیز
393,Rand::N,imeall,کنار
394,Rand::N,imeall,حاشیه
395,Rand::N,ciumhais,کنار
396,Rand::N,ciumhais,حاشیه
397,Kante::N,corr,لبه
398,Kante::N,colbha,لبه
399,Ecke::N,coirnéal,گوشه
400,Spitze::N,gob,سر
401,Spitze::N,gob,نوک
402,Spitze::N,barr,سر
403,Spitze::N,barr,نوک
404,Ende::N,ceann,ته
405,Ende::N,ceann,آخر
406,Ende::N,foirceann,ته
407,Ende::N,foirceann,آخر
408,Loch::N,poll,سوراخ
409,Winkel::N,cúinne,کنج
410,Winkel::N,uillinn,کنج
411,Muster::N,patrún,نقش
412,Größe::N,méid,قد
413,Größe::N,méid,بزرگی
414,Größe::N,toise,قد
415,Größe::N,toise,بزرگی
416,Länge::N,fad,طول
417,Höhe::N,airde,بلندی
418,Gewicht::N,meáchan,وزن
419,Menge::N,méid,مقدار
420,Menge::N,méid,اندازه
421,Haufen::N,cnap,توده
422,Reihe::N,líne,ردیف
423,Reihe::N,sraith,ردیف
424,Boot::N,bád,قایق
425,Ruder::N,rámh,پارو
426,Ruder::N,maide rámha,پارو
427,Schlitten::N,carr sleamhnáin,سورتمه
428,Ski::N,scí,اسکی
429,Lagerfeuer::N,tine champa,آتش
430,Last::N,ualach,بار
431,Last::N,ualach,سنگینی
432,Gang::N,siúlóid,راه رفتن
433,Schritt::N,céim,قدم
434,Schritt::N,coiscéim,قدم
435,Norden::N,tuaisceart,شمال
436,Süden::N,deisceart,جنوب
437,Westen::N,iarthar,غرب
438,Osten::N,oirthear,شرق
439,Holz::N,adhmad,چوب
440,Brett::N,clár,تخته
441,Platte::N,leac,صفحه
442,Stütze::N,taca,تکیه
443,Stange::N,polla,میله
444,Stange::N,cuaille,میله
445,Stock::N,bata,چوب
446,Stock::N,maide,چوب
447,Stab::N,maide,عصا
448,Stab::N,bachall,عصا
449,Rohr::N,píopa,لوله
450,Haus::N,teach,منزل
451,Heim::N,baile,خانه
452,Heim::N,baile,کاشانه
453,Ofen::N,sornóg,بخاری
454,Fußboden::N,urlár,کف اتاق
455,Tisch::N,bord,میز
456,Tisch::N,tábla,میز
457,Stuhl::N,cathaoir,صندلی
458,Wiege::N,cliabhán,گهواره
459,Bett::N,leaba,تختخواب
460,Regal::N,seilf,قفسه
461,Kiste::N,bosca,صندوق
462,Fenster::N,fuinneoig,پنجره
463,Tür::N,doras,در
464,Tür::N,doras,درب
465,Tor::N,geata,دروازه
466,Zaun::N,fál,حصار
467,Zaun::N,claí,حصار
468,Dach::N,díon,بام
469,Leiter::N,dréimire,نردبان
470,Besen::N,scuab,جارو
471,Spaten::N,spád,بیل
472,Spaten::N,rámhainn,بیل
473,Schaufel::N,sluasaid,بیل
474,Schaufel::N,sluasaid,پارو
475,Gabel::N,forc,چنگال
476,Gabel::N,gabhlóg,چنگال
477,Löffel::N,spúnóg,قاشق
478,Messer::N,scian,کارد
479,Nagel::N,tairne,میخ
480,Netz::N,líon,تور
481,Netz::N,líon,شبکه
482,Netz::N,eangach,تور
483,Netz::N,eangach,شبکه
484,Haken::N,croch,قلاب
485,Griff::N,cos,دسته
486,Griff::N,hanla,دسته
487,Schloss::N,glas,قفل
488,Bild::N,pictiúr,عکس
489,Bild::N,pictiúr,تصویر
490,Figur::N,fíor,تندیس
491,Puppe::N,bábóg,عروسک
492,Beutel::N,mála,کیسه
493,Beutel::N,mealbhóg,کیسه
494,Bündel::N,beart,بسته
495,Tasche::N,mála,کیف
496,Eimer::N,buicéad,سطل
497,Deckel::N,clár,در
498,Deckel::N,claibín,در
499,Geschirr::N,soithí,ظرف
500,Geschirr::N,gréithe,ظرف
501,Sack::N,sac,گونی
502,Sack::N,mála,گونی
503,Tasse::N,cupán,فنجان
504,Topf::N,pota,دیگ
505,Topf::N,pota,قابلمه
506,Kessel::N,citeal,دیگ
507,Essen::N,béile,خوراک
508,Nahrung::N,bia,غذا
509,Speise::N,mias,خوراک
510,Fleisch::N,feoil,گوشت
511,Getreide::N,grán,غله
512,Getreide::N,arbhar,غله
513,Brei::N,brúitín,فرنی
514,Brei::N,brúitín,حریره
515,Brot::N,arán,نان
516,Scheibe::N,píosa,قاچ
517,Scheibe::N,píosa,لزگه
518,Scheibe::N,slisne,قاچ
519,Scheibe::N,slisne,لزگه
520,Fett::N,saill,چربی
521,Fett::N,méathras,چربی
522,Butter::N,im,کره
523,Öl::N,ola,روغن
524,Salz::N,salann,نمک
525,Suppe::N,sú,آش
526,Suppe::N,sú,سوپ
527,Suppe::N,anraith,آش
528,Suppe::N,anraith,سوپ
529,Honig::N,mil,عسل
530,Milch::N,bainne,شیر
531,Tee::N,tae,چای
532,Leder::N,leathar,چرم
533,Wolle::N,olann,پشم
534,Stoff::N,éadach,پارچه
535,Nadel::N,snáthaid,سوزن
536,Faden::N,snáth,نخ
537,Knopf::N,cnaipe,دکمه
538,Knoten::N,snaidhm,گره
539,Farbe::N,péint,رنگ
540,Kleidung::N,éadaí,لباس
541,Kleidung::N,éadaí,پوشاک
542,Hemd::N,léine,پیراهن
543,Kragen::N,bóna,یقه
544,Ärmel::N,muinchille,آستین
545,Hose::N,bríste,شلوار
546,Hose::N,treabhsar,شلوار
547,Gürtel::N,crios,کمر‌بند
548,Mütze::N,caipín,کلاه
549,Schuh::N,bróg,کفش
550,Stiefel::N,buatais,چکمه
551,Ring::N,fáinne,حلقه
552,Ring::N,fáinne,انگشتر
553,Band::N,ribín,نوار
554,Band::N,ribín,روبان
555,Kamm::N,cíor,شانه
556,Spiegel::N,scáthán,آینه
557,Riemen::N,iall,تسمه
558,Riemen::N,strapa,تسمه
559,Schnur::N,téad,ریسمان
560,Schnur::N,sreangán,ریسمان
561,Leine::N,iall,قلاده
562,Decke::N,pluid,پتو
563,Decke::N,blaincéad,پتو
564,Kissen::N,piliúr,بالش
565,Kissen::N,adhartán,بالش
566,Tuch::N,scaif,شال
567,Handtuch::N,tuáille,حوله
568,Kraft::N,fórsa,نیرو
569,Stärke::N,neart,زور
570,Gesundheit::N,sláinte,سلامتی
571,Gesundheit::N,sláinte,تندرستی
572,Krankheit::N,tinneas,بیماری
573,Krankheit::N,breoiteacht,بیماری
574,Schmerz::N,pian,درد
575,Wunde::N,goin,زخم
576,Fieber::N,fiabhras,تب
577,Arznei::N,cógas,دارو
578,Brücke::N,droichead,پل
579,Brunnen::N,tobar,چاه
580,Weide::N,féarach,چراگاه
581,Pfad::N,cosán,راه
582,Pfad::N,conair,راه
583,Weg::N,slí,راه
584,Weg::N,slí,طریق
585,Weg::N,bealach,راه
586,Weg::N,bealach,طریق
587,Straße::N,bóthar,راه
588,Straße::N,bóthar,جاده
589,Dorf::N,sráidbhaile,ده
590,Dorf::N,sráidbhaile,روستا
591,Stadt::N,baile,شهر
592,Stadt::N,cathair,شهر
593,Brief::N,litir,نامه
594,Buch::N,cín,کتاب
595,Buch::N,leabhar,کتاب
596,Buchstabe::N,litir,حرف
597,Zeitung::N,nuachtán,روزنامه
598,Leben::N,saol,عمر
599,Leben::N,saol,زندگی
600,Leben::N,beatha,عمر
601,Leben::N,beatha,زندگی
602,Tod::N,bás,مرگ
603,Grab::N,uaigh,گور
604,Grab::N,uaigh,مزار
605,Kirche::N,eaglais,کلیسا
606,Sünde::N,peaca,بزه
607,Sünde::N,peaca,گناه
608,Gott::N,dia,خدا
609,Arbeiter::N,oibrí,کارگر
610,Chef::N,saoiste,رئیس
611,Chef::N,ceannasaí,رئیس
612,Meister::N,máistir,استاد
613,Arzt::N,lia,پزشک
614,Arzt::N,dochtúir,پزشک
615,Lehrer::N,oide,معلم
616,Lehrer::N,oide,آموزگار
617,Lehrer::N,múinteoir,معلم
618,Lehrer::N,múinteoir,آموزگار
619,Geld::N,airgead,پول
620,Geschäft::N,gnó,کار
621,Geschäft::N,gnó,بیزنس
622,Laden::N,siopa,دکان
623,Laden::N,siopa,مغازه
624,Preis::N,praghas,بها
625,Preis::N,praghas,قیمت
626,Ware::N,earra,جنس
627,Ware::N,earra,کالا
628,Nutzen::N,tairbhe,مزیت
629,Nutzen::N,tairbhe,امتیاز
630,Reichtum::N,rachmas,مال
631,Reichtum::N,rachmas,ثروت
632,Reichtum::N,saibhreas,مال
633,Reichtum::N,saibhreas,ثروت
634,Welt::N,domhan,دنیا
635,Land::N,tír,کشور
636,Land::N,tír,مملکت
637,Staat::N,stát,دولت
638,König::N,rí,شاه
639,König::N,rí,پادشاه
640,Macht::N,cumhacht,قدرت
641,Macht::N,cumhacht,اختیار
642,Grenze::N,críoch,مرز
643,Grenze::N,teorainn,مرز
644,Krieg::N,cogadh,جنگ
645,Feind::N,namhaid,دشمن
646,Gewalt::N,foréigean,زور
647,Gewalt::N,foréigean,خشونت
648,Kampf::N,troid,نبرد
649,Kampf::N,troid,مبارزه
650,Bogen[Waffe]::N,bogha,کمان
651,Pfeil::N,saighead,تیر
652,Gewehr::N,gunna,تفنگ
653,Fehler::N,botún,غلط
654,Fehler::N,botún,اشتباه
655,Fehler::N,meancóg,غلط
656,Fehler::N,meancóg,اشتباه
657,Lüge::N,bréag,دروغ
658,Lüge::N,éitheach,دروغ
659,Schaden::N,dochar,آسیب
660,Schaden::N,dochar,خسارت
661,Schaden::N,damáiste,آسیب
662,Schaden::N,damáiste,خسارت
663,Unglück::N,drochrath,بلا
664,Schuld::N,locht,گناه
665,Schuld::N,locht,تقصیر
666,Schuld::N,milleán,گناه
667,Schuld::N,milleán,تقصیر
668,Alter::N,aois,سن
669,Alter::N,aois,عمر
670,Schluss::N,deireadh,انتها
671,Zeit::N,am,وقت
672,Zeit::N,am,زمان
673,Zeit::N,aimsir,وقت
674,Zeit::N,aimsir,زمان
675,Tag::N,lá,روز
676,Morgen::N,maidin,صبح
677,Mittag::N,nóin,ظهر
678,Abend::N,tráthnóna,شب
679,Abend::N,tráthnóna,عصر
680,Nacht::N,oíche,شب
681,Woche::N,seachtain,هفته
682,Monat::N,mí,ماه
683,Jahr::N,bliain,سال
684,Frühling::N,earrach,بهار
685,Sommer::N,samhradh,تابستان
686,Herbst::N,fómhar,پاییز
687,Winter::N,geimhreadh,زمستان
688,Januar::N,Eanáir,ژانویه
689,Februar::N,Feabhra,فوریه
690,März::N,Márta,مارس
691,April::N,Aibreán,آوریل
692,Mai::N,Bealtaine,مه
693,Juni::N,Meitheamh,ژوئن
694,Juli::N,Iúil,ژویه
695,August::N,Lúnasa,اوت
696,September::N,Meán Fómhair,سپتامبر
697,Oktober::N,Deireadh Fómhair,اکتبر
698,November::N,Samhain,نوامبر
699,November::N,Mí na Samhna,نوامبر
700,Dezember::N,Mí na Nollag,دسامبر
701,Montag::N,Luan,دو‌شنبه
702,Montag::N,Dé Luain,دو‌شنبه
703,Dienstag::N,Máirt,سه‌شنبه
704,Dienstag::N,Dé Máirt,سه‌شنبه
705,Mittwoch::N,Céadaoin,چهار‌شنبه
706,Mittwoch::N,Dé Céadaoin,چهار‌شنبه
707,Donnerstag::N,Déardaoin,پنج شنبه
708,Freitag::N,Aoine,جمعه
709,Freitag::N,Dé hAoine,جمعه
710,Samstag::N,Satharn,شنبه
711,Samstag::N,Dé Sathairn,شنبه
712,Sonntag::N,Domhnach,یکشنبه
713,Sonntag::N,Dé Domhnaigh,یکشنبه
714,groß::A,mór,بزرگ
715,klein::A,beag,کوچک
716,lang::A,fada,بلند
717,kurz::A,gearr,کوتاه
718,kurz::A,gairid,کوتاه
719,breit::A,leathan,پهن
720,breit::A,fairsing,پهن
721,schmal::A,cúng,تنگ
722,schmal::A,cúng,نازک
723,dicht::A,dlúth,چگال
724,dicht::A,dlúth,انبوه
725,dick[Gegenstand]::A,tiubh,ضخیم
726,dünn::A,caol,نازک
727,dünn::A,tanaí,نازک
728,fein::A,scáinte,ریز
729,fein::A,scáinte,باریک
730,fein::A,fíneálta,ریز
731,fein::A,fíneálta,باریک
732,fest::A,daingean,محکم
733,flach::A,cothrom,صاف
734,flach::A,cothrom,مسطح
735,glatt::A,mín,لیز
736,glatt::A,sleamhain,لیز
737,hart::A,crua,سفت
738,weich::A,bog,نرم
739,weich::A,bog,ملایم
740,rund::A,cruinn,گرد
741,spitz::A,gobach,تیز
742,spitz::A,gobach,نوک‌تیز
743,spitz::A,biorach,تیز
744,spitz::A,biorach,نوک‌تیز
745,scharf::A,géar,تیز
746,scharf::A,géar,برنده
747,scharf::A,faobhrach,تیز
748,scharf::A,faobhrach,برنده
749,stumpf::A,maol,کند
750,schwer::A,trom,سنگین
751,schön::A,álainn,زیبا
752,heiß::A,te,داغ
753,warm::A,te,گرم
754,kalt::A,fuar,سرد
755,kühl::A,fionnuar,خنک
756,frisch::A,úr,تازه
757,frisch::A,friseáilte,تازه
758,feucht::A,tais,مرطوب
759,nass::A,fliuch,تر
760,nass::A,fliuch,خیش
761,trocken::A,tirim,خشک
762,voll::A,lán,پر
763,leer::A,folamh,خالی
764,offen::A,oscailte,باز
765,geschlossen::A,dúnta,بسته
766,geschlossen::A,druidte,بسته
767,sauber::A,glan,پاک
768,sauber::A,glan,تمیز
769,schmutzig::A,salach,کثیف
770,schmutzig::A,salach,آلوده
771,roh::A,amh,خام
772,reif::A,aibí,رسیده
773,lecker::A,blasta,لذیذ
774,lecker::A,blasta,خوشمزه
775,süß::A,milis,شیرین
776,bitter::A,searbh,تلخ
777,sauer::A,géar,ترش
778,sauer::A,searbh,ترش
779,hell::A,geal,روشن
780,hell::A,soilseach,روشن
781,dunkel::A,dorcha,تاریک
782,schwarz::A,dubh,سیاه
783,weiß::A,bán,سفید
784,rot::A,dearg,سرخ
785,rot::A,dearg,قرمز
786,gelb::A,buí,زرد
787,blau::A,gorm,آبی
788,grün::A,glas,سبز
789,grün::A,uaine,سبز
790,grau::A,liath,طوسی
791,grau::A,liath,خاکستری
792,bunt::A,ildathach,رنگارنگ
793,bunt::A,dathannach,رنگارنگ
794,billig::A,saor,ارزان
795,teuer::A,daor,گران
796,teuer::A,costasach,گران
797,wertvoll::A,luachmhar,قیمتی
798,wertvoll::A,luachmhar,گرانبها
799,blind::A,dall,کور
800,blind::A,dall,نابینا
801,blind::A,caoch,کور
802,blind::A,caoch,نابینا
