,Concept_ID,es,pt
237,Lehm::N,barro,argila
238,Sand::N,arena,areia
239,Mensch::N,hombre,homem
240,Mensch::N,hombre,pessoa
241,Mensch::N,ser humano,homem
242,Mensch::N,ser humano,pessoa
243,Mann::N,hombre,homem
244,Frau::N,mujer,mulher
245,Kind::N,niño,filho
246,Kind::N,niño,criança
247,Junge::N,chico,rapaz
248,Junge::N,chico,menino
249,Junge::N,muchacho,rapaz
250,Junge::N,muchacho,menino
251,Mädchen::N,chica,menina
252,Mädchen::N,chica,rapariga
253,Mädchen::N,muchacha,menina
254,Mädchen::N,muchacha,rapariga
255,Familie::N,familia,família
256,Großvater::N,abuelo,avô
257,Großmutter::N,abuela,avó
258,Eltern::N,padres,pais
259,Vater::N,padre,pai
260,Mutter::N,madre,mãe
261,Sohn::N,hijo,filho
262,Tochter::N,hija,filha
263,Bruder::N,hermano,irmão
264,Schwester::N,hermana,irmã
265,Onkel::N,tío,tio
266,Tante::N,tía,tia
267,Ehemann::N,esposo,esposo
268,Ehefrau::N,esposa,esposa
269,Freude::N,placer,prazer
270,Freude::N,placer,alegria
271,Freude::N,alegría,prazer
272,Freude::N,alegría,alegria
273,Gelächter::N,risa,risada
274,Gelächter::N,risa,gargalhada
275,Gelächter::N,carcajada,risada
276,Gelächter::N,carcajada,gargalhada
277,Glück::N,felicidad,felicidade
278,Kummer::N,pena,aflição
279,Kummer::N,pena,desgosto
280,Wunsch::N,deseo,desejo
281,Lust::N,ganas,vontade
282,Geist::N,mente,mente
283,Geist::N,mente,espírito
284,Geist::N,espíritu,mente
285,Geist::N,espíritu,espírito
286,Gedanke::N,idea,ideia
287,Gedanke::N,idea,pensamento
288,Gedanke::N,pensamiento,ideia
289,Gedanke::N,pensamiento,pensamento
290,Gedächtnis::N,memoria,memória
291,Verstand::N,razón,razão
292,Verstand::N,razón,inteligência
293,Verstand::N,entendimiento,razão
294,Verstand::N,entendimiento,inteligência
295,Sinn::N,sentido,sentido
296,Sinn::N,sentido,significado
297,Sinn::N,significado,sentido
298,Sinn::N,significado,significado
299,Grund::N,causa,causa
300,Grund::N,causa,motivo
301,Wahrheit::N,verdad,verdade
302,Gespräch::N,conversación,conversa
303,Gespräch::N,conversación,conversação
304,Märchen::N,cuento,conto
305,Erzählung::N,cuento,conto
306,Erzählung::N,cuento,narrativa
307,Erzählung::N,narración,conto
308,Erzählung::N,narración,narrativa
309,Nachricht::N,mensaje,mensagem
310,Neuigkeit::N,noticia,notícia
311,Neuigkeit::N,noticia,novidade
312,Name::N,nombre,nome
313,Rätsel::N,acertijo,adivinha
314,Rätsel::N,adivinanza,adivinha
315,Rede::N,discurso,oração
316,Rede::N,discurso,discurso
317,Sprache::N,lengua,língua
318,Stimme::N,voz,voz
319,Wort::N,palabra,palavra
320,Zeichen::N,señal,marca
321,Ruf::N,llamada,grito
322,Ruf::N,llamada,chamada
323,Lärm::N,ruido,ruído
324,Lärm::N,ruido,barulho
325,Lärm::N,barullo,ruído
326,Lärm::N,barullo,barulho
327,Laut::N,sonido,som
328,Ton::N,tono,tom
329,Lied::N,canción,canção
330,Ruhe::N,calma,calma
331,Ruhe::N,calma,silêncio
332,Ruhe::N,silencio,calma
333,Ruhe::N,silencio,silêncio
334,Leute::N,gente,gente
335,Leute::N,gente,pessoas
336,Volk::N,pueblo,povo
337,Volk::N,pueblo,nação
338,Arbeit::N,trabajo,trabalho
339,Gast::N,huésped,hóspede
340,Gast::N,huésped,convidado
341,Gast::N,invitado,hóspede
342,Gast::N,invitado,convidado
343,Geschenk::N,regalo,prenda
344,Geschenk::N,regalo,presente
345,Spiel::N,juego,jogo
346,Gesellschaft::N,compañía,companhia
347,Hilfe::N,ayuda,ajuda
348,Hilfe::N,ayuda,socorro
349,Hilfe::N,socorro,ajuda
350,Hilfe::N,socorro,socorro
351,Freund::N,amigo,amigo
352,Kamerad::N,camarada,camarada
353,Kamerad::N,compañero,camarada
354,Angelegenheit::N,asunto,assunto
355,Anzahl::N,cantidad,número
356,Anzahl::N,cantidad,quantidade
357,Art::N,tipo,tipo
358,Art::N,tipo,espécie
359,Art::N,clase,tipo
360,Art::N,clase,espécie
361,Stück::N,pieza,pedaço
362,Teil::N,parte,peça
363,Teil::N,parte,parte
364,Hälfte::N,mitad,metade
365,Kreis::N,círculo,círculo
366,Kreuz::N,cruz,cruz
367,Linie::N,línea,linha
368,Strich::N,raya,traço
369,Strich::N,trazo,traço
370,Abstand::N,distancia,distância
371,Entfernung::N,distancia,distância
372,Gegend::N,región,área
373,Gegend::N,región,região
374,Gegend::N,comarca,área
375,Gegend::N,comarca,região
376,Platz::N,espacio,lugar
377,Ort::N,sitio,sítio
378,Seite::N,lado,lado
379,Seite::N,costado,lado
380,Mitte::N,medio,meio
381,Mitte::N,centro,meio
382,Gegenstand::N,objeto,objecto
383,Sache::N,cosa,coisa
384,Rand::N,borde,bordo
385,Rand::N,borde,margem
386,Kante::N,borde,borda
387,Kante::N,borde,aresta
388,Ecke::N,esquina,esquina
389,Spitze::N,punta,ponta
390,Ende::N,cabo,cabo
391,Ende::N,cabo,extremo
392,Ende::N,extremo,cabo
393,Ende::N,extremo,extremo
394,Loch::N,agujero,furo
395,Loch::N,agujero,buraco
396,Loch::N,abertura,furo
397,Loch::N,abertura,buraco
398,Winkel::N,ángulo,canto
399,Winkel::N,ángulo,ângulo
400,Muster::N,dibujo,padrão
401,Muster::N,dibujo,desenho
402,Größe::N,tamaño,tamanho
403,Länge::N,longitud,comprimento
404,Höhe::N,altura,altura
405,Höhe::N,altura,altitude
406,Höhe::N,altitud,altura
407,Höhe::N,altitud,altitude
408,Gewicht::N,peso,peso
409,Menge::N,cantidad,quantidade
410,Haufen::N,montón,pilha
411,Reihe::N,fila,fila
412,Boot::N,bote,barco
413,Boot::N,barca,barco
414,Ruder::N,remo,remo
415,Schlitten::N,trineo,trenó
416,Ski::N,esquí,esqui
417,Lagerfeuer::N,hoguera,fogueira
418,Last::N,carga,carga
419,Gang::N,marcha,curso
420,Gang::N,marcha,caminhada
421,Schritt::N,paso,passo
422,Norden::N,norte,norte
423,Süden::N,sur,sul
424,Westen::N,oeste,oeste
425,Westen::N,oeste,ocidente
426,Osten::N,este,este
427,Osten::N,este,leste
428,Osten::N,este,oriente
429,Holz::N,madera,madeira
430,Brett::N,tabla,tábua
431,Brett::N,tabla,prancha
432,Platte::N,placa,laje
433,Platte::N,placa,chapa
434,Platte::N,plancha,laje
435,Platte::N,plancha,chapa
436,Stütze::N,sostén,apoio
437,Stütze::N,sostén,suporte
438,Stütze::N,soporte,apoio
439,Stütze::N,soporte,suporte
440,Stange::N,vara,vara
441,Stange::N,vara,barra
442,Stange::N,percha,vara
443,Stange::N,percha,barra
444,Stock::N,palo,pau
445,Stock::N,palo,bengala
446,Stock::N,bastón,pau
447,Stock::N,bastón,bengala
448,Stab::N,vara,bastão
449,Stab::N,bastón,bastão
450,Rohr::N,tubo,cano
451,Haus::N,casa,casa
452,Heim::N,hogar,lar
453,Heim::N,hogar,casa
454,Ofen::N,estufa,estufa
455,Ofen::N,estufa,aquecedor
456,Fußboden::N,suelo,piso
457,Tisch::N,mesa,mesa
458,Stuhl::N,silla,cadeira
459,Wiege::N,cuna,berço
460,Bett::N,cama,cama
461,Regal::N,estantería,estante
462,Regal::N,estantería,prateleira
463,Kiste::N,caja,caixa
464,Fenster::N,ventana,janela
465,Tür::N,puerta,porta
466,Tor::N,puerta,portão
467,Zaun::N,valla,cerca
468,Zaun::N,valla,vedação
469,Zaun::N,cercado,cerca
470,Zaun::N,cercado,vedação
471,Dach::N,techo,telhado
472,Dach::N,tejado,telhado
473,Leiter::N,escalera,escada
474,Leiter::N,escalera,escada móvel
475,Besen::N,escoba,vassoura
476,Spaten::N,pala,pá
477,Schaufel::N,pala,pá
478,Schaufel::N,paleta,pá
479,Gabel::N,tenedor,garfo
480,Löffel::N,cuchara,colher
481,Messer::N,cuchillo,faca
482,Nagel::N,clavo,cravo
483,Netz::N,red,rede
484,Haken::N,gancho,gancho
485,Haken::N,corchete,gancho
486,Griff::N,asa,asa
487,Griff::N,asa,cabo
488,Griff::N,mango,asa
489,Griff::N,mango,cabo
490,Schloss::N,cerradura,fechadura
491,Bild::N,imagen,imagem
492,Figur::N,figura,figura
493,Puppe::N,muñeca,boneca
494,Beutel::N,bolsa,saco
495,Beutel::N,bolsa,bolsa
496,Bündel::N,haz,fardo
497,Tasche::N,bolso,saco
498,Tasche::N,bolso,bolso
499,Eimer::N,cubo,balde
500,Deckel::N,tapa,tampa
501,Deckel::N,tapadera,tampa
502,Geschirr::N,vajilla,louça
503,Sack::N,saco,saca
504,Tasse::N,taza,chávena
505,Topf::N,olla,tacho
506,Topf::N,olla,panela
507,Topf::N,marmita,tacho
508,Topf::N,marmita,panela
509,Kessel::N,caldera,caldeira
510,Essen::N,comida,refeição
511,Nahrung::N,alimento,comida
512,Nahrung::N,alimento,alimento
513,Speise::N,plato,prato
514,Fleisch::N,carne,carne
515,Getreide::N,cereales,cereais
516,Brei::N,puré,puré
517,Brei::N,papilla,puré
518,Brot::N,pan,pão
519,Scheibe::N,lonja,fatia
520,Scheibe::N,rebanada,fatia
521,Fett::N,grasa,banha
522,Fett::N,grasa,gordura
523,Butter::N,mantequilla,manteiga
524,Öl::N,aceite,azeite
525,Salz::N,sal,sal
526,Suppe::N,sopa,sopa
527,Suppe::N,sopa,caldo
528,Honig::N,miel,mel
529,Milch::N,leche,leite
530,Tee::N,té,chá
531,Leder::N,cuero,couro
532,Wolle::N,lana,lã
533,Stoff::N,tela,pano
534,Stoff::N,tela,tecido
535,Stoff::N,tejido,pano
536,Stoff::N,tejido,tecido
537,Nadel::N,aguja,agulha
538,Faden::N,hilo,fio
539,Knopf::N,botón,botão
540,Knoten::N,nudo,nó
541,Farbe::N,pintura,corante
542,Kleidung::N,ropa,roupa
543,Kleidung::N,ropa,vestuário
544,Kleidung::N,vestidos,roupa
545,Kleidung::N,vestidos,vestuário
546,Hemd::N,camisa,camisa
547,Kragen::N,cuello,gola
548,Ärmel::N,manga,manga
549,Hose::N,pantalón,calça
550,Gürtel::N,cinturón,cinto
551,Mütze::N,gorro,boné
552,Mütze::N,gorro,barrete
553,Schuh::N,zapato,sapato
554,Stiefel::N,bota,bota
555,Ring::N,anillo,anel
556,Band::N,cinta,fita
557,Band::N,cinta,faixa
558,Kamm::N,peine,pente
559,Spiegel::N,espejo,espelho
560,Riemen::N,correa,correia
561,Schnur::N,cuerda,corda
562,Schnur::N,cuerda,cordel
563,Leine::N,correa,trela
564,Decke::N,manta,cobertor
565,Kissen::N,almohada,almofada
566,Tuch::N,pañuelo,pano
567,Handtuch::N,toalla,toalha
568,Kraft::N,fuerza,força
569,Stärke::N,fuerza,força
570,Gesundheit::N,salud,saúde
571,Krankheit::N,enfermedad,doença
572,Krankheit::N,enfermedad,enfermidade
573,Schmerz::N,dolor,dor
574,Wunde::N,llaga,chaga
575,Wunde::N,llaga,ferida
576,Wunde::N,herida,chaga
577,Wunde::N,herida,ferida
578,Fieber::N,fiebre,febre
579,Arznei::N,medicina,remédio
580,Arznei::N,medicamento,remédio
581,Brücke::N,puente,ponte
582,Brunnen::N,pozo,poço
583,Weide::N,pasto,pastagem
584,Pfad::N,sendero,senda
585,Pfad::N,sendero,trilho
586,Weg::N,camino,caminho
587,Straße::N,vía,via
588,Straße::N,vía,estrada
589,Straße::N,carretera,via
590,Straße::N,carretera,estrada
591,Dorf::N,aldea,aldeia
592,Dorf::N,pueblo,aldeia
593,Stadt::N,ciudad,cidade
594,Brief::N,carta,carta
595,Buch::N,libro,livro
596,Buchstabe::N,letra,letra
597,Buchstabe::N,carácter,letra
598,Zeitung::N,diario,jornal
599,Zeitung::N,periódico,jornal
600,Leben::N,vida,vida
601,Tod::N,muerte,morte
602,Grab::N,tumba,túmulo
603,Grab::N,tumba,sepultura
604,Grab::N,sepulcro,túmulo
605,Grab::N,sepulcro,sepultura
606,Kirche::N,iglesia,igreja
607,Sünde::N,pecado,pecado
608,Gott::N,dios,deus
609,Arbeiter::N,obrero,operário
610,Arbeiter::N,obrero,trabalhador
611,Arbeiter::N,trabajador,operário
612,Arbeiter::N,trabajador,trabalhador
613,Chef::N,jefe,chefe
614,Chef::N,jefe,patrão
615,Meister::N,maestro,mestre
616,Arzt::N,médico,médico
617,Lehrer::N,profesor,professor
618,Geld::N,dinero,dinheiro
619,Geschäft::N,negocio,negócio
620,Laden::N,tienda,loja
621,Preis::N,precio,preço
622,Ware::N,mercancía,mercadoria
623,Nutzen::N,provecho,proveito
624,Reichtum::N,riqueza,riqueza
625,Welt::N,mundo,mundo
626,Land::N,país,país
627,Staat::N,Estado,Estado
628,König::N,rey,rei
629,Macht::N,poder,poder
630,Macht::N,poder,potência
631,Macht::N,potencia,poder
632,Macht::N,potencia,potência
633,Grenze::N,frontera,fronteira
634,Krieg::N,guerra,guerra
635,Feind::N,enemigo,inimigo
636,Gewalt::N,violencia,violência
637,Kampf::N,lucha,luta
638,Kampf::N,lucha,combate
639,Kampf::N,combate,luta
640,Kampf::N,combate,combate
641,Bogen[Waffe]::N,arco,arco
642,Pfeil::N,flecha,seta
643,Pfeil::N,flecha,flecha
644,Gewehr::N,fusil,espingarda
645,Gewehr::N,escopeta,espingarda
646,Fehler::N,error,erro
647,Fehler::N,error,falha
648,Lüge::N,mentira,mentira
649,Schaden::N,daño,dano
650,Schaden::N,daño,estrago
651,Unglück::N,desgracia,desgraça
652,Schuld::N,culpa,culpa
653,Alter::N,edad,idade
654,Schluss::N,fin,fim
655,Schluss::N,final,fim
656,Zeit::N,tiempo,tempo
657,Tag::N,día,dia
658,Morgen::N,mañana,manhã
659,Mittag::N,mediodía,meio-dia
660,Abend::N,noche,noite
661,Abend::N,noche,tardinha
662,Nacht::N,noche,noite
663,Woche::N,semana,semana
664,Monat::N,mes,mês
665,Jahr::N,año,ano
666,Frühling::N,primavera,primavera
667,Sommer::N,verano,verão
668,Herbst::N,otoño,outono
669,Winter::N,invierno,inverno
670,Januar::N,enero,Janeiro
671,Februar::N,febrero,Fevereiro
672,März::N,marzo,Março
673,April::N,abril,Abril
674,Mai::N,mayo,Maio
675,Juni::N,junio,Junho
676,Juli::N,julio,Julho
677,August::N,agosto,Agosto
678,September::N,septiembre,Setembro
679,Oktober::N,octubre,Outubro
680,November::N,noviembre,Novembro
681,Dezember::N,diciembre,Dezembro
682,Montag::N,lunes,segunda-feira
683,Dienstag::N,martes,terça-feira
684,Mittwoch::N,miércoles,quarta-feira
685,Donnerstag::N,jueves,quinta-feira
686,Freitag::N,viernes,sexta-feira
687,Samstag::N,sábado,sábado
688,Sonntag::N,domingo,domingo
689,groß::A,grande,grande
690,klein::A,pequeño,pequeno
691,lang::A,largo,comprido
692,kurz::A,corto,curto
693,breit::A,ancho,largo
694,schmal::A,estrecho,estreito
695,dicht::A,denso,denso
696,dick[Gegenstand]::A,grueso,grosso
697,dünn::A,fino,delgado
698,dünn::A,delgado,delgado
699,fein::A,fino,fino
700,fein::A,fino,subtil
701,fein::A,delicado,fino
702,fein::A,delicado,subtil
703,fest::A,firme,firme
704,fest::A,firme,sólido
705,fest::A,sólido,firme
706,fest::A,sólido,sólido
707,flach::A,plano,plano
708,glatt::A,liso,liso
709,hart::A,duro,duro
710,weich::A,muelle,mole
711,rund::A,redondo,redondo
712,spitz::A,agudo,agudo
713,spitz::A,apuntado,agudo
714,scharf::A,agudo,afiado
715,scharf::A,afilado,afiado
716,stumpf::A,sin filo,rombo
717,schwer::A,pesado,pesado
718,schön::A,bello,belo
719,schön::A,bello,bonito
720,schön::A,hermoso,belo
721,schön::A,hermoso,bonito
722,heiß::A,caluroso,quente
723,warm::A,cálido,quente
724,warm::A,caliente,quente
725,kalt::A,frío,frio
726,kühl::A,fresco,fresco
727,frisch::A,fresco,fresco
728,feucht::A,húmedo,húmido
729,nass::A,mojado,molhado
730,trocken::A,seco,seco
731,voll::A,lleno,cheio
732,leer::A,vacío,vazio
733,offen::A,abierto,aberto
734,geschlossen::A,cerrado,fechado
735,sauber::A,limpio,limpo
736,schmutzig::A,sucio,sujo
737,roh::A,crudo,cru
738,reif::A,maduro,maduro
739,lecker::A,rico,delicioso
740,lecker::A,sabroso,delicioso
741,süß::A,dulce,doce
742,bitter::A,amargo,amargo
743,sauer::A,agrio,azedo
744,hell::A,claro,claro
745,dunkel::A,oscuro,escuro
746,dunkel::A,oscuro,sombrio
747,schwarz::A,negro,preto
748,weiß::A,blanco,branco
749,rot::A,rojo,vermelho
750,gelb::A,amarillo,amarelo
751,blau::A,azul,azul
752,grün::A,verde,verde
753,grau::A,gris,cinzento
754,bunt::A,multicolor,colorido
755,billig::A,barato,barato
756,teuer::A,caro,caro
757,wertvoll::A,valioso,valioso
758,wertvoll::A,valioso,precioso
759,wertvoll::A,precioso,valioso
760,wertvoll::A,precioso,precioso
761,blind::A,ciego,cego
762,taub::A,sordo,surdo
763,kräftig::A,fuerte,forte
764,kräftig::A,fuerte,poderoso
765,stark::A,fuerte,forte
766,stark::A,fuerte,robusto
767,stark::A,vigoroso,forte
768,stark::A,vigoroso,robusto
769,schwach::A,débil,débil
770,fett::A,obeso,gordo
771,schlank::A,esbelto,esbelto
772,hübsch::A,mono,giro
773,hübsch::A,mono,bonito
774,hübsch::A,guapo,giro
775,hübsch::A,guapo,bonito
776,böse::A,malo,mau
777,dumm::A,tonto,parvo
778,dumm::A,tonto,estúpido
779,dumm::A,estúpido,parvo
780,dumm::A,estúpido,estúpido
781,faul::A,vago,preguiçoso
782,faul::A,perezoso,preguiçoso
783,fleißig::A,aplicado,aplicado
784,fleißig::A,aplicado,diligente
785,fleißig::A,diligente,aplicado
786,fleißig::A,diligente,diligente
787,geizig::A,avaro,avarento
788,klug::A,sensato,prudente
789,klug::A,sensato,inteligente
790,klug::A,inteligente,prudente
791,klug::A,inteligente,inteligente
792,geschickt::A,hábil,hábil
793,lieb::A,querido,caro
794,lieb::A,querido,querido
795,lustig::A,alegre,alegre
796,sanft::A,suave,suave
797,sanft::A,suave,brando
798,hungrig::A,hambriento,faminto
799,krank::A,enfermo,doente
800,krank::A,enfermo,enfermo
801,nackt::A,desnudo,nu
802,nackt::A,desnudo,despido
803,traurig::A,triste,triste
804,lebendig::A,vivo,vivo
805,lebendig::A,viviente,vivo
806,gut::A,bueno,bom
807,schlecht::A,malo,mau
808,schlecht::A,malo,ruim
809,richtig::A,justo,justo
810,richtig::A,justo,correcto
811,richtig::A,correcto,justo
812,richtig::A,correcto,correcto
813,schlimm::A,malo,mau
814,schlimm::A,malo,grave
815,schlimm::A,grave,mau
816,schlimm::A,grave,grave
817,wahr::A,verídico,verdadeiro
818,wahr::A,verdadero,verdadeiro
819,alt::A,viejo,velho
820,alt::A,viejo,antigo
821,neu::A,nuevo,novo
822,ehemalig::A,antiguo,antigo
823,alt[Lebewesen]::A,viejo,velho
824,jung::A,joven,jovem
825,arm::A,pobre,pobre
826,reich::A,rico,rico
827,bekannt::A,conocido,conhecido
828,berühmt::A,famoso,famoso
829,berühmt::A,famoso,célebre
830,berühmt::A,célebre,famoso
831,berühmt::A,célebre,célebre
832,fremd::A,extraño,alheio
833,fremd::A,extraño,estranho
834,verschieden::A,diverso,diverso
835,verschieden::A,diverso,diferente
836,verschieden::A,distinto,diverso
837,verschieden::A,distinto,diferente
838,verschieden::A,diferente,diverso
839,verschieden::A,diferente,diferente
840,nah::A,cercano,próximo
841,fern::A,lejano,remoto
842,fern::A,lejano,distante
843,linker::A,izquierdo,esquerdo
844,rechter::A,derecho,direito
845,anderer::A,otro,outro
846,erster::A,primero,primeiro
847,zweiter::A,segundo,segundo
848,dritter::A,tercero,terceiro
849,letzter::A,último,final
850,letzter::A,último,último
851,allein::ADV,a solo,só
852,auf einmal::ADV,de una vez,de vez
853,zusammen::ADV,juntos,juntos
854,lange::ADV,mucho tiempo,muito tempo
855,plötzlich::ADV,de repente,de repente
