,Concept_ID,kv,ja
815,klirren::V,жольӧтны,がらんがらんと鳴る
816,brausen::V,гуасьны,逆巻く
817,rauschen::V,кышӧтны,戦ぐ
818,klingen::V,горавны,鳴る
819,bellen::V,увтны,吠える
820,bellen::V,вувтны,吠える
821,heulen::V,уннявны,きゃんきゃん鳴く
822,blasen::V,пӧлявны,吹く
823,pfeifen::V,пиксыны,口笛を吹く
824,schreien::V,айзыны,叫ぶ
825,stöhnen::V,ойзыны,うめく
826,stöhnen::V,ружтыны,うめく
827,zittern::V,легьявны,震える
828,leben::V,овны,生きている
829,geboren werden::V,шогмыны,生まれる
830,atmen::V,лолавны,呼吸する
831,trinken::V,юны,飲む
832,essen::V,сёйны,食べる
833,schlucken::V,ньылавны,飲み込む
834,müde werden::V,мыдзны,眠くなる
835,einschlafen::V,ланьтны,寝付く
836,schlafen::V,узьны,眠る
837,aufwachen::V,саймыны,目が覚める
838,aufwachen::V,пальмыны,目が覚める
839,aufstehen::V,сувтны,起きる
840,sich erholen::V,шоччисьлыны,休養する
841,krank werden::V,моржитны,病気になる
842,krank sein::V,шогавны,病気である
843,krank sein::V,визьӧтны,病気である
844,schmerzen::V,висьны,痛む
845,husten::V,кашляйтны,咳をする
846,genesen::V,бурдны,元気になる
847,sterben::V,кувны,死ぬ
848,sterben::V,кувны,亡くなる
849,umkommen::V,вийсьыны,死亡する
850,sich bewegen::V,локны,移動する
851,sich bewegen::V,ветлӧтны,移動する
852,sich rühren::V,вӧрзьӧтчыны,動く
853,sich erheben::V,сувтны,立ち上がる
854,sich setzen::V,пуксьыны,座る
855,hinfallen::V,пӧрласьны,転ぶ
856,laufen::V,мунны,歩く
857,schreiten::V,тальччавны,跨ぐ
858,spazierengehen::V,котрасьны,散歩する
859,eilen::V,тэрмасьны,急ぐ
860,sich beeilen::V,тэрмасьны,焦る
861,sausen::V,вирдавны-котӧртны,疾駆する
862,springen::V,чеччавны,跳ぶ
863,klettern::V,кышасьны,よじ登る
864,schaukeln::V,чурликасьны,ぶらんこに乗る
865,kriechen::V,кыскасьны-мунны,這う
866,schwimmen::V,вартчыны,泳ぐ
867,tauchen::V,сунгисьны ваӧ,潜る
868,rudern::V,сынны,漕ぐ
869,fahren::V,мунны,行く
870,fahren::V,мунны,乗車する
871,fliegen::V,лэбавны,飛ぶ
872,gehen::V,мунны,行く
873,weggehen::V,мунны,立ち去る
874,abfahren::V,иньдӧтчыны,出発する
875,abfahren::V,мунны,出発する
876,anhalten::V,сувтны,止まる
877,hineingehen::V,пырны,入る
878,eintreten::V,пырны,中に入る
879,kommen::V,локны,来る
880,ankommen::V,локны,着く
881,ankommen::V,локны,到着する
882,zurückkommen::V,бертны,帰る
883,zurückkommen::V,панӧвтсьыны,帰る
884,bleiben::V,кольччыны,留まる
885,warten::V,видзчисьны,待つ
886,erwarten::V,видзчисьны,期待する
887,suchen::V,кошшыны,探る
888,finden::V,адззыны,見つける
889,versuchen::V,пондыны,試す
890,versuchen::V,пондӧтны,試す
891,vorbereiten::V,лӧсьӧтны,準備する
892,lieben::V,милуйтны,愛する
893,mögen::V,радейтны,好きである
894,lachen::V,серавны,笑う
895,rühren::V,сьӧлӧм вӧрзьӧтны,感情を動かす
896,weinen::V,горзыны,泣く
897,schimpfen::V,видчыны,叱る
898,sich ärgern::V,лёкавны,怒る
899,sich ärgern::V,лёкавны,腹を立てる
900,sich fürchten::V,повны,怖がる
901,fürchten::V,повны,恐れる
902,fliehen::V,пышшыны,逃げる
903,flüchten::V,пышшыны,逃亡する
904,sehen::V,адззыны,見る
905,anschauen::V,видзӧтны,眺める
906,ansehen::V,видзӧтны,見る
907,hören::V,кывны,聞く
908,zuhören::V,кывзыны,聴く
909,probieren::V,пешлыны,食べてみる
910,riechen::V,дукавны,気取る
911,fühlen::V,кывны,感じる
912,scheinen::V,декуйтчыны,ように見える
913,zu sehen sein::V,тыдавны,見える
914,vernehmen::V,тӧдмавны,承る
915,frieren::V,гегдыны,寒気がする
916,tun::V,керны,する
917,können::V,вермыны,出来る
918,wollen::V,мӧдны,-たい
919,anfangen::V,петны,始める
920,beenden::V,ештӧтны,終える
921,beenden::V,керыштны,終える
922,aufhören::V,дугдыны,止める
923,gelingen::V,шогмыны,成功する
924,geraten::V,мыччисьны,当たる
925,öffnen::V,осьтны,開く
926,öffnen::V,осьтны,開ける
927,schließen::V,пӧднавны,閉める
928,stellen::V,сувтӧтны,置く
929,stellen::V,сувтӧтны,据える
930,setzen::V,пуксьӧтны,座らせる
931,legen::V,пуктыны,置く
932,berühren::V,вӧрзьӧтны,触る
933,berühren::V,вӧрзьӧтны,触れる
934,verbinden::V,йитны,結びつける
935,bedecken::V,вевттьыны,覆う
936,aufhängen::V,ӧшӧтны,掛ける
937,anzünden::V,ӧзтыны,燃やす
938,anzünden::V,ӧзтыны,火をつける
939,aufheben::V,лэбтыны,拾う
940,zurücklassen::V,кольны,残す
941,verlieren::V,ӧштыны,無くす
942,fallen lassen::V,уськӧтны,落とす
943,machen::V,керны,作る
944,herstellen::V,вӧчны,製造する
945,bauen::V,строитны,建設する
946,reparieren::V,вочны,直す
947,reparieren::V,вочны,修理する
948,verbessern::V,бурсьӧтны,改良する
949,ändern::V,вежны,変える
950,graben::V,гарйыны,掘る
951,beugen::V,кусіньтны,折る
952,biegen::V,чукыльтыштны,曲げる
953,drehen::V,бергӧтны,回す
954,wenden::V,бергӧтны,裏返す
955,umdrehen::V,бергӧтны,裏返す
956,heben::V,лэбтыны,挙げる
957,hochheben::V,лэбтыны,持ち上げる
958,ergreifen::V,кватитны,取り上げる
959,halten::V,видзны,持つ
960,drücken::V,личкыны,押す
961,schieben::V,тойлавны,ずらす
962,kratzen::V,шаркӧтны,引っ掻く
963,lecken::V,нювны,なめる
964,beißen::V,йирны,噛む
965,abreißen::V,орӧтны,剝ぎ取る
966,abschneiden::V,шӧрыштны,切り取る
967,abschneiden::V,вундыштны,切り取る
968,binden::V,гӧрдззыны,縛る
969,stecken::V,мӧртны,差し込む
970,brechen::V,жугдыны,破る
971,klopfen::V,зукӧтны,とんとん叩く
972,hauen::V,желльыны,叩く
973,kleben::V,лякӧтны,貼る
974,kleben::V,лякӧтны,くっ付ける
975,reiben::V,зыртны,擦る
976,streichen::V,мавтны,塗る
977,schleifen::V,кыскыны,研ぐ
978,schneiden::V,вундавны,切る
979,rütteln::V,шатлавны,揺さぶる
980,schütteln::V,зыбӧтны,振る
981,schütteln::V,зыбӧтны,揺さぶる
982,schwenken::V,ӧвтны,振る
983,schwenken::V,макайтны,振る
984,schütten::V,кисьтны,注ぐ
985,füllen::V,тыртны,いっぱいにする
986,füllen::V,тырсьӧтны,いっぱいにする
987,einwickeln::V,тубны,包む
988,tragen::V,новйӧтны,運ぶ
989,schleppen::V,кыскыны,引きずる
990,ziehen::V,кыскыны,引く
991,aufbewahren::V,видзны,預かる
992,werfen::V,шентывлыны,投げる
993,fangen::V,кутны,受ける
994,packen::V,кутасьны,掴む
995,packen::V,кватитны,掴む
996,verstecken::V,дзебны,隠す
997,teilen::V,торйӧтны,分ける
998,schicken::V,иньдыны,送る
999,bringen::V,вайны,持って行く
1000,hinzufügen::V,содтыны,加える
1001,bekommen::V,получитны,得る
1002,erhalten::V,получитны,受ける
1003,nehmen::V,босьтны,取る
1004,wählen::V,бӧрйыны,選ぶ
1005,auswählen::V,бӧрйыны,選ぶ
1006,bewahren::V,видзны,保存する
1007,behindern::V,падтыны,妨害する
1008,verderben::V,изводавны,台無しにする
1009,beschädigen::V,паздыны,損傷する
1010,zerbrechen::V,паздыны,割る
1011,zerreißen::V,косявны,引き裂く
1012,zerstören::V,паздыны,破壊する
1013,verbrennen::V,сотны,焼く
1014,geben::V,сетны,上げる
1015,reichen::V,сетны,渡す
1016,schenken::V,козьнавны,贈る
1017,versprechen::V,кӧсйыны,約束する
1018,wünschen::V,бурсьыны,望む
1019,loben::V,ошкыны,褒める
1020,küssen::V,окавны,キスする
1021,wiegen::V,тюттьӧтны,揺する
1022,zudecken::V,вевттьыны,覆う
1023,wecken::V,саймӧтны,起こす
1024,zeigen::V,мыччавны,見せる
1025,führen::V,нуӧтны,案内する
1026,lehren::V,велӧтны,教える
1027,unterrichten::V,велӧтны,通知する
1028,aufziehen::V,быдтыны,育てる
1029,leiten::V,юравны,導く
1030,leiten::V,веськӧтлыны,導く
1031,antreiben::V,тэрмӧтны,励ます
1032,lassen::V,-ӧтыны,～させる
1033,einladen::V,корны,誘う
1034,einladen::V,корны,招待する
1035,vereinigen::V,ӧтувтны,一つにする
1036,vereinigen::V,ӧтлаавны,一つにする
1037,besuchen::V,пыравлыны,訪ねる
1038,treffen::V,пантавны,出会う
1039,sich versammeln::V,ӧксьыны,集まる
1040,spielen::V,орсны,遊ぶ
1041,singen::V,сьывны,歌う
1042,tanzen::V,йӧктыны,踊る
1043,sich trennen::V,торьясьны,別れる
1044,verlassen::V,кольны,別れる
1045,retten::V,мынтны,救う
1046,retten::V,мынтны,助ける
1047,bewachen::V,смекайтны,見張る
1048,bewachen::V,смекайтны,軽微する
1049,schützen::V,дорйыны,保護する
1050,verteidigen::V,дорйыны,守る
1051,sich schlagen::V,тышкасьны,殴る
1052,schießen::V,лыйны,撃つ
1053,siegen::V,вермыны,勝つ
1054,ärgern::V,лӧгӧтны,怒らせる
1055,schlagen::V,базнитны,殴る
1056,treten::V,чужьявны,蹴る
1057,stechen::V,бытшкыны,突く
1058,stoßen::V,тапкыны,突く
1059,stoßen::V,тойыштны,突く
1060,stehlen::V,гусявны,盗る
1061,stören::V,костіавны,構う
1062,belästigen::V,назыляйтны,邪魔する
1063,verbergen::V,дзебны,隠す
1064,täuschen::V,бӧбӧтны,だます
1065,täuschen::V,пӧрьявны,だます
1066,betrügen::V,муклачитны,だます
1067,töten::V,вийны,殺す
1068,wohnen::V,овны,住む
1069,arbeiten::V,уджавны,働く
1070,sammeln::V,ӧктыны,集める
1071,sammeln::V,ӧктыны,収集する
1072,pflücken::V,судзлавны,摘む
1073,jagen::V,вӧравны,狩りをする
1074,fischen::V,чериавны,釣る
1075,fassen::V,кутны,捕る
1076,hüten::V,вердны,放牧する
1077,hüten::V,йирсьӧтны,放牧する
1078,treiben::V,вашӧтны,追う
1079,anbinden::V,кӧртавны,繋ぐ
1080,füttern::V,вердны,餌をやる
1081,melken::V,высьтыны,搾乳する
1082,melken::V,чилькӧтны,搾乳する
1083,hacken::V,керавны,刻む
1084,gießen::V,киськавны,水をやる
1085,reifen::V,кисьмыны,熟す
1086,zubereiten::V,лӧсьӧтны,調理する
1087,kochen::V,пуны,煮る
1088,backen::V,пӧжавны,焼く
1089,braten::V,жаритны,焼く
1090,braten::V,жаритны,炒める
1091,umrühren::V,соравны,混ぜる
1092,stricken::V,домавны,編む
1093,nähen::V,вурны,縫う
1094,färben::V,краситны,染める
1095,reinigen::V,весӧтны,掃除する
1096,waschen::V,пеславны,洗う
1097,waschen::V,пеславны,洗濯する
1098,abwischen::V,чышкыны,拭く
1099,spülen::V,гывьявны,洗う
1100,spülen::V,гывьявны,すすぐ
1101,fegen::V,чышкыны,掃除する
1102,kehren::V,чышкыны,掃く
1103,baden::V,купайтчыны ,入浴する
1104,sich waschen::V,миссьыны,洗う
1105,ausziehen::V,гыжтӧтны,脱ぐ
1106,ausziehen::V,пӧрччавны,脱ぐ
1107,anziehen::V,пасьтавны,着る
1108,sich anziehen::V,пасьтасьны,着る
1109,kämmen::V,сынавны,梳く
1110,schmücken::V,баситны,飾る
1111,sagen::V,висьтавны,言う
1112,sprechen::V,шуны,話す
1113,reden::V,баитны,話す
1114,sich unterhalten::V,сёрнитны,話をする
1115,fragen::V,юавны,聞く
1116,bitten::V,корны,頼む
1117,bitten::V,корны,お願いする
1118,erzählen::V,висьтавны,物語る
1119,mitteilen::V,висьтавны,伝える
1120,nennen::V,нимтны,名づける
1121,rufen::V,китсавны,呼ぶ
1122,rufen::V,корны,呼ぶ
1123,rufen::V,чукӧстны,呼ぶ
1124,prahlen::V,ошшасьны,自慢する
1125,übersetzen::V,вуджӧтны,訳す
1126,denken::V,чайтны,考える
1127,glauben::V,веритны,信じる
1128,bemerken::V,казявны,気が付く
1129,erkennen::V,тӧдсавны,認識する
1130,begreifen::V,вежӧртны,分かる
1131,verstehen::V,кывны,聞き取る
1132,lernen::V,велӧтчыны,学ぶ
1133,lernen::V,велӧтчыны,勉強する
1134,wissen::V,тӧдны,知っている
1135,sich erinnern an::V,касьтывны,思い出す
1136,vergessen::V,вунӧтны,忘れる
1137,messen::V,меряйтны,計る
1138,messen::V,меряйтны,測定する
1139,zählen::V,лыддьыны,数える
1140,rechnen::V,лыддьыны,計算する
1141,lesen::V,лыддьӧтны,読む
1142,zeichnen::V,гижмавны,写生する
1143,schreiben::V,гижны,書く
1144,besitzen::V,лоны,所持する
1145,kaufen::V,небны,買う
1146,verkaufen::V,вузавны,売る
1147,bezahlen::V,вештыны,払う
1148,zahlen::V,вештыны,支払う
1149,ertragen::V,терпитны,耐える
1150,Insel::N,,島
1151,Menge::N,,量
1152,Gewalt::N,,暴力
1153,Alter::N,,年
1154,Alter::N,,年齢
1155,richtig::A,,正しい
1156,wahr::A,,本当の
1157,berühmt::A,,有名な
1158,allein::ADV,,一人で
1159,rennen::V,,走る
1160,malen::V,,描く
1161,beherrschen::V,,支配する
