,Concept_ID,lez,ba
740,schon::ADV,мадни гуьтӏуьз,инде
741,schon::ADV,мадни гуьтӏуь я,инде
742,vergebens::ADV,нагьакь,бушҡа
743,vergebens::ADV,нагьакьа,бушҡа
744,vor::PRP,вилик,алдында
745,hinter::PRP,кьулухъ,артында
746,unter::PRP,кӏаник,аҫтында
747,durch::PRP,арадай,үтә
748,durch::PRP,-кай хкатна,үтә
749,neben::PRP,патав,эргәһендә
750,neben::PRP,мукьув,эргәһендә
751,zwischen::PRP,ара,араһында
752,zwischen::PRP,арада,араһында
753,wegen::PRP,гъиляй,өсөн
754,wegen::PRP,гъиляй,сәбәпле
755,dies::PRN,и,был
756,dies::PRN,и,ошо
757,dies::PRN,им,был
758,dies::PRN,им,ошо
759,das::PRN,а,ул
760,das::PRN,ам,ул
761,alles::PRN,вири,бөтә
762,alles::PRN,михьиз,бөтә
763,ich::PRN,за,мин
764,ich::PRN,зун,мин
765,du::PRN,вун,һин
766,er::PRN,ам,ул
767,er::PRN,гьа,ул
768,wir::PRN,чун,беҙ
769,ihr::PRN,куьн,һеҙ
770,sie::PRN,абур,улар
771,was::FPRN,вуч,ә
772,was::FPRN,вуч,ни
773,was::FPRN,вуч,нәмә
774,wer::FPRN,вуж,ҡем
775,wo::FADV,гьина,ҡайҙа
776,wohin::FADV,гьиниз,ҡайҙа
777,wie::FADV,гьикӏ,инидәй
778,warum::FADV,вучиз,ин өсөн
779,wieviel::FNUM,шумуд,күпме
780,eins::NUM,са,бер
781,zwei::NUM,кьвед,ике
782,zwei::NUM,кьвед,икәү
783,drei::NUM,пуд,өс
784,vier::NUM,кьуд,дүрт
785,fünf::NUM,вад,биш
786,sechs::NUM,ругуд,алты
787,sieben::NUM,ирид,ете
788,acht::NUM,муьжуьд,һигеҙ
789,neun::NUM,кӏуьд,туғыҙ
790,zehn::NUM,цӏуд,ун
791,elf::NUM,цӏусад,ун бер
792,zwölf::NUM,цӏикьвед,ун ике
793,zwanzig::NUM,къад,егерме
794,dreißig::NUM,къанницӏуд,утыҙ
795,vierzig::NUM,яхцӏур,ҡырҡ
796,fünfzig::NUM,яхцӏурни цӏуд,илле
797,sechzig::NUM,пудкъад,алтмыш
798,siebzig::NUM,пудкъанни цӏуд,етмеш
799,achtzig::NUM,кьудкъад,һикһән
800,neunzig::NUM,кьудкъанни цӏуд,туҡһан
801,hundert::NUM,виш,йөҙ
802,tausend::NUM,агъзур,мең
803,und::CNJ,ва,да
804,oder::CNJ,я,йәки
805,stehen::V,акъвазун,тороу
806,sitzen::V,ацукьун,ултырыу
807,liegen::V,къаткун,ятыу
808,hängen::V,куьрс хьун,аҫылынып тороу
809,werden::V,хьун,булыу
810,passieren::V,хьун,булыу
811,beginnen::V,башламиш хьун,башлау
812,enden::V,куьтягь хьун,бөтөү
813,enden::V,куьтягь хьун,тамамланыү
814,wechseln::V,дегиш хьун,үҙгәреү
815,aufgehen[Sonne]::V,экъечӏун,ҡалҡыу
816,untergehen[Sonne]::V,акӏун,байыу
817,scheinen[Sonne]::V,ишигь гун,яҡтыртып тороу
818,donnern::V,къукърумар авун,күкрәү
819,strömen::V,авахьун,ташыу
820,fließen::V,авахьун,ағыу
821,sich drehen::V,элкъуьн,әйләнеү
822,schwanken::V,юзун,тирбәлеү
823,schwingen::V,галтад хьун,бәүетеү
824,fallen::V,аватун,йығылыу
825,brennen::V,кун,яныу
826,brennen::V,ккун,яныу
827,regnen::V,къун,ямғыр яуа
828,gefrieren::V,муркӏади кьун,туңыү
829,tauen::V,цӏурун,иреү
830,schmelzen::V,цӏурун,иреү
831,trocknen::V,кьурун,кибеү
832,sieden::V,ругун,ҡайнау
833,faulen::V,кутӏун,сереу
834,verfaulen::V,чуьруьтмиш хьун,сереу
835,verfaulen::V,кутӏун,сереу
836,reißen::V,атӏун,өҙөү
837,reißen::V,атӏун,йыртылыу
838,reißen::V,къазунун,өҙөү
839,reißen::V,къазунун,йыртылыу
840,versinken::V,батмиш хьун,батыу
841,vergehen::V,алатун,үтеү
842,erscheinen::V,майдандиз акъатун,килеп сығыу
843,verschwinden::V,квахьун,юғалыу
844,sinken::V,элекьун,түбәнәйеү
845,abnehmen::V,тӏимил хьун,кәметеү
846,abnehmen::V,гъвечӏи хьун,кәметеү
847,zunehmen::V,артух хьун,артыу
848,steigen::V,хкаж хьун,күтәрелеү
849,wachsen::V,экъечӏун,үҫеү
850,glänzen::V,цӏарцӏар гун,ялтырау
851,funkeln::V,нур гун,баҙлау
852,lärmen::V,ван авун,шаулау
853,läuten::V,зенг ягъун,ҡағыу
854,klingeln::V,зенг ягъун,ҡағыу
855,klingeln::V,зенг ягъун,шылтыратыу
856,klirren::V,зигринг авун,шылтыратыу
857,brausen::V,къати хьун,ҡотороноу
858,rauschen::V,вишриш авун,шыптырлау
859,klingen::V,ван авун,яңғырау
860,bellen::V,элуькьун,өрөү
861,heulen::V,къув ягъун,олоу
862,blasen::V,уф гун,өрөү
863,pfeifen::V,уьфт ягъун,һызғырып ебәреү
864,schreien::V,гьараюн,ҡысҡырыу
865,stöhnen::V,суза авун,уңғырашыу
866,zittern::V,зурзун,ҡалтырау
867,leben::V,яшамиш хьун,йәшәү
868,geboren werden::V,хьун,тыуыу
869,atmen::V,нефес чӏугун,тын алыү
870,trinken::V,хъун,эсеү
871,essen::V,тӏуьн,ашау
872,schlucken::V,туькьуьнун,йотоу
873,müde werden::V,галатун,арыу
874,müde werden::V,юргъун хьун,арыу
875,einschlafen::V,ксун,йоҡлап китеү
876,schlafen::V,ксун,йоҡлау
877,aufwachen::V,ахварай аватун,уяныу
878,aufstehen::V,къарагъун,тороу
879,sich erholen::V,ял ягъун,ял итеү
880,krank werden::V,кефсуз хьун,сирләү
881,krank sein::V,тӏа хьун,сирләү
882,schmerzen::V,тӏа хьун,ауыртыу
883,husten::V,уьгьуь ягъун,йүтәлләү
884,genesen::V,сагъ хъхьун,һауығыу
885,sterben::V,кьин,үлеү
886,umkommen::V,терг хьун,һәләк булыу
887,sich bewegen::V,юзун,хәрәкәт итеү
888,sich rühren::V,юзун,ҡуҙғалыу
889,sich erheben::V,къарагъун,тороу
890,sich setzen::V,ацукьун,ултырыу
891,hinfallen::V,алукьун,ҡолау
892,laufen::V,къекъуьн,йөрөү
893,schreiten::V,ккамар къачун,атлау
894,spazierengehen::V,сейр авун,ял итеп йороү
895,eilen::V,тади авун,ашығыу
896,eilen::V,тади авун,ҡабаланыу
897,sich beeilen::V,гьерекатун,ашығыу
898,sich beeilen::V,гьерекатун,ҡабаланыу
899,sausen::V,чкурун,елеү
900,rennen::V,катун,йүгеп йөрөү
901,rennen::V,зверун,йүгеп йөрөү
902,springen::V,хкадарун,һикереү
903,klettern::V,акьахун,үрмәләү
904,klettern::V,акьахун,үрмәләп менеү
905,kriechen::V,капаралди фин,шыуышыу
906,schwimmen::V,сирнав авун,йоҙөү
907,tauchen::V,кьилихъди циз вегьин,сумыу
908,rudern::V,кьусуйралди лодка гьалун,ишеү
909,rudern::V,цуьруьгъуьлдалди кӏватӏун,ишеү
910,fahren::V,фин,йөрөү
911,fliegen::V,лув гун,осоу
912,fliegen::V,цавай фин,осоу
913,gehen::V,фин,барыу
914,weggehen::V,хъфин,китеү
915,abfahren::V,фин,сығыу
916,abfahren::V,рекье гьатун,сығыу
917,anhalten::V,акъвазун,тукталыу
918,hineingehen::V,гьахьун,инеү
919,eintreten::V,гьахьун,инеү
920,kommen::V,атун,килеү
921,ankommen::V,атун,килеү
922,zurückkommen::V,хтун,ҡайтыу
923,bleiben::V,амукьун,ҡалыу
924,warten::V,гуьзлемишун,көтөп тороу
925,erwarten::V,вил алаз акъвазун,көтөү
926,suchen::V,къекъуьн,эҙләү
927,finden::V,жугъун,табыу
928,versuchen::V,алахъун,тырышып ҡарау
929,vorbereiten::V,гьазурун,әҙерләү
930,lieben::V,кӏан хьун,яратыу
931,mögen::V,рикӏ ацукьун,һөйөү
932,mögen::V,рикӏ ацукьун,яратыу
933,lachen::V,хъуьруьн,көлөү
934,weinen::V,шехьун,илау
935,schimpfen::V,сеперар гун,һүгенеү
936,schimpfen::V,сеперар гун,тиргәнеү
937,schimpfen::V,сеперар гун,һуҡраныу
938,schimpfen::V,экъуьгъунар авун,һүгенеү
939,schimpfen::V,экъуьгъунар авун,тиргәнеү
940,schimpfen::V,экъуьгъунар авун,һуҡраныу
941,sich ärgern::V,хъел акатун,асыуланыу
942,sich fürchten::V,кичӏе хьун,ҡурҡыу
943,fürchten::V,къурхутмиш хьун,ҡурҡыу
944,fliehen::V,катун,ҡасыу
945,flüchten::V,катун,ҡасыу
946,sehen::V,акун,күреү
947,anschauen::V,вил вегьин,ҡарау
948,ansehen::V,килигун,ҡарау
949,ansehen::V,килигун,тикшереү
950,hören::V,ван хьун,ишетеү
951,zuhören::V,яб гун,тыңлау
952,probieren::V,дад акун,татыу
953,riechen::V,ни чӏугун,еҫкәү
954,fühlen::V,гьисс авун,тойоу
955,frieren::V,кьун,туңыү
956,frieren::V,мекьи хьун,туңыү
957,tun::V,авун,яһау
958,tun::V,авун,әшләү
959,können::V,хьун,алыу
960,können::V,хьун,мөмкин булыу
961,können::V,акъакьун,алыу
962,können::V,акъакьун,мөмкин булыу
963,wollen::V,кӏан хьун,теләү
964,anfangen::V,башламишун,башлау
965,beenden::V,куьтягьун,бөтөрөү
966,beenden::V,куьтягьун,тамамлау
967,aufhören::V,акъвазун,туктау
968,gelingen::V,арадал атун,уңышлы булыу
969,geraten::V,акъатун,булып сығыу
970,öffnen::V,ахъаюн,асыу
971,schließen::V,акьалун,йомоу
972,stellen::V,эцигун,ҡуйыу
973,setzen::V,ацукьарун,урынлаштырыу
974,legen::V,эцигун,һалыу
975,berühren::V,хкӏурун,тейеү
976,berühren::V,хкӏурун,ҡағылыу
977,verbinden::V,гилигун,ҡушыу
978,verbinden::V,гилигун,бәйләү
979,bedecken::V,кӏевун,ҡаплау
980,aufhängen::V,куьрсарун,элеү
981,anzünden::V,куькӏуьрун,тоҡандырыу
982,aufheben::V,хкажун,мендереү
983,zurücklassen::V,тун,ҡалдырыу
984,verlieren::V,квадарун,юғалтыу
985,fallen lassen::V,авадрун,төшөрөп ебәреү
986,machen::V,авун,яһау
987,machen::V,авун,эшләү
988,machen::V,кар авун,яһау
989,machen::V,кар авун,эшләү
990,herstellen::V,расун,эшләп сығарыу
991,bauen::V,туькӏуьрун,төҙөү
992,reparieren::V,расун,төҙәтеү
993,verbessern::V,хъсанрун,яҡшыртыу
994,ändern::V,табдил авун,үҙгәртеү
995,graben::V,эгъуьнун,ҡаҙыу
996,beugen::V,акӏажарун,бөгөү
997,beugen::V,кангур авун,бөгөү
998,biegen::V,патахъарун,бөгөү
999,drehen::V,алчударун,өйрөлтөү
1000,drehen::V,алчударун,әйләндереү
1001,umdrehen::V,элкъуьрун,түңкәреү
1002,heben::V,хкажун,күтәреү
1003,heben::V,хкажун,мендереү
1004,hochheben::V,хкажун,күтәреү
1005,ergreifen::V,агалчна кьун,тотоп алыу
1006,halten::V,кьун,тотоу
1007,drücken::V,чуькьуьн,ҡыҫыу
1008,schieben::V,хуртӏ гун,этеү
1009,schieben::V,хуртӏ гун,төртөү
1010,kratzen::V,къадгъунун,ҡырыу
1011,lecken::V,мез гун,ялау
1012,beißen::V,кӏасун,тешләү
1013,abreißen::V,галудун,өҙөү
1014,abschneiden::V,атӏун,ҡырҡыу
1015,stecken::V,сухун,ҡаҙау
1016,brechen::V,хун,боҙоу
1017,brechen::V,кукӏварун,боҙоу
1018,klopfen::V,тахъ-тахъ авун,шаҡылдау
1019,hauen::V,ягъун,туҡмау
1020,kleben::V,алкӏурун,йәбештереү
1021,kleben::V,кукӏурун,йәбештереү
1022,reiben::V,тӏушунун,ыуыу
1023,reiben::V,тӏушунун,ышҡыу
1024,streichen::V,алтадун,яғыу
1025,schleifen::V,кӏвенкӏв авун,үткерләү
1026,schneiden::V,атӏун,ҡырҡыу
1027,rütteln::V,къарсурун,һелкетеү
1028,schütteln::V,къарсурун,һелкетеү
1029,schwenken::V,элягъун,болғау
1030,schwenken::V,галтадун,болғау
1031,schütten::V,цун,ҡойоу
1032,füllen::V,ацӏурун,тултырыу
1033,einwickeln::V,кутун,төрөү
1034,einwickeln::V,элкъуьрун,төрөү
1035,tragen::V,тухун,алып барыу
1036,schleppen::V,галчӏурун,һөйрәү
1037,ziehen::V,ялун,тартыу
1038,ziehen::V,чӏугун,тартыу
1039,aufbewahren::V,хуьн,һаҡлау
1040,werfen::V,гадрун,ырғытыу
1041,fangen::V,кьун,тотоу
1042,packen::V,кьун,етеү
1043,packen::V,кьун,тотоп алыу
1044,verstecken::V,кӏевун,йәшереү
1045,teilen::V,паюн,бүлеү
1046,schicken::V,ракъурун,ебәреү
1047,bringen::V,гъун,килтереү
1048,hinzufügen::V,алава авун,өтәү
1049,bekommen::V,къачун,алыу
1050,bekommen::V,жугъурун,алыу
1051,erhalten::V,къачун,алыу
1052,nehmen::V,къачун,алыу
1053,wählen::V,хкягъун,һайлаү
1054,auswählen::V,хкягъун,һайлап алыу
1055,bewahren::V,хуьн,һаҡлау
1056,behindern::V,манийвал авун,тотҡарлыҡ яһау
1057,verderben::V,чӏурун,боҙоу
1058,beschädigen::V,нукьсанвал гун,боҙоу
1059,zerbrechen::V,хун,ҡыйратыу
1060,zerreißen::V,къазунун,йыртыу
1061,zerstören::V,чӏурун,емереү
1062,zerstören::V,барбатӏун,емереү
1063,verbrennen::V,ккун,үртәү
1064,geben::V,гун,биреү
1065,reichen::V,вугун,биреү
1066,reichen::V,гун,биреү
1067,schenken::V,пишкеш авун,бүләк итеү
1068,versprechen::V,гаф гун,вәғәҙә биреү
1069,wünschen::V,дуьа авун,теләу
1070,loben::V,тариф авун,маҡтау
1071,küssen::V,темен гун,үбеү
1072,wiegen::V,эчӏягъун,бәүетеү
1073,wiegen::V,эчӏягъун,тирбәтеү
1074,zudecken::V,гьалдун,ҡаплау
1075,wecken::V,ахварай авудун,уятыу
1076,zeigen::V,къалурун,күрһәтеү
1077,führen::V,тухун,етәкләү
1078,lehren::V,кӏелиз тун,уҡытыу
1079,lehren::V,кӏелиз тун,өйрәтеү
1080,unterrichten::V,тарс гун,уҡытыу
1081,aufziehen::V,тербия гун,тәрбиәле
1082,aufziehen::V,тербияламишун,тәрбиәле
1083,leiten::V,идара авун,етәкләү
1084,leiten::V,идара авун,етәкселек итеү
1085,antreiben::V,тади кутун,ашыҡтырыу
1086,einladen::V,теклиф авун,саҡырыу
1087,vereinigen::V,сад авун,берләштереү
1088,besuchen::V,кьилив атун,килеп сығыу
1089,treffen::V,гьалтун,тойоү
1090,treffen::V,гьалтун,осратыу
1091,treffen::V,гьалтун,ҡаршылау
1092,sich versammeln::V,алтӏушун,йыйылыу
1093,spielen::V,къугъун,тартыу
1094,singen::V,лугьун,йырлау
1095,singen::V,мани лугьун,йырлау
1096,tanzen::V,кьуьл авун,бейеү
1097,sich trennen::V,къакъатун,айырылышыу
1098,verlassen::V,гъил къачун,ташлау
1099,verlassen::V,гъил къачун,ташлап китеү
1100,retten::V,къутармишун,ҡотҡарыу
1101,bewachen::V,хуьн,һаҡлау
1102,schützen::V,хуьн,һаҡлау
1103,verteidigen::V,хуьн,яҡлау
1104,sich schlagen::V,кукӏун,һуғышыу
1105,schießen::V,акъатун,атыу
1106,siegen::V,гъалиб хьун,еңеү
1107,ärgern::V,хъел гъун,асыуландырыу
1108,ärgern::V,хъел кутун,асыуландырыу
1109,schlagen::V,ягъун,бәреү
1110,schlagen::V,ягъун,туҡмау
1111,schlagen::V,галукьарун,бәреү
1112,schlagen::V,галукьарун,туҡмау
1113,treten::V,кьуьл къекъягъун,тибеү
1114,treten::V,кьуьл къекъягъун,типкеләү
1115,treten::V,кьуьл эцягъун,тибеү
1116,treten::V,кьуьл эцягъун,типкеләү
1117,stechen::V,акьадарун,сәнсеү
1118,stoßen::V,эцягъун,этеү
1119,stoßen::V,эцягъун,төртөү
1120,stehlen::V,чуьнуьхун,урлау
1121,stören::V,хкуьрун,ҡамасаулау
1122,belästigen::V,хкуьрун,бимазалау
1123,belästigen::V,хкуьрун,ҡамасаулау
1124,belästigen::V,азият гун,бимазалау
1125,belästigen::V,азият гун,ҡамасаулау
1126,verbergen::V,далдаламишун,йәшереү
1127,täuschen::V,алцурарун,ултыртыу
1128,täuschen::V,алцуррун,ултыртыу
1129,betrügen::V,алцурарун,алдау
1130,betrügen::V,гьарамзадавал авун,алдау
1131,töten::V,яна кьин,үлтереү
1132,wohnen::V,дуланмиш хьун,йәшәү
1133,arbeiten::V,кӏвалахун,эшләү
1134,arbeiten::V,кӏвалах авун,эшләү
1135,sammeln::V,кӏватӏун,йыйыу
1136,pflücken::V,атӏун,өҙөү
1137,jagen::V,гъуьрч авун,аулау
1138,fischen::V,гъетер кьун,аулау
1139,fassen::V,кьун,тотоу
1140,hüten::V,чӏура хуьн,көтөү
1141,treiben::V,гьалун,ҡыуыу
1142,anbinden::V,акалун,бәйләү
1143,füttern::V,ем гун,ашатыу
1144,melken::V,ацун,һауыү
1145,hacken::V,куьткуьнун,турау
1146,hacken::V,куьткуьнун,тапау
1147,gießen::V,яд гун,ҡойоу
1148,reifen::V,чурун,өлғөрөү
1149,reifen::V,агакьун,өлғөрөү
1150,zubereiten::V,гьазурун,бешереү
1151,kochen::V,ругун,бешереү
1152,backen::V,чурун,бешереү
1153,braten::V,чурун,ҡурыу
1154,umrühren::V,какадарун,ҡатнаштырыу
1155,stricken::V,хурун,бәйләү
1156,nähen::V,цун,тегеү
1157,färben::V,шир ягъун,буяу
1158,reinigen::V,михьун,таҙартыу
1159,waschen::V,чуьхуьн,йыуыу
1160,abwischen::V,гуьцӏун,һөртөү
1161,spülen::V,экъуьрун,сайҡау
1162,fegen::V,шуткун,һепереү
1163,kehren::V,кул алтадун,һепереү
1164,baden::V,эхъуьн,һыу инеү
1165,sich waschen::V,жендек чуьхуьн,йыуыныу
1166,ausziehen::V,хутӏунун,сисеү
1167,ausziehen::V,галудун,сисеү
1168,anziehen::V,алукӏун,кейеү
1169,sich anziehen::V,алукӏун,кейенеү
1170,sich anziehen::V,парталар алукӏун,кейенеү
1171,kämmen::V,эвягъун,тарау
1172,schmücken::V,безетмишун,биҙәү
1173,schmücken::V,гуьрчегарун,биҙәү
1174,sagen::V,лугьун,әйтеү
1175,sprechen::V,рахун,әйтеү
1176,sprechen::V,рахун,һөйләшеү
1177,reden::V,рахун,һөйләшеү
1178,sich unterhalten::V,ихтилат авун,әңгәмәләшеү
1179,fragen::V,жузун,һорау
1180,bitten::V,тӏалабун,үтенеү
1181,erzählen::V,ахъаюн,һөйләү
1182,mitteilen::V,хабар гун,әйтеү
1183,nennen::V,тӏвар гун,атау
1184,nennen::V,тӏвар гун,исемләү
1185,rufen::V,эверун,саҡырыу
1186,prahlen::V,яцӏу гафар авун,маҡтаныу
1187,prahlen::V,яцӏу гафар авун,шапырыныу
1188,übersetzen::V,таржума авун,тәржемә итеү
1189,übersetzen::V,гафладун,тәржемә итеү
1190,denken::V,фикир авун,уйлау
1191,glauben::V,агъун,ышаныу
1192,bemerken::V,фикир гун,күреү
1193,begreifen::V,гъавурда акьун,аңлау
1194,lernen::V,кӏелун,өйрәнеү
1195,wissen::V,чир хьун,белеү
1196,wissen::V,чирхьун,белеү
1197,sich erinnern an::V,рикӏел хуьн,хәтергә алыу
1198,vergessen::V,рикӏелай фин,онотоу
1199,vergessen::V,рикӏелай алатун,онотоу
1200,messen::V,алцумун,үлсәү
1201,zählen::V,гьисабун,һанау
1202,rechnen::V,гьисабун,һанау
1203,lesen::V,кӏелун,уҡыу
1204,malen::V,кхьин,һүрәт яһау
1205,malen::V,кхьин,рәсем төшөрөү
1206,malen::V,шикилар чӏугун,һүрәт яһау
1207,malen::V,шикилар чӏугун,рәсем төшөрөү
1208,zeichnen::V,чӏугун,һүрәт яһау
1209,zeichnen::V,чӏугун,рәсем төшөрөү
1210,schreiben::V,кхьин,яҙыу
1211,besitzen::V,иеси хьун,биләү
1212,kaufen::V,къачун,һатып алыу
1213,kaufen::V,маса къачун,һатып алыу
1214,verkaufen::V,гун,һатыу
1215,verkaufen::V,маса гун,һатыу
1216,bezahlen::V,къимет гун,түләү
1217,bezahlen::V,эвезда авун,түләү
1218,bezahlen::V,гьакъи агакьрун,түләү
1219,zahlen::V,къимет гун,түләү
1220,zahlen::V,эвезда авун,түләү
1221,zahlen::V,гьакъи агакьрун,түләү
1222,beherrschen::V,иеси хьун,биләү
1223,ertragen::V,таб гун,түҙеү
1224,Oberschenkel::N,,сандыр
1225,Strömung::N,,ағым
1226,Moor::N,,һаҙ
1227,Gedächtnis::N,,хәтер
1228,Ski::N,,саңгы
1229,Platte::N,,плита
1230,Leine::N,,бау
1231,Geschäft::N,,эш
1232,dick[Gegenstand]::A,,ҡалын
1233,auf einmal::ADV,,бер юлы
1234,zurück::ADV,,кирегә
1235,wieder::ADV,,тағы
1236,wehen::V,,иҫеү
1237,rauchen::V,,төтәү
1238,schaukeln::V,,сайҡалыу
1239,rühren::V,,ҡағылыу
1240,scheinen::V,,кеүек күренеү
1241,scheinen::V,,тойолоу
1242,zu sehen sein::V,,күренеү
1243,vernehmen::V,,ишетеү
1244,wenden::V,,әйләндереү
1245,binden::V,,бәйләү
1246,lassen::V,,мәжбүр итеү
1247,erkennen::V,,таныу
1248,verstehen::V,,аңлау
