,Concept_ID,os,sah
103,Sumpf::N,цъыфдзаст,бадараан
104,Moor::N,цъыфдзаст,дьэбэрэ
105,Wiese::N,уыгӕрдӕн,ходуһа
106,Wald::N,хъӕд,ойуур
107,Hügel::N,обау,булгунньах
108,Hügel::N,къуыбыр,булгунньах
109,Anhöhe::N,уæлвæз,үрдэл
110,Anhöhe::N,уæлхох,үрдэл
111,Berg::N,хох,хайа
112,Gipfel::N,цъупп,чыпчаал
113,Höhle::N,лӕгӕт,хайа_хаспаҕа
114,Höhle::N,лӕгӕт,көҥүс
115,Abhang::N,къул,эниэ
116,Quelle::N,суадон,дьүүктэ
117,Bach::N,мӕсчъыдон,үрүйэ
118,Fluss::N,дон,өрүс
119,Fluss::N,цӕугӕдон,өрүс
120,Ufer::N,был,биэрэк
121,Küste::N,донбыл,кытыл
122,Festland::N,сурзæхх,кураанах сир
123,Meer::N,денджыз,муора
124,Bucht::N,донбакæлæн,хомо
125,Bucht::N,донбакæлæн,бухта
126,Insel::N,сакъадах,арыы
127,Blume::N,дидинӕг,сибэкки
128,Gras::N,кӕрдӕг,от
129,Wurzel::N,уидаг,силис
130,Baum::N,бӕлас,мас
131,Stamm::N,хӕтӕл,умнас
132,Rinde::N,цъар,хатырык
133,Ast::N,арх,мутук
134,Zweig::N,къалиу,лабаа
135,Blatt::N,сыф,сэбирдэх
136,Birke::N,бæрз,хатыҥ
137,Kiefer[Baum]::N,нӕзы,бэс
138,Weide[Baum]::N,хӕрис,үөт
139,Weide[Baum]::N,хӕрис,талах
140,Tanne::N,наз,харыйа
141,Horn::N,сыкъа,муос
142,Feder::N,сис,куорсун
143,Fell::N,царм,тирии
144,Flügel::N,базыр,кынат
145,Klaue::N,ных,тыҥырах
146,Kralle::N,дзӕмбы,баппаҕай
147,Schwanz::N,къӕдзил,кутурук
148,Ei::N,айк,сымыыт
149,Nest::N,ахстон,уйа
150,Bau::N,хуынкъ,хороон
151,Tier::N,сырд,кыыл
152,Tier::N,сырд,харамай
153,Tier::N,цӕрӕгой,кыыл
154,Tier::N,цӕрӕгой,харамай
155,Herde::N,дзуг,үөр
156,Herde::N,рӕгъау,үөр
157,Kuh::N,хъуг,ынах
158,Bulle::N,гал,оҕус
159,Pferd::N,бӕх,сылгы
160,Schaf::N,фыс,овца
161,Schwein::N,хуы,сибиинньэ
162,Hund::N,куыдз,ыт
163,Katze::N,гӕды,куоска
164,Bär::N,арс,эһэ
165,Eichhörnchen::N,æхсæрæг,тииҥ
166,Elch::N,цæгатаг саг,тайах
167,Fuchs::N,рувас,саһыл
168,Hase::N,тæрхъус,куобах
169,Maus::N,мыст,кутуйах
170,Wolf::N,бирӕгъ,бөрө
171,Vogel::N,цъиу,көтөр
172,Vogel::N,маргъ,көтөр
173,Schwarm::N,бал,бөлөх
174,Huhn::N,карк,куурусса
175,Hahn::N,уасӕг,бөтүүк
176,Gans::N,хъаз,хаас
177,Adler::N,цӕргӕс,хотой
178,Ente::N,ацц,кус
179,Eule::N, уыг,мэкчиргэ
180,Eule::N,сидахъ,мэкчиргэ
181,Kranich::N,зырнæг,туруйа
182,Kranich::N,хърихъупп,туруйа
183,Krähe::N,халон,тураах
184,Kuckuck::N,гаккук,кэҕэ
185,Schwan::N,доныхъаз,куба
186,Fisch::N,кӕсаг,балык
187,Barsch::N,окунь,алыһар
188,Hecht::N,хихор кӕсаг,сордон
189,Schlange[Tier]::N,калм,моҕой
190,Schlange[Tier]::N,калм,эриэн үөн
191,Wurm::N,зулкъ,үөн
192,Wurm::N,къуыдыргалм,үөн
193,Spinne::N,хӕлуарӕг,ооҕуй
194,Ameise::N,мæлдзыг,кымырдаҕас
195,Laus::N,сыст,быт
196,Mücke::N,къогъо,кумаар
197,Fliege::N,бындз,сахсырҕа
198,Schmetterling::N,гæлæбу,лыах
199,Schmetterling::N,гæлæбу,үрүмэччи
200,Beere::N,гагадыргъ,отон
201,Apfel::N,фӕткъуы,яблоко
202,Pilz::N,зокъо,тэллэй
203,Pilz::N,къозо,тэллэй
204,Zwiebel::N,хъӕдындз,луук
205,Saat::N,тауинаг,сиэмэ
206,Saat::N,мыггаг,сиэмэ
207,Korn::N,мыггаг,сиэмэ
208,Korn::N,тауинаг,сиэмэ
209,Heu::N,хос,от
210,Schale::N,цъар,хах
211,Grube::N,урм,дьаама
212,Grube::N,къахт,дьаама
213,Grube::N,дзыхъхъ,дьаама
214,Falle::N,цъысым,сохсо
215,Falle::N,къӕппӕг,сохсо
216,Schlinge::N,цасм,уктаа
217,Spur::N,фæд,суол
218,Asche::N,фӕнык,күл
219,Asche::N,ӕртхутӕг,күл
220,Dreck::N,цъыф,бадараан
221,Eisen::N,ӕфсӕйнаг,тимир
222,Gold::N,сыгъзӕрин,көмүс
223,Gold::N,сыгъзӕрин,кыһыл көмүс
224,Silber::N,ӕвзист,көмүс
225,Silber::N,ӕвзист,үрүҥ көмүс
226,Kohle::N,ӕвзалы,чох
227,Glas::N,авг,өстүөкүлэ
228,Lehm::N,ӕлыг,туой
229,Sand::N,змис,кумах
230,Mensch::N,лӕг,киһи
231,Mensch::N,адӕймаг,киһи
232,Mensch::N,удгоймаг,киһи
233,Mann::N,лӕг,эр
234,Mann::N,нӕлгоймаг,эр
235,Frau::N,сылгоймаг,дьахтар
236,Kind::N,сывӕллон,оҕо
237,Junge::N,лӕппу,уол
238,Mädchen::N,чызг,кыыс оҕо
239,Familie::N,бинонтæ,кэргэн
240,Großvater::N,фыдыфыд,эһэ
241,Großvater::N,мадыфыд,эһэ
242,Großmutter::N,фыды мад,эбэ
243,Großmutter::N,мады мад,эбэ
244,Eltern::N,ныййарджытæ,аҕа-ийэ
245,Vater::N,фыд,аҕа
246,Mutter::N,мад,ийэ
247,Sohn::N,фырт,уол
248,Tochter::N,чызг,кыыс
249,Bruder::N,ӕфсымӕр,убай
250,Bruder::N,ӕфсымӕр,быраат
251,Schwester::N,хо,аҕас
252,Schwester::N,хо,балыс
253,Onkel::N,фыдыфсымӕр,таай
254,Onkel::N,фыдыфсымӕр,абаҕа
255,Tante::N,мадыхо,эдьиий
256,Ehemann::N,мой,эр
257,Ehefrau::N,ус,ойох
258,Freude::N,цин,үөрүү
259,Freude::N,циндзинад,үөрүү
260,Gelächter::N,худын,күлүү
261,Gelächter::N,худт,күлүү
262,Gelächter::N,худæг,күлүү
263,Glück::N,амонд,дьол
264,Glück::N,амонд,соргу
265,Kummer::N,хъыг,кутурҕан
266,Wunsch::N,бӕллиц,баҕарыы
267,Lust::N,монц,баҕа
268,Geist::N,уд,тыын
269,Gedanke::N,хъуыды,санаа
270,Gedächtnis::N,мысæн,өй
271,Gedächtnis::N,мысын,өй
272,Gedächtnis::N,зæрдылдарын,өй
273,Verstand::N,зонд,өй
274,Sinn::N,нысаниуæг,суолта
275,Grund::N,ӕфсон,төрүөт
276,Wahrheit::N,æцæг,кырдьык
277,Gespräch::N,ныхас,бэсиэдэ
278,Gespräch::N,ныхас,кэпсэтии
279,Märchen::N,аргъау,остуоруйа
280,Erzählung::N,радзырд,кэпсээн
281,Nachricht::N,уац,биллэриллии
282,Neuigkeit::N,хабар,сонун
283,Name::N,ном,аат
284,Rätsel::N,уыци-уыци,таабырын
285,Rätsel::N,базон-базон,таабырын
286,Rede::N,раныхас,этии
287,Sprache::N,ӕвзаг,тыл
288,Stimme::N,хъӕлӕс,куолас
289,Wort::N,дзырд,тыл
290,Zeichen::N,нысан,бэлиэ
291,Ruf::N,сидт,ыҥырыы
292,Lärm::N,уынæр,айдаан
293,Laut::N,зӕл,тыас
294,Laut::N,мыр,тыас
295,Ton::N,мыр,дорҕоон
296,Lied::N,зарӕг,ырыа
297,Ruhe::N,æнцой,уу чуумпу
298,Leute::N,адӕм,дьон
299,Volk::N,адӕм,дьон
300,Volk::N,адӕм,норуот
301,Arbeit::N,фӕллой,үлэ
302,Gast::N,уазӕг,ыалдьыт
303,Geschenk::N,хуын,бэлэх
304,Spiel::N,хъазт,оонньуу
305,Gesellschaft::N,дзыллæ,общество
306,Gesellschaft::N,æхсæнад,общество
307,Hilfe::N,æххуыс,көмө
308,Hilfe::N,ахъаз,көмө
309,Freund::N,лымӕн,доҕор
310,Kamerad::N,ӕмбал,атас
311,Angelegenheit::N,хъуыддаг,дьыала
312,Anzahl::N,бӕрц,ахсаан
313,Art::N,хуыз,биис
314,Art::N,хуызад,биис
315,Stück::N,кæрдих,кырбас
316,Stück::N,комдзаг,кырбас
317,Teil::N,хай,ирээт
318,Hälfte::N,æрдæг,аҥар
319,Hälfte::N,æмбис,аҥар
320,Kreis::N,зиллакк,төгүрүк
321,Kreis::N,зиллакк,төгүрүмтэ
322,Kreuz::N,дзуар,кириэс
323,Linie::N,хахх,сурааһын
324,Strich::N,хахх,сурааһын
325,Abstand::N,æхсæнуат,арыт
326,Entfernung::N,дæрддзæг,ыраах
327,Entfernung::N,дардцæг,ыраах
328,Gegend::N,ран,сир
329,Platz::N,бууат,арыт
330,Ort::N,ран,сир
331,Ort::N,бынат,сир
332,Seite::N,фахс,өрүт
333,Seite::N,фахс,сирэй
334,Mitte::N,астӕу,орто
335,Gegenstand::N,дзаума,предмет
336,Sache::N,дзаума,мал
337,Rand::N,кӕрон,кытыы
338,Rand::N,кӕрон,ойоҕос
339,Kante::N,фӕрск,кырыы
340,Ecke::N,тигъ,муннук
341,Ecke::N,фисын,муннук
342,Spitze::N,бырынкъ,чыпчаал
343,Ende::N,кӕрон,төбө
344,Loch::N,хуынкъ,тэһэҕэс
345,Loch::N,хуынкъ,дьөлөҕөс
346,Winkel::N,къуым,муннук
347,Muster::N,нывæфтыд,оһуор
348,Muster::N,кæдзист,оһуор
349,Größe::N,ас,кээмэй
350,Länge::N,дӕргъ,уста
351,Höhe::N,бæрзонд,үрдүк
352,Höhe::N,бæрзæнд,үрдүк
353,Höhe::N,бæрзонддзинад,үрдүк
354,Gewicht::N,уӕз,ыйааһын
355,Menge::N,бӕрц,ахсаан
356,Haufen::N,кӕри,чөмчөх
357,Reihe::N,рӕнхъ,кэккэ
358,Boot::N,чема,оҥочо
359,Ruder::N,къохар,эрдии
360,Schlitten::N,дзоныгъ,сыарҕа
361,Ski::N,къахдзоныгътæ,хайыһар
362,Ski::N,лыжæтæ,хайыһар
363,Lagerfeuer::N,арт,кутаа
364,Last::N,уаргъ,ыарахан
365,Gang::N,цыд,хаамыы
366,Schritt::N,санчъех,хардыы
367,Schritt::N,къахдзӕф,хардыы
368,Norden::N,цæгат,хоту
369,Süden::N,хуссар,соҕуруу
370,Westen::N,ныгуылæн,арҕаа
371,Osten::N,скæсæн,илин
372,Holz::N,хъӕдӕрмӕг,мас
373,Brett::N,фæйнæг,дуоска
374,Brett::N,фæйнæг,хаптаһын
375,Platte::N,къӕй,билиитэ
376,Stütze::N,быцæу,тулааһын
377,Stange::N,хъил,ураҕас
378,Stock::N,лӕдзӕг,мас
379,Stock::N,лӕдзӕг,баалкы
380,Stab::N,хъил,ураҕас
381,Rohr::N,хӕтӕл,турба
382,Haus::N,хӕдзар,дьиэ
383,Heim::N,къона,дьиэ
384,Ofen::N,пец,оһох
385,Fußboden::N,астӕрд,муоста
386,Tisch::N,стъол,остуол
387,Stuhl::N,бандон,устуул
388,Wiege::N,авдæн,биһик
389,Bett::N,сынтӕг,кырабаат
390,Regal::N,тӕрхӕг,долбуур
391,Regal::N,уӕлвӕйнӕг,долбуур
392,Kiste::N,асыкк,дьааһык
393,Fenster::N,рудзынг,түннүк
394,Fenster::N,фæрссаг,түннүк
395,Tür::N,дуар,аан
396,Tor::N,кулдуар,аан
397,Zaun::N,æмбонд,соппулуот
398,Zaun::N,быру,соппулуот
399,Zaun::N,гæрæн,соппулуот
400,Dach::N,уӕлхӕдзар,кырыыса
401,Leiter::N,асин,кирилиэс
402,Besen::N,уисой,миинньик
403,Spaten::N,бел,күрдьэх
404,Schaufel::N,æвгæнæн,күрдьэх
405,Schaufel::N,кæфой,күрдьэх
406,Gabel::N,вилкæ,биилкэ
407,Löffel::N,уидыг,луоска
408,Messer::N,кард,быһах
409,Nagel::N,зӕгӕл,тоһоҕо
410,Netz::N,хыз,илим
411,Haken::N,хæдз,көхө
412,Haken::N,хæбырæгъ,көхө
413,Griff::N,фистон,ук
414,Griff::N,фистон,тутаах
415,Schloss::N,гуыдыр,күлүүс
416,Bild::N,ныв,хартыына
417,Figur::N,кæрдгæныв,фигура
418,Puppe::N,чындз,куукула
419,Beutel::N,дзӕкъул,мөһөөччук
420,Bündel::N,баст,баайыы
421,Tasche::N,хызын,суумка
422,Tasche::N,дзæкъул,суумка
423,Eimer::N,къæрта,биэдэрэ
424,Eimer::N,чъыбыла,биэдэрэ
425,Eimer::N,ведра,биэдэрэ
426,Deckel::N,сæр,хаппах
427,Deckel::N,æмбæрзæн,хаппах
428,Geschirr::N,мигæнæн,иһит
429,Geschirr::N,мигæнæнтæ,иһит
430,Sack::N,голлаг,куул
431,Tasse::N,пиала,сэлиэнэй
432,Tasse::N,къус,сэлиэнэй
433,Topf::N,аг,көстүрүүҥкэ
434,Topf::N,чысыл аг,көстүрүүҥкэ
435,Kessel::N,аг,хочуол
436,Essen::N,хӕрд,аһылык
437,Nahrung::N,хойраг,ас
438,Speise::N,хӕринаг,аһылык
439,Fleisch::N,дзидза,эт
440,Fleisch::N,фыдызгъӕл,эт
441,Getreide::N,халсар,злактар
442,Brei::N,кас,хааһы
443,Brot::N,дзул,килиэп
444,Scheibe::N,къӕбӕр,куһуок
445,Fett::N,сой,сыа
446,Butter::N,нӕлхӕ,арыы
447,Öl::N,зети,арыы
448,Salz::N,цӕхх,туус
449,Suppe::N,бас,мин
450,Honig::N,мыд,мүөт
451,Milch::N,ӕхсыр,үүт
452,Tee::N,цай,чэй
453,Leder::N,мæскуы,тирии
454,Wolle::N,фӕсмын,түү
455,Stoff::N,хъуымац,таҥас
456,Nadel::N,судзин,иннэ
457,Faden::N,ӕндах,сап
458,Knopf::N,цӕппӕр,тимэх
459,Knoten::N,ӕлхынцъ,түмүк
460,Farbe::N,ахорæн,кырааска
461,Kleidung::N,дарӕс,таҥас
462,Hemd::N,хӕдон,ырбаахы
463,Kragen::N,æфцæггот,саҕа
464,Ärmel::N,дыс,сиэх
465,Hose::N,хæлаф,ыстаан
466,Hose::N,хæлаф,бүрүүкэ
467,Hose::N,æддаг хæлаф,ыстаан
468,Hose::N,æддаг хæлаф,бүрүүкэ
469,Hose::N,салбар,ыстаан
470,Hose::N,салбар,бүрүүкэ
471,Gürtel::N,рон,кур
472,Mütze::N,худ,бэргэһэ
473,Schuh::N,басмахъ,бачыыҥка
474,Stiefel::N,цырыхъхъ,саппыкы
475,Ring::N,къухдарӕн,биһилэх
476,Band::N,лент,лиэнтэ
477,Kamm::N,сӕрвасӕн,тараах
478,Spiegel::N,айдæн,сиэркилэ
479,Spiegel::N,кæсæн,сиэркилэ
480,Riemen::N,гӕрз,кур
481,Schnur::N,бӕндӕн,быа
482,Decke::N,хъӕццул,суорҕан
483,Kissen::N,баз,сыттык
484,Tuch::N,кæлмæрзæн,былаат
485,Tuch::N,кæрдæн,былаат
486,Handtuch::N,хисæрфæн,соттор
487,Kraft::N,тых,сыра
488,Kraft::N,хъомыс,сыра
489,Stärke::N,тых,күүс
490,Stärke::N,æхсар,күүс
491,Gesundheit::N,æнæниздзинад,доруобуйа
492,Krankheit::N,низ,ыарыы
493,Krankheit::N,рын,ыарыы
494,Schmerz::N,рис,ыарыы
495,Wunde::N,цӕф,баас
496,Fieber::N,ризӕг,түрүлгэн
497,Fieber::N,ризӕг,лихорадка
498,Fieber::N,ризӕг,температура
499,Fieber::N,тӕфсӕг,түрүлгэн
500,Fieber::N,тӕфсӕг,лихорадка
501,Fieber::N,тӕфсӕг,температура
502,Arznei::N,хос,эмп
503,Brücke::N,хид,күргэ
504,Brunnen::N,цъай,холуодьас
505,Weide::N,хизæн,мэччирэҥ
506,Weide::N,хизæнуат,мэччирэҥ
507,Weide::N,сæрвæт,мэччирэҥ
508,Pfad::N,къахвæндаг,ыллык
509,Pfad::N,къахвæд,ыллык
510,Weg::N,фӕндаг,суол
511,Straße::N,фӕндаг,суол
512,Dorf::N,хъӕу,дэриэбинэ
513,Stadt::N,сахар,куорат
514,Brief::N,фыстӕг,сурук
515,Buch::N,чиныг,кинигэ
516,Buchstabe::N,дамгъӕ,буква
517,Zeitung::N,газет,хаһыат
518,Leben::N,цард,тыын
519,Leben::N,цӕрӕнбон,тыын
520,Tod::N,мæлæт,өлүү
521,Tod::N,адзал,өлүү
522,Grab::N,ингӕн,иин
523,Kirche::N,аргъуан,таҥара дьиэтэ
524,Sünde::N,тæригъæд,айыы
525,Gott::N,хуыцау,тангара
526,Arbeiter::N,кусæг,үлэһит
527,Chef::N,ӕмцег,баһылык
528,Chef::N,ӕмцег,начальник
529,Meister::N,мастер,уус
530,Meister::N,мастер,маастар
531,Meister::N,дæсны,уус
532,Meister::N,дæсны,маастар
533,Arzt::N,хосгæнæг,врач
534,Arzt::N,дохтыр,врач
535,Lehrer::N,ахуыргæнæг,учуутал
536,Geld::N,ӕхца,харчы
537,Geschäft::N,бизнес,идэ
538,Geschäft::N,хъуыддаг,идэ
539,Laden::N,дукани,маҕаһыын
540,Preis::N,аргъ,сыана
541,Ware::N,базайраг,табаар
542,Nutzen::N,пайда,туһа
543,Reichtum::N,хъæздыгдзинад,баай
544,Reichtum::N,исбон,баай
545,Reichtum::N,мулк,баай
546,Welt::N,дуне,аан дойду
547,Land::N,бӕстӕ,дойду
548,Staat::N,паддзахад,государство
549,König::N,къарол,король
550,Macht::N,хицаудзинад,былаас
551,Grenze::N,арӕн,кыраныысса
552,Krieg::N,хӕст,сэрии
553,Feind::N,знаг,өстөөх
554,Feind::N,фыдгул,өстөөх
555,Feind::N,фыдзæрдæ,өстөөх
556,Feind::N,сон,өстөөх
557,Gewalt::N,тыхми,күүһүлээһин
558,Gewalt::N,тыхдзинад,күүһүлээһин
559,Kampf::N,хæст,охсуһуу
560,Kampf::N,хъæбысæйхæст,охсуһуу
561,Kampf::N,тох,охсуһуу
562,Bogen[Waffe]::N,ӕрдын,ох
563,Pfeil::N,фат,ох
564,Gewehr::N,топп,саа
565,Fehler::N,рӕдыд,сыыһа
566,Lüge::N,мӕнг,сымыйа
567,Lüge::N,гӕдыдзинад,сымыйа
568,Schaden::N,зиан,хоромньу
569,Unglück::N,бæллæх,алдьархай
570,Schuld::N,азым,буруй
571,Alter::N,кар,саас
572,Schluss::N,кæрон,тиһэх
573,Zeit::N,рӕстӕг,бириэмэ
574,Tag::N,бон,күн
575,Morgen::N,райсом,сарсыарда
576,Mittag::N,æмбисбон,күн ортото
577,Abend::N,изӕр,киэһэ
578,Nacht::N,ӕхсӕв,түүн
579,Woche::N,къуыри,нэдиэлэ
580,Monat::N,мӕй,ый
581,Jahr::N,аз,сыл
582,Jahr::N,аз,дьыл
583,Jahr::N,афӕдз,сыл
584,Jahr::N,афӕдз,дьыл
585,Frühling::N,уалдзæг,саас
586,Sommer::N,сӕрд,сайын
587,Herbst::N,фæззæг,күһүн
588,Winter::N,зымӕг,кыһын
589,Januar::N,январь,тохсунньу
590,Februar::N,февраль,олунньу
591,März::N,мартъи,кулун тутар
592,April::N,апрель,муус устар ый
593,Mai::N,май,ыам ыйа
594,Juni::N,июнь,бэс ыйа
595,Juli::N,июль,от ыйа
596,August::N,август,атырдьах ыйа
597,September::N,сентябрь,балаҕан ыйа
598,Oktober::N,октябрь,алтынньы
599,November::N,ноябрь,сэтинньи
600,Dezember::N,декабрь,ахсынньы
601,Montag::N,къуырисæр,бэнидиэнньик
602,Dienstag::N,дыццæг,оптуорунньук
603,Mittwoch::N,æртыццæг,сэрэдэ
604,Donnerstag::N,цыппæрæм,чэппиэр
605,Freitag::N,майрæмбон,бээтинсэ
606,Samstag::N,сабат,субуота
607,Sonntag::N,хуыцаубон,баскыһыанньа
608,groß::A,дынджыр,бөдөҥ
609,groß::A,дынджыр,улахан
610,klein::A,гыццыл,кыр
611,lang::A,даргъ,уһун
612,kurz::A,цыбыр,кылгас
613,breit::A,фӕтӕн,кэтит
614,schmal::A,нарӕг,кыараҕас
615,schmal::A,уынгӕг,кыараҕас
616,dicht::A,бæзджын,хойуу
617,dicht::A,тар,хойуу
618,dick[Gegenstand]::A,сӕвджын,суон
619,dick[Gegenstand]::A,сӕвджын,хойуу
620,dünn::A,тæнæг,чараас
621,fein::A,лыстӕг,бытархай
622,fein::A,лыстӕг,синньигес
623,fest::A,фидар,бөҕө
624,fest::A,фидар,кытаанах
625,fest::A,хъӕддых,бөҕө
626,fest::A,хъӕддых,кытаанах
627,flach::A,тъӕпӕн,хаптаҕай
628,glatt::A,лӕгъз,кылааккай
629,hart::A,хъӕбӕр,хатан
630,hart::A,хъӕбӕр,кытаанах
631,weich::A,фӕлмӕн,сымнаҕас
632,rund::A,тымбыл,төгүрүк
633,spitz::A,цыргъбырынкъ,сытыы
634,spitz::A,цыргъбырынкъ,уһуктаах
635,spitz::A,цыргъфындз,сытыы
636,spitz::A,цыргъфындз,уһуктаах
637,scharf::A,цыргъ,сытыы
638,stumpf::A,къуымых,сыппах
639,schwer::A,уӕззау,ыарахан
640,schön::A,аив,кыраһыабай
641,schön::A,рӕсугъд,кыраһыабай
642,heiß::A,тӕвд,итии
643,warm::A,хъарм,ичигэс
644,kalt::A,уазал,тымныы
645,kühl::A,сатæг,сөрүүн
646,kühl::A,уазалгомау,сөрүүн
647,frisch::A,сатæг,ыраас
648,frisch::A,сатæг,сөрүүн
649,frisch::A,сатæг,тымныы
650,feucht::A,уымӕл,сииктээх
651,nass::A,хуылыдз,инчэҕэй
652,trocken::A,хус,кураан
653,voll::A,дзаг,толору
654,voll::A,йедзаг ,толору
655,leer::A,афтид,иччитэх
656,offen::A,гом,аһаҕас
657,geschlossen::A,æхгæд,бүтэй
658,sauber::A,сыгъдæг,сэбэр
659,schmutzig::A,чъиллон,кирдээх
660,roh::A,хом,сиикэй
661,reif::A,рӕгъӕд,буспут
662,reif::A,рӕгъӕд,сиппит-хоппут
663,lecker::A,хӕрзад,минньигэс
664,süß::A,адджын,минньигэс
665,bitter::A,судзаг,аһыы
666,sauer::A,туаг,аһыы
667,hell::A,рухс,сырдык
668,dunkel::A,талынг,хараҥа
669,schwarz::A,сау,хара
670,weiß::A,урс,үрүҥ
671,weiß::A,урс,маҥан
672,rot::A,сырх,кыһыл
673,gelb::A,бур,саһархай
674,blau::A,цъӕх,күөх
675,grün::A,цъӕх,күөх
676,grün::A,цъӕх,от күөҕэ
677,grün::A,кӕрдӕгхуыз,күөх
678,grün::A,кӕрдӕгхуыз,от күөҕэ
679,grau::A,цъӕх,сиэрэй
680,grau::A,фӕныкхуыз,сиэрэй
681,bunt::A,хъулон,эриэн
682,bunt::A,гæрæм,эриэн
683,billig::A,аслам,чэпчэки
684,teuer::A,зынаргъ,сыаналаах
685,wertvoll::A,зынаргъ,сыаналаах
686,blind::A,куырм,хараҕа суох
687,taub::A,къуырма,дьүлэй
688,kräftig::A,домбай,модун
689,kräftig::A,тыхджын,модун
690,stark::A,тыхджын,күүстээх
691,schwach::A,ӕнӕбон,мөлтөх
692,fett::A,нард,эмис
693,schlank::A,гуырвидыц,дьылҕан
694,schlank::A,гуырвидыц,дьыпсаҕай
695,schlank::A,хæрзконд,дьылҕан
696,schlank::A,хæрзконд,дьыпсаҕай
697,schlank::A,рæхснæг,дьылҕан
698,schlank::A,рæхснæг,дьыпсаҕай
699,schlank::A,сагамад,дьылҕан
700,schlank::A,сагамад,дьыпсаҕай
701,hübsch::A,аив,олус кэрэ
702,hübsch::A,аив,көрүөхтэн үчүгэй
703,hübsch::A,рӕсугъд,олус кэрэ
704,hübsch::A,рӕсугъд,көрүөхтэн үчүгэй
705,böse::A,фыдзӕрдӕ,өһүөннээх
706,dumm::A,ӕдылы,акаары
