,Concept_ID,ta,uk
696,wer::FPRN,யார்,хто
697,wo::FADV,எங்கே,де
698,wohin::FADV,எதற்கு,куди
699,wie::FADV,எப்படி,як
700,warum::FADV,ஏன்,чому
701,wieviel::FNUM,எவ்வளவு,скільки
702,eins::NUM,ஒன்று,один
703,zwei::NUM,இரண்டு,два
704,drei::NUM,மூன்று,три
705,vier::NUM,நான்கு,чотири
706,fünf::NUM,ஐந்து,п’ять
707,sechs::NUM,ஆறு,шість
708,sieben::NUM,ஏழு,сім
709,acht::NUM,எட்டு,вісім
710,neun::NUM,ஒன்பது,дев’ять
711,zehn::NUM,பத்து,десять
712,elf::NUM,பதினொன்று,одинадцять
713,zwölf::NUM,பன்னிரண்டு,дванадцять
714,zwanzig::NUM,இருபது,двадцять
715,dreißig::NUM,முப்பது,тридцять
716,vierzig::NUM,நாற்பது,сорок
717,fünfzig::NUM,ஐமபது,п’ятдесят
718,sechzig::NUM,அறுபது,шістдесят
719,siebzig::NUM,எழுபது,сімдесят
720,achtzig::NUM,எண்பது,вісімдесят
721,neunzig::NUM,தொன்னூறு,дев’яносто
722,hundert::NUM,நூறு,сто
723,tausend::NUM,ஆயிரம்,тисяча
724,und::CNJ,மற்றும்,і
725,oder::CNJ,அல்லது,або
726,stehen::V,நில்,стояти
727,sitzen::V,உட்கார்,сидіти
728,liegen::V,படு,лежати
729,hängen::V,தொங்கச் செய்,висіти
730,werden::V,ஆகு,стати
731,werden::V,ஆகு,робитися
732,passieren::V,நிகழ்,трапитися
733,beginnen::V,ஆரம்பி,початися
734,enden::V,முடி,кінчитися
735,wechseln::V,மாற்று,мінятися
736,aufgehen[Sonne]::V,உயர எழு,зійти
737,untergehen[Sonne]::V,பொறுத்து,зайти
738,scheinen[Sonne]::V,பிரகாசி,світити
739,donnern::V,இடி,гриміти
740,wehen::V,வீசு,віяти
741,strömen::V,பாயதல்,литися
742,fließen::V,நீரோட்டம் போக்கில் போ,текти
743,sich drehen::V,சுழல்,обертатися
744,schwanken::V,தள்ளாடு,коливатися
745,schwingen::V,ஆடு,хитатися
746,schwingen::V,ஆடு,гойдатися
747,fallen::V,விழு,падати
748,brennen::V,எரி,горіти
749,rauchen::V,பகை பிடி,диміти
750,regnen::V,மழை பெய்,дощити
751,gefrieren::V,உறைந்துவிடு,змерзнути
752,tauen::V,உருகு,танути
753,schmelzen::V,உருகு,плавитися
754,trocknen::V,உலர்த்து,сохнути
755,sieden::V,கொதிக்க வை,кипіти
756,faulen::V,அழுகச் செய்,гнити
757,verfaulen::V,அழுகச் செய்,згнити
758,reißen::V,திடீரென அறு,рватися
759,versinken::V,மூழ்கு,тонути
760,vergehen::V,கடந்துசெல்,проходити
761,erscheinen::V,தோன்றச்,з’явитися
762,verschwinden::V,மறைந்து போ,щезнути
763,verschwinden::V,மறைந்து போ,зникнути
764,sinken::V,பதைவுறு,спадати
765,abnehmen::V,குறை,поменшитися
766,zunehmen::V,உயர்த்து,збільшуватися
767,steigen::V,உயர எழு,підніматися
768,wachsen::V,வளர்,рости
769,glänzen::V,மிளிர்,блищати
770,funkeln::V,பிரகாசி,блискати
771,lärmen::V,கொம்பு,шуміти
772,läuten::V,மணியொலியிசை,дзвонити
773,klingeln::V,மணி அடி,дзвонити
774,klirren::V,கிலுங்கு,дзвякати
775,brausen::V,இரைதல்,бушувати
776,rauschen::V,சலசலப்பு,шелестіти
777,klingen::V,சிலம்புதல்,лунати
778,klingen::V,சிலம்புதல்,звучати
779,bellen::V,குரை,гавкати
780,heulen::V,ஊளையிடு,вити
781,blasen::V,ஊது,дунути
782,pfeifen::V,சீழ்க்கை எழப்பு,свистіти
783,schreien::V,கூச்சலிடு,кричати
784,stöhnen::V,வேதனை,стогнати
785,zittern::V,நடுங்கு,тремтіти
786,leben::V,உயிருடனிரு,жити
787,geboren werden::V,பிற,народитися
788,atmen::V,சுவாசி,дихати
789,trinken::V,குடி,пити
790,essen::V,சாப்பிடு,їсти
791,schlucken::V,முழுங்கு,ковтати
792,müde werden::V,கையயர்தல்,втомитися
793,einschlafen::V,தூங்க,заснути
794,schlafen::V,தூங்கு,спати
795,aufwachen::V,எழுப்பு,прокинутися
796,aufstehen::V,எழுந்திரு,встати
797,sich erholen::V,இளைப்பாறு,відпочивати
798,krank werden::V,விழுதல்,захворіти
799,krank sein::V,நருக்கலாயிருக்க,хворіти
800,schmerzen::V,நோவுறு,боліти
801,husten::V,இருமு,кашляти
802,genesen::V,குணம் அடை,одужати
803,genesen::V,குணம் அடை,видужати
804,sterben::V,மரணமடை,померти
805,umkommen::V,நசி,згинути
806,sich bewegen::V,நகர்த்து,рухатися
807,sich rühren::V,அசை,ворушитися
808,sich erheben::V,எழுந்து நில்,встати
809,sich setzen::V,உட்கார்,сісти
810,hinfallen::V,விழு,упасти
811,laufen::V,நட,ходити
812,schreiten::V,கவடுவைத்தல்,крокувати
813,spazierengehen::V,உலவு,гуляти
814,eilen::V,விரைந்து,спішити
815,sich beeilen::V,அவசரப்படுத்து,поспішати
816,sausen::V,விரைந்து செல்,мчатися
817,rennen::V,ஓடு,бігати
818,springen::V,குதி,скакати
819,springen::V,குதி,стрибати
820,klettern::V,ஏறு,лазити
821,schaukeln::V,தள்ளாடு,гойдатися
822,kriechen::V,மெதுவாக நடந்து செல்,повзати
823,schwimmen::V,நீந்து,пливти
824,schwimmen::V,நீந்து,плавати
825,tauchen::V,மூழ்கி நீச்சலடி,пірнати
826,rudern::V,துடுப்புப் போடு,гребти
827,rudern::V,துடுப்புப் போடு,веслувати
828,fahren::V,ஓட்டு,їхати
829,fliegen::V,பற,літати
830,gehen::V,போ,іти
831,weggehen::V,விலகிச் செல்,піти
832,abfahren::V,புறப்பட்டுச் செல்,від’їхати
833,abfahren::V,புறப்பட்டுச் செல்,відправитися
834,anhalten::V,நின்றுவிடு,зупинитися
835,hineingehen::V,மறையச் செய்,входити
836,eintreten::V,நுழை,увійти
837,kommen::V,வா,прийти
838,ankommen::V,வநது சேர்,прибути
839,zurückkommen::V,திரும்பி வா,повернутися
840,bleiben::V,இரு,залишитися
841,warten::V,தாமதி,чекати
842,erwarten::V,எதிர்நோக்கு,чекати
843,suchen::V,தேடு,шукати
844,finden::V,கண்டுபிடி,знайти
845,versuchen::V,முயற்சி செய்,випробовувати
846,vorbereiten::V,ஆயத்தம் செய்,підготувати
847,lieben::V,அன்பு செலுத்து,любити
848,mögen::V,விரும்பு,любити
849,mögen::V,விரும்பு,подобатися
850,lachen::V,சிரி,сміятися
851,rühren::V,இதயத்தைத் தொடு,розчулити
852,weinen::V,அழு,плакати
853,schimpfen::V,சாபமிடு,лаятися
854,sich ärgern::V,கோப்பபடு,сердитися
855,sich fürchten::V,பயப்படு,боятися
856,fürchten::V,பயப்படுத்து,боятися
857,fliehen::V,ஓடு,тікати
858,flüchten::V,தப்பிவிடு,утекти
859,sehen::V,பார்,бачити
860,anschauen::V,கூர்ந்து கவனி,поглянути
861,ansehen::V,கவனி,дивитися на
862,hören::V,கேள்,чути
863,zuhören::V,சுவைத்துப் பார்,слухати
864,probieren::V,ருசி,покуштувати
865,riechen::V,முகர்ந்து பார்,нюхати
866,fühlen::V,தொட்டுணர்,відчувати
867,scheinen::V,காணப்படு,здаватися
868,zu sehen sein::V,தோன்றுதல்,виднітися
869,vernehmen::V,கேள்,почути
870,frieren::V,குதுகுதுகு,мерзнути
871,tun::V,செய்,робити
872,können::V,இயல்வது,могти
873,wollen::V,விரும்பு,хотіти
874,anfangen::V,தொடங்கு,почати
875,beenden::V,முடி,закінчити
876,aufhören::V,நிறுத்து,перестати
877,gelingen::V,வெற்றி,вдатися
878,geraten::V,ஏற்படுத்து,опинитися
879,öffnen::V,திற,відкрити
880,schließen::V,மூடு,закрити
881,stellen::V,வை,поставити
882,setzen::V,வை,посадити
883,legen::V,பரப்பி வை,класти
884,berühren::V,பதி,чіпати
885,verbinden::V,சேர்,зв’язати
886,bedecken::V,உறைபோடு,покрити
887,aufhängen::V,தொங்கவிடு,повісити
888,anzünden::V,எரியூட்டு,запалити
889,aufheben::V,பொறுக்கி எடு,підняти
890,zurücklassen::V,விட்டுச் செல்,залишити
891,verlieren::V,இழ,загубити
892,fallen lassen::V,அளவில் குறைவு,упустити
893,machen::V,தயார்செய்,зробити
894,herstellen::V,உற்பத்தி செய்,виготовити
895,bauen::V,கட்டு,будувати
896,reparieren::V,பழுது பார்,лагодити
897,verbessern::V,மேம்படுத்து,поліпшити
898,ändern::V,மாற்றி அமை,змінити
899,graben::V,குழி வெட்டு,копати
900,beugen::V,வனை,зігнути
901,biegen::V,வனை,погнути
902,drehen::V,சுழல்,вертіти
903,wenden::V,குடைகவிழு,повернути
904,umdrehen::V,சுற்றும் முற்றும் பார்,перевернути
905,heben::V,தூக்கு,піднімати
906,hochheben::V,தூக்கு,підняти
907,ergreifen::V,பறி,схопити
908,halten::V,பிடித்துக் கொள்,тримати
909,drücken::V,அழுத்து,натискати
910,schieben::V,தள்ளு,пхати
911,schieben::V,தள்ளு,штовхати
912,kratzen::V,கீறு,шкребти
913,lecken::V,நக்கு,лизати
914,beißen::V,கடி,кусати
915,abreißen::V,கிழி,відірвати
916,abschneiden::V,வெட்டி எடு,відрізати
917,binden::V,கட்டு,в’язати
918,stecken::V,பதிய வை,увіткнути
919,brechen::V,உடை,зламати
920,klopfen::V,தட்டு,стукати
921,hauen::V,அடி,бити
922,kleben::V,ஒட்டு,клеїти
923,reiben::V,தேய்,терти
924,streichen::V,பரவச்செய்,намазати
925,schleifen::V,அரை,точити
926,schneiden::V,துண்டாக்கு,різати
927,rütteln::V,மெல்ல தள்ளு,хитати
928,schütteln::V,குலுக்கு,трясти
929,schwenken::V,ஊஞ்சலாடு,махати
930,schütten::V,ஊற்று,налити
931,füllen::V,நிரப்பு,наповнити
932,einwickeln::V,சுற்று,загорнути
933,tragen::V,எடுத்துச் செல்,нести
934,schleppen::V,இழுத்துச் செல்,тягти
935,ziehen::V,இழு,тягнути
936,aufbewahren::V,வைத்துக் கொள்,зберігати
937,werfen::V,வீசி எறி,кидати
938,fangen::V,பிடி,ловити
939,packen::V,பிடித்துக்கொள்,схопити
940,verstecken::V,மறை,сховати
941,teilen::V,பாகங்களாகப் பிரி,розділити
942,schicken::V,அனுப்பு,посилати
943,bringen::V,கொண்டு வா,принести
944,hinzufügen::V,சேர்,додати
945,bekommen::V,பெறு,дістати
946,erhalten::V,பெறு,одержати
947,nehmen::V,எடு,взяти
948,wählen::V,தேர்ந்தெடு,вибрати
949,auswählen::V,தேர்ல்தெடு,відібрати
950,bewahren::V,கெடாது பேணு,зберегти
951,behindern::V,தடங்கல் செய்,перешкоджати
952,verderben::V,நாசமாக்கு,зіпсувати
953,beschädigen::V,சேதப்படுத்து,зашкодити
954,zerbrechen::V,உடை,розбити
955,zerreißen::V,கிழி,розірвати
956,zerstören::V,அழி,зруйнувати
957,verbrennen::V,எரியூட்டு,спалити
958,geben::V,கொடு,дати
959,reichen::V,வழங்கு,передати
960,schenken::V,மொயத்தல்,дарувати
961,versprechen::V,உறுதியளி,обіцяти
962,wünschen::V,ஆசைப்படு,бажати
963,loben::V,புகழ்ச்சி கூறு,хвалити
964,küssen::V,முத்தமிடு,цілувати
965,wiegen::V,ஆட்டுத்தல்,качати
966,zudecken::V,உறைபோடு,накрити
967,wecken::V,எழுப்பு,розбудити
968,zeigen::V,காட்டு,показати
969,führen::V,வழிகாட்டி,вести
970,lehren::V,சொல்லிக் கொடு,вчити
971,unterrichten::V,அறிவுரை கூறு,викладати
972,aufziehen::V,வளர்,виховати
973,leiten::V,அழைத்துச் செல்,керувати
974,antreiben::V,தூண்டு,підганяти
975,lassen::V,விடு,змусити
976,einladen::V,அழை,запросити
977,vereinigen::V,ஒன்றாகச் சேர்,об’єднати
978,besuchen::V,வருகை புரி,завітати
979,besuchen::V,வருகை புரி,відвідати
980,treffen::V,சந்தி,зустріти
981,sich versammeln::V,தொகுப்பு,зібратися
982,spielen::V,விளையாடு,грати
983,singen::V,பாடு,співати
984,tanzen::V,நடனமாடு,танцювати
985,sich trennen::V,தனிப்படடுத்து,розлучитися
986,verlassen::V,கைவிடு,покинути
987,retten::V,காப்பாற்று,врятувати
988,bewachen::V,காவல் செய்,охороняти
989,schützen::V,பாதுகாப்பு செய்,уберігати
990,verteidigen::V,எதிர்த்து நில்,захистити
991,sich schlagen::V,பூசலிடு,битися
992,sich schlagen::V,பூசலிடு,дратися
993,schießen::V,சுட்டுக் கொல்,стріляти
994,siegen::V,வெற்றி பெறு,перемогти
995,ärgern::V,எரிச்சலூட்டு,сердити
996,schlagen::V,அடி,ударити
997,treten::V,உதை,штовхати
998,stechen::V,கொட்டு,вколоти
999,stoßen::V,நெருக்கு,штовхнути
1000,stehlen::V,திருடு,украсти
1001,stören::V,தொல்லைகொடு,перешкодити
1002,belästigen::V,தொல்லை கொடு,докучати
1003,verbergen::V,மறை,сховати
1004,täuschen::V,ஏமாற்று,обдурити
1005,betrügen::V,ஏமாற்று,зшахраювати
1006,töten::V,கொல்,убити
1007,wohnen::V,தங்கியிரு,жити
1008,wohnen::V,தங்கியிரு,мешкати
1009,arbeiten::V,வேலை செய்,працювати
1010,sammeln::V,ஒன்றுசேர்,зібрати
1011,pflücken::V,கொய்து எடு,зривати
1012,jagen::V,வேட்டையாடு,полювати
1013,fischen::V,மீன் பிடி,рибалити
1014,fassen::V,பிடி,піймати
1015,hüten::V,காவல் செய்,пасти
1016,treiben::V,ஓட்டு,гнати
1017,anbinden::V,கட்டு,прив’язати
1018,füttern::V,உணவளி,годувати
1019,füttern::V,உணவளி,харчувати
1020,melken::V,பால் கற,доїти
1021,hacken::V,வெட்டி எடு,рубати
1022,gießen::V,நீர்ப் பாய்ச்சு,полити
1023,reifen::V,பழு,дозріти
1024,zubereiten::V,சமையல் செய்,зготовити
1025,zubereiten::V,சமையல் செய்,приготувати
1026,kochen::V,வேகவை,варити
1027,kochen::V,வேகவை,готувати
1028,backen::V,வெப்பத்தில் வாட்டு,пекти
1029,braten::V,பொரியச் செய்,смажити
1030,umrühren::V,கலக்கு,переміщати
1031,stricken::V,பின்னியிழை,в’язати
1032,nähen::V,தையல் வேலை செய்,шити
1033,färben::V,வண்ணம் பெறச் செய்,пофарбувати
1034,reinigen::V,சுத்தம் செய்,очистити
1035,waschen::V,கழுவு,мити
1036,abwischen::V,துடை,витерти
1037,spülen::V,அலசு,полоскати
1038,fegen::V,பெறுக்கு,підмітати
1039,kehren::V,பெறுக்கு,мести
1040,baden::V,குளி,купатися
1041,sich waschen::V,கழுவு,митися
1042,ausziehen::V,கழற்று,зняти
1043,anziehen::V,புனைதல்,надіти
1044,sich anziehen::V,உடுத்துதல்,одягтися
1045,sich anziehen::V,உடுத்துதல்,одягнутися
1046,kämmen::V,தலை வாரிக் கொள்,зачесати
1047,schmücken::V,அழகுபடுத்து,оздобити
1048,sagen::V,சொல்,сказати
1049,sprechen::V,பேசு,говорити
1050,reden::V,பெசு,розмовляти
1051,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,бесідувати
1052,fragen::V,கேள்,запитати
1053,bitten::V,வேண்டு,просити
1054,erzählen::V,சொல்,розповісти
1055,mitteilen::V,சொல்,повідомити
1056,nennen::V,பெயரிடுதல்,назвати
1057,rufen::V,கூச்சலிடு,кликати
1058,prahlen::V,தற்பெருமை பேசு,хвалитися
1059,übersetzen::V,மொழிபெயர்ப்பு செய்,перекласти
1060,denken::V,யோசி,думати
1061,denken::V,யோசி,мислити
1062,glauben::V,நம்பு,вірити
1063,bemerken::V,கவனி,помітити
1064,erkennen::V,அடையாளம் கண்டுகொள்,пізнати
1065,begreifen::V,பற்றிக்கொள்,осягнути
1066,verstehen::V,புரிந்து கொள்,почути
1067,lernen::V,கற்றுக்கொள்,навчатися
1068,wissen::V,தெரிந்திரு,знати
1069,sich erinnern an::V,நினைவு கூர்,пам’ятати
1070,vergessen::V,மற,забути
1071,messen::V,அளவிடு,міряти
1072,zählen::V,எண்ணு,лічити
1073,rechnen::V,கணக்கிடு,рахувати
1074,lesen::V,படி,читати
1075,malen::V,வண்ணச்சித்திரம்,малювати
1076,zeichnen::V,வரை,рисувати
1077,schreiben::V,எழுது,писати
1078,besitzen::V,உடைமையாகக் கொண்டிரு,мати
1079,kaufen::V,வாங்கு,купити
1080,verkaufen::V,விற்பனை செய்,продати
1081,bezahlen::V,இறுத்தல்,заплатити
1082,zahlen::V,பணம் செலுத்து,платити
1083,beherrschen::V,ஆட்சிசெய்,володіти
1084,ertragen::V,தாங்கு,витерпіти
