,Concept_ID,cs,br
817,fallen::V,padat,kouezhañ
818,brennen::V,hořet,deviñ
819,rauchen::V,kouřit,divogedañ
820,regnen::V,pršet,glavañ
821,gefrieren::V,zamrznout,reviñ
822,tauen::V,tát,diskornañ
823,schmelzen::V,tavit,teuziñ
824,trocknen::V,schnout,sec'hañ
825,sieden::V,vřít,berviñ
826,faulen::V,hnít,breinañ
827,verfaulen::V,shnít,breinañ
828,reißen::V,roztrhat se,darnaouiñ
829,versinken::V,topit se,sodellañ
830,versinken::V,ponořit se,sodellañ
831,vergehen::V,plynout,tremen
832,erscheinen::V,objevit se,donet war-wel
833,verschwinden::V,zmizet,monet diwar wel
834,sinken::V,klesat,en em izelat
835,abnehmen::V,ubýt,nebeutaat
836,zunehmen::V,přibýt,kreskiñ
837,steigen::V,stoupat,sevel
838,wachsen::V,růst,kreskiñ
839,glänzen::V,lesknout se,lugernañ
840,funkeln::V,jiskřit se,elieniñ
841,lärmen::V,dělat hluk,rabotat
842,läuten::V,zvonit,
843,klingeln::V,zvonit,
844,klirren::V,řinčet,diridignat
845,klirren::V,řinčet,sterlinkañ
846,brausen::V,hučet,gwegal
847,rauschen::V,šumět,trouzal
848,klingen::V,znít,seniñ
849,bellen::V,štěkat,harzhal
850,heulen::V,výt,yudal
851,blasen::V,foukat,c'hwezhañ
852,pfeifen::V,pískat,c'hwitellat
853,schreien::V,křičet,huchal
854,stöhnen::V,sténat,hirvoudiñ
855,zittern::V,třást se,krenañ
856,leben::V,žít,bevañ
857,geboren werden::V,rodit se,genel
858,atmen::V,dýchat,tennañ e anal
859,trinken::V,pít,evañ
860,essen::V,jíst,debriñ
861,schlucken::V,polykat,lonkañ
862,müde werden::V,unavit se,skuizhañ
863,einschlafen::V,usnout,menel kousket
864,schlafen::V,spát,kousket
865,aufwachen::V,probudit se,dihuniñ
866,aufstehen::V,vstát,sevel
867,sich erholen::V,zotavovat se,diskuizhañ
868,krank werden::V,onemocnět,klañviñ
869,krank sein::V,být nemocný,bezañ klañv
870,schmerzen::V,bolet,skourjezañ
871,husten::V,kašlat,pasaat
872,husten::V,kašlat,peudal
873,genesen::V,uzdravit se,pareañ
874,sterben::V,umřít,mervel
875,umkommen::V,zahynout,perisañ
876,sich bewegen::V,pohnout se,bouljal
877,sich rühren::V,hnout se,fiñval
878,sich erheben::V,zdvihnout se,sevel
879,sich setzen::V,posadit se,azezañ
880,sich setzen::V,posadit se,mont en e goazez
881,hinfallen::V,upadnout,kouezhañ
882,laufen::V,běžet,redek
883,schreiten::V,kráčet,kerzhet
884,spazierengehen::V,procházet se,pourmen
885,eilen::V,spěchat,hastañ
886,sich beeilen::V,pospíšit si,hastañ
887,sausen::V,fičet,karzhañ
888,rennen::V,pádit,redek
889,springen::V,skákat,lammat
890,klettern::V,lézt,krimpat
891,klettern::V,šplhat,krimpat
892,schaukeln::V,houpat,brañsellat
893,kriechen::V,lézt,skrampañ
894,kriechen::V,plazit se,skrampañ
895,schwimmen::V,plavat,neuial
896,tauchen::V,nořit se,splujañ
897,rudern::V,veslovat,roeñvat
898,fahren::V,jet,kas
899,fahren::V,jet,bleniañ
900,fahren::V,jezdit,kas
901,fahren::V,jezdit,bleniañ
902,fliegen::V,létat,nijal
903,gehen::V,jít,mont
904,weggehen::V,odejít,mont kuit
905,abfahren::V,odjet,mont kuit
906,anhalten::V,zastavit se,chom a-sav
907,hineingehen::V,vcházet se,monet e-barzh
908,eintreten::V,vstoupit,monet e-barzh
909,kommen::V,přijít,dont
910,ankommen::V,dojít,erruout
911,zurückkommen::V,vrátit se,addonet
912,bleiben::V,zůstat,chom
913,warten::V,čekat,gortoz
914,erwarten::V,čekat na,gortoz
915,suchen::V,hledat,klask
916,finden::V,najít,kavout
917,versuchen::V,zkoušet,klask
918,vorbereiten::V,připravit,aozañ
919,lieben::V,milovat,karout
920,mögen::V,mít rád,karout
921,lachen::V,smát se,c'hoarzin
922,rühren::V,dojmout,tenerañ
923,weinen::V,plakat,gouelañ
924,schimpfen::V,nadávat,krozal
925,sich ärgern::V,pohoršit se,fachañ
926,sich ärgern::V,pohoršit se,en em fachañ
927,sich fürchten::V,bát se,
928,fürchten::V,bát se,
929,fliehen::V,utéct,tec'het
930,flüchten::V,prchnout,tuzañ
931,sehen::V,vidět,gwelet
932,anschauen::V,podívat se na,sellout ouzh
933,ansehen::V,sledovat,sellout ouzh
934,hören::V,slyšet,klevet
935,zuhören::V,poslouchat,selaou
936,probieren::V,ochutnávat,blasa
937,riechen::V,cítit,klevet
938,fühlen::V,cítit,santout
939,scheinen::V,zdát se,diskouez bezañ
940,zu sehen sein::V,moci být viděn,bezañ gwelus
941,vernehmen::V,uslyšet,merzhañ
942,frieren::V,mrznout,anoued
943,tun::V,dělat,ober
944,können::V,moct,gouzout
945,wollen::V,chtít,fellout da
946,wollen::V,chtít,kaout c'hoant da
947,anfangen::V,začít,kregiñ
948,beenden::V,ukončit,achuiñ
949,aufhören::V,přestat,paouez
950,gelingen::V,podařit se,
951,geraten::V,dařit se,
952,öffnen::V,otevřít,digeriñ
953,schließen::V,zavřít,serriñ
954,stellen::V,postavit,lakaat
955,setzen::V,posadit,lakaat
956,legen::V,klást,lakaat
957,legen::V,položit,lakaat
958,berühren::V,dotýkat se,touch
959,verbinden::V,spojit,eren
960,bedecken::V,pokrýt,goloiñ
961,aufhängen::V,oběsit,istribilhañ
962,aufhängen::V,pověsit,istribilhañ
963,anzünden::V,zapálit,alumiñ
964,anzünden::V,zapálit,c'hwezzañ
965,anzünden::V,podpálit,alumiñ
966,anzünden::V,podpálit,c'hwezzañ
967,aufheben::V,zvednout,dastum
968,aufheben::V,zdvihnout,dastum
969,zurücklassen::V,zanechat,lezel
970,verlieren::V,ztratit,koll
971,fallen lassen::V,upustit,laoskel
972,fallen lassen::V,upustit,lezel da gouezhel
973,machen::V,udělat,ober
974,herstellen::V,vyrobit,fardañ
975,bauen::V,stavět,sevel
976,bauen::V,budovat,sevel
977,reparieren::V,opravit,adaozañ
978,verbessern::V,zlepšit,gwellaat
979,ändern::V,změnit,cheñch
980,graben::V,rýt,kleuzañ
981,graben::V,kopat,kleuzañ
982,beugen::V,ohnout,plegañ
983,biegen::V,ohnout,krommañ
984,drehen::V,točit,treiñ
985,wenden::V,obrátit,treiñ
986,umdrehen::V,obrátit,treiñ
987,heben::V,zdvihnout,sevel
988,hochheben::V,zvednout,sevel
989,ergreifen::V,chopit se,kemer
990,halten::V,držet,dalc'hen
991,drücken::V,stisknout,bountañ
992,schieben::V,posouvat,poulzañ
993,kratzen::V,škrábat,skrabat
994,lecken::V,lízat,lipat
995,beißen::V,kousat,kregiñ
996,abreißen::V,utrhat,diframmañ
997,abreißen::V,odtrhat,diframmañ
998,abschneiden::V,uřezat,troc'hañ
999,abschneiden::V,ukrojit,troc'hañ
1000,binden::V,přivázat,stagañ
1001,stecken::V,strčit,sankañ
1002,brechen::V,lomit,darnaouiñ
1003,klopfen::V,ťukat,skoiñ
1004,klopfen::V,klepat,skoiñ
1005,hauen::V,bít,dornañ
1006,kleben::V,lepit,pegañ
1007,reiben::V,třít,taravat
1008,reiben::V,třít,trekiñ
1009,streichen::V,mazat,toazañ
1010,schleifen::V,brousit,lemmañ
1011,schneiden::V,řezat,troc'hañ
1012,schneiden::V,střihat,troc'hañ
1013,rütteln::V,třást,tordorosañ
1014,rütteln::V,otřást,tordorosañ
1015,schütteln::V,třást,hejañ
1016,schütteln::V,zatřást,hejañ
1017,schwenken::V,mávat,
1018,schütten::V,nasypat,diskargañ
1019,füllen::V,naplnit,kargañ
1020,einwickeln::V,zavinout,gronnañ
1021,tragen::V,nést,dougen
1022,schleppen::V,vléct,stlejal
1023,ziehen::V,tahat,sachañ
1024,ziehen::V,táhnout,sachañ
1025,aufbewahren::V,schovat,miret
1026,werfen::V,házet,teuler
1027,fangen::V,chytat,tapañ
1028,packen::V,uchvátit,krapat
1029,verstecken::V,schovat,kuzhat
1030,teilen::V,rozdělit,rannañ
1031,schicken::V,posílat,kas
1032,bringen::V,přinést,degas
1033,hinzufügen::V,připojit,lakat ouzhpenn
1034,bekommen::V,dostat,kaout
1035,erhalten::V,uchovat,kaout
1036,nehmen::V,vzít,kemer
1037,wählen::V,zvolit,choaz
1038,auswählen::V,vybrat,dibab
1039,bewahren::V,uchránit,mirout
1040,behindern::V,překážet,diaezañ
1041,verderben::V,zkazit,lovrañ
1042,beschädigen::V,porušit,gwallegañ
1043,beschädigen::V,poškodit,gwallegañ
1044,zerbrechen::V,rozlámat,torriñ
1045,zerreißen::V,roztrhnout,diroegiñ
1046,zerstören::V,zničit,distrujañ
1047,verbrennen::V,spálit,deviñ
1048,geben::V,dát,reiñ
1049,reichen::V,podat,
1050,schenken::V,darovat,donezonañ
1051,versprechen::V,slíbit,prometiñ
1052,wünschen::V,přát,hetiñ
1053,loben::V,chválit,feurmiñ
1054,küssen::V,líbat,pokat
1055,wiegen::V,chovat,pouezañ
1056,wiegen::V,kolébat,pouezañ
1057,zudecken::V,přikrýt,goloiñ
1058,zudecken::V,přiklopit,goloiñ
1059,wecken::V,vzbudit,dihuniñ
1060,zeigen::V,ukázat,diskouez
1061,führen::V,vést,kas
1062,lehren::V,učit,deskiñ
1063,unterrichten::V,vyučovat,kelenn
1064,aufziehen::V,vychovat,
1065,leiten::V,vodit,bleinañ
1066,antreiben::V,nutit,poulzañ
1067,lassen::V,dát,leuskel
1068,einladen::V,pozvat,pediñ
1069,vereinigen::V,spojit,unisañ
1070,besuchen::V,návštívit,gweladenniñ
1071,treffen::V,potkat,kejal
1072,treffen::V,potkat,ankontrañ
1073,sich versammeln::V,shromáždit se,bodennañ
1074,spielen::V,hrát,c'hoari
1075,singen::V,zpívat,kanañ
1076,tanzen::V,tančit,dañsal
1077,sich trennen::V,rozejít se,dispartiañ
1078,verlassen::V,opustit,lezel
1079,retten::V,zachránit,saveteiñ
1080,bewachen::V,hlídat,mesa
1081,schützen::V,chránit,diwall
1082,verteidigen::V,obhájit,difenn
1083,sich schlagen::V,bít se,lopañ
1084,schießen::V,střílet,
1085,siegen::V,zvítězit,trec'hiñ
1086,ärgern::V,zlobit,hegasiñ
1087,ärgern::V,pohoršit,hegasiñ
1088,schlagen::V,udeřit,skeiñ
1089,schlagen::V,praštit,skeiñ
1090,treten::V,kopnout,botaouiñ
1091,stechen::V,bodnout,pikat
1092,stechen::V,píchnout,pikat
1093,stoßen::V,strčit,stokañ
1094,stehlen::V,ukrást,laerezh
1095,stören::V,vyrušit,direnkañ
1096,belästigen::V,obtěžovat,dregasiñ
1097,verbergen::V,skrýt,skoachañ
1098,täuschen::V,klamat,tromplañ
1099,betrügen::V,podvést,lorbañ
1100,töten::V,zabít,lazhañ
1101,wohnen::V,bydlit,bezañ o chom
1102,arbeiten::V,pracovat,labourat
1103,sammeln::V,sebrat,dastum
1104,pflücken::V,česat,kuntuilhañ
1105,jagen::V,uhonit,chaseal
1106,fischen::V,chytat ryby,pesketa
1107,fassen::V,ulovit,pakañ
1108,hüten::V,pást,geota
1109,treiben::V,hnát,
1110,anbinden::V,přivázat,stagañ
1111,füttern::V,krmit,boueta
1112,melken::V,dojit,goro
1113,hacken::V,seknout,difrakal
1114,gießen::V,zalít,dourañ
1115,reifen::V,uzrát,azviñ
1116,zubereiten::V,připravit,keginañ
1117,kochen::V,vařit,poazhañ
1118,backen::V,péct,fritañ
1119,braten::V,smažit,rostañ
1120,umrühren::V,zamíchat,
1121,stricken::V,plést,stammañ
1122,nähen::V,šít,gwriat
1123,färben::V,nabarvit,livañ
1124,reinigen::V,očistit,naetañ
1125,waschen::V,mýt,gwalc'hiñ
1126,abwischen::V,utřít,torchañ
1127,spülen::V,spláchnout,disgwalc'hiñ
1128,fegen::V,zamést,skubañ
1129,kehren::V,mést,skubañ
1130,baden::V,koupat se,kouronkañ
1131,sich waschen::V,mýt se,en em walc'hiñ
1132,ausziehen::V,svléct,
1133,anziehen::V,obléct,
1134,sich anziehen::V,oblékat se,gwiskañ
1135,kämmen::V,učesat,kribat
1136,schmücken::V,ozdobit,kinklañ
1137,sagen::V,říct,larêt
1138,sagen::V,říct,lavaret
1139,sprechen::V,mluvit,komz
1140,reden::V,hovořit,kaozeal
1141,sich unterhalten::V,povídat se,balbotal
1142,fragen::V,zeptat se,goulenn
1143,bitten::V,prosit,goulenn
1144,erzählen::V,povídat,kontañ
1145,mitteilen::V,sdělit,kemenn
1146,mitteilen::V,oznámit,kemenn
1147,nennen::V,nazvat,anviñ
1148,rufen::V,volat,gelver
1149,rufen::V,zavolat,gelver
1150,prahlen::V,chlubit se,fougeal
1151,übersetzen::V,přeložit,treiñ
1152,denken::V,myslit,soñjal
1153,glauben::V,věřit,krediñ
1154,bemerken::V,zpozorovat,apresevañ
1155,erkennen::V,poznat,anavout
1156,begreifen::V,pochopit,meizañ
1157,verstehen::V,porozumět,kompren
1158,lernen::V,učit se,deskiñ
1159,wissen::V,vědět,gouzout
1160,sich erinnern an::V,vzpomínat si na,kaout soñj e
1161,vergessen::V,zapomínat,ankouaat
1162,messen::V,měřit,muzuliañ
1163,zählen::V,spočítat,kontañ
1164,rechnen::V,počítat,jedañ
1165,lesen::V,číst,lenn
1166,malen::V,malovat,livañ
1167,zeichnen::V,rýsovat,tresañ
1168,schreiben::V,psát,skrivañ
1169,besitzen::V,mít,kaout
1170,besitzen::V,vlastnit,kaout
1171,kaufen::V,koupit,prenañ
1172,verkaufen::V,prodat,gwerzhañ
1173,bezahlen::V,zaplatit,paeañ
1174,zahlen::V,platit,paeañ
1175,beherrschen::V,ovládat,mestroniañ
1176,ertragen::V,snést,anduriñ
