,Concept_ID,da,kv
236,Gedächtnis::N,hukommelse,тӧдвыв
237,Verstand::N,forstand,вежӧр
238,Sinn::N,mening,ылӧс
239,Sinn::N,betydning,ылӧс
240,Grund::N,grund,мог
241,Wahrheit::N,sandhed,правда
242,Gespräch::N,samtale,сёрни
243,Märchen::N,eventyr,сказка
244,Erzählung::N,fortælling,висьт
245,Nachricht::N,efterretning,юӧр
246,Nachricht::N,efterretning,висьталӧм
247,Neuigkeit::N,nyhed,новость
248,Name::N,navn,ним
249,Rätsel::N,gåde,загадка
250,Rede::N,tale,сёрни
251,Sprache::N,sprog,кыв
252,Stimme::N,stemme,голос
253,Wort::N,ord,кыв
254,Zeichen::N,tegn,пас
255,Ruf::N,råb,чуксӧм
256,Ruf::N,råb,чукӧстӧм
257,Lärm::N,larm,шум
258,Laut::N,lyd,шы
259,Ton::N,tone,гор
260,Lied::N,sang,сьыланкыв
261,Ruhe::N,ro,спокой
262,Ruhe::N,hvile,спокой
263,Leute::N,folk,йӧз
264,Leute::N,mennesker,йӧз
265,Volk::N,folk,йӧз
266,Volk::N,folk,народ
267,Arbeit::N,arbejde,удж
268,Gast::N,gæst,гӧсь
269,Geschenk::N,gave,гӧснеч
270,Geschenk::N,gave,подарок
271,Spiel::N,leg,орсӧм
272,Gesellschaft::N,selskab,компания
273,Hilfe::N,hjælp,отсӧт
274,Freund::N,ven,модз
275,Freund::N,ven,дружок
276,Kamerad::N,kammerat,тӧдса
277,Angelegenheit::N,sag,дело
278,Angelegenheit::N,anliggende,дело
279,Anzahl::N,antal,лыд
280,Art::N,art,пӧлӧс
281,Stück::N,stykke,тор
282,Teil::N,del,юкӧм
283,Hälfte::N,halvdel,джын
284,Kreis::N,cirkel,круг
285,Kreuz::N,kors,перна
286,Kreuz::N,kryds,перна
287,Linie::N,linie,визь
288,Strich::N,streg,кырӧв
289,Abstand::N,afstand,колас
290,Entfernung::N,afstand,ылына
291,Gegend::N,egn,места
292,Platz::N,plads,места
293,Ort::N,sted,места
294,Seite::N,side,ладор
295,Mitte::N,midte,шӧр
296,Gegenstand::N,genstand,тор
297,Sache::N,sag,тор
298,Rand::N,rand,дор
299,Kante::N,kant,ордлы
300,Ecke::N,hjørne,пельӧс
301,Spitze::N,spids,йыв
302,Ende::N,ende,йыв
303,Loch::N,hul,осьта
304,Winkel::N,vinkel,пельӧс
305,Muster::N,mønster,сер
306,Größe::N,størrelse,ыжда
307,Länge::N,længde,кузя
308,Höhe::N,højde,сувда
309,Höhe::N,højde,вылына
310,Gewicht::N,vægt,сьӧкта
311,Menge::N,mængde,
312,Haufen::N,bunke,куча
313,Reihe::N,række,лёдз
314,Boot::N,båd,пыж
315,Ruder::N,åre,пелыс
316,Schlitten::N,kælk,додь
317,Schlitten::N,slæde,додь
318,Ski::N,ski,лямпа
319,Lagerfeuer::N,lejrbål,бипур
320,Last::N,last,тягота
321,Last::N,byrde,тягота
322,Gang::N,gang,мунӧм
323,Schritt::N,skridt,вожмӧв
324,Norden::N,nord,ой
325,Süden::N,syd,лун
326,Westen::N,vest,рытвыв
327,Osten::N,øst,асыв
328,Holz::N,træ,пу
329,Brett::N,bræt,пӧв
330,Platte::N,plade,плита
331,Stütze::N,støtte,пика
332,Stange::N,stang,зор
333,Stange::N,stang,потш
334,Stock::N,stok,бедь
335,Stab::N,stav,шест
336,Rohr::N,rør,труба
337,Haus::N,hus,керку
338,Heim::N,hjem,керку
339,Ofen::N,ovn,пӧжавны
340,Fußboden::N,gulv,джодж
341,Tisch::N,bord,пызан
342,Stuhl::N,stol,стул
343,Wiege::N,vugge,зыбка
344,Bett::N,seng,кровать
345,Regal::N,reol,джадж
346,Kiste::N,kasse,ящик
347,Fenster::N,vindue,ӧшын
348,Tür::N,dør,ыбӧс
349,Tor::N,port,ворота
350,Zaun::N,stakit,забор
351,Dach::N,tag,крыша
352,Leiter::N,stige,лиснич
353,Besen::N,kost,рос
354,Spaten::N,spade,зыр
355,Schaufel::N,skovl,зыр
356,Gabel::N,gaffel,вила
357,Löffel::N,ske,пань
358,Messer::N,kniv,пурт
359,Nagel::N,søm,кӧрттув
360,Netz::N,net,кыйӧт
361,Haken::N,krog,ем
362,Griff::N,tag,пу
363,Griff::N,håndtag,пу
364,Schloss::N,lås,замок
365,Bild::N,billede,картина
366,Figur::N,figur,мыгӧр
367,Puppe::N,dukke,акань
368,Beutel::N,pose,мешӧк
369,Bündel::N,bylt,нин
370,Bündel::N,bundt,нин
371,Tasche::N,taske,сумка
372,Eimer::N,spand,ведра
373,Deckel::N,låg,вевт
374,Geschirr::N,husgeråd,доз
375,Geschirr::N,husgeråd,бекӧрпань
376,Sack::N,sæk,мешӧк
377,Tasse::N,kop,бекӧр
378,Topf::N,gryde,кастрюля
379,Kessel::N,kedel,пӧрт
380,Essen::N,måltid,сёйӧм
381,Nahrung::N,mad,вердан
382,Nahrung::N,næring,вердан
383,Speise::N,ret,сёян
384,Fleisch::N,kød,яй
385,Getreide::N,korn,сю
386,Brei::N,grød,каша
387,Brot::N,brød,нянь
388,Scheibe::N,skive,шӧрӧм
389,Fett::N,fedt,гос
390,Butter::N,smør,ви
391,Öl::N,olie,ви
392,Salz::N,salt,сов
393,Suppe::N,suppe,шыд
394,Honig::N,honning,ма
395,Milch::N,mælk,йӧв
396,Tee::N,te,чай
397,Leder::N,skind,кучик
398,Wolle::N,uld,гӧн
399,Stoff::N,stof,дӧра
400,Nadel::N,nål,ем
401,Faden::N,tråd,сунис
402,Knopf::N,knap,кизь
403,Knoten::N,knude,узӧв
404,Knoten::N,knude,гӧрӧд
405,Farbe::N,farve,краска
406,Kleidung::N,påklædning,паськӧм
407,Hemd::N,skjorte,йӧрнӧс
408,Kragen::N,krave,воротник
409,Ärmel::N,ærme,сос
410,Hose::N,bukser,вешьян
411,Gürtel::N,bælte,йи
412,Mütze::N,hue,шапка
413,Schuh::N,sko,ботинки
414,Stiefel::N,støvle,сапог
415,Ring::N,ring,чунькытш
416,Band::N,bånd,ленточка
417,Kamm::N,kam,сынан
418,Spiegel::N,spejl,зеркало
419,Riemen::N,rem,ремень
420,Schnur::N,snor,гез
421,Leine::N,snor,повод
422,Decke::N,tæppe,одеяло
423,Kissen::N,pude,подушка
424,Tuch::N,sjaltørklæde,чышьян
425,Handtuch::N,håndklæde,чышкӧт
426,Kraft::N,kraft,прак
427,Stärke::N,styrke,вын
428,Gesundheit::N,sundhed,здоровье
429,Krankheit::N,sygdom,шог
430,Schmerz::N,smerte,зубыт
431,Wunde::N,sår,рана
432,Fieber::N,feber,лёк тресся
433,Fieber::N,feber,кынтан шогӧт
434,Arznei::N,medicin,лекарство
435,Arznei::N,lægemiddel,лекарство
436,Brücke::N,bro,пос
437,Brunnen::N,brønd,колодец 
438,Weide::N,græsgang,пода йирсян
439,Pfad::N,sti,туй
440,Weg::N,vej,туй
441,Straße::N,gade,туй
442,Dorf::N,landsby,деревня
443,Stadt::N,by,город
444,Brief::N,brev,гижӧт
445,Buch::N,bog,книга
446,Buchstabe::N,bogstav,буква
447,Zeitung::N,avis,газета
448,Leben::N,liv,олан
449,Tod::N,død,кулӧм
450,Grab::N,grav,гу
451,Kirche::N,kirke,вичку
452,Sünde::N,synd,грек
453,Gott::N,gud,ен
454,Arbeiter::N,arbejder,уджалiсь
455,Chef::N,chef,начальник
456,Meister::N,mester,мастер
457,Arzt::N,læge,врач
458,Lehrer::N,lærer,велӧтісь
459,Geld::N,penge,деньга
460,Geschäft::N,forretning,удж
461,Laden::N,butik,магазин
462,Laden::N,forretning,магазин
463,Preis::N,pris,дон
464,Ware::N,vare,товар
465,Nutzen::N,nytte,путь
466,Reichtum::N,rigdom,богатство
467,Welt::N,verden,му
468,Land::N,land,страна
469,Staat::N,stat,государство
470,König::N,konge,кан
471,Macht::N,magt,власть
472,Grenze::N,grænse,граница
473,Krieg::N,krig,война
474,Feind::N,fjende,враг
475,Gewalt::N,vold,
476,Kampf::N,kamp,нярасьӧм
477,Kampf::N,kamp,вермасьӧм
478,Bogen[Waffe]::N,bue,лук
479,Pfeil::N,pil,ньӧв
480,Gewehr::N,gevær,ружьё
481,Fehler::N,fejl,ошибка
482,Lüge::N,løgn,ылӧтӧм
483,Lüge::N,løgn,пӧрьялӧм
484,Schaden::N,skade,лёк
485,Unglück::N,uheld,пик
486,Unglück::N,uheld,оказзё
487,Unglück::N,ulykke,пик
488,Unglück::N,ulykke,оказзё
489,Schuld::N,skyld,вина
490,Alter::N,alder,
491,Schluss::N,slut,ком
492,Schluss::N,slutning,ком
493,Zeit::N,tid,кад
494,Tag::N,dag,лун
495,Morgen::N,morgen,асыв
496,Mittag::N,middag,луншӧр кад
497,Abend::N,aften,рыт
498,Nacht::N,nat,ой
499,Woche::N,uge,неделя
500,Monat::N,måned,тӧлicь
501,Jahr::N,år,год
502,Frühling::N,forår,тулыс
503,Sommer::N,sommer,гожум
504,Herbst::N,efterår,ар
505,Winter::N,vinter,тӧв
506,Januar::N,januar,январ
507,Februar::N,februar,февраль
508,März::N,marts,март
509,April::N,april,апрель
510,Mai::N,maj,май
511,Juni::N,juni,юнь
512,Juli::N,juli,юль
513,August::N,august,август
514,September::N,september,сентяб
515,Oktober::N,oktober,октяб
516,November::N,november,нояб
517,Dezember::N,december,декаб
518,Montag::N,mandag,вильлун
519,Dienstag::N,tirsdag,мӧдӧдзлун
520,Mittwoch::N,onsdag,шӧрлун
521,Donnerstag::N,torsdag,нёльӧдзлун
522,Freitag::N,fredag,витӧдзлун
523,Samstag::N,lørdag,пывсянлун
524,Sonntag::N,søndag,кресення
525,groß::A,stor,ыджыт
526,klein::A,lille,учӧтик
527,lang::A,lang,кузь
528,kurz::A,kort,дженыт
529,breit::A,bred,ота
530,schmal::A,smal,векнит
531,dicht::A,tæt,тшӧк
532,dick[Gegenstand]::A,tyk,кыз
533,dünn::A,tynd,вӧснит
534,fein::A,fin,вӧснит
535,fest::A,fast,крепыт
536,flach::A,flad,лапкӧса
537,glatt::A,glat,волькыт
538,hart::A,hård,чӧрыт
539,weich::A,blød,небыт
540,rund::A,rund,гӧгрӧса
541,spitz::A,spids,ёся
542,scharf::A,skarp,лэчыт
543,stumpf::A,sløv,ныж
544,stumpf::A,stump,ныж
545,schwer::A,tung,сьӧкыт
546,schön::A,skøn,басӧк
547,heiß::A,hed,жар
548,warm::A,varm,шоныт
549,kalt::A,kold,кӧдзыт
550,kühl::A,kølig,сайкыт
551,frisch::A,frisk,виль
552,feucht::A,fugtig,вакодь
553,nass::A,våd,ва
554,trocken::A,tør,кӧс
555,voll::A,fuld,тыра
556,leer::A,tom,тыртӧм
557,offen::A,åben,оссьӧм
558,geschlossen::A,lukket,игана
559,geschlossen::A,lukket,пӧдана
560,sauber::A,ren,сӧдз
561,sauber::A,ren,сӧстӧм
562,schmutzig::A,snavset,нятьӧсь
563,roh::A,rå,путӧм
564,reif::A,moden,кисьмалӧм
565,lecker::A,lækker,кӧра 
566,süß::A,sød,чӧскыт
567,bitter::A,bitter,курыт
568,sauer::A,sur,шӧма 
569,hell::A,lys,югыт
570,dunkel::A,mørk,пемыт
571,schwarz::A,sort,сьӧд
572,weiß::A,hvid,чочком
573,rot::A,rød,гӧрд
574,gelb::A,gul,веж
575,blau::A,blå,лӧз
576,grün::A,grøn,веж
577,grau::A,grå,руд
578,grau::A,grå,бусӧй
579,bunt::A,broget,быдрӧма
580,billig::A,billig,донтӧм
581,teuer::A,dyr,дона
582,wertvoll::A,værdifuld,дона
583,blind::A,blind,синтӧм
584,taub::A,døv,пельтӧм
585,kräftig::A,kraftig,вына
586,stark::A,stærk,вына
587,schwach::A,svag,некодя
588,fett::A,fed,госа
589,schlank::A,slank,статя
590,hübsch::A,køn,басӧк
591,böse::A,ond,лёк
592,böse::A,slem,лёк
593,dumm::A,dum,бӧбӧв
594,dumm::A,dum,вежӧртӧм
595,faul::A,doven,дыш
596,fleißig::A,flittig,уджалicь
597,geizig::A,gerrig,жикмӧра
598,geizig::A,gerrig,горшаліcь
599,klug::A,klog,авья
600,klug::A,klog,вежӧра
601,geschickt::A,dygtig,кипода
602,geschickt::A,behændig,кипода
603,lieb::A,rar,муса
604,lieb::A,rar,дзулиньӧй
605,lustig::A,lystig,гажа
606,sanft::A,blid,лебезнӧй
607,hungrig::A,sulten,тшыг
608,krank::A,syg,шогалiсь
609,nackt::A,nøgen,куш
610,traurig::A,bedrøvet,жугыль
611,lebendig::A,levende,ловья
612,gut::A,god,бур
613,schlecht::A,dårlig,умӧль
614,richtig::A,rigtig,
615,schlimm::A,slem,нештӧм
616,wahr::A,sand,
617,alt::A,gammel,важ
618,neu::A,ny,виль
619,ehemalig::A,forhenværende,вӧвлӧм
620,alt[Lebewesen]::A,gammel,года
621,alt[Lebewesen]::A,gammel,годдэза
622,jung::A,ung,том
623,arm::A,fattig,гов
624,arm::A,fattig,беднӧй
625,reich::A,rig,эма
626,bekannt::A,kendt,тӧдса
627,berühmt::A,berømt,
628,fremd::A,fremmed,чужӧй
629,verschieden::A,forskellig,быдкодь
630,nah::A,nær,матiсь
631,fern::A,fjern,ылicь
632,linker::A,venstre,шульга
633,rechter::A,højre,веськытланись
634,anderer::A,anden,мукӧд
635,erster::A,første,медодзза
636,zweiter::A,anden,кыкӧт
637,dritter::A,tredje,куимӧт
638,dritter::A,tredje,куимӧдз
639,letzter::A,sidste,бӧрья
640,letzter::A,sidste,мёдбӧрья
641,allein::ADV,alene,
642,auf einmal::ADV,på én gang,тшӧтш
643,zusammen::ADV,sammen,ӧтлаын
644,lange::ADV,længe,дыр
645,plötzlich::ADV,pludselig,друг
646,sofort::ADV,straks,тшӧтш
647,später::ADV,senere,медбӧрын
648,jetzt::ADV,nu,ӧні
649,heute::ADV,i dag,талун
650,morgen::ADV,i morgen,ашын
651,bald::ADV,snart,чожа
652,dann::ADV,så,сыбӧрын
653,gestern::ADV,i går,тӧн
654,einst::ADV,engang,ӧтпыр
655,damals::ADV,dengang,сэк
656,damals::ADV,dengang,сэки
657,danach::ADV,derefter,сэсся
658,vorher::ADV,før,одзжык
659,vorher::ADV,forud,одзжык
660,zuerst::ADV,først,наперво
661,einmal::ADV,en gang,ӧтпыр
662,manchmal::ADV,sommetider,мукӧдпыр
663,oft::ADV,ofte,-лы-
664,immer::ADV,altid,быдпыр
665,immer::ADV,altid,быдпырся
666,niemals::ADV,aldrig,некӧр
667,hier::ADV,her,татӧн
668,hierhin::ADV,hid,татчӧ
669,hierhin::ADV,herhen,татчӧ
670,von hier::ADV,herfra,тасянь
671,dort::ADV,der,сэтӧн
672,dorthin::ADV,derhen,сэтчин
673,geradeaus::ADV,lige ud,веськыта
674,vorwärts::ADV,fremad,одзӧ
675,rückwärts::ADV,baglæns,бӧр
676,zurück::ADV,tilbage,бӧр
677,unten::ADV,nede,увтын
678,unten::ADV,forneden,увтын
679,hinab::ADV,ned,увтас
680,hinab::ADV,nedad,увтас
681,oben::ADV,oppe,вевдӧрас
682,oben::ADV,ovenpå,вевдӧрас
683,hinauf::ADV,op,вывлань
684,hinauf::ADV,op,вывланьӧ
685,hinauf::ADV,opad,вывлань
686,hinauf::ADV,opad,вывланьӧ
687,überall::ADV,overalt,быдлан
688,nicht::ADV,ikke,ог
689,ein wenig::ADV,lidt,-ышт
690,ein wenig::ADV,lidt,невна
691,kaum::ADV,knap,ӧдва
692,kaum::ADV,næppe,ӧдва
693,sehr::ADV,meget,вывтi
694,so::ADV,så,сiдз
695,noch::ADV,endnu,эшӧ
696,nur::ADV,kun,только
697,nur::ADV,bare,только
698,schon::ADV,alt,ни
699,schon::ADV,allerede,ни
700,wieder::ADV,igen,бӧра
701,vergebens::ADV,forgæves,весись
702,vor::PRP,foran,одзас
703,vor::PRP,uden for,одзас
704,hinter::PRP,bag,бӧрӧ
705,hinter::PRP,bagved,бӧрӧ
706,unter::PRP,under,увтын
707,durch::PRP,gennem,пыр
708,durch::PRP,igennem,пыр
709,neben::PRP,ved siden af,бокам
710,neben::PRP,ved siden af,боксиным
711,zwischen::PRP,mellem,коласас
712,wegen::PRP,på grund af,понда
713,dies::PRN,dette,эта
714,das::PRN,det,сiя
715,alles::PRN,alt,быдӧс
716,ich::PRN,jeg,ме
717,du::PRN,du,тэ
718,er::PRN,han,сiя
719,wir::PRN,vi,мийӧ
720,ihr::PRN,I,ті
721,sie::PRN,de,нія
722,was::FPRN,hvad,мый
723,wer::FPRN,hvem,кин
724,wo::FADV,hvor,кытӧн
725,wohin::FADV,hvorhen,кытчӧ
726,wie::FADV,hvordan,дзик
727,warum::FADV,hvorfor,мыля
728,warum::FADV,hvorfor,мыйсянь
729,wieviel::FNUM,hvor meget,мымда
730,eins::NUM,én,ӧт
731,zwei::NUM,to,кык
732,drei::NUM,tre,куим
733,vier::NUM,fire,нёль
734,fünf::NUM,fem,вит
735,sechs::NUM,seks,квать
736,sieben::NUM,syv,сизим
737,acht::NUM,otte,кыкьямыс
738,neun::NUM,ni,ӧкмыс
739,zehn::NUM,ti,дас
740,elf::NUM,elleve,дасотік
741,zwölf::NUM,tolv,даскык
742,zwanzig::NUM,tyve,кыкдас
743,dreißig::NUM,tredive,куимдас
744,vierzig::NUM,fyrre,нёльдас
745,vierzig::NUM,fyrretyve,нёльдас
746,fünfzig::NUM,halvtreds,витдас
747,sechzig::NUM,tres,кватьдас
748,siebzig::NUM,halvfjerds,сизимдас
749,achtzig::NUM,firs,кыкьямысдас
750,neunzig::NUM,halvfems,ӧкмысдас
751,hundert::NUM,hundrede,сто
752,tausend::NUM,tusind,тысяча
753,und::CNJ,og,и
754,und::CNJ,og,да
755,oder::CNJ,eller,или
756,stehen::V,stå,сулавны
757,sitzen::V,sidde,пукавны
758,liegen::V,ligge,куйлыны
759,hängen::V,hænge,ӧшавны
760,werden::V,blive,лоны
761,passieren::V,ske,аркмыны
762,passieren::V,hænde,аркмыны
763,beginnen::V,begynde,петны
764,enden::V,ende,-сь
765,enden::V,ende,бырны
766,wechseln::V,veksle,вежсьыны
767,aufgehen[Sonne]::V,gå op,петавны
768,aufgehen[Sonne]::V,stå op,петавны
769,untergehen[Sonne]::V,gå ned,пуксьыны
770,scheinen[Sonne]::V,skinne,югьявны
771,donnern::V,tordne,гымавны
772,wehen::V,blæse,пӧлявны
773,strömen::V,strømme,киссьыны
774,fließen::V,flyde,визывтны
775,sich drehen::V,dreje sig,бергавны
776,schwanken::V,vakle,кӧвьясьны
777,schwingen::V,svinge,дюттясьны
778,fallen::V,falde,усьны
779,brennen::V,brænde,сотчыны
780,rauchen::V,ryge,тшынасьны
781,regnen::V,regne,зэрны
782,gefrieren::V,fryse,гегдыны
783,tauen::V,tø,сывны
784,schmelzen::V,smelte,сывны
785,trocknen::V,tørre,косьмыны
786,sieden::V,koge,пизьны
787,faulen::V,rådne,нёльзьыны
788,verfaulen::V,rådne,тӧрмыны
789,verfaulen::V,rådne,сiсьмыны
790,reißen::V,briste,косясьны
791,versinken::V,synke,вӧйны
792,versinken::V,synke ned,вӧйны
793,vergehen::V,forløbe,мунны
794,erscheinen::V,vise sig,мыччисьны
795,verschwinden::V,forsvinde,ӧшны
796,sinken::V,synke,ямны
797,abnehmen::V,aftage,ямны
798,zunehmen::V,tiltage,паськавны
799,steigen::V,stige,лэбтiсьны
800,wachsen::V,gro,быдмыны
801,wachsen::V,vokse,быдмыны
802,glänzen::V,glinse,свиттявны
803,funkeln::V,tindre,югйовтлыны
804,funkeln::V,tindre,югйӧв-керны
805,lärmen::V,larme,чавзыны
806,läuten::V,ringe,диньгыны
807,klingeln::V,ringe,силькӧтны
808,klirren::V,klirre,жольӧтны
809,brausen::V,bruse,гуасьны
810,rauschen::V,suse,кышӧтны
811,klingen::V,lyde,горавны
812,klingen::V,klinge,горавны
813,bellen::V,gø,увтны
814,bellen::V,gø,вувтны
815,heulen::V,hyle,уннявны
816,blasen::V,blæse,пӧлявны
817,pfeifen::V,fløjte,пиксыны
818,schreien::V,skrige,айзыны
