,Concept_ID,br,ca
825,rauschen::V,trouzal,murmurar
826,klingen::V,seniñ,sonar
827,bellen::V,harzhal,lladrar
828,heulen::V,yudal,udolar
829,blasen::V,c'hwezhañ,bufar
830,pfeifen::V,c'hwitellat,xiular
831,schreien::V,huchal,cridar
832,stöhnen::V,hirvoudiñ,gemegar
833,zittern::V,krenañ,tremolar
834,leben::V,bevañ,vīure
835,geboren werden::V,genel,néixer
836,atmen::V,tennañ e anal,respirar
837,trinken::V,evañ,beure
838,essen::V,debriñ,menjar
839,schlucken::V,lonkañ,empassar-se
840,müde werden::V,skuizhañ,cansar-se
841,einschlafen::V,menel kousket,adormir-se
842,schlafen::V,kousket,dormir
843,aufwachen::V,dihuniñ,despertar-se
844,aufstehen::V,sevel,llevar-se
845,sich erholen::V,diskuizhañ,descansar
846,krank werden::V,klañviñ,posar-se malalt
847,krank sein::V,bezañ klañv,estar malalt
848,schmerzen::V,skourjezañ,doldre
849,husten::V,pasaat,tossir
850,husten::V,peudal,tossir
851,genesen::V,pareañ,recuperar-se
852,sterben::V,mervel,morir
853,umkommen::V,perisañ,perir
854,sich bewegen::V,bouljal,moure's
855,sich rühren::V,fiñval,moure's
856,sich erheben::V,sevel,aixecar-se
857,sich setzen::V,azezañ,asseure's
858,sich setzen::V,mont en e goazez,asseure's
859,hinfallen::V,kouezhañ,caure's
860,laufen::V,redek,caminar
861,schreiten::V,kerzhet,procedir
862,spazierengehen::V,pourmen,passejar
863,eilen::V,hastañ,anar corrent
864,sich beeilen::V,hastañ,afanyar-se
865,sausen::V,karzhañ,córrer
866,rennen::V,redek,córrer
867,springen::V,lammat,saltar
868,klettern::V,krimpat,escalar
869,schaukeln::V,brañsellat,gronxar-se
870,schaukeln::V,brañsellat,balancejar-se
871,kriechen::V,skrampañ,reptar
872,kriechen::V,skrampañ,arrossegar-se
873,schwimmen::V,neuial,nadar
874,tauchen::V,splujañ,bussejar
875,tauchen::V,splujañ,submergir-se
876,rudern::V,roeñvat,remar
877,fahren::V,kas,anar
878,fahren::V,bleniañ,anar
879,fliegen::V,nijal,volar
880,gehen::V,mont,caminar
881,weggehen::V,mont kuit,anar-se'n
882,abfahren::V,mont kuit,partir
883,anhalten::V,chom a-sav,aturar-se
884,hineingehen::V,monet e-barzh,entrar
885,eintreten::V,monet e-barzh,entrar
886,kommen::V,dont,venir
887,ankommen::V,erruout,arribar
888,zurückkommen::V,addonet,tornar
889,bleiben::V,chom,quedar-se
890,warten::V,gortoz,esperar
891,erwarten::V,gortoz,esperar
892,suchen::V,klask,buscar
893,finden::V,kavout,trobar
894,versuchen::V,klask,intentar
895,vorbereiten::V,aozañ,preparar
896,lieben::V,karout,estimar
897,mögen::V,karout,agradar a
898,lachen::V,c'hoarzin,riure
899,rühren::V,tenerañ,commoure
900,rühren::V,tenerañ,emocionar
901,weinen::V,gouelañ,plorar
902,schimpfen::V,krozal,renyar
903,sich ärgern::V,fachañ,enfadar-se
904,sich ärgern::V,en em fachañ,enfadar-se
905,fliehen::V,tec'het,fugir
906,flüchten::V,tuzañ,refugiar-se
907,sehen::V,gwelet,veure
908,anschauen::V,sellout ouzh,mirar
909,ansehen::V,sellout ouzh,mirar
910,hören::V,klevet,oir
911,zuhören::V,selaou,escoltar
912,probieren::V,blasa,provar
913,riechen::V,klevet,olorar
914,fühlen::V,santout,sentīr
915,scheinen::V,diskouez bezañ,semblar
916,zu sehen sein::V,bezañ gwelus,poder-se veure
917,vernehmen::V,merzhañ,percebre
918,frieren::V,anoued,tenir fred
919,tun::V,ober,fer
920,können::V,gouzout,poder
921,wollen::V,fellout da,voler
922,wollen::V,kaout c'hoant da,voler
923,anfangen::V,kregiñ,iniciar
924,beenden::V,achuiñ,acabar
925,aufhören::V,paouez,deixar
926,öffnen::V,digeriñ,obrir
927,schließen::V,serriñ,tancar
928,stellen::V,lakaat,posar
929,stellen::V,lakaat,col·locar
930,setzen::V,lakaat,assentar
931,legen::V,lakaat,posar
932,berühren::V,touch,tocar
933,verbinden::V,eren,unir
934,verbinden::V,eren,connectar
935,bedecken::V,goloiñ,tapar
936,bedecken::V,goloiñ,cobrir
937,aufhängen::V,istribilhañ,penjar
938,anzünden::V,alumiñ,encendre
939,anzünden::V,c'hwezzañ,encendre
940,aufheben::V,dastum,aixecar
941,zurücklassen::V,lezel,deixar
942,verlieren::V,koll,pērdre
943,fallen lassen::V,laoskel,deixar caure
944,fallen lassen::V,lezel da gouezhel,deixar caure
945,machen::V,ober,fer
946,herstellen::V,fardañ,producir
947,bauen::V,sevel,construir
948,reparieren::V,adaozañ,reparar
949,verbessern::V,gwellaat,millorar
950,ändern::V,cheñch,canviar
951,graben::V,kleuzañ,cavar
952,beugen::V,plegañ,doblegar
953,biegen::V,krommañ,corbar
954,biegen::V,krommañ,arquejar
955,drehen::V,treiñ,girar
956,wenden::V,treiñ,girar
957,umdrehen::V,treiñ,voltar
958,heben::V,sevel,pujar
959,heben::V,sevel,aixecar
960,hochheben::V,sevel,aixecar
961,ergreifen::V,kemer,agafar
962,halten::V,dalc'hen,mantenir
963,drücken::V,bountañ,prémer
964,drücken::V,bountañ,estrènyer
965,schieben::V,poulzañ,empènyer
966,kratzen::V,skrabat,raspar
967,lecken::V,lipat,llepar
968,beißen::V,kregiñ,mossegar
969,abreißen::V,diframmañ,arrencar
970,abschneiden::V,troc'hañ,tallar
971,binden::V,stagañ,lligar
972,stecken::V,sankañ,ficar
973,brechen::V,darnaouiñ,trencar
974,klopfen::V,skoiñ,trucar
975,hauen::V,dornañ,picar
976,hauen::V,dornañ,colpejar
977,kleben::V,pegañ,enganxar
978,reiben::V,taravat,fregar
979,reiben::V,trekiñ,fregar
980,streichen::V,toazañ,untar
981,schleifen::V,lemmañ,afilar
982,schleifen::V,lemmañ,esmolar
983,schneiden::V,troc'hañ,tallar
984,rütteln::V,tordorosañ,sacsejar
985,schütteln::V,hejañ,agitar
986,schütteln::V,hejañ,sacsejar
987,schütten::V,diskargañ,abocar
988,füllen::V,kargañ,omplir
989,einwickeln::V,gronnañ,embolicar
990,tragen::V,dougen,dur
991,tragen::V,dougen,portar
992,schleppen::V,stlejal,arrossegar
993,ziehen::V,sachañ,tirar
994,ziehen::V,sachañ,estirar
995,aufbewahren::V,miret,conservar
996,werfen::V,teuler,llançar
997,fangen::V,tapañ,agafar
998,fangen::V,tapañ,atrapar
999,packen::V,krapat,engrapar
1000,verstecken::V,kuzhat,amagar
1001,teilen::V,rannañ,dividir
1002,schicken::V,kas,enviar
1003,bringen::V,degas,portar
1004,hinzufügen::V,lakat ouzhpenn,afegir
1005,bekommen::V,kaout,obtenir
1006,erhalten::V,kaout,rebre
1007,nehmen::V,kemer,prendre
1008,wählen::V,choaz,triar
1009,wählen::V,choaz,elegir
1010,auswählen::V,dibab,escollir
1011,auswählen::V,dibab,seleccionar
1012,bewahren::V,mirout,conservar
1013,behindern::V,diaezañ,impedir
1014,behindern::V,diaezañ,obstaculitzar
1015,verderben::V,lovrañ,espatllar
1016,beschädigen::V,gwallegañ,danyar
1017,beschädigen::V,gwallegañ,destrossar
1018,zerbrechen::V,torriñ,trencar
1019,zerreißen::V,diroegiñ,estripar
1020,zerstören::V,distrujañ,destruir
1021,verbrennen::V,deviñ,cremar
1022,geben::V,reiñ,donar
1023,schenken::V,donezonañ,regalar
1024,versprechen::V,prometiñ,prometre
1025,wünschen::V,hetiñ,desitjar
1026,loben::V,feurmiñ,elogiar
1027,küssen::V,pokat,fer un petó a
1028,wiegen::V,pouezañ,bressolar
1029,zudecken::V,goloiñ,tapar
1030,zudecken::V,goloiñ,cobrir
1031,wecken::V,dihuniñ,despertar
1032,zeigen::V,diskouez,mostrar
1033,zeigen::V,diskouez,ensenyar
1034,führen::V,kas,guiar
1035,führen::V,kas,conduir
1036,lehren::V,deskiñ,ensenyar
1037,unterrichten::V,kelenn,ensenyar
1038,leiten::V,bleinañ,dirigir
1039,antreiben::V,poulzañ,impel·lir
1040,lassen::V,leuskel,fer
1041,einladen::V,pediñ,invitar
1042,einladen::V,pediñ,convidar
1043,vereinigen::V,unisañ,unir
1044,besuchen::V,gweladenniñ,visitar
1045,besuchen::V,gweladenniñ,anar a veure
1046,treffen::V,kejal,trobar
1047,treffen::V,ankontrañ,trobar
1048,sich versammeln::V,bodennañ,reunir-se
1049,spielen::V,c'hoari,jugar
1050,singen::V,kanañ,cantār
1051,tanzen::V,dañsal,ballar
1052,sich trennen::V,dispartiañ,separar-se
1053,verlassen::V,lezel,deixar
1054,verlassen::V,lezel,abandonar
1055,retten::V,saveteiñ,salvar
1056,bewachen::V,mesa,vigilar
1057,schützen::V,diwall,protegir
1058,verteidigen::V,difenn,defensar
1059,sich schlagen::V,lopañ,barallar-se
1060,siegen::V,trec'hiñ,vèncer
1061,ärgern::V,hegasiñ,enfadar
1062,schlagen::V,skeiñ,pegar
1063,schlagen::V,skeiñ,colpejar
1064,treten::V,botaouiñ,donar un cop de peu a
1065,stechen::V,pikat,punxar
1066,stechen::V,pikat,apunyalar
1067,stoßen::V,stokañ,empènyer
1068,stehlen::V,laerezh,robar
1069,stören::V,direnkañ,molestar
1070,belästigen::V,dregasiñ,importunar
1071,verbergen::V,skoachañ,amagar
1072,verbergen::V,skoachañ,ocultar
1073,täuschen::V,tromplañ,enganyar
1074,betrügen::V,lorbañ,estafar
1075,töten::V,lazhañ,matar
1076,wohnen::V,bezañ o chom,vīure
1077,wohnen::V,bezañ o chom,habitar
1078,arbeiten::V,labourat,treballar
1079,sammeln::V,dastum,col·leccionar
1080,pflücken::V,kuntuilhañ,collir
1081,jagen::V,chaseal,caçar
1082,fischen::V,pesketa,pescar
1083,fassen::V,pakañ,atrapar
1084,hüten::V,geota,pasturar
1085,anbinden::V,stagañ,lligar
1086,füttern::V,boueta,donar menjar a
1087,melken::V,goro,munyir
1088,hacken::V,difrakal,picar
1089,hacken::V,difrakal,tallar
1090,gießen::V,dourañ,regar
1091,reifen::V,azviñ,madurar
1092,zubereiten::V,keginañ,preparar
1093,kochen::V,poazhañ,coure
1094,backen::V,fritañ,coure al forn
1095,braten::V,rostañ,rostir
1096,stricken::V,stammañ,tricotar
1097,stricken::V,stammañ,fer punt de mitja
1098,nähen::V,gwriat,cosir
1099,färben::V,livañ,tenyir
1100,reinigen::V,naetañ,netejar
1101,waschen::V,gwalc'hiñ,rentār
1102,abwischen::V,torchañ,eixugar
1103,spülen::V,disgwalc'hiñ,esbandir
1104,fegen::V,skubañ,escombrar
1105,kehren::V,skubañ,escombrar
1106,baden::V,kouronkañ,banyar-se
1107,sich waschen::V,en em walc'hiñ,rentār-se
1108,sich anziehen::V,gwiskañ,vestir-se
1109,kämmen::V,kribat,pentinar
1110,schmücken::V,kinklañ,adornar
1111,sagen::V,larêt,dir
1112,sagen::V,lavaret,dir
1113,sprechen::V,komz,parlar
1114,reden::V,kaozeal,parlar
1115,sich unterhalten::V,balbotal,conversar
1116,fragen::V,goulenn,preguntar
1117,bitten::V,goulenn,demanar
1118,erzählen::V,kontañ,contar
1119,erzählen::V,kontañ,explicar
1120,mitteilen::V,kemenn,comunicar
1121,nennen::V,anviñ,nomenar
1122,rufen::V,gelver,cridar
1123,prahlen::V,fougeal,lloar-se
1124,prahlen::V,fougeal,jactar-se
1125,übersetzen::V,treiñ,traduir
1126,denken::V,soñjal,pensar
1127,glauben::V,krediñ,creure
1128,bemerken::V,apresevañ,notar
1129,erkennen::V,anavout,reconèixer
1130,begreifen::V,meizañ,comprendre
1131,verstehen::V,kompren,entendre
1132,lernen::V,deskiñ,aprendre
1133,wissen::V,gouzout,saber
1134,sich erinnern an::V,kaout soñj e,recordar
1135,vergessen::V,ankouaat,oblidar
1136,messen::V,muzuliañ,mesurar
1137,zählen::V,kontañ,comptar
1138,rechnen::V,jedañ,calcular
1139,lesen::V,lenn,llegir
1140,malen::V,livañ,pintar
1141,zeichnen::V,tresañ,dibuixar
1142,schreiben::V,skrivañ,escrīure
1143,besitzen::V,kaout,posseir
1144,kaufen::V,prenañ,comprar
1145,verkaufen::V,gwerzhañ,vendre
1146,bezahlen::V,paeañ,pagar
1147,zahlen::V,paeañ,pagar per
1148,beherrschen::V,mestroniañ,dominar
1149,ertragen::V,anduriñ,aguantar
1150,Grube::N,,sot
1151,Grube::N,,clot
1152,Spur::N,,traça
1153,Lehm::N,,fang
1154,Lehm::N,,argila
1155,Laut::N,,so
1156,Winkel::N,,racó
1157,Lagerfeuer::N,,foc de campament
1158,vergebens::ADV,,en va
1159,untergehen[Sonne]::V,,posar-se
1160,läuten::V,,sonar
1161,klingeln::V,,trucar
1162,sich fürchten::V,,tenir por
1163,fürchten::V,,témer
1164,gelingen::V,,sortir bé
1165,geraten::V,,sortir
1166,schwenken::V,,agitar
1167,reichen::V,,passar
1168,aufziehen::V,,criar
1169,schießen::V,,tirar
1170,schießen::V,,disparar
1171,treiben::V,,arriar
1172,umrühren::V,,remenar
1173,ausziehen::V,,treure's
1174,anziehen::V,,posar-se
