,Concept_ID,ru,hu
851,zunehmen::V,увеличиваться,növekszik
852,zunehmen::V,увеличиваться,gyarapszik
853,steigen::V,подниматься,emelkedik
854,wachsen::V,расти,nő
855,wachsen::V,расти,terem
856,wachsen::V,расти,növekszik
857,glänzen::V,блестеть,ragyog
858,glänzen::V,блестеть,fénylik
859,funkeln::V,сверкать,csillog
860,funkeln::V,сверкать,tündöklik
861,lärmen::V,шуметь,lármázik
862,läuten::V,звонить,cseng
863,klingeln::V,звонить,csenget
864,klirren::V,звякать,csörömpöl
865,brausen::V,бушевать,zúg
866,brausen::V,бушевать,morajlik
867,rauschen::V,шелестеть,zúg
868,klingen::V,звучать,hangzik
869,bellen::V,лаять,ugat
870,heulen::V,выть,bőg
871,heulen::V,выть,üvölt
872,blasen::V,дунуть,fúj
873,pfeifen::V,свистеть,fütyül
874,schreien::V,кричать,kiált
875,schreien::V,кричать,kiabál
876,stöhnen::V,стонать,nyög
877,zittern::V,дрожать,remeg
878,zittern::V,дрожать,reszket
879,leben::V,жить,él
880,geboren werden::V,родиться,születik
881,atmen::V,дышать,lélegzik
882,trinken::V,пить,iszik
883,essen::V,есть,eszik
884,essen::V,кушать,eszik
885,schlucken::V,глотать,nyel
886,müde werden::V,устать,elfárad
887,müde werden::V,устать,kifárad
888,einschlafen::V,заснуть,elalszik
889,schlafen::V,спать,alszik
890,aufwachen::V,проснуться,felébred
891,aufstehen::V,встать,felkel
892,sich erholen::V,отдыхать,pihen
893,krank werden::V,заболеть,megbetegedik
894,krank werden::V,заболеть,belebetegszik
895,krank sein::V,болеть,betegeskedik
896,schmerzen::V,болеть,fáj
897,husten::V,кашлять,köhög
898,genesen::V,поправиться,meggyógyul
899,sterben::V,умереть,hal
900,umkommen::V,погибнуть,elpusztul
901,sich bewegen::V,двигаться,mozog
902,sich rühren::V,шевельнуться,mozdul
903,sich erheben::V,встать,feláll
904,sich erheben::V,встать,felemelkedik
905,sich setzen::V,сесть,ül
906,sich setzen::V,сесть,leül
907,hinfallen::V,упасть,bukik
908,hinfallen::V,упасть,elesik
909,laufen::V,ходить,jár
910,schreiten::V,шагать,lép
911,spazierengehen::V,гулять,sétál
912,eilen::V,спешить,siet
913,sich beeilen::V,торопиться,siet
914,sausen::V,мчаться,robog
915,rennen::V,бегать,fut
916,rennen::V,бегать,szalad
917,springen::V,прыгать,ugrik
918,klettern::V,лазать,kúszik
919,schaukeln::V,раскачиваться,hintázik
920,kriechen::V,ползать,kúszik
921,schwimmen::V,плавать,úszik
922,tauchen::V,нырять,merül
923,rudern::V,грести,evez
924,fahren::V,ехать,jár
925,fahren::V,ехать,megy
926,fahren::V,ехать,utazik
927,fliegen::V,летать,száll
928,gehen::V,идти,megy
929,weggehen::V,уйти,elmegy
930,abfahren::V,отправиться,indul
931,anhalten::V,остановиться,megáll
932,hineingehen::V,входить,bemegy
933,eintreten::V,войти,belép
934,kommen::V,прийти,jön
935,ankommen::V,прибыть,érkezik
936,ankommen::V,прибыть,megérkezik
937,zurückkommen::V,возвратиться,visszajön
938,bleiben::V,остаться,marad
939,bleiben::V,остаться,megmarad
940,warten::V,ждать,vár
941,warten::V,ждать,várakozik
942,erwarten::V,ожидать,vár
943,erwarten::V,ожидать,megvár
944,suchen::V,искать,kutat
945,finden::V,найти,talál
946,versuchen::V,пытаться,megpróbál
947,versuchen::V,пытаться,megkísérel
948,vorbereiten::V,подготовить,előkészít
949,lieben::V,любить,szeret
950,mögen::V,любить,szeret
951,lachen::V,смеяться,nevet
952,rühren::V,растрогать,mozdít
953,weinen::V,плакать,sír
954,schimpfen::V,ругаться,szid
955,schimpfen::V,ругаться,szitkozódik
956,sich ärgern::V,сердиться,mérgelődik
957,sich ärgern::V,сердиться,bosszankodik
958,sich fürchten::V,бояться,fél
959,sich fürchten::V,бояться,retteg
960,fürchten::V,бояться,fél
961,fliehen::V,убегать,menekül
962,flüchten::V,убежать,elmenekül
963,sehen::V,видеть,néz
964,anschauen::V,посмотреть,megnéz
965,ansehen::V,смотреть,néz
966,ansehen::V,смотреть,ránéz
967,ansehen::V,смотреть,megnéz
968,hören::V,слышать,hall
969,zuhören::V,слушать,hallgat
970,zuhören::V,слушать,meghallgat
971,probieren::V,пробовать,kóstol
972,probieren::V,пробовать,megkóstol
973,riechen::V,нюхать,szagol
974,fühlen::V,чувствовать,érez
975,scheinen::V,казаться,tűnik
976,scheinen::V,казаться,látszik
977,zu sehen sein::V,виднеться,mutatkozik
978,vernehmen::V,услышать,hall
979,frieren::V,мерзнуть,fázik
980,tun::V,делать,csinál
981,tun::V,делать,cselekszik
982,können::V,мочь,tud
983,können::V,уметь,tud
984,wollen::V,хотеть,akar
985,anfangen::V,начать,kezd
986,beenden::V,закончить,befejez
987,aufhören::V,перестать,megszűnik
988,gelingen::V,удаться,sikerül
989,geraten::V,оказаться,kerül
990,geraten::V,оказаться,jut
991,öffnen::V,открыть,nyit
992,öffnen::V,открыть,kinyit
993,schließen::V,закрыть,csuk
994,schließen::V,закрыть,becsuk
995,stellen::V,поставить,állít
996,stellen::V,поставить,helyez
997,setzen::V,посадить,ültet
998,setzen::V,посадить,helyez
999,legen::V,класть,tesz
1000,legen::V,класть,fektet
1001,berühren::V,трогать,érint
1002,verbinden::V,связать,beköt
1003,verbinden::V,связать,összeköt
1004,bedecken::V,покрыть,betakar
1005,bedecken::V,покрыть,beborít
1006,aufhängen::V,повесить,felakaszt
1007,anzünden::V,зажечь,gyújt
1008,anzünden::V,зажечь,meggyújt
1009,aufheben::V,поднять,felemel
1010,zurücklassen::V,оставить,hátrahagy
1011,verlieren::V,потерять,veszít
1012,verlieren::V,потерять,elveszít
1013,fallen lassen::V,уронить,elejt
1014,machen::V,сделать,tesz
1015,machen::V,сделать,csinál
1016,herstellen::V,изготовить,gyárt
1017,herstellen::V,изготовить,előállít
1018,bauen::V,строить,épít
1019,reparieren::V,чинить,javít
1020,reparieren::V,чинить,kijavít
1021,reparieren::V,чинить,megjavít
1022,verbessern::V,улучшить,megjavít
1023,ändern::V,изменить,változtat
1024,ändern::V,изменить,megváltoztat
1025,graben::V,копать,ás
1026,beugen::V,согнуть,meghajt
1027,biegen::V,погнуть,hajlít
1028,drehen::V,вертеть,forgat
1029,wenden::V,повернуть,fordít
1030,wenden::V,повернуть,megfordít
1031,umdrehen::V,перевернуть,megfordít
1032,umdrehen::V,перевернуть,megforgat
1033,heben::V,поднимать,emel
1034,hochheben::V,поднять,felemel
1035,ergreifen::V,схватить,megfog
1036,halten::V,держать,tart
1037,drücken::V,нажимать,nyom
1038,drücken::V,нажимать,megnyom
1039,schieben::V,толкать,tol
1040,kratzen::V,скрести,vakar
1041,lecken::V,лизать,nyal
1042,beißen::V,кусать,harap
1043,abreißen::V,оторвать,letép
1044,abschneiden::V,отрезать,levág
1045,binden::V,вязать,köt
1046,binden::V,вязать,kötöz
1047,stecken::V,воткнуть,dug
1048,brechen::V,сломать,tör
1049,brechen::V,сломать,eltör
1050,klopfen::V,стучать,kopogtat
1051,hauen::V,бить,vág
1052,hauen::V,бить,levág
1053,kleben::V,клеить,tapaszt
1054,reiben::V,тереть,dörzsöl
1055,reiben::V,тереть,súrol
1056,streichen::V,намазать,simít
1057,schleifen::V,точить,fen
1058,schleifen::V,точить,csiszol
1059,schleifen::V,точить,köszörül
1060,schneiden::V,резать,vág
1061,schneiden::V,резать,szel
1062,schneiden::V,резать,metsz
1063,rütteln::V,шатать,ráz
1064,schütteln::V,трясти,ráz
1065,schütteln::V,трясти,megráz
1066,schwenken::V,махать,lóbál
1067,schwenken::V,махать,lobogtat
1068,schütten::V,налить,önt
1069,füllen::V,наполнить,tölt
1070,füllen::V,наполнить,megtölt
1071,einwickeln::V,завернуть,becsavar
1072,tragen::V,нести,hord
1073,schleppen::V,тащить,vonszol
1074,ziehen::V,тянуть,húz
1075,aufbewahren::V,хранить,megőriz
1076,werfen::V,бросать,dob
1077,werfen::V,бросать,hajít
1078,fangen::V,ловить,fog
1079,packen::V,схватить,megragad
1080,verstecken::V,спрятать,eldug
1081,verstecken::V,спрятать,elrejt
1082,teilen::V,разделить,oszt
1083,teilen::V,разделить,megoszt
1084,schicken::V,посылать,küld
1085,bringen::V,принести,hoz
1086,bringen::V,принести,visz
1087,hinzufügen::V,добавить,hozzáad
1088,bekommen::V,достать,kap
1089,bekommen::V,достать,megkap
1090,erhalten::V,получить,kap
1091,erhalten::V,получить,megkap
1092,nehmen::V,взять,vesz
1093,wählen::V,выбрать,választ
1094,auswählen::V,отобрать,kiválaszt
1095,bewahren::V,сохранить,megtart
1096,behindern::V,препятствовать,akadályoz
1097,behindern::V,препятствовать,gátol
1098,verderben::V,испортить,elront
1099,beschädigen::V,повредить,rongál
1100,zerbrechen::V,разбить,eltör
1101,zerbrechen::V,разбить,széttör
1102,zerbrechen::V,разбить,kettétör
1103,zerreißen::V,разорвать,eltép
1104,zerreißen::V,разорвать,széttép
1105,zerstören::V,разрушить,elpusztít
1106,verbrennen::V,сжечь,éget
1107,verbrennen::V,сжечь,eléget
1108,geben::V,дать,ad
1109,reichen::V,передать,nyújt
1110,schenken::V,дарить,ajándékoz
1111,versprechen::V,обещать,ígér
1112,wünschen::V,желать,kíván
1113,loben::V,хвалить,dicsér
1114,küssen::V,целовать,csókol
1115,wiegen::V,качать,ringat
1116,zudecken::V,накрыть,betakar
1117,wecken::V,разбудить,kelt
1118,wecken::V,разбудить,ébreszt
1119,zeigen::V,показать,mutat
1120,führen::V,вести,visz
1121,führen::V,вести,vezet
1122,lehren::V,учить,tanít
1123,unterrichten::V,преподавать,tanít
1124,aufziehen::V,воспитать,felnevel
1125,leiten::V,руководить,vezet
1126,leiten::V,руководить,vezérel
1127,antreiben::V,подгонять,hajt
1128,lassen::V,заставить,-tat
1129,lassen::V,заставить,-at
1130,einladen::V,пригласить,meghív
1131,vereinigen::V,объединить,egyesít
1132,besuchen::V,посетить,látogat
1133,treffen::V,встретить,talál
1134,sich versammeln::V,собраться,gyülekezik
1135,sich versammeln::V,собраться,összegyűlik
1136,spielen::V,играть,játszik
1137,singen::V,петь,énekel
1138,tanzen::V,плясать,táncol
1139,tanzen::V,танцевать,táncol
1140,sich trennen::V,расстаться,elválik
1141,verlassen::V,покинуть,elhagy
1142,retten::V,спасти,ment
1143,bewachen::V,охранять,őriz
1144,schützen::V,уберегать,óv
1145,schützen::V,уберегать,véd
1146,verteidigen::V,защитить,véd
1147,sich schlagen::V,драться,verekszik
1148,schießen::V,стрелять,lő
1149,siegen::V,победить,győz
1150,ärgern::V,сердить,bosszant
1151,schlagen::V,ударить,üt
1152,schlagen::V,ударить,ver
1153,treten::V,пинать,rúg
1154,stechen::V,уколоть,döf
1155,stechen::V,уколоть,szúr
1156,stoßen::V,толкнуть,lök
1157,stehlen::V,украсть,lop
1158,stören::V,помешать,zavar
1159,belästigen::V,надоедать,zaklat
1160,verbergen::V,скрыть,rejt
1161,verbergen::V,скрыть,elrejt
1162,täuschen::V,обмануть,megtéveszt
1163,betrügen::V,смошенничать,csal
1164,töten::V,убить,öl
1165,wohnen::V,проживать,lakik
1166,arbeiten::V,работать,dolgozik
1167,sammeln::V,собрать,szed
1168,sammeln::V,собрать,gyűjt
1169,pflücken::V,рвать,szed
1170,pflücken::V,срывать,szed
1171,jagen::V,охотиться,vadászik
1172,fischen::V,рыбачить,halászik
1173,fassen::V,поймать,fog
1174,hüten::V,пасти,őriz
1175,hüten::V,пасти,legeltet
1176,treiben::V,гнать,hajt
1177,anbinden::V,привязать,köt
1178,füttern::V,кормить,etet
1179,melken::V,доить,fej
1180,hacken::V,рубить,vág
1181,gießen::V,полить,öntöz
1182,reifen::V,созреть,érik
1183,zubereiten::V,приготовить,elkészít
1184,kochen::V,варить,főz
1185,backen::V,печь,süt
1186,braten::V,жарить,süt
1187,umrühren::V,перемешать,megkever
1188,stricken::V,вязать,köt
1189,nähen::V,шить,varr
1190,färben::V,покрасить,fest
1191,reinigen::V,очистить,tisztít
1192,waschen::V,стирать,mos
1193,abwischen::V,вытереть,letöröl
1194,spülen::V,полоскать,mosogat
1195,fegen::V,подметать,söpör
1196,kehren::V,мести,söpör
1197,baden::V,купаться,fürdik
1198,sich waschen::V,мыться,mosdik
1199,sich waschen::V,мыться,mosakszik
1200,ausziehen::V,снять,levesz
1201,anziehen::V,надеть,felölt
1202,anziehen::V,надеть,felvesz
1203,sich anziehen::V,одеться,öltözik
1204,sich anziehen::V,одеться,felöltözik
1205,kämmen::V,причесать,fésül
1206,schmücken::V,украсить,díszít
1207,sagen::V,сказать,mond
1208,sprechen::V,говорить,beszél
1209,reden::V,разговаривать,beszél
1210,sich unterhalten::V,беседовать,beszélget
1211,fragen::V,спросить,kérdez
1212,bitten::V,просить,kér
1213,erzählen::V,рассказать,mesél
1214,erzählen::V,рассказать,elbeszél
1215,mitteilen::V,сообщить,közöl
1216,nennen::V,назвать,hív
1217,nennen::V,назвать,nevez
1218,rufen::V,звать,hív
1219,prahlen::V,хвастаться,dicsekszik
1220,übersetzen::V,перевести,fordít
1221,denken::V,думать,gondol
1222,glauben::V,верить,hisz
1223,bemerken::V,заметить,észrevesz
1224,erkennen::V,узнать,ráismer
1225,erkennen::V,узнать,felismer
1226,begreifen::V,понять,felfog
1227,begreifen::V,постичь,felfog
1228,verstehen::V,услышать,ért
1229,verstehen::V,услышать,megért
1230,lernen::V,учиться,tanul
1231,lernen::V,учиться,megtanul
1232,wissen::V,знать,tud
1233,sich erinnern an::V,вспомнить,emlékszik
1234,vergessen::V,забыть,felejt
1235,vergessen::V,забыть,elfelejt
1236,messen::V,мерить,mér
1237,messen::V,мерить,megmér
1238,zählen::V,считать,számol
1239,zählen::V,считать,megszámol
1240,rechnen::V,считать,számít
1241,lesen::V,читать,olvas
1242,malen::V,рисовать,fest
1243,zeichnen::V,рисовать,rajzol
1244,schreiben::V,писать,ír
1245,besitzen::V,иметь,birtokol
1246,kaufen::V,купить,vesz
1247,kaufen::V,купить,megvesz
1248,verkaufen::V,продать,elad
1249,bezahlen::V,заплатить,fizet
1250,bezahlen::V,заплатить,kifizet
1251,zahlen::V,платить,fizet
1252,zahlen::V,платить,megfizet
1253,beherrschen::V,владеть,ural
1254,ertragen::V,вытерпеть,elbír
1255,ertragen::V,вытерпеть,elvisel
