,Concept_ID,no,mhr
760,hinauf::ADV,oppover,кӱ́ш
761,hinauf::ADV,oppover,кӱ́шкӧ
762,überall::ADV,overalt,чыла́ вере́
763,nicht::ADV,ikke,ок
764,nicht::ADV,ikke,о́геш
765,ein wenig::ADV,litt,изи́ш
766,kaum::ADV,neppe,пыкше́
767,sehr::ADV,svært,чот
768,so::ADV,så,тыге́
769,noch::ADV,enda,а́ле
770,nur::ADV,bare,гына́
771,schon::ADV,alt,ы́нде
772,schon::ADV,allerede,ы́нде
773,wieder::ADV,igjen,ада́к
774,vergebens::ADV,forgjeves,ара́м
775,vor::PRP,foran,о́нчыч
776,vor::PRP,utenfor,о́нчыч
777,hinter::PRP,bak,шеҥге́лне
778,hinter::PRP,bakom,шеҥге́лне
779,unter::PRP,under,йыма́лне
780,durch::PRP,gjennom,вошт
781,durch::PRP,igjennom,вошт
782,neben::PRP,ved siden av,вокте́н
783,zwischen::PRP,mellom,кокла́ште
784,wegen::PRP,på grunn av,верч
785,dies::PRN,dette,ти́де
786,das::PRN,det,са́де
787,alles::PRN,alt,чыла́
788,ich::PRN,jeg,мый
789,du::PRN,du,тый
790,er::PRN,han,ту́до
791,wir::PRN,vi,ме
792,ihr::PRN,dere,те
793,sie::PRN,de,ну́но
794,was::FPRN,hva,мо
795,wer::FPRN,hvem,кӧ
796,wo::FADV,hvor,куша́н
797,wohin::FADV,hvor ... hen,куш
798,wohin::FADV,hvor ... hen,ку́шко
799,wie::FADV,hvordan,кузе́
800,warum::FADV,hvorfor,мо
801,warum::FADV,hvorfor,мола́н
802,wieviel::FNUM,hvor mye,куна́р
803,eins::NUM,en,ик
804,eins::NUM,ett,ик
805,zwei::NUM,to,ко́кыт
806,drei::NUM,tre,кум
807,vier::NUM,fire,ныл
808,fünf::NUM,fem,вич
809,sechs::NUM,seks,куд
810,sieben::NUM,sju,шым
811,acht::NUM,åtte,канда́ш
812,neun::NUM,ni,инде́ш
813,zehn::NUM,ti,лу
814,elf::NUM,elleve,лати́к
815,zwölf::NUM,tolv,латко́к
816,zwanzig::NUM,tjue,ко́ло
817,dreißig::NUM,tretti,ку́мло
818,vierzig::NUM,førti,ны́лле
819,fünfzig::NUM,femti,ви́тле
820,sechzig::NUM,seksti,ку́дло
821,siebzig::NUM,sytti,шы́мле
822,achtzig::NUM,åtti,канда́шле
823,neunzig::NUM,nitti,инде́шле
824,hundert::NUM,hundre,шӱ́дӧ
825,tausend::NUM,tusen,тӱже́м
826,und::CNJ,og,да
827,und::CNJ,og,ден
828,oder::CNJ,eller,я
829,oder::CNJ,eller,а́ле
830,stehen::V,stå,шога́ш
831,sitzen::V,sitte,шинча́ш
832,liegen::V,ligge,кия́ш
833,hängen::V,henge,кеча́ш
834,werden::V,bli,лия́ш
835,passieren::V,skje,лия́ш
836,passieren::V,hende,лия́ш
837,beginnen::V,begynne,тӱҥгала́ш
838,enden::V,ende,пыта́ш
839,enden::V,slutte,пыта́ш
840,wechseln::V,veksle,вашталта́ш
841,aufgehen[Sonne]::V,stå opp,лекта́ш
842,untergehen[Sonne]::V,gå ned,шинча́ш
843,scheinen[Sonne]::V,skinne,волгалта́ш
844,donnern::V,tordne,кӱдырта́ш
845,donnern::V,tordne,сургалта́ш
846,wehen::V,blåse,пуа́ш
847,strömen::V,strømme,шийалтара́ш
848,fließen::V,flyte,йога́ш
849,sich drehen::V,dreie seg,пӧрда́ш
850,schwanken::V,svaie,лӱҥга́ш
851,schwanken::V,svaie,тайныла́ш
852,schwingen::V,svinge,рӱпшалта́ш
853,fallen::V,falle,воза́ш
854,fallen::V,falle,йӧрла́ш
855,brennen::V,brenne,йӱла́ш
856,rauchen::V,ryke,шикша́ш
857,regnen::V,regne,йӱра́ш
858,gefrieren::V,fryse,кылма́ш
859,gefrieren::V,fryse,ияҥа́ш
860,tauen::V,tine,шула́ш
861,schmelzen::V,smelte,лева́ш
862,trocknen::V,tørre,кошка́ш
863,sieden::V,koke,шола́ш
864,faulen::V,råtne,шӱя́ш
865,verfaulen::V,råtne,шӱйы́н шуа́ш
866,reißen::V,briste,кӱрла́ш
867,versinken::V,synke,пуре́н кая́ш
868,versinken::V,synke ned,пуре́н кая́ш
869,vergehen::V,forløpe,эрте́н кая́ш
870,erscheinen::V,synes,толы́н лекта́ш
871,verschwinden::V,forsvinne,йома́ш
872,sinken::V,synke,пуча́ш
873,abnehmen::V,avta,пуча́ш
874,abnehmen::V,minske,пуча́ш
875,zunehmen::V,tilta,шукема́ш
876,steigen::V,stige,нӧлталта́ш
877,wachsen::V,gro,кушка́ш
878,wachsen::V,vokse,кушка́ш
879,glänzen::V,skinne,йылгыжа́ш
880,funkeln::V,tindre,чолга́ш
881,lärmen::V,bråke,рӱшка́ш
882,läuten::V,ringe,мура́ш
883,klingeln::V,ringe,йыҥгырта́ш
884,klirren::V,klirre,чылдыртата́ш
885,brausen::V,bruse,лӱшка́ш
886,rauschen::V,suse,лыжга́ш
887,klingen::V,lyde,йоҥга́ш
888,klingen::V,klinge,йоҥга́ш
889,bellen::V,gjø,опта́ш
890,bellen::V,bjeffe,опта́ш
891,heulen::V,ule,урмыжа́ш
892,blasen::V,blåse,пуала́ш
893,pfeifen::V,plystre,шӱ́шкаш
894,schreien::V,skrike,кычкыра́ш
895,stöhnen::V,stønne,йыҥыса́ш
896,zittern::V,dirre,чытыра́ш
897,zittern::V,skjelve,чытыра́ш
898,leben::V,leve,ила́ш
899,geboren werden::V,fødes,шоча́ш
900,atmen::V,ånde,шӱла́ш
901,atmen::V,puste,шӱла́ш
902,trinken::V,drikke,йӱа́ш
903,essen::V,spise,кочка́ш
904,schlucken::V,svelge,нела́ш
905,müde werden::V,bli trett,ноя́ш
906,einschlafen::V,sovne,мале́н колта́ш
907,schlafen::V,sove,мала́ш
908,aufwachen::V,våkne,помыжалта́ш
909,aufstehen::V,stå opp,кынела́ш
910,sich erholen::V,bli bra,кана́ш
911,sich erholen::V,komme seg,кана́ш
912,krank werden::V,bli syk,черлане́н воза́ш
913,krank sein::V,være syk,черлане́н кия́ш
914,schmerzen::V,gjøre vondt,коршта́ш
915,husten::V,hoste,кокыра́ш
916,genesen::V,komme seg,тӱрла́ш
917,genesen::V,komme seg,тазаҥа́ш
918,sterben::V,dø,кола́ш
919,umkommen::V,omkomme,вуй йома́ш
920,sich bewegen::V,bevege seg,кошта́ш
921,sich rühren::V,røre på seg,тарвана́ш
922,sich erheben::V,reise seg,кынела́ш
923,sich setzen::V,sette sig,шинча́ш
924,hinfallen::V,falle over ende,йӧрла́ш
925,laufen::V,løpe,кошта́ш
926,schreiten::V,skride,ошкыла́ш
927,spazierengehen::V,spasere,гуля́яш
928,spazierengehen::V,gå en tur,гуля́яш
929,eilen::V,ile,вашка́ш
930,sich beeilen::V,skynde seg,вашкешта́ш
931,sausen::V,suse,юлтка́ш
932,rennen::V,løpe,куржтала́ш
933,springen::V,hoppe,тӧршта́ш
934,springen::V,springe,тӧршта́ш
935,klettern::V,klatre,кӱза́ш
936,schaukeln::V,huske,лӱҥгалта́ш
937,kriechen::V,krype,нушка́ш
938,schwimmen::V,svømme,ия́ш
939,tauchen::V,dykke,шуҥгалта́ш
940,rudern::V,ro,удыра́ш
941,fahren::V,kjøre,кудала́ш
942,fliegen::V,fly,чоҥешта́ш
943,gehen::V,gå,кая́ш
944,weggehen::V,gå bort,кораҥа́ш
945,abfahren::V,reise,лекта́ш
946,anhalten::V,stanse,чарна́ш
947,hineingehen::V,gå inn,пура́ш
948,eintreten::V,tre inn,пура́ш
949,kommen::V,komme,тола́ш
950,ankommen::V,ankomme,шуа́ш
951,ankommen::V,komme til,шуа́ш
952,zurückkommen::V,komme tilbake,пӧртыла́ш
953,bleiben::V,bli,кода́ш
954,bleiben::V,forbli,кода́ш
955,warten::V,vente,вуча́ш
956,erwarten::V,vente,вуча́ш
957,suchen::V,søke,кычала́ш
958,finden::V,finne,муа́ш
959,versuchen::V,prøve,толаша́ш
960,versuchen::V,forsøke,толаша́ш
961,vorbereiten::V,forberede,ямдыла́ш
962,lieben::V,elske,йӧрата́ш
963,mögen::V,like,йӧрата́ш
964,lachen::V,le,воштыла́ш
965,rühren::V,røre,ку́мыл тарвата́ш
966,weinen::V,gråte,шорта́ш
967,schimpfen::V,skjelle,каргаша́ш
968,sich ärgern::V,ergre seg,сыра́ш
969,sich fürchten::V,være redd,лӱда́ш
970,fürchten::V,være redd for,лӱда́ш
971,fliehen::V,rømme,куржа́ш
972,fliehen::V,flykte,куржа́ш
973,flüchten::V,flykte,куржа́ш
974,sehen::V,se,ужа́ш
975,anschauen::V,se på,онча́ш
976,anschauen::V,betrakte,онча́ш
977,ansehen::V,anse,эскера́ш
978,hören::V,høre,кола́ш
979,zuhören::V,tilhøre,колышта́ш
980,probieren::V,smake,тамла́ш
981,probieren::V,smake på,тамла́ш
982,riechen::V,lukte,ӱпшынча́ш
983,fühlen::V,føle,шижа́ш
984,scheinen::V,se ut,чуча́ш
985,zu sehen sein::V,synes,коя́ш
986,vernehmen::V,få vite,кола́ш
987,frieren::V,fryse,кылма́ш
988,tun::V,gjøre,ышта́ш
989,können::V,kunne,мошта́ш
990,wollen::V,ville,тӱна́ш
991,anfangen::V,begynne,тӱҥала́ш
992,beenden::V,avslutte,пытара́ш
993,aufhören::V,slutte,чарна́ш
994,aufhören::V,holde opp,чарна́ш
995,gelingen::V,lykkes,сай лекта́ш
996,geraten::V,bli,лекта́ш
997,öffnen::V,åpne,поча́ш
998,schließen::V,lukke,петыра́ш
999,schließen::V,stenge,петыра́ш
1000,stellen::V,stille,шында́ш
1001,setzen::V,sette,шында́ш
1002,legen::V,legge,опта́ш
1003,legen::V,legge,пышта́ш
1004,berühren::V,berøre,тӱка́ш
1005,verbinden::V,forbinde,пида́ш
1006,bedecken::V,dekke,леведа́ш
1007,aufhängen::V,henge,сака́ш
1008,aufhängen::V,henge opp,сака́ш
1009,anzünden::V,tenne,чӱкта́ш
1010,anzünden::V,antenne,чӱкта́ш
1011,anzünden::V,tenne på,чӱкта́ш
1012,aufheben::V,løfte,нӧлтала́ш
1013,aufheben::V,ta opp,нӧлтала́ш
1014,zurücklassen::V,slippe tilbake,кода́ш
1015,verlieren::V,miste,йомдара́ш
1016,fallen lassen::V,droppe,воза́ш
1017,fallen lassen::V,la falle,воза́ш
1018,machen::V,lage,ышта́ш
1019,machen::V,gjøre,ышта́ш
1020,herstellen::V,fremstille,ямдыла́ш
1021,bauen::V,bygge,чоҥа́ш
1022,reparieren::V,reparere,ачала́ш
1023,verbessern::V,rette,саемда́ш
1024,verbessern::V,forbedre,саемда́ш
1025,ändern::V,forandre,весемда́ш
1026,graben::V,grave,кӱнча́ш
1027,beugen::V,bøye,пӱгырта́ш
1028,biegen::V,bøye,лывырта́ш
1029,drehen::V,dreie,пӱтыра́ш
1030,wenden::V,vende,ирала́ш
1031,umdrehen::V,snu,савырала́ш
1032,heben::V,heve,нӧлта́ш
1033,hochheben::V,løfte,нӧлта́ш
1034,ergreifen::V,gripe,руалта́ш
1035,ergreifen::V,få tak i,руалта́ш
1036,halten::V,holde,куча́ш
1037,drücken::V,trykke,иша́ш
1038,drücken::V,trykke,темда́ш
1039,schieben::V,skyve,шӱкала́ш
1040,kratzen::V,klø,удыра́ш
1041,kratzen::V,klore,удыра́ш
1042,lecken::V,slikke,нула́ш
1043,beißen::V,bite,пура́ш
1044,abreißen::V,rive av,кӱрла́ш
1045,abschneiden::V,skjære av,пӱчка́ш
1046,binden::V,binde,кылда́ш
1047,stecken::V,stikke,шуралта́ш
1048,brechen::V,bryte,тодышта́ш
1049,brechen::V,briste,тодышта́ш
1050,klopfen::V,banke,кыра́ш
1051,hauen::V,hogge,тӱя́ш
1052,kleben::V,klistre,клеитла́ш
1053,reiben::V,gni,йыга́ш
1054,reiben::V,gni,туржала́ш
1055,streichen::V,stryke,шӱра́ш
1056,schleifen::V,slipe,шума́ш
1057,schleifen::V,slipe,яна́ш
1058,schneiden::V,klippe,пӱчка́ш
1059,rütteln::V,ruske,рӱза́ш
1060,schütteln::V,riste,почка́ш
1061,schwenken::V,svinge,рӱза́ш
1062,schütten::V,helle,опта́ш
1063,füllen::V,fylle,тема́ш
1064,einwickeln::V,vikle inn,вӱдыла́ш
1065,tragen::V,bære,нумала́ш
1066,schleppen::V,slepe,шӱдыра́ш
1067,ziehen::V,dra,шупша́ш
1068,ziehen::V,trekke,шупша́ш
1069,aufbewahren::V,oppbevare,арала́ш
1070,aufbewahren::V,ta vare på,арала́ш
1071,werfen::V,kaste,шуа́ш
1072,werfen::V,kaste,кышка́ш
1073,fangen::V,fange,куча́ш
1074,packen::V,gripe,руалта́ш
1075,packen::V,gripe tak i,руалта́ш
1076,verstecken::V,gjemme,тоя́ш
1077,teilen::V,dele,пӧла́ш
1078,schicken::V,sende,колта́ш
1079,bringen::V,bringe,конда́ш
1080,hinzufügen::V,tilføye,ешара́ш
1081,bekommen::V,få,нала́ш
1082,erhalten::V,få,нала́ш
1083,nehmen::V,ta,нала́ш
1084,wählen::V,velge,сайла́ш
1085,auswählen::V,velge ut,таҥгла́ш
1086,bewahren::V,bevare,сакла́ш
1087,behindern::V,hindre,чаракла́ш
1088,behindern::V,forhindre,чаракла́ш
1089,verderben::V,ødelegge,пужа́ш
1090,beschädigen::V,skade,пужа́ш
1091,zerbrechen::V,brekke i stykker,пудырта́ш
1092,zerreißen::V,rive i stykker,кӱрла́ш
1093,zerstören::V,ødelegge,шалата́ш
1094,verbrennen::V,brenne,йӱлата́ш
1095,verbrennen::V,brenne opp,йӱлата́ш
1096,geben::V,gi,пуа́ш
1097,reichen::V,rekke,пуа́ш
1098,schenken::V,forære,пӧлекла́ш
1099,schenken::V,skjenke,пӧлекла́ш
1100,versprechen::V,love,сӧра́ш
1101,wünschen::V,ønske,тылана́ш
1102,loben::V,rose,мокта́ш
1103,küssen::V,kysse,шупшала́ш
1104,wiegen::V,vogge,рӱпша́ш
1105,zudecken::V,dekke til,леведа́ш
1106,wecken::V,vekke,помыжалтара́ш
1107,zeigen::V,vise,ончыкта́ш
1108,führen::V,føre,вӱда́ш
1109,lehren::V,lære,туныкта́ш
1110,unterrichten::V,undervise,туныкта́ш
1111,aufziehen::V,oppdra,орышта́ш
1112,leiten::V,lede,вӱда́ш
1113,leiten::V,lede,вуйлата́ш
1114,antreiben::V,drive på,поктыла́ш
1115,lassen::V,få til å,-та́ш
1116,einladen::V,be,ӱжа́ш
1117,einladen::V,invitere,ӱжа́ш
1118,vereinigen::V,forene,иктешла́ш
1119,besuchen::V,besøke,то́лын кая́ш
1120,treffen::V,møte,вашлия́ш
1121,treffen::V,treffe,вашлия́ш
1122,sich versammeln::V,forsamles,погына́ш
1123,sich versammeln::V,forsamles,чумырга́ш
1124,spielen::V,leke,мода́ш
1125,spielen::V,spille,мода́ш
1126,singen::V,synge,мура́ш
1127,tanzen::V,danse,кушта́ш
1128,sich trennen::V,skilles,ойырла́ш
1129,verlassen::V,forlate,кудалта́ш
1130,retten::V,redde,утара́ш
1131,bewachen::V,bevokte,орола́ш
1132,schützen::V,verne,арала́ш
1133,schützen::V,beskytte,арала́ш
1134,verteidigen::V,forsvare,арала́ш
1135,sich schlagen::V,slåss,кредала́ш
1136,schießen::V,skyte,лӱя́ш
1137,siegen::V,seire,сеҥа́ш
1138,ärgern::V,ergre,сырыкта́ш
1139,treten::V,sparke,тошка́ш
1140,stechen::V,stikke,кера́ш
1141,stoßen::V,støte,шӱкала́ш
1142,stehlen::V,stjele,шолышта́ш
1143,stören::V,forstyrre,мешая́ш
1144,belästigen::V,plage,толаштара́ш
1145,belästigen::V,sjenere,толаштара́ш
1146,verbergen::V,gjemme,шылта́ш
1147,täuschen::V,villede,ондала́ш
1148,betrügen::V,bedra,ондала́ш
1149,töten::V,drepe,пушта́ш
1150,wohnen::V,bo,ила́ш
1151,arbeiten::V,arbeide,пашалана́ш
1152,arbeiten::V,arbeide,паша́м ышта́ш
1153,sammeln::V,samle,пога́ш
1154,pflücken::V,plukke,кӱра́ш
1155,jagen::V,jage,сонарла́ш
1156,fischen::V,fiske,кол куча́ш
1157,fassen::V,fange,куча́ш
1158,hüten::V,vokte,кӱта́ш
1159,treiben::V,drive,покта́ш
1160,anbinden::V,feste,йолышта́ш
1161,füttern::V,fore,пукша́ш
1162,melken::V,melke,лӱшта́ш
1163,hacken::V,hakke,руа́ш
1164,gießen::V,helle,шава́ш
1165,reifen::V,modne,кӱа́ш
1166,zubereiten::V,lage,ямдыла́ш
1167,zubereiten::V,tilberede,ямдыла́ш
1168,kochen::V,koke,шолта́ш
1169,backen::V,bake,кӱкташ
1170,braten::V,steke,пуштыла́ш
1171,braten::V,steke,жаритла́ш
1172,umrühren::V,røre om,луга́ш
1173,stricken::V,strikke,пида́ш
1174,nähen::V,sy,урга́ш
1175,färben::V,farge,чиялта́ш
1176,reinigen::V,rense,эрыкта́ш
1177,reinigen::V,gjøre ren,эрыкта́ш
1178,waschen::V,vaske,мушка́ш
1179,abwischen::V,tørke av,ӱшта́ш
1180,spülen::V,spyle,шӱалта́ш
1181,spülen::V,skylle,шӱалта́ш
1182,fegen::V,feie,ӱшта́ш
1183,kehren::V,koste,ӱшта́ш
1184,baden::V,bade,йӱштыла́ш
1185,sich waschen::V,vaske seg,мушкылта́ш
1186,ausziehen::V,ta av,кудаша́ш
1187,anziehen::V,ta på,чия́ш
1188,sich anziehen::V,kle på seg,чия́ш
1189,kämmen::V,gre,шера́ш
1190,kämmen::V,kjemme,шера́ш
1191,schmücken::V,pynte,тӱзата́ш
1192,schmücken::V,pynte,чеверта́ш
1193,schmücken::V,smykke,тӱзата́ш
1194,schmücken::V,smykke,чеверта́ш
1195,sagen::V,si,ойла́ш
1196,sagen::V,si,каласа́ш
1197,sprechen::V,snakke,кутыра́ш
1198,reden::V,tale,мутлана́ш
1199,reden::V,snakke,мутлана́ш
1200,sich unterhalten::V,samtale,кутыра́ш
1201,fragen::V,spørre,йода́ш
1202,bitten::V,be,йода́ш
1203,erzählen::V,fortelle,ойла́ш
1204,mitteilen::V,meddele,увертара́ш
1205,nennen::V,kalle,лӱмда́ш
1206,rufen::V,rope,ӱжа́ш
1207,prahlen::V,skryte,моктана́ш
1208,übersetzen::V,oversette,кусара́ш
1209,denken::V,tenke,шона́ш
1210,glauben::V,tro,ӱшана́ш
1211,bemerken::V,bemerke,шижа́ш
1212,bemerken::V,legge merke til,шижа́ш
1213,erkennen::V,gjenkjenne,пала́ш
1214,begreifen::V,begripe,ыҥла́ш
1215,verstehen::V,forstå,умыла́ш
1216,verstehen::V,skjønne,умыла́ш
1217,lernen::V,lære,тунема́ш
1218,wissen::V,vite,шинча́ш
1219,sich erinnern an::V,huske på,шарна́ш
1220,vergessen::V,glemme,монда́ш
1221,messen::V,måle,виса́ш
1222,zählen::V,telle,шотла́ш
1223,rechnen::V,regne,шотла́ш
1224,lesen::V,lese,луда́ш
1225,malen::V,male,сӱретла́ш
1226,zeichnen::V,tegne,сӱретла́ш
1227,schreiben::V,skrive,воза́ш
1228,besitzen::V,eie,лия́ш
1229,besitzen::V,inneha,лия́ш
1230,kaufen::V,kjøpe,нала́ш
1231,verkaufen::V,selge,ужала́ш
1232,bezahlen::V,betale,тӱла́ш
1233,zahlen::V,betale,тӱла́ш
1234,beherrschen::V,beherske,куча́ш
1235,ertragen::V,orke,турка́ш
1236,schlagen::V,,пера́ш
