,Concept_ID,uz,ku
159,Gans::N,g'oz,qaz
160,Adler::N,burgut,eylo
161,Ente::N,o'rdak,werdek
162,Eule::N,boyo'g'li,bûm
163,Eule::N,boyo'g'li,kund
164,Kranich::N,turna,quling
165,Krähe::N,qarg'a,qijik
166,Kuckuck::N,kakku,pepûk
167,Schwan::N,oqkush,qû
168,Fisch::N,baliq,masî
169,Barsch::N,olabug'a,okûn
170,Hecht::N,cho'rtan,mesîyê lûf
171,Schlange[Tier]::N,ilon,mar
172,Wurm::N,qurt,kurm
173,Spinne::N,o'rgimchak,pîrê
174,Ameise::N,chumoli,mîro
175,Ameise::N,chumoli,gêrîk
176,Laus::N,bit,spi
177,Mücke::N,chivin,mêş
178,Fliege::N,pashsha,mêş
179,Schmetterling::N,kapalak,perperîk
180,Beere::N,meva,hirç
181,Apfel::N,olma,sêv
182,Pilz::N,qo'ziqorin,bîrov
183,Zwiebel::N,piyoz,pîvaz
184,Saat::N,äkin,tov
185,Korn::N,zarra,dexl
186,Heu::N,xashak,sap
187,Schale::N,po'choq,qaşik
188,Grube::N,co'ra,çahl
189,Falle::N,qopqon,dafik
190,Schlinge::N,sirtmoq,dahf
191,Spur::N,iz,rêç
192,Asche::N,kul,xweli
193,Dreck::N,kir,gemarî
194,Eisen::N,temir,hesing
195,Gold::N,tilla,zêr
196,Silber::N,kumush,zîv
197,Kohle::N,ko'mir,komir
198,Glas::N,oyna,qedeh
199,Lehm::N,loy,kelpîç
200,Sand::N,qum,qûm
201,Mensch::N,odam,mirov
202,Mann::N,ärkak,mêr
203,Frau::N,ayol,jin
204,Kind::N,bola,zarok
205,Kind::N,kichkintoy,zarok
206,Junge::N,bola,kur
207,Mädchen::N,qiz,keç
208,Mädchen::N,qiz,keçik
209,Familie::N,oila,malbat
210,Großvater::N,buva,bapîr
211,Großvater::N,katta ota,bapîr
212,Großmutter::N,buvi,pîrik
213,Großmutter::N,katta oyi,pîrik
214,Eltern::N,ota-ona,bavudê
215,Vater::N,ota,bav
216,Mutter::N,ona,dê
217,Mutter::N,ona,dayik
218,Sohn::N,o'g'il,kur
219,Tochter::N,qiz,keç
220,Bruder::N,og'a,bira
221,Bruder::N,uka,bira
222,Schwester::N,opa,xweh
223,Schwester::N,singil,xweh
224,Onkel::N,amaki,am
225,Onkel::N,amaki,xal
226,Tante::N,amma,metik
227,Tante::N,amma,xaltîk
228,Tante::N,xola,metik
229,Tante::N,xola,xaltîk
230,Ehemann::N,är,mêr
231,Ehefrau::N,rafiqa,kulfet
232,Freude::N,ayish,kêfxweşî
233,Gelächter::N,kulgi,pîrqînî
234,Glück::N,saodat,bext
235,Kummer::N,g'am,derd
236,Wunsch::N,orzu,daxwaz
237,Wunsch::N,orzu,xwestek
238,Lust::N,rag'bat,şewq
239,Geist::N,ruh,aqil
240,Gedanke::N,fikr,fikir
241,Gedächtnis::N,äs,aqil
242,Verstand::N,aql,fêm
243,Sinn::N,ma'ni,aqil
244,Grund::N,sabab,asas
245,Wahrheit::N,haq,rastî
246,Gespräch::N,gap,guftûgo
247,Märchen::N,ärtak,çirok
248,Erzählung::N,rivoyat,çirok
249,Erzählung::N,rivoyat,vegotin
250,Nachricht::N,xabar,nûçe
251,Neuigkeit::N,yangilik,hewal
252,Name::N,ot,nav
253,Name::N,ot,paşnav
254,Rätsel::N,topishmoq,tiştonek
255,Rede::N,nutq,gotar
256,Rede::N,nutq,axavtin
257,Sprache::N,til,ziman
258,Stimme::N,ovoz,pejn
259,Wort::N,so'z,gotin
260,Zeichen::N,alomat,şanek
261,Ruf::N,chaqiriq,hawar
262,Lärm::N,taraq,xarbalix
263,Laut::N,tovush,deng
264,Laut::N,tovush,hês
265,Ton::N,un,awaz
266,Lied::N,ashula,sitran
267,Ruhe::N,tinchlik,rihetî
268,Leute::N,xaloyiq,xelk
269,Volk::N,xalq,xelk
270,Arbeit::N,ish,xebat
271,Gast::N,mehmon,mêvan
272,Geschenk::N,hadya,diyarî
273,Spiel::N,o'yin,lîstik
274,Gesellschaft::N,jamiyat,komal
275,Hilfe::N,yordam,alîkarî
276,Freund::N,do'st,heval
277,Kamerad::N,yo'ldosh,heval
278,Angelegenheit::N,daxl,pirsgirêk
279,Anzahl::N,son,çend
280,Art::N,tur,çeh
281,Stück::N,parcha,lib
282,Stück::N,parcha,parçe
283,Teil::N,bo'lak,parçe
284,Hälfte::N,yarim,nîvî
285,Kreis::N,aylana,çemil
286,Kreuz::N,xoch,xaç
287,Linie::N,liniya,xezik
288,Strich::N,chiziq,xezik
289,Abstand::N,oralik,dûrahî
290,Entfernung::N,uzoqlik,dûrahî
291,Gegend::N,yer,dever
292,Platz::N,oralig,çih
293,Ort::N,joy,dever
294,Seite::N,yon,rûpel
295,Mitte::N,o'rta,nav
296,Mitte::N,o'rta,nabênê
297,Gegenstand::N,ashyo,tişt
298,Sache::N,buyum,tişt
299,Rand::N,chek,kevî
300,Kante::N,tig',kevî
301,Ecke::N,burchak,qunç
302,Spitze::N,uch,derzî
303,Ende::N,oxir,talî
304,Loch::N,teshik,qul
305,Winkel::N,go'sha,kurnîşk
306,Muster::N,nusha,desen
307,Größe::N,kattalik,mezinî
308,Länge::N,uzunlik,dirêjahî
309,Höhe::N,yuksaklik,bilindayî
310,Gewicht::N,solmoq,giranî
311,Menge::N,miqdor,qas
312,Haufen::N,uyum,lod
313,Reihe::N,saf,rêz
314,Boot::N,qayiq,kelek
315,Ruder::N,äshkak,bêrik
316,Schlitten::N,chana,xîjik
317,Ski::N,chang'i,lakan
318,Lagerfeuer::N,gulxan,agir
319,Last::N,yuk,bar
320,Gang::N,yurish,fîtêz
321,Schritt::N,qadam,gav
322,Norden::N,shimol,bakur
323,Süden::N,janub,başur
324,Westen::N,g'arb,rojava
325,Osten::N,sharq,rojhilat
326,Holz::N,yog'och,dep
327,Brett::N,taxta,dep
328,Platte::N,tabaqa,dep
329,Stütze::N,tayanchi,destek
330,Stange::N,qo'noq,sing
331,Stock::N,tayoq,çam
332,Stab::N,gavron,qat
333,Rohr::N,tarnov,borî
334,Haus::N,uy,mal
335,Haus::N,uy,xanî
336,Heim::N,makon,mal
337,Ofen::N,pechka,sobe
338,Fußboden::N,pol,binpê
339,Tisch::N,mosa,mase
340,Stuhl::N,o'rindiq,kursî
341,Wiege::N,beshik,derguş
342,Bett::N,yotoq,qerewêle
343,Regal::N,tokcha,rêbaz
344,Kiste::N,sandiq,sindoq
345,Fenster::N,deraza,çam
346,Fenster::N,deraza,şibeke
347,Tür::N,äshik,derî
348,Tor::N,darvoza,derge
349,Zaun::N,panjara,hejik
350,Dach::N,tom,sere xanî
351,Leiter::N,narvon,pêling
352,Besen::N,supurgi,melkes
353,Spaten::N,bel,mer
354,Schaufel::N,kurak,bêr
355,Gabel::N,bilka,çetel
356,Löffel::N,qoshiq,kevçî
357,Messer::N,pichoq,kêr
358,Nagel::N,mix,bizmar
359,Netz::N,to'r,tor
360,Haken::N,ilgak,çenqel
361,Griff::N,sop,destî
362,Griff::N,tutqich,destî
363,Schloss::N,qulf,qonax
364,Bild::N,rasm,dimen
365,Figur::N,shakl,figûr
366,Puppe::N,ko'g'irchoq,bûk
367,Beutel::N,to'rva,kîsik
368,Bündel::N,bog'lam,pêçek
369,Tasche::N,kissa,bêrîk
370,Eimer::N,chelak,dewl
371,Deckel::N,qopqoq,devik
372,Geschirr::N,idish,ferax
373,Sack::N,qop,tûr
374,Tasse::N,piyola,kada
375,Topf::N,tuvak,beroş
376,Kessel::N,qozon,şîril
377,Essen::N,tomoq,xwarin
378,Nahrung::N,emak,xwarin
379,Speise::N,taom,xwarin
380,Fleisch::N,go'sht,goşt
381,Getreide::N,g'alla,zad
382,Brei::N,bo'tqa,hewdêl
383,Brot::N,non,
384,Scheibe::N,disk,parçe
385,Fett::N,moy,rûn
386,Butter::N,yog',rûn
387,Öl::N,moy,rûn
388,Salz::N,tuz,xwe
389,Suppe::N,sho'rva,şorbe
390,Honig::N,asal,hingiv
391,Milch::N,sut,şîr
392,Tee::N,choy,çay
393,Leder::N,charm,çerm
394,Wolle::N,jun,herî
395,Stoff::N,mato,paç
396,Nadel::N,igna,derzî
397,Faden::N,ip,ta
398,Knopf::N,tugma,bişkok
399,Knoten::N,tugun,girêk
400,Farbe::N,bo'yok,boyax
401,Kleidung::N,kiyim,çil
402,Hemd::N,ko'ylak,qutik
403,Hemd::N,ko'ylak,miltan
404,Kragen::N,yoqa,stûvang
405,Ärmel::N,yeng,hûçik
406,Hose::N,shim,şewel
407,Gürtel::N,tasma,qayiş
408,Mütze::N,shapka,fîno
409,Schuh::N,but,şêkal
410,Stiefel::N,botinka,gizme
411,Stiefel::N,botinka,çizme
412,Ring::N,yuzuk,xelek
413,Band::N,rishta,band
414,Kamm::N,taroq,şeh
415,Spiegel::N,ko'zgu,eynik
416,Riemen::N,qayish,qayiş
417,Schnur::N,bog'ich,doxin
418,Leine::N,etak,şirît
419,Decke::N,odyol,bataniye
420,Kissen::N,yostiq,balgî
421,Tuch::N,gazlama,şar
422,Handtuch::N,sochiq,dezmal
423,Kraft::N,kuch,hêz
424,Kraft::N,kuch,qewet
425,Stärke::N,quvvat,xurtî
426,Gesundheit::N,sog'lik,nojdarî
427,Krankheit::N,kasallik,nexweşî
428,Schmerz::N,og'riq,êş
429,Wunde::N,yara,kul
430,Fieber::N,bezgak,ta
431,Arznei::N,dori,derman
432,Brücke::N,ko'prik,kopî
433,Brunnen::N,buloq,çal
434,Brunnen::N,buloq,kani
435,Weide::N,yaylov,beyar
436,Pfad::N,dorojka,xaçirek
437,Weg::N,yo'l,rê
438,Straße::N,ko'cha,rê
439,Dorf::N,ovul,gund
440,Stadt::N,shahar,baçar
441,Brief::N,maktub,name
442,Buch::N,kitob,kitêb
443,Buch::N,kitob,pirtûk
444,Buchstabe::N,harf,herf
445,Zeitung::N,gazet,rojname
446,Leben::N,hayot,jiyan
447,Tod::N,o'lim,mirin
448,Grab::N,go'r,mezel
449,Kirche::N,cherkov,gilyas
450,Sünde::N,gunoh,guneh
451,Gott::N,olloh,xwedê
452,Arbeiter::N,ishchi,hîşçî
453,Chef::N,rais,bêg
454,Meister::N,usta,hoste
455,Arzt::N,hakim,doktor
456,Lehrer::N,muallim,mamoste
457,Geld::N,pul,pere
458,Geschäft::N,savdo,firoşgeh
459,Laden::N,do'kon,dikan
460,Preis::N,baho,buha
461,Ware::N,mol,tişt
462,Nutzen::N,foyda,fêde
463,Reichtum::N,boylik,serwet
464,Welt::N,olam,dinya
465,Land::N,o'lka,welat
466,Staat::N,davlat,dewlet
467,König::N,qirol,şah
468,König::N,qirol,qral
469,Macht::N,iqtidor,qewet
470,Macht::N,iqtidor,destihilat
471,Grenze::N,chegara,kevî
472,Krieg::N,harb,çeng
473,Krieg::N,harb,sêwaş
474,Feind::N,dushman,dijmin
475,Gewalt::N,zo'rlik,zor
476,Kampf::N,kurash,şer
477,Bogen[Waffe]::N,yoy,kêvan
478,Pfeil::N,o'q,çîrik
479,Gewehr::N,vintovka,tifing
480,Fehler::N,xato,şaşî
481,Lüge::N,yolg'on,derew
482,Schaden::N,ziyon,xisar
483,Unglück::N,balo,bêbextî
484,Schuld::N,ayb,suç
485,Alter::N,yosh,temen
486,Schluss::N,tamom,girtin
487,Zeit::N,vaqt,çax
488,Tag::N,kun,roj
489,Morgen::N,saboh,sibeh
490,Mittag::N,kun tushlik,nîro
491,Abend::N,oqshom,êvar
492,Nacht::N,tun,şev
493,Woche::N,hafta,heftî
494,Monat::N,oy,meh
495,Jahr::N,yil,sal
496,Frühling::N,bahor,bihar
497,Sommer::N,yoz,havîn
498,Herbst::N,kuz,payîz
499,Herbst::N,xazon,payîz
500,Winter::N,qish,zistan
501,Januar::N,yanvar',çile
502,Februar::N,fevral',sibat
503,März::N,mart,adar
504,April::N,aprel',nîsan
505,Mai::N,may,gûlan
506,Juni::N,iyun',hezîran
507,Juli::N,iyul',tîmeh
508,August::N,avgust,tebax
509,September::N,sentyabr',îlon
510,Oktober::N,oktyabr',çotmeh
511,November::N,noyabr',mijdar
512,Dezember::N,dekabr',kanûn
513,Montag::N,dushanba,duşemb
514,Dienstag::N,seshanba,sêşem
515,Mittwoch::N,chorshanba,çarşemb
516,Donnerstag::N,payshanba,pêşemb
517,Freitag::N,juma,în
518,Samstag::N,shanba,şemî
519,Sonntag::N,yakshanba,yekşemb
520,groß::A,buyuk,mezin
521,klein::A,kichik,çûçik
522,lang::A,uzun,dirêj
523,kurz::A,qisqa,kin
524,breit::A,keng,fireh
525,schmal::A,änsiz,tenik
526,dicht::A,quyuq,gir
527,dick[Gegenstand]::A,qalin,şîşman
528,dünn::A,ingichka,zirav
529,fein::A,mayin,tenik
530,fest::A,qattiq,saxlem
531,flach::A,yalpoq,pahn
532,glatt::A,tekis,dûz
533,glatt::A,tekis,şayîk
534,hart::A,qattiq,hişk
535,weich::A,yumshoq,nerm
536,rund::A,yumaloq,gilover
537,spitz::A,uchli,pîj
538,scharf::A,keskir,tûj
539,stumpf::A,to'mtoq,ne tûj
540,schwer::A,salmoqli,giran
541,schön::A,go'zal,xweş
542,schön::A,go'zal,xweşik
543,heiß::A,qiziq,kelandî
544,warm::A,issiq,germ
545,kalt::A,sovuq,sar
546,kühl::A,salqin,jemîrî
547,frisch::A,toza,ter
548,feucht::A,namli,şil
549,nass::A,nam,şilek
550,trocken::A,quruq,zuwa
551,voll::A,to'la,tijî
552,leer::A,puch,vala
553,offen::A,ochiq,vekirî
554,geschlossen::A,berk,asê
555,sauber::A,ozoda,pakij
556,schmutzig::A,kir,lewitî
557,roh::A,xom,xav
558,reif::A,pishiq,gihaştî
559,lecker::A,shirin,xweş
560,süß::A,shirin,şîrîn
561,bitter::A,achchiq,tahl
562,sauer::A,achchiq,tirş
563,hell::A,yorug',ronî
564,dunkel::A,qorong'i,tarî
565,schwarz::A,qora,reş
566,weiß::A,oq,sipî
567,rot::A,qizil,sor
568,gelb::A,sariq,zer
569,blau::A,zangori,şîn
570,grün::A,yashil,şîn
571,grau::A,bo'z,gewr
572,bunt::A,ola,rengîn
573,billig::A,arzon,erzan
574,teuer::A,qimmat,biha
575,wertvoll::A,qimmat,hêja
576,wertvoll::A,qimmat,giranbiha
577,blind::A,ko'r,kor
578,taub::A,garang,kerr
579,kräftig::A,kuchli,gir
580,kräftig::A,kuchli,xurt
581,stark::A,quvvatli,xurt
582,schwach::A,kuchsiz,kesad
583,fett::A,semiz,qelew
584,schlank::A,ingichka,zirav
585,hübsch::A,ko'rkam,xweşik
586,böse::A,yovuz,xerab
587,böse::A,yovuz,aciz
588,dumm::A,aqlsiz,gêj
589,faul::A,ärinchak,têmbêl
590,fleißig::A,ishchan,jêhatî
591,geizig::A,qurumsoq,destgirtî
592,klug::A,oqil,baqil
593,geschickt::A,äpchil,zîrek
594,geschickt::A,äpchil,ziring
595,lieb::A,aziz,delal
596,lustig::A,chaqchaq,kêfxweş
597,sanft::A,asta,nazenîn
598,hungrig::A,och,birçî
599,krank::A,kasal,nexweş
600,nackt::A,yalang,rût
601,nackt::A,yalang,tazî
602,traurig::A,xafa,xemgîn
603,lebendig::A,hayotiy,bisaxî
604,gut::A,soz,baş
605,schlecht::A,yomon,xerab
606,richtig::A,rost,rast
607,richtig::A,rost,saxlem
608,schlimm::A,yovuz,nebaş
609,wahr::A,haqiqiy,rast
610,alt::A,äski,pîr
611,alt::A,äski,kevn
612,neu::A,yangi,nû
613,ehemalig::A,sobiq,kevnar
614,ehemalig::A,sobiq,peşidar
615,alt[Lebewesen]::A,qari,pîr
616,jung::A,navqiron,xort
617,arm::A,abgor,feqîr
618,arm::A,abgor,desteng
619,reich::A,boy,dewlemend
620,bekannt::A,ma'lum,naskirî
621,berühmt::A,mashhur,navdar
622,fremd::A,yot,xerîb
623,verschieden::A,turli,çîhê
624,nah::A,yaqindagi,nêzîk
625,fern::A,uzoq,dûr
626,linker::A,so'l,çepê
627,rechter::A,o'ng,rastê
628,anderer::A,boshqa,yê din
629,erster::A,birinchi,yekemîn
630,zweiter::A,ikkinchi,duda
631,dritter::A,uchinchi,sisêya
632,letzter::A,oxirgi,paşîn
633,allein::ADV,o'zicha,tenê
634,auf einmal::ADV,varakay,jar kê
635,zusammen::ADV,barobar,tev
636,zusammen::ADV,barobar,bi hev re
637,lange::ADV,uzoq,dirêj
638,plötzlich::ADV,qo'qqisdan,ji nişkave
639,sofort::ADV,darrov,yekser
640,später::ADV,so'ngra,paşiyê
641,jetzt::ADV,hozirgina,nuha
642,heute::ADV,bugun,îro
643,morgen::ADV,ärta,sibeh
644,bald::ADV,toz,nêzîk
645,dann::ADV,keyin,paşê
646,gestern::ADV,kecha,do
647,einst::ADV,avvallari,jar ke
648,damals::ADV,ugal,hîngî
649,danach::ADV,so'ngra,piştra
650,vorher::ADV,avval,pîşî
651,zuerst::ADV,avval,bere
652,einmal::ADV,bir marta,çarik
653,manchmal::ADV,onda-sonda,çarna
654,oft::ADV,tez-tez,gelek çaran
655,immer::ADV,har vaqt,daîm
656,niemals::ADV,hargiz,tu çar
657,hier::ADV,shu erda,li vir
658,hierhin::ADV,beri,vir
659,von hier::ADV,shu erdan,ji vir
660,dort::ADV,ana,li wê derê
661,dorthin::ADV,u yerga,wêda
662,geradeaus::ADV,to'g'ri,rastê rast
663,vorwärts::ADV,ilgari,ber bi pêş
664,rückwärts::ADV,qoloq,paşpê
665,zurück::ADV,orqada,paşdo
666,zurück::ADV,orqada,paşvê
667,unten::ADV,pastda,jêrî
668,hinab::ADV,tubanga,berjêr
669,oben::ADV,ustida,banî
670,hinauf::ADV,yuqorida,banî
671,überall::ADV,har erda,li her derê
672,nicht::ADV,ämas,ne
673,nicht::ADV,ämas,nîn
674,nicht::ADV,ämas,tine
675,ein wenig::ADV,biroz,hebkî
676,kaum::ADV,arang,tema
677,kaum::ADV,arang,himangi
678,sehr::ADV,ancha,gelek
679,so::ADV,shunday,weha
680,noch::ADV,hali,hêj
681,noch::ADV,hali,dîsa
682,nur::ADV,yolg'iz,tenê
683,nur::ADV,yolg'iz,bes
684,schon::ADV,endi,hew
685,wieder::ADV,yana,jar din
686,wieder::ADV,yana,dîsa
687,vergebens::ADV,bekorga,deya çun
688,vergebens::ADV,bekorga,îfleh bûn
689,vor::PRP,burun,li ber
690,hinter::PRP,ketida,li pişt
691,unter::PRP,ostida,li bin
692,durch::PRP,bo'ylab,kura
693,neben::PRP,yonida,li ba
694,zwischen::PRP,orada,nabeyne
695,zwischen::PRP,orada,di nav...da
696,wegen::PRP,sababli,ji bo
697,wegen::PRP,sababli,ji ber
698,dies::PRN,o'sha,ev
699,das::PRN,narigi,ev
700,alles::PRN,har nima,hemû
701,ich::PRN,men,ez
702,du::PRN,sen,tu
703,er::PRN,u,wî
704,wir::PRN,biz,êm
705,ihr::PRN,siz,hûn
706,sie::PRN,ular,we
707,was::FPRN,nima,çi
708,wer::FPRN,kim,ki
709,wo::FADV,qaerda,li ku dere
710,wohin::FADV,qayerga,li ku dere
711,wie::FADV,qanday,çawa
712,warum::FADV,nega,çima
713,wieviel::FNUM,qancha,çend
714,eins::NUM,bir,yek
715,zwei::NUM,ikki,didu
716,drei::NUM,uch,sisê
717,vier::NUM,to'rt,çar
718,fünf::NUM,besh,penç
719,sechs::NUM,olti,şeş
720,sieben::NUM,etti,heft
721,acht::NUM,sakkiz,heşt
722,neun::NUM,to'qqiz,neh
723,zehn::NUM,o'n,deh
724,elf::NUM,o'n bir,yazdeh
725,zwölf::NUM,o'n ikki,diwazdeh
726,zwanzig::NUM,yigirma,bîst
727,dreißig::NUM,o'ttiz,sih
728,vierzig::NUM,qirq,çil
729,fünfzig::NUM,ällik,pençi
730,sechzig::NUM,oltmish,şêst
731,siebzig::NUM,etmish,heftê
732,achtzig::NUM,sakson,heştê
733,neunzig::NUM,to'qson,nod
734,hundert::NUM,yuz,sêd
735,tausend::NUM,ming,hezar
736,und::CNJ,va,û
737,oder::CNJ,yo,an
738,oder::CNJ,yo,yan
739,stehen::V,turmoq,sekinîn
740,sitzen::V,o'tirmoq,rûniştin
741,liegen::V,yotmoq,paldan
742,hängen::V,osilmoq,darve kirin
743,werden::V,bo'lmoq,bûn
744,passieren::V,bo'lib o'tmoq,hatin holê
745,passieren::V,bo'lib o'tmoq,hatin serê kesî
746,beginnen::V,boshlanmoq,li dest pêkirin
747,enden::V,bitmoq,xalas bû
748,wechseln::V,o'zgarmoq,guherandin
749,wechseln::V,o'zgarmoq,dêgiş kirin
750,aufgehen[Sonne]::V,chiqmoq,hilatin
751,untergehen[Sonne]::V,botmoq,çun ava
752,scheinen[Sonne]::V,yaraqlamoq,şewk de
753,donnern::V,gulduramoq,gire-gir
754,wehen::V,elpimoq,ba le de
755,strömen::V,oqmoq,xwe girtin
756,fließen::V,oqmoq,herikîn
757,sich drehen::V,aylanmoq,xwe zivirandin
758,schwanken::V,qoqilmoq,hejandin
759,schwingen::V,lopillamoq,libakirin
760,fallen::V,tushmoq,ketin
761,brennen::V,yonmoq,şewitîn
762,rauchen::V,tutamoq,kişandin
763,regnen::V,yomg'ir yog'moq,bahran tê
764,gefrieren::V,muzlamoq,qefilandin
765,tauen::V,ärimoq,helandin
766,schmelzen::V,ärimoq,helandin
767,trocknen::V,qurimoq,zuwabûn
768,sieden::V,qaynamoq,kelîn
769,faulen::V,chirimoq,xerabûn
770,verfaulen::V,chirimoq,xerabûn
771,reißen::V,qayt qilmoq,jêkirin
772,versinken::V,g'arq bo'lmoq,xerq bûn
773,vergehen::V,o'tmoq,derbas bûn
774,erscheinen::V,zuhur ätmoq,peyda bûn
775,verschwinden::V,yo'qolmoq,wendabûn
776,sinken::V,pasaymoq,noq bûn
777,abnehmen::V,kamaymoq,kêm bûn
778,zunehmen::V,urchimoq,qelew bûn
779,steigen::V,oshmoq,hildan
780,wachsen::V,o'smoq,mezin bûn
781,glänzen::V,porlamoq,biriqîn
782,funkeln::V,yalt ätmoq,çikisîn
783,lärmen::V,taraq ätmoq,guşîn
784,läuten::V,jiringlamoq,lê de
785,klingeln::V,jiringlamoq,sîl dan
786,klingeln::V,jiringlamoq,ringerin
787,klirren::V,sharaqlamoq,zingzing hat
788,brausen::V,vag'illamoq,guşîn
789,rauschen::V,shitirlamoq,guşîn
