,Concept_ID,fi,ru
829,schwanken::V,horjua,колебаться
830,schwingen::V,heilua,качаться
831,schwingen::V,värähdellä,качаться
832,fallen::V,pudota,падать
833,fallen::V,langeta,падать
834,brennen::V,palaa,гореть
835,rauchen::V,savuta,дымить
836,regnen::V,sataa,дождить
837,gefrieren::V,jäätyä,замерзнуть
838,tauen::V,sulaa,таять
839,schmelzen::V,sulaa,плавиться
840,trocknen::V,kuivua,сохнуть
841,sieden::V,kiehua,кипеть
842,faulen::V,mädätä,гнить
843,verfaulen::V,mädätä,сгнить
844,verfaulen::V,mädäntyä,сгнить
845,reißen::V,revetä,рваться
846,versinken::V,upota,тонуть
847,versinken::V,vajota,тонуть
848,vergehen::V,kulua,проходить
849,erscheinen::V,ilmestyä,появиться
850,verschwinden::V,kadota,исчезнуть
851,sinken::V,vajota,спадать
852,abnehmen::V,vähetä,уменьшиться
853,zunehmen::V,kasvaa,увеличиваться
854,zunehmen::V,lisääntyä,увеличиваться
855,steigen::V,nousta,подниматься
856,wachsen::V,kasvaa,расти
857,glänzen::V,kiiltää,блестеть
858,funkeln::V,kipinöidä,сверкать
859,lärmen::V,meluta,шуметь
860,läuten::V,soida,звонить
861,klingeln::V,soida,звонить
862,klirren::V,kalista,звякать
863,brausen::V,kohista,бушевать
864,rauschen::V,kohista,шелестеть
865,klingen::V,soida,звучать
866,bellen::V,haukkua,лаять
867,heulen::V,ulvoa,выть
868,blasen::V,puhaltaa,дунуть
869,pfeifen::V,viheltää,свистеть
870,schreien::V,kirkua,кричать
871,stöhnen::V,voihkia,стонать
872,zittern::V,vapista,дрожать
873,leben::V,elää,жить
874,geboren werden::V,syntyä,родиться
875,atmen::V,hengittää,дышать
876,trinken::V,juoda,пить
877,essen::V,syödä,есть
878,essen::V,syödä,кушать
879,schlucken::V,niellä,глотать
880,müde werden::V,uupua,устать
881,einschlafen::V,uinahtaa,заснуть
882,schlafen::V,maata,спать
883,schlafen::V,nukkua,спать
884,aufwachen::V,herätä,проснуться
885,aufstehen::V,nousta,встать
886,aufstehen::V,nousta ylös,встать
887,sich erholen::V,levätä,отдыхать
888,krank werden::V,sairastua,заболеть
889,krank sein::V,potea,болеть
890,krank sein::V,sairastaa,болеть
891,schmerzen::V,särkeä,болеть
892,schmerzen::V,kivistää,болеть
893,husten::V,yskiä,кашлять
894,genesen::V,toipua,поправиться
895,sterben::V,kuolla,умереть
896,umkommen::V,saada surmansa,погибнуть
897,umkommen::V,kuolla,погибнуть
898,sich bewegen::V,liikkua,двигаться
899,sich rühren::V,liikahtaa,шевельнуться
900,sich erheben::V,nousta,встать
901,sich setzen::V,istuutua,сесть
902,hinfallen::V,kaatua,упасть
903,laufen::V,kävellä,ходить
904,schreiten::V,astua,шагать
905,schreiten::V,astella,шагать
906,spazierengehen::V,kävellä,гулять
907,eilen::V,kiirehtiä,спешить
908,sich beeilen::V,kiirehtiä,торопиться
909,sich beeilen::V,olla kiireissään,торопиться
910,sausen::V,rynnätä,мчаться
911,sausen::V,viilettää,мчаться
912,rennen::V,juosta,бегать
913,springen::V,hypätä,прыгать
914,klettern::V,kiivetä,лазать
915,schaukeln::V,kiikkua,раскачиваться
916,kriechen::V,ryömiä,ползать
917,schwimmen::V,uida,плавать
918,tauchen::V,sukeltaa,нырять
919,rudern::V,soutaa,грести
920,fahren::V,ajaa,ехать
921,fahren::V,kulkea,ехать
922,fliegen::V,lentää,летать
923,gehen::V,käydä,идти
924,weggehen::V,lähteä,уйти
925,weggehen::V,poistua,уйти
926,abfahren::V,lähteä,отправиться
927,anhalten::V,pysähtyä,остановиться
928,anhalten::V,seisahtua,остановиться
929,hineingehen::V,mennä sisään,входить
930,eintreten::V,astua sisään,войти
931,kommen::V,tulla,прийти
932,ankommen::V,saapua,прибыть
933,zurückkommen::V,palata,возвратиться
934,bleiben::V,jäädä,остаться
935,bleiben::V,viipyä,остаться
936,warten::V,odottaa,ждать
937,erwarten::V,odottaa,ожидать
938,suchen::V,etsiä,искать
939,finden::V,löytää,найти
940,versuchen::V,yrittää,пытаться
941,vorbereiten::V,valmistaa,подготовить
942,lieben::V,pitää,любить
943,lieben::V,rakastaa,любить
944,mögen::V,pitää,любить
945,mögen::V,tykätä,любить
946,lachen::V,nauraa,смеяться
947,rühren::V,liikuttaa,растрогать
948,weinen::V,itkeä,плакать
949,schimpfen::V,haukkua,ругаться
950,sich ärgern::V,suuttua,сердиться
951,sich fürchten::V,pelätä,бояться
952,fürchten::V,pelätä,бояться
953,fliehen::V,paeta,убегать
954,flüchten::V,paeta,убежать
955,sehen::V,nähdä,видеть
956,anschauen::V,katsoa,посмотреть
957,ansehen::V,katsoa,смотреть
958,hören::V,kuulla,слышать
959,zuhören::V,kuunnella,слушать
960,probieren::V,maistaa,пробовать
961,riechen::V,haistaa,нюхать
962,fühlen::V,tuntea,чувствовать
963,scheinen::V,tuntua,казаться
964,zu sehen sein::V,näkyä,виднеться
965,vernehmen::V,kuulla,услышать
966,frieren::V,palella,мерзнуть
967,tun::V,tehdä,делать
968,können::V,osata,мочь
969,können::V,osata,уметь
970,wollen::V,tahtoa,хотеть
971,anfangen::V,ruveta,начать
972,anfangen::V,aloittaa,начать
973,beenden::V,lopettaa,закончить
974,aufhören::V,loppua,перестать
975,gelingen::V,onnistua,удаться
976,geraten::V,sujua,оказаться
977,geraten::V,joutua,оказаться
978,öffnen::V,avata,открыть
979,öffnen::V,aukaista,открыть
980,schließen::V,sulkea,закрыть
981,stellen::V,panna,поставить
982,stellen::V,asettaa,поставить
983,setzen::V,panna,посадить
984,setzen::V,istuttaa,посадить
985,legen::V,panna,класть
986,legen::V,asettaa,класть
987,berühren::V,koskea,трогать
988,berühren::V,koskettaa,трогать
989,verbinden::V,liittää,связать
990,verbinden::V,yhdistää,связать
991,bedecken::V,kattaa,покрыть
992,bedecken::V,peittää,покрыть
993,aufhängen::V,ripustaa,повесить
994,anzünden::V,sytyttää,зажечь
995,aufheben::V,ylös nostaa,поднять
996,aufheben::V,nostaa,поднять
997,zurücklassen::V,jättää,оставить
998,verlieren::V,kadottaa,потерять
999,fallen lassen::V,pudottaa,уронить
1000,machen::V,tehdä,сделать
1001,herstellen::V,tuottaa,изготовить
1002,herstellen::V,valmistaa,изготовить
1003,bauen::V,rakentaa,строить
1004,reparieren::V,korjata,чинить
1005,verbessern::V,parantaa,улучшить
1006,ändern::V,muuttaa,изменить
1007,graben::V,kaivaa,копать
1008,beugen::V,taivuttaa,согнуть
1009,biegen::V,taivuttaa,погнуть
1010,drehen::V,kääntää,вертеть
1011,wenden::V,kääntää,повернуть
1012,umdrehen::V,kääntää,перевернуть
1013,heben::V,nostaa,поднимать
1014,heben::V,kohottaa,поднимать
1015,hochheben::V,nostaa,поднять
1016,ergreifen::V,tarttua,схватить
1017,halten::V,pitää,держать
1018,drücken::V,painaa,нажимать
1019,drücken::V,puristaa,нажимать
1020,schieben::V,työntää,толкать
1021,kratzen::V,raapia,скрести
1022,lecken::V,nuolla,лизать
1023,beißen::V,purra,кусать
1024,abreißen::V,repiä,оторвать
1025,abschneiden::V,leikata poikki,отрезать
1026,abschneiden::V,leikata,отрезать
1027,binden::V,sitoa,вязать
1028,stecken::V,pistää,воткнуть
1029,brechen::V,murtaa,сломать
1030,klopfen::V,koputtaa,стучать
1031,klopfen::V,kolkuttaa,стучать
1032,hauen::V,lyödä,бить
1033,kleben::V,liimata,клеить
1034,reiben::V,hieroa,тереть
1035,reiben::V,hangata,тереть
1036,streichen::V,sivellä,намазать
1037,schleifen::V,hioa,точить
1038,schneiden::V,leikata,резать
1039,rütteln::V,ravistaa,шатать
1040,schütteln::V,pudistaa,трясти
1041,schwenken::V,heiluttaa,махать
1042,schütten::V,kaataa,налить
1043,füllen::V,täyttää,наполнить
1044,einwickeln::V,kääriä,завернуть
1045,tragen::V,kantaa,нести
1046,schleppen::V,raahata,тащить
1047,ziehen::V,vetää,тянуть
1048,aufbewahren::V,säilyttää,хранить
1049,werfen::V,viskata,бросать
1050,fangen::V,napata,ловить
1051,fangen::V,ottaa kiinni,ловить
1052,packen::V,tarttua,схватить
1053,verstecken::V,kätkeä,спрятать
1054,verstecken::V,piilottaa,спрятать
1055,teilen::V,jakaa,разделить
1056,schicken::V,lähettää,посылать
1057,bringen::V,viedä,принести
1058,hinzufügen::V,lisätä,добавить
1059,bekommen::V,saada,достать
1060,erhalten::V,saada,получить
1061,nehmen::V,ottaa,взять
1062,wählen::V,valita,выбрать
1063,auswählen::V,valikoida,отобрать
1064,bewahren::V,säilyttää,сохранить
1065,behindern::V,estää,препятствовать
1066,verderben::V,pilata,испортить
1067,verderben::V,turmella,испортить
1068,beschädigen::V,vioittaa,повредить
1069,beschädigen::V,vahingoittaa,повредить
1070,zerbrechen::V,rikkoa,разбить
1071,zerreißen::V,repiä rikki,разорвать
1072,zerreißen::V,repiä palasiksi,разорвать
1073,zerstören::V,hävittää,разрушить
1074,verbrennen::V,polttaa,сжечь
1075,geben::V,antaa,дать
1076,reichen::V,ojentaa,передать
1077,schenken::V,lahjoittaa,дарить
1078,versprechen::V,luvata,обещать
1079,wünschen::V,toivottaa,желать
1080,loben::V,ylistää,хвалить
1081,küssen::V,suudella,целовать
1082,wiegen::V,tuudittaa,качать
1083,wiegen::V,keinuttaa,качать
1084,zudecken::V,peittää,накрыть
1085,wecken::V,herättää,разбудить
1086,zeigen::V,näyttää,показать
1087,zeigen::V,osoittaa,показать
1088,führen::V,johdattaa,вести
1089,lehren::V,opettaa,учить
1090,unterrichten::V,opettaa,преподавать
1091,aufziehen::V,kasvattaa,воспитать
1092,leiten::V,johtaa,руководить
1093,antreiben::V,hoputtaa,подгонять
1094,lassen::V,antaa,заставить
1095,einladen::V,kutsua,пригласить
1096,vereinigen::V,yhdistää,объединить
1097,besuchen::V,vierailla,посетить
1098,treffen::V,tavata,встретить
1099,sich versammeln::V,kokoontua,собраться
1100,spielen::V,pelata,играть
1101,spielen::V,leikkiä,играть
1102,singen::V,laulaa,петь
1103,tanzen::V,tanssia,плясать
1104,tanzen::V,tanssia,танцевать
1105,sich trennen::V,erota,расстаться
1106,verlassen::V,jättää,покинуть
1107,retten::V,pelastaa,спасти
1108,bewachen::V,vartioida,охранять
1109,schützen::V,suojella,уберегать
1110,verteidigen::V,puolustaa,защитить
1111,sich schlagen::V,tapella,драться
1112,schießen::V,ampua,стрелять
1113,siegen::V,voittaa,победить
1114,ärgern::V,ärsyttää,сердить
1115,schlagen::V,lyödä,ударить
1116,treten::V,potkaista,пинать
1117,stechen::V,pistää,уколоть
1118,stoßen::V,sysätä,толкнуть
1119,stoßen::V,työntää,толкнуть
1120,stehlen::V,varastaa,украсть
1121,stören::V,häiritä,помешать
1122,belästigen::V,häiritä,надоедать
1123,verbergen::V,kätkeä,скрыть
1124,täuschen::V,harhauttaa,обмануть
1125,betrügen::V,pettää,смошенничать
1126,betrügen::V,petkuttaa,смошенничать
1127,töten::V,tappaa,убить
1128,wohnen::V,asua,проживать
1129,arbeiten::V,tehdä työtä,работать
1130,arbeiten::V,työskennellä,работать
1131,sammeln::V,koota,собрать
1132,sammeln::V,kerätä,собрать
1133,pflücken::V,poimia,рвать
1134,pflücken::V,poimia,срывать
1135,jagen::V,metsästää,охотиться
1136,fischen::V,kalastaa,рыбачить
1137,fassen::V,pyydystää,поймать
1138,fassen::V,saalistaa,поймать
1139,hüten::V,paimentaa,пасти
1140,treiben::V,ajaa,гнать
1141,anbinden::V,kytkeä,привязать
1142,füttern::V,ruokkia,кормить
1143,melken::V,lypsää,доить
1144,hacken::V,hakata,рубить
1145,gießen::V,kastella,полить
1146,reifen::V,kypsyä,созреть
1147,zubereiten::V,valmistaa,приготовить
1148,kochen::V,keittää,варить
1149,backen::V,leipoa,печь
1150,braten::V,paistaa,жарить
1151,umrühren::V,hämmentää,перемешать
1152,stricken::V,kutoa,вязать
1153,stricken::V,neuloa,вязать
1154,nähen::V,ommella,шить
1155,färben::V,värjätä,покрасить
1156,färben::V,värittää,покрасить
1157,reinigen::V,puhdistaa,очистить
1158,waschen::V,pestä,стирать
1159,abwischen::V,pyyhkiä,вытереть
1160,spülen::V,huuhtoa,полоскать
1161,fegen::V,pyyhkäistä,подметать
1162,kehren::V,lakaista,мести
1163,baden::V,kylpeä,купаться
1164,sich waschen::V,peseytyä,мыться
1165,ausziehen::V,riisua,снять
1166,anziehen::V,pukea ylleen,надеть
1167,sich anziehen::V,pukeutua,одеться
1168,kämmen::V,kammata,причесать
1169,schmücken::V,koristaa,украсить
1170,schmücken::V,kaunistaa,украсить
1171,sagen::V,sanoa,сказать
1172,sprechen::V,puhua,говорить
1173,reden::V,keskustella,разговаривать
1174,sich unterhalten::V,jutella,беседовать
1175,fragen::V,kysyä,спросить
1176,bitten::V,pyytää,просить
1177,erzählen::V,kertoa,рассказать
1178,mitteilen::V,ilmoittaa,сообщить
1179,nennen::V,kutsua,назвать
1180,nennen::V,nimittää,назвать
1181,rufen::V,kutsua,звать
1182,prahlen::V,kerskailla,хвастаться
1183,übersetzen::V,kääntää,перевести
1184,denken::V,miettiä,думать
1185,denken::V,ajatella,думать
1186,glauben::V,uskoa,верить
1187,bemerken::V,huomata,заметить
1188,erkennen::V,tunnistaa,узнать
1189,begreifen::V,ymmärtää,понять
1190,begreifen::V,ymmärtää,постичь
1191,verstehen::V,ymmärtää,услышать
1192,lernen::V,oppia,учиться
1193,wissen::V,tietää,знать
1194,sich erinnern an::V,muistaa,вспомнить
1195,vergessen::V,unohtaa,забыть
1196,messen::V,mitata,мерить
1197,zählen::V,laskea,считать
1198,rechnen::V,laskea,считать
1199,lesen::V,lukea,читать
1200,malen::V,maalata,рисовать
1201,zeichnen::V,piirtää,рисовать
1202,zeichnen::V,piirustaa,рисовать
1203,schreiben::V,kirjoittaa,писать
1204,besitzen::V,omistaa,иметь
1205,kaufen::V,ostaa,купить
1206,verkaufen::V,myydä,продать
1207,bezahlen::V,maksaa,заплатить
1208,zahlen::V,maksaa,платить
1209,beherrschen::V,hallita,владеть
1210,ertragen::V,kestää,вытерпеть
