,Concept_ID,kk,pt
818,hübsch::A,ажарлы,giro
819,hübsch::A,ажарлы,bonito
820,hübsch::A,шырайлы,giro
821,hübsch::A,шырайлы,bonito
822,böse::A,өш,mau
823,böse::A,сұм,mau
824,böse::A,жауыз,mau
825,dumm::A,көкми,parvo
826,dumm::A,көкми,estúpido
827,dumm::A,ақымақ,parvo
828,dumm::A,ақымақ,estúpido
829,dumm::A,миы жоқ,parvo
830,dumm::A,миы жоқ,estúpido
831,faul::A,жалқау,preguiçoso
832,faul::A,еріншек,preguiçoso
833,fleißig::A,ұқыпты,aplicado
834,fleißig::A,ұқыпты,diligente
835,geizig::A,сараң,avarento
836,klug::A,жетік,prudente
837,klug::A,жетік,inteligente
838,klug::A,ақылды,prudente
839,klug::A,ақылды,inteligente
840,geschickt::A,шебер,hábil
841,lieb::A,абзал,caro
842,lieb::A,абзал,querido
843,lieb::A,айналайын,caro
844,lieb::A,айналайын,querido
845,lustig::A,көңілді,alegre
846,sanft::A,жуас,suave
847,sanft::A,жуас,brando
848,hungrig::A,аш,faminto
849,krank::A,кеселді,doente
850,krank::A,кеселді,enfermo
851,nackt::A,жалаңаш,nu
852,nackt::A,жалаңаш,despido
853,traurig::A,қапа,triste
854,lebendig::A,тірі,vivo
855,lebendig::A,жанды,vivo
856,gut::A,жақсы,bom
857,schlecht::A,жаман,mau
858,schlecht::A,жаман,ruim
859,richtig::A,дұрыс,justo
860,richtig::A,дұрыс,correcto
861,schlimm::A,жаман,mau
862,schlimm::A,жаман,grave
863,wahr::A,нағыз,verdadeiro
864,alt::A,ескі,velho
865,alt::A,ескі,antigo
866,neu::A,жаңа,novo
867,ehemalig::A,өткен,antigo
868,ehemalig::A,бұрынғы,antigo
869,alt[Lebewesen]::A,кексе,velho
870,jung::A,науша,jovem
871,arm::A,кедей,pobre
872,arm::A,дәулетсіз,pobre
873,reich::A,малды,rico
874,bekannt::A,таныс,conhecido
875,bekannt::A,көзтаныс,conhecido
876,berühmt::A,атақты,famoso
877,berühmt::A,атақты,célebre
878,fremd::A,бөтен,alheio
879,fremd::A,бөтен,estranho
880,verschieden::A,түрлі,diverso
881,verschieden::A,түрлі,diferente
882,nah::A,жуық,próximo
883,nah::A,етене,próximo
884,fern::A,алыс,remoto
885,fern::A,алыс,distante
886,fern::A,алыстағы,remoto
887,fern::A,алыстағы,distante
888,linker::A,сол,esquerdo
889,linker::A,солшыл,esquerdo
890,rechter::A,оң,direito
891,anderer::A,өзге,outro
892,anderer::A,былайғы,outro
893,erster::A,алғашқы,primeiro
894,zweiter::A,екінші,segundo
895,dritter::A,үшінші,terceiro
896,letzter::A,артқы,final
897,letzter::A,артқы,último
898,letzter::A,кейінгі,final
899,letzter::A,кейінгі,último
900,allein::ADV,серіксіз,só
901,auf einmal::ADV,бірден,de vez
902,zusammen::ADV,бірлесіп,juntos
903,lange::ADV,ұзақ,muito tempo
904,plötzlich::ADV,кенет,de repente
905,sofort::ADV,әне-міне дегенше,imediatamente
906,später::ADV,артынан,mais tarde
907,jetzt::ADV,енді,agora
908,jetzt::ADV,қазір,agora
909,heute::ADV,бүгін,hoje
910,morgen::ADV,ертең,amanhã
911,bald::ADV,тез,logo
912,bald::ADV,тез,breve
913,dann::ADV,онан соң,então
914,dann::ADV,онан соң,depois
915,dann::ADV,сонан соң,então
916,dann::ADV,сонан соң,depois
917,gestern::ADV,кеше,ontem
918,einst::ADV,бірде,antigamente
919,einst::ADV,бір кезде,antigamente
920,damals::ADV,анада,então
921,danach::ADV,онан соң,logo
922,danach::ADV,онан соң,depois
923,danach::ADV,сонан соң,logo
924,danach::ADV,сонан соң,depois
925,vorher::ADV,бұрын,antes
926,zuerst::ADV,әуелі,primeiro
927,zuerst::ADV,алдымен,primeiro
928,einmal::ADV,бір жолы,uma vez
929,manchmal::ADV,кейде,às vezes
930,oft::ADV,ылғи,muitas vezes
931,immer::ADV,өнебойы,sempre
932,niemals::ADV,ешуақытта,nunca
933,hier::ADV,бұнда,cá
934,hier::ADV,бұнда,aqui
935,hier::ADV,осында,cá
936,hier::ADV,осында,aqui
937,hierhin::ADV,бермен,para cá
938,von hier::ADV,бер жақтан,daqui
939,dort::ADV,анда,lá
940,dort::ADV,анда,ali
941,dorthin::ADV,әрі,lá
942,dorthin::ADV,әрі,para lá
943,geradeaus::ADV,тура,em frente
944,vorwärts::ADV,ілгері,avante
945,rückwärts::ADV,артқа,para trás
946,zurück::ADV,кейін қарай,atrás
947,unten::ADV,төменде,debaixo
948,unten::ADV,төменде,em baixo
949,hinab::ADV,астына,para baixo
950,hinab::ADV,төмен,para baixo
951,oben::ADV,жоғарыда,em cima
952,hinauf::ADV,өрге,para cima
953,überall::ADV,әрқайда,em toda parte
954,nicht::ADV,емес,não
955,ein wenig::ADV,азырақ,um pouco
956,ein wenig::ADV,азырақ,um bocado
957,ein wenig::ADV,аздаған,um pouco
958,ein wenig::ADV,аздаған,um bocado
959,ein wenig::ADV,азғантай,um pouco
960,ein wenig::ADV,азғантай,um bocado
961,kaum::ADV,зорға,apenas
962,sehr::ADV,орасан,muito
963,so::ADV,бұлай,tão
964,so::ADV,бұлай,assim
965,so::ADV,былайша,tão
966,so::ADV,былайша,assim
967,noch::ADV,әлі,ainda
968,nur::ADV,ғана,só
969,nur::ADV,ғана,apenas
970,nur::ADV,ғана,somente
971,schon::ADV,түге,já
972,wieder::ADV,жаңа,outra vez
973,wieder::ADV,қайта,outra vez
974,wieder::ADV,жаңадан,outra vez
975,vergebens::ADV,бекер,em vão
976,vor::PRP,алды,diante de
977,hinter::PRP,артынан,atrás de
978,unter::PRP,түп,sob
979,unter::PRP,түп,debaixo de
980,unter::PRP,маңында,sob
981,unter::PRP,маңында,debaixo de
982,durch::PRP,арқылы,por
983,durch::PRP,арқылы,através de
984,neben::PRP,іргеде,junto de
985,neben::PRP,іргеде,ao lado de
986,neben::PRP,жанында,junto de
987,neben::PRP,жанында,ao lado de
988,zwischen::PRP,арада,entre
989,wegen::PRP,үшін,por
990,wegen::PRP,үшін,por causa de
991,dies::PRN,бұ,isto
992,dies::PRN,осы,isto
993,das::PRN,сол,isso
994,das::PRN,сол,aquilo
995,alles::PRN,дүйім,todo
996,alles::PRN,күллі,todo
997,ich::PRN,мен,eu
998,du::PRN,сен,tu
999,er::PRN,ол,ele
1000,wir::PRN,біз,nós
1001,ihr::PRN,сіз,vós
1002,ihr::PRN,сіз,vocês
1003,sie::PRN,олар,eles
1004,was::FPRN,не,quê
1005,wer::FPRN,кім,quem
1006,wo::FADV,кәні,onde
1007,wo::FADV,қайда,onde
1008,wohin::FADV,қайда,aonde
1009,wohin::FADV,қайда,para onde
1010,wie::FADV,калай,como
1011,warum::FADV,неғып,porquê
1012,warum::FADV,неғып,por que
1013,wieviel::FNUM,неше,quanto
1014,wieviel::FNUM,қанша,quanto
1015,eins::NUM,бір,um
1016,zwei::NUM,екі,dois
1017,drei::NUM,үш,três
1018,vier::NUM,төрт,quatro
1019,fünf::NUM,бес,cinco
1020,sechs::NUM,алты,seis
1021,sieben::NUM,жеті,sete
1022,acht::NUM,сегіз,oito
1023,neun::NUM,тоғыз,nove
1024,zehn::NUM,он,dez
1025,elf::NUM,он бір,onze
1026,zwölf::NUM,он екі,doze
1027,zwanzig::NUM,жиырма,vinte
1028,dreißig::NUM,отыз,trinta
1029,vierzig::NUM,қырық,quarenta
1030,fünfzig::NUM,елу,cinquenta
1031,sechzig::NUM,алпыс,sessenta
1032,siebzig::NUM,жетпіс,setenta
1033,achtzig::NUM,сексен,oitenta
1034,neunzig::NUM,тоқсан,noventa
1035,hundert::NUM,жүз,cem
1036,hundert::NUM,жүз,cento
1037,tausend::NUM,мың,mil
1038,und::CNJ,та,e
1039,oder::CNJ,әлде,ou
1040,oder::CNJ,немесе,ou
1041,stehen::V,тұру,estar em pé
1042,sitzen::V,отыру,estar sentado
1043,liegen::V,жату,jazer
1044,liegen::V,жату,estar deitado
1045,hängen::V,ілу,pender
1046,hängen::V,ілу,estar pendurado
1047,werden::V,болу,tornar-se
1048,werden::V,түрегелу,tornar-se
1049,passieren::V,болу,acontecer
1050,beginnen::V,басталу,começar
1051,enden::V,ада болу,acabar
1052,enden::V,ада болу,terminar
1053,wechseln::V,құбылу,variar
1054,wechseln::V,құбылу,alternar
1055,wechseln::V,өзгеру,variar
1056,wechseln::V,өзгеру,alternar
1057,aufgehen[Sonne]::V,шығу,nascer
1058,untergehen[Sonne]::V,батыру,pôr-se
1059,scheinen[Sonne]::V,жылтырау,brilhar
1060,donnern::V,күркіреу,trovejar
1061,wehen::V,огып тур,soprar
1062,strömen::V,сорғалау,correr
1063,fließen::V,ағу,fluir
1064,sich drehen::V,айналу,girar
1065,schwanken::V,толықсу,oscilar
1066,schwingen::V,тербелу,vibrar
1067,fallen::V,құлау,cair
1068,fallen::V,жығылу,cair
1069,fallen::V,төмендеу,cair
1070,brennen::V,жану,arder
1071,rauchen::V,түтету,fumegar
1072,regnen::V,жауу,chover
1073,gefrieren::V,мұздай қату,gelar
1074,gefrieren::V,мұздай қату,congelar
1075,gefrieren::V,мұз боп қату,gelar
1076,gefrieren::V,мұз боп қату,congelar
1077,tauen::V,жібу,derreter
1078,tauen::V,жібу,descongelar
1079,schmelzen::V,еру,fundir-se
1080,trocknen::V,курау,secar
1081,sieden::V,қайнау,ferver
1082,faulen::V,иістену,estragar-se
1083,verfaulen::V,шіру,apodrecer
1084,reißen::V,жыртылу,romper-se
1085,versinken::V,малтығу,afundar-se
1086,vergehen::V,өту,passar
1087,erscheinen::V,көріну,aparecer
1088,erscheinen::V,көрініп қалу,aparecer
1089,verschwinden::V,ғайып_болу,desaparecer
1090,sinken::V,ылдилау,descer
1091,sinken::V,төмендеу,descer
1092,abnehmen::V,кемітілу,diminuir
1093,abnehmen::V,кемітілу,decrescer
1094,zunehmen::V,көбею,crescer
1095,zunehmen::V,көбею,aumentar
1096,steigen::V,қобу,subir
1097,steigen::V,көтерілу,subir
1098,steigen::V,жоғарылау,subir
1099,wachsen::V,өсу,crescer
1100,glänzen::V,жалтырау,brilhar
1101,funkeln::V,жарқырау,cintilar
1102,funkeln::V,нұрлану,cintilar
1103,funkeln::V,жылтылдау,cintilar
1104,lärmen::V,шулау,fazer barulho
1105,lärmen::V,шуылдау,fazer barulho
1106,läuten::V,қоңыраулату,chocalhar
1107,klingeln::V,дыңғырлау,tocar
1108,klirren::V,дыңылдату,tinir
1109,brausen::V,тасу,bramar
1110,rauschen::V,сусылдау,murmurar
1111,rauschen::V,сусылдау,rumorejar
1112,rauschen::V,сыбдырлау,murmurar
1113,rauschen::V,сыбдырлау,rumorejar
1114,klingen::V,дыбыс шығару,soar
1115,bellen::V,үру,ladrar
1116,heulen::V,ұлу,uivar
1117,blasen::V,үру,soprar
1118,pfeifen::V,ысқыру,assobiar
1119,schreien::V,шыңғыру,gritar
1120,schreien::V,айғайлау,gritar
1121,schreien::V,байбайлау,gritar
1122,schreien::V,бажалақтау,gritar
1123,stöhnen::V,ыңырсу,gemer
1124,stöhnen::V,ыңкылдау,gemer
1125,zittern::V,қалш,tremer
1126,zittern::V,қалшылдату,tremer
1127,leben::V,жасау,viver
1128,leben::V,күнелту,viver
1129,leben::V,күн көру,viver
1130,leben::V,тіршілік ету,viver
1131,geboren werden::V,туу,nascer
1132,atmen::V,дем алу,respirar
1133,atmen::V,ауа жұту,respirar
1134,trinken::V,ішу,beber
1135,trinken::V,ұрттау,beber
1136,essen::V,жеу,comer
1137,essen::V,тамақтану,comer
1138,schlucken::V,жұту,engolir
1139,müde werden::V,болдыру,cansar-se
1140,einschlafen::V,үйыктап калу,adormecer
1141,schlafen::V,ұйықтау,dormir
1142,aufwachen::V,ояну,acordar
1143,aufstehen::V,ояну,levantar-se
1144,sich erholen::V,тынығу,descansar
1145,krank werden::V,кеселдену,adoecer
1146,krank werden::V,кеселдену,ficar doente
1147,krank werden::V,сырқаттану,adoecer
1148,krank werden::V,сырқаттану,ficar doente
1149,krank werden::V,ауырып қалу,adoecer
1150,krank werden::V,ауырып қалу,ficar doente
1151,krank werden::V,ауыра бастау,adoecer
1152,krank werden::V,ауыра бастау,ficar doente
1153,krank werden::V,кеселге ұшырау,adoecer
1154,krank werden::V,кеселге ұшырау,ficar doente
1155,krank werden::V,сырқаттанып қалу,adoecer
1156,krank werden::V,сырқаттанып қалу,ficar doente
1157,krank sein::V,ауыру,estar doente
1158,krank sein::V,сырқаттану,estar doente
1159,schmerzen::V,ауырады,doer
1160,husten::V,жөтелу,tossir
1161,genesen::V,айығу,convalescer
1162,sterben::V,өлу,morrer
1163,sterben::V,қайтыс,morrer
1164,sterben::V,жантапсыру,morrer
1165,umkommen::V,өлу,perecer
1166,umkommen::V,қаза табу,perecer
1167,sich bewegen::V,жылжу,mover-se
1168,sich rühren::V,қыбырлау,mexer-se
1169,sich erheben::V,тұру,levantar-se
1170,sich setzen::V,отыру,sentar-se
1171,hinfallen::V,жығылу,cair
1172,laufen::V,жояу жүру,andar
1173,laufen::V,жояу жүру,caminhar
1174,schreiten::V,кадамдау,andar
1175,schreiten::V,кадамдау,caminhar
1176,spazierengehen::V,қыдыру,passear
1177,eilen::V,асығу,apressar-se
1178,eilen::V,жеделдену,apressar-se
1179,eilen::V,жедепдеу,apressar-se
1180,sich beeilen::V,асығу,apressar-se
1181,sich beeilen::V,асығу,despachar-se
1182,sich beeilen::V,жеделдену,apressar-se
1183,sich beeilen::V,жеделдену,despachar-se
1184,sausen::V,заулау,correr
1185,rennen::V,жүгіру,correr
1186,springen::V,секіру,saltar
1187,klettern::V,өрмелеп шығу,trepar
1188,schaukeln::V,тербелу,baloiçar
1189,kriechen::V,еңбектеу,rastejar
1190,kriechen::V,еңбектеу,arrastar-se
1191,schwimmen::V,жүзу,nadar
1192,schwimmen::V,малту,nadar
1193,schwimmen::V,қалықтау,nadar
1194,tauchen::V,сүңгу,mergulhar
1195,rudern::V,есу,remar
1196,fahren::V,бару,ir
1197,fliegen::V,ұшу,voar
1198,gehen::V,бару,ir
1199,gehen::V,бару,andar
1200,weggehen::V,кету,partir
1201,weggehen::V,кету,ir-se embora
1202,abfahren::V,жөнелу,sair
1203,abfahren::V,жөнелу,partir
1204,anhalten::V,тоқтау,parar
1205,hineingehen::V,кіру,entrar
1206,eintreten::V,ену,entrar
1207,kommen::V,жету,vir
1208,ankommen::V,келу,chegar
1209,zurückkommen::V,қайту,voltar
1210,zurückkommen::V,қайту,regressar
1211,bleiben::V,қалу,ficar
1212,bleiben::V,қалу,permanecer
1213,warten::V,тосу,esperar
1214,erwarten::V,күту,esperar
1215,erwarten::V,күту,aguardar
1216,suchen::V,іздеу,buscar
1217,suchen::V,іздеу,procurar
1218,finden::V,табу,achar
1219,finden::V,табу,encontrar
1220,versuchen::V,талпыну,tentar
1221,vorbereiten::V,әзірлеу,preparar
1222,lieben::V,сүю,amar
1223,lieben::V,сүю,querer
1224,mögen::V,жарату,gostar de
1225,mögen::V,жақсы_көру,gostar de
1226,lachen::V,күлу,rir
1227,lachen::V,күлу,rir-se
1228,lachen::V,күлісу,rir
1229,lachen::V,күлісу,rir-se
1230,rühren::V,көңілін бұзу,comover
1231,weinen::V,жылау,chorar
1232,schimpfen::V,ақырып-бақыру,ralhar
1233,sich ärgern::V,ашулану,zangar-se
1234,sich fürchten::V,сескену,ter medo de
1235,sich fürchten::V,сескену,ter receio de
1236,fürchten::V,қауіптену,temer
1237,fürchten::V,қауіптену,recear
1238,fürchten::V,сақсыну,temer
1239,fürchten::V,сақсыну,recear
1240,fliehen::V,қашу,fugir
1241,fliehen::V,қашып кету,fugir
1242,flüchten::V,қашу,refugiar-se
1243,flüchten::V,қашып кету,refugiar-se
1244,sehen::V,көру,ver
1245,anschauen::V,назар салу,olhar
1246,ansehen::V,тамашалау,mirar
1247,hören::V,есту,ouvir
1248,zuhören::V,тыңдау,escutar
1249,zuhören::V,құлақ қою,escutar
1250,probieren::V,тату,provar
1251,probieren::V,тату,saborear
1252,probieren::V,дәм тату,provar
1253,probieren::V,дәм тату,saborear
1254,riechen::V,иіскеу,cheirar
1255,fühlen::V,сезу,sentir
1256,fühlen::V,сезіну,sentir
1257,scheinen::V,болып көріну,parecer
1258,zu sehen sein::V,көріну,estar à vista
1259,vernehmen::V,есту,ouvir
1260,vernehmen::V,есітіп қалу,ouvir
1261,frieren::V,тоңу,ter frio
1262,frieren::V,жаурау,ter frio
1263,tun::V,ету,fazer
1264,tun::V,істеу,fazer
1265,können::V,білу,saber
1266,wollen::V,қалау,querer
1267,anfangen::V,бастау,iniciar
1268,beenden::V,бітіру,acabar
1269,beenden::V,бітіру,terminar
1270,beenden::V,адақтау,acabar
1271,beenden::V,адақтау,terminar
1272,beenden::V,тамамдау,acabar
1273,beenden::V,тамамдау,terminar
1274,beenden::V,аяқтап шығу,acabar
1275,beenden::V,аяқтап шығу,terminar
1276,aufhören::V,доғару,cessar
1277,aufhören::V,доғару,desistir
1278,gelingen::V,жолы түсу,sair bem
1279,gelingen::V,жолы түсу,dar bom resultado
1280,geraten::V,калу,sair
1281,geraten::V,калу,dar resultado
1282,öffnen::V,ашу,abrir
1283,öffnen::V,ашып қою,abrir
1284,schließen::V,жабу,fechar
1285,stellen::V,қою,pôr
1286,stellen::V,қою,colocar
1287,stellen::V,қойдыру,pôr
1288,stellen::V,қойдыру,colocar
1289,setzen::V,отырғызу,pôr
1290,setzen::V,отырғызу,meter
1291,legen::V,салу,pôr
1292,legen::V,салу,meter
1293,legen::V,калау,pôr
1294,legen::V,калау,meter
1295,berühren::V,тию,tocar
1296,verbinden::V,байлап алу,unir
1297,verbinden::V,байлап алу,ligar
1298,verbinden::V,сабақтастыру,unir
1299,verbinden::V,сабақтастыру,ligar
1300,bedecken::V,бүркеу,cobrir
1301,aufhängen::V,ілу,pendurar
1302,aufhängen::V,асып қою,pendurar
1303,anzünden::V,тұтату,acender
1304,aufheben::V,көтеру,apanhar
1305,aufheben::V,көтеру,levantar
1306,zurücklassen::V,қалдыру,deixar
1307,verlieren::V,жоғалту,perder
1308,fallen lassen::V,құлатып алу,deixar cair
1309,fallen lassen::V,қолдан түсіріп алу,deixar cair
1310,machen::V,ету,fazer
1311,machen::V,жасау,fazer
1312,machen::V,жасап шығару,fazer
1313,herstellen::V,жасап шығару,produzir
1314,bauen::V,тұрғызу,edificar
1315,bauen::V,тұрғызу,construir
1316,reparieren::V,оңдау,reparar
1317,reparieren::V,оңдау,consertar
1318,verbessern::V,дұрыстау,melhorar
1319,ändern::V,өзгерту,mudar
1320,ändern::V,өзгерту,alterar
1321,graben::V,үңгу,cavar
1322,beugen::V,буғу,curvar
1323,biegen::V,ию,vergar
1324,biegen::V,майыстыру,vergar
1325,drehen::V,айналдыру,girar
1326,wenden::V,екінші жағын айналдыру,virar
1327,wenden::V,екінші жағын айналдыру,voltar
1328,umdrehen::V,бұру,virar
1329,umdrehen::V,бұру,revolver
1330,heben::V,көтеру,levantar
1331,hochheben::V,жоғарылату,erguer
1332,hochheben::V,жоғарылату,levantar
1333,hochheben::V,көтеру,erguer
1334,hochheben::V,көтеру,levantar
1335,ergreifen::V,бас_салу,apanhar
1336,ergreifen::V,шап_беріп_ұстап_алу,apanhar
1337,ergreifen::V,шап_беру,apanhar
1338,ergreifen::V,шап_ете_түсу,apanhar
1339,halten::V,тұту,segurar
1340,halten::V,ұстау,segurar
1341,drücken::V,басу,apertar
1342,schieben::V,итеру,empurrar
1343,kratzen::V,қыру,raspar
1344,lecken::V,жалау,lamber
1345,beißen::V,қабу,morder
1346,beißen::V,тістеу,morder
1347,beißen::V,қауып алу,morder
1348,abreißen::V,үзу,arrancar
1349,abschneiden::V,қырқу,talhar
1350,binden::V,байланыстыру,ligar
1351,binden::V,байлап_алу,ligar
1352,binden::V,байластыру,ligar
1353,binden::V,байлау,ligar
1354,binden::V,буу,ligar
1355,binden::V,матау,ligar
1356,binden::V,сабақтастыру,ligar
1357,binden::V,ұштастыру,ligar
1358,stecken::V,сұғу,meter
1359,stecken::V,сұғу,enfiar
1360,brechen::V,сындыру,romper
1361,brechen::V,сындыру,quebrar
1362,klopfen::V,қағу,bater
1363,hauen::V,соғу,bater
1364,kleben::V,желімдеу,colar
1365,reiben::V,үйкеу,esfregar
1366,streichen::V,сүйкеу,barrar
1367,schleifen::V,егеу,afiar
1368,schleifen::V,қайрау,afiar
1369,schleifen::V,егеулеу,afiar
1370,schneiden::V,кесу,cortar
1371,rütteln::V,қозғау,sacudir
1372,rütteln::V,жұлмалау,sacudir
1373,schütteln::V,дірілдету,abanar
1374,schütteln::V,дірілдету,sacudir
1375,schütteln::V,селкілдету,abanar
1376,schütteln::V,селкілдету,sacudir
1377,schwenken::V,бұлғау,agitar
1378,schwenken::V,сермеу,agitar
1379,schütten::V,құю,deitar
1380,füllen::V,толтыру,encher
1381,einwickeln::V,орау,envolver
1382,einwickeln::V,орау,embrulhar
1383,tragen::V,алып жүру,levar
1384,tragen::V,алып жүру,trazer
1385,schleppen::V,тарту,arrastar
1386,ziehen::V,тарту,puxar
1387,aufbewahren::V,сақтау,guardar
1388,aufbewahren::V,сақтау,conservar
1389,werfen::V,лақтыру,lançar
1390,fangen::V,қармау,apanhar
1391,fangen::V,қағып алу,apanhar
1392,packen::V,шап беру,agarrar
1393,packen::V,шап ете түсу,agarrar
1394,packen::V,шап беріп ұстап алу,agarrar
1395,verstecken::V,тығу,esconder
1396,verstecken::V,жасыру,esconder
1397,teilen::V,бөлу,partir
1398,teilen::V,бөлу,dividir
1399,schicken::V,жіберу,enviar
1400,bringen::V,әкелу,trazer
1401,bringen::V,алып келу,trazer
1402,hinzufügen::V,қосу,acrescentar
1403,hinzufügen::V,үстеу,acrescentar
1404,bekommen::V,алу,obter
1405,erhalten::V,алмақ,receber
1406,nehmen::V,алу,tomar
1407,nehmen::V,алмақ,tomar
1408,wählen::V,таңдау,eleger
1409,wählen::V,таңдау,escolher
1410,auswählen::V,екшеу,escolher
1411,auswählen::V,екшеу,seleccionar
1412,auswählen::V,саралау,escolher
1413,auswählen::V,саралау,seleccionar
1414,auswählen::V,сұрыптау,escolher
1415,auswählen::V,сұрыптау,seleccionar
1416,auswählen::V,сайлап алу,escolher
1417,auswählen::V,сайлап алу,seleccionar
1418,bewahren::V,сақтау,guardar
1419,bewahren::V,сақтау,conservar
1420,behindern::V,оралғы болу,impedir
1421,verderben::V,бүлдіру,estragar
1422,verderben::V,бүлдіру,corromper
1423,beschädigen::V,бұзу,danificar
1424,zerbrechen::V,уату,romper
1425,zerbrechen::V,уату,quebrar
1426,zerreißen::V,жырту,rasgar
1427,zerstören::V,қирату,destruir
1428,zerstören::V,талқандау,destruir
1429,verbrennen::V,өртеу,queimar
1430,verbrennen::V,жандыру,queimar
1431,verbrennen::V,өртеп жіберу,queimar
1432,verbrennen::V,жандырып жіберу,queimar
1433,geben::V,беру,dar
1434,reichen::V,беру,passar
1435,schenken::V,тарту,oferecer
1436,versprechen::V,уәде беру,prometer
1437,wünschen::V,тілеу,desejar
1438,loben::V,мақтау,louvar
1439,loben::V,дәріптеу,louvar
1440,küssen::V,сүю,beijar
1441,wiegen::V,тербеу,embalar
1442,zudecken::V,бүркеу,tapar
1443,zudecken::V,бүркеу,cobrir
1444,wecken::V,ояту,acordar
1445,wecken::V,ояту,despertar
1446,zeigen::V,көрсету,mostrar
1447,führen::V,ерту,guiar
1448,führen::V,ерту,conduzir
1449,führen::V,жетектеу,guiar
1450,führen::V,жетектеу,conduzir
1451,lehren::V,оқыту,ensinar
1452,unterrichten::V,оқыту,instruir
1453,aufziehen::V,бағу,criar
1454,leiten::V,басқару,dirigir
1455,leiten::V,басқару,conduzir
1456,leiten::V,жетекшілік ету,dirigir
1457,leiten::V,жетекшілік ету,conduzir
1458,antreiben::V,асықтыру,impelir
1459,lassen::V,-ткізу,fazer
1460,lassen::V,мәжбүр ету,fazer
1461,einladen::V,шақыру,convidar
1462,vereinigen::V,біріктіру,unir
1463,vereinigen::V,біріктіру,reunir
1464,vereinigen::V,біріктіріп қою,unir
1465,vereinigen::V,біріктіріп қою,reunir
1466,besuchen::V,кіріп шығу,ir ver
1467,besuchen::V,кіріп шығу,visitar
1468,besuchen::V,барып шығу,ir ver
1469,besuchen::V,барып шығу,visitar
1470,treffen::V,кездесу,encontrar
1471,sich versammeln::V,топталу,reunir-se
1472,spielen::V,ойнау,jogar
1473,spielen::V,ойнау,brincar
1474,singen::V,сайрау,cantar
1475,tanzen::V,билеу,bailar
1476,sich trennen::V,айрылысу,apartar-se
1477,verlassen::V,тастау,deixar
1478,verlassen::V,тастау,abandonar
1479,retten::V,құтқару,salvar
1480,bewachen::V,күзету,vigiar
1481,bewachen::V,күзету,guardar
1482,schützen::V,жақтау,proteger
1483,schützen::V,жақтасу,proteger
1484,verteidigen::V,қорғау,defender
1485,sich schlagen::V,алысу,brigar
1486,sich schlagen::V,алысу,bater-se
1487,schießen::V,ату,disparar
1488,siegen::V,жеңу,vencer
1489,ärgern::V,ашуландыру,irritar
1490,ärgern::V,ашуландыру,aborrecer
1491,schlagen::V,ұру,bater
1492,treten::V,тебу,pisar
1493,stechen::V,шаншу,picar
1494,stoßen::V,түрту,empurrar
1495,stehlen::V,ұрлау,furtar
1496,stören::V,кесірлен,perturbar
1497,belästigen::V,мазасын алу,incomodar
1498,belästigen::V,мазасын алу,importunar
1499,verbergen::V,сездірмеу,ocultar
1500,verbergen::V,сездірмеу,esconder
1501,täuschen::V,жалған айту,iludir
1502,täuschen::V,жалған айту,enganar
1503,betrügen::V,алдау,burlar
1504,betrügen::V,алдау,enganar
1505,betrügen::V,алдап кету,burlar
1506,betrügen::V,алдап кету,enganar
1507,betrügen::V,ақымақ қылу,burlar
1508,betrügen::V,ақымақ қылу,enganar
1509,töten::V,құрту,matar
1510,töten::V,өлтіру,matar
1511,wohnen::V,мекендеу,morar
1512,wohnen::V,өмір сүру,morar
1513,arbeiten::V,істеу,trabalhar
1514,arbeiten::V,еңбектену,trabalhar
1515,sammeln::V,жыю,recolher
1516,sammeln::V,жыю,coleccionar
1517,pflücken::V,жұлу,colher
1518,jagen::V,аулау,caçar
1519,fischen::V,балык_аулау,pescar
1520,fassen::V,ұстау,apanhar
1521,hüten::V,жаю,guardar
1522,hüten::V,бағу,guardar
1523,treiben::V,айдау,conduzir
1524,anbinden::V,байлау,atar
1525,füttern::V,ас ішкізу,dar de comer a
1526,füttern::V,азықтандыру,dar de comer a
1527,füttern::V,қоректендіру,dar de comer a
1528,melken::V,сауу,ordenhar
1529,hacken::V,турау,rachar
1530,gießen::V,суару,regar
1531,reifen::V,жетілу,amadurecer
1532,zubereiten::V,даяр ету,preparar
1533,kochen::V,асу,cozer
1534,backen::V,пісіру,cozer
1535,braten::V,қуыру,assar
1536,braten::V,қуыру,fritar
1537,umrühren::V,былғалау,remexer
1538,umrühren::V,сапырылыстыру,remexer
1539,stricken::V,торлау,tricotar
1540,stricken::V,торлау,fazer malha
1541,stricken::V,тоқу,tricotar
1542,stricken::V,тоқу,fazer malha
1543,nähen::V,тігу,coser
1544,nähen::V,тігу,costurar
1545,färben::V,бояу,tingir
1546,färben::V,бояу,colorir
1547,färben::V,сырлау,tingir
1548,färben::V,сырлау,colorir
1549,reinigen::V,аршу,limpar
1550,reinigen::V,аршу,purificar
1551,reinigen::V,тазалау,limpar
1552,reinigen::V,тазалау,purificar
1553,waschen::V,жуу,lavar
1554,abwischen::V,сүрту,limpar
1555,abwischen::V,сүрту,esfregar
1556,spülen::V,шаю,lavar
1557,spülen::V,шаю,enxaguar
1558,fegen::V,сыпыру,varrer
1559,kehren::V,сыпыру,varrer
1560,baden::V,шомылу,banhar
1561,baden::V,шомылу,tomar banho
1562,sich waschen::V,жуыну,lavar-se
