,Concept_ID,uz,sah
755,beginnen::V,boshlanmoq,саҕалан
756,enden::V,bitmoq,бүт
757,wechseln::V,o'zgarmoq,уларый
758,aufgehen[Sonne]::V,chiqmoq,ой
759,untergehen[Sonne]::V,botmoq,киир
760,scheinen[Sonne]::V,yaraqlamoq,сырдат
761,donnern::V,gulduramoq,эт
762,wehen::V,elpimoq,үр
763,strömen::V,oqmoq,кутулун
764,fließen::V,oqmoq,сүүр
765,sich drehen::V,aylanmoq,эргий
766,schwanken::V,qoqilmoq,биэтэҥнээ
767,schwingen::V,lopillamoq,эйэҥнээ
768,fallen::V,tushmoq,оҕут
769,brennen::V,yonmoq,умай
770,rauchen::V,tutamoq,буруолаа
771,regnen::V,yomg'ir yog'moq,самыырдаа
772,gefrieren::V,muzlamoq,тоҥ
773,tauen::V,ärimoq,ир
774,schmelzen::V,ärimoq,уулун
775,trocknen::V,qurimoq,куур
776,sieden::V,qaynamoq,оргуй
777,faulen::V,chirimoq,сытый
778,verfaulen::V,chirimoq,сытыйан_хаал
779,reißen::V,qayt qilmoq,хайыт
780,reißen::V,qayt qilmoq,быһытталан
781,versinken::V,g'arq bo'lmoq,тимир
782,versinken::V,g'arq bo'lmoq,батылын
783,vergehen::V,o'tmoq,дьай
784,erscheinen::V,zuhur ätmoq,көһүн
785,verschwinden::V,yo'qolmoq,сүт
786,sinken::V,pasaymoq,намтаа
787,abnehmen::V,kamaymoq,аччаа
788,zunehmen::V,urchimoq,элбээ
789,steigen::V,oshmoq,үрдээ
790,wachsen::V,o'smoq,үүн
791,glänzen::V,porlamoq,кылбай
792,funkeln::V,yalt ätmoq,күлүмнээ
793,funkeln::V,yalt ätmoq,күлүмүрдээ
794,lärmen::V,taraq ätmoq,тыаһаа
795,läuten::V,jiringlamoq,собуоннаа
796,klingeln::V,jiringlamoq,линкинээ
797,klirren::V,sharaqlamoq,айгырат
798,brausen::V,vag'illamoq,сирилээ
799,rauschen::V,shitirlamoq,суугунаа
800,klingen::V,yangramoq,доргуй
801,bellen::V,hurmoq,үр
802,heulen::V,uvlamoq,улуй
803,blasen::V,puflamoq,үр
804,pfeifen::V,xushtak chalmoq ,иһиир
805,schreien::V,qiyqirmoq,кылан
806,schreien::V,qiyqirmoq,хаһыытаа
807,stöhnen::V,nola qilmoq,ынчыктаа
808,zittern::V,titramoq,титирээ
809,zittern::V,titramoq,дьигиһий
810,leben::V,yashamoq,олор
811,geboren werden::V,tug'ilmoq,төрөө
812,atmen::V,nafas chiqarmoq,тыын
813,trinken::V,ichmoq,ис
814,essen::V,emoq,аһаа
815,schlucken::V,yutmoq,ыйыһын
816,müde werden::V,horimoq,сылай
817,einschlafen::V,uxlab qolmoq,утуйан хаал
818,schlafen::V,uxlamoq,утуй
819,schlafen::V,uxlamoq,утуйа сыт
820,aufwachen::V,uyg'onmoq,уһугун
821,aufstehen::V,qo'pmoq,тур
822,sich erholen::V,dam olmoq,сынньан
823,krank werden::V,kasallanmoq,ыарый
824,krank sein::V,betob yotmoq,ыарый
825,krank sein::V,betob yotmoq,ыарыт
826,schmerzen::V,og'rimoq,ыарыт
827,husten::V,yo'talmoq,сөтөлүн
828,genesen::V,tuzalmoq,көн
829,sterben::V,o'lmoq,өл
830,umkommen::V,halok bo'lmoq,өл
831,umkommen::V,halok bo'lmoq,оҕут
832,sich bewegen::V,harakat qilmoq,хамсаа
833,sich rühren::V,qimirlamoq,хамсаа
834,sich erheben::V,qo'pmoq,тур
835,sich setzen::V,o'tirmoq,олор
836,hinfallen::V,yiqilmoq,оҕут
837,laufen::V,yurmoq,хаам
838,schreiten::V,yurmoq,атыллаа
839,spazierengehen::V,sayr ätmoq,дьаарбай
840,eilen::V,tezlamoq,тиэтэй
841,sich beeilen::V,shoshmoq,ыксаа
842,sausen::V,chopqillamoq,элээр
843,rennen::V,yugurmoq,сүүрэкэлээ
844,springen::V,sakramoq,ой
845,springen::V,sakramoq,ыстан
846,klettern::V,yuqorilamoq,ытын
847,schaukeln::V,irg'amoq,эйэҥнээ
848,schaukeln::V,irg'amoq,биэрэҥнээ
849,kriechen::V,ämaklamoq,сыыл
850,schwimmen::V,suzmoq,уһун
851,schwimmen::V,suzmoq,харбаа
852,tauchen::V,chu'mmoq,умус
853,rudern::V,eshkak eshmoq,эрт
854,fahren::V,haydamoq,айаннаа
855,fliegen::V,uchmoq,көт
856,gehen::V,bormoq,бар
857,weggehen::V,ketoq,бар
858,abfahren::V,jo'namoq,бар
859,anhalten::V,to'xtamoq,тохтоо
860,hineingehen::V,kirmoq,киир
861,eintreten::V,kirmoq,киир
862,kommen::V,kelmoq,кэл
863,ankommen::V,etib kelmoq,кэл
864,ankommen::V,etib kelmoq,тиий
865,zurückkommen::V,qaytib kelmoq,төнүн
866,bleiben::V,qolmoq,хаал
867,warten::V,poylamoq,көһүт
868,erwarten::V,kutmoq,күүт
869,erwarten::V,kutmoq,көһүт
870,suchen::V,izlamoq,ирдээ
871,suchen::V,izlamoq,көрдөө
872,finden::V,topmoq,бул
873,versuchen::V,chalishmoq,сорун
874,vorbereiten::V,hozirlamoq,бэлэмнээ
875,lieben::V,sevmoq,таптаа
876,mögen::V,ardoqlamoq,сөбүл
877,lachen::V,kulmoq,күл
878,rühren::V,ta'sirlantirmoq,долгут
879,weinen::V,yig'lamoq,ытаа
880,schimpfen::V,koyinmoq,үөҕүс
881,sich ärgern::V,g'azab qilmoq,кыыһыр
882,sich ärgern::V,g'azab qilmoq,кыйахан
883,sich fürchten::V,hurkmoq,куттан
884,sich fürchten::V,hurkmoq,дьиксин
885,fürchten::V,qo'rqmoq,дьиксин
886,fürchten::V,qo'rqmoq,куттан
887,fliehen::V,qochmoq,күрээ
888,flüchten::V,qochmoq,күрээ
889,sehen::V,ko'rmoq,көр
890,anschauen::V,razm solmoq,көр
891,ansehen::V,razm qilmoq,көр
892,hören::V,äshitmoq,бил
893,hören::V,äshitmoq,иһит
894,zuhören::V,tinglamoq,иһит
895,probieren::V,tatib ko'rmoq,боруобалаан көр
896,probieren::V,tatib ko'rmoq,амсайан көр
897,riechen::V,iskamoq,сытырҕаа
898,fühlen::V,sezmoq,бил
899,scheinen::V,tuyilmoq,көһүн
900,zu sehen sein::V,ko'rinmoq,көһүн
901,vernehmen::V,äshitmoq,иһит
902,frieren::V,sovuq qotmoq,тоҥ
903,frieren::V,sovuq qotmoq,үлүй
904,tun::V,ätmoq,гын
905,können::V,-a olmoq,кыай
906,können::V,-y olmoq,кыай
907,wollen::V,istamoq,баҕар
908,anfangen::V,boshlamoq,саҕалаа
909,beenden::V,bitirmoq,бүтэр
910,aufhören::V,tinmoq,уурай
911,gelingen::V,muvaffaqiyat qozonmoq,сатан
912,geraten::V,bo'lmoq,баар буолан биэр
913,geraten::V,bo'lmoq,баар буола тус
914,geraten::V,bo'lmoq,буолан таҕыс
915,öffnen::V,ochmoq,ас
916,schließen::V,yopmoq,сап
917,schließen::V,yopmoq,хатаа
918,stellen::V,qo'ymoq,уур
919,stellen::V,qo'ymoq,туруор
920,setzen::V,o'tqazmoq,туруор
921,setzen::V,o'tqazmoq,уур
922,legen::V,yotqizmoq,уур
923,berühren::V,tegmoq,тыыт
924,berühren::V,tegmoq,таарый
925,verbinden::V,ulamoq,кэлгий
926,bedecken::V,bekitmoq,бүрүй
927,aufhängen::V,ildirmoq,ыйаа
928,anzünden::V,yondirmoq,умат
929,aufheben::V,ko'tarmoq,өрө тарт
930,zurücklassen::V,ayrilmoq,бырах
931,verlieren::V,yo'qotmoq,сүтэр
932,fallen lassen::V,tushirmoq,түһэр
933,fallen lassen::V,tushirmoq,мүлчү тут
934,machen::V,qilmoq,оҥор
935,machen::V,qilmoq,оҥоһун
936,herstellen::V,chiqarmoq,оҥор
937,bauen::V,solmoq,тут
938,reparieren::V,tuzatmoq,абырахтаа
939,verbessern::V,isloh qilmoq,тупсар
940,ändern::V,o'zgartirmoq,уларыт
941,graben::V,qazimoq,хас
942,beugen::V,bukmoq,бокут
943,beugen::V,bukmoq,токурут
944,beugen::V,bukmoq,бүк баттаа
945,biegen::V,bukmoq,иэх
946,biegen::V,bukmoq,өҕүлүннэр
947,drehen::V,aylantirmoq,эргит
948,drehen::V,aylantirmoq,эргичит
949,wenden::V,burmoq,эргилин
950,umdrehen::V,ag'darmoq,түҥнэр
951,heben::V,yuksaltirmoq,көтөх
952,hochheben::V,ko'tarmoq,таһаар
953,ergreifen::V,tutamlamoq,тут
954,halten::V,tutmoq,тут
955,drücken::V,bosmoq,ык
956,schieben::V,surmoq,ас
957,kratzen::V,qashimoq,кыһыы
958,lecken::V,mijimoq,салаа
959,beißen::V,tishlamoq,ытыр
960,abreißen::V,emirmoq,быһа тарт
961,abreißen::V,emirmoq,туура тарт
962,abschneiden::V,cho'rt kesmoq,быс
963,abschneiden::V,cho'rt kesmoq,быһан ыл
964,abschneiden::V,cho'rt kesmoq,быһа баттаа
965,binden::V,bog'lamoq,кэлгий
966,stecken::V,suqmoq,батары ас
967,brechen::V,sindirmoq,тоһут
968,klopfen::V,dukurlamoq,тоҥсуй
969,hauen::V,urmoq,оҕус
970,kleben::V,yopishtirmoq,силимнээ
971,reiben::V,surkamoq,аал
972,streichen::V,surkamoq,сыбаа
973,schleifen::V,qayramoq,чочуй
974,schneiden::V,kesmoq,быс
975,rütteln::V,chayqamoq,иэҕэҥнэт
976,schütteln::V,chayqamoq,сахсый
977,schwenken::V,chayqatmoq,дайбаа
978,schütten::V,quymoq,кут
979,füllen::V,to'ldirmoq,толор
980,einwickeln::V,chulg'amoq,суулаа
981,tragen::V,tashimoq,ит
982,schleppen::V,sudramoq,сос
983,ziehen::V,tortmoq,тарт
984,aufbewahren::V,tutmoq,уур
985,aufbewahren::V,tutmoq,харай
986,werfen::V,tashlamoq,бырах
987,fangen::V,tutmoq,хап
988,packen::V,opqochmoq,тут
989,verstecken::V,yashirmoq,саһыар
990,teilen::V,bo'lmoq,үллэр
991,schicken::V,yubormoq,ыыт
992,bringen::V,keltirmoq,аҕал
993,hinzufügen::V,tirkamoq,эп
994,bekommen::V,olmoq,ыл
995,bekommen::V,olmoq,булун
996,erhalten::V,olmoq,ыл
997,nehmen::V,olmoq,ыл
998,wählen::V,saylamoq,быыбардаа
999,auswählen::V,saylamoq,тал
1000,bewahren::V,saqlamoq,харай
1001,behindern::V,xalal bermoq,мэһэйдээ
1002,verderben::V,xazon qilmoq,буорту гын
1003,beschädigen::V,buzmoq,алдьат
1004,zerbrechen::V,sindirmoq,үлтүрүт
1005,zerreißen::V,yirtmoq,хайыта тарт
1006,zerstören::V,vayron qilmoq,алдьат
1007,verbrennen::V,kuydirmoq,уоттаа
1008,geben::V,bermoq,биэр
1009,reichen::V,bermoq,аҕал
1010,schenken::V,sovg'a qilmoq,бэлэхтээ
1011,versprechen::V,va'da bermoq,эрэннэр
1012,wünschen::V,orziqmoq,баҕар
1013,loben::V,maqtamoq,хайҕаа
1014,küssen::V,o'pmoq,уураа
1015,wiegen::V,tebratmoq,бигээ
1016,zudecken::V,yopmoq,сап
1017,zudecken::V,yopmoq,бүрүй
1018,wecken::V,uyg'otmoq,уһугуннар
1019,zeigen::V,ko'rsatmoq,көрдөр
1020,führen::V,boshlik bo'lmoq,салай
1021,lehren::V,o'rgatmoq,үөрэт
1022,unterrichten::V,dars bermoq,үөрэт
1023,aufziehen::V,o'stirmoq,иит
1024,leiten::V,boshqarmoq,салай
1025,antreiben::V,shoshiltirmoq,кыһай
1026,lassen::V,ruxsat bermoq,күһэй
1027,einladen::V,taklif kilmoq,ыҥыр
1028,vereinigen::V,qo'shmoq,холбоо
1029,vereinigen::V,qo'shmoq,түм
1030,besuchen::V,mehmonga bormoq,сырыт
1031,besuchen::V,mehmonga bormoq,билсэ сырыт
1032,treffen::V,duchor bo'lmoq,көрүс
1033,sich versammeln::V,to'planmoq,мүһүн
1034,sich versammeln::V,to'planmoq,түмүс
1035,spielen::V,o'ynamoq,оонньоо
1036,singen::V,yalla qilmoq,ыллаа
1037,tanzen::V,raqs qilmoq,үҥкүүлээ
1038,sich trennen::V,yakkalanmoq,араҕыс
1039,verlassen::V,qoldirmoq,хааллар
1040,retten::V,qutqazmoq,өрүһүй
1041,bewachen::V,qo'rimoq,араҥаччылаа
1042,schützen::V,yoniga olmoq,көмүскээ
1043,verteidigen::V,yoqlamoq,көмүскээ
1044,sich schlagen::V,yoqalashmoq,охсус
1045,schießen::V,otmoq,ытыалаа
1046,siegen::V,engmoq,хот
1047,siegen::V,engmoq,кыай
1048,ärgern::V,jahl chiqarmoq,кыыһырт
1049,schlagen::V,urmoq,оҕус
1050,treten::V,tepmoq,тэп
1051,stechen::V,qadamoq,кэй
1052,stoßen::V,turtmoq,кэп
1053,stoßen::V,turtmoq,үтүрүй
1054,stehlen::V,o'g'rilamoq,уор
1055,stören::V,tebratmoq,мэһэйдээ
1056,belästigen::V,g'ashini keltirmoq,батар
1057,verbergen::V,berkitmoq,кистээ
1058,täuschen::V,aldamoq,албыннаа
1059,betrügen::V,tirriq qilmoq,албыннаа
1060,töten::V,o'ldirmoq,өлөр
1061,wohnen::V,istiqomat qilmoq,олор
1062,arbeiten::V,ishlamoq,үлэлээ
1063,sammeln::V,yig'moq,мус
1064,sammeln::V,yig'moq,хомуй
1065,pflücken::V,termoq,үргээ
1066,jagen::V,ov qilmoq,бултаа
1067,fischen::V,baliq ovlamoq,балыктаа
1068,fassen::V,ilinmoq,тут
1069,hüten::V,boqtirmoq,манаа
1070,treiben::V,haydamoq,үүр
1071,anbinden::V,bog'lamoq,баай
1072,füttern::V,edirmoq,аһат
1073,melken::V,sog'moq,ыа
1074,hacken::V,chopmoq,кэрт
1075,gießen::V,oqizmoq,сиигирт
1076,reifen::V,qizarmoq,бус
1077,zubereiten::V,pishirmoq,бэлэмнээ
1078,kochen::V,qaynatmoq,буһар
1079,backen::V,yopmoq,буһар
1080,braten::V,qovurmoq,хооруй
1081,braten::V,qovurmoq,ыһаарылаа
1082,braten::V,qovurmoq,соркуойдаа
1083,umrühren::V,atalamoq,былаа
1084,stricken::V,to'qimoq,өр
1085,nähen::V,tikmoq,иистэн
1086,färben::V,bo'yoqlamoq,кырааскалаа
1087,reinigen::V,tozalamoq,ыраастаа
1088,waschen::V,yuvmoq,сууй
1089,abwischen::V,surkamoq,сот
1090,spülen::V,chaymoq,сайҕаа
1091,fegen::V,cho'tkalamoq,сиппий
1092,kehren::V,supurmoq,харбаа
1093,baden::V,cho'milmoq,сөтүөлээ
1094,sich waschen::V,yuvinmoq,суун
1095,ausziehen::V,echintirmoq,уһул
1096,anziehen::V,kiymoq,кэтэрт
1097,sich anziehen::V,kiyinmoq,таҥын
1098,kämmen::V,taramoq,тараа
1099,schmücken::V,yasatmoq,симээ
1100,sagen::V,aytmoq,диэ
1101,sprechen::V,so'zlamoq,эт
1102,sprechen::V,so'zlamoq,саҥар
1103,reden::V,gapirmoq,кэпсэт
1104,sich unterhalten::V,suhbatlashmoq,кэпсэт
1105,fragen::V,so'ramoq,ыйыт
1106,bitten::V,iltimos qilmoq,көрдөс
1107,erzählen::V,aytib bermoq,кэпсээ
1108,erzählen::V,aytib bermoq,сэһэргээ
1109,mitteilen::V,bildirmoq,биллэр
1110,nennen::V,atamoq,ааттаа
1111,rufen::V,chaqirmoq,ыҥыр
1112,prahlen::V,gerdaymoq,чабылан
1113,prahlen::V,gerdaymoq,киһиргээ
1114,übersetzen::V,tarjima qilmoq,тылбаастаа
1115,denken::V,o'ylamoq,санаа
1116,denken::V,o'ylamoq,толкуйдаа
1117,glauben::V,ishonmoq,итэҕэй
1118,bemerken::V,payqamoq,бэлиэтээ
1119,erkennen::V,tanimoq,бил
1120,begreifen::V,tushunmoq,өйдөө
1121,verstehen::V,anglamoq,өйдөө
1122,lernen::V,o'qimoq,үөрэн
1123,wissen::V,bilmoq,бил
1124,sich erinnern an::V,äsni tanimoq,аҕын
1125,vergessen::V,unutmoq,умун
1126,messen::V,o'lchamoq,кэмнээ
1127,messen::V,o'lchamoq,кээмэйдээ
1128,zählen::V,raqamlamoq,аах
1129,rechnen::V,cho'tlamoq,аах
1130,lesen::V,o'qimoq,аах
1131,malen::V,rasm solmoq,уруһуйдаа
1132,zeichnen::V,chizmoq,уруһуйдаа
1133,schreiben::V,yozmoq,суруй
1134,besitzen::V,ägalamoq,баһылаа
1135,kaufen::V,olmoq,атыылас
1136,verkaufen::V,sotmoq,атыылаа
1137,bezahlen::V,to'lamoq,төлөө
1138,zahlen::V,to'lamoq,төлөө
1139,beherrschen::V,ägalamoq,баһылаа
1140,ertragen::V,chidamoq,тулуй
