,Concept_ID,ba,ce
747,vier::NUM,дүрт,диъ
748,fünf::NUM,биш,пхиъ
749,sechs::NUM,алты,ялх
750,sieben::NUM,ете,ворхӏ
751,acht::NUM,һигеҙ,бархӏ
752,neun::NUM,туғыҙ,исс
753,zehn::NUM,ун,итт
754,elf::NUM,ун бер,цхьайтта
755,zwölf::NUM,ун ике,шийтта
756,zwanzig::NUM,егерме,ткъа
757,dreißig::NUM,утыҙ,ткъе итт
758,vierzig::NUM,ҡырҡ,шовзткъа
759,fünfzig::NUM,илле,шовзткъе итт
760,sechzig::NUM,алтмыш,кхузткъа
761,siebzig::NUM,етмеш,кхузткъе итт
762,achtzig::NUM,һикһән,дезткъа
763,neunzig::NUM,туҡһан,дезткъе итт
764,hundert::NUM,йөҙ,бӏе
765,tausend::NUM,мең,эзар
766,und::CNJ,да,a
767,oder::CNJ,йәки,я
768,stehen::V,тороу,латта
769,sitzen::V,ултырыу,хиъна ӏан
770,liegen::V,ятыу,ӏилла
771,hängen::V,аҫылынып тороу,кхаза
772,werden::V,булыу,хила
773,passieren::V,булыу,хила
774,beginnen::V,башлау,доло
775,enden::V,бөтөү,дӏадерза
776,enden::V,тамамланыү,дӏадерза
777,wechseln::V,үҙгәреү,хийца
778,aufgehen[Sonne]::V,ҡалҡыу,кхета
779,untergehen[Sonne]::V,байыу,чубуза
780,scheinen[Sonne]::V,яҡтыртып тороу,серло яла
781,donnern::V,күкрәү,къекъа
782,wehen::V,иҫеү,хьекха
783,strömen::V,ташыу,эха
784,fließen::V,ағыу,охьаэха
785,sich drehen::V,әйләнеү,хьийза
786,schwanken::V,тирбәлеү,леста
787,schwingen::V,бәүетеү,лесто
788,fallen::V,йығылыу,охьакхета
789,brennen::V,яныу,дага
790,rauchen::V,төтәү,оза
791,regnen::V,ямғыр яуа,догlа догlу
792,gefrieren::V,туңыү,гӏоро
793,tauen::V,иреү,даша
794,schmelzen::V,иреү,лала
795,trocknen::V,кибеү,дакъо
796,sieden::V,ҡайнау,кхехка
797,faulen::V,сереу,дахкадала
798,verfaulen::V,сереу,дахкадала
799,reißen::V,өҙөү,хеда
800,reißen::V,йыртылыу,хеда
801,versinken::V,батыу,хичудаха
802,vergehen::V,үтеү,дlаэха
803,erscheinen::V,килеп сығыу,схьадала
804,erscheinen::V,килеп сығыу,ӏоттадала
805,verschwinden::V,юғалыу,къайладала
806,sinken::V,түбәнәйеү,лахдала
807,abnehmen::V,кәметеү,
808,zunehmen::V,артыу,лакхадала
809,steigen::V,күтәрелеү,хьаладала
810,wachsen::V,үҫеү,кхиа
811,glänzen::V,ялтырау,лепа
812,funkeln::V,баҙлау,къега
813,lärmen::V,шаулау,гӏовгӏаян
814,läuten::V,ҡағыу,детта
815,klingeln::V,ҡағыу,дека
816,klingeln::V,шылтыратыу,дека
817,klirren::V,шылтыратыу,дека
818,brausen::V,ҡотороноу,хьаьдда даха
819,rauschen::V,шыптырлау,леста
820,klingen::V,яңғырау,дека
821,bellen::V,өрөү,лета
822,heulen::V,олоу,угӏа
823,blasen::V,өрөү,хӏуп баха
824,pfeifen::V,һызғырып ебәреү,шок етта
825,schreien::V,ҡысҡырыу,мохь бетта
826,stöhnen::V,уңғырашыу,узарш дан
827,zittern::V,ҡалтырау,дега
828,leben::V,йәшәү,даха
829,geboren werden::V,тыуыу,хила
830,atmen::V,тын алыү,садеӏа
831,trinken::V,эсеү,мала
832,essen::V,ашау,кхалла
833,schlucken::V,йотоу,къурдбан
834,müde werden::V,арыу,кӏаддала
835,einschlafen::V,йоҡлап китеү,наб кхета
836,schlafen::V,йоҡлау,вижа
837,schlafen::V,йоҡлау,наб ян
838,schlafen::V,йоҡлау,дижина хила
839,aufwachen::V,уяныу,самадала
840,aufstehen::V,тороу,гӏатта
841,sich erholen::V,ял итеү,садаӏа
842,krank werden::V,сирләү,цомгуш хила
843,krank sein::V,сирләү,цомгуш хила
844,schmerzen::V,ауыртыу,лаза
845,schmerzen::V,ауыртыу,ӏийжа
846,husten::V,йүтәлләү,йовхарш етта
847,genesen::V,һауығыу,тадала
848,sterben::V,үлеү,дала
849,umkommen::V,һәләк булыу,хӏаллакхила
850,sich bewegen::V,хәрәкәт итеү,лела
851,sich rühren::V,ҡуҙғалыу,меттахъхьен
852,sich erheben::V,тороу,хьалагlатта
853,sich setzen::V,ултырыу,хаа
854,hinfallen::V,ҡолау,дожа
855,hinfallen::V,ҡолау,охьакхета
856,laufen::V,йөрөү,вада
857,laufen::V,йөрөү,хьада
858,schreiten::V,атлау,болар дан
859,schreiten::V,атлау,ког баккха
860,spazierengehen::V,ял итеп йороү,доладала
861,eilen::V,ашығыу,сихдала
862,eilen::V,ҡабаланыу,сихдала
863,sich beeilen::V,ашығыу,сихдала
864,sich beeilen::V,ҡабаланыу,сихдала
865,sausen::V,елеү,
866,rennen::V,йүгеп йөрөү,дада
867,springen::V,һикереү,ирхкхийсадала
868,klettern::V,үрмәләү,тӏедийла
869,klettern::V,үрмәләп менеү,тӏедийла
870,schaukeln::V,сайҡалыу,техко
871,kriechen::V,шыуышыу,такха
872,schwimmen::V,йоҙөү,некадан
873,tauchen::V,сумыу,чулелха
874,rudern::V,ишеү,дига лело
875,rudern::V,ишеү,кема лело
876,fahren::V,йөрөү,хахка
877,fliegen::V,осоу,тӏемадала
878,gehen::V,барыу,лeла
879,weggehen::V,китеү,дӏадаха
880,abfahren::V,сығыу,дӏадаха
881,anhalten::V,тукталыу,саца
882,hineingehen::V,инеү,чудала
883,eintreten::V,инеү,чудала
884,kommen::V,килеү,кхача
885,kommen::V,килеү,дӏакхача
886,kommen::V,килеү,схьакхача
887,ankommen::V,килеү,кхача
888,ankommen::V,килеү,схьакхача
889,zurückkommen::V,ҡайтыу,юхада
890,bleiben::V,ҡалыу,диса
891,warten::V,көтөп тороу,хьежа
892,warten::V,көтөп тороу,cобар дан
893,erwarten::V,көтөү,хьоьжуш ӏан
894,suchen::V,эҙләү,леха
895,finden::V,табыу,каро
896,versuchen::V,тырышып ҡарау,дан хьажа
897,vorbereiten::V,әҙерләү,кечъян
898,lieben::V,яратыу,деза
899,mögen::V,һөйөү,безамхила
900,mögen::V,яратыу,безамхила
901,lachen::V,көлөү,дела
902,rühren::V,ҡағылыу,хьедан
903,weinen::V,илау,делха
904,schimpfen::V,һүгенеү,чехо
905,schimpfen::V,тиргәнеү,чехо
906,schimpfen::V,һуҡраныу,чехо
907,sich ärgern::V,асыуланыу,оьгӏазъэха
908,sich fürchten::V,ҡурҡыу,кхера
909,fürchten::V,ҡурҡыу,кхера
910,fliehen::V,ҡасыу,дӏадада
911,flüchten::V,ҡасыу,дӏадада
912,sehen::V,күреү,ган
913,anschauen::V,ҡарау,хьажа
914,anschauen::V,ҡарау,хьежа
915,ansehen::V,ҡарау,хьовса
916,ansehen::V,тикшереү,хьовса
917,hören::V,ишетеү,хаза
918,zuhören::V,тыңлау,ладогӏа
919,probieren::V,татыу,хьажа
920,riechen::V,еҫкәү,хьожа яха
921,fühlen::V,тойоу,хаадала
922,scheinen::V,кеүек күренеү,мотта
923,scheinen::V,тойолоу,мотта
924,zu sehen sein::V,күренеү,гуш хила
925,vernehmen::V,ишетеү,бартхатта
926,frieren::V,туңыү,гӏоро
927,tun::V,яһау,дан
928,tun::V,әшләү,дан
929,können::V,алыу,дадала
930,können::V,мөмкин булыу,дадала
931,wollen::V,теләү,тӏергӏа
932,anfangen::V,башлау,доло
933,beenden::V,бөтөрөү,довла
934,beenden::V,тамамлау,довла
935,aufhören::V,туктау,саца
936,gelingen::V,уңышлы булыу,кадала
937,geraten::V,булып сығыу,хила
938,öffnen::V,асыу,дӏаделла
939,öffnen::V,асыу,схьаделла
940,schließen::V,йомоу,къовла
941,schließen::V,йомоу,дӏачӏагӏа
942,stellen::V,ҡуйыу,хlотто
943,setzen::V,урынлаштырыу,дийгӏа
944,legen::V,һалыу,охьадилла
945,berühren::V,тейеү,хьедан
946,berühren::V,ҡағылыу,хьедан
947,verbinden::V,ҡушыу,вовшахтаса
948,verbinden::V,бәйләү,вовшахтаса
949,bedecken::V,ҡаплау,тилла
950,bedecken::V,ҡаплау,тӏетаса
951,aufhängen::V,элеү,хьалаолла
952,anzünden::V,тоҡандырыу,лато
953,aufheben::V,мендереү,айа
954,zurücklassen::V,ҡалдырыу,дита
955,verlieren::V,юғалтыу,дайа
956,fallen lassen::V,төшөрөп ебәреү,охьадожо
957,machen::V,яһау,дан
958,machen::V,эшләү,дан
959,herstellen::V,эшләп сығарыу,дан
960,bauen::V,төҙөү,гӏишлоян
961,reparieren::V,төҙәтеү,тадан
962,verbessern::V,яҡшыртыу,нисдан
963,ändern::V,үҙгәртеү,хийца
964,graben::V,ҡаҙыу,ахка
965,beugen::V,бөгөү,сатто
966,biegen::V,бөгөү,сатто
967,drehen::V,өйрөлтөү,хьовзо
968,drehen::V,әйләндереү,хьовзо
969,wenden::V,әйләндереү,
970,umdrehen::V,түңкәреү,хьовзo
971,heben::V,күтәреү,айа
972,heben::V,күтәреү,хьалаайа
973,heben::V,мендереү,айа
974,heben::V,мендереү,хьалаайа
975,hochheben::V,күтәреү,хьалаайа
976,ergreifen::V,тотоп алыу,дӏалаца
977,halten::V,тотоу,латто
978,drücken::V,ҡыҫыу,тӏетаӏо
979,schieben::V,этеү,татта
980,schieben::V,төртөү,татта
981,kratzen::V,ҡырыу,мӏараш тийса
982,lecken::V,ялау,мотт хьекха
983,beißen::V,тешләү,катoха
984,abreißen::V,өҙөү,схьадаккха
985,abschneiden::V,ҡырҡыу,кхада
986,binden::V,бәйләү,дӏадехка
987,binden::V,бәйләү,вовшахтаса
988,stecken::V,ҡаҙау,чудахийта
989,brechen::V,боҙоу,кагдан
990,klopfen::V,шаҡылдау,детта
991,hauen::V,туҡмау,етта
992,kleben::V,йәбештереү,тӏелато
993,reiben::V,ыуыу,хьекхо
994,reiben::V,ышҡыу,хьекхо
995,streichen::V,яғыу,тlехьакха
996,schleifen::V,үткерләү,ирдан
997,schneiden::V,ҡырҡыу,ларга
998,rütteln::V,һелкетеү,лесто
999,schütteln::V,һелкетеү,лесто
1000,schwenken::V,болғау,лесто
1001,schütten::V,ҡойоу,дотта
1002,füllen::V,тултырыу,дуза
1003,einwickeln::V,төрөү,хьарчо
1004,tragen::V,алып барыу,дахьа
1005,schleppen::V,һөйрәү,ийзо
1006,ziehen::V,тартыу,озо
1007,aufbewahren::V,һаҡлау,ӏалашдан
1008,werfen::V,ырғытыу,кхосса
1009,fangen::V,тотоу,леца
1010,packen::V,етеү,леца
1011,packen::V,тотоп алыу,леца
1012,verstecken::V,йәшереү,къайладаккха
1013,teilen::V,бүлеү,декъа
1014,schicken::V,ебәреү,дӏадахьийта
1015,bringen::V,килтереү,дан
1016,hinzufügen::V,өтәү,тӏетоха
1017,bekommen::V,алыу,даккха
1018,erhalten::V,алыу,даккха
1019,nehmen::V,алыу,схьаэца
1020,wählen::V,һайлаү,харжа
1021,auswählen::V,һайлап алыу,харжа
1022,bewahren::V,һаҡлау,lалашдан
1023,behindern::V,тотҡарлыҡ яһау,новкъарло ян
1024,verderben::V,боҙоу,талхо
1025,beschädigen::V,боҙоу,дохо
1026,zerbrechen::V,ҡыйратыу,дохо
1027,zerbrechen::V,ҡыйратыу,кагдан
1028,zerreißen::V,йыртыу,хадо
1029,zerstören::V,емереү,дохо
1030,zerstören::V,емереү,кагдан
1031,verbrennen::V,үртәү,даго
1032,geben::V,биреү,яла
1033,reichen::V,биреү,дӏадала
1034,reichen::V,биреү,дӏакховдо
1035,schenken::V,бүләк итеү,совгӏат дан
1036,versprechen::V,вәғәҙә биреү,ваӏда дан
1037,wünschen::V,теләу,лаа
1038,loben::V,маҡтау,хасто
1039,küssen::V,үбеү,оба яккха
1040,wiegen::V,бәүетеү,тахка
1041,wiegen::V,тирбәтеү,тахка
1042,zudecken::V,ҡаплау,тӏетаса
1043,wecken::V,уятыу,самадаккха
1044,zeigen::V,күрһәтеү,гайта
1045,führen::V,етәкләү,дига
1046,lehren::V,уҡытыу,ӏамо
1047,lehren::V,өйрәтеү,ӏамо
1048,unterrichten::V,уҡытыу,хьеха
1049,aufziehen::V,тәрбиәле,кхио
1050,leiten::V,етәкләү,урхалла дан
1051,leiten::V,етәкселек итеү,урхалла дан
1052,antreiben::V,ашыҡтырыу,сихдан
1053,lassen::V,мәжбүр итеү,-йта
1054,einladen::V,саҡырыу,кхайкха
1055,vereinigen::V,берләштереү,цхьаьнатоха
1056,besuchen::V,килеп сығыу,хьажахIотта
1057,treffen::V,тойоү,дуьхьалкхета
1058,treffen::V,осратыу,дуьхьалкхета
1059,treffen::V,ҡаршылау,дуьхьалкхета
1060,sich versammeln::V,йыйылыу,гулдан
1061,spielen::V,тартыу,ловза
1062,singen::V,йырлау,лакха
1063,tanzen::V,бейеү,хелхадала
1064,sich trennen::V,айырылышыу,къаста
1065,verlassen::V,ташлау,дита
1066,verlassen::V,ташлап китеү,дита
1067,retten::V,ҡотҡарыу,кӏелхьардаккха
1068,bewachen::V,һаҡлау,ха дан
1069,schützen::V,һаҡлау,лардан
1070,verteidigen::V,яҡлау,лардан
1071,sich schlagen::V,һуғышыу,етта
1072,schießen::V,атыу,детта
1073,siegen::V,еңеү,тола
1074,ärgern::V,асыуландырыу,оьгӏаздахийта
1075,schlagen::V,бәреү,тоха
1076,schlagen::V,туҡмау,тоха
1077,treten::V,тибеү,мийра тоха
1078,treten::V,типкеләү,мийра тоха
1079,stechen::V,сәнсеү,ӏотта
1080,stechen::V,сәнсеү,къовзо
1081,stoßen::V,этеү,татта
1082,stoßen::V,төртөү,татта
1083,stehlen::V,урлау,лачкъо
1084,stören::V,ҡамасаулау,новкъарло ян
1085,belästigen::V,бимазалау,сагатдан
1086,belästigen::V,ҡамасаулау,сагатдан
1087,verbergen::V,йәшереү,къайладаккха
1088,täuschen::V,ултыртыу,ӏexo
1089,betrügen::V,алдау,ледан
1090,töten::V,үлтереү,ден
1091,wohnen::V,йәшәү,даха
1092,arbeiten::V,эшләү,къахьега
1093,sammeln::V,йыйыу,гулдан
1094,pflücken::V,өҙөү,даха
1095,jagen::V,аулау,талла
1096,fischen::V,аулау,чӏерий леца
1097,fassen::V,тотоу,лаца
1098,fassen::V,тотоу,схьалаца
1099,hüten::V,көтөү,лардан
1100,treiben::V,ҡыуыу,лахка
1101,anbinden::V,бәйләү,дӏадехка
1102,füttern::V,ашатыу,хӏума яла
1103,melken::V,һауыү,оза
1104,hacken::V,турау,
1105,hacken::V,тапау,
1106,gießen::V,ҡойоу,хи тоха
1107,reifen::V,өлғөрөү,хьекъа
1108,zubereiten::V,бешереү,кечъян
1109,zubereiten::V,бешереү,кхача бан
1110,kochen::V,бешереү,кхача бан
1111,backen::V,бешереү,датта
1112,braten::V,ҡурыу,кхарза
1113,umrühren::V,ҡатнаштырыу,кего
1114,stricken::V,бәйләү,
1115,nähen::V,тегеү,тега
1116,färben::V,буяу,басардан
1117,reinigen::V,таҙартыу,цӏандан
1118,waschen::V,йыуыу,йила
1119,waschen::V,йыуыу,йитта
1120,waschen::V,йыуыу,дӏадайа
1121,abwischen::V,һөртөү,дӏадайа
1122,spülen::V,сайҡау,хи кхарза
1123,fegen::V,һепереү,нуй хьакха
1124,kehren::V,һепереү,нуй хьакха
1125,baden::V,һыу инеү,лийча
1126,sich waschen::V,йыуыныу,юьхь йила
1127,ausziehen::V,сисеү,духар дӏадаккха
1128,anziehen::V,кейеү,
1129,sich anziehen::V,кейенеү,духа
1130,kämmen::V,тарау,ехк хьакха
1131,schmücken::V,биҙәү,хаздан
1132,sagen::V,әйтеү,ала
1133,sprechen::V,әйтеү,баха
1134,sprechen::V,әйтеү,мотт бийца
1135,sprechen::V,һөйләшеү,баха
1136,sprechen::V,һөйләшеү,мотт бийца
1137,reden::V,һөйләшеү,къамел дан
1138,sich unterhalten::V,әңгәмәләшеү,къамел дан
1139,fragen::V,һорау,хатта
1140,bitten::V,үтенеү,деха
1141,erzählen::V,һөйләү,дийца
1142,mitteilen::V,әйтеү,хаам бан
1143,nennen::V,атау,цӏе яккха
1144,nennen::V,исемләү,цӏе яккха
1145,rufen::V,саҡырыу,кхайкха
1146,prahlen::V,маҡтаныу,куралла ян
1147,prahlen::V,маҡтаныу,дозалла дан
1148,prahlen::V,шапырыныу,куралла ян
1149,prahlen::V,шапырыныу,дозалла дан
1150,übersetzen::V,тәржемә итеү,гоч дан
1151,denken::V,уйлау,ойла ян
1152,glauben::V,ышаныу,теша
1153,bemerken::V,күреү,ган
1154,erkennen::V,таныу,довза
1155,begreifen::V,аңлау,кхета
1156,verstehen::V,аңлау,кхета
1157,lernen::V,өйрәнеү,деша
1158,wissen::V,белеү,хаа
1159,sich erinnern an::V,хәтергә алыу,дагадан
1160,vergessen::V,онотоу,дицдала
1161,messen::V,үлсәү,дуста
1162,zählen::V,һанау,дагардан
1163,rechnen::V,һанау,лара
1164,lesen::V,уҡыу,еша
1165,malen::V,һүрәт яһау,сурт дилла
1166,malen::V,рәсем төшөрөү,сурт дилла
1167,zeichnen::V,һүрәт яһау,сурт дилла
1168,zeichnen::V,рәсем төшөрөү,сурт дилла
1169,schreiben::V,яҙыу,яздан
1170,besitzen::V,биләү,доладан
1171,kaufen::V,һатып алыу,эца
1172,verkaufen::V,һатыу,дохка
1173,bezahlen::V,түләү,мах бала
1174,zahlen::V,түләү,мах бала
1175,beherrschen::V,биләү,собаре хила
1176,ertragen::V,түҙеү,лан
1177,ertragen::V,түҙеү,сатоха
1178,ertragen::V,түҙеү,садетта
