,Concept_ID,lt,fr
820,schlimm::A,blogas,grave
821,schlimm::A,blogas,mauvais
822,schlimm::A,prastas,grave
823,schlimm::A,prastas,mauvais
824,wahr::A,tikras,vrai
825,wahr::A,tikras,véritable
826,alt::A,senas,vieux
827,neu::A,naujas,neuf
828,neu::A,naujas,nouveau
829,ehemalig::A,buvęs,ancien
830,alt[Lebewesen]::A,pagyvenęs,âgé
831,alt[Lebewesen]::A,pagyvenęs,vieux
832,jung::A,jaunas,jeune
833,arm::A,neturtingas,pauvre
834,reich::A,turtingas,riche
835,bekannt::A,žinomas,connu
836,bekannt::A,pažįstamas,connu
837,berühmt::A,žymus,fameux
838,berühmt::A,žymus,célèbre
839,berühmt::A,garsus,fameux
840,berühmt::A,garsus,célèbre
841,fremd::A,svetimas,étranger
842,verschieden::A,įvairus,différent
843,nah::A,artimas,lié
844,nah::A,artimas,proche
845,fern::A,tolimas,éloigné
846,fern::A,tolimas,lointain
847,linker::A,kairys,gauche
848,rechter::A,dešinys,droit
849,anderer::A,kitas,autre
850,erster::A,pirmas,premier
851,zweiter::A,antras,second
852,zweiter::A,antras,deuxième
853,dritter::A,trečias,troisième
854,letzter::A,paskutinis,dernier
855,allein::ADV,vienas,seul
856,auf einmal::ADV,iš karto,à la fois
857,zusammen::ADV,kartu,ensemble
858,zusammen::ADV,drauge,ensemble
859,lange::ADV,ilgai,longtemps
860,plötzlich::ADV,staiga,tout à coup
861,sofort::ADV,tuojau,immédiatement
862,später::ADV,vėliau,plus tard
863,später::ADV,paskiau,plus tard
864,jetzt::ADV,dabãr,maintenant
865,heute::ADV,šiandien,aujourd'hui
866,morgen::ADV,rytoj,demain
867,bald::ADV,greitai,bientôt
868,bald::ADV,netrukus,bientôt
869,dann::ADV,po to,puis
870,dann::ADV,po to,ensuite
871,gestern::ADV,vakar,hier
872,einst::ADV,kadaise,jadis
873,einst::ADV,kadaise,autrefois
874,einst::ADV,kitą kartą,jadis
875,einst::ADV,kitą kartą,autrefois
876,damals::ADV,anuomet,alors
877,damals::ADV,anuomet,à l'époque
878,damals::ADV,anuokart,alors
879,damals::ADV,anuokart,à l'époque
880,danach::ADV,po to,après
881,danach::ADV,po to,ensuite
882,danach::ADV,paskui,après
883,danach::ADV,paskui,ensuite
884,vorher::ADV,anksčiau,auparavant
885,zuerst::ADV,pirma,d'abord
886,zuerst::ADV,pirma,premièrement
887,zuerst::ADV,iš pradžių̃,d'abord
888,zuerst::ADV,iš pradžių̃,premièrement
889,einmal::ADV,kartą,une fois
890,einmal::ADV,vieną kartą,une fois
891,manchmal::ADV,kai kada,parfois
892,manchmal::ADV,kai kada,quelquefois
893,oft::ADV,dažnai,souvent
894,immer::ADV,visada,toujours
895,immer::ADV,visuomet,toujours
896,niemals::ADV,niekada,ne ... jamais
897,niemals::ADV,niekuomet,ne ... jamais
898,hier::ADV,čia,ici
899,hierhin::ADV,šen,par ici
900,hierhin::ADV,čionai,par ici
901,von hier::ADV,iš čia,d'ici
902,dort::ADV,ten,là
903,dort::ADV,ten,là-bas
904,dort::ADV,tenai,là
905,dort::ADV,tenai,là-bas
906,dorthin::ADV,ten,y
907,dorthin::ADV,ten,par là
908,dorthin::ADV,ten link,y
909,dorthin::ADV,ten link,par là
910,geradeaus::ADV,tiesiai,tout droit
911,vorwärts::ADV,pirmyn,en avant
912,rückwärts::ADV,atbulai,en arrière
913,zurück::ADV,atgal,de retour
914,unten::ADV,žemai,en bas
915,unten::ADV,žemai,au-dessous
916,unten::ADV,apačioje,en bas
917,unten::ADV,apačioje,au-dessous
918,hinab::ADV,žemyn,en bas
919,hinab::ADV,žemyn,vers le bas
920,oben::ADV,viršuj,dessus
921,oben::ADV,viršuj,en haut
922,hinauf::ADV,aukštyn,en haut
923,hinauf::ADV,aukštyn,vers le haut
924,hinauf::ADV,į viršų,en haut
925,hinauf::ADV,į viršų,vers le haut
926,überall::ADV,visur,partout
927,nicht::ADV,ne,ne ... pas
928,ein wenig::ADV,truputį,un peu
929,kaum::ADV,vos,à peine
930,sehr::ADV,labai,très
931,sehr::ADV,baisiai,très
932,so::ADV,taip,si
933,so::ADV,taip,ainsi
934,noch::ADV,dar,encore
935,nur::ADV,tik,seulement
936,nur::ADV,tik,ne ... que
937,nur::ADV,vien,seulement
938,nur::ADV,vien,ne ... que
939,schon::ADV,jau,déjà
940,wieder::ADV,vėl,de nouveau
941,wieder::ADV,iš naujo,de nouveau
942,vergebens::ADV,veltui,en vain
943,vergebens::ADV,bergždžiai,en vain
944,vor::PRP,prieš,devant
945,hinter::PRP,už,derrière
946,unter::PRP,po,sous
947,unter::PRP,po,au-dessous de
948,durch::PRP,pro,par
949,durch::PRP,pro,à travers
950,durch::PRP,per,par
951,durch::PRP,per,à travers
952,neben::PRP,prie,à côté de
953,neben::PRP,šalia,à côté de
954,zwischen::PRP,tarp,entre
955,wegen::PRP,dėl,à cause de
956,wegen::PRP,dėlei,à cause de
957,dies::PRN,šis,ceci
958,dies::PRN,šitas,ceci
959,das::PRN,tat,ce
960,das::PRN,tat,cela
961,alles::PRN,visas,tout
962,ich::PRN,aš,je
963,ich::PRN,aš,moi
964,du::PRN,tu,tu
965,du::PRN,tu,toi
966,er::PRN,jis,il
967,er::PRN,jis,lui
968,wir::PRN,mes,nous
969,ihr::PRN,jūs,vous
970,sie::PRN,ji,ils
971,sie::PRN,ji,elles
972,sie::PRN,jos,ils
973,sie::PRN,jos,elles
974,was::FPRN,kas,que
975,was::FPRN,kas,quoi
976,wer::FPRN,kas,qui
977,wo::FADV,kur,où
978,wohin::FADV,kur,où
979,wohin::FADV,kur link,où
980,wie::FADV,kaip,comment
981,warum::FADV,kod̃ėl,pourquoi
982,warum::FADV,dėl ko,pourquoi
983,wieviel::FNUM,kiek,combien
984,eins::NUM,vienas,un
985,zwei::NUM,du,deux
986,drei::NUM,trys,trois
987,vier::NUM,keturi,quatre
988,fünf::NUM,penki,cinq
989,sechs::NUM,šeši,six
990,sieben::NUM,septyni,sept
991,acht::NUM,aštuoni,huit
992,neun::NUM,devyni,neuf
993,zehn::NUM,dešimt,dix
994,elf::NUM,vienuolika,onze
995,zwölf::NUM,dvylika,douze
996,zwanzig::NUM,dvidešimt,vingt
997,dreißig::NUM,trisdešimt,trente
998,vierzig::NUM,keturiasdešimt,quarante
999,fünfzig::NUM,penkiasdešimt,cinquante
1000,sechzig::NUM,šešiasdešimt,soixante
1001,siebzig::NUM,septyniasdešimt,soixante-dix
1002,achtzig::NUM,aštuoniasdešimt,quatre-vingt
1003,neunzig::NUM,devyniasdešimt,quatre-vingt-dix
1004,hundert::NUM,šimtas,cent
1005,tausend::NUM,tūkstantis,mille
1006,und::CNJ,ĩr,et
1007,oder::CNJ,ar,ou
1008,oder::CNJ,arba,ou
1009,stehen::V,stovėti,être debout
1010,sitzen::V,sėdėti,être assis
1011,liegen::V,gulėti,être couché
1012,hängen::V,kyboti,pendre
1013,hängen::V,kabėti,pendre
1014,werden::V,taptis,devenir
1015,werden::V,darytis,devenir
1016,passieren::V,atsitikti,se passer
1017,passieren::V,pasitaikyti,se passer
1018,beginnen::V,prasid́ėti,commencer
1019,enden::V,baigtis,finir
1020,enden::V,baigtis,se terminer
1021,wechseln::V,keistis,changer
1022,wechseln::V,keistis,alterner
1023,wechseln::V,pasikeisti,changer
1024,wechseln::V,pasikeisti,alterner
1025,aufgehen[Sonne]::V,tekėti,se lever
1026,aufgehen[Sonne]::V,patekėti,se lever
1027,untergehen[Sonne]::V,leistis,se coucher
1028,untergehen[Sonne]::V,nusileisti,se coucher
1029,scheinen[Sonne]::V,šviesti,briller
1030,donnern::V,griausti,tonner
1031,donnern::V,griaudėti,tonner
1032,wehen::V,pūsti,souffler
1033,strömen::V,lietis,affluer
1034,strömen::V,plūsti,affluer
1035,fließen::V,tekėti,couler
1036,sich drehen::V,suktis,tourner
1037,sich drehen::V,pasisukti,tourner
1038,schwanken::V,svyruoti,osciller
1039,schwanken::V,svyruoti,chanceler
1040,schwingen::V,suptis,vibrer
1041,schwingen::V,suptis,osciller
1042,fallen::V,pulti,tomber
1043,fallen::V,kristi,tomber
1044,brennen::V,degti,brûler
1045,brennen::V,degti,flamber
1046,rauchen::V,rūkyti,fumer
1047,regnen::V,lyti,pleuvoir
1048,gefrieren::V,užšalti,geler
1049,tauen::V,tirpti,dégeler
1050,schmelzen::V,lydytis,fondre
1051,trocknen::V,džiūti,sécher
1052,sieden::V,virti,bouillir
1053,faulen::V,pūti,pourrir
1054,faulen::V,pūti,se putréfier
1055,verfaulen::V,švinkti,pourrir
1056,reißen::V,plyšti,rompre
1057,reißen::V,plyšti,se déchirer
1058,reißen::V,trūkti,rompre
1059,reißen::V,trūkti,se déchirer
1060,versinken::V,skę̃sti,s'enfoncer
1061,versinken::V,grimzti,s'enfoncer
1062,vergehen::V,praeiti,passer
1063,erscheinen::V,pasirodyti,apparaître
1064,verschwinden::V,dingti,disparaître
1065,verschwinden::V,išnykti,disparaître
1066,verschwinden::V,pranykti,disparaître
1067,sinken::V,kristi,descendre
1068,sinken::V,kristi,s'abaisser
1069,abnehmen::V,mažėti,diminuer
1070,abnehmen::V,silpnėti,diminuer
1071,zunehmen::V,didėti,augmenter
1072,zunehmen::V,padaugėti,augmenter
1073,steigen::V,kilti,monter
1074,wachsen::V,augti,croître
1075,glänzen::V,blizgėti,briller
1076,funkeln::V,žibėti,étinceler
1077,lärmen::V,triukšmauti,faire du bruit
1078,läuten::V,skambinti,sonner
1079,klingeln::V,skambinti,sonner
1080,klirren::V,žvangėti,cliqueter
1081,brausen::V,šniokšti,mugir
1082,rauschen::V,ošti,bruire
1083,rauschen::V,šlamėti,bruire
1084,klingen::V,skardėti,sonner
1085,bellen::V,loti,aboyer
1086,heulen::V,kaukti,hurler
1087,heulen::V,staugti,hurler
1088,blasen::V,pūsti,souffler
1089,pfeifen::V,švilpti,siffler
1090,pfeifen::V,švilpauti,siffler
1091,schreien::V,šaukti,crier
1092,stöhnen::V,dejuoti,gémir
1093,stöhnen::V,aimanuoti,gémir
1094,zittern::V,virpėti,trembler
1095,leben::V,gyventi,vivre
1096,geboren werden::V,gimti,naître
1097,atmen::V,alsuoti,respirer
1098,atmen::V,kvėpuoti,respirer
1099,trinken::V,gerti,boire
1100,essen::V,valgyti,manger
1101,schlucken::V,praryti,avaler
1102,müde werden::V,nuvargti,se lasser
1103,müde werden::V,nuvargti,se fatiguer
1104,müde werden::V,privargti,se lasser
1105,müde werden::V,privargti,se fatiguer
1106,einschlafen::V,užmigti,s'endormir
1107,schlafen::V,miegoti,dormir
1108,aufwachen::V,pabusti,se réveiller
1109,aufstehen::V,keltis,se lever
1110,aufstehen::V,atsikelti,se lever
1111,sich erholen::V,pailsėti,se reposer
1112,sich erholen::V,pailsėti,se détendre
1113,sich erholen::V,poilsiauti,se reposer
1114,sich erholen::V,poilsiauti,se détendre
1115,krank werden::V,susirgti,tomber malade
1116,krank sein::V,sirgti,être malade
1117,schmerzen::V,sopėti,faire mal
1118,schmerzen::V,skaudėti,faire mal
1119,husten::V,kosėti,tousser
1120,genesen::V,sveikti,guérir
1121,genesen::V,sveikti,se remettre
1122,genesen::V,taisytis,guérir
1123,genesen::V,taisytis,se remettre
1124,sterben::V,mirti,mourir
1125,sterben::V,numirti,mourir
1126,umkommen::V,žūti,périr
1127,sich bewegen::V,judėti,bouger
1128,sich bewegen::V,pasijudinti,bouger
1129,sich rühren::V,krutėti,broncher
1130,sich erheben::V,pakilti,se lever
1131,sich erheben::V,atsikelti,se lever
1132,sich setzen::V,sėstis,s'asseoir
1133,sich setzen::V,atsisėsti,s'asseoir
1134,hinfallen::V,parkristi,tomber
1135,hinfallen::V,pargriūti,tomber
1136,laufen::V,eiti,marcher
1137,laufen::V,eiti,aller à pied
1138,schreiten::V,žengti,marcher
1139,schreiten::V,žingsniuoti,marcher
1140,spazierengehen::V,pasivaikščioti,se promener
1141,eilen::V,skubėti,courir
1142,sich beeilen::V,paskub́ėti,se hâter
1143,sich beeilen::V,paskub́ėti,se dépêcher
1144,sich beeilen::V,pasiskubinti,se hâter
1145,sich beeilen::V,pasiskubinti,se dépêcher
1146,sausen::V,dumti,filer
1147,sausen::V,lėkti,filer
1148,rennen::V,bėgti,courir
1149,springen::V,šokti,sauter
1150,klettern::V,kopti,grimper
1151,schaukeln::V,supti,se balancer
1152,schaukeln::V,linguoti,se balancer
1153,kriechen::V,ropoti,ramper
1154,kriechen::V,šliaužti,ramper
1155,schwimmen::V,plaukti,nager
1156,tauchen::V,nerti,plonger
1157,rudern::V,irtis,ramer
1158,rudern::V,irkluoti,ramer
1159,fahren::V,važiuoti,aller
1160,fahren::V,važiuoti,rouler
1161,fahren::V,važinėti,aller
1162,fahren::V,važinėti,rouler
1163,fliegen::V,lėkti,voler
1164,fliegen::V,skristi,voler
1165,gehen::V,eiti,aller
1166,weggehen::V,išeiti,s'en aller
1167,abfahren::V,išvykti,partir
1168,abfahren::V,išvažiuoti,partir
1169,anhalten::V,sustoti,s'arrêter
1170,hineingehen::V,įeiti,entrer
1171,eintreten::V,įžengti,entrer
1172,kommen::V,ateiti,venir
1173,ankommen::V,ateiti,arriver
1174,zurückkommen::V,grį̃žti,revenir
1175,zurückkommen::V,sugrį̃žti,revenir
1176,bleiben::V,likti,rester
1177,bleiben::V,likti,demeurer
1178,bleiben::V,pasilikti,rester
1179,bleiben::V,pasilikti,demeurer
1180,warten::V,laukti,attendre
1181,erwarten::V,laukti,attendre
1182,suchen::V,ieškoti,chercher
1183,finden::V,rasti,trouver
1184,finden::V,surasti,trouver
1185,versuchen::V,mėginti,essayer
1186,vorbereiten::V,rengti,préparer
1187,lieben::V,myĺėti,aimer
1188,mögen::V,ḿėgti,aimer
1189,mögen::V,ḿėgti,vouloir
1190,mögen::V,patikti,aimer
1191,mögen::V,patikti,vouloir
1192,lachen::V,juoktis,rire
1193,rühren::V,jaudinti,toucher
1194,rühren::V,jaudinti,attendrir
1195,rühren::V,graudinti,toucher
1196,rühren::V,graudinti,attendrir
1197,weinen::V,verkti,pleurer
1198,schimpfen::V,bartis,gronder
1199,sich ärgern::V,pykti,se fâcher
1200,sich ärgern::V,apmaudauti,se fâcher
1201,sich fürchten::V,bijoti,avoir peur
1202,sich fürchten::V,baimintis,avoir peur
1203,fürchten::V,bijoti,craindre
1204,fürchten::V,bijoti,avoir peur de
1205,fürchten::V,baimintis,craindre
1206,fürchten::V,baimintis,avoir peur de
1207,fliehen::V,bėgti,fuir
1208,fliehen::V,sprukti,fuir
1209,flüchten::V,pabėgti,s'enfuir
1210,sehen::V,žiūŕėti,voir
1211,anschauen::V,žiūŕėti,regarder
1212,ansehen::V,žiūrėti į,regarder
1213,ansehen::V,pažiūrėti į,regarder
1214,hören::V,girdėti,entendre
1215,zuhören::V,klausytis,écouter
1216,probieren::V,ragauti,goûter
1217,probieren::V,paragauti,goûter
1218,riechen::V,uosti,sentir
1219,riechen::V,užuosti,sentir
1220,fühlen::V,justi,sentir
1221,fühlen::V,jausti,sentir
1222,fühlen::V,pajusti,sentir
1223,scheinen::V,rodytis,sembler
1224,scheinen::V,rodytis,paraître
1225,scheinen::V,atrodyti,sembler
1226,scheinen::V,atrodyti,paraître
1227,zu sehen sein::V,pasirodyti,se voir
1228,zu sehen sein::V,pasirodyti,être visible
1229,vernehmen::V,išgirsti,entendre
1230,vernehmen::V,išgirsti,percevoir
1231,frieren::V,šalti,avoir froid
1232,tun::V,daryti,faire
1233,können::V,galėti,savoir
1234,können::V,galėti,pouvoir
1235,können::V,pajėgti,savoir
1236,können::V,pajėgti,pouvoir
1237,wollen::V,norėti,vouloir
1238,anfangen::V,pradėti,commencer
1239,anfangen::V,prasid́ėti,commencer
1240,beenden::V,baigti,finir
1241,beenden::V,baigti,terminer
1242,beenden::V,užbaigti,finir
1243,beenden::V,užbaigti,terminer
1244,aufhören::V,liautis,cesser
1245,aufhören::V,liautis,arrêter
1246,gelingen::V,pavykti,réussir
1247,gelingen::V,pasisekti,réussir
1248,geraten::V,nusisekti,réussir
1249,öffnen::V,atverti,ouvrir
1250,öffnen::V,atidaryti,ouvrir
1251,schließen::V,uždaryti,fermer
1252,stellen::V,statyti,poser
1253,stellen::V,statyti,mettre
1254,stellen::V,pastatyti,poser
1255,stellen::V,pastatyti,mettre
1256,setzen::V,sodinti,placer
1257,setzen::V,pasodinti,placer
1258,legen::V,dėti,placer
1259,legen::V,pad́ėti,placer
1260,berühren::V,liesti,toucher
1261,berühren::V,paliesti,toucher
1262,verbinden::V,jungti,lier
1263,verbinden::V,surišti,lier
1264,bedecken::V,uždengti,couvrir
1265,aufhängen::V,pakarti,accrocher
1266,aufhängen::V,pakabinti,accrocher
1267,anzünden::V,padegti,allumer
1268,aufheben::V,pakelti,ramasser
1269,zurücklassen::V,palikti,laisser
1270,verlieren::V,pamesti,perdre
1271,fallen lassen::V,atsisakyti,lâcher
1272,fallen lassen::V,atsisakyti,laisser tomber
1273,machen::V,dirbti,faire
1274,herstellen::V,gaminti,produire
1275,herstellen::V,gaminti,fabriquer
1276,bauen::V,statyti,bâtir
1277,bauen::V,statyti,construire
1278,bauen::V,pastatyti,bâtir
1279,bauen::V,pastatyti,construire
1280,reparieren::V,taisyti,réparer
1281,reparieren::V,remontuoti,réparer
1282,verbessern::V,gerinti,améliorer
1283,verbessern::V,ištaisyti,améliorer
1284,ändern::V,keisti,changer
1285,ändern::V,keisti,modifier
1286,ändern::V,pakeisti,changer
1287,ändern::V,pakeisti,modifier
1288,graben::V,kasti,creuser
1289,beugen::V,lenkti,plier
1290,beugen::V,lenkti,ployer
1291,beugen::V,palenkti,plier
1292,beugen::V,palenkti,ployer
1293,biegen::V,lenkti,courber
1294,biegen::V,palenkti,courber
1295,drehen::V,sukti,tordre
1296,drehen::V,sukti,tourner
1297,wenden::V,kreipti,retourner
1298,wenden::V,pakreipti,retourner
1299,umdrehen::V,sukti,tourner
1300,umdrehen::V,apversti,tourner
1301,heben::V,kelti,soulever
1302,heben::V,pakelti,soulever
1303,hochheben::V,pakelti,lever
1304,ergreifen::V,čiupti,saisir
1305,ergreifen::V,čiupti,prendre
1306,ergreifen::V,griebti,saisir
1307,ergreifen::V,griebti,prendre
1308,halten::V,laikyti,tenir
1309,halten::V,palaikyti,tenir
1310,drücken::V,spausti,presser
1311,schieben::V,stumti,pousser
1312,kratzen::V,kasyti,gratter
1313,kratzen::V,kasyti,égratigner
1314,kratzen::V,grandyti,gratter
1315,kratzen::V,grandyti,égratigner
1316,lecken::V,laižyti,lécher
1317,beißen::V,kandžioti,mordre
1318,abreißen::V,nuplėšti,arracher
1319,abschneiden::V,atpjauti,couper
1320,abschneiden::V,atkirpti,couper
1321,binden::V,rišti,lier
1322,binden::V,rišti,attacher
1323,binden::V,surišti,lier
1324,binden::V,surišti,attacher
1325,stecken::V,kišti,enfoncer
1326,stecken::V,įkišti,enfoncer
1327,brechen::V,lūžti,rompre
1328,brechen::V,laužyti,rompre
1329,klopfen::V,belsti,frapper
1330,klopfen::V,barbenti,frapper
1331,hauen::V,mušti,frapper
1332,kleben::V,lipdyti,coller
1333,kleben::V,klijuoti,coller
1334,reiben::V,trinti,frotter
1335,reiben::V,tarkuoti,frotter
1336,streichen::V,tepti,empâter
1337,streichen::V,užtepti,empâter
1338,schleifen::V,galą́sti,affiler
1339,schleifen::V,galą́sti,aiguiser
1340,schneiden::V,pjauti,couper
1341,schneiden::V,pjauti,trancher
1342,schneiden::V,kirpti,couper
1343,schneiden::V,kirpti,trancher
1344,rütteln::V,purtyti,cahoter
1345,schütteln::V,purtyti,secouer
1346,schwenken::V,mojuoti,agiter
1347,schütten::V,pilti,verser
1348,schütten::V,berti,verser
1349,füllen::V,pildyti,remplir
1350,füllen::V,pripildyti,remplir
1351,einwickeln::V,įvynioti,envelopper
1352,einwickeln::V,suvynioti,envelopper
1353,tragen::V,nešti,porter
1354,tragen::V,nešioti,porter
1355,schleppen::V,vilkti,traîner
1356,ziehen::V,tempti,tirer
1357,aufbewahren::V,laikyti,garder
1358,aufbewahren::V,laikyti,conserver
1359,werfen::V,mesti,jeter
1360,werfen::V,mesti,lancer
1361,werfen::V,sviesti,jeter
1362,werfen::V,sviesti,lancer
1363,fangen::V,sugauti,attraper
1364,packen::V,čiupti,agripper
1365,packen::V,griebti,agripper
1366,verstecken::V,slėpti,cacher
1367,verstecken::V,slapstyti,cacher
1368,teilen::V,dalyti,diviser
1369,teilen::V,padalyti,diviser
1370,schicken::V,sių̃sti,envoyer
1371,schicken::V,pasių̃sti,envoyer
1372,bringen::V,atnešti,apporter
1373,hinzufügen::V,pridėti,ajouter
1374,bekommen::V,gauti,obtenir
1375,erhalten::V,gauti,recevoir
1376,nehmen::V,paimti,prendre
1377,wählen::V,rinkti,choisir
1378,wählen::V,išsirinkti,choisir
1379,auswählen::V,išrinkti,choisir
1380,auswählen::V,išrinkti,sélectionner
1381,bewahren::V,išsaugoti,préserver
1382,behindern::V,trukdyti,gêner
1383,verderben::V,sugadinti,gâter
1384,verderben::V,sugadinti,corrompre
1385,beschädigen::V,žaloti,endommager
1386,beschädigen::V,gadinti,endommager
1387,zerbrechen::V,sukulti,casser
1388,zerbrechen::V,sudaužyti,casser
1389,zerreißen::V,perplėšti,déchirer
1390,zerreißen::V,suplėšyti,déchirer
1391,zerstören::V,suardyti,détruire
1392,zerstören::V,sugriauti,détruire
1393,verbrennen::V,deginti,brûler
1394,verbrennen::V,sudeginti,brûler
1395,geben::V,duoti,donner
1396,geben::V,paduoti,donner
1397,reichen::V,paduoti,tendre
1398,schenken::V,dovanoti,offrir
1399,versprechen::V,žadėti,promettre
1400,versprechen::V,pažadėti,promettre
1401,wünschen::V,norėti,souhaiter
1402,wünschen::V,linḱėti,souhaiter
1403,loben::V,girti,louer
1404,loben::V,pagirti,louer
1405,küssen::V,bučiuoti,embrasser
1406,wiegen::V,supti,bercer
1407,zudecken::V,užkloti,couvrir
1408,zudecken::V,uždengti,couvrir
1409,wecken::V,žadinti,éveiller
1410,wecken::V,žadinti,réveiller
1411,zeigen::V,rodyti,montrer
1412,zeigen::V,rodyti,faire voir
1413,führen::V,vesti,guider
1414,führen::V,vadovauti,guider
1415,lehren::V,mokyti,apprendre
1416,lehren::V,išmokyti,apprendre
1417,unterrichten::V,dėstyti,instruire
1418,aufziehen::V,išauginti,élever
1419,leiten::V,valdyti,diriger
1420,leiten::V,valdyti,conduire
1421,leiten::V,vadovauti,diriger
1422,leiten::V,vadovauti,conduire
1423,antreiben::V,uiti,pousser
1424,antreiben::V,raginti,pousser
1425,antreiben::V,skubinti,pousser
1426,lassen::V,paliepti,faire
1427,einladen::V,kviesti,inviter
1428,einladen::V,pakviesti,inviter
1429,vereinigen::V,sujungti,unir
1430,vereinigen::V,sujungti,réunir
1431,vereinigen::V,suvienyti,unir
1432,vereinigen::V,suvienyti,réunir
1433,besuchen::V,lankyti,visiter
1434,besuchen::V,lankyti,aller voir
1435,besuchen::V,aplankyti,visiter
1436,besuchen::V,aplankyti,aller voir
1437,treffen::V,sutikti,rencontrer
1438,treffen::V,pasitikti,rencontrer
1439,sich versammeln::V,susirinkti,s'assembler
1440,spielen::V,groti,jouer
1441,spielen::V,žaisti,jouer
1442,singen::V,dainuoti,chanter
1443,tanzen::V,šokti,danser
1444,sich trennen::V,skirtis,se séparer
1445,sich trennen::V,išsiskirti,se séparer
1446,verlassen::V,palikti,quitter
1447,retten::V,gelbėti,sauver
1448,bewachen::V,sergėti,garder
1449,schützen::V,ginti,protéger
1450,schützen::V,apginti,protéger
1451,verteidigen::V,ginti,défendre
1452,verteidigen::V,apginti,défendre
1453,sich schlagen::V,muštis,se taper
1454,schießen::V,šauti,tirer
1455,schießen::V,šaudyti,tirer
1456,siegen::V,nugalėti,vaincre
1457,ärgern::V,pykinti,agacer
1458,schlagen::V,mušti,battre
1459,schlagen::V,mušti,frapper
1460,schlagen::V,smogti,battre
1461,schlagen::V,smogti,frapper
1462,schlagen::V,trenkti,battre
1463,schlagen::V,trenkti,frapper
1464,treten::V,mygti,botter
1465,treten::V,mygti,donner un coup de pied à
1466,stechen::V,gelti,piquer
1467,stechen::V,smeigti,piquer
1468,stoßen::V,stumti,heurter
1469,stoßen::V,pastumti,heurter
1470,stehlen::V,vogti,voler
1471,stören::V,trikdyti,gêner
1472,stören::V,trikdyti,déranger
1473,belästigen::V,apsunkinti,molester
1474,belästigen::V,apsunkinti,importuner
1475,verbergen::V,slėpti,cacher
1476,verbergen::V,slėpti,dissimuler
1477,verbergen::V,paslėpti,cacher
1478,verbergen::V,paslėpti,dissimuler
1479,täuschen::V,klaidinti,abuser
1480,täuschen::V,klaidinti,tromper
1481,betrügen::V,apgauti,duper
1482,betrügen::V,apgauti,frauder
1483,töten::V,žudyti,tuer
1484,töten::V,nužudyti,tuer
1485,wohnen::V,gyventi,habiter
1486,wohnen::V,gyventi,demeurer
1487,arbeiten::V,dirbti,travailler
1488,arbeiten::V,triūsti,travailler
1489,sammeln::V,rinkti,collectionner
1490,pflücken::V,skinti,cueillir
1491,pflücken::V,raškyti,cueillir
1492,jagen::V,medžioti,chasser
1493,fischen::V,žvejoti,pêcher
1494,fassen::V,sučiupti,capturer
1495,hüten::V,ganyti,garder
1496,treiben::V,ginti,mener
1497,anbinden::V,pririšti,attacher
1498,füttern::V,šerti,faire manger
1499,melken::V,melžti,traire
1500,hacken::V,kapoti,fendre
1501,gießen::V,lieti,arroser
1502,gießen::V,laistyti,arroser
1503,reifen::V,nokti,mûrir
1504,reifen::V,sirpti,mûrir
1505,zubereiten::V,ruošti,préparer
1506,zubereiten::V,gaminti,préparer
1507,kochen::V,virti,cuire
1508,kochen::V,virinti,cuire
1509,backen::V,kepti,cuire
1510,braten::V,kepti,rôtir
1511,braten::V,kepinti,rôtir
1512,umrühren::V,maišyti,remuer
1513,umrühren::V,pamaišyti,remuer
1514,stricken::V,megzti,tricoter
1515,nähen::V,siūti,coudre
1516,färben::V,dažyti,teindre
1517,färben::V,nudažyti,teindre
1518,reinigen::V,valyti,nettoyer
1519,reinigen::V,švarinti,nettoyer
1520,waschen::V,plauti,laver
1521,waschen::V,mazgoti,laver
1522,waschen::V,skalbti,laver
1523,abwischen::V,nušluostyti,essuyer
1524,spülen::V,plauti,rincer
1525,spülen::V,skalauti,rincer
1526,fegen::V,šluoti,balayer
1527,kehren::V,šluoti,balayer
1528,baden::V,maudytis,se baigner
1529,sich waschen::V,praustis,se laver
1530,ausziehen::V,numauti,ôter
1531,ausziehen::V,numauti,enlever
1532,ausziehen::V,nuvilkti,ôter
1533,ausziehen::V,nuvilkti,enlever
1534,anziehen::V,mauti,mettre
1535,anziehen::V,apsivilkti,mettre
1536,sich anziehen::V,rengtis,s'habiller
1537,sich anziehen::V,apsirengti,s'habiller
1538,kämmen::V,šukuoti,peigner
1539,schmücken::V,puošti,orner
1540,schmücken::V,puošti,décorer
1541,schmücken::V,dabinti,orner
1542,schmücken::V,dabinti,décorer
1543,schmücken::V,gražinti,orner
1544,schmücken::V,gražinti,décorer
1545,sagen::V,tarti,dire
1546,sprechen::V,kalbėti,parler
1547,reden::V,šnekėti,parler
1548,sich unterhalten::V,kalbėtis,bavarder
1549,sich unterhalten::V,kalbėtis,s'entretenir
1550,sich unterhalten::V,šnekučiuotis,bavarder
1551,sich unterhalten::V,šnekučiuotis,s'entretenir
1552,fragen::V,klausti,demander
1553,bitten::V,prašyti,prier
1554,erzählen::V,pasakoti,raconter
1555,mitteilen::V,skelbti,communiquer
1556,mitteilen::V,pranešti,communiquer
1557,nennen::V,vadinti,nommer
1558,nennen::V,vadinti,appeler
1559,nennen::V,vardyti,nommer
1560,nennen::V,vardyti,appeler
1561,rufen::V,šaukti,appeler
