,Concept_ID,tt,ja
318,Gegenstand::N,нәрсә,物件
319,Sache::N,нәрсә,物
320,Rand::N,чит,端
321,Kante::N,кырый,縁
322,Ecke::N,почмак,角
323,Spitze::N,оч,先頭
324,Ende::N,азак,端
325,Loch::N,тишек,穴
326,Winkel::N,почмак,片隅
327,Muster::N,парча,模様
328,Größe::N,зурлык,大きさ
329,Länge::N,озынлык,長さ
330,Höhe::N,биеклек,高さ
331,Gewicht::N,авырлык,重さ
332,Menge::N,микъдар,量
333,Haufen::N,өем,堆積
334,Reihe::N,рәт,並び
335,Boot::N,каек,ボート
336,Boot::N,көймә,ボート
337,Ruder::N,ишкәк,オール
338,Schlitten::N,чана,そり
339,Ski::N,чаңгы,スキー
340,Lagerfeuer::N,костёр,篝火
341,Last::N,йөк,荷物
342,Gang::N,йөреш,歩み
343,Schritt::N,адым,歩
344,Norden::N,төньяк,北
345,Süden::N,көньяк,南
346,Westen::N,көнбатыш,西
347,Osten::N,шәрык,東
348,Osten::N,көнчыгыш,東
349,Holz::N,агач,木
350,Holz::N,агач,木材
351,Brett::N,такта,板
352,Platte::N,плитә,盤
353,Stütze::N,таяу,支柱
354,Stange::N,колга,棒
355,Stock::N,таяк,杖
356,Stab::N,таяк,棒
357,Rohr::N,торба,管
358,Haus::N,өй,家
359,Haus::N,йорт,家
360,Heim::N,гаилә,家
361,Heim::N,нәсел,家
362,Ofen::N,мич,ストーブ
363,Fußboden::N,идән,床
364,Tisch::N,өстәл,机
365,Stuhl::N,утыргыч,椅子
366,Wiege::N,бишек,揺籃
367,Bett::N,ятак,ベッド
368,Bett::N,урын-җир,ベッド
369,Regal::N,киштә,棚
370,Regal::N,шүрлек,棚
371,Kiste::N,әрҗә,箱
372,Fenster::N,тәрәзә,窓
373,Tür::N,ишек,戸
374,Tür::N,ишек,ドア
375,Tor::N,капка,門
376,Zaun::N,койма,垣根
377,Dach::N,түбә,屋根
378,Leiter::N,баскыч,梯子
379,Besen::N,себерке,ほうき
380,Spaten::N,көрәк,スコップ
381,Schaufel::N,көрәк,シャベル
382,Gabel::N,чәннечке,フォーク
383,Löffel::N,кашык,スプーン
384,Messer::N,пычак,ナイフ
385,Nagel::N,кадак,釘
386,Netz::N,челтәр,網
387,Haken::N,ыргак,鉤
388,Haken::N,ыргак,フック
389,Griff::N,тотка,取っ手
390,Schloss::N,йозак,錠
391,Bild::N,рәсем,絵
392,Bild::N,картина,絵
393,Figur::N,сын,像
394,Figur::N,фигура,像
395,Puppe::N,курчак,人形
396,Beutel::N,луза,袋
397,Bündel::N,бәйләм,束
398,Bündel::N,бәйләм,包み
399,Tasche::N,букча,かばん
400,Eimer::N,чиләк,バケツ
401,Deckel::N,капкач,蓋
402,Geschirr::N,савыт-саба,食器
403,Geschirr::N,кашык-аяк,食器
404,Sack::N,капчык,袋
405,Tasse::N,чынаяк,カップ
406,Topf::N,чүлмәк,鍋
407,Kessel::N,казан,釜
408,Essen::N,ашау,食事
409,Nahrung::N,азык,食物
410,Nahrung::N,тәгам,食物
411,Nahrung::N,ашамлык,食物
412,Speise::N,ризык,料理
413,Fleisch::N,ит,肉
414,Getreide::N,ашлык,麦
415,Getreide::N,ашлык,穀物
416,Brei::N,ботка,粥
417,Brot::N,ипи,パン
418,Brot::N,икмәк,パン
419,Scheibe::N,телем,枚
420,Scheibe::N,телем,切れ
421,Fett::N,май,脂肪
422,Butter::N,май,バター
423,Öl::N,май,油
424,Salz::N,тоз,塩
425,Suppe::N,шулпа,スープ
426,Honig::N,бал,蜂蜜
427,Milch::N,сөт,牛乳
428,Tee::N,чәй,茶
429,Tee::N,чәй,お茶
430,Leder::N,күн,革
431,Wolle::N,йон,毛糸
432,Stoff::N,тукыма,布
433,Nadel::N,энә,針
434,Faden::N,җеп,糸
435,Knopf::N,төймә,ボタン
436,Knoten::N,төен,結び目
437,Farbe::N,буяу,ペンキ
438,Kleidung::N,кием,衣服
439,Hemd::N,күлмәк,シャツ
440,Kragen::N,яка,襟
441,Ärmel::N,җиң,袖
442,Hose::N,чалбар,ズボン
443,Gürtel::N,билбау,帯
444,Gürtel::N,билбау,ベルト
445,Mütze::N,бүрек,帽子
446,Schuh::N,башмак,靴
447,Stiefel::N,итек,ブーツ
448,Ring::N,балдак,輪
449,Band::N,тасма,リボン
450,Kamm::N,тарак,櫛
451,Spiegel::N,көзге,鏡
452,Riemen::N,каеш,緒
453,Schnur::N,бау,紐
454,Leine::N,тезген,綱
455,Decke::N,юрган,掛け布団
456,Kissen::N,мендәр,枕
457,Tuch::N,яулык,スカーフ
458,Handtuch::N,сөлгә,タオル
459,Kraft::N,егәр,力
460,Kraft::N,дәрман,力
461,Stärke::N,көч,強さ
462,Stärke::N,дәрман,強さ
463,Gesundheit::N,саулык,健康
464,Krankheit::N,чир,病気
465,Krankheit::N,хаста,病気
466,Krankheit::N,сырхау,病気
467,Schmerz::N,авырту,痛み
468,Wunde::N,яра,傷
469,Wunde::N,җәрәхәт,傷
470,Fieber::N,бизгәк,熱
471,Arznei::N,дару,薬
472,Brücke::N,күпер,橋
473,Brunnen::N,кое,井戸
474,Weide::N,утлавык,牧場
475,Pfad::N,сукмак,小路
476,Weg::N,юл,道
477,Straße::N,урам,街道
478,Dorf::N,авыл,村
479,Stadt::N,шәһәр,町
480,Stadt::N,шәһәр,都市
481,Brief::N,хат,手紙
482,Buch::N,китап,本
483,Buchstabe::N,хәреф,文字
484,Zeitung::N,газет,新聞
485,Zeitung::N,газета,新聞
486,Leben::N,гомер,生活
487,Leben::N,тормыш,生活
488,Leben::N,тереклек,生活
489,Tod::N,үлем,死
490,Grab::N,гүр,墓
491,Grab::N,кабер,墓
492,Kirche::N,чиркәү,教会
493,Sünde::N,язык,罪
494,Sünde::N,гөнаһ,罪
495,Gott::N,алла,神
496,Gott::N,ходай,神
497,Arbeiter::N,эшче,労働者
498,Chef::N,башлык,上司
499,Meister::N,оста,達人
500,Meister::N,оста,マイスター
501,Arzt::N,врач,医者
502,Arzt::N,табиб,医者
503,Lehrer::N,укытучы,先生
504,Lehrer::N,мөгаллим,先生
505,Geld::N,акча,金
506,Geschäft::N,эш,取り引き
507,Laden::N,кибет,店
508,Laden::N,магазин,店
509,Preis::N,бәя,値段
510,Preis::N,бәһа,値段
511,Ware::N,товар,商品
512,Nutzen::N,файда,利益
513,Reichtum::N,байлык,豊かさ
514,Welt::N,дөнья,世界
515,Land::N,ил,国
516,Staat::N,дәүләт,国家
517,König::N,патша,国王
518,Macht::N,хакимият,権力
519,Grenze::N,чик,国境
520,Krieg::N,сугыш,戦争
521,Feind::N,дошман,敵
522,Gewalt::N,көчләү,暴力
523,Kampf::N,көрәш,戦い
524,Bogen[Waffe]::N,җәя,弓
525,Pfeil::N,ук,矢
526,Gewehr::N,мылтык,銃
527,Fehler::N,хата,間違い
528,Lüge::N,ялган,嘘
529,Schaden::N,зыян,損害
530,Schaden::N,зарар,損害
531,Unglück::N,бәла,不幸
532,Schuld::N,гаеп,罪
533,Alter::N,яшь,年
534,Alter::N,яшь,年齢
535,Schluss::N,ахыр,終わり
536,Zeit::N,заман,時
537,Zeit::N,заман,時間
538,Tag::N,көн,日
539,Morgen::N,иртә,朝
540,Mittag::N,өйлә,昼
541,Abend::N,кич,晩
542,Abend::N,кич,夕方
543,Nacht::N,төн,夜
544,Woche::N,атна,週
545,Monat::N,ай,月
546,Jahr::N,ел,年
547,Frühling::N,яз,春
548,Sommer::N,җәй,夏
549,Herbst::N,көз,秋
550,Winter::N,кыш,冬
551,Januar::N,гыйнвар,一月
552,Februar::N,февраль,二月
553,März::N,март,三月
554,April::N,апрель,四月
555,Mai::N,май,五月
556,Juni::N,июнь,六月
557,Juli::N,июль,七月
558,August::N,август,八月
559,September::N,сентябрь,九月
560,Oktober::N,октябрь,十月
561,November::N,ноябрь,十一月
562,Dezember::N,декабрь,十二月
563,Montag::N,дүшәмбе,月曜日
564,Dienstag::N,сишәмбе,火曜日
565,Mittwoch::N,чәршәмбе,水曜日
566,Donnerstag::N,атнакич,木曜日
567,Donnerstag::N,пәнҗешәмбе,木曜日
568,Freitag::N,җомга,金曜日
569,Samstag::N,шимбә,土曜日
570,Sonntag::N,якшәмбе,日曜日
571,groß::A,зур,大きい
572,klein::A,кечкенә,小さい
573,lang::A,озын,長い
574,kurz::A,кыска,短い
575,breit::A,киң,広い
576,schmal::A,кысык,狭い
577,dicht::A,куе,密な
578,dick[Gegenstand]::A,калын,厚い
579,dünn::A,нечкә,薄い
580,fein::A,нәзакәтле,細い
581,fest::A,нык,硬い
582,flach::A,яссы,平らな
583,flach::A,ялпак,平らな
584,glatt::A,шома,滑らかな
585,hart::A,каты,堅い
586,weich::A,йомшак,柔らかい
587,rund::A,түгәрәк,丸い
588,spitz::A,очлы,尖った
589,scharf::A,үткен,鋭い
590,stumpf::A,үтмәс,鈍い
591,schwer::A,салмак,重い
592,schön::A,гүзәл,綺麗な
593,heiß::A,эссе,熱い
594,warm::A,җылы,温かい
595,kalt::A,суык,寒い
596,kalt::A,суык,冷たい
597,kalt::A,салкын,寒い
598,kalt::A,салкын,冷たい
599,kühl::A,салкынча,涼しい
600,frisch::A,салкынча,ひんやりした
601,feucht::A,юеш,湿った
602,nass::A,дымлы,濡れた
603,trocken::A,коры,乾いた
604,voll::A,тулы,いっぱいの
605,leer::A,буш,空の
606,offen::A,ачык,開いた
607,geschlossen::A,йомык,閉まった
608,sauber::A,пакь,清潔な
609,sauber::A,чиста,清潔な
610,schmutzig::A,керле,汚い
611,schmutzig::A,пычрак,汚い
612,roh::A,чи,生の
613,reif::A,өлгергән,熟した
614,lecker::A,тәмле,美味しい
615,süß::A,татлы,甘い
616,bitter::A,ачы,苦い
617,sauer::A,әче,酸っぱい
618,hell::A,якты,明るい
619,dunkel::A,кара,暗い
620,schwarz::A,кара,黒い
621,weiß::A,ак,白い
622,rot::A,кызыл,赤い
623,gelb::A,сары,黄色い
624,blau::A,күк,青い
625,grün::A,яшел,緑の
626,grau::A,соры,灰色の
627,bunt::A,чуар,色取り取りの
628,billig::A,арзан,安い
629,teuer::A,хаклы,高い
630,wertvoll::A,кыйммәтле,貴重な
631,blind::A,сукыр,盲目の
632,blind::A,күзсез,盲目の
633,taub::A,чукрак,耳が聞こえない
634,taub::A,саңгырау,耳が聞こえない
635,kräftig::A,егәрле,強力な
636,stark::A,нык,強い
637,stark::A,базык,強い
638,schwach::A,зәгыйфь,弱い
639,fett::A,симез,太った
640,schlank::A,нәзек,ほっそりした
641,hübsch::A,чибәр,素敵な
642,böse::A,усал,悪い
643,dumm::A,акылсыз,馬鹿な
644,faul::A,ялкау,怠惰な
645,faul::A,иренчәк,怠惰な
646,fleißig::A,тырыш,勤勉な
647,fleißig::A,тырышучан,勤勉な
648,geizig::A,саран,けちな
649,klug::A,акыллы,賢い
650,klug::A,акыллы,頭のいい
651,geschickt::A,маһир,器用な
652,lieb::A,сөекле,愛らしい
653,lustig::A,күңелле,楽しい
654,sanft::A,басынкы,温和な
655,hungrig::A,ач,空腹の
656,krank::A,чирле,病気の
657,krank::A,сырхау,病気の
658,nackt::A,шәрә,裸の
659,traurig::A,ямансу,悲しい
660,lebendig::A,тере,生きた
661,gut::A,яхшы,良い
662,schlecht::A,начар,悪い
663,schlecht::A,начар,駄目な
664,richtig::A,дөрес,正しい
665,schlimm::A,әшәкә,ひどい
666,wahr::A,чып-чын,本当の
667,alt::A,иске,古い
668,neu::A,яңа,新しい
669,ehemalig::A,элекке,以前の
670,alt[Lebewesen]::A,карт,年を取った
671,jung::A,яшь,若い
672,arm::A,фәкыйрь,貧乏な
673,reich::A,бай,裕福な
674,bekannt::A,таныш,有名な
675,berühmt::A,атаклы,有名な
676,fremd::A,ят,見知らぬ
677,verschieden::A,төрле,色々な
678,nah::A,якын,近い
679,fern::A,ерак,遠い
680,linker::A,сул,左の
681,rechter::A,уң,右の
682,anderer::A,бүтән,別の
683,erster::A,беренче,一番目
684,zweiter::A,икенче,二番目
685,dritter::A,өченче,三番目
686,letzter::A,ахыргы,最後の
687,allein::ADV,ялгыз,一人で
688,auf einmal::ADV,бердән,同時に
689,zusammen::ADV,бергә,一緒に
690,lange::ADV,озак,長い間
691,plötzlich::ADV,искәрмәстән,急に
692,sofort::ADV,хәзер,すぐに
693,später::ADV,соңрак,後で
694,jetzt::ADV,хәзер,今
695,heute::ADV,бүген,今日
696,morgen::ADV,иртәгә,明日
697,bald::ADV,тиздән,間もなく
698,dann::ADV,аннары,それから
699,gestern::ADV,кичә,昨日
700,einst::ADV,берчак,過去に
701,damals::ADV,ул вакытта,あの時
702,damals::ADV,ул чакта,あの時
703,danach::ADV,да,その後で
704,vorher::ADV,элек,以前に
705,zuerst::ADV,башта,まず
706,zuerst::ADV,башта,最初に
707,einmal::ADV,бер,一回
708,einmal::ADV,бер мәртәбә,一回
709,manchmal::ADV,кайчакта,時々
710,oft::ADV,еш,よく
711,immer::ADV,һәркайчан,いつも
712,niemals::ADV,hичбер вакыт,一度も...ない
713,hier::ADV,монда,こちら
714,hier::ADV,биредә,こちら
715,hierhin::ADV,монда,ここへ
716,hierhin::ADV,монда,こちらへ
717,von hier::ADV,моннан,ここから
718,dort::ADV,анда,そちら
719,dorthin::ADV,тегеләй,そこへ
720,dorthin::ADV,тегеләй,そちらへ
721,geradeaus::ADV,турыдан-туры,真っ直ぐに
722,vorwärts::ADV,алга,前へ
723,rückwärts::ADV,кире,後ろへ
724,zurück::ADV,кире,後ろへ
725,unten::ADV,түбәндә,下に
726,hinab::ADV,аска,下へ
727,oben::ADV,өстә,上に
728,oben::ADV,югарыда,上に
729,hinauf::ADV,өскә,上へ
730,überall::ADV,hәркайда,どこでも
731,nicht::ADV,түгел,ない
732,ein wenig::ADV,бераз,少し
733,ein wenig::ADV,бераз,ちょっと
734,kaum::ADV,көчкә,ほとんど～ない
735,sehr::ADV,бик,とても
736,so::ADV,алай,こう
737,noch::ADV,янә,まだ
738,noch::ADV,тагын,まだ
739,nur::ADV,фәкать,～だけ
740,schon::ADV,инде,もう
741,wieder::ADV,янә,再び
742,wieder::ADV,тагын,再び
743,vergebens::ADV,юкка,無駄に
744,vor::PRP,алдыннан,前に
745,hinter::PRP,арттан,後ろに
746,unter::PRP,астында,下に
747,durch::PRP,аша,通して
748,neben::PRP,тирәсендә,横に
749,zwischen::PRP,арасында,間に
750,wegen::PRP,сәбәпле,為に
751,wegen::PRP,сәбәпле,せいで
752,dies::PRN,бу,これ
753,das::PRN,ул,それ
754,alles::PRN,һәммә,全部
755,ich::PRN,мин,私
756,du::PRN,син,あなた
757,er::PRN,ул,彼
758,wir::PRN,без,私達
759,ihr::PRN,сез,あなた達
760,sie::PRN,ул,彼ら
761,was::FPRN,ни,何
762,was::FPRN,нәрсә,何
763,wer::FPRN,кем,誰
764,wer::FPRN,кем,どなた
765,wo::FADV,кайда,どこ
766,wo::FADV,кайда,どこに
767,wohin::FADV,кая,どこへ
768,wie::FADV,ничек,どう
769,warum::FADV,нигә,何故
770,warum::FADV,нигә,どうして
771,wieviel::FNUM,ничә,どのくらい
772,eins::NUM,бер,一
773,zwei::NUM,ике,二
774,zwei::NUM,ике,二つ
775,drei::NUM,өч,三
776,drei::NUM,өч,三つ
777,vier::NUM,дүрт,四
778,vier::NUM,дүрт,四つ
779,fünf::NUM,биш,五
780,fünf::NUM,биш,五つ
781,sechs::NUM,алты,六
782,sechs::NUM,алты,六つ
783,sieben::NUM,җиде,七
784,sieben::NUM,җиде,七つ
785,acht::NUM,сигез,八
786,acht::NUM,сигез,八つ
787,neun::NUM,тугыз,九
788,neun::NUM,тугыз,九つ
789,zehn::NUM,ун,十
790,elf::NUM,унбер,十一
791,zwölf::NUM,унике,十二
792,zwanzig::NUM,егерме,二十
793,dreißig::NUM,утыз,三十
794,vierzig::NUM,кырык,四十
795,fünfzig::NUM,илле,五十
796,sechzig::NUM,алтмыш,六十
797,siebzig::NUM,җитмеш,七十
798,achtzig::NUM,сиксән,八十
799,neunzig::NUM,туксан,九十
800,hundert::NUM,йөз,百
801,tausend::NUM,мең,千
802,und::CNJ,вә,-と
803,und::CNJ,вә,そして
804,oder::CNJ,яки,或いは
805,oder::CNJ,яисә,或いは
806,stehen::V,тору,立っている
807,sitzen::V,утыру,座っている
808,liegen::V,яту,横になっている
809,hängen::V,эленү,掛かっている
810,werden::V,булу,なる
811,passieren::V,булу,起こる
812,beginnen::V,башлану,始まる
813,enden::V,бетү,終わる
814,wechseln::V,үзгәртү,変わる
815,aufgehen[Sonne]::V,чыгу,出る
816,untergehen[Sonne]::V,бату,沈む
817,scheinen[Sonne]::V,яктырту,輝く
818,donnern::V,күкрәү,雷が鳴る
819,wehen::V,исү,吹く
820,strömen::V,агу,流れる
821,fließen::V,агу,流れる
822,sich drehen::V,бөтерелү,回転する
823,schwanken::V,икеләнү,揺れる
824,schwingen::V,тирбәлү,振動する
825,fallen::V,егылу,落ちる
826,brennen::V,яну,燃える
827,rauchen::V,төтәү,煙を出す
828,rauchen::V,төтенләү,煙を出す
829,regnen::V,яву,雨が降る
830,gefrieren::V,кату,凍る
831,tauen::V,эрү,溶ける
832,tauen::V,эретү,溶ける
833,schmelzen::V,эрү,溶ける
834,schmelzen::V,эретү,溶ける
835,trocknen::V,кибү,乾く
836,sieden::V,ургылу,沸く
837,faulen::V,черү,腐る
838,verfaulen::V,черү,朽ちる
