,Concept_ID,ml,sq
637,hübsch::A,മനോഹരമായ,bukur
638,hübsch::A,മനോഹരമായ,hijshëm
639,böse::A,പാപിയായ,keq
640,dumm::A,വിവരംകെട്ട,teveqel
641,faul::A,അലസനായ,dembel
642,fleißig::A,അദ്ധ്വാനശീലമുള്ള,zellshëm
643,geizig::A,പിശുക്കനായ,kurnac
644,geizig::A,പിശുക്കനായ,dorështrënguar
645,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,mençur
646,geschickt::A,പ്രതിഭാശാലി,aftë
647,lieb::A,പ്രിയപ്പെട്ട,dashur
648,lustig::A,ആനന്ദകരമായ,gëzuar
649,sanft::A,സൌമ്യമായ,butë
650,hungrig::A,വിശപ്പുള്ള,uritur
651,krank::A,അസുഖമുള്ള,sëmurë
652,nackt::A,നഡമായ,lakuriq
653,nackt::A,നഡമായ,zhveshur
654,traurig::A,വിഷമമുള്ള,trishtuar
655,lebendig::A,ഉപജീവനം,gjallë
656,gut::A,നല്ല,mirë
657,schlecht::A,മോശമായ,keq
658,richtig::A,ശരിയായ,drejtë
659,schlimm::A,വൃത്തികെട്ട,keq
660,wahr::A,ശരിയായ,vërtetë
661,alt::A,പഴയ,vjetër
662,neu::A,പുതിയ,i ri
663,ehemalig::A,മുൻ,dikurshëm
664,alt[Lebewesen]::A,വയസ്സുള്ള,plak
665,jung::A,കൌമാരമായ,i ri
666,arm::A,പാവപ്പെട്ട,varfër
667,arm::A,പാവപ്പെട്ട,vobektë
668,reich::A,സമ്പന്നമായ,pasur
669,bekannt::A,പരിചിതമായ,njohur
670,berühmt::A,പ്രശസ്തനായ,famshëm
671,fremd::A,വൈദേശികമായ,huaj
672,verschieden::A,വ്യത്യസ്തമായ,ndryshëm
673,nah::A,അരികത്തുള്ള,afërt
674,fern::A,അകലെയുള്ള,largët
675,linker::A,അവശേഷിച്ച,majtë
676,rechter::A,വലത്തേ,djathtë
677,anderer::A,മറ്റുള്ള,tjetër
678,erster::A,ആദ്യത്തെ,parë
679,zweiter::A,രണ്ടാം,dytë
680,dritter::A,മൂന്നാമത്,i tretë
681,letzter::A,അവസാനത്തെ,fundit
682,allein::ADV,തനിച്ചുള്ള,vetëm
683,auf einmal::ADV,ഉടന്,njëkohësisht
684,zusammen::ADV,ഒരുമിച്ച,bashkë
685,zusammen::ADV,ഒരുമിച്ച,së bashku
686,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,për një kohë të gjatë
687,plötzlich::ADV,പെട്ടെന്ന്,befas
688,sofort::ADV,തത്ക്ഷണം,menjëherë
689,sofort::ADV,തത്ക്ഷണം,aty për aty
690,später::ADV,പിന്നീട്,më vonë
691,jetzt::ADV,ഇപ്പോൾ,tash
692,heute::ADV,ഇന്ന്,sot
693,morgen::ADV,നാളെ,nesër
694,bald::ADV,ഉടനെ,shpejt
695,bald::ADV,ഉടനെ,së shpejti
696,dann::ADV,അപ്പോൾ,pastaj
697,gestern::ADV,ഇന്നലെ,dje
698,einst::ADV,പണ്ടൊരിക്കല്,dikur
699,damals::ADV,അപ്പോൾ,atëherë
700,danach::ADV,പിന്നീട്,mandej
701,vorher::ADV,മുൻപ്,më parë
702,zuerst::ADV,ആദ്യം,së pari
703,einmal::ADV,ഒരിക്കൽ,njëherë
704,manchmal::ADV,ചിലപ്പോൾ,nganjëherë
705,oft::ADV,പലപ്പോഴും,shpesh
706,immer::ADV,എപ്പോഴും,përherë
707,immer::ADV,എപ്പോഴും,gjithnjë
708,niemals::ADV,ഒരിക്കലും,kurrë
709,niemals::ADV,ഒരിക്കലും,asnjëherë
710,hier::ADV,ഇവിടെ,këtu
711,hierhin::ADV,ഇവിടേക്ക്,knej
712,von hier::ADV,ഇവിടെനിന്ന്,që këtej
713,von hier::ADV,ഇവിടെനിന്ന്,prej këtej
714,dort::ADV,അവിടെ,aty
715,dort::ADV,അവിടെ,atje
716,dorthin::ADV,അവിടേക്ക്,anej
717,geradeaus::ADV,മുമ്പിൽ,drejt
718,geradeaus::ADV,മുമന്നോട്ട്,drejt
719,vorwärts::ADV,മുന്നോട്ട്,mbroth
720,vorwärts::ADV,മുന്നോട്ട്,përpara
721,rückwärts::ADV,തലതിരിച്ച്,mbrapsht
722,zurück::ADV,പുറകിലേക്ക്,prapa
723,zurück::ADV,പുറകിലേക്ക്,mbrapsht
724,unten::ADV,താഴെ,poshtë
725,hinab::ADV,താഴേക്ക്,përposh
726,oben::ADV,മുകളിൽ,lart
727,oben::ADV,മുകളിൽ,sipër
728,hinauf::ADV,മുകളിൽ,lart
729,hinauf::ADV,മുകളിൽ,përpjetë
730,überall::ADV,എല്ലായിടത്തും,kudo
731,nicht::ADV,ഇല്ല,s'
732,nicht::ADV,ഇല്ല,nuk
733,ein wenig::ADV,കുറച്ച്,një tis
734,kaum::ADV,കഷ്ടിച്ച്,mezi
735,sehr::ADV,വളരെ,fort
736,sehr::ADV,വളരെ,shumë
737,so::ADV,അങ്ങനെ,ashtu
738,so::ADV,അങ്ങനെ,kështu
739,noch::ADV,ഇപ്പോഴും,ende
740,noch::ADV,ഇപ്പോഴും,akoma
741,nur::ADV,മാത്രം,vetëm
742,schon::ADV,നേരത്തേ തന്നെ,tashmë
743,wieder::ADV,വീണ്ടും,përsëri
744,vergebens::ADV,വിഫല,kot
745,vor::PRP,മുമ്പിൽ,para
746,hinter::PRP,പുറകിൽ,prapa
747,hinter::PRP,പുറകിൽ,mbrapa
748,unter::PRP,കീഴിൽ,nën
749,durch::PRP,ഉള്ളിലൂടെ,nëpër
750,neben::PRP,അടുത്ത്,pranë
751,neben::PRP,അടുത്ത്,përbri
752,zwischen::PRP,ഇടയ്ക്ക്,midis
753,zwischen::PRP,ഇടയ്ക്ക്,ndërmjet
754,wegen::PRP,നിമിത്തം,për
755,dies::PRN,ഇത്,ky
756,das::PRN,അത്,ky
757,alles::PRN,എല്ലാം,gjithçka
758,ich::PRN,ഞാൻ,unë
759,du::PRN,നിങ്ങൾ,ti
760,er::PRN,അദ്ദേഹം,ai
761,er::PRN,അയാൾ,ai
762,er::PRN,അവൻ,ai
763,er::PRN,അവർ,ai
764,er::PRN,അവൾ,ai
765,wir::PRN,നമ്മൾ,ne
766,ihr::PRN,നിങ്ങൾ,ju
767,sie::PRN,അവർ,ata
768,was::FPRN,എന്ത്,ç'
769,was::FPRN,എന്ത്,çfarë
770,wer::FPRN,ആര്,kush
771,wo::FADV,എവിടെ,ku
772,wohin::FADV,എവിടേക്ക്,për ku
773,wie::FADV,എങ്ങനെ,si
774,warum::FADV,എന്തുകൊണ്ട്,pse
775,warum::FADV,എന്തുകൊണ്ട്,përse
776,wieviel::FNUM,എത്ര,sa
777,eins::NUM,ഒന്ന്,një
778,zwei::NUM,രണ്ട്,dy
779,drei::NUM,മൂന്ന്,tre
780,vier::NUM,നാല്,katër
781,fünf::NUM,അഞ്ച്,pesë
782,sechs::NUM,ആറ്,gjashtë
783,sieben::NUM,ഏഴ്,shtatë
784,acht::NUM,എട്ട്,tetë
785,neun::NUM,ഒമ്പത്,nëntë
786,zehn::NUM,പത്ത്,dhjetë
787,elf::NUM,പതിനൊന്ന്,njëmbëdhjetë
788,zwölf::NUM,പന്ത്രണ്ട്,dymbëdhjetë
789,zwanzig::NUM,ഇരുപത്,njëzet
790,dreißig::NUM,മുപ്പത്,tridhjetë
791,vierzig::NUM,നാൽപ്പത്,dyzet
792,fünfzig::NUM,അൻപത്,pesëdhjetë
793,sechzig::NUM,അറുപത്,gjashtëdhjetë
794,siebzig::NUM,എഴുപത്,shtatëdhjetë
795,achtzig::NUM,എൺപത്,tetëdhjetë
796,neunzig::NUM,തൊണ്ണൂറ്,nëntëdhjetë
797,hundert::NUM,നൂറ്,qind
798,tausend::NUM,ആയിരം,mijë
799,und::CNJ,ഉം,e
800,und::CNJ,ഉം,dhe
801,oder::CNJ,അഥവാ,a
802,oder::CNJ,അഥവാ,apo
803,stehen::V,നിൽക്കുക,rri
804,sitzen::V,ഇരിക്കുക,rri
805,liegen::V,കിടക്കുക,rri shtrirë
806,hängen::V,തൂങ്ങുക,varem
807,werden::V,ആയിത്തീരുക,bëhem
808,passieren::V,സംഭവിക്കുക,ndodh
809,beginnen::V,ആരംഭിക്കുക,filloj
810,enden::V,അവസാനിപ്പിക്കുക,përfundoj
811,wechseln::V,മാറ്റുക,ndërroj
812,aufgehen[Sonne]::V,ഉയരുക,hapem
813,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,hyj
814,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,perëndoj
815,scheinen[Sonne]::V,പ്രകാശിക്കുക,ndriçoj
816,donnern::V,ഇടിവെട്ടുക,gjëmoj
817,donnern::V,ഇടിവെട്ടുക,bubulloj
818,wehen::V,വീശുക,fryj
819,strömen::V,ഒഴുകുക,derdh
820,fließen::V,ഒഴുകുക,rrjedh
821,sich drehen::V,ചുറ്റുക,rrotullohem
822,sich drehen::V,കറക്കുക,rrotullohem
823,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,dyzoj
824,schwingen::V,ആടുക,dridhem
825,fallen::V,വീഴുക,bie
826,brennen::V,കത്തുക,digjem
827,rauchen::V,പുകയുക,nxjerr tym
828,regnen::V,മഴ_പെയ്യുക,bie shi
829,gefrieren::V,തണത്ത്_മരവിക്കുക,ngrij
830,tauen::V,അലിയുക,shkrij
831,schmelzen::V,ഉരുകുക,shkrij
832,trocknen::V,വരളുക,thaj
833,sieden::V,തിളപ്പിക്കുക,ziej
834,faulen::V,ചീയുക,kalbem
835,faulen::V,ചീയുക,prishem
836,verfaulen::V,അഴുകുക,kalbem
837,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,grisem
838,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,shqyhem
839,versinken::V,മുക്കുക,humboj
840,vergehen::V,കടന്നുപോകുക,kaloj
841,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,dukem
842,verschwinden::V,അദൃശ്യമാകുക,zhdukem
843,sinken::V,താഴുക,ulem
844,abnehmen::V,കുറിയുക,pakësohem
845,abnehmen::V,കുറിയുക,zvogëlohem
846,zunehmen::V,വർദ്ധിക്കുക,shtohem
847,steigen::V,ഉയരുക,rritem
848,wachsen::V,വളരുക,rritem
849,glänzen::V,മിന്നുക,vezulloj
850,funkeln::V,തിളങ്ങുക,xixoj
851,funkeln::V,തിളങ്ങുക,xixëlloj
852,lärmen::V,ശബ്ദമുണ്ടാക്കുക,oshtij
853,lärmen::V,ശബ്ദമുണ്ടാക്കുക,zhurmoj
854,läuten::V,മണിമുഴങ്ങുക,bie
855,klingeln::V,ചിലമ്പുക,i bie ziles
856,klirren::V,കിലുക്കുക,kërcëlloj
857,brausen::V,മുഴങ്ങുക,gjëmoj
858,rauschen::V,അനങ്ങുക,fëshfërij
859,klingen::V,മുഴക്കുക,tingëlloj
860,bellen::V,കുരയ്ക്കുക,leh
861,heulen::V,ഓരിയിടുക,ulërij
862,blasen::V,ഊതുക,fryj
863,pfeifen::V,വിസിലടിക്കുക,fishkëllej
864,schreien::V,ആക്രോശിക്കുക,bërtas
865,stöhnen::V,അരക്കം,rënkoj
866,stöhnen::V,ആർത്തനാദം,rënkoj
867,zittern::V,വിറയ്ക്കുക,trembem
868,leben::V,താമസിക്കുക,rroj
869,leben::V,താമസിക്കുക,jetoj
870,geboren werden::V,ജനിക്കുക,lind
871,atmen::V,ശ്വസിക്കുക,marr frymë
872,trinken::V,കുടിക്കുക,pi
873,essen::V,കഴിക്കുക,ha
874,schlucken::V,വിഴുങ്ങുക,gëlltis
875,schlucken::V,വിഴുങ്ങുക,kapërdij
876,müde werden::V,ക്ഷീണിക്കുക,lodhem
877,einschlafen::V,നിദ്രിക്കുക,bie të fle
878,schlafen::V,ഉറങ്ങുക,fle
879,aufwachen::V,ഉണരുക,zgjohem
880,aufstehen::V,എഴുന്നേൽക്കുക,çohem
881,aufstehen::V,എഴുന്നേൽക്കുക,ngrihem
882,sich erholen::V,വിശ്രമിക്കുക,qetësohem
883,sich erholen::V,വിശ്രമിക്കുക,shtendosem
884,krank werden::V,ദീനംപിടിക്കുക,bie i sëmurë
885,krank sein::V,രോഗികളാകുക,jam i sëmurë
886,schmerzen::V,വേദനിക്കുക,dhemb
887,husten::V,ചുമയ്ക്കുക,kollitem
888,genesen::V,സുഖപ്പെടുക,shërohem
889,sterben::V,മരിക്കുക,vdes
890,umkommen::V,മരിക്കുക,vdes
891,umkommen::V,മരിക്കുക,mbaroj
892,sich bewegen::V,സ്ഥലം_മാറുക,shkundem
893,sich rühren::V,ചലിക്കുക,lëviz
894,sich erheben::V,നിൽക്കുക,ngrihem
895,sich setzen::V,ഇരിക്കുക,ulem
896,hinfallen::V,വീഴുക,gremisem
897,laufen::V,നടക്കുക,eci
898,schreiten::V,നടക്കുക,çapem
899,spazierengehen::V,ഉലാത്തുക,shëtis
900,eilen::V,പാഞ്ഞെത്തുക,ngas
901,sich beeilen::V,തിരിക്കുകൂട്ടുക,nxitoj
902,sich beeilen::V,തിടുക്കം_കാട്ടുക,nxitoj
903,sausen::V,കുതിക്കുക,eci shpejt
904,rennen::V,ഓടുക,vrapoj
905,springen::V,ചാടുക,kërcej
906,klettern::V,കയറുക,hipi
907,schaukeln::V,ഇളകുക,kolovitem
908,kriechen::V,പതുങ്ങികയറുക,zvarritem
909,schwimmen::V,നീന്തുക,notoj
910,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,zhytem
911,rudern::V,തുഴയുക,vozis
912,fahren::V,വാഹനം ഓടിക്കുക,shkoj
913,fliegen::V,പറക്കുക,fluturoj
914,gehen::V,പോകുക,eci
915,gehen::V,പോകുക,shkoj
916,weggehen::V,വിടുക,vete
917,abfahren::V,പുറപ്പെടുക,nisem
918,anhalten::V,നിർത്തുക,ndalem
919,hineingehen::V,പ്രവേശിക്കുക,futem
920,eintreten::V,പ്രവേശിക്കുക,hyj
921,kommen::V,വരുക,vij
922,ankommen::V,എത്തിച്ചേരുക,arrij
923,ankommen::V,എത്തിച്ചേരുക,mbërrij
924,zurückkommen::V,തിരിച്ചു വരുക,kthehem
925,bleiben::V,തുടരുക,mbetem
926,bleiben::V,തുടരുക,qëndroj
927,warten::V,കാത്തിരിക്കുക,pres
928,erwarten::V,പ്രതീക്ഷിക്കുക,pres
929,suchen::V,തിരയുക,kërkoj
930,finden::V,കണ്ടെത്തുക,gjej
931,versuchen::V,ശ്രമിക്കുക,mundohem
932,vorbereiten::V,തയ്യാറെടുക്കുക,përgatis
933,lieben::V,സ്നേഹിക്കുക,dashuroj
934,mögen::V,ഇഷ്ടപ്പെടുക,dua
935,lachen::V,ചിരിക്കുക,qesh
936,rühren::V,ഹൃദയം സ്പർശിക്കുക,mallëngjej
937,weinen::V,തേങ്ങുക,qaj
938,schimpfen::V,പിറുപിറുക്കുക,shaj
939,sich ärgern::V,കോപിക്കുക,bëhem verem
940,sich fürchten::V,പേടിക്കുക,kam frikë
941,sich fürchten::V,പേടിക്കുക,frikësohem
942,fürchten::V,പേടിക്കുക,kam frikë nga
943,fliehen::V,രക്ഷപ്പെടുക,arratisem
944,flüchten::V,രക്ഷപ്പെടുക,iki
945,sehen::V,കാണുക,shoh
946,anschauen::V,നോക്കുക,shikoj
947,ansehen::V,നോക്കുക,shikoj
948,hören::V,കേൾക്കുക,dëgjoj
949,zuhören::V,ശ്രദ്ധിക്കുക,veshtoj
950,probieren::V,രുചിയുള്ളതായി_തോന്നുക,provoj
951,riechen::V,മണത്തു_നോക്കുക,nuhas
952,fühlen::V,സ്പർശിച്ചറിയുക,ndiej
953,scheinen::V,കാണപ്പെടുക,ndriçoj
954,zu sehen sein::V,വെളിച്ചപ്പെടുക,dukem
955,vernehmen::V,കേൾക്കുക,dëgjoj
956,frieren::V,വിറയ്ക്കുക,mërdhij
957,tun::V,ചെയ്യുക,bëj
958,können::V,കഴിയുക,mund
959,wollen::V,വേണുക,dua
960,wollen::V,വേണുക,dëshiroj
961,anfangen::V,തുടങ്ങുക,filloj
962,beenden::V,പൂർത്തിയാക്കുക,kryej
963,beenden::V,പൂർത്തിയാക്കുക,mbaroj
964,aufhören::V,നിർത്തുക,pushoj
965,gelingen::V,വിജയിക്കുക,më shkon mbarë
966,geraten::V,പരിണമിക്കുക,del
967,öffnen::V,തുറക്കുക,hap
968,schließen::V,അടയ്ക്കുക,mbyll
969,stellen::V,വയ്ക്കുക,vë
970,setzen::V,വയ്ക്കുക,vë
971,legen::V,ഇടുക,vë
972,berühren::V,തൊടുക,rrok
973,verbinden::V,ഘടിപ്പിക്കുക,bashkoj
974,bedecken::V,മുടുക,mbuloj
975,aufhängen::V,കെട്ടിതൂക്കുക,var
976,anzünden::V,കത്തിക്കുക,ndez
977,aufheben::V,പെറുക്കിയെടുക്കുക,ngre
978,zurücklassen::V,വച്ചുപോരുക,lë pas
979,verlieren::V,നഷ്ടപ്പെടുക,humb
980,fallen lassen::V,വീഴ്ത്തുക,lëshoj
981,machen::V,ഉണ്ടാക്കുക,bëj
982,herstellen::V,ഉൽപാദിപ്പിക്കുക,prodhoj
983,bauen::V,നിർമ്മിക്കുക,ndërtoj
984,reparieren::V,നന്നാക്കുക,ndreq
985,reparieren::V,നന്നാക്കുക,meremetoj
986,verbessern::V,മെച്ചപ്പെടുക,përmirësoj
987,ändern::V,മാറ്റംവരുത്തുക,ndërroj
988,graben::V,കുഴിക്കുക,gërmoj
989,beugen::V,വണങ്ങുക,kërrus
990,biegen::V,കുനിയുക,përkul
991,drehen::V,തിരിക്കുക,dredh
992,drehen::V,തിരിക്കുക,rrotulloj
993,wenden::V,തിരിയുക,kthej
994,umdrehen::V,തിരിയുക,kthej
995,heben::V,ഉയർത്തുക,ngre
996,hochheben::V,ഉയർത്തുക,ngre
997,ergreifen::V,ബലമായി_പിടിക്കുക,rrëmbej
998,halten::V,പിടിക്കുക,mbaj
999,drücken::V,അമർത്തുക,shtyp
1000,schieben::V,തള്ളുക,shtyj
1001,kratzen::V,ചുരണ്ടുക,kruaj
1002,kratzen::V,ചുരണ്ടുക,gërvisht
1003,lecken::V,നക്കുക,lëpij
1004,beißen::V,കടിക്കുക,kafshoj
1005,abreißen::V,കീറിക്കളയുക,shkëpus
1006,abschneiden::V,മുറിച്ചുമാറ്റുക,cungoj
1007,binden::V,കെട്ടുക,lidh
1008,stecken::V,തുളയ്ക്കുക,fus
1009,stecken::V,തുളയ്ക്കുക,ngul
1010,brechen::V,ഉടയുക,thyej
1011,klopfen::V,തട്ടുക,trokas
1012,hauen::V,അടിക്കുക,godas
1013,kleben::V,ഒട്ടിക്കുക,ngjis
1014,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,fërkoj
1015,streichen::V,പടർത്തുക,lyej
1016,schleifen::V,പൊടിക്കുക,mpreh
1017,schneiden::V,മുറിക്കുക,pres
1018,rütteln::V,മുട്ടുക,shkund
1019,schütteln::V,കുലുക്കുക,lëkund
1020,schwenken::V,ആടുക,valëvit
1021,schütten::V,ഒഴിക്കുക,mbush
1022,füllen::V,നിറയ്ക്കുക,mbush
1023,einwickeln::V,പൊതിയുക,mbështjell
1024,tragen::V,വഹിക്കുക,mbaj
1025,tragen::V,വഹിക്കുക,mbart
1026,schleppen::V,വലിച്ചിഴയ്ക്കുക,heq
1027,schleppen::V,വലിച്ചിഴയ്ക്കുക,zhgërryej
1028,ziehen::V,വലിക്കുക,tërheq
1029,aufbewahren::V,വയ്ക്കുക,ruaj
1030,werfen::V,എറിയുക,hedh
1031,fangen::V,പിടിക്കുക,kap
1032,packen::V,തട്ടിപ്പറിക്കുക,rrëmbej
1033,verstecken::V,മറയ്ക്കുക,fsheh
1034,teilen::V,വിഭജിക്കുക,ndaj
1035,schicken::V,അയയ്ക്കുക,dërgoj
1036,bringen::V,കൊണ്ടുവരുക,sjell
1037,hinzufügen::V,കൂട്ടുക,shtoj
1038,bekommen::V,കിട്ടുക,kap
1039,erhalten::V,സ്വീകരിക്കുക,marr
1040,nehmen::V,എടുക്കുക,marr
1041,wählen::V,തിരഞ്ഞെടുക്കുക,zgjedh
1042,auswählen::V,തിരഞ്ഞെടുക്കുക,përzgjedh
1043,bewahren::V,പുലർത്തുക,ruaj
1044,behindern::V,തടയിടുക,pengoj
1045,verderben::V,നശിപ്പിക്കുക,prish
1046,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,dëmtoj
1047,zerbrechen::V,ഉടയുക,thyej
1048,zerreißen::V,കീറുക,çjerr
1049,zerreißen::V,കീറുക,zheloj
1050,zerstören::V,നശിപ്പിക്കുക,prish
1051,zerstören::V,നശിപ്പിക്കുക,shkatërroj
1052,verbrennen::V,കത്തിനശിക്കുക,djeg
1053,verbrennen::V,കത്തിച്ചുകളയുക,djeg
1054,geben::V,കൊടുക്കുക,jap
1055,geben::V,തരുക,jap
1056,reichen::V,കൈമാറുക,jap
1057,schenken::V,സമ്മാനം കൊടുക്കുക,fal
1058,schenken::V,സമ്മാനം കൊടുക്കുക,dhuroj
1059,versprechen::V,വാഗ്ദാനം_നൽകുക,premtoj
1060,wünschen::V,ആഗ്രഹിക്കുക,uroj
1061,loben::V,പുകഴ്ത്തുക,lëvdoj
1062,loben::V,പുകഴ്ത്തുക,lavdëroj
1063,küssen::V,ഉമ്മവയ്ക്കുക,puth
1064,wiegen::V,ഇളകുക,tund
1065,zudecken::V,മുടുക,mbuloj
1066,wecken::V,ഉണർത്തുക,zgjoj
1067,zeigen::V,കാണിക്കുക,dëftej
1068,führen::V,നടത്തുക,çoj
1069,lehren::V,പഠിപ്പിക്കുക,arsej
1070,unterrichten::V,പരിശീലിപ്പിക്കുക,arsimoj
1071,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,rris
1072,leiten::V,നയിക്കുക,udhëheq
1073,antreiben::V,പ്രേരിപ്പിക്കുക,nxis
1074,lassen::V,അനുവദിക്കുക,detyroj
1075,einladen::V,ക്ഷണിക്കുക,ftoj
1076,vereinigen::V,കൂടിച്ചേരുക,bashkoj
1077,besuchen::V,സന്ദർശിക്കുക,vizitoj
1078,treffen::V,തമ്മിൽ കാണുക,ndesh
1079,sich versammeln::V,സംയോജിപ്പിക്കുക,tubohem
1080,spielen::V,കളിക്കുക,loz
1081,spielen::V,കളിക്കുക,luaj
1082,singen::V,പാടുക,këndoj
1083,tanzen::V,നൃത്തം ചെയ്യുക,kërcej
1084,tanzen::V,നൃത്തം ചെയ്യുക,vallëzoj
1085,sich trennen::V,നേർപെടുത്തുക,ndahem
1086,verlassen::V,പിൻവാങ്ങുക,braktis
1087,retten::V,രക്ഷിക്കുക,shpëtoj
1088,bewachen::V,കാവൽനിൽക്കുക,ruaj
1089,schützen::V,പരിരക്ഷിക്കുക,ruaj
1090,schützen::V,പരിരക്ഷിക്കുക,mbroj
1091,verteidigen::V,പ്രതിരോധിക്കുക,mbroj
1092,sich schlagen::V,കലഹിക്കുക,zihem
1093,schießen::V,വെടിവെക്കുക,shtie
1094,siegen::V,വിജയിക്കുക,fitoj
1095,siegen::V,വിജയിക്കുക,ngadhënjej
1096,ärgern::V,വിഷമിപ്പിക്കുക,zemëroj
1097,schlagen::V,അടിക്കുക,rrah
1098,schlagen::V,അടിക്കുക,godas
1099,treten::V,തൊഴിക്കുക,shtyj
1100,treten::V,തൊഴിക്കുക,shtyj më këmbë
1101,stechen::V,കുത്തുക,ther
1102,stechen::V,കുത്തുക,shpoj
1103,stoßen::V,തള്ളുക,shtyj
1104,stehlen::V,മോഷ്ടിക്കുക,vjedh
1105,stören::V,ശല്യപ്പെടുത്തുക,pengoj
1106,belästigen::V,മെനക്കെടുക,bezdis
1107,verbergen::V,മറയ്ക്കുക,fsheh
1108,verbergen::V,ഒളിക്കുക,fsheh
1109,täuschen::V,കബളിപ്പിക്കുക,mashtroj
1110,betrügen::V,ചതിക്കുക,kobis
1111,töten::V,കൊല്ലുക,vras
1112,wohnen::V,താമസിക്കുക,banoj
1113,arbeiten::V,ജോലിചെയ്യുക,punoj
1114,arbeiten::V,ജോലിചെയ്യുക,vardoj
1115,sammeln::V,സഞ്ചയിക്കുക,mbledh
1116,sammeln::V,സഞ്ചയിക്കുക,grumbulloj
1117,pflücken::V,പറിച്ചെടുക്കുക,vjel
1118,pflücken::V,പറിച്ചെടുക്കുക,mbledh
1119,jagen::V,വേട്ടയാടുക,gjuaj
1120,fischen::V,മീൻ പിടിക്കുക,peshkoj
1121,fischen::V,മീൻ പിടിക്കുക,gjuaj peshk
1122,fassen::V,പിടിക്കുക,zë
1123,hüten::V,ചേർക്കുക,kullos
1124,treiben::V,വാഹനം_ഓടിക്കുക,vë përpara
1125,anbinden::V,കെട്ടിയിടുക,lidh
1126,füttern::V,തീറ്റുക,grazhdoj
1127,melken::V,പാലുകറക്കുക,mjel
1128,hacken::V,വെട്ടിമുറിക്കുക,grij
1129,gießen::V,നനയ്ക്കുക,ujis
1130,reifen::V,പാകമാകുക,piqem
1131,zubereiten::V,പാചകം_ചെയ്യുക,gatuaj
1132,kochen::V,വേവിക്കുക,ziej
1133,backen::V,ബേക്ക് ചെയ്യുക,pjek
1134,backen::V,ബേക്ക് ചെയ്യുക,furroj
1135,braten::V,പോരിക്കുക,fërgoj
1136,braten::V,പോരിക്കുക,tiganis
1137,umrühren::V,ഇളക്കുക,trazoj
1138,stricken::V,മെടയുക,thur
1139,nähen::V,തുന്നുക,qep
1140,färben::V,ചായം പൂശുക,ngjyej
1141,färben::V,ചായം പൂശുക,bojatis
1142,reinigen::V,വൃത്തിയാക്കുക,qëroj
1143,reinigen::V,വൃത്തിയാക്കുക,pastroj
1144,waschen::V,കഴുകുക,laj
1145,waschen::V,കഴുകുക,finjos
1146,abwischen::V,തുടയ്ക്കുക,fshij
1147,spülen::V,കഴുകുക,kulloj
1148,fegen::V,അടിച്ചുവാരുക,fshij
1149,kehren::V,അടിച്ചുവാരുക,fshij
1150,baden::V,നീന്തിത്തുടിക്കുക,lahem
1151,sich waschen::V,കഴുകുക,lahem
1152,ausziehen::V,ഇഴുക്കുക,heq
1153,ausziehen::V,ഇഴുക്കുക,zbath
1154,anziehen::V,ഉടുക്കുക,vesh
1155,anziehen::V,ഉടുക്കുക,mbath
1156,sich anziehen::V,ധരിച്ച നേടുകയുക,vishem
1157,kämmen::V,മുടിചീകുക,kreh
1158,schmücken::V,അലങ്കരിക്കുക,hijeshoj
1159,sagen::V,പറയുക,them
1160,sprechen::V,സംസാരിക്കുക,flas
1161,reden::V,സംസാരിക്കുക,fjalos
1162,reden::V,സംസാരിക്കുക,fjalëtoj
1163,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,bisedoj
1164,fragen::V,ചോദിക്കുക,pyes
1165,bitten::V,അപേക്ഷിക്കുക,lus
1166,bitten::V,അപേക്ഷിക്കുക,lutem
1167,erzählen::V,പറയുക,rrëfej
1168,mitteilen::V,അറിയിക്കുക,kumtoj
1169,nennen::V,പേരിടുക,quaj
1170,rufen::V,വിളിക്കുക,thërras
1171,prahlen::V,പൊങ്ങച്ചം പറയുക,mburrem
1172,prahlen::V,പൊങ്ങച്ചം പറയുക,kapardisem
1173,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,përkthej
1174,denken::V,ചിന്തിക്കുക,mendoj
1175,glauben::V,വിശ്വസിക്കുക,besoj
1176,bemerken::V,ശ്രദ്ധിക്കുക,vërej
1177,erkennen::V,തിരിചറിയുക,njoh
1178,erkennen::V,തിരിചറിയുക,shquaj
1179,begreifen::V,കൈപ്പിടിയിലാക്കുക,marr vesh
1180,verstehen::V,മനസ്സിലാക്കുക,marr vesh
1181,lernen::V,പഠിക്കുക,mësoj
1182,wissen::V,അറിയുക,di
1183,sich erinnern an::V,ഓർമിക്കുക,kujtoj
