,Concept_ID,sah,te
657,manchmal::ADV,арыт,అప్పటప్పటికి
658,oft::ADV,чаастатык,తఱచుగా
659,immer::ADV,мэлдьи,ఎల్లప్పుడు
660,niemals::ADV,хаһан да,ఎప్పుడునులేదు
661,hier::ADV,маныаха,ఇక్కడ
662,hierhin::ADV,бэттэх,ఇక్కడకు
663,von hier::ADV,мантан,ఇక్కడనుండి
664,dort::ADV,онно,అక్కడ
665,dorthin::ADV,онно,అక్కడికి
666,geradeaus::ADV,быһа,సూటిగా
667,geradeaus::ADV,быһаччы,సూటిగా
668,vorwärts::ADV,инники,ముందుకు
669,rückwärts::ADV,төттөру,వెనుకకు
670,zurück::ADV,төттөрү,వెనుకభాగము
671,unten::ADV,аллара,క్రింద
672,hinab::ADV,аллара,కిందికి
673,oben::ADV,үөһэ,మీద
674,hinauf::ADV,өрө,పైకి
675,hinauf::ADV,үөһэ,పైకి
676,überall::ADV,бэйдиэ,అంతటా
677,nicht::ADV,буолбатах,కాదు
678,ein wenig::ADV,кыратык,కొంచెము
679,kaum::ADV,нэһиилэ,చాలిచాలక
680,sehr::ADV,бэрт,చాల
681,sehr::ADV,наһаа,చాల
682,so::ADV,оччо,ఆలాగున
683,so::ADV,оннук,ఆలాగున
684,noch::ADV,өссө,ఇప్పటికిని
685,nur::ADV,эрэ,మాత్రము
686,nur::ADV,сыччах,మాత్రము
687,schon::ADV,бэлиэр,ఇదివఱకే
688,wieder::ADV,эмиэ,తిరిగి
689,vergebens::ADV,таак,నిష్ఫలముగా
690,vor::PRP,иннигэр,ముందు
691,hinter::PRP,кэлин,వెనుక
692,unter::PRP,-ҕа,క్రింద
693,unter::PRP,оһох түгэҕэ,క్రింద
694,durch::PRP,курдары,ద్వారా
695,neben::PRP,аттыгар,దగ్గెర
696,zwischen::PRP,ыккардынан,మధ్య
697,wegen::PRP,уҥуортан,కారణంగా
698,dies::PRN,ити,ఇది
699,dies::PRN,бу,ఇది
700,das::PRN,били,అది
701,alles::PRN,барыта,సకలము
702,ich::PRN,мин,నేను
703,du::PRN,эн,నీవు
704,er::PRN,кнни,అతడు
705,wir::PRN,биһиги,మనము
706,ihr::PRN,эһиги,మీరు
707,sie::PRN,кинилэр,వారు
708,was::FPRN,туох,ఏమి
709,wer::FPRN,ким,ఎవడు
710,wo::FADV,ханна,ఎక్కడ
711,wohin::FADV,ханна,ఎందుకు
712,wie::FADV,хайдах,ఎట్టు
713,warum::FADV,тоҕо,ఏల
714,wieviel::FNUM,төһө,ఎంత
715,eins::NUM,биир,ఒకటి
716,zwei::NUM,икки,రెండు
717,drei::NUM,үс,మూడు
718,vier::NUM,түөрт,నాలుగు
719,fünf::NUM,биэс,అయిదు
720,sechs::NUM,алта,ఆఱు
721,sieben::NUM,сэттэ,ఏరు
722,acht::NUM,аҕыс,ఎనిమదు
723,neun::NUM,тоҕус,తొమ్మిది
724,zehn::NUM,уон,పది
725,elf::NUM,уон биир,పదునొకొండు
726,zwölf::NUM,уон икки,పండ్రండు
727,zwanzig::NUM,сүүрбэ,ఇరుపది
728,dreißig::NUM,отут,ముప్పది
729,vierzig::NUM,түөрт уон,నలువది
730,fünfzig::NUM,биэс уон,ఏబది
731,sechzig::NUM,алта уон,అరుపది
732,siebzig::NUM,сэттэ уон,డెబ్బది
733,achtzig::NUM,аҕыс уон,ఎనుబది
734,neunzig::NUM,тоҕус уонус,తొంబది
735,hundert::NUM,сүүс,నూఱు
736,tausend::NUM,тыһыынча,వేయి
737,und::CNJ,да,మఱియు
738,und::CNJ,уонна,మఱియు
739,und::CNJ,итиэннэ,మఱియు
740,oder::CNJ,эбэтэр,లేక
741,stehen::V,тур,నిలుచు
742,sitzen::V,олор,కూర్చుండు
743,liegen::V,сыт,పండుకొనుట
744,hängen::V,санньылый,వ్రేలాడదీయు
745,werden::V,буол,అగు
746,passieren::V,буол,సంభవించు
747,beginnen::V,саҕалан,ఆరంభించు
748,enden::V,бүт,తీరుట
749,wechseln::V,уларый,మార్చు
750,aufgehen[Sonne]::V,ой,ఉదయించు
751,untergehen[Sonne]::V,киир,అస్తమించు
752,scheinen[Sonne]::V,сырдат,ప్రకాశించు
753,donnern::V,эт,ఉరుముట
754,wehen::V,үр,దురద్పప్టము
755,strömen::V,кутулун,పారుట
756,fließen::V,сүүр,ప్రవహించు
757,sich drehen::V,эргий,తిరుగు
758,schwanken::V,биэтэҥнээ,ఆడించుట
759,schwingen::V,эйэҥнээ,ఊగుట
760,fallen::V,оҕут,పడు
761,brennen::V,умай,కాలుట
762,rauchen::V,буруолаа,పొగసుట
763,regnen::V,самыырдаа,కురిపించుట
764,gefrieren::V,тоҥ,గడ్డకట్టు
765,tauen::V,ир,కరగు
766,schmelzen::V,уулун,కరగు
767,trocknen::V,куур,యెండుట
768,sieden::V,оргуй,ఉడుకు
769,faulen::V,сытый,క్రుళ్లు
770,verfaulen::V,сытыйан_хаал,క్షిణించు
771,reißen::V,хайыт,చించు
772,reißen::V,быһытталан,చించు
773,versinken::V,тимир,మునుగు
774,versinken::V,батылын,మునుగు
775,vergehen::V,дьай,సంభవించు
776,erscheinen::V,көһүн,కనబడు
777,verschwinden::V,сүт,అదృశ్యమగు
778,sinken::V,намтаа,ముణుగుట
779,abnehmen::V,аччаа,తగ్గు
780,zunehmen::V,элбээ,పెరుగుట
781,steigen::V,үрдээ,లేచు
782,wachsen::V,үүн,పెరుగు
783,glänzen::V,кылбай,ప్రకాశించు
784,funkeln::V,күлүмнээ,ప్రకాశించు
785,funkeln::V,күлүмүрдээ,ప్రకాశించు
786,lärmen::V,тыаһаа,అరుచుట
787,läuten::V,собуоннаа,మేళవించుట
788,klingeln::V,линкинээ,వాయించుట
789,klirren::V,айгырат,ఘంటానాదము
790,brausen::V,сирилээ,గర్జించు
791,rauschen::V,суугунаа,చటచటమనుట
792,klingen::V,доргуй,ధ్వనించుట
793,bellen::V,үр,అఱచు
794,heulen::V,улуй,కూయు
795,blasen::V,үр,దురద్పప్టము
796,pfeifen::V,иһиир,ఈలవేయు
797,schreien::V,кылан,అఱచు
798,schreien::V,хаһыытаа,అఱచు
799,stöhnen::V,ынчыктаа,మూలుగు
800,zittern::V,титирээ,వణకు
801,zittern::V,дьигиһий,వణకు
802,leben::V,олор,జీవించుట
803,geboren werden::V,төрөө,పుట్టుట
804,atmen::V,тыын,ఉపిరి తీయు
805,trinken::V,ис,త్రాగు
806,essen::V,аһаа,తిను
807,schlucken::V,ыйыһын,మ్రింగు
808,müde werden::V,сылай,అలయు
809,einschlafen::V,утуйан хаал,నిద్రించు
810,schlafen::V,утуй,నిద్రురించు
811,schlafen::V,утуйа сыт,నిద్రురించు
812,aufwachen::V,уһугун,మేలుకొను
813,aufstehen::V,тур,లేచు
814,sich erholen::V,сынньан,నడ్డి వాల్చు
815,krank werden::V,ыарый,జబ్బుపడు
816,krank sein::V,ыарый,జబ్బు చేయు
817,krank sein::V,ыарыт,జబ్బు చేయు
818,schmerzen::V,ыарыт,నొచ్చుట
819,husten::V,сөтөлүн,దగ్గుట
820,genesen::V,көн,కుదురుట
821,sterben::V,өл,మరణించు
822,umkommen::V,өл,నశించు
823,umkommen::V,оҕут,నశించు
824,sich bewegen::V,хамсаа,కదలు
825,sich rühren::V,хамсаа,కదలు
826,sich erheben::V,тур,లేచు
827,sich setzen::V,олор,కూర్చుణ్డు
828,hinfallen::V,оҕут,దొర్లు
829,laufen::V,хаам,నడచు
830,schreiten::V,атыллаа,అడుగుపెట్టుట
831,spazierengehen::V,дьаарбай,పచారు చేయు
832,eilen::V,тиэтэй,తొందరపడు
833,sich beeilen::V,ыксаа,త్వరపెట్టు
834,sausen::V,элээр,విసరికొట్టు
835,rennen::V,сүүрэкэлээ,పరుగెత్తు
836,springen::V,ой,దుముకు
837,springen::V,ыстан,దుముకు
838,klettern::V,ытын,ఎక్కు
839,schaukeln::V,эйэҥнээ,ఉయ్యాల ఊగు 
840,schaukeln::V,биэрэҥнээ,ఉయ్యాల ఊగు 
841,kriechen::V,сыыл,ప్రాకు
842,schwimmen::V,уһун,ఈదు
843,schwimmen::V,харбаа,ఈదు
844,tauchen::V,умус,మునుగు
845,rudern::V,эрт,తెడ్లతోఁగడపు
846,fahren::V,айаннаа,నడపు
847,fliegen::V,көт,ఎగురు
848,gehen::V,бар,పోవు
849,weggehen::V,бар,బయలుదేరు
850,abfahren::V,бар,విడిచిపోవు
851,anhalten::V,тохтоо,నిలుపు
852,hineingehen::V,киир,ప్రవేశించు
853,eintreten::V,киир,ప్రవేశించు
854,kommen::V,кэл,వచ్చు
855,ankommen::V,кэл,వచ్చి చేరు
856,ankommen::V,тиий,వచ్చి చేరు
857,zurückkommen::V,төнүн,తిరిగీవచ్చుట
858,bleiben::V,хаал,ఉండు
859,warten::V,көһүт,కనిపెట్టు
860,erwarten::V,күүт,నిరిక్షించు
861,erwarten::V,көһүт,నిరిక్షించు
862,suchen::V,ирдээ,వెదకు
863,suchen::V,көрдөө,వెదకు
864,finden::V,бул,కనుగొను
865,versuchen::V,сорун,ప్రయత్నించు
866,vorbereiten::V,бэлэмнээ,తయారుచేయు
867,lieben::V,таптаа,ప్రేమించు
868,mögen::V,сөбүл,ఇష్టపడు
869,lachen::V,күл,నవ్వు
870,rühren::V,долгут,గుండె తాకు
871,weinen::V,ытаа,వీడ్చు
872,schimpfen::V,үөҕүс,గొణుగు
873,sich ärgern::V,кыыһыр,అలుగు
874,sich ärgern::V,кыйахан,అలుగు
875,sich fürchten::V,куттан,భయపడు
876,sich fürchten::V,дьиксин,భయపడు
877,fürchten::V,дьиксин,భయపడు
878,fürchten::V,куттан,భయపడు
879,fliehen::V,күрээ,పాఱిపోపు
880,flüchten::V,күрээ,తప్పించుకొను
881,sehen::V,көр,చూచు
882,anschauen::V,көр,చూచు
883,ansehen::V,көр,కాచియుండు
884,hören::V,бил,విను
885,hören::V,иһит,విను
886,zuhören::V,иһит,విను
887,probieren::V,боруобалаан көр,చవిచూచుట
888,probieren::V,амсайан көр,చవిచూచుట
889,riechen::V,сытырҕаа,వాసనచూచు
890,fühlen::V,бил,స్పర్శించుట
891,scheinen::V,көһүн,కనబడు
892,zu sehen sein::V,көһүн,చూవు
893,vernehmen::V,иһит,విను
894,frieren::V,тоҥ,చలికి వడకు
895,frieren::V,үлүй,చలికి వడకు
896,tun::V,гын,చేయు
897,können::V,кыай,గల
898,wollen::V,баҕар,కోరు
899,anfangen::V,саҕалаа,ఆరంభించు
900,beenden::V,бүтэр,ముగించు
901,aufhören::V,уурай,నిలుపు
902,gelingen::V,сатан,గెలుపాందు
903,geraten::V,баар буолан биэр,వెలువడు
904,geraten::V,баар буола тус,వెలువడు
905,geraten::V,буолан таҕыс,వెలువడు
906,öffnen::V,ас,తెఱచు
907,schließen::V,сап,మూయు
908,schließen::V,хатаа,మూయు
909,stellen::V,уур,ఉంచు
910,stellen::V,туруор,ఉంచు
911,setzen::V,туруор,ఉంచు
912,setzen::V,уур,ఉంచు
913,legen::V,уур,పెట్టు
914,berühren::V,тыыт,తాకు
915,berühren::V,таарый,తాకు
916,verbinden::V,кэлгий,చేర్చుట
917,bedecken::V,бүрүй,మూయు
918,aufhängen::V,ыйаа,వ్రేలాడదీయు
919,anzünden::V,умат,వెలిగించు
920,aufheben::V,өрө тарт,సేకరించు
921,zurücklassen::V,бырах,విడుచు
922,verlieren::V,сүтэр,పోగొట్టుకొను
923,fallen lassen::V,түһэр,జాఱవిడుచు
924,fallen lassen::V,мүлчү тут,జాఱవిడుచు
925,machen::V,оҥор,చేయు
926,machen::V,оҥоһун,చేయు
927,herstellen::V,оҥор,ఉత్పత్తిచేయు
928,bauen::V,тут,నిర్మించు
929,reparieren::V,абырахтаа,సరిచేయు
930,verbessern::V,тупсар,వృద్ధి చేయు
931,ändern::V,уларыт,మార్చు
932,graben::V,хас,త్రవ్వు
933,beugen::V,бокут,వంచు
934,beugen::V,токурут,వంచు
935,beugen::V,бүк баттаа,వంచు
936,biegen::V,иэх,వంచు
937,biegen::V,өҕүлүннэр,వంచు
938,drehen::V,эргит,నూలువడుకు
939,drehen::V,эргичит,నూలువడుకు
940,wenden::V,эргилин,త్రిప్పు
941,umdrehen::V,түҥнэр,త్రిప్పు
942,heben::V,көтөх,ఎత్తు
943,hochheben::V,таһаар,ఎత్తు
944,ergreifen::V,тут,వశపఱచుకొను
945,halten::V,тут,ఉంచు
946,drücken::V,ык,అణచు
947,schieben::V,ас,నొక్కు
948,kratzen::V,кыһыы,గోకు
949,lecken::V,салаа,నాకు
950,beißen::V,ытыр,కఱచు
951,abreißen::V,быһа тарт,తెగతెంచు
952,abreißen::V,туура тарт,తెగతెంచు
953,abschneiden::V,быс,తెగకొట్టు
954,abschneiden::V,быһан ыл,తెగకొట్టు
955,abschneiden::V,быһа баттаа,తెగకొట్టు
956,binden::V,кэлгий,కట్టు
957,stecken::V,батары ас,తగులుకొనివుండుట
958,brechen::V,тоһут,పగులగొట్టు
959,klopfen::V,тоҥсуй,కొట్టు
960,hauen::V,оҕус,కొట్టు
961,kleben::V,силимнээ,అంటుకొను
962,reiben::V,аал,రాచు
963,streichen::V,сыбаа,వ్యాపింపజేయు
964,schleifen::V,чочуй,రాచు
965,schneiden::V,быс,కోయు
966,rütteln::V,иэҕэҥнэт,కుదిలించుట
967,schütteln::V,сахсый,కదల్చు
968,schwenken::V,дайбаа,ఊచుట
969,schütten::V,кут,పోయు
970,füllen::V,толор,నింపు
971,einwickeln::V,суулаа,చుట్టు
972,tragen::V,ит,మోయు
973,schleppen::V,сос,ఈడ్చు
974,ziehen::V,тарт,ఈడ్చు
975,aufbewahren::V,уур,కాపాడు
976,aufbewahren::V,харай,కాపాడు
977,werfen::V,бырах,విసరు
978,fangen::V,хап,పట్టుకొను
979,packen::V,тут,పట్టుకొను
980,verstecken::V,саһыар,దాచు
981,teilen::V,үллэр,భాగించు
982,schicken::V,ыыт,పంపు
983,bringen::V,аҕал,తెచ్చు
984,hinzufügen::V,эп,చేర్చు
985,bekommen::V,ыл,సంపాదించు
986,bekommen::V,булун,సంపాదించు
987,erhalten::V,ыл,పుచ్చుకొను
988,nehmen::V,ыл,తీసికొను
989,wählen::V,быыбардаа,ఇష్టపడు
990,auswählen::V,тал,ఏరుకొను
991,bewahren::V,харай,భద్రపఱుచు
992,behindern::V,мэһэйдээ,అడ్డగించుట
993,verderben::V,буорту гын,చెఱచు
994,beschädigen::V,алдьат,చెరుపుట
995,zerbrechen::V,үлтүрүт,పగులగొట్టు
996,zerreißen::V,хайыта тарт,చించు
997,zerstören::V,алдьат,వాశనము చేయు
998,verbrennen::V,уоттаа,కాల్చు
999,geben::V,биэр,ఇచ్చు
1000,reichen::V,аҕал,అందుకొనుట
1001,schenken::V,бэлэхтээ,అర్పించు
1002,versprechen::V,эрэннэр,వాగ్దత్తము చేయు
1003,wünschen::V,баҕар,కోరు
1004,loben::V,хайҕаа,స్తుతించు
1005,küssen::V,уураа,ముద్దుపెట్టుకొను
1006,wiegen::V,бигээ,ఊచుట
1007,zudecken::V,сап,మూయు
1008,zudecken::V,бүрүй,మూయు
1009,wecken::V,уһугуннар,నిద్రపలేపుట
1010,zeigen::V,көрдөр,చూవు
1011,führen::V,салай,దారిచూపు
1012,lehren::V,үөрэт,బోధించు
1013,unterrichten::V,үөрэт,నేర్పు
1014,aufziehen::V,иит,పెంచు
1015,leiten::V,салай,తీసుకపోవుట
1016,antreiben::V,кыһай,ప్రేరేపించు
1017,lassen::V,күһэй,అనుమతించు
1018,einladen::V,ыҥыр,ఆహ్వానించు
1019,vereinigen::V,холбоо,కూడుట
1020,vereinigen::V,түм,కూడుట
1021,besuchen::V,сырыт,పోయి చూచు
1022,besuchen::V,билсэ сырыт,పోయి చూచు
1023,treffen::V,көрүс,కలియు
1024,sich versammeln::V,мүһүн,కూర్చు
1025,sich versammeln::V,түмүс,కూర్చు
1026,spielen::V,оонньоо,ఆట లాడు
1027,singen::V,ыллаа,పాడు
1028,tanzen::V,үҥкүүлээ,నృత్యముచేయు
1029,sich trennen::V,араҕыс,ఎడబాయుట
1030,verlassen::V,хааллар,విడుచు
1031,retten::V,өрүһүй,తప్పించుట
1032,bewachen::V,араҥаччылаа,కాపాడు
1033,schützen::V,көмүскээ,రక్షించు
1034,verteidigen::V,көмүскээ,రక్షించు
1035,sich schlagen::V,охсус,జగడమాడు
1036,schießen::V,ытыалаа,కాల్చు
1037,siegen::V,хот,గెలుచు
1038,siegen::V,кыай,గెలుచు
1039,ärgern::V,кыыһырт,పీడించుట
1040,schlagen::V,оҕус,కొట్టు
1041,treten::V,тэп,తన్ను
1042,stechen::V,кэй,కుట్టు
1043,stoßen::V,кэп,గెంటు
1044,stoßen::V,үтүрүй,గెంటు
1045,stehlen::V,уор,దొంగిలించు
1046,stören::V,мэһэйдээ,కలతపఱచు
1047,belästigen::V,батар,పీడించు
1048,verbergen::V,кистээ,దాచు
1049,täuschen::V,албыннаа,మోసము చేయు
1050,betrügen::V,албыннаа,మోసపుచ్చు
1051,töten::V,өлөр,చంపు
1052,wohnen::V,олор,నివసించు
1053,arbeiten::V,үлэлээ,పనిచేయు
1054,sammeln::V,мус,ప్రోగుచేయు
1055,sammeln::V,хомуй,ప్రోగుచేయు
1056,pflücken::V,үргээ,యేరుట
1057,jagen::V,бултаа,వేటాడు
1058,fischen::V,балыктаа,వెదకు
1059,fassen::V,тут,పట్టుకొమ
1060,hüten::V,манаа,మందచేరుట
1061,treiben::V,үүр,నడపు
1062,anbinden::V,баай,కట్టు
1063,füttern::V,аһат,భోజనము పెట్టు
1064,melken::V,ыа,పాలు పితుకు
1065,hacken::V,кэрт,నఱకు
1066,gießen::V,сиигирт,నీళ్ళుకట్టుట
1067,reifen::V,бус,పండుట
1068,zubereiten::V,бэлэмнээ,వండు
1069,kochen::V,буһар,వండు
1070,backen::V,буһар,రొట్టెకాల్చు
1071,braten::V,хооруй,వేపు
1072,braten::V,ыһаарылаа,వేపు
1073,braten::V,соркуойдаа,వేపు
1074,umrühren::V,былаа,కదులుట
1075,stricken::V,өр,అల్లు
1076,nähen::V,иистэн,కుట్టు
1077,färben::V,кырааскалаа,రంగు వేయు
1078,reinigen::V,ыраастаа,శుభ్రము చేయు
1079,waschen::V,сууй,కడుగు
1080,abwischen::V,сот,తుడుచు
1081,spülen::V,сайҕаа,నీటిలో జడించు
1082,fegen::V,сиппий,ఊడ్చు
1083,kehren::V,харбаа,ఊడ్చు
1084,baden::V,сөтүөлээ,స్నానము చేయు
1085,sich waschen::V,суун,కడుగు
1086,ausziehen::V,уһул,విప్పు
1087,anziehen::V,кэтэрт,ధరించు
1088,sich anziehen::V,таҥын,బట్టలు వేసుకొను
1089,sich anziehen::V,таҥын,తొడుగుకొను
1090,kämmen::V,тараа,దువ్వుట
1091,schmücken::V,симээ,అలంకరించు
1092,sagen::V,диэ,చెప్పు
1093,sprechen::V,эт,చెప్పు
1094,sprechen::V,саҥар,చెప్పు
1095,reden::V,кэпсэт,మాటలాడు
1096,sich unterhalten::V,кэпсэт,ముచ్చటలాడు
1097,fragen::V,ыйыт,ప్రశ్నించు
1098,bitten::V,көрдөс,కోరు
1099,erzählen::V,кэпсээ,చెప్పు
1100,erzählen::V,сэһэргээ,చెప్పు
1101,mitteilen::V,биллэр,తెలియజేయు
1102,nennen::V,ааттаа,పేరు వెట్టు
1103,rufen::V,ыҥыр,పిలుచు
1104,prahlen::V,чабылан,జల్లి
1105,prahlen::V,киһиргээ,జల్లి
1106,übersetzen::V,тылбаастаа,తర్జుమాచేయు
1107,denken::V,санаа,ఆలోచించు
1108,denken::V,толкуйдаа,ఆలోచించు
1109,glauben::V,итэҕэй,నమ్ము
1110,bemerken::V,бэлиэтээ,గుర్తించు
1111,erkennen::V,бил,గుర్తించు
1112,begreifen::V,өйдөө,గ్రహించు
1113,verstehen::V,өйдөө,గ్రహించు
1114,lernen::V,үөрэн,నేర్చు కొను
1115,wissen::V,бил,తెలిసికొను
1116,sich erinnern an::V,аҕын,జ్ఞాపకముంచుకొను
1117,vergessen::V,умун,మఱచిపోవు
1118,messen::V,кэмнээ,కొలుచుట
1119,messen::V,кээмэйдээ,కొలుచుట
1120,zählen::V,аах,లెక్కపెట్టు
1121,rechnen::V,аах,లెక్కపెట్టు
1122,lesen::V,аах,చదువు
1123,malen::V,уруһуйдаа,పూనుట
1124,zeichnen::V,уруһуйдаа,వ్రాసుట
1125,schreiben::V,суруй,వ్రాయు
1126,besitzen::V,баһылаа,కలిగియుండు
1127,kaufen::V,атыылас,కొను
1128,verkaufen::V,атыылаа,అమ్ము
1129,bezahlen::V,төлөө,చెల్లించు
1130,zahlen::V,төлөө,చెల్లించు
1131,beherrschen::V,баһылаа,ఏలు
1132,ertragen::V,тулуй,భరించు
