,Concept_ID,ko,ta
174,Mücke::N,모기,கொசுவினப்பூச்சி
175,Fliege::N,날기,ஈ
176,Schmetterling::N,나비,வண்ணத்துப்பூச்சி
177,Beere::N,장과,சதைப்பழம்
178,Apfel::N,사과,ஆப்பிள பழம்
179,Pilz::N,고방이,காளான்
180,Zwiebel::N,양파,வெங்காயம்
181,Saat::N,씨,விதை
182,Korn::N,알맹이,தானியம்
183,Heu::N,건초,வைக்கோல்
184,Schale::N,피상,தோல்
185,Falle::N,함정,பொறி
186,Schlinge::N,올가미,கண்ணி
187,Schlinge::N,멜빵붕대,கண்ணி
188,Spur::N,발지국,சுவடு
189,Asche::N,재,சாம்பல்
190,Dreck::N,똥,அழுக்கு
191,Dreck::N,오물,அழுக்கு
192,Eisen::N,쇠,இரும்பு
193,Eisen::N,철,இரும்பு
194,Gold::N,항금,தங்கம்
195,Silber::N,은,வெள்ளி
196,Kohle::N,슻,நிலக்கரி
197,Glas::N,유리,கண்ணாடி
198,Lehm::N,찰흙,களிமண்
199,Sand::N,모래,மணல்
200,Mensch::N,사람,மனிதர்கள்
201,Mann::N,남자,மனிதன்
202,Frau::N,여자,பெண்
203,Kind::N,아이,குழந்தை
204,Junge::N,소녁,பையன்
205,Mädchen::N,소녀,சிறுமி
206,Familie::N,가족,குடும்பம்
207,Großvater::N,할아버지,தாத்தா
208,Großmutter::N,할머니,பாட்டி
209,Eltern::N,어버오,பெற்றோர்
210,Vater::N,아버지,தந்தை
211,Mutter::N,어머니,தாய்
212,Sohn::N,아들,மகன்
213,Tochter::N,딸기,மகள்
214,Bruder::N,형제,சகோதரன்
215,Schwester::N,누이,அக்கா
216,Onkel::N,백부,தாய் மாமன்
217,Tante::N,아주머니,அத்தை
218,Ehemann::N,남편,கணவன்
219,Ehefrau::N,아내,மனைவி
220,Freude::N,기쁨,கொண்டாட்டம்
221,Gelächter::N,웃음,சிரிப்பு
222,Glück::N,즐거움,மகிழ்ச்சி
223,Kummer::N,슬픔,துயரம்
224,Wunsch::N,소망,விருப்பம்
225,Geist::N,할기,ஆன்மா
226,Gedanke::N,상념,எண்ணம்
227,Gedächtnis::N,기억,ஞாபகம்
228,Verstand::N,분별,மனம்
229,Verstand::N,지능,மனம்
230,Sinn::N,센스,அர்த்தம்
231,Grund::N,까닭,காரணம்
232,Wahrheit::N,참,உண்நை
233,Wahrheit::N,진실,உண்நை
234,Gespräch::N,대화,பெசு
235,Märchen::N,동화,நம்பத்தகாத கதை
236,Erzählung::N,이야기,கதை
237,Neuigkeit::N,뉴스,செய்தி
238,Name::N,이름,பெயர்
239,Rätsel::N,수수께끼,புதிர்
240,Rede::N,연설,பேச்சு
241,Sprache::N,말,மொழி
242,Stimme::N,목소리,குரல்
243,Wort::N,낱말,வார்த்தை
244,Zeichen::N,신호,குறி
245,Ruf::N,부름,அழைப்பு
246,Lärm::N,소동,சத்தம்
247,Laut::N,음성,ஒலி
248,Ton::N,목소리,குரல்
249,Lied::N,노래,பாட்டு
250,Ruhe::N,쉼,அமைதி
251,Leute::N,사람들,மக்கள்
252,Volk::N,국중,மக்கள்
253,Arbeit::N,근로,வேலை
254,Arbeit::N,너무,வேலை
255,Gast::N,손님,விருந்தாளி
256,Geschenk::N,행하,பரிசுப் பொருள்
257,Spiel::N,무리,விளையாட்டு
258,Gesellschaft::N,교제,சமுதாயம்
259,Hilfe::N,거들음,உதவி
260,Hilfe::N,보좌,உதவி
261,Freund::N,친구,நண்பன்
262,Kamerad::N,동실자,உடனிருப்பவன்
263,Angelegenheit::N,용무,செய்தி
264,Anzahl::N,어떤,எண்ணிக்கை
265,Anzahl::N,수,எண்ணிக்கை
266,Art::N,정류,வகை
267,Stück::N,일부분,துண்டம்
268,Teil::N,몱,பகுதி
269,Teil::N,구훠,பகுதி
270,Hälfte::N,2분의,பாதி
271,Kreis::N,고리,வட்டம்
272,Kreuz::N,열십자,சிலுவை
273,Linie::N,선,கோடு
274,Strich::N,스침,வாத நோய்
275,Abstand::N,거리,இடைவெளி
276,Entfernung::N,거리,தூரம்
277,Gegend::N,곳,வட்டாரம்
278,Gegend::N,부금,வட்டாரம்
279,Platz::N,장소,வெற்றிடம்
280,Ort::N,장소,இடம்
281,Seite::N,옆면,பக்கம்
282,Mitte::N,궁간,இடைப்பகுதி
283,Gegenstand::N,항목,உருப்படி
284,Sache::N,뭉에,பொருள்
285,Rand::N,가,தொங்கு
286,Kante::N,귀퉁,விளிம்பு
287,Ecke::N,구석,மூலை
288,Spitze::N,끝,முனை
289,Spitze::N,참단,முனை
290,Ende::N,말당,முடிவு
291,Loch::N,빙옷,துளை
292,Winkel::N,각도,கோணம்
293,Muster::N,본,பாங்கு
294,Muster::N,견복,பாங்கு
295,Größe::N,신장,அளவு
296,Länge::N,길이긺,நீளம்
297,Höhe::N,높이,உயரம்
298,Gewicht::N,추,எடை
299,Menge::N,수양,தொகை
300,Haufen::N,퇴적,குவியல்
301,Reihe::N,열,வரிசை
302,Boot::N,보트,படகு
303,Ruder::N,노,துடுப்பு
304,Schlitten::N,썰매,சகடையிலா வண்டி
305,Ski::N,스키,பனிச் சறுக்கல்
306,Lagerfeuer::N,캠프의 모닥불,மூட்டம்
307,Last::N,무거운짐,பாரம்
308,Gang::N,걸음,நடை
309,Schritt::N,보조,காலடி
310,Norden::N,북쪽 ,வடக்கு
311,Süden::N,남쪽,தெற்கு
312,Westen::N,서쪽,மேற்கு திசை
313,Osten::N,동쪽,கிழக்கு
314,Holz::N,목재,மரக்கட்டை
315,Brett::N,마루널,பலகை
316,Platte::N,탤,பலகம்
317,Platte::N,금속판,பலகம்
318,Stütze::N,버팀목,அடைப்புகன்
319,Stange::N,장대,கம்பம்
320,Stock::N,막대기,குச்சி
321,Stab::N,작대기,கம்பு
322,Rohr::N,갈대,குழாய்
323,Haus::N,집,வீடு
324,Heim::N,집,வீடு
325,Ofen::N,아궁이,அடுப்பு
326,Fußboden::N,마루,தரை
327,Tisch::N,탁자,மேசை
328,Stuhl::N,의자,நாற்காலி
329,Wiege::N,발상지,தொட்டில்
330,Bett::N,침대,படுக்கை
331,Regal::N,서가,அலமாரி
332,Kiste::N,짐궤,பெட்டி
333,Fenster::N,눔,சாளரம்
334,Tür::N,문,கதவு
335,Tor::N,대문,வாசற்கதவு
336,Zaun::N,담장,வேலி
337,Dach::N,지붕,கூரை
338,Leiter::N,사닥다리,ஏணி
339,Besen::N,비,விளக்குமாறு
340,Spaten::N,가래,மண்வெட்டி
341,Schaufel::N,삽,அடிதண்டா
342,Gabel::N,갈래,முட்கரண்டி
343,Löffel::N,숟가락,கரண்டி
344,Messer::N,나이프,கத்தி
345,Nagel::N,발툽,ஆணி
346,Netz::N,그물,வலை
347,Haken::N,갈고리,கொக்கி
348,Griff::N,움켜쥠,கைப்பிடி
349,Schloss::N,자물쇠,பூட்டு
350,Bild::N,그림,படம்
351,Figur::N,몸메,எண்ணிக்கை
352,Puppe::N,인형,பொம்மை
353,Beutel::N,클,பை
354,Bündel::N,자근다발,பொதி
355,Tasche::N,가방,பை
356,Eimer::N,동이,வாளி
357,Deckel::N,뚜껑,உறை
358,Geschirr::N,식시,பாத்திரம்
359,Sack::N,조갑,பை
360,Tasse::N,차잔,கிண்ணம்
361,Topf::N,단지,பானை
362,Kessel::N,주전자,கெண்டி
363,Essen::N,먹기,உணவருந்துதல்
364,Nahrung::N,식료,உணவு
365,Speise::N,음식물,உணவு வகை
366,Fleisch::N,고기,இறைச்சி
367,Getreide::N,곡물,மக்காச்சோளம்
368,Brei::N,젤리,கஞ்சி
369,Brot::N,빵,ரொட்டி
370,Scheibe::N,원반,துண்டு
371,Fett::N,기름,கொழுப்பு
372,Butter::N,버터,வெண்ணெய்
373,Öl::N,올리브유,எண்ணெய்
374,Salz::N,소금,உப்பு
375,Suppe::N,국,ரசம்
376,Suppe::N,수프,ரசம்
377,Honig::N,감미,தேன்
378,Milch::N,유즙,பால்
379,Tee::N,차,தெனீர்
380,Leder::N,가죽,பதம் செய்யப்பட்ட தோல்
381,Wolle::N,양털,கம்பளி
382,Stoff::N,패료,துணி
383,Nadel::N,바늘,ஊசி
384,Faden::N,콘실,நூல்
385,Knopf::N,단추,பொத்தான்
386,Knoten::N,곁절,முடிச்சு
387,Farbe::N,색,வண்ணக் குழம்பு
388,Kleidung::N,옷입기,ஆடைகள்
389,Hemd::N,속옷,சட்டை
390,Kragen::N,깃,கழுத்துப் பட்டை
391,Ärmel::N,소매,சட்டைக்கை
392,Hose::N,바지,கால்சட்டை
393,Gürtel::N,밴드,பெல்ட்
394,Mütze::N,모자,தொப்பி
395,Schuh::N,구두,காலணி
396,Stiefel::N,장화,காலணி
397,Ring::N,고리,மோதிரம்
398,Band::N,리본,நாடா
399,Kamm::N,빗,கீப்பு
400,Spiegel::N,거울,ஆடி
401,Spiegel::N,거울,கண்ணாடி
402,Riemen::N,가죽끈,வார்
403,Schnur::N,밧줄,கயிறு
404,Leine::N,고삐줄,தோல்வார்
405,Decke::N,이부자리,போர்வை
406,Kissen::N,깔개,தலையணை
407,Tuch::N,천,துணி
408,Handtuch::N,수건,தண்டு
409,Kraft::N,세력,நிர்பந்தம்
410,Stärke::N,힘,பலம்
411,Gesundheit::N,위생,ஆரோக்கியம்
412,Krankheit::N,병,நோய்
413,Schmerz::N,아픔고통,வலி
414,Wunde::N,상처,காயம்
415,Fieber::N,열별,காய்ச்சல்
416,Arznei::N,약,மருந்து
417,Brücke::N,교량,பாலம்
418,Brunnen::N,원천,கேணி
419,Weide::N,목장,மேய்ச்சல் நிலம்
420,Pfad::N,좁은길,நடை வழி
421,Weg::N,길,வழி
422,Straße::N,길,சாலை
423,Dorf::N,촌,கிராமம்
424,Dorf::N,촌락,கிராமம்
425,Stadt::N,도시,நகரம்
426,Brief::N,서한,கடிதம்
427,Buch::N,책,புத்தகம்
428,Buchstabe::N,문자,எழத்து
429,Zeitung::N,신문,செய்தித்தாள்
430,Leben::N,삶,வாழ்க்கை
431,Tod::N,죽음,மரணம்
432,Grab::N,무덤,சமாதி
433,Kirche::N,교회,தேவாலயம்
434,Sünde::N,부정,பாவம்
435,Gott::N,하느님,கடவுள்
436,Arbeiter::N,일하는사람,தொழிலாளி
437,Chef::N,사장,மேலாளர்
438,Meister::N,명인,தலைவன்
439,Meister::N,대가,தலைவன்
440,Arzt::N,의사,மருத்துவர்
441,Lehrer::N,교사,ஆசிரியர்
442,Geld::N,돈,பணம்
443,Geschäft::N,일,வாணிபம்
444,Laden::N,가게,கடை
445,Preis::N,가격,விலை
446,Ware::N,상품,சாமன்கள்
447,Nutzen::N,이익,இலாபம்
448,Reichtum::N,많음,சொத்து
449,Welt::N,세상,உலகம்
450,Land::N,지방,நாடு
451,Staat::N,국가,நாடு
452,König::N,국왕,அரசன்
453,Macht::N,힘,அதிகாரம்
454,Grenze::N,국경,எல்லை
455,Krieg::N,전쟁,போர்
456,Feind::N,적,எதிரி
457,Gewalt::N,권력,வன்முறை
458,Kampf::N,전투,போராட்டம்
459,Bogen[Waffe]::N,활,வில்
460,Pfeil::N,화살,அம்பு
461,Gewehr::N,무기,துப்பாக்கி
462,Fehler::N,오류,தவறு
463,Lüge::N,거짓말,பொய்
464,Schaden::N,손상,சேதாரம்
465,Unglück::N,불행,இடையூறு
466,Schuld::N,부채,குற்றம்
467,Alter::N,연령,வயது
468,Schluss::N,마감,முடிவு
469,Zeit::N,때,காலம்
470,Zeit::N,시간,காலம்
471,Tag::N,하루,நாள்
472,Morgen::N,이침,காலை நேரம்
473,Mittag::N,대낮,மதியம்
474,Abend::N,저녁,மாலைப் பொழுது
475,Nacht::N,밤,இரவு
476,Woche::N,근무일,வாரம்
477,Monat::N,달,மாதம்
478,Jahr::N,해,வருடம்
479,Frühling::N,봄,வசந்தம்
480,Sommer::N,여름,கோடை
481,Herbst::N,가을,இலையுதிர் காலம்
482,Winter::N,겨울,குளிர்காலம்
483,Januar::N,일월,ஜனவரி
484,Februar::N,이월,பிபரவரி மாதம்
485,März::N,삼월,மார்ச் மாதம்
486,April::N,사월,ஏப்ரல் மாதம்
487,Mai::N,오월,மே மாதம்
488,Juni::N,유월,ஜூன் மாதம்
489,Juli::N,칠월,ஜூலை மாதம்
490,August::N,팔월,ஆகஸ்ட் மாதம்
491,September::N,구월,செப்டம்பர் மாதம்
492,Oktober::N,시월,அக்டோபர் மாதம்
493,November::N,십일월,நவம்பர் மாதம்
494,Dezember::N,십이월,டிசம்பர்
495,Montag::N,월요일,திங்கட் கிழமை
496,Dienstag::N,화요일,செவ்வாய்க்கிழமை
497,Mittwoch::N,수요일,புதன் கிழமை
498,Donnerstag::N,모교일,வியாழக் கிழமை
499,Freitag::N,그묘일,வெள்ளிக்கிழமை
500,Samstag::N,토요일,சனிக்கிழமை
501,Sonntag::N,일요일,ஞாயிறுக் கிழமை
502,groß::A,큰,பெரிய
503,klein::A,자근,சிறிய
504,lang::A,긴,நீண்ட
505,kurz::A,짧은,குட்டையான
506,breit::A,넓은,அகலமான
507,schmal::A,좁은,குறுகலான
508,dicht::A,농밀한,அடர்த்தியான
509,dick[Gegenstand]::A,두꺼운,தடித்த
510,dünn::A,얇은,சன்னமான
511,fein::A,미세한,மெல்லிய
512,fest::A,굳은,உறுதியாள
513,flach::A,얕은,தட்டையான
514,glatt::A,반들반들한,வழுவழுப்பான
515,hart::A,굳은,கடினமான
516,weich::A,연한,மென்மையான
517,rund::A,둥근,உருண்டையான
518,spitz::A,뾰족한,திகந்தமாக
519,scharf::A,날카로운,கூரான
520,stumpf::A,무딘,உளம் திறந்த
521,schwer::A,무거운,கனமான
522,schön::A,멋진,அழகான
523,heiß::A,뜨거운,சூடான
524,warm::A,따뜻한,இதமான
525,kalt::A,찬,குளிர்ச்சியான
526,kühl::A,서늘한,குளிர்ச்சியான
527,frisch::A,신선한,சுத்தமான
528,feucht::A,축축한,ஈரமான
529,nass::A,젖은,ஈரமான
530,trocken::A,마른,உலர்ந்த
531,voll::A,완전한,நிரம்பிய
532,leer::A,빈,காலியான
533,offen::A,열린,திறந்த
534,geschlossen::A,닫힌,மூடப்பட்ட
535,sauber::A,깨끗한,சுத்தமான
536,schmutzig::A,더러운,அழக்கான
537,roh::A,날게잇의,கச்சா
538,reif::A,이근,பழுத்த
539,lecker::A,맛있는,சுவைமிக்க
540,süß::A,단,இனிப்பான
541,bitter::A,찌르는듯한,கசப்பான
542,sauer::A,산성의,புளிப்பாக
543,hell::A,밝은,பளபளப்பான
544,dunkel::A,어두운,கருமையான
545,schwarz::A,검은,கருப்பு வண்ண
546,weiß::A,하얀,வெண்மையன
547,rot::A,붉은,சிவப்பு
548,gelb::A,황색,மஞ்சள் வண்ணம்
549,blau::A,푸른,நீல வண்ண
550,grün::A,녹색의,பச்சை வண்ண
551,grau::A,회색의,சாம்பல் நிற
552,bunt::A,알록달록한,வண்ண மயமான
553,billig::A,싼,மலிவான
554,teuer::A,값비산,விலை அதிகமான
555,wertvoll::A,가치가많은,மதிப்புள்ள
556,blind::A,눈먼,பார்வையற்ற
557,taub::A,무감간한,செவிடான
558,kräftig::A,강장한,வலிமையான
559,stark::A,강한,பலமான
560,schwach::A,약한,பலவீனமான
561,fett::A,실찐,பருமனாக
562,schlank::A,호리호리한,ஒல்லியான
563,hübsch::A,예쁜,அழகிய
564,böse::A,나쁜,கேடு விளைவிக்கும்
565,dumm::A,어리석은,முட்டாள்தனமான
566,faul::A,너덜너덜한,சோம்பலான
567,fleißig::A,근면한,ஊக்கந்தளராத
568,geizig::A,인색한,கஞேசத்தனமான
569,geschickt::A,교묘한,திறமையள்ள
570,lieb::A,친애하는,அன்புக்குரிய
571,lustig::A,유쾌한,களிப்புமிக்க
572,sanft::A,온화한,சாதுவான
573,hungrig::A,배고픈,பசியுடன்
574,krank::A,병든,நோயுற்று
575,nackt::A,벌거벗은,ஆடையற்ற
576,traurig::A,슬픈,சோகமான
577,lebendig::A,살아있는,பிழைப்பு
578,gut::A,좋은,நல்ல
579,schlecht::A,나쁜,கெட்ட
580,richtig::A,바른,சரியான
581,schlimm::A,못된,அருவருப்பான
582,wahr::A,참된,உண்மையான
583,alt::A,늙은,பழைய
584,neu::A,새,புதிய
585,ehemalig::A,전의,முன்நாள்
586,alt[Lebewesen]::A,낡은,வயதான
587,jung::A,젊은,இளமையான
588,arm::A,가난한,ஏழ்மையான
589,reich::A,풍부한,செல்வம் படைத்த
590,bekannt::A,저명한,பழக்கப்பட்ட
591,berühmt::A,유명한,புகழ்பெற்ற
592,fremd::A,타처이,அயல் நாட்டு
593,verschieden::A,따른,வித்தியாசமான
594,nah::A,가까운,பக்கத்தில் உள்ள
595,fern::A,먼,தொலை தூரத்தில்
596,linker::A,왼쭉의,மீந்திருக்கும்
597,rechter::A,오른쪽의,வலதுபக்கம்
598,anderer::A,다른,மற்ற
599,erster::A,첫째,முதனமையான
600,zweiter::A,둘째,இரண்டாவது
601,dritter::A,셋째,மூன்றாவது
602,letzter::A,의후자의,கடைசி
603,allein::ADV,훌로,தனியாக
604,auf einmal::ADV,갑자기,தடீரென்று
605,zusammen::ADV,모아서,சேர்ந்து
606,lange::ADV,오래,அதிக நோம்
607,plötzlich::ADV,둘연한,தடீரென்று
608,sofort::ADV,즉시,உடனடியாக
609,später::ADV,보다늦은,பிறகு
610,jetzt::ADV,목하,இப்பொழது
611,heute::ADV,오늘,இன்று
612,morgen::ADV,내일,நாளைக்கு
613,bald::ADV,곱,சீக்கிரம்
614,dann::ADV,그경우에,அப்பொழுது
615,gestern::ADV,어제,நேற்று
616,einst::ADV,옛날에,ஒரே முறை
617,damals::ADV,그때에,அப்பொழுது
618,danach::ADV,그 뒤에,பிற்பாடு
619,vorher::ADV,미리,முன்பாக
620,zuerst::ADV,최초로,முதலில்
621,einmal::ADV,한번,ஒரே முறை
622,manchmal::ADV,땓대로,சில நேரங்களில்
623,oft::ADV,땓대로,அடிக்கடி
624,immer::ADV,늘,எப்பொழுதும்
625,niemals::ADV,결코...(하지)않다,ஒருபோதும் இல்லை
626,hier::ADV,여기,இங்கே
627,hierhin::ADV,여기로,இவ்விடத்திற்கு
628,dort::ADV,거기,அங்கே
629,dorthin::ADV,저기예,அவ்விடத்திற்கு
630,geradeaus::ADV,곧장,முன்னாலிருக்கும்
631,vorwärts::ADV,앞으로,முன்புறமாக
632,rückwärts::ADV,뒤로,பின்னோக்கி
633,zurück::ADV,제자리로,பின்பக்கம்
634,unten::ADV,아래에,கீழாக
635,hinab::ADV,아래쪽으로,கீழ் நோக்கி
636,oben::ADV,위에,மேலே
637,hinauf::ADV,위쪽으로,மேலே
638,überall::ADV,도처에,எல்லா இடத்திலும்
639,nicht::ADV,안,இல்லை
640,ein wenig::ADV,적음,கொஞ்சம்
641,kaum::ADV,가의,அரிதாக
642,sehr::ADV,자주,மிக்க
643,so::ADV,그와같이,மிகவும்
644,noch::ADV,아직,இப்பொழுதும்
645,nur::ADV,다만,மட்டும்
646,schon::ADV,이미,ஏற்கனவே
647,wieder::ADV,다시,மறுபடியும்
648,vergebens::ADV,헛되이,வீண்
649,vor::PRP,앞에,முன்
650,hinter::PRP,뒤에,பின்பக்கம்
651,unter::PRP,잍에,கீழே
652,durch::PRP,통고하여,ஊடே
653,neben::PRP,와나란히,அடுத்து
654,zwischen::PRP,의사이로,இடையில்
655,wegen::PRP,때문에,ஏனெனில்
656,dies::PRN,이,இது
657,das::PRN,저,அது
658,alles::PRN,모든것,ஒவ்வொன்றும்
659,ich::PRN,나,நான்
660,du::PRN,너,நீ
661,er::PRN,그,அவன்
662,wir::PRN,우리,நாம்
663,wir::PRN,우리,நாங்கள்
664,ihr::PRN,너희들,நீங்கள்
665,sie::PRN,그들,அவர்கள்
666,was::FPRN,뭣,என்ன
667,wer::FPRN,누구,யார்
668,wo::FADV,어디,எங்கே
669,wohin::FADV,어디로,எதற்கு
670,wie::FADV,어떻게,எப்படி
671,warum::FADV,왜,ஏன்
672,wieviel::FNUM,얼마만큰,எவ்வளவு
673,eins::NUM,하나,ஒன்று
674,zwei::NUM,둘,இரண்டு
675,drei::NUM,셋,மூன்று
676,vier::NUM,넷,நான்கு
677,fünf::NUM,다섯,ஐந்து
678,sechs::NUM,여섯,ஆறு
679,sieben::NUM,일곱,ஏழு
680,acht::NUM,여덟,எட்டு
681,neun::NUM,아홉,ஒன்பது
682,zehn::NUM,열,பத்து
683,elf::NUM,열하나,பதினொன்று
684,zwölf::NUM,열둘,பன்னிரண்டு
685,zwanzig::NUM,스물,இருபது
686,dreißig::NUM,서름,முப்பது
687,vierzig::NUM,마흔,நாற்பது
688,fünfzig::NUM,숸,ஐமபது
689,sechzig::NUM,에순,அறுபது
690,siebzig::NUM,일흔,எழுபது
691,achtzig::NUM,여든,எண்பது
692,neunzig::NUM,아흔,தொன்னூறு
693,hundert::NUM,백,நூறு
694,tausend::NUM,천,ஆயிரம்
695,und::CNJ,와,மற்றும்
696,oder::CNJ,아니면,அல்லது
697,stehen::V,서다,நில்
698,sitzen::V,앉다,உட்கார்
699,liegen::V,눕다,படு
700,hängen::V,달다,தொங்கச் செய்
701,werden::V,되다,ஆகு
