,Concept_ID,uz,az
341,Platte::N,tabaqa,lövhə
342,Stütze::N,tayanchi,dayaq
343,Stütze::N,tayanchi,dəstək
344,Stange::N,qo'noq,şüvül
345,Stock::N,tayoq,dəyənək
346,Stab::N,gavron,əsa
347,Stab::N,gavron,şüvül
348,Rohr::N,tarnov,boru
349,Rohr::N,tarnov,truba
350,Haus::N,uy,ev
351,Heim::N,makon,ev
352,Ofen::N,pechka,peç
353,Ofen::N,pechka,soba
354,Fußboden::N,pol,döşəmə
355,Tisch::N,mosa,masa
356,Stuhl::N,o'rindiq,stul
357,Wiege::N,beshik,beşik
358,Bett::N,yotoq,yataq
359,Regal::N,tokcha,rəf
360,Kiste::N,sandiq,yeşik
361,Kiste::N,sandiq,sandıq
362,Fenster::N,deraza,pəncərə
363,Tür::N,äshik,qapı
364,Tor::N,darvoza,darvaza
365,Zaun::N,panjara,çəpər
366,Dach::N,tom,dam
367,Leiter::N,narvon,nərdivan
368,Besen::N,supurgi,süpürgə
369,Spaten::N,bel,kürək
370,Schaufel::N,kurak,kürək
371,Gabel::N,bilka,çəngəl
372,Löffel::N,qoshiq,qaşıq
373,Messer::N,pichoq,bıçaq
374,Nagel::N,mix,mıx
375,Netz::N,to'r,tor
376,Haken::N,ilgak,çəngəl
377,Griff::N,sop,qulp
378,Griff::N,sop,tutacaq
379,Griff::N,tutqich,qulp
380,Griff::N,tutqich,tutacaq
381,Schloss::N,qulf,qıfıl
382,Bild::N,rasm,rəsm
383,Figur::N,shakl,şəkil
384,Figur::N,shakl,heykəl
385,Puppe::N,ko'g'irchoq,kukla
386,Puppe::N,ko'g'irchoq,gəlincik
387,Beutel::N,to'rva,kisə
388,Beutel::N,to'rva,torba
389,Bündel::N,bog'lam,bağlama
390,Tasche::N,kissa,çanta
391,Eimer::N,chelak,vedrə
392,Eimer::N,chelak,çəllək
393,Deckel::N,qopqoq,qapaq
394,Geschirr::N,idish,qab-qazan
395,Sack::N,qop,çuval
396,Tasse::N,piyola,fincan
397,Topf::N,tuvak,qazan
398,Kessel::N,qozon,qazan
399,Essen::N,tomoq,yemək
400,Nahrung::N,emak,qida
401,Speise::N,taom,xörək
402,Fleisch::N,go'sht,ət
403,Getreide::N,g'alla,taxıl
404,Brei::N,bo'tqa,aş
405,Brei::N,bo'tqa,sıyıq
406,Brot::N,non,çörək
407,Scheibe::N,disk,dilim
408,Fett::N,moy,yağ
409,Butter::N,yog',kərə yağı
410,Öl::N,moy,yağ
411,Salz::N,tuz,duz
412,Suppe::N,sho'rva,şorba
413,Honig::N,asal,bal
414,Milch::N,sut,süd
415,Tee::N,choy,çay
416,Leder::N,charm,dəri
417,Wolle::N,jun,yun
418,Stoff::N,mato,qumaş
419,Nadel::N,igna,iynə
420,Faden::N,ip,sap
421,Knopf::N,tugma,düymə
422,Knoten::N,tugun,düyün
423,Farbe::N,bo'yok,boya
424,Kleidung::N,kiyim,geyim
425,Hemd::N,ko'ylak,köynək
426,Kragen::N,yoqa,yaxa
427,Ärmel::N,yeng,qol
428,Hose::N,shim,şalvar
429,Gürtel::N,tasma,kəmər
430,Mütze::N,shapka,şapka
431,Schuh::N,but,tufli
432,Schuh::N,but,ayaqqabı
433,Stiefel::N,botinka,çəkmə
434,Ring::N,yuzuk,üzük
435,Band::N,rishta,lent
436,Kamm::N,taroq,daraq
437,Spiegel::N,ko'zgu,güzgü
438,Riemen::N,qayish,qayış
439,Schnur::N,bog'ich,ip
440,Leine::N,etak,kəmsik
441,Decke::N,odyol,ədyal
442,Decke::N,odyol,yorğan
443,Kissen::N,yostiq,yastıq
444,Tuch::N,gazlama,şarf
445,Tuch::N,gazlama,kaşne
446,Handtuch::N,sochiq,dəsmal
447,Kraft::N,kuch,güc
448,Stärke::N,quvvat,qüvvət
449,Gesundheit::N,sog'lik,sağlamlıq
450,Krankheit::N,kasallik,xəstəlik
451,Schmerz::N,og'riq,ağrı
452,Schmerz::N,og'riq,sancı
453,Wunde::N,yara,yara
454,Fieber::N,bezgak,isitmə
455,Fieber::N,bezgak,qızdırma
456,Arznei::N,dori,ilaç
457,Arznei::N,dori,dərman
458,Brücke::N,ko'prik,körpü
459,Brunnen::N,buloq,quyu
460,Weide::N,yaylov,otlaq
461,Pfad::N,dorojka,cığır
462,Weg::N,yo'l,yol
463,Straße::N,ko'cha,küçə
464,Dorf::N,ovul,kənd
465,Stadt::N,shahar,şəhər
466,Brief::N,maktub,məktub
467,Buch::N,kitob,kitab
468,Buchstabe::N,harf,hərf
469,Zeitung::N,gazet,qəzet
470,Leben::N,hayot,həyat
471,Tod::N,o'lim,ölüm
472,Grab::N,go'r,qəbir
473,Kirche::N,cherkov,kilsə
474,Sünde::N,gunoh,günah
475,Gott::N,olloh,tanrı
476,Arbeiter::N,ishchi,işçi
477,Chef::N,rais,şef
478,Chef::N,rais,rəis
479,Meister::N,usta,usta
480,Arzt::N,hakim,həkim
481,Arzt::N,hakim,doktor
482,Lehrer::N,muallim,müəllim
483,Geld::N,pul,pul
484,Geschäft::N,savdo,ticarət
485,Laden::N,do'kon,dükan
486,Preis::N,baho,qiymət
487,Ware::N,mol,mal
488,Nutzen::N,foyda,fayda
489,Reichtum::N,boylik,zənginlik
490,Welt::N,olam,aləm
491,Welt::N,olam,dünya
492,Land::N,o'lka,ölkə
493,Staat::N,davlat,dövlət
494,König::N,qirol,kral
495,König::N,qirol,məlik
496,Macht::N,iqtidor,qüdrət
497,Grenze::N,chegara,hüdud
498,Grenze::N,chegara,sərhət
499,Krieg::N,harb,hərb
500,Krieg::N,harb,müharibə
501,Feind::N,dushman,düşmən
502,Gewalt::N,zo'rlik,cəbr
503,Kampf::N,kurash,savaş
504,Bogen[Waffe]::N,yoy,yay
505,Pfeil::N,o'q,ox
506,Gewehr::N,vintovka,tüfəng
507,Fehler::N,xato,xəta
508,Lüge::N,yolg'on,yalan
509,Schaden::N,ziyon,ziyan
510,Unglück::N,balo,bəla
511,Schuld::N,ayb,təqsir
512,Alter::N,yosh,yaş
513,Schluss::N,tamom,son
514,Zeit::N,vaqt,vaxt
515,Zeit::N,vaqt,zaman
516,Tag::N,kun,gün
517,Morgen::N,saboh,sabah
518,Mittag::N,kun tushlik,günorta
519,Abend::N,oqshom,axşam
520,Nacht::N,tun,gecə
521,Woche::N,hafta,həftə
522,Monat::N,oy,ay
523,Jahr::N,yil,il
524,Frühling::N,bahor,yaz
525,Frühling::N,bahor,bahar
526,Sommer::N,yoz,yay
527,Herbst::N,kuz,payız
528,Herbst::N,xazon,payız
529,Winter::N,qish,qış
530,Januar::N,yanvar',Janvar
531,Februar::N,fevral',Fevral
532,März::N,mart,Mart
533,April::N,aprel',Aprel
534,Mai::N,may,May
535,Juni::N,iyun',İyun
536,Juli::N,iyul',İyul
537,August::N,avgust,Avqust
538,September::N,sentyabr',Sentyabr
539,Oktober::N,oktyabr',Oktyabr
540,November::N,noyabr',Noyabr
541,Dezember::N,dekabr',Dekabr
542,Montag::N,dushanba,bazar ertəsi
543,Dienstag::N,seshanba,çərşənbə axşamı
544,Mittwoch::N,chorshanba,çərşənbə
545,Donnerstag::N,payshanba,cüme axşamı
546,Freitag::N,juma,cüme
547,Samstag::N,shanba,şənbə
548,Sonntag::N,yakshanba,bazar
549,groß::A,buyuk,böyük
550,klein::A,kichik,kiçik
551,lang::A,uzun,uzun
552,kurz::A,qisqa,qısa
553,breit::A,keng,enli
554,breit::A,keng,geniş
555,schmal::A,änsiz,dar
556,dicht::A,quyuq,sıx
557,dick[Gegenstand]::A,qalin,qalın
558,dünn::A,ingichka,nazik
559,fein::A,mayin,incə
560,fest::A,qattiq,bərk
561,fest::A,qattiq,möhkəm
562,flach::A,yalpoq,düz
563,glatt::A,tekis,hamar
564,hart::A,qattiq,sərt
565,weich::A,yumshoq,yumşaq
566,rund::A,yumaloq,yuvarlaq
567,spitz::A,uchli,uclu
568,spitz::A,uchli,sivri
569,scharf::A,keskir,kəskin
570,stumpf::A,to'mtoq,küt
571,schwer::A,salmoqli,ağır
572,schön::A,go'zal,gözəl
573,schön::A,go'zal,gəşəng
574,heiß::A,qiziq,isti
575,warm::A,issiq,ilıq
576,kalt::A,sovuq,soyuq
577,kühl::A,salqin,sərin
578,frisch::A,toza,təzə
579,feucht::A,namli,nəm
580,nass::A,nam,yaş
581,trocken::A,quruq,quru
582,voll::A,to'la,dolu
583,leer::A,puch,boş
584,offen::A,ochiq,açıq
585,geschlossen::A,berk,qapalı
586,sauber::A,ozoda,təmiz
587,schmutzig::A,kir,kirli
588,roh::A,xom,çiy
589,reif::A,pishiq,yetişmiş
590,lecker::A,shirin,dadlı
591,lecker::A,shirin,ləzzətli
592,süß::A,shirin,şirin
593,bitter::A,achchiq,acı
594,sauer::A,achchiq,turş
595,hell::A,yorug',aydın
596,dunkel::A,qorong'i,qaranlıq
597,schwarz::A,qora,qara
598,weiß::A,oq,ağ
599,rot::A,qizil,qırmızı
600,gelb::A,sariq,sarı
601,blau::A,zangori,göy
602,blau::A,zangori,mavi
603,grün::A,yashil,yaşıl
604,grau::A,bo'z,boz
605,bunt::A,ola,əlvan
606,bunt::A,ola,rəngli
607,billig::A,arzon,ucuz
608,teuer::A,qimmat,bahalı
609,wertvoll::A,qimmat,qiymətli
610,blind::A,ko'r,kor
611,taub::A,garang,kar
612,kräftig::A,kuchli,güclü
613,stark::A,quvvatli,qüvvətli
614,schwach::A,kuchsiz,zəif
615,schwach::A,kuchsiz,gücsüz
616,fett::A,semiz,şişman
617,schlank::A,ingichka,zərif
618,hübsch::A,ko'rkam,göyçək
619,böse::A,yovuz,fəna
620,dumm::A,aqlsiz,axmaq
621,faul::A,ärinchak,tənbəl
622,fleißig::A,ishchan,çalışqan
623,geizig::A,qurumsoq,xəsis
624,klug::A,oqil,ağıllı
625,geschickt::A,äpchil,bacarıqlı
626,lieb::A,aziz,əziz
627,lieb::A,aziz,sevimli
628,lustig::A,chaqchaq,məzəli
629,lustig::A,chaqchaq,gülməli
630,sanft::A,asta,mülayim
631,hungrig::A,och,ac
632,krank::A,kasal,xəstə
633,nackt::A,yalang,çılpaq
634,traurig::A,xafa,qəmgin
635,traurig::A,xafa,kədərli
636,lebendig::A,hayotiy,canlı
637,gut::A,soz,yaxşı
638,schlecht::A,yomon,pis
639,richtig::A,rost,doğru
640,schlimm::A,yovuz,fəna
641,wahr::A,haqiqiy,gərçək
642,alt::A,äski,əski
643,alt::A,äski,köhnə
644,neu::A,yangi,yeni
645,ehemalig::A,sobiq,əvvəlki
646,alt[Lebewesen]::A,qari,qoca
647,jung::A,navqiron,gənc
648,arm::A,abgor,kasıb
649,arm::A,abgor,yoxsul
650,reich::A,boy,zəngin
651,bekannt::A,ma'lum,tanış
652,berühmt::A,mashhur,məşhur
653,fremd::A,yot,yad
654,verschieden::A,turli,dürlü
655,nah::A,yaqindagi,yaxın
656,fern::A,uzoq,uzaq
657,linker::A,so'l,sol
658,rechter::A,o'ng,sağ
659,anderer::A,boshqa,başqa
660,erster::A,birinchi,birinci
661,zweiter::A,ikkinchi,ikinci
662,dritter::A,uchinchi,üçüncü
663,letzter::A,oxirgi,sonuncu
664,letzter::A,oxirgi,axırıncı
665,allein::ADV,o'zicha,tək
666,allein::ADV,o'zicha,yalqız
667,auf einmal::ADV,varakay,birdən
668,zusammen::ADV,barobar,birlikdə
669,lange::ADV,uzoq,uzun
670,plötzlich::ADV,qo'qqisdan,qəfildən
671,sofort::ADV,darrov,həmən
672,sofort::ADV,darrov,dərhal
673,später::ADV,so'ngra,sonra
674,jetzt::ADV,hozirgina,indi
675,heute::ADV,bugun,bugün
676,morgen::ADV,ärta,sabah
677,bald::ADV,toz,yaxında
678,bald::ADV,toz,tezliklə
679,dann::ADV,keyin,onda
680,gestern::ADV,kecha,dünən
681,einst::ADV,avvallari,əvvəllər
682,damals::ADV,ugal,o vaxt
683,danach::ADV,so'ngra,sonra
684,vorher::ADV,avval,qabaqcadan
685,zuerst::ADV,avval,əvvəl
686,einmal::ADV,bir marta,bir dəfə
687,manchmal::ADV,onda-sonda,hərdənbir
688,oft::ADV,tez-tez,tez-tez
689,oft::ADV,tez-tez,çox vaxt
690,immer::ADV,har vaqt,daimi
691,immer::ADV,har vaqt,həmişə
692,niemals::ADV,hargiz,əsla
693,niemals::ADV,hargiz,heç bir zaman
694,hier::ADV,shu erda,bura
695,hier::ADV,shu erda,burada
696,hierhin::ADV,beri,buraya
697,von hier::ADV,shu erdan,buradan
698,dort::ADV,ana,ora
699,dort::ADV,ana,orada
700,dorthin::ADV,u yerga,oraya
701,geradeaus::ADV,to'g'ri,düz
702,vorwärts::ADV,ilgari,irəli
703,rückwärts::ADV,qoloq,geri
704,zurück::ADV,orqada,geriyə
705,unten::ADV,pastda,aşağıda
706,hinab::ADV,tubanga,aşağı
707,oben::ADV,ustida,yuxarıda
708,hinauf::ADV,yuqorida,yuxarı
709,überall::ADV,har erda,hər yerdə
710,nicht::ADV,ämas,-ma-
711,ein wenig::ADV,biroz,bir az
712,kaum::ADV,arang,güclə
713,sehr::ADV,ancha,çox
714,so::ADV,shunday,belə
715,noch::ADV,hali,hələ
716,nur::ADV,yolg'iz,yalnız
717,schon::ADV,endi,artıq
718,wieder::ADV,yana,yenə
719,vergebens::ADV,bekorga,boş yerə
720,vor::PRP,burun,önündə
721,hinter::PRP,ketida,arxasında
722,unter::PRP,ostida,altında
723,durch::PRP,bo'ylab,içindən
724,neben::PRP,yonida,yanında
725,zwischen::PRP,orada,arasında
726,wegen::PRP,sababli,üçün
727,wegen::PRP,sababli,ötəri
728,dies::PRN,o'sha,bu
729,das::PRN,narigi,o
730,alles::PRN,har nima,hər şey
731,ich::PRN,men,mən
732,du::PRN,sen,sən
733,er::PRN,u,o
734,wir::PRN,biz,biz
735,ihr::PRN,siz,siz
736,sie::PRN,ular,onlar
737,was::FPRN,nima,nə
738,wer::FPRN,kim,kim
739,wo::FADV,qaerda,harada
740,wohin::FADV,qayerga,haraya
741,wie::FADV,qanday,necə
742,warum::FADV,nega,niyə
743,warum::FADV,nega,nə üçün
744,wieviel::FNUM,qancha,neçə
745,wieviel::FNUM,qancha,nə qədər
746,eins::NUM,bir,bir
747,zwei::NUM,ikki,iki
748,drei::NUM,uch,üç
749,vier::NUM,to'rt,dörd
750,fünf::NUM,besh,beş
751,sechs::NUM,olti,altı
752,sieben::NUM,etti,yeddi
753,acht::NUM,sakkiz,səkkiz
754,neun::NUM,to'qqiz,doqquz
755,zehn::NUM,o'n,on
756,elf::NUM,o'n bir,on bir
757,zwölf::NUM,o'n ikki,on iki
758,zwanzig::NUM,yigirma,iyirmi
759,dreißig::NUM,o'ttiz,otuz
760,vierzig::NUM,qirq,qırx
761,fünfzig::NUM,ällik,əlli
762,sechzig::NUM,oltmish,altmış
763,siebzig::NUM,etmish,yetmiş
764,achtzig::NUM,sakson,səksən
765,neunzig::NUM,to'qson,doxsan
766,hundert::NUM,yuz,yüz
767,tausend::NUM,ming,min
768,und::CNJ,va,və
769,oder::CNJ,yo,ya
770,stehen::V,turmoq,durmaq
771,sitzen::V,o'tirmoq,oturmaq
772,liegen::V,yotmoq,uzanmaq
773,hängen::V,osilmoq,asılmaq
774,werden::V,bo'lmoq,olmaq
775,passieren::V,bo'lib o'tmoq,olmaq
776,passieren::V,bo'lib o'tmoq,baş vermək
777,beginnen::V,boshlanmoq,başlamaq
778,enden::V,bitmoq,bitmək
779,wechseln::V,o'zgarmoq,dəyişmək
780,aufgehen[Sonne]::V,chiqmoq,doğmaq
781,untergehen[Sonne]::V,botmoq,batmaq
782,scheinen[Sonne]::V,yaraqlamoq,parlamaq
783,donnern::V,gulduramoq,guruldamaq
784,wehen::V,elpimoq,əsmək
785,strömen::V,oqmoq,axmaq
786,fließen::V,oqmoq,axmaq
787,sich drehen::V,aylanmoq,dönmək
