,Concept_ID,ps,kn
264,Nachricht::N,خبر,ಸಂದೇಶ
265,Neuigkeit::N,نوی خبر,ಸುದ್ದಿ
266,Name::N,نوم,ಹೆಸರು
267,Rätsel::N,کیسۍ,ಒಗಟು
268,Rätsel::N,چیستان,ಒಗಟು
269,Rede::N,وینا,ಮಾತು
270,Sprache::N,ژبه,ಭಾಷೆ
271,Stimme::N,غږ,ಧ್ವನಿ
272,Stimme::N,اواز,ಧ್ವನಿ
273,Wort::N,لغت,ಮಾತು
274,Wort::N,کلمه,ಮಾತು
275,Zeichen::N,نښه,ಗುರುತು
276,Zeichen::N,اشاره,ಗುರುತು
277,Ruf::N,ږغ,ಕೂಗು
278,Ruf::N,بلنه,ಕೂಗು
279,Lärm::N,غالمغال,ಸದ್ದು
280,Laut::N,ږغ,ಶಬ್ದ
281,Ton::N,اواز,ನಾದ
282,Lied::N,غزله,ಗಾನ
283,Lied::N,سندره,ಗಾನ
284,Ruhe::N,ارامي,ಶಾಂತಿ
285,Leute::N,خلک,ಮಂದಿ
286,Volk::N,ولس,ಜನಾಂಗ
287,Arbeit::N,کار,ಕೆಲಸ
288,Gast::N,مېلمه,ಅತಿಥಿ
289,Geschenk::N,تحفه,ಕಾಣಿಕೆ
290,Geschenk::N,سوغات,ಕಾಣಿಕೆ
291,Spiel::N,لوبه,ಆಟ
292,Gesellschaft::N,ډله,ಸಂಗ
293,Hilfe::N,کومک,ಸಹಾಯ
294,Hilfe::N,مرسته,ಸಹಾಯ
295,Freund::N,ملګری,ಸ್ನೇಹಿತ
296,Kamerad::N,انډيوال,ಜೊತೆಗಾರ
297,Angelegenheit::N,موضوع,ವಿಚಾರ
298,Anzahl::N,شمېر,ಎಣಿಕೆ
299,Anzahl::N,تعداد,ಎಣಿಕೆ
300,Art::N,ډول,ತರ
301,Stück::N,ټوټه,ತುಂಡು
302,Teil::N,برخه,ಭಾಗ
303,Hälfte::N,نیم,ಅರ್ಧ
304,Kreis::N,دایره,ವೃತ್ತ
305,Kreuz::N,صلیب,ಶಿಲುಬೆ
306,Linie::N,خط,ರೀಖೆ
307,Linie::N,لیکه,ರೀಖೆ
308,Strich::N,کرښه,ಗೀಟು
309,Abstand::N,فاصله,ಅಂತರ
310,Entfernung::N,واټن,ದೂರ
311,Gegend::N,سیمه,ವಿಸ್ತೀರ್ಣ
312,Gegend::N,منطقه,ವಿಸ್ತೀರ್ಣ
313,Platz::N,ځای,ಅಂತರ
314,Ort::N,ځای,ಸ್ಥಳ
315,Seite::N,مخ,ಪಕ್ಷ
316,Seite::N,اړخ,ಪಕ್ಷ
317,Mitte::N,وسط,ನಡು
318,Mitte::N,مینځ,ನಡು
319,Gegenstand::N,شی,ವಸ್ತು
320,Sache::N,شی,ವಸ್ತು
321,Sache::N,څيز,ವಸ್ತು
322,Rand::N,څنډه,ಅಂಚು
323,Rand::N,کناره,ಅಂಚು
324,Kante::N,اړخ,ಅಂಚು
325,Ecke::N,ګوټ,ಮೂಲೆ
326,Spitze::N,څوکه,ತುದಿ
327,Ende::N,څوکه,ಕೊನೆ
328,Loch::N,سوری,ತೂತು
329,Winkel::N,کنج,ಕೋನ
330,Winkel::N,کوتی,ಕೋನ
331,Muster::N,نمونه,ನಮೂನೆ
332,Größe::N,قد,ಪ್ರಮಾಣ
333,Größe::N,لويوالی,ಪ್ರಮಾಣ
334,Länge::N,طول,ಉದ್ದ
335,Länge::N,اوږد والی,ಉದ್ದ
336,Höhe::N,جګوالی,ಎತ್ತರ
337,Gewicht::N,وزن,ತೂಕ
338,Menge::N,اندازه,ಮೊತ್ತ
339,Haufen::N,کوټه,ರಾಶಿ
340,Reihe::N,صف,ಸಾಲು
341,Reihe::N,کتار,ಸಾಲು
342,Boot::N,قايق,ದೋಣಿ
343,Ruder::N,چپه,ಹುಟ್ಟು
344,Schlitten::N,ښویېدونی,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
345,Ski::N,سکي,ಜಾರುಪಟ್ಟಿ
346,Lagerfeuer::N,اور,ಶಿಬಿರಾಗ್ನಿ
347,Last::N,بار,ಹೊರೆ
348,Last::N,پېټی,ಹೊರೆ
349,Gang::N,تګ,ತಿರುಗಾಟ
350,Schritt::N,ګام,ಹೆಜ್ಜೆ
351,Norden::N,شمال,ಉತ್ತರ
352,Süden::N,سوېل,ದಕ್ಷಿಣ
353,Westen::N,لوېدېځ,ಪಶ್ಚಿಮ
354,Osten::N,شرق,ಮೂಡಲು
355,Osten::N,ختیځ,ಮೂಡಲು
356,Holz::N,لرګی,ಚೌಬೀನೆ
357,Brett::N,تخته,ಹಲಗೆ
358,Platte::N,تخته,ಹಲಗೆ
359,Stütze::N,تکیوان,ಆಸರೆ
360,Stange::N,ډاګه,ಕಂಬ
361,Stock::N,لرګی,ಕೋಲು
362,Stab::N,چيخله,ದೊಣ್ಣೆ
363,Rohr::N,نل,ನಳಿಕೆ
364,Haus::N,کور,ಮನೆ
365,Heim::N,کور,ಗೃಹ
366,Ofen::N,تودنۍ,ಒಲೆ
367,Fußboden::N,غولی,ನೆಲ
368,Tisch::N,مېز,ಮೇಜು
369,Stuhl::N,چوکۍ,ಕುರ್ಚಿ
370,Wiege::N,زانګو,ತೊಟ್ಟಿಲು
371,Bett::N,کټ,ಹಾಸಿಗೆ
372,Bett::N,چپرکټ,ಹಾಸಿಗೆ
373,Regal::N,تاخچۍ,ಬೀರು
374,Kiste::N,صندوق,ಪಟ್ಟಿಗೆ
375,Fenster::N,کړکۍ,ಕಿಟಕಿ
376,Tür::N,دروازه,ಬಾಗಿಲು
377,Tor::N,دروازه,ಹೆಬ್ಬಾಗಿಲು
378,Zaun::N,کټاره,ಬೇಲಿ
379,Dach::N,بام,ಮಾಳಿಗೆ
380,Leiter::N,زينه,ಏಣಿ
381,Besen::N,جارو,ಪೊರಕೆ
382,Spaten::N,یوم,ಗುದ್ದಲಿ
383,Schaufel::N,بېلچه,ಸನಿಕೆ
384,Gabel::N,پنجه,ಕವಲು
385,Löffel::N,کاشوغه,ಚಮಚ
386,Messer::N,چاقو,ಚಾಕು
387,Nagel::N,ميخ,ಆಣಿ
388,Netz::N,جال,ಬಲೆ
389,Haken::N,څنګک,ಕೊಂಡಿ
390,Griff::N,لاستی,ಹಿಡಿ
391,Schloss::N,کلپ,ವೀಗ
392,Bild::N,رسم,ಚಿತ್ರ
393,Figur::N,قدوقامت,ಆಕಾರ
394,Puppe::N,ګوډۍ,ಗೊಂಬೆ
395,Beutel::N,کڅوړه,ಸಂಚಿ
396,Bündel::N,دسته,ಕಟ್ಟು
397,Tasche::N,بکس,ಚೀಲ
398,Tasche::N,توبره,ಚೀಲ
399,Eimer::N,سطل,ಬಾನೆ
400,Deckel::N,سرپوښ,ಮುಚ್ಚಳ
401,Geschirr::N,لوښی,ಭಕ್ಷ್ಯಗಳು
402,Sack::N,جوال,ಮೂಟೆ
403,Tasse::N,پیاله,ಬಟ್ಟಲು
404,Topf::N,دېګی,ಮಡಕೆ
405,Kessel::N,دېګ,ಕೆಟಲ್
406,Essen::N,خوراک,ಊಟ
407,Nahrung::N,خوراک,ಆಹಾರ
408,Speise::N,خواړه,ಊಟ
409,Fleisch::N,غوښه,ಮಾಂಸ
410,Getreide::N,غله,ಧಾನ್ಯ
411,Brei::N,اوګره,ಗಂಜಿ
412,Brot::N,ډوډۍ,ರೊಟ್ಟಿ
413,Scheibe::N,مړۍ,ಹೋಳು
414,Fett::N,غوړي,ಕೊಬ್ಬು
415,Butter::N,کوچ,ಬೆಣ್ಣೆ
416,Öl::N,تېل,ಎಣ್ಣೆ
417,Salz::N,مالګه,ಉಪ್ಪು
418,Suppe::N,شوربا,ಎಸರು
419,Honig::N,شات,ಮಧು
420,Milch::N,شوده,ಹಾಲು
421,Tee::N,چای,ಚಹ
422,Leder::N,څرمن,ಚಕ್ಕಳ
423,Wolle::N,پشم,ಉಣ್ಣೆ
424,Stoff::N,ټوټه,ಬಟ್ಟೆ
425,Nadel::N,ستن,ಸೂಜಿ
426,Faden::N,تار,ದಾರ
427,Knopf::N,تڼۍ,ಗುಂಡು
428,Knopf::N,تکمه,ಗುಂಡು
429,Knoten::N,غوټه,ಗಂಟು
430,Farbe::N,رنګ,ಬಣ್ಣ
431,Kleidung::N,کالي,ಅರಿವೆ
432,Hemd::N,کميس,ಅಂಗಿ
433,Kragen::N,غاړه,ಕುತ್ತಿಗೆಪಟ್ಟಿ
434,Ärmel::N,لستوڼی,ತೋಳು
435,Hose::N,پطلون,ಇಜಾರ
436,Gürtel::N,کمربند,ಬೆಲ್ಟು
437,Mütze::N,خولۍ,ಟೋಪಿ
438,Schuh::N,بوټ,ಪಾದರಕ್ಷೆ
439,Stiefel::N,موزه,ಬೂಟು
440,Ring::N,ګوته,ಉಂಗುರ
441,Band::N,فيته,ರಿಬ್ಬನ್
442,Kamm::N,ګمنځ,ಹಣಿಗೆ
443,Spiegel::N,ایینه,ಕನ್ನಡಿ
444,Spiegel::N,هنداره,ಕನ್ನಡಿ
445,Riemen::N,تسمه,ಬಾರು
446,Schnur::N,مزی,ಹುರಿ
447,Leine::N,رسۍ,ಹಗ್ಗ
448,Decke::N,بړستن,ಕಂಬಳಿ
449,Kissen::N,بالښت,ದಿಂಬು
450,Tuch::N,ټیکری,ಕೊರಳ ಬಟ್ಟೆ
451,Handtuch::N,دسمال,ಚೌಕ
452,Kraft::N,زور,ಬಲ
453,Kraft::N,توان,ಬಲ
454,Stärke::N,قوت,ಶಕ್ತಿ
455,Gesundheit::N,صحت,ಆರೋಗ್ಯ
456,Gesundheit::N,روغتیا,ಆರೋಗ್ಯ
457,Krankheit::N,مرض,ರೋಗ
458,Krankheit::N,ناروغي,ರೋಗ
459,Schmerz::N,درد,ನೋವು
460,Wunde::N,ټپ,ಗಾಯ
461,Wunde::N,زخم,ಗಾಯ
462,Fieber::N,تبه,ಜ್ವರ
463,Arznei::N,دوا,ಔಷಧ
464,Arznei::N,دارو,ಔಷಧ
465,Brücke::N,پول,ಸೇತುವೆ
466,Brunnen::N,څاه,ಬಾವಿ
467,Brunnen::N,کوهی,ಬಾವಿ
468,Weide::N,وله,ಗೋಮಾಳ
469,Pfad::N,تړه,ದಾರಿ
470,Weg::N,لیار,ಹಾದಿ
471,Straße::N,سړک,ರಸ್ತೆ
472,Dorf::N,کلی,ಹಳ್ಳಿ
473,Stadt::N,ښار,ಪಟ್ಟಣ
474,Brief::N,لیک,ಕಾಗದ
475,Brief::N,مکتوب,ಕಾಗದ
476,Buch::N,کتاب,ಪುಸ್ತಕ
477,Buchstabe::N,حرف,ಅಕ್ಷರ
478,Buchstabe::N,توری,ಅಕ್ಷರ
479,Zeitung::N,اخبار,ವಾರ್ತಾಪತ್ರಿಕೆ
480,Leben::N,ژوند,ಜೀವನ
481,Tod::N,مرګ,ಮರಣ
482,Tod::N,مړینه,ಮರಣ
483,Grab::N,قبر,ಗೋರಿ
484,Grab::N,ډورۍ,ಗೋರಿ
485,Kirche::N,کلیسا,ಚರ್ಚು
486,Sünde::N,ګناه,ಪಾಪ
487,Gott::N,خدای,ದೇವರು
488,Arbeiter::N,کاریګر,ಕೆಲಸಗಾರ
489,Chef::N,آمر,ದಣಿ
490,Meister::N,استاد,ಶಿಕ್ಷಕ
491,Arzt::N,طبیب,ವೈದ್ಯ
492,Arzt::N,ډاکټر,ವೈದ್ಯ
493,Lehrer::N,معلم,ಉಪಾಧ್ಯಾಯ
494,Lehrer::N,ښوونکی,ಉಪಾಧ್ಯಾಯ
495,Geld::N,پیسې,ಹಣ
496,Geschäft::N,سوداګري,ವಾಣಿಜ್ಯ
497,Laden::N,دکان,ಅಂಗಡಿ
498,Laden::N,مغازه,ಅಂಗಡಿ
499,Preis::N,بیه,ಬೆಲೆ
500,Ware::N,مال,ಸರಕು
501,Nutzen::N,ګټه,ಲಾಭ
502,Reichtum::N,شتمني,ಸಂಪತ್ತು
503,Welt::N,نړۍ,ಭೂಲೋಕ
504,Welt::N,دنیا,ಭೂಲೋಕ
505,Land::N,هېواد,ದೇಶ
506,Staat::N,دولت,ರಾಜ್ಯ
507,König::N,باچا,ರಾಜ
508,König::N,پادشاه,ರಾಜ
509,Macht::N,قدرت,ಅಧಿಕಾರ
510,Grenze::N,حد,ಗಡಿ
511,Grenze::N,سرحد,ಗಡಿ
512,Krieg::N,جګړه,ಯುದ್ಧ
513,Feind::N,دښمن,ಶತ್ರು
514,Gewalt::N,زور,ಹಿಂಸೆ
515,Gewalt::N,تشدد,ಹಿಂಸೆ
516,Kampf::N,جنګ,ಹೋರಾಟ
517,Kampf::N,مبارزه,ಹೋರಾಟ
518,Bogen[Waffe]::N,لیندۍ,ಬಿಲ್ಲು
519,Pfeil::N,غشی,ಅಂಬು
520,Gewehr::N,ټوپک,ಬಂದೂಕು
521,Fehler::N,خطا,ತಪ್ಪು
522,Fehler::N,غلطي,ತಪ್ಪು
523,Lüge::N,دروغ,ಸುಳ್ಳು
524,Schaden::N,زیان,ಹಾನಿ
525,Schaden::N,تاوان,ಹಾನಿ
526,Unglück::N,بدبختي,ಅಪಾಯ
527,Schuld::N,ګناه,ದೋಷ
528,Alter::N,منګ,ಮುಪ್ಪು
529,Schluss::N,اخر,ಮುಕ್ತಾಯ
530,Zeit::N,وخت,ಕಾಲ
531,Tag::N,ورځ,ದಿನ
532,Morgen::N,سبا,ಮುಂಜಾನೆ
533,Morgen::N,سهار,ಮುಂಜಾನೆ
534,Mittag::N,غرمه,ನಡುಹಗಲು
535,Abend::N,ماښام,ಸಂಜೆ
536,Nacht::N,شپه,ರಾತ್ರಿ
537,Woche::N,اونۍ,ವಾರ
538,Monat::N,مياشت,ತಿಂಗಳು
539,Jahr::N,کال,ಸಂವತ್ಸರ
540,Frühling::N,پسرلی,ವಸಂತ
541,Sommer::N,دوبی,ಬಿಸಿಲುಕಾಲ
542,Herbst::N,منی,ಶರತ್ಕಾಲ
543,Herbst::N,خزان,ಶರತ್ಕಾಲ
544,Winter::N,ژمی,ಚಳಿಗಾಲ
545,Januar::N,جنوري,ನಾಲ್ಚಳಿ
546,Februar::N,فبروري,ಅಯ್ಚಳಿ
547,März::N,مارچ,ಮೊಬ್ಬೇಸಿಗೆ
548,April::N,اپریل,ಇಬ್ಬೇಸಿಗೆ
549,Mai::N,مې,ಮುಬ್ಬೇಸಿಗೆ
550,Juni::N,جون,ಮೊಮ್ಮಳೆ
551,Juli::N,جولای,ಇಮ್ಮಳೆ
552,August::N,اګست,ಮುಮ್ಮಳೆ
553,September::N,سپټامبر,ನಾಲ್ಮಳೆ
