,Concept_ID,ar,myv
795,vor::PRP,أمام,икеле
796,hinter::PRP,خلف,вельде
797,hinter::PRP,وراء,вельде
798,unter::PRP,تحت,ало
799,durch::PRP,عبر,пачк
800,durch::PRP,خلال,пачк
801,neben::PRP,جنب,вакссо
802,neben::PRP,بجانب,вакссо
803,zwischen::PRP,بين,ютксо
804,wegen::PRP,بسبب,кис
805,wegen::PRP,بسبب,коряс
806,wegen::PRP,بسبب,кувалт
807,dies::PRN,هذا,те
808,das::PRN,ذلك,те
809,das::PRN,ذلك,тона
810,alles::PRN,الكل,весе
811,alles::PRN,الكل,весемесь
812,ich::PRN,أنا,мон
813,du::PRN,أنت,тон
814,er::PRN,هو,сон
815,wir::PRN,نحن,минь
816,ihr::PRN,أنتم,тынь
817,ihr::PRN,أنتن,тынь
818,sie::PRN,هم,сынь
819,sie::PRN,هن,сынь
820,was::FPRN,ما,мезе
821,wer::FPRN,من,ки
822,wo::FADV,أين,косо
823,wohin::FADV,إلى أين,ков
824,wohin::FADV,إلى أين,козо
825,wie::FADV,كيف,кода
826,warum::FADV,لماذا,мекс
827,wieviel::FNUM,كم,зяро
828,eins::NUM,واحد,вейке
829,zwei::NUM,اثنين,кавто
830,drei::NUM,ثلاثة,колмо
831,vier::NUM,أربعة,ниле
832,fünf::NUM,خمسة,вете
833,sechs::NUM,ستة,кото
834,sieben::NUM,سبعة,сисем
835,acht::NUM,ثمانية,кавксо
836,neun::NUM,تسعة,вейксэ
837,zehn::NUM,عشرة,кемень
838,elf::NUM,أحد عشر,кевейкее
839,zwölf::NUM,اثنا عشر,кемгавтово
840,zwanzig::NUM,عشرون,комсь
841,dreißig::NUM,ثلاثون,колоньгемень
842,vierzig::NUM,أربعون,ниленьгемень
843,fünfzig::NUM,خمسون,ведьгемень
844,sechzig::NUM,ستون,кодгемень
845,siebzig::NUM,سبعون,сизьгемень
846,achtzig::NUM,ثمانون,кавксоньгемень
847,neunzig::NUM,تسعون,вейксэньгемень
848,hundert::NUM,مئة,сядо
849,tausend::NUM,ألف,тыща
850,und::CNJ,و,ды
851,oder::CNJ,أو,или
852,stehen::V,وقف,аштемс стядо
853,sitzen::V,جلس,аштемс озадо
854,liegen::V,رقد,мадезь аштемс
855,hängen::V,تعلق,нурьгемс
856,werden::V,صار,арамс
857,werden::V,أصبح,арамс
858,passieren::V,حدث,лисэмс
859,beginnen::V,ابتدأ,ушодомс
860,enden::V,انتهى,лоткамс
861,wechseln::V,تغير,полавтнемс
862,aufgehen[Sonne]::V,شرق,лисемс
863,aufgehen[Sonne]::V,شرق,стямс
864,untergehen[Sonne]::V,غرب,валгомс
865,scheinen[Sonne]::V,أضاء,валдомтомс
866,donnern::V,رعد,цярномс
867,donnern::V,رعد,галдордомс
868,wehen::V,هب,пувамс
869,strömen::V,جرى,чудемс
870,fließen::V,سال,чудемс
871,sich drehen::V,دار,велямс
872,schwanken::V,ترنح,лыкамс
873,schwanken::V,ترنح,якамс
874,schwingen::V,ترجح,нурсемс
875,schwingen::V,ترجح,лыкамс
876,fallen::V,سقط,прамс
877,fallen::V,سقط,сяворемс
878,brennen::V,احترق,паломс
879,rauchen::V,دخن,качадомс
880,regnen::V,أمطر,пиземс
881,gefrieren::V,تجمد,кельмемс
882,tauen::V,ذاب,соламс
883,schmelzen::V,ذاب,соламс
884,trocknen::V,نشف,коськемс
885,sieden::V,غلى,лакамс
886,sieden::V,غلى,пиксемс
887,faulen::V,فسد,наксадомс
888,verfaulen::V,تعفن,наксадомс
889,reißen::V,انقطع,сезневемс
890,versinken::V,غرق,ваямс
891,vergehen::V,مضى,ютамс
892,erscheinen::V,لاح,лисемс
893,erscheinen::V,ظهر,лисемс
894,verschwinden::V,غاب,ёмамс
895,sinken::V,هبط,явамс
896,abnehmen::V,نقص,киремемс
897,zunehmen::V,ازداد,ламолгадомс
898,zunehmen::V,ازداد,раштамс
899,steigen::V,صعد,куземс
900,steigen::V,صعد,кепсевемс
901,steigen::V,ارتفع,куземс
902,steigen::V,ارتفع,кепсевемс
903,wachsen::V,نما,касомс
904,wachsen::V,نبت,касомс
905,glänzen::V,لمع,цитнемс
906,funkeln::V,تلألأ,пиндолдомс
907,funkeln::V,تلألأ,цивтёрдомс
908,lärmen::V,ضج,шалномс
909,lärmen::V,صخب,шалномс
910,läuten::V,قرع,гайгезевемс
911,klingeln::V,دق,чавомс баягас
912,klirren::V,قعقع,калдордомс
913,klirren::V,قعقع,кальцяемс
914,brausen::V,عج,лакамс
915,rauschen::V,حف,лажномс
916,klingen::V,رن,гайгемс
917,bellen::V,نبح,онгомс
918,heulen::V,عوى,урномс
919,blasen::V,نفخ,пувамс
920,pfeifen::V,صفر,вешкемс
921,schreien::V,صرخ,пижнемс
922,stöhnen::V,أن,кувсемс
923,zittern::V,ارتعش,тарномс
924,leben::V,عاش,эрямс
925,geboren werden::V,ولد,чачомс
926,atmen::V,تنفس,лексемс
927,trinken::V,شرب,симемс
928,essen::V,أكل,ярсамс
929,schlucken::V,جرع,нилемс
930,schlucken::V,جرع,порнемс
931,müde werden::V,تعب,сиземс
932,einschlafen::V,نام,матедевемс
933,schlafen::V,نام,удомс
934,aufwachen::V,استيقظ,сыргоземс
935,aufstehen::V,قام,стямс
936,sich erholen::V,استجم,оймсемс
937,krank werden::V,مرض,сэредезевемс
938,krank sein::V,مرض,сэредемс
939,schmerzen::V,آلم,сэредемс
940,husten::V,كح,козомс
941,husten::V,سعل,козомс
942,genesen::V,نقه,пичкамс
943,sterben::V,مات,куломс
944,umkommen::V,هلك,чавовомс
945,umkommen::V,هلك,ёмамс
946,sich bewegen::V,تحرك,шаштомс
947,sich rühren::V,تحرك,сыргамс
948,sich erheben::V,قام,куземс
949,sich setzen::V,جلس,озамс
950,hinfallen::V,وقع,прамс
951,hinfallen::V,وقع,сяворемс
952,laufen::V,مشى,якамс
953,schreiten::V,خطا,эскелямс
954,schreiten::V,خطا,молемс
955,spazierengehen::V,تنزه,якамс
956,eilen::V,عجل,эрзкалемс
957,eilen::V,عجل,капшамс
958,sich beeilen::V,استعجل,капшамс
959,sausen::V,أسرع,ливтямс
960,rennen::V,عدا,чийнемс
961,rennen::V,عدا,ардтнемс
962,rennen::V,ركض,чийнемс
963,rennen::V,ركض,ардтнемс
964,springen::V,قفز,кирнявтнемс
965,klettern::V,تسلق,куземс
966,schaukeln::V,تأرجح,нурямс
967,kriechen::V,دب,ёзмолдомс
968,kriechen::V,زحف,ёзмолдомс
969,schwimmen::V,سبح,уемс
970,tauchen::V,غطس,чопавтомс
971,tauchen::V,غطس,чопавтнемс
972,rudern::V,جذف,миледемс
973,fahren::V,ركب,ардомс
974,fahren::V,سافر,ардомс
975,fliegen::V,طار,ливтямс
976,gehen::V,سار,туемс
977,gehen::V,سار,молемс
978,gehen::V,ذهب,туемс
979,gehen::V,ذهب,молемс
980,weggehen::V,ذهب,туемс
981,weggehen::V,انصرف,туемс
982,abfahren::V,رحل,туемс
983,anhalten::V,توقف,лоткамс
984,hineingehen::V,دخل,совамс
985,eintreten::V,دخل,совамс
986,eintreten::V,دخل,эскельдямс
987,kommen::V,أتى,самс
988,kommen::V,جاء,самс
989,ankommen::V,وصل,самс
990,ankommen::V,وصل,пачкодемс
991,zurückkommen::V,عاد,велявтомс
992,zurückkommen::V,رجع,велявтомс
993,bleiben::V,مكث,кадовомс
994,warten::V,انتظر,учомс
995,erwarten::V,ترقب,учомс
996,erwarten::V,انتظر,учомс
997,suchen::V,بحث,вешнемс
998,finden::V,وجد,муемс
999,versuchen::V,حاول,варштамс
1000,vorbereiten::V,أعد,анокстамс
1001,vorbereiten::V,حضر,анокстамс
1002,lieben::V,أحب,вечкемс
1003,mögen::V,أحب,вечкемс
1004,lachen::V,ضحك,пейдемс
1005,rühren::V,أثر,токамс седейс
1006,weinen::V,بكى,авардемс
1007,schimpfen::V,سب,сёвномс
1008,schimpfen::V,شتم,сёвномс
1009,sich ärgern::V,زعل,кежиявтнемс
1010,sich fürchten::V,هاب,пелемс
1011,fürchten::V,خاف,пелемс
1012,fürchten::V,خشي,пелемс
1013,fliehen::V,هرب,оргодемс
1014,flüchten::V,فر,ворьгодемс
1015,flüchten::V,فر,чадомс
1016,sehen::V,رأى,неемс
1017,anschauen::V,نظر,ваномс
1018,ansehen::V,نظر,ваномс
1019,hören::V,سمع,марямс
1020,zuhören::V,أصغى,кунсоломс
1021,probieren::V,ذاق,варшамс
1022,riechen::V,شم,никсемс
1023,riechen::V,استنشق,никсемс
1024,fühlen::V,شعر,марямс
1025,scheinen::V,ظهر,марявомс
1026,zu sehen sein::V,ظهر,неявомс
1027,vernehmen::V,سمع,марямс
1028,frieren::V,بردان,кельмемс
1029,tun::V,فعل,теемс
1030,können::V,قدر,маштомс
1031,können::V,استطاع,маштомс
1032,wollen::V,شاء,бажамс
1033,wollen::V,أراد,бажамс
1034,anfangen::V,بدأ,кармамс
1035,beenden::V,أنهى,прядомс
1036,aufhören::V,توقف,лоткамс
1037,aufhören::V,انقطع,лоткамс
1038,gelingen::V,نجح,удаламс
1039,geraten::V,طلع,лисемс
1040,öffnen::V,فتح,панжомс
1041,schließen::V,أغلق,пекстамс
1042,schließen::V,أغلق,сёлгомс
1043,schließen::V,أغلق,конямс
1044,stellen::V,وضع,аравтомс
1045,stellen::V,أقام,аравтомс
1046,setzen::V,أجلس,ойсевтемс
1047,setzen::V,أجلس,озавтнемс
1048,legen::V,وضع,путомс
1049,berühren::V,مس,токамс
1050,berühren::V,لمس,токамс
1051,verbinden::V,ربط,содомс
1052,verbinden::V,وصل,содомс
1053,bedecken::V,غطى,вельтямс
1054,aufhängen::V,علق,понгавтомс
1055,anzünden::V,أوقد,кирвастемс
1056,aufheben::V,لقط,кепедемс
1057,zurücklassen::V,ترك,кадомс
1058,verlieren::V,فقد,ёмавтомс
1059,fallen lassen::V,أسقط,правтомс
1060,machen::V,فعل,теемс
1061,herstellen::V,صنع,анокстамс
1062,herstellen::V,أنتج,анокстамс
1063,bauen::V,بنى,путомс
1064,bauen::V,شيد,путомс
1065,reparieren::V,صلح,витемс
1066,verbessern::V,صحح,паролгавтомс
1067,verbessern::V,صحح,вадрялгавтомс
1068,ändern::V,غير,полавтомс
1069,graben::V,حفر,чувомс
1070,graben::V,حفر,таргамс
1071,beugen::V,ثنى,мендемс
1072,beugen::V,أحنى,мендемс
1073,biegen::V,لوى,комавтомс
1074,drehen::V,أدار,чаравтомс
1075,drehen::V,أدار,велявтнемс
1076,drehen::V,دور,чаравтомс
1077,drehen::V,دور,велявтнемс
1078,wenden::V,قلب,велявтомс
1079,umdrehen::V,قلب,велявтомс
1080,heben::V,رفع,кепедемс
1081,hochheben::V,رفع,кепедемс
1082,ergreifen::V,مسك,кундамс
1083,halten::V,مسك,кирдемс
1084,drücken::V,ضغط,нуемс
1085,schieben::V,حرك,шаштомс
1086,kratzen::V,خدش,ангордамс
1087,lecken::V,لعق,нолсемс
1088,beißen::V,عض,сускомс
1089,abreißen::V,قلع,сеземс
1090,abschneiden::V,قطع,печкемс
1091,binden::V,ربط,кодамс
1092,binden::V,ربط,сюлмамс
1093,stecken::V,دس,сялгомс
1094,brechen::V,كسر,синдемс
1095,brechen::V,كسر,калавтомс
1096,klopfen::V,طرق,калтаямс
1097,hauen::V,ضرب,чавомс
1098,kleben::V,ألصق,педявтнемс
1099,reiben::V,حك,ёзамс
1100,streichen::V,نشر,вадемс
1101,schleifen::V,سن,човамс
1102,schneiden::V,قطع,керямс
1103,rütteln::V,رج,чукамс
1104,rütteln::V,رج,лыкавтомс
1105,schütteln::V,هز,чукамс
1106,schwenken::V,لوح,яхолемс
1107,schütten::V,صب,каямс
1108,füllen::V,ملأ,пештямс
1109,einwickeln::V,لف,тапарямс
1110,tragen::V,حمل,кандомс
1111,schleppen::V,سحب,ускомс
1112,ziehen::V,سحب,ускомс
1113,aufbewahren::V,حفظ,ванстомс
1114,werfen::V,رمى,ёртомс
1115,werfen::V,ألقى,ёртомс
1116,fangen::V,التقط,кундамс
1117,packen::V,مسك,кундамс
1118,verstecken::V,خبأ,кекшемс
1119,teilen::V,قسم,явомс
1120,schicken::V,بعث,кучомс
1121,schicken::V,أرسل,кучомс
1122,bringen::V,جلب,кандомс
1123,hinzufügen::V,أضاف,путомс
1124,hinzufügen::V,أضاف,максомс
1125,bekommen::V,حصل,саемс
1126,erhalten::V,استلم,саемс
1127,nehmen::V,أخذ,саемс
1128,wählen::V,اختار,кочкамс
1129,auswählen::V,انتقى,кочкамс
1130,bewahren::V,حافظ,ванстомс
1131,behindern::V,عاق,кирдемс
1132,verderben::V,أفسد,коламс
1133,beschädigen::V,أضر,теемс зыян
1134,zerbrechen::V,كسر,коламс
1135,zerreißen::V,مزق,сеземс
1136,zerstören::V,دمر,калавтомс
1137,verbrennen::V,حرق,пултамс
1138,geben::V,أعطى,максомс
1139,reichen::V,ناول,максомс
1140,schenken::V,وهب,каземс
1141,versprechen::V,وعد,алтамс
1142,wünschen::V,تمنى,арсемс
1143,loben::V,مدح,шнамс
1144,küssen::V,قبل,палсемс
1145,wiegen::V,هدهد,нурсемс
1146,zudecken::V,غطى,тавадомс
1147,zudecken::V,غطى,вельтямс
1148,wecken::V,أيقظ,стявтомс
1149,zeigen::V,أرى,невтемс
1150,führen::V,دل,ветямс
1151,lehren::V,علم,тонавтомс
1152,unterrichten::V,علم,тонавтомс
1153,aufziehen::V,ربى,трямс
1154,aufziehen::V,ربى,кастомс
1155,leiten::V,دل,ветямс
1156,leiten::V,دل,азоркстамс
1157,leiten::V,أدار,ветямс
1158,leiten::V,أدار,азоркстамс
1159,antreiben::V,حث,ветямс
1160,lassen::V,حدا,кармавтомс
1161,einladen::V,دعا,тердемс
1162,vereinigen::V,وحد,вейсэндямс
1163,vereinigen::V,وحد,вейс путомс
1164,vereinigen::V,وحد,вейс пурнамс
1165,besuchen::V,زار,варштамс
1166,treffen::V,قابل,вастомс
1167,sich versammeln::V,اجتمع,промокшномс
1168,spielen::V,لعب,налксемс
1169,singen::V,غنى,морамс
1170,tanzen::V,رقص,киштемс
1171,sich trennen::V,افترق,явомс
1172,verlassen::V,ترك,кадомс
1173,retten::V,نجى,идемс
1174,retten::V,أنقذ,идемс
1175,bewachen::V,حرس,ванстомс
1176,schützen::V,حمى,аштемс
1177,verteidigen::V,دافع,ваномс
1178,sich schlagen::V,تضارب,тюремс
1179,schießen::V,أطلق,ледемс
1180,siegen::V,انتصر,изнямс
1181,ärgern::V,أزعل,кежейгавтомс
1182,schlagen::V,ضرب,токамс
1183,treten::V,رفس,тапамс
1184,stechen::V,شك,пупамс
1185,stoßen::V,دفع,тулкадемс
1186,stehlen::V,سرق,саламс
1187,stören::V,ضايق,пирямс ки
1188,belästigen::V,أزعج,а максомс
1189,belästigen::V,أزعج,а кадомс оймамо
1190,verbergen::V,كتم,сёпомс
1191,verbergen::V,كتم,кекшемс
1192,täuschen::V,خدع,манямс
1193,betrügen::V,غش,манчемс
1194,töten::V,قتل,чавномс
1195,töten::V,قتل,маштнемс
1196,wohnen::V,سكن,эрямс
1197,arbeiten::V,عمل,важодемс
1198,arbeiten::V,اشتغل,важодемс
1199,sammeln::V,جمع,пурнамс
1200,pflücken::V,جنى,ноцковтнемс
1201,pflücken::V,قطف,ноцковтнемс
1202,jagen::V,صاد,кундамс
1203,fischen::V,اصطاد,калонь кундамс
1204,fassen::V,قبض,кундамс
1205,hüten::V,رعى,ваномс
1206,treiben::V,ساق,панемс
1207,anbinden::V,ربط,сюлмамс
1208,füttern::V,علف,андомс
1209,melken::V,حلب,потявтомс
1210,hacken::V,فرم,лазномс
1211,gießen::V,سقى,валомс
1212,reifen::V,نضج,кенеремс
1213,zubereiten::V,حضر,анокстамс
1214,kochen::V,طبخ,пидемс
1215,backen::V,خبز,пидемс
1216,braten::V,قلى,пуштамс
1217,braten::V,حمر,пуштамс
1218,umrühren::V,قلب,човорямс
1219,stricken::V,حاك,кодамс
1220,nähen::V,خاط,стамс
1221,färben::V,صبغ,артомс
1222,färben::V,لون,артомс
1223,reinigen::V,نظف,урядамс
1224,waschen::V,غسل,муськемс
1225,abwischen::V,مسح,нардамс
1226,spülen::V,شطف,ёрвалдомс
1227,fegen::V,كنس,тенсемс
1228,kehren::V,كنس,тенсемс
1229,baden::V,استحم,экшелямс
1230,sich waschen::V,اغتسل,шлямс
1231,ausziehen::V,خلع,кайсевтемс
1232,anziehen::V,لبس,оршамс
1233,sich anziehen::V,اكتسى,оршамс
1234,kämmen::V,مشط,судрямс
1235,schmücken::V,زين,мазылгавтомс
1236,schmücken::V,زين,наряжамс
1237,sagen::V,قال,меремс
1238,sprechen::V,تكلم,кортамс
1239,reden::V,تكلم,кортамс
1240,sich unterhalten::V,تحادث,кортнемс
1241,fragen::V,سأل,кевкстемс
1242,bitten::V,رجا,вешемс
1243,erzählen::V,حكي,ёвтнемс
1244,mitteilen::V,بلغ,ёвтамс
1245,nennen::V,سمى,лемдемс
1246,nennen::V,سمى,путомс лем
1247,rufen::V,نادى,тердемс
1248,rufen::V,نادى,серьгедемс
1249,prahlen::V,فشر,шнамс пря
1250,prahlen::V,تفاخر,шнамс пря
1251,übersetzen::V,ترجم,ютавтомс
1252,denken::V,فكر,арсемс
1253,glauben::V,اعتقد,кемемс
1254,bemerken::V,لاحظ,неемс
1255,erkennen::V,عرف,содамс
1256,begreifen::V,فهم,пачкодемс
1257,begreifen::V,أدرك,пачкодемс
1258,verstehen::V,فهم,чарькодемс
1259,lernen::V,درس,тонавтнемс
1260,wissen::V,علم,содамс
1261,sich erinnern an::V,تذكر,ледстямс
1262,vergessen::V,نسي,стувтомс
1263,messen::V,قاس,онкстнемс
1264,zählen::V,عد,ловомс
1265,zählen::V,أحصى,ловомс
1266,rechnen::V,حسب,ловомс
1267,lesen::V,قرأ,ловномс
1268,malen::V,صور,рисовамс
1269,zeichnen::V,رسم,рисовамс
1270,schreiben::V,كتب,сёрмадомс
1271,besitzen::V,حاز,улемс
1272,besitzen::V,حاز,улемс азорокс
1273,besitzen::V,ملك,улемс
1274,besitzen::V,ملك,улемс азорокс
1275,kaufen::V,اشترى,рамамс
1276,verkaufen::V,باع,миемс
1277,bezahlen::V,دفع,пандомс
1278,zahlen::V,سدد,пандомс
1279,beherrschen::V,حكم,азоркстамс
1280,ertragen::V,أطاق,кирдемс
1281,ertragen::V,تحمل,кирдемс
