,Concept_ID,ta,et
696,kaum::ADV,அரிதாக,vaevalt
697,sehr::ADV,மிக்க,väga
698,so::ADV,மிகவும்,nii
699,noch::ADV,இப்பொழுதும்,veel
700,nur::ADV,மட்டும்,ainult
701,schon::ADV,ஏற்கனவே,juba
702,wieder::ADV,மறுபடியும்,jälle
703,vergebens::ADV,வீண்,asjata
704,vor::PRP,முன்,ees
705,hinter::PRP,பின்பக்கம்,taha
706,unter::PRP,கீழே,all
707,durch::PRP,ஊடே,läbi
708,durch::PRP,ஊடே,kaudu
709,neben::PRP,அடுத்து,kõrval
710,zwischen::PRP,இடையில்,vahel
711,wegen::PRP,ஏனெனில்,tõttu
712,wegen::PRP,ஏனெனில்,pärast
713,dies::PRN,இது,see
714,das::PRN,அது,see
715,alles::PRN,ஒவ்வொன்றும்,kõik
716,ich::PRN,நான்,mina
717,du::PRN,நீ,sina
718,er::PRN,அவன்,tema
719,wir::PRN,நாம்,me
720,wir::PRN,நாங்கள்,me
721,ihr::PRN,நீங்கள்,te
722,sie::PRN,அவர்கள்,nad
723,was::FPRN,என்ன,mis
724,wer::FPRN,யார்,kes
725,wo::FADV,எங்கே,kus
726,wohin::FADV,எதற்கு,kuhu
727,wie::FADV,எப்படி,kuidas
728,warum::FADV,ஏன்,miks
729,wieviel::FNUM,எவ்வளவு,mitu
730,wieviel::FNUM,எவ்வளவு,kui palju
731,eins::NUM,ஒன்று,üks
732,zwei::NUM,இரண்டு,kaks
733,drei::NUM,மூன்று,kolm
734,vier::NUM,நான்கு,neli
735,fünf::NUM,ஐந்து,viis
736,sechs::NUM,ஆறு,kuus
737,sieben::NUM,ஏழு,seitse
738,acht::NUM,எட்டு,kaheksa
739,neun::NUM,ஒன்பது,üheksa
740,zehn::NUM,பத்து,kümme
741,elf::NUM,பதினொன்று,üksteist
742,zwölf::NUM,பன்னிரண்டு,kaksteist
743,zwanzig::NUM,இருபது,kakskümmend
744,dreißig::NUM,முப்பது,kolmkümmend
745,vierzig::NUM,நாற்பது,nelikümmend
746,fünfzig::NUM,ஐமபது,viiskümmend
747,sechzig::NUM,அறுபது,kuuskümmend
748,siebzig::NUM,எழுபது,seitsekümmend
749,achtzig::NUM,எண்பது,kaheksakümmend
750,neunzig::NUM,தொன்னூறு,üheksakümmend
751,hundert::NUM,நூறு,sada
752,tausend::NUM,ஆயிரம்,tuhat
753,und::CNJ,மற்றும்,ja
754,oder::CNJ,அல்லது,või
755,stehen::V,நில்,seisma
756,sitzen::V,உட்கார்,istuma
757,liegen::V,படு,lamama
758,hängen::V,தொங்கச் செய்,rippuma
759,werden::V,ஆகு,saama
760,werden::V,ஆகு,hakkama
761,passieren::V,நிகழ்,juhtuma
762,beginnen::V,ஆரம்பி,algama
763,beginnen::V,ஆரம்பி,hakkama
764,enden::V,முடி,lõppema
765,wechseln::V,மாற்று,vahelduma
766,aufgehen[Sonne]::V,உயர எழு,tõusma
767,untergehen[Sonne]::V,பொறுத்து,loojuma
768,scheinen[Sonne]::V,பிரகாசி,paistma
769,donnern::V,இடி,kõmisema
770,wehen::V,வீசு,puhuma
771,strömen::V,பாயதல்,voolama
772,fließen::V,நீரோட்டம் போக்கில் போ,voolama
773,sich drehen::V,சுழல்,pöörduma
774,schwanken::V,தள்ளாடு,kõikuma
775,schwingen::V,ஆடு,võnkuma
776,fallen::V,விழு,langema
777,brennen::V,எரி,põlema
778,rauchen::V,பகை பிடி,suitsema
779,regnen::V,மழை பெய்,sadama
780,gefrieren::V,உறைந்துவிடு,kinni külmuma
781,tauen::V,உருகு,sulama
782,schmelzen::V,உருகு,sulama
783,trocknen::V,உலர்த்து,kuivama
784,sieden::V,கொதிக்க வை,keema
785,faulen::V,அழுகச் செய்,mädanema
786,verfaulen::V,அழுகச் செய்,mädanema
787,reißen::V,திடீரென அறு,rebenema
788,versinken::V,மூழ்கு,uppuma
789,vergehen::V,கடந்துசெல்,mööduma
790,erscheinen::V,தோன்றச்,ilmuma
791,verschwinden::V,மறைந்து போ,kaduma
792,sinken::V,பதைவுறு,vajuma
793,sinken::V,பதைவுறு,langema
794,abnehmen::V,குறை,vähenema
795,abnehmen::V,குறை,kahenema
796,zunehmen::V,உயர்த்து,kasvama
797,steigen::V,உயர எழு,tõusma
798,steigen::V,உயர எழு,üles minema
799,wachsen::V,வளர்,kasvama
800,glänzen::V,மிளிர்,läikimä
801,funkeln::V,பிரகாசி,sädelema
802,lärmen::V,கொம்பு,lärmama
803,läuten::V,மணியொலியிசை,helisema
804,klingeln::V,மணி அடி,helisema
805,klirren::V,கிலுங்கு,kõlisema
806,brausen::V,இரைதல்,kohisema
807,rauschen::V,சலசலப்பு,kohisema
808,klingen::V,சிலம்புதல்,kõlama
809,bellen::V,குரை,haukuma
810,heulen::V,ஊளையிடு,uluma
811,blasen::V,ஊது,puhuma
812,pfeifen::V,சீழ்க்கை எழப்பு,vilistama
813,schreien::V,கூச்சலிடு,karjuma
814,stöhnen::V,வேதனை,oigama
815,zittern::V,நடுங்கு,värisema
816,leben::V,உயிருடனிரு,elama
817,leben::V,உயிருடனிரு,elus olema
818,geboren werden::V,பிற,sündima
819,atmen::V,சுவாசி,hingama
820,trinken::V,குடி,jooma
821,essen::V,சாப்பிடு,sööma
822,schlucken::V,முழுங்கு,neelama
823,müde werden::V,கையயர்தல்,väsima
824,einschlafen::V,தூங்க,uinuma
825,schlafen::V,தூங்கு,magama
826,aufwachen::V,எழுப்பு,ärkama
827,aufstehen::V,எழுந்திரு,ärkama
828,aufstehen::V,எழுந்திரு,üles tõusma
829,sich erholen::V,இளைப்பாறு,puhkama
830,krank werden::V,விழுதல்,haigestuma
831,krank werden::V,விழுதல்,haigeks jääma
832,krank sein::V,நருக்கலாயிருக்க,haige olema
833,schmerzen::V,நோவுறு,valutama
834,husten::V,இருமு,köhima
835,genesen::V,குணம் அடை,toibuma
836,sterben::V,மரணமடை,surema
837,umkommen::V,நசி,surma saama
838,sich bewegen::V,நகர்த்து,liikuma
839,sich rühren::V,அசை,liikuma
840,sich erheben::V,எழுந்து நில்,kerkima
841,sich setzen::V,உட்கார்,istet võtma
842,hinfallen::V,விழு,kukkuma
843,hinfallen::V,விழு,maha kukkuma
844,laufen::V,நட,kõndima
845,schreiten::V,கவடுவைத்தல்,astuma
846,spazierengehen::V,உலவு,jalutama
847,eilen::V,விரைந்து,ruttama
848,eilen::V,விரைந்து,kiirustama
849,sich beeilen::V,அவசரப்படுத்து,ruttama
850,sich beeilen::V,அவசரப்படுத்து,kiirustama
851,sausen::V,விரைந்து செல்,kihutama
852,sausen::V,விரைந்து செல்,tormama
853,rennen::V,ஓடு,jooksma
854,rennen::V,ஓடு,kihutama
855,springen::V,குதி,hüppama
856,klettern::V,ஏறு,ronima
857,schaukeln::V,தள்ளாடு,kiikuma
858,kriechen::V,மெதுவாக நடந்து செல்,roomama
859,schwimmen::V,நீந்து,ujuma
860,tauchen::V,மூழ்கி நீச்சலடி,sukelduma
861,rudern::V,துடுப்புப் போடு,sõudma
862,fahren::V,ஓட்டு,sõitma
863,fliegen::V,பற,lendama
864,gehen::V,போ,käima
865,gehen::V,போ,minema
866,weggehen::V,விலகிச் செல்,ära minema
867,weggehen::V,விலகிச் செல்,välja minema
868,abfahren::V,புறப்பட்டுச் செல்,väljuma
869,abfahren::V,புறப்பட்டுச் செல்,ära sõitma
870,anhalten::V,நின்றுவிடு,peatuma
871,hineingehen::V,மறையச் செய்,sisenema
872,hineingehen::V,மறையச் செய்,sisse minema
873,eintreten::V,நுழை,sisenema
874,eintreten::V,நுழை,sisse astuma
875,kommen::V,வா,tulema
876,ankommen::V,வநது சேர்,saabuma
877,zurückkommen::V,திரும்பி வா,tagasi tulema
878,bleiben::V,இரு,jääma
879,warten::V,தாமதி,ootama
880,erwarten::V,எதிர்நோக்கு,ootama
881,erwarten::V,எதிர்நோக்கு,lootma
882,suchen::V,தேடு,otsima
883,finden::V,கண்டுபிடி,leidma
884,versuchen::V,முயற்சி செய்,püüdma
885,versuchen::V,முயற்சி செய்,üritama
886,versuchen::V,முயற்சி செய்,katsetama
887,vorbereiten::V,ஆயத்தம் செய்,valmistama
888,lieben::V,அன்பு செலுத்து,armastama
889,mögen::V,விரும்பு,sallima
890,mögen::V,விரும்பு,meeldima
891,lachen::V,சிரி,naerma
892,rühren::V,இதயத்தைத் தொடு,liigutama
893,rühren::V,இதயத்தைத் தொடு,heldima panema
894,weinen::V,அழு,nutma
895,schimpfen::V,சாபமிடு,sõimama
896,sich ärgern::V,கோப்பபடு,ärrituma
897,sich ärgern::V,கோப்பபடு,vihastuma
898,sich fürchten::V,பயப்படு,kartma
899,sich fürchten::V,பயப்படு,hirmu tundma
900,fürchten::V,பயப்படுத்து,kartma
901,fliehen::V,ஓடு,põgenema
902,flüchten::V,தப்பிவிடு,põgenema
903,sehen::V,பார்,nägema
904,anschauen::V,கூர்ந்து கவனி,vaatama
905,ansehen::V,கவனி,vaatama
906,hören::V,கேள்,kuulma
907,zuhören::V,சுவைத்துப் பார்,kuulama
908,probieren::V,ருசி,proovima
909,riechen::V,முகர்ந்து பார்,nuusutama
910,fühlen::V,தொட்டுணர்,tundma
911,scheinen::V,காணப்படு,näida
912,scheinen::V,காணப்படு,ilmuda
913,zu sehen sein::V,தோன்றுதல்,ilmuma
914,vernehmen::V,கேள்,üle kuulama
915,frieren::V,குதுகுதுகு,külmetada
916,tun::V,செய்,tegema
917,können::V,இயல்வது,võima
918,können::V,இயல்வது,oskama
919,wollen::V,விரும்பு,tahtma
920,anfangen::V,தொடங்கு,hakkama
921,anfangen::V,தொடங்கு,alustama
922,beenden::V,முடி,lõpetama
923,aufhören::V,நிறுத்து,lakkama
924,gelingen::V,வெற்றி,õnnestuma
925,geraten::V,ஏற்படுத்து,jõudma
926,öffnen::V,திற,avama
927,schließen::V,மூடு,sulgema
928,stellen::V,வை,panema
929,stellen::V,வை,asetama
930,setzen::V,வை,panema
931,legen::V,பரப்பி வை,panema
932,legen::V,பரப்பி வை,asetama
933,berühren::V,பதி,riivama
934,berühren::V,பதி,puudutama
935,verbinden::V,சேர்,ühendama
936,bedecken::V,உறைபோடு,katma
937,aufhängen::V,தொங்கவிடு,riputama
938,anzünden::V,எரியூட்டு,süütama
939,aufheben::V,பொறுக்கி எடு,üles tõstma
940,zurücklassen::V,விட்டுச் செல்,jätma
941,verlieren::V,இழ,kaotama
942,fallen lassen::V,அளவில் குறைவு,maha pillama
943,fallen lassen::V,அளவில் குறைவு,kukkuda laskma
944,machen::V,தயார்செய்,tegema
945,herstellen::V,உற்பத்தி செய்,valmistama
946,bauen::V,கட்டு,ehitama
947,reparieren::V,பழுது பார்,parandama
948,verbessern::V,மேம்படுத்து,parandama
949,ändern::V,மாற்றி அமை,muutma
950,ändern::V,மாற்றி அமை,ümber tegema
951,graben::V,குழி வெட்டு,kaevama
952,beugen::V,வனை,painutama
953,biegen::V,வனை,painutama
954,drehen::V,சுழல்,keerama
955,wenden::V,குடைகவிழு,ümber pöörama
956,umdrehen::V,சுற்றும் முற்றும் பார்,ümber keerama
957,heben::V,தூக்கு,tõstma
958,hochheben::V,தூக்கு,üles tõstma
959,hochheben::V,தூக்கு,kõrgele tõstma
960,ergreifen::V,பறி,haarama
961,halten::V,பிடித்துக் கொள்,hoidma
962,drücken::V,அழுத்து,pigistama
963,schieben::V,தள்ளு,lükkama
964,kratzen::V,கீறு,kraapima
965,lecken::V,நக்கு,lakkuma
966,beißen::V,கடி,purema
967,beißen::V,கடி,hammustama
968,abreißen::V,கிழி,rebima
969,abreißen::V,கிழி,ära rebima
970,abschneiden::V,வெட்டி எடு,ära lõikama
971,binden::V,கட்டு,siduma
972,stecken::V,பதிய வை,pistma
973,brechen::V,உடை,murdma
974,klopfen::V,தட்டு,koputama
975,hauen::V,அடி,lööma
976,kleben::V,ஒட்டு,kleepima
977,reiben::V,தேய்,hõõruma
978,streichen::V,பரவச்செய்,silitama
979,schleifen::V,அரை,lihvima
980,schleifen::V,அரை,teritama
981,schneiden::V,துண்டாக்கு,lõikama
982,rütteln::V,மெல்ல தள்ளு,raputama
983,schütteln::V,குலுக்கு,raputama
984,schütteln::V,குலுக்கு,loksutama
985,schwenken::V,ஊஞ்சலாடு,vehkima
986,schwenken::V,ஊஞ்சலாடு,lehvitama
987,schütten::V,ஊற்று,kallama
988,füllen::V,நிரப்பு,täitma
989,einwickeln::V,சுற்று,sisse mähkima
990,tragen::V,எடுத்துச் செல்,kandma
991,schleppen::V,இழுத்துச் செல்,tassima
992,schleppen::V,இழுத்துச் செல்,lohistama
993,ziehen::V,இழு,vedama
994,ziehen::V,இழு,tõmbama
995,aufbewahren::V,வைத்துக் கொள்,säilitama
996,aufbewahren::V,வைத்துக் கொள்,alal hoidma
997,werfen::V,வீசி எறி,viskama
998,fangen::V,பிடி,püüdma
999,packen::V,பிடித்துக்கொள்,kinni haarama
1000,packen::V,பிடித்துக்கொள்,kinni võtma
1001,verstecken::V,மறை,peitma
1002,teilen::V,பாகங்களாகப் பிரி,jagama
1003,teilen::V,பாகங்களாகப் பிரி,jaotama
1004,schicken::V,அனுப்பு,saatma
1005,bringen::V,கொண்டு வா,viima
1006,hinzufügen::V,சேர்,lisama
1007,bekommen::V,பெறு,saama
1008,erhalten::V,பெறு,saama
1009,nehmen::V,எடு,võtma
1010,wählen::V,தேர்ந்தெடு,valima
1011,auswählen::V,தேர்ல்தெடு,valima
1012,bewahren::V,கெடாது பேணு,hoidma
1013,behindern::V,தடங்கல் செய்,takistama
1014,verderben::V,நாசமாக்கு,rikkuma
1015,beschädigen::V,சேதப்படுத்து,rikkuma
1016,zerbrechen::V,உடை,katki tegema
1017,zerreißen::V,கிழி,katki rebima
1018,zerstören::V,அழி,purustama
1019,verbrennen::V,எரியூட்டு,põletama
1020,geben::V,கொடு,andma
1021,reichen::V,வழங்கு,andma
1022,reichen::V,வழங்கு,ulatama
1023,schenken::V,மொயத்தல்,kinkima
1024,versprechen::V,உறுதியளி,lubama
1025,versprechen::V,உறுதியளி,tõotama
1026,wünschen::V,ஆசைப்படு,soovima
1027,loben::V,புகழ்ச்சி கூறு,kiitma
1028,küssen::V,முத்தமிடு,suudlema
1029,wiegen::V,ஆட்டுத்தல்,hällitama
1030,zudecken::V,உறைபோடு,kaanetama
1031,zudecken::V,உறைபோடு,kinni katma
1032,wecken::V,எழுப்பு,äratama
1033,zeigen::V,காட்டு,näitama
1034,führen::V,வழிகாட்டி,juhatama
1035,lehren::V,சொல்லிக் கொடு,õpetama
1036,unterrichten::V,அறிவுரை கூறு,õpetama
1037,aufziehen::V,வளர்,üles kasvatama
1038,leiten::V,அழைத்துச் செல்,juhtima
1039,antreiben::V,தூண்டு,ergutama
1040,lassen::V,விடு,laskma
1041,einladen::V,அழை,kutsuma
1042,vereinigen::V,ஒன்றாகச் சேர்,ühendama
1043,besuchen::V,வருகை புரி,külastama
1044,treffen::V,சந்தி,kohtama
1045,sich versammeln::V,தொகுப்பு,kogunema
1046,spielen::V,விளையாடு,mängima
1047,singen::V,பாடு,laulma
1048,tanzen::V,நடனமாடு,tantsima
1049,sich trennen::V,தனிப்படடுத்து,lahku minema
1050,verlassen::V,கைவிடு,maha jätma
1051,retten::V,காப்பாற்று,päästma
1052,bewachen::V,காவல் செய்,valvama
1053,schützen::V,பாதுகாப்பு செய்,kaitsma
1054,verteidigen::V,எதிர்த்து நில்,kaitsma
1055,sich schlagen::V,பூசலிடு,kaklema
1056,schießen::V,சுட்டுக் கொல்,tulistama
1057,siegen::V,வெற்றி பெறு,võitma
1058,ärgern::V,எரிச்சலூட்டு,ärritama
1059,ärgern::V,எரிச்சலூட்டு,vihastama
1060,schlagen::V,அடி,lööma
1061,treten::V,உதை,sõtkuma
1062,stechen::V,கொட்டு,pistma
1063,stechen::V,கொட்டு,torkama
1064,stoßen::V,நெருக்கு,tõukama
1065,stehlen::V,திருடு,varastama
1066,stören::V,தொல்லைகொடு,segama
1067,stören::V,தொல்லைகொடு,häirima
1068,belästigen::V,தொல்லை கொடு,ahistama
1069,verbergen::V,மறை,peitma
1070,verbergen::V,மறை,varjama
1071,täuschen::V,ஏமாற்று,petma
1072,täuschen::V,ஏமாற்று,tüssama
1073,betrügen::V,ஏமாற்று,petma
1074,betrügen::V,ஏமாற்று,tüssama
1075,betrügen::V,ஏமாற்று,truudust murtma
1076,töten::V,கொல்,tapma
1077,töten::V,கொல்,surmama
1078,wohnen::V,தங்கியிரு,elama
1079,arbeiten::V,வேலை செய்,töötama
1080,sammeln::V,ஒன்றுசேர்,koguma
1081,sammeln::V,ஒன்றுசேர்,korjama
1082,pflücken::V,கொய்து எடு,noppima
1083,jagen::V,வேட்டையாடு,jahtima
1084,fischen::V,மீன் பிடி,kalastama
1085,fischen::V,மீன் பிடி,kala püüdma
1086,fassen::V,பிடி,püüdma
1087,hüten::V,காவல் செய்,karjatama
1088,treiben::V,ஓட்டு,ajama
1089,anbinden::V,கட்டு,kinni siduma
1090,füttern::V,உணவளி,söötma
1091,melken::V,பால் கற,lüpsma
1092,hacken::V,வெட்டி எடு,raiuma
1093,hacken::V,வெட்டி எடு,lõhkuma
1094,gießen::V,நீர்ப் பாய்ச்சு,kastma
1095,reifen::V,பழு,valmima
1096,zubereiten::V,சமையல் செய்,valmistama
1097,kochen::V,வேகவை,keetma
1098,backen::V,வெப்பத்தில் வாட்டு,küpsetama
1099,braten::V,பொரியச் செய்,praadima
1100,umrühren::V,கலக்கு,segama
1101,stricken::V,பின்னியிழை,kuduma
1102,nähen::V,தையல் வேலை செய்,õmblema
1103,färben::V,வண்ணம் பெறச் செய்,värvima
1104,reinigen::V,சுத்தம் செய்,puhastama
1105,waschen::V,கழுவு,pesema
1106,abwischen::V,துடை,puhtaks pühkima
1107,spülen::V,அலசு,uhtma
1108,fegen::V,பெறுக்கு,pühkima
1109,kehren::V,பெறுக்கு,pühkima
1110,baden::V,குளி,suplema
1111,baden::V,குளி,kümblema
1112,sich waschen::V,கழுவு,end pesema
1113,ausziehen::V,கழற்று,käest võtma
1114,ausziehen::V,கழற்று,jalast võtma
1115,ausziehen::V,கழற்று,seljast võtma
1116,anziehen::V,புனைதல்,jalga panema
1117,sich anziehen::V,உடுத்துதல்,riietuma
1118,kämmen::V,தலை வாரிக் கொள்,kammima
1119,schmücken::V,அழகுபடுத்து,kaunistama
1120,sagen::V,சொல்,ütlema
1121,sprechen::V,பேசு,rääkima
1122,sprechen::V,பேசு,kõnelema
1123,reden::V,பெசு,kõnelema
1124,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,vestlema
1125,fragen::V,கேள்,küsima
1126,bitten::V,வேண்டு,paluma
1127,erzählen::V,சொல்,jutustama
1128,mitteilen::V,சொல்,teatama
1129,mitteilen::V,சொல்,teada andma
1130,nennen::V,பெயரிடுதல்,nimetama
1131,rufen::V,கூச்சலிடு,kutsuma
1132,prahlen::V,தற்பெருமை பேசு,hooplema
1133,übersetzen::V,மொழிபெயர்ப்பு செய்,tõlkima
1134,denken::V,யோசி,mõtlema
1135,glauben::V,நம்பு,uskuma
1136,bemerken::V,கவனி,märkama
1137,erkennen::V,அடையாளம் கண்டுகொள்,ära tundma
1138,begreifen::V,பற்றிக்கொள்,aru saama
1139,verstehen::V,புரிந்து கொள்,mõistma
1140,lernen::V,கற்றுக்கொள்,õppima
1141,wissen::V,தெரிந்திரு,teadma
1142,sich erinnern an::V,நினைவு கூர்,mäletama
1143,vergessen::V,மற,unustama
1144,messen::V,அளவிடு,mõõtma
1145,zählen::V,எண்ணு,loendama
1146,rechnen::V,கணக்கிடு,arvutama
1147,lesen::V,படி,lugema
1148,malen::V,வண்ணச்சித்திரம்,maalima
1149,zeichnen::V,வரை,joonistama
1150,schreiben::V,எழுது,kirjutama
1151,besitzen::V,உடைமையாகக் கொண்டிரு,omama
1152,kaufen::V,வாங்கு,ostma
1153,verkaufen::V,விற்பனை செய்,müüma
1154,bezahlen::V,இறுத்தல்,tasuma
1155,zahlen::V,பணம் செலுத்து,maksma
1156,beherrschen::V,ஆட்சிசெய்,valitsema
1157,ertragen::V,தாங்கு,taluma
