,Concept_ID,ps,ml
619,sauer::A,ټاک,പുളിപ്പുള്ള
620,sauer::A,تريو,പുളിപ്പുള്ള
621,hell::A,روڼ,ജ്വലിക്കുന്ന
622,hell::A,روښان,ജ്വലിക്കുന്ന
623,dunkel::A,تیاره,ഇരുണ്ട
624,schwarz::A,تور,കറുത്ത
625,weiß::A,سپين,വെളുത്ത
626,rot::A,سور,ചുവന്ന
627,gelb::A,زېړ,മഞ്ഞനിറമായ
628,blau::A,شین,നീലനിറമുള്ള
629,blau::A,اسماني رنګه,നീലനിറമുള്ള
630,grün::A,زرغون,പച്ചനിറമുള്ള
631,grau::A,خړ,ചാരനിറത്തിലുള്ള
632,bunt::A,رنګارنګ,വർണ്ണശബളമായ
633,billig::A,ارزان,വിലകുറഞ്ഞ
634,teuer::A,ګران,ചെലവേറിയ
635,wertvoll::A,قیمتي,വിലപിടിപ്പുള്ള
636,blind::A,ړوند,അന്ധനായ
637,taub::A,کوڼ,കേൾവിക്കുറവുള്ള
638,kräftig::A,قوی,ശക്തിയുള്ള
639,stark::A,قوی,ബലമുള്ള
640,stark::A,تکړه,ബലമുള്ള
641,schwach::A,ضعیف,ക്ഷീണിച്ച
642,schwach::A,کمزوری,ക്ഷീണിച്ച
643,fett::A,چاغ,കൊഴുപ്പുള്ള
644,schlank::A,خوش اندام,മെലിഞ്ഞ
645,hübsch::A,ښکلی,മനോഹരമായ
646,hübsch::A,ښایسته,മനോഹരമായ
647,böse::A,شریر,പാപിയായ
648,böse::A,قهرناک,പാപിയായ
649,dumm::A,احمق,വിവരംകെട്ട
650,faul::A,لټ,അലസനായ
651,faul::A,تنبل,അലസനായ
652,fleißig::A,زحمت کښ,അദ്ധ്വാനശീലമുള്ള
653,geizig::A,بخیل,പിശുക്കനായ
654,klug::A,عاقل,ബുദ്ധിസാമർഥ്യമുള്ള
655,klug::A,هوښیار,ബുദ്ധിസാമർഥ്യമുള്ള
656,geschickt::A,ماهر,പ്രതിഭാശാലി
657,lieb::A,عزیز,പ്രിയപ്പെട്ട
658,lieb::A,محبوب,പ്രിയപ്പെട്ട
659,lustig::A,خوشحال,ആനന്ദകരമായ
660,sanft::A,پوست,സൌമ്യമായ
661,sanft::A,ملایم,സൌമ്യമായ
662,hungrig::A,وږی,വിശപ്പുള്ള
663,krank::A,مريض,അസുഖമുള്ള
664,krank::A,ناروغ,അസുഖമുള്ള
665,nackt::A,لوڅ,നഡമായ
666,traurig::A,غمجن,വിഷമമുള്ള
667,lebendig::A,ژوندی,ഉപജീവനം
668,gut::A,ښه,നല്ല
669,schlecht::A,بد,മോശമായ
670,schlecht::A,خراب,മോശമായ
671,richtig::A,سم,ശരിയായ
672,richtig::A,صحیح,ശരിയായ
673,schlimm::A,بد,വൃത്തികെട്ട
674,schlimm::A,مخوف,വൃത്തികെട്ട
675,wahr::A,واقعي,ശരിയായ
676,alt::A,زوړ,പഴയ
677,neu::A,نوی,പുതിയ
678,ehemalig::A,پخوانی,മുൻ
679,alt[Lebewesen]::A,زوړ,വയസ്സുള്ള
680,jung::A,ځوان,കൌമാരമായ
681,arm::A,غریب,പാവപ്പെട്ട
682,arm::A,بې وزله,പാവപ്പെട്ട
683,reich::A,شتمن,സമ്പന്നമായ
684,reich::A,دولتمند,സമ്പന്നമായ
685,bekannt::A,اشنا,പരിചിതമായ
686,berühmt::A,مشهور,പ്രശസ്തനായ
687,fremd::A,پردی,വൈദേശികമായ
688,fremd::A,بېګانه,വൈദേശികമായ
689,verschieden::A,مختلف,വ്യത്യസ്തമായ
690,nah::A,نژدې,അരികത്തുള്ള
691,fern::A,لیری,അകലെയുള്ള
692,linker::A,چپ,അവശേഷിച്ച
693,linker::A,کیڼ,അവശേഷിച്ച
694,rechter::A,ښی,വലത്തേ
695,anderer::A,بل,മറ്റുള്ള
696,erster::A,لومړی,ആദ്യത്തെ
697,zweiter::A,دوهم,രണ്ടാം
698,dritter::A,درېم,മൂന്നാമത്
699,letzter::A,آخرنی,അവസാനത്തെ
700,letzter::A,وروستی,അവസാനത്തെ
701,allein::ADV,یوازې,തനിച്ചുള്ള
702,auf einmal::ADV,په یوه وخت کی,ഉടന്
703,zusammen::ADV,یو ځای,ഒരുമിച്ച
704,lange::ADV,ډېر وخت,നീണ്ട_കാലത്തേയ്ക്ക്
705,lange::ADV,ډېره موده,നീണ്ട_കാലത്തേയ്ക്ക്
706,plötzlich::ADV,ناببره,പെട്ടെന്ന്
707,plötzlich::ADV,یوناڅاپه,പെട്ടെന്ന്
708,sofort::ADV,فوراً,തത്ക്ഷണം
709,sofort::ADV,سمدلاسه,തത്ക്ഷണം
710,später::ADV,وروسته,പിന്നീട്
711,jetzt::ADV,اوس,ഇപ്പോൾ
712,heute::ADV,نن,ഇന്ന്
713,morgen::ADV,سبا,നാളെ
714,bald::ADV,ژر,ഉടനെ
715,dann::ADV,پس,അപ്പോൾ
716,dann::ADV,وروسته,അപ്പോൾ
717,gestern::ADV,پرون,ഇന്നലെ
718,einst::ADV,پخوا,പണ്ടൊരിക്കല്
719,damals::ADV,هغه وخت,അപ്പോൾ
720,danach::ADV,بیا,പിന്നീട്
721,vorher::ADV,دمخه,മുൻപ്
722,zuerst::ADV,لومړی,ആദ്യം
723,einmal::ADV,یو ځل,ഒരിക്കൽ
724,manchmal::ADV,ګاهی ګاهی,ചിലപ്പോൾ
725,oft::ADV,ډېر ځله,പലപ്പോഴും
726,immer::ADV,تل,എപ്പോഴും
727,immer::ADV,همېشه,എപ്പോഴും
728,niemals::ADV,هیڅکله نه,ഒരിക്കലും
729,hier::ADV,دلته,ഇവിടെ
730,hierhin::ADV,دلته,ഇവിടേക്ക്
731,hierhin::ADV,دې ځای ته,ഇവിടേക്ക്
732,von hier::ADV,د دې ځای نه,ഇവിടെനിന്ന്
733,dort::ADV,هلته,അവിടെ
734,dorthin::ADV,هلته,അവിടേക്ക്
735,dorthin::ADV,هغه ځای ته,അവിടേക്ക്
736,geradeaus::ADV,مخامخ,മുമ്പിൽ
737,geradeaus::ADV,مخامخ,മുമന്നോട്ട്
738,vorwärts::ADV,مخ پهٔ وړاندې,മുന്നോട്ട്
739,rückwärts::ADV,بېرته,തലതിരിച്ച്
740,zurück::ADV,بېرته,പുറകിലേക്ക്
741,unten::ADV,لاندي,താഴെ
742,hinab::ADV,ښکته,താഴേക്ക്
743,oben::ADV,پورته,മുകളിൽ
744,hinauf::ADV,پاس,മുകളിൽ
745,überall::ADV,هره خوا,എല്ലായിടത്തും
746,nicht::ADV,نه,ഇല്ല
747,ein wenig::ADV,یو څه,കുറച്ച്
748,kaum::ADV,ایله,കഷ്ടിച്ച്
749,sehr::ADV,ډېر,വളരെ
750,sehr::ADV,زيات,വളരെ
751,so::ADV,داسې,അങ്ങനെ
752,so::ADV,دومره,അങ്ങനെ
753,noch::ADV,نور,ഇപ്പോഴും
754,nur::ADV,تش,മാത്രം
755,nur::ADV,صرف,മാത്രം
756,schon::ADV,دمخه,നേരത്തേ തന്നെ
757,wieder::ADV,بیا,വീണ്ടും
758,vergebens::ADV,عبث,വിഫല
759,vor::PRP,دمخه,മുമ്പിൽ
760,hinter::PRP,شاته,പുറകിൽ
761,unter::PRP,لاندي,കീഴിൽ
762,durch::PRP,د مینځ نه,ഉള്ളിലൂടെ
763,neben::PRP,نژدې,അടുത്ത്
764,zwischen::PRP,ترمینځ,ഇടയ്ക്ക്
765,wegen::PRP,د ... له لاسه,നിമിത്തം
766,dies::PRN,دا,ഇത്
767,das::PRN,دا,അത്
768,alles::PRN,هرڅهٔ,എല്ലാം
769,ich::PRN,زه,ഞാൻ
770,du::PRN,ته,നിങ്ങൾ
771,er::PRN,دی,അദ്ദേഹം
772,er::PRN,دی,അയാൾ
773,er::PRN,دی,അവൻ
774,er::PRN,دی,അവർ
775,er::PRN,دی,അവൾ
776,wir::PRN,مونږ,നമ്മൾ
777,ihr::PRN,تاسې,നിങ്ങൾ
778,sie::PRN,هغوی,അവർ
779,was::FPRN,څهٔ,എന്ത്
780,wer::FPRN,چا,ആര്
781,wer::FPRN,څوک,ആര്
782,wo::FADV,چيری,എവിടെ
783,wo::FADV,چېرته,എവിടെ
784,wohin::FADV,چېرته,എവിടേക്ക്
785,wie::FADV,څنګه,എങ്ങനെ
786,warum::FADV,ولې,എന്തുകൊണ്ട്
787,wieviel::FNUM,څو,എത്ര
788,wieviel::FNUM,څومره,എത്ര
789,eins::NUM,یو,ഒന്ന്
790,zwei::NUM,دوه,രണ്ട്
791,drei::NUM,درې,മൂന്ന്
792,vier::NUM,څلور,നാല്
793,fünf::NUM,پنځه,അഞ്ച്
794,sechs::NUM,شپږ,ആറ്
795,sieben::NUM,اوه,ഏഴ്
796,acht::NUM,اته,എട്ട്
797,neun::NUM,نهه,ഒമ്പത്
798,zehn::NUM,لس,പത്ത്
799,elf::NUM,یوولس,പതിനൊന്ന്
800,zwölf::NUM,دولس,പന്ത്രണ്ട്
801,zwanzig::NUM,شل,ഇരുപത്
802,dreißig::NUM,دېرش,മുപ്പത്
803,vierzig::NUM,څلوېښت,നാൽപ്പത്
804,fünfzig::NUM,پنځوس,അൻപത്
805,sechzig::NUM,شپېته,അറുപത്
806,siebzig::NUM,اویا,എഴുപത്
807,achtzig::NUM,اتیا,എൺപത്
808,neunzig::NUM,نوي,തൊണ്ണൂറ്
809,hundert::NUM,سل,നൂറ്
810,tausend::NUM,زر,ആയിരം
811,und::CNJ,او,ഉം
812,oder::CNJ,ېا,അഥവാ
813,stehen::V,درېدل,നിൽക്കുക
814,sitzen::V,کښېنستل,ഇരിക്കുക
815,liegen::V,ملاستل,കിടക്കുക
816,hängen::V,ځړېدل,തൂങ്ങുക
817,werden::V,کېدل,ആയിത്തീരുക
818,passieren::V,پېښېدل,സംഭവിക്കുക
819,beginnen::V,شروع کېدل,ആരംഭിക്കുക
820,enden::V,خلاصدل,അവസാനിപ്പിക്കുക
821,enden::V,تمامېدل,അവസാനിപ്പിക്കുക
822,wechseln::V,تغییر موندل,മാറ്റുക
823,aufgehen[Sonne]::V,ختل,ഉയരുക
824,untergehen[Sonne]::V,لوېدل,അടുക്കി_വയ്ക്കുക
825,untergehen[Sonne]::V,پرېوتل,അടുക്കി_വയ്ക്കുക
826,scheinen[Sonne]::V,رڼا کول,പ്രകാശിക്കുക
827,donnern::V,تنېدل,ഇടിവെട്ടുക
828,donnern::V,غړمبېدل,ഇടിവെട്ടുക
829,wehen::V,چلېدل,വീശുക
830,strömen::V,بهېدل,ഒഴുകുക
831,fließen::V,بهېدل,ഒഴുകുക
832,fließen::V,تویېدل,ഒഴുകുക
833,sich drehen::V,ګرځېدل,ചുറ്റുക
834,sich drehen::V,ګرځېدل,കറക്കുക
835,sich drehen::V,چورلېدل,ചുറ്റുക
836,sich drehen::V,چورلېدل,കറക്കുക
837,schwanken::V,زنګېدل,ഇരുവശത്തേയ്ക്കും_ആടുക
838,schwingen::V,زنګېدل,ആടുക
839,fallen::V,ولېدل,വീഴുക
840,brennen::V,سوځېدل,കത്തുക
841,rauchen::V,لوګی کول,പുകയുക
842,regnen::V,باران اورېدل,മഴ_പെയ്യുക
843,gefrieren::V,کنګل نيول,തണത്ത്_മരവിക്കുക
844,tauen::V,وېلې کېدل,അലിയുക
845,schmelzen::V,وېلې کېدل,ഉരുകുക
846,trocknen::V,وچېدل,വരളുക
847,sieden::V,اېشېدل,തിളപ്പിക്കുക
848,faulen::V,خرابېدل,ചീയുക
849,verfaulen::V,ورستېدل,അഴുകുക
850,reißen::V,شلېدل,ശബ്ദത്തോടെ_മുറിയുക
851,versinken::V,ډوېېدل,മുക്കുക
852,vergehen::V,تېرېدل,കടന്നുപോകുക
853,erscheinen::V,ښکارېدل,പ്രത്യക്ഷപ്പെടുക
854,verschwinden::V,ورکېدل,അദൃശ്യമാകുക
855,sinken::V,ښکته کېدل,താഴുക
856,abnehmen::V,کمېدل,കുറിയുക
857,zunehmen::V,زیاتېدل,വർദ്ധിക്കുക
858,steigen::V,جګېدل,ഉയരുക
859,steigen::V,پورته کېدل,ഉയരുക
860,wachsen::V,وده کول,വളരുക
861,glänzen::V,ځلېدل,മിന്നുക
862,funkeln::V,پړکېدل,തിളങ്ങുക
863,lärmen::V,غال و غول کول,ശബ്ദമുണ്ടാക്കുക
864,läuten::V,زنګ وهل,മണിമുഴങ്ങുക
865,klingeln::V,زنګ وهل,ചിലമ്പുക
866,klirren::V,کړنګېدل,കിലുക്കുക
867,brausen::V,تلاطم کول,മുഴങ്ങുക
868,rauschen::V,شڼهار کول,അനങ്ങുക
869,klingen::V,آواز کول,മുഴക്കുക
870,bellen::V,غپېدل,കുരയ്ക്കുക
871,heulen::V,انګلل,ഓരിയിടുക
872,blasen::V,پو کول,ഊതുക
873,pfeifen::V,شپېلک وهل,വിസിലടിക്കുക
874,schreien::V,ناره کول,ആക്രോശിക്കുക
875,stöhnen::V,زګېروی کول,അരക്കം
876,stöhnen::V,زګېروی کول,ആർത്തനാദം
877,zittern::V,لړزېدل,വിറയ്ക്കുക
878,leben::V,ژوند کول,താമസിക്കുക
879,geboren werden::V,زېږېدل,ജനിക്കുക
880,atmen::V,ساه کښل,ശ്വസിക്കുക
881,atmen::V,تنفس کول,ശ്വസിക്കുക
882,trinken::V,څښل,കുടിക്കുക
883,essen::V,خوړل,കഴിക്കുക
884,schlucken::V,غړپول,വിഴുങ്ങുക
885,müde werden::V,ستړی کېدل,ക്ഷീണിക്കുക
886,einschlafen::V,ویده کېدل,നിദ്രിക്കുക
887,schlafen::V,خوب کول,ഉറങ്ങുക
888,aufwachen::V,ویښېدل,ഉണരുക
889,aufstehen::V,پاڅېدل,എഴുന്നേൽക്കുക
890,sich erholen::V,استراحت کول,വിശ്രമിക്കുക
891,krank werden::V,رنځورېدل,ദീനംപിടിക്കുക
892,krank sein::V,ناجوړېدل,രോഗികളാകുക
893,schmerzen::V,خوږېدل,വേദനിക്കുക
894,schmerzen::V,درد کول,വേദനിക്കുക
895,husten::V,ټوخېدل,ചുമയ്ക്കുക
896,genesen::V,رغېدل,സുഖപ്പെടുക
897,sterben::V,مړل,മരിക്കുക
898,umkommen::V,تلفېدل,മരിക്കുക
899,sich bewegen::V,چلېدل,സ്ഥലം_മാറുക
900,sich bewegen::V,حرکت کول,സ്ഥലം_മാറുക
901,sich rühren::V,ښورېدل,ചലിക്കുക
902,sich erheben::V,درېدل,നിൽക്കുക
903,sich setzen::V,کښېنستل,ഇരിക്കുക
904,hinfallen::V,لوېدل,വീഴുക
905,laufen::V,منډې وهل,നടക്കുക
906,schreiten::V,قدم ایښودل,നടക്കുക
907,spazierengehen::V,چکر وهل,ഉലാത്തുക
908,eilen::V,بېړه کول,പാഞ്ഞെത്തുക
909,sich beeilen::V,عجله کول,തിരിക്കുകൂട്ടുക
910,sich beeilen::V,عجله کول,തിടുക്കം_കാട്ടുക
911,sausen::V,ځغستل,കുതിക്കുക
912,rennen::V,زغلېدل,ഓടുക
913,springen::V,ټوپ وهل,ചാടുക
914,klettern::V,ختل,കയറുക
915,schaukeln::V,زنګېدل,ഇളകുക
916,kriechen::V,خاپوړی وهل,പതുങ്ങികയറുക
917,schwimmen::V,لامبو وهل,നീന്തുക
918,tauchen::V,غوټه وهل,വെള്ളത്തിലേക്ക് ചാടുക
919,rudern::V,پارو وهل,തുഴയുക
920,fahren::V,تلل,വാഹനം ഓടിക്കുക
921,fliegen::V,الوتل,പറക്കുക
922,gehen::V,تلل,പോകുക
923,weggehen::V,بهر وتل,വിടുക
924,abfahren::V,تلل,പുറപ്പെടുക
925,anhalten::V,ودرېدل,നിർത്തുക
926,hineingehen::V,داخلېدل,പ്രവേശിക്കുക
927,eintreten::V,ننوتل,പ്രവേശിക്കുക
928,kommen::V,راتلل,വരുക
929,ankommen::V,رسېدل,എത്തിച്ചേരുക
930,zurückkommen::V,بېرته راتلل,തിരിച്ചു വരുക
931,bleiben::V,پاتې کېدل,തുടരുക
932,warten::V,انتظار وېستل,കാത്തിരിക്കുക
933,erwarten::V,انتظار کول,പ്രതീക്ഷിക്കുക
934,suchen::V,لټول,തിരയുക
935,finden::V,میندل,കണ്ടെത്തുക
936,finden::V,پیدا کول,കണ്ടെത്തുക
937,versuchen::V,هڅه کول,ശ്രമിക്കുക
938,vorbereiten::V,چمتوکول,തയ്യാറെടുക്കുക
939,lieben::V,مینه لرل,സ്നേഹിക്കുക
940,mögen::V,خوښول,ഇഷ്ടപ്പെടുക
941,mögen::V,علاقه لرل,ഇഷ്ടപ്പെടുക
942,lachen::V,خندېدل,ചിരിക്കുക
943,rühren::V,اغېزه کول,ഹൃദയം സ്പർശിക്കുക
944,weinen::V,ژړل,തേങ്ങുക
945,schimpfen::V,ښکنځا کول,പിറുപിറുക്കുക
946,sich ärgern::V,قهر راتلل,കോപിക്കുക
947,sich fürchten::V,ډارېدل,പേടിക്കുക
948,fürchten::V,ډارېدل,പേടിക്കുക
949,fliehen::V,تښتېدل,രക്ഷപ്പെടുക
950,flüchten::V,تښتېدل,രക്ഷപ്പെടുക
951,sehen::V,لیدل,കാണുക
952,anschauen::V,کتل,നോക്കുക
953,ansehen::V,ننداره کول,നോക്കുക
954,hören::V,اورېدل,കേൾക്കുക
955,zuhören::V,غوږ نیول,ശ്രദ്ധിക്കുക
956,probieren::V,څکه کول,രുചിയുള്ളതായി_തോന്നുക
957,probieren::V,چاشنی کول,രുചിയുള്ളതായി_തോന്നുക
958,riechen::V,بويول,മണത്തു_നോക്കുക
959,fühlen::V,حسول,സ്പർശിച്ചറിയുക
960,scheinen::V,ښکارېدل,കാണപ്പെടുക
961,zu sehen sein::V,ښکارېدل,വെളിച്ചപ്പെടുക
962,vernehmen::V,خبرېدل,കേൾക്കുക
963,frieren::V,ساړه کېتل,വിറയ്ക്കുക
964,tun::V,کول,ചെയ്യുക
965,können::V,کولای شول,കഴിയുക
966,können::V,د لاسه کېدل,കഴിയുക
967,wollen::V,غوښتل,വേണുക
968,anfangen::V,شروع کول,തുടങ്ങുക
969,beenden::V,ختمول,പൂർത്തിയാക്കുക
970,beenden::V,پای ته رسول,പൂർത്തിയാക്കുക
971,aufhören::V,بس کول,നിർത്തുക
972,gelingen::V,موفق کېدل,വിജയിക്കുക
973,gelingen::V,بریالی کېدل,വിജയിക്കുക
974,geraten::V,کېدل,പരിണമിക്കുക
975,öffnen::V,خلاصول,തുറക്കുക
976,öffnen::V,پرانیستل,തുറക്കുക
977,schließen::V,تړل,അടയ്ക്കുക
978,stellen::V,ایښودل,വയ്ക്കുക
979,setzen::V,کښېنول,വയ്ക്കുക
980,legen::V,ایښودل,ഇടുക
981,berühren::V,لاس وهل,തൊടുക
982,verbinden::V,تړل,ഘടിപ്പിക്കുക
983,bedecken::V,پوښول,മുടുക
984,aufhängen::V,ځوړندول,കെട്ടിതൂക്കുക
985,anzünden::V,بلول,കത്തിക്കുക
986,aufheben::V,پورته کول,പെറുക്കിയെടുക്കുക
987,zurücklassen::V,پرېښودل,വച്ചുപോരുക
988,verlieren::V,ورکول,നഷ്ടപ്പെടുക
989,fallen lassen::V,له لاسه لوېدل,വീഴ്ത്തുക
990,machen::V,کول,ഉണ്ടാക്കുക
991,herstellen::V,جوړول,ഉൽപാദിപ്പിക്കുക
992,herstellen::V,توليدول,ഉൽപാദിപ്പിക്കുക
993,bauen::V,جوړول,നിർമ്മിക്കുക
994,reparieren::V,ترمیمول,നന്നാക്കുക
995,verbessern::V,اصلاح کول,മെച്ചപ്പെടുക
996,ändern::V,تغیر ورکول,മാറ്റംവരുത്തുക
997,graben::V,کيندل,കുഴിക്കുക
998,beugen::V,ټیټول,വണങ്ങുക
999,biegen::V,کږول,കുനിയുക
1000,drehen::V,ګرځول,തിരിക്കുക
1001,wenden::V,اړول,തിരിയുക
1002,umdrehen::V,اړول,തിരിയുക
1003,heben::V,جګول,ഉയർത്തുക
1004,heben::V,پورته کول,ഉയർത്തുക
1005,hochheben::V,جګول,ഉയർത്തുക
1006,ergreifen::V,نیول,ബലമായി_പിടിക്കുക
1007,halten::V,نیول,പിടിക്കുക
1008,drücken::V,کښېکښل,അമർത്തുക
1009,schieben::V,پوری وهل,തള്ളുക
1010,kratzen::V,ګرول,ചുരണ്ടുക
1011,lecken::V,څټل,നക്കുക
1012,beißen::V,چیچل,കടിക്കുക
1013,abreißen::V,شکول,കീറിക്കളയുക
1014,abschneiden::V,پرېکول,മുറിച്ചുമാറ്റുക
1015,binden::V,تړل,കെട്ടുക
1016,stecken::V,ټومبل,തുളയ്ക്കുക
1017,brechen::V,ماتول,ഉടയുക
1018,klopfen::V,ټکول,തട്ടുക
1019,hauen::V,ټکول,അടിക്കുക
1020,kleben::V,نښلول,ഒട്ടിക്കുക
1021,kleben::V,سرېښول,ഒട്ടിക്കുക
1022,reiben::V,مږل,തിരുമ്മിത്തുടയ്ക്കുക
1023,streichen::V,مښل,പടർത്തുക
1024,schleifen::V,تېره کول,പൊടിക്കുക
1025,schneiden::V,غوڅول,മുറിക്കുക
1026,schneiden::V,پرېکول,മുറിക്കുക
1027,rütteln::V,خوڅول,മുട്ടുക
1028,schütteln::V,ښورول,കുലുക്കുക
1029,schwenken::V,خوڅول,ആടുക
1030,schütten::V,اچول,ഒഴിക്കുക
1031,schütten::V,تویول,ഒഴിക്കുക
1032,füllen::V,ډکول,നിറയ്ക്കുക
1033,einwickeln::V,پېچل,പൊതിയുക
1034,einwickeln::V,نغښتل,പൊതിയുക
1035,tragen::V,وړل,വഹിക്കുക
1036,schleppen::V,وړل,വലിച്ചിഴയ്ക്കുക
1037,ziehen::V,کښل,വലിക്കുക
1038,aufbewahren::V,ساتل,വയ്ക്കുക
1039,werfen::V,اچول,എറിയുക
1040,werfen::V,غورځول,എറിയുക
1041,fangen::V,نیول,പിടിക്കുക
1042,fangen::V,ګیرول,പിടിക്കുക
1043,packen::V,نیول,തട്ടിപ്പറിക്കുക
1044,verstecken::V,پټول,മറയ്ക്കുക
1045,teilen::V,وېشل,വിഭജിക്കുക
1046,teilen::V,تقسیمول,വിഭജിക്കുക
1047,schicken::V,لېږل,അയയ്ക്കുക
1048,schicken::V,استول,അയയ്ക്കുക
1049,bringen::V,راوړل,കൊണ്ടുവരുക
1050,hinzufügen::V,زیاتول,കൂട്ടുക
1051,bekommen::V,حاصلول,കിട്ടുക
1052,erhalten::V,اخیستل,സ്വീകരിക്കുക
1053,nehmen::V,نیول,എടുക്കുക
1054,nehmen::V,اخيستل,എടുക്കുക
1055,wählen::V,خوښول,തിരഞ്ഞെടുക്കുക
1056,auswählen::V,چنده کول,തിരഞ്ഞെടുക്കുക
1057,bewahren::V,ساتل,പുലർത്തുക
1058,behindern::V,مانع کېدل,തടയിടുക
1059,behindern::V,ممانعت کول,തടയിടുക
1060,verderben::V,خرابېدل,നശിപ്പിക്കുക
1061,beschädigen::V,ورانول,ക്ഷതമേൽപ്പിക്കുക
1062,zerbrechen::V,ماتول,ഉടയുക
1063,zerreißen::V,څیرې کول,കീറുക
1064,zerstören::V,ړنګول,നശിപ്പിക്കുക
1065,zerstören::V,ورانول,നശിപ്പിക്കുക
1066,verbrennen::V,سوځول,കത്തിനശിക്കുക
1067,verbrennen::V,سوځول,കത്തിച്ചുകളയുക
1068,geben::V,ورکول,കൊടുക്കുക
1069,geben::V,ورکول,തരുക
1070,reichen::V,ورکول,കൈമാറുക
1071,schenken::V,بښل,സമ്മാനം കൊടുക്കുക
1072,versprechen::V,لوز کول,വാഗ്ദാനം_നൽകുക
1073,wünschen::V,غوښتل,ആഗ്രഹിക്കുക
1074,loben::V,ستایل,പുകഴ്ത്തുക
1075,loben::V,تمجید کول,പുകഴ്ത്തുക
1076,küssen::V,ښکلول,ഉമ്മവയ്ക്കുക
1077,wiegen::V,زنګول,ഇളകുക
1078,zudecken::V,پوښول,മുടുക
1079,wecken::V,ويښول,ഉണർത്തുക
1080,zeigen::V,ښودل,കാണിക്കുക
1081,führen::V,بیول,നടത്തുക
1082,lehren::V,درس ورکول,പഠിപ്പിക്കുക
1083,lehren::V,تعلیم ورکول,പഠിപ്പിക്കുക
1084,unterrichten::V,درس ورکول,പരിശീലിപ്പിക്കുക
1085,aufziehen::V,روزل,വളർത്തിക്കൊണ്ടുവരുക
1086,leiten::V,رهبری کول,നയിക്കുക
1087,leiten::V,لارښوونه کول,നയിക്കുക
1088,antreiben::V,چټک کول,പ്രേരിപ്പിക്കുക
1089,lassen::V,اړکول,അനുവദിക്കുക
1090,einladen::V,بلل,ക്ഷണിക്കുക
1091,vereinigen::V,متحد کول,കൂടിച്ചേരുക
1092,vereinigen::V,یوځای کول,കൂടിച്ചേരുക
1093,besuchen::V,کتنه کول,സന്ദർശിക്കുക
1094,treffen::V,ليدل,തമ്മിൽ കാണുക
1095,treffen::V,تلقی کول,തമ്മിൽ കാണുക
1096,sich versammeln::V,راغونډېدل,സംയോജിപ്പിക്കുക
1097,spielen::V,لوبه کول,കളിക്കുക
1098,singen::V,سندرې وېل,പാടുക
1099,tanzen::V,ګډېدل,നൃത്തം ചെയ്യുക
1100,sich trennen::V,بېلېدل,നേർപെടുത്തുക
1101,verlassen::V,ترک کول,പിൻവാങ്ങുക
1102,retten::V,نجات ورکول,രക്ഷിക്കുക
1103,bewachen::V,ساتل,കാവൽനിൽക്കുക
1104,bewachen::V,حفاظت کول,കാവൽനിൽക്കുക
1105,schützen::V,ژغورل,പരിരക്ഷിക്കുക
1106,verteidigen::V,دفاع کول,പ്രതിരോധിക്കുക
1107,sich schlagen::V,جنګېدل,കലഹിക്കുക
1108,schießen::V,ویشتل,വെടിവെക്കുക
1109,siegen::V,غالبېدل,വിജയിക്കുക
1110,ärgern::V,خپه کول,വിഷമിപ്പിക്കുക
1111,schlagen::V,وهل,അടിക്കുക
1112,treten::V,په لغته وهل,തൊഴിക്കുക
1113,stechen::V,ټومبل,കുത്തുക
1114,stoßen::V,ټېل وهل,തള്ളുക
1115,stoßen::V,پوری وهل,തള്ളുക
1116,stehlen::V,تښتول,മോഷ്ടിക്കുക
1117,stehlen::V,غلا کول,മോഷ്ടിക്കുക
1118,stören::V,ماتول,ശല്യപ്പെടുത്തുക
1119,belästigen::V,ځورول,മെനക്കെടുക
1120,belästigen::V,تکلیف ورکول,മെനക്കെടുക
1121,verbergen::V,پټول,മറയ്ക്കുക
1122,verbergen::V,پټول,ഒളിക്കുക
1123,täuschen::V,تېرایستل,കബളിപ്പിക്കുക
1124,täuschen::V,خطا ایستل,കബളിപ്പിക്കുക
1125,betrügen::V,غولول,ചതിക്കുക
1126,töten::V,وژل,കൊല്ലുക
1127,töten::V,مړ کول,കൊല്ലുക
1128,wohnen::V,اوسېدل,താമസിക്കുക
1129,arbeiten::V,کار کول,ജോലിചെയ്യുക
1130,sammeln::V,راټولول,സഞ്ചയിക്കുക
1131,sammeln::V,راغونډول,സഞ്ചയിക്കുക
1132,pflücken::V,شکول,പറിച്ചെടുക്കുക
1133,jagen::V,ښکار کول,വേട്ടയാടുക
1134,fischen::V,کب نيول,മീൻ പിടിക്കുക
1135,fassen::V,نیول,പിടിക്കുക
1136,fassen::V,ګیرول,പിടിക്കുക
1137,hüten::V,پوول,ചേർക്കുക
1138,treiben::V,بیول,വാഹനം_ഓടിക്കുക
1139,anbinden::V,تړل,കെട്ടിയിടുക
1140,füttern::V,خوراک ورکول,തീറ്റുക
1141,melken::V,لوشل,പാലുകറക്കുക
1142,hacken::V,پی کول,വെട്ടിമുറിക്കുക
1143,gießen::V,اوبه کول,നനയ്ക്കുക
1144,reifen::V,رسېدل,പാകമാകുക
1145,zubereiten::V,تیارول,പാചകം_ചെയ്യുക
1146,kochen::V,پخول,വേവിക്കുക
1147,backen::V,پخول,ബേക്ക് ചെയ്യുക
1148,braten::V,وريتول,പോരിക്കുക
