,Concept_ID,ku,ml
639,später::ADV,paşiyê,പിന്നീട്
640,jetzt::ADV,nuha,ഇപ്പോൾ
641,heute::ADV,îro,ഇന്ന്
642,morgen::ADV,sibeh,നാളെ
643,bald::ADV,nêzîk,ഉടനെ
644,dann::ADV,paşê,അപ്പോൾ
645,gestern::ADV,do,ഇന്നലെ
646,einst::ADV,jar ke,പണ്ടൊരിക്കല്
647,damals::ADV,hîngî,അപ്പോൾ
648,danach::ADV,piştra,പിന്നീട്
649,vorher::ADV,pîşî,മുൻപ്
650,zuerst::ADV,bere,ആദ്യം
651,einmal::ADV,çarik,ഒരിക്കൽ
652,manchmal::ADV,çarna,ചിലപ്പോൾ
653,oft::ADV,gelek çaran,പലപ്പോഴും
654,immer::ADV,daîm,എപ്പോഴും
655,niemals::ADV,tu çar,ഒരിക്കലും
656,hier::ADV,li vir,ഇവിടെ
657,hierhin::ADV,vir,ഇവിടേക്ക്
658,von hier::ADV,ji vir,ഇവിടെനിന്ന്
659,dort::ADV,li wê derê,അവിടെ
660,dorthin::ADV,wêda,അവിടേക്ക്
661,geradeaus::ADV,rastê rast,മുമ്പിൽ
662,geradeaus::ADV,rastê rast,മുമന്നോട്ട്
663,vorwärts::ADV,ber bi pêş,മുന്നോട്ട്
664,rückwärts::ADV,paşpê,തലതിരിച്ച്
665,zurück::ADV,paşdo,പുറകിലേക്ക്
666,zurück::ADV,paşvê,പുറകിലേക്ക്
667,unten::ADV,jêrî,താഴെ
668,hinab::ADV,berjêr,താഴേക്ക്
669,oben::ADV,banî,മുകളിൽ
670,hinauf::ADV,banî,മുകളിൽ
671,überall::ADV,li her derê,എല്ലായിടത്തും
672,nicht::ADV,ne,ഇല്ല
673,nicht::ADV,nîn,ഇല്ല
674,nicht::ADV,tine,ഇല്ല
675,ein wenig::ADV,hebkî,കുറച്ച്
676,kaum::ADV,tema,കഷ്ടിച്ച്
677,kaum::ADV,himangi,കഷ്ടിച്ച്
678,sehr::ADV,gelek,വളരെ
679,so::ADV,weha,അങ്ങനെ
680,noch::ADV,hêj,ഇപ്പോഴും
681,noch::ADV,dîsa,ഇപ്പോഴും
682,nur::ADV,tenê,മാത്രം
683,nur::ADV,bes,മാത്രം
684,schon::ADV,hew,നേരത്തേ തന്നെ
685,wieder::ADV,jar din,വീണ്ടും
686,wieder::ADV,dîsa,വീണ്ടും
687,vergebens::ADV,deya çun,വിഫല
688,vergebens::ADV,îfleh bûn,വിഫല
689,vor::PRP,li ber,മുമ്പിൽ
690,hinter::PRP,li pişt,പുറകിൽ
691,unter::PRP,li bin,കീഴിൽ
692,durch::PRP,kura,ഉള്ളിലൂടെ
693,neben::PRP,li ba,അടുത്ത്
694,zwischen::PRP,nabeyne,ഇടയ്ക്ക്
695,zwischen::PRP,di nav...da,ഇടയ്ക്ക്
696,wegen::PRP,ji bo,നിമിത്തം
697,wegen::PRP,ji ber,നിമിത്തം
698,dies::PRN,ev,ഇത്
699,das::PRN,ev,അത്
700,alles::PRN,hemû,എല്ലാം
701,ich::PRN,ez,ഞാൻ
702,du::PRN,tu,നിങ്ങൾ
703,er::PRN,wî,അദ്ദേഹം
704,er::PRN,wî,അയാൾ
705,er::PRN,wî,അവൻ
706,er::PRN,wî,അവർ
707,er::PRN,wî,അവൾ
708,wir::PRN,êm,നമ്മൾ
709,ihr::PRN,hûn,നിങ്ങൾ
710,sie::PRN,we,അവർ
711,was::FPRN,çi,എന്ത്
712,wer::FPRN,ki,ആര്
713,wo::FADV,li ku dere,എവിടെ
714,wohin::FADV,li ku dere,എവിടേക്ക്
715,wie::FADV,çawa,എങ്ങനെ
716,warum::FADV,çima,എന്തുകൊണ്ട്
717,wieviel::FNUM,çend,എത്ര
718,eins::NUM,yek,ഒന്ന്
719,zwei::NUM,didu,രണ്ട്
720,drei::NUM,sisê,മൂന്ന്
721,vier::NUM,çar,നാല്
722,fünf::NUM,penç,അഞ്ച്
723,sechs::NUM,şeş,ആറ്
724,sieben::NUM,heft,ഏഴ്
725,acht::NUM,heşt,എട്ട്
726,neun::NUM,neh,ഒമ്പത്
727,zehn::NUM,deh,പത്ത്
728,elf::NUM,yazdeh,പതിനൊന്ന്
729,zwölf::NUM,diwazdeh,പന്ത്രണ്ട്
730,zwanzig::NUM,bîst,ഇരുപത്
731,dreißig::NUM,sih,മുപ്പത്
732,vierzig::NUM,çil,നാൽപ്പത്
733,fünfzig::NUM,pençi,അൻപത്
734,sechzig::NUM,şêst,അറുപത്
735,siebzig::NUM,heftê,എഴുപത്
736,achtzig::NUM,heştê,എൺപത്
737,neunzig::NUM,nod,തൊണ്ണൂറ്
738,hundert::NUM,sêd,നൂറ്
739,tausend::NUM,hezar,ആയിരം
740,und::CNJ,û,ഉം
741,oder::CNJ,an,അഥവാ
742,oder::CNJ,yan,അഥവാ
743,stehen::V,sekinîn,നിൽക്കുക
744,sitzen::V,rûniştin,ഇരിക്കുക
745,liegen::V,paldan,കിടക്കുക
746,hängen::V,darve kirin,തൂങ്ങുക
747,werden::V,bûn,ആയിത്തീരുക
748,passieren::V,hatin holê,സംഭവിക്കുക
749,passieren::V,hatin serê kesî,സംഭവിക്കുക
750,beginnen::V,li dest pêkirin,ആരംഭിക്കുക
751,enden::V,xalas bû,അവസാനിപ്പിക്കുക
752,wechseln::V,guherandin,മാറ്റുക
753,wechseln::V,dêgiş kirin,മാറ്റുക
754,aufgehen[Sonne]::V,hilatin,ഉയരുക
755,untergehen[Sonne]::V,çun ava,അടുക്കി_വയ്ക്കുക
756,scheinen[Sonne]::V,şewk de,പ്രകാശിക്കുക
757,donnern::V,gire-gir,ഇടിവെട്ടുക
758,wehen::V,ba le de,വീശുക
759,strömen::V,xwe girtin,ഒഴുകുക
760,fließen::V,herikîn,ഒഴുകുക
761,sich drehen::V,xwe zivirandin,ചുറ്റുക
762,sich drehen::V,xwe zivirandin,കറക്കുക
763,schwanken::V,hejandin,ഇരുവശത്തേയ്ക്കും_ആടുക
764,schwingen::V,libakirin,ആടുക
765,fallen::V,ketin,വീഴുക
766,brennen::V,şewitîn,കത്തുക
767,rauchen::V,kişandin,പുകയുക
768,regnen::V,bahran tê,മഴ_പെയ്യുക
769,gefrieren::V,qefilandin,തണത്ത്_മരവിക്കുക
770,tauen::V,helandin,അലിയുക
771,schmelzen::V,helandin,ഉരുകുക
772,trocknen::V,zuwabûn,വരളുക
773,sieden::V,kelîn,തിളപ്പിക്കുക
774,faulen::V,xerabûn,ചീയുക
775,verfaulen::V,xerabûn,അഴുകുക
776,reißen::V,jêkirin,ശബ്ദത്തോടെ_മുറിയുക
777,versinken::V,xerq bûn,മുക്കുക
778,vergehen::V,derbas bûn,കടന്നുപോകുക
779,erscheinen::V,peyda bûn,പ്രത്യക്ഷപ്പെടുക
780,verschwinden::V,wendabûn,അദൃശ്യമാകുക
781,sinken::V,noq bûn,താഴുക
782,abnehmen::V,kêm bûn,കുറിയുക
783,zunehmen::V,qelew bûn,വർദ്ധിക്കുക
784,steigen::V,hildan,ഉയരുക
785,wachsen::V,mezin bûn,വളരുക
786,glänzen::V,biriqîn,മിന്നുക
787,funkeln::V,çikisîn,തിളങ്ങുക
788,lärmen::V,guşîn,ശബ്ദമുണ്ടാക്കുക
789,läuten::V,lê de,മണിമുഴങ്ങുക
790,klingeln::V,sîl dan,ചിലമ്പുക
791,klingeln::V,ringerin,ചിലമ്പുക
792,klirren::V,zingzing hat,കിലുക്കുക
793,brausen::V,guşîn,മുഴങ്ങുക
794,rauschen::V,guşîn,അനങ്ങുക
795,klingen::V,deng pe ketin,മുഴക്കുക
796,bellen::V,kewtîn,കുരയ്ക്കുക
797,heulen::V,ûrîn,ഓരിയിടുക
798,blasen::V,puf kirin,ഊതുക
799,pfeifen::V,fîkandin,വിസിലടിക്കുക
800,schreien::V,qîrîn,ആക്രോശിക്കുക
801,stöhnen::V,nalîn,അരക്കം
802,stöhnen::V,nalîn,ആർത്തനാദം
803,zittern::V,hejîn,വിറയ്ക്കുക
804,leben::V,jihîn,താമസിക്കുക
805,geboren werden::V,hatin dinyê,ജനിക്കുക
806,geboren werden::V,bûn,ജനിക്കുക
807,atmen::V,hilmijîn,ശ്വസിക്കുക
808,trinken::V,vexwarin,കുടിക്കുക
809,essen::V,xwarin,കഴിക്കുക
810,schlucken::V,daqulbandin,വിഴുങ്ങുക
811,müde werden::V,betilîln,ക്ഷീണിക്കുക
812,müde werden::V,qerimîn,ക്ഷീണിക്കുക
813,einschlafen::V,razan,നിദ്രിക്കുക
814,schlafen::V,razan,ഉറങ്ങുക
815,schlafen::V,razandin,ഉറങ്ങുക
816,aufwachen::V,şiyarbûn,ഉണരുക
817,aufstehen::V,rabûn,എഴുന്നേൽക്കുക
818,sich erholen::V,baş bûn,വിശ്രമിക്കുക
819,krank werden::V,nexweş kêt,ദീനംപിടിക്കുക
820,krank sein::V,nexweş bû,രോഗികളാകുക
821,schmerzen::V,êşandin,വേദനിക്കുക
822,husten::V,kuxin,ചുമയ്ക്കുക
823,genesen::V,baş bûn,സുഖപ്പെടുക
824,sterben::V,mirin,മരിക്കുക
825,umkommen::V,mirin,മരിക്കുക
826,sich bewegen::V,leqîn,സ്ഥലം_മാറുക
827,sich rühren::V,leqîn,ചലിക്കുക
828,sich erheben::V,rabûn,നിൽക്കുക
829,sich setzen::V,runiştin,ഇരിക്കുക
830,hinfallen::V,kêtin,വീഴുക
831,laufen::V,meşîn,നടക്കുക
832,schreiten::V,meşkirin,നടക്കുക
833,spazierengehen::V,gerandin,ഉലാത്തുക
834,eilen::V,lezandin,പാഞ്ഞെത്തുക
835,sich beeilen::V,zûkirin,തിരിക്കുകൂട്ടുക
836,sich beeilen::V,zûkirin,തിടുക്കം_കാട്ടുക
837,sausen::V,fîzîn,കുതിക്കുക
838,rennen::V,baz dan,ഓടുക
839,springen::V,hilpekîn,ചാടുക
840,klettern::V,hilperikîn,കയറുക
841,schaukeln::V,lorandin,ഇളകുക
842,kriechen::V,xuşandin,പതുങ്ങികയറുക
843,schwimmen::V,avjenîn,നീന്തുക
844,tauchen::V,qutxuyardin,വെള്ളത്തിലേക്ക് ചാടുക
845,tauchen::V,noqîn,വെള്ളത്തിലേക്ക് ചാടുക
846,rudern::V,qaîq ajotin,തുഴയുക
847,fahren::V,ajotin,വാഹനം ഓടിക്കുക
848,fliegen::V,firîn,പറക്കുക
849,gehen::V,çûn,പോകുക
850,weggehen::V,çûn,വിടുക
851,abfahren::V,çûyin,പുറപ്പെടുക
852,anhalten::V,rawestîn,നിർത്തുക
853,hineingehen::V,ketin hundir,പ്രവേശിക്കുക
854,eintreten::V,têketin,പ്രവേശിക്കുക
855,kommen::V,hatin,വരുക
856,ankommen::V,gihan,എത്തിച്ചേരുക
857,ankommen::V,gihîştin,എത്തിച്ചേരുക
858,zurückkommen::V,vegerandin,തിരിച്ചു വരുക
859,bleiben::V,sekinîn,തുടരുക
860,warten::V,payîn,കാത്തിരിക്കുക
861,erwarten::V,payîn,പ്രതീക്ഷിക്കുക
862,suchen::V,lêgerîn,തിരയുക
863,finden::V,peyda kirin,കണ്ടെത്തുക
864,versuchen::V,çeribandin,ശ്രമിക്കുക
865,vorbereiten::V,amade kirin,തയ്യാറെടുക്കുക
866,lieben::V,hez kirin,സ്നേഹിക്കുക
867,mögen::V,dil kirin,ഇഷ്ടപ്പെടുക
868,lachen::V,kenîn,ചിരിക്കുക
869,rühren::V,hêjan,ഹൃദയം സ്പർശിക്കുക
870,weinen::V,girîn,തേങ്ങുക
871,schimpfen::V,pevçûn,പിറുപിറുക്കുക
872,sich ärgern::V,enirîn,കോപിക്കുക
873,sich fürchten::V,tirsîn,പേടിക്കുക
874,fürchten::V,tirsin,പേടിക്കുക
875,fliehen::V,bazdan,രക്ഷപ്പെടുക
876,flüchten::V,revîn,രക്ഷപ്പെടുക
877,sehen::V,dîtin,കാണുക
878,anschauen::V,sêr kirin,നോക്കുക
879,ansehen::V,hesibandin,നോക്കുക
880,hören::V,guhdar jirin,കേൾക്കുക
881,zuhören::V,guhdarî kirin,ശ്രദ്ധിക്കുക
882,probieren::V,tehm kirin,രുചിയുള്ളതായി_തോന്നുക
883,riechen::V,bihn kirin,മണത്തു_നോക്കുക
884,fühlen::V,hîs kirin,സ്പർശിച്ചറിയുക
885,scheinen::V,xoyer kir,കാണപ്പെടുക
886,zu sehen sein::V,diyar bûn,വെളിച്ചപ്പെടുക
887,vernehmen::V,bihîstin,കേൾക്കുക
888,frieren::V,qerişîn,വിറയ്ക്കുക
889,tun::V,kirin,ചെയ്യുക
890,können::V,karin,കഴിയുക
891,wollen::V,xwestîn,വേണുക
892,anfangen::V,dest pêkirin,തുടങ്ങുക
893,beenden::V,xelas kirin,പൂർത്തിയാക്കുക
894,aufhören::V,xelas kirin,നിർത്തുക
895,gelingen::V,çe bûn,വിജയിക്കുക
896,geraten::V,qewîmîn,പരിണമിക്കുക
897,öffnen::V,vekirin,തുറക്കുക
898,schließen::V,girtin,അടയ്ക്കുക
899,stellen::V,danîn,വയ്ക്കുക
900,setzen::V,rûniştin,വയ്ക്കുക
901,legen::V,danîn,ഇടുക
902,legen::V,razandin,ഇടുക
903,berühren::V,lêketin,തൊടുക
904,verbinden::V,anîn pê,ഘടിപ്പിക്കുക
905,bedecken::V,sergirtin,മുടുക
906,aufhängen::V,aliqandin,കെട്ടിതൂക്കുക
907,anzünden::V,pêxistin,കത്തിക്കുക
908,aufheben::V,hildan,പെറുക്കിയെടുക്കുക
909,zurücklassen::V,hiştin,വച്ചുപോരുക
910,zurücklassen::V,vehiştin,വച്ചുപോരുക
911,verlieren::V,wendakirin,നഷ്ടപ്പെടുക
912,fallen lassen::V,xistin bixe,വീഴ്ത്തുക
913,fallen lassen::V,xistin,വീഴ്ത്തുക
914,machen::V,kirin,ഉണ്ടാക്കുക
915,machen::V,çêkirin,ഉണ്ടാക്കുക
916,herstellen::V,çê kirin,ഉൽപാദിപ്പിക്കുക
917,herstellen::V,peyda kirin,ഉൽപാദിപ്പിക്കുക
918,bauen::V,lêkirin,നിർമ്മിക്കുക
919,reparieren::V,veherînerîn,നന്നാക്കുക
920,verbessern::V,sererastkirin,മെച്ചപ്പെടുക
921,ändern::V,degiş kirin,മാറ്റംവരുത്തുക
922,graben::V,kolandin,കുഴിക്കുക
923,beugen::V,tewîn,വണങ്ങുക
924,beugen::V,xwar kirin,വണങ്ങുക
925,biegen::V,tewandin,കുനിയുക
926,biegen::V,xwarkirin,കുനിയുക
927,drehen::V,fitilandin,തിരിക്കുക
928,wenden::V,zivîrin,തിരിയുക
929,umdrehen::V,vegerandin,തിരിയുക
930,heben::V,hildan,ഉയർത്തുക
931,hochheben::V,hildan,ഉയർത്തുക
932,ergreifen::V,dest avêtin,ബലമായി_പിടിക്കുക
933,halten::V,hîştin,പിടിക്കുക
934,halten::V,sekinîn,പിടിക്കുക
935,drücken::V,pêl kirin,അമർത്തുക
936,schieben::V,damdan,തള്ളുക
937,kratzen::V,xurandin,ചുരണ്ടുക
938,lecken::V,alastin,നക്കുക
939,beißen::V,gez kirin,കടിക്കുക
940,abreißen::V,hilşandin,കീറിക്കളയുക
941,abschneiden::V,jêkirin,മുറിച്ചുമാറ്റുക
942,binden::V,girêdan,കെട്ടുക
943,stecken::V,têxistin,തുളയ്ക്കുക
944,brechen::V,şikandin,ഉടയുക
945,klopfen::V,kutandin,തട്ടുക
946,hauen::V,li dan,അടിക്കുക
947,kleben::V,zeliqîn,ഒട്ടിക്കുക
948,kleben::V,şirêz kirin,ഒട്ടിക്കുക
949,reiben::V,firikandin,തിരുമ്മിത്തുടയ്ക്കുക
950,streichen::V,bax dan,പടർത്തുക
951,schleifen::V,çarkirin,പൊടിക്കുക
952,schneiden::V,jêkirin,മുറിക്കുക
953,rütteln::V,hejandin,മുട്ടുക
954,schütteln::V,daweşîn,കുലുക്കുക
955,schwenken::V,têwdan,ആടുക
956,schütten::V,rijandin,ഒഴിക്കുക
957,füllen::V,dagirtin,നിറയ്ക്കുക
958,einwickeln::V,pêçandin,പൊതിയുക
959,tragen::V,kişandin,വഹിക്കുക
960,tragen::V,rajtin,വഹിക്കുക
961,schleppen::V,kişandin,വലിച്ചിഴയ്ക്കുക
962,ziehen::V,kişandin,വലിക്കുക
963,aufbewahren::V,hilandin,വയ്ക്കുക
964,werfen::V,avêtin,എറിയുക
965,fangen::V,sem kirin,പിടിക്കുക
966,fangen::V,girtin,പിടിക്കുക
967,packen::V,pê girtin,തട്ടിപ്പറിക്കുക
968,verstecken::V,hîlanin,മറയ്ക്കുക
969,teilen::V,parvekirin,വിഭജിക്കുക
970,schicken::V,şandin,അയയ്ക്കുക
971,bringen::V,anîn,കൊണ്ടുവരുക
972,bringen::V,birin,കൊണ്ടുവരുക
973,hinzufügen::V,dan ser,കൂട്ടുക
974,hinzufügen::V,li tiştekî zêde kirin,കൂട്ടുക
975,bekommen::V,standin,കിട്ടുക
976,erhalten::V,standin,സ്വീകരിക്കുക
977,nehmen::V,girtin,എടുക്കുക
978,wählen::V,ray dan,തിരഞ്ഞെടുക്കുക
979,auswählen::V,bijartin,തിരഞ്ഞെടുക്കുക
980,bewahren::V,rê li ber girtin,പുലർത്തുക
981,bewahren::V,lê xwedî derketin,പുലർത്തുക
982,behindern::V,bara wi,തടയിടുക
983,verderben::V,heram bûn,നശിപ്പിക്കുക
984,beschädigen::V,xerab kirin,ക്ഷതമേൽപ്പിക്കുക
985,zerbrechen::V,şikênandin,ഉടയുക
986,zerbrechen::V,perçe kirin,ഉടയുക
987,zerreißen::V,qelişandin,കീറുക
988,zerstören::V,hilşandin,നശിപ്പിക്കുക
989,verbrennen::V,şewitandin,കത്തിനശിക്കുക
990,verbrennen::V,şewitandin,കത്തിച്ചുകളയുക
991,geben::V,dan,കൊടുക്കുക
992,geben::V,dan,തരുക
993,geben::V,dayin,കൊടുക്കുക
994,geben::V,dayin,തരുക
995,reichen::V,besbûn,കൈമാറുക
996,reichen::V,têrkirin,കൈമാറുക
997,schenken::V,diyarî kirin,സമ്മാനം കൊടുക്കുക
998,versprechen::V,soz dan,വാഗ്ദാനം_നൽകുക
999,wünschen::V,dil kirin,ആഗ്രഹിക്കുക
1000,loben::V,pesinandin,പുകഴ്ത്തുക
1001,küssen::V,maçkirin,ഉമ്മവയ്ക്കുക
1002,wiegen::V,lorandin,ഇളകുക
1003,wiegen::V,wezinandin,ഇളകുക
1004,zudecken::V,nixumandin,മുടുക
1005,wecken::V,bixwe hesandin,ഉണർത്തുക
1006,zeigen::V,şanîdan,കാണിക്കുക
1007,führen::V,raber kirin,നടത്തുക
1008,lehren::V,hîn kirin,പഠിപ്പിക്കുക
1009,unterrichten::V,ders dan,പരിശീലിപ്പിക്കുക
1010,aufziehen::V,mesinkirin,വളർത്തിക്കൊണ്ടുവരുക
1011,leiten::V,rêberî kirin,നയിക്കുക
1012,antreiben::V,bezandin,പ്രേരിപ്പിക്കുക
1013,lassen::V,berdan,അനുവദിക്കുക
1014,lassen::V,hiştin,അനുവദിക്കുക
1015,einladen::V,dawet kirin,ക്ഷണിക്കുക
1016,vereinigen::V,bi yek kirin,കൂടിച്ചേരുക
1017,besuchen::V,mêvan bûn,സന്ദർശിക്കുക
1018,treffen::V,rast hatin,തമ്മിൽ കാണുക
1019,sich versammeln::V,li hev çivîn,സംയോജിപ്പിക്കുക
1020,spielen::V,listin,കളിക്കുക
1021,singen::V,stran,പാടുക
1022,tanzen::V,reqisîn,നൃത്തം ചെയ്യുക
1023,sich trennen::V,hew berdan,നേർപെടുത്തുക
1024,verlassen::V,tanê hişt,പിൻവാങ്ങുക
1025,verlassen::V,bêkes,പിൻവാങ്ങുക
1026,retten::V,rihakirin,രക്ഷിക്കുക
1027,bewachen::V,raçavkirin,കാവൽനിൽക്കുക
1028,schützen::V,hemet kirin,പരിരക്ഷിക്കുക
1029,verteidigen::V,paraztin,പ്രതിരോധിക്കുക
1030,sich schlagen::V,li hev bezîn,കലഹിക്കുക
1031,schießen::V,agir kirin,വെടിവെക്കുക
1032,siegen::V,biser ketin,വിജയിക്കുക
1033,ärgern::V,xeyirandin,വിഷമിപ്പിക്കുക
1034,schlagen::V,lêdan,അടിക്കുക
1035,schlagen::V,lêxistin,അടിക്കുക
1036,treten::V,têlekirin,തൊഴിക്കുക
1037,stechen::V,têrekirin,കുത്തുക
1038,stoßen::V,lêketin,തള്ളുക
1039,stehlen::V,dizîn,മോഷ്ടിക്കുക
1040,stehlen::V,dizî birin,മോഷ്ടിക്കുക
1041,stören::V,aciz kirin,ശല്യപ്പെടുത്തുക
1042,belästigen::V,li tela yeki ketin,മെനക്കെടുക
1043,verbergen::V,veşartin,മറയ്ക്കുക
1044,verbergen::V,veşartin,ഒളിക്കുക
1045,verbergen::V,kemîndanîn,മറയ്ക്കുക
1046,verbergen::V,kemîndanîn,ഒളിക്കുക
1047,täuschen::V,xapandin,കബളിപ്പിക്കുക
1048,täuschen::V,lê zexeli kirin,കബളിപ്പിക്കുക
1049,betrügen::V,xapandin,ചതിക്കുക
1050,töten::V,kûştin,കൊല്ലുക
1051,wohnen::V,rûniştin,താമസിക്കുക
1052,arbeiten::V,kar kirin,ജോലിചെയ്യുക
1053,arbeiten::V,şêxulin,ജോലിചെയ്യുക
1054,sammeln::V,komkirin,സഞ്ചയിക്കുക
1055,pflücken::V,çinîn,പറിച്ചെടുക്കുക
1056,jagen::V,nêçîr kirin,വേട്ടയാടുക
1057,fischen::V,masî girtin,മീൻ പിടിക്കുക
1058,fassen::V,pê girtin,പിടിക്കുക
1059,fassen::V,sêm kirin,പിടിക്കുക
1060,hüten::V,hei jê man,ചേർക്കുക
1061,treiben::V,bêherandin,വാഹനം_ഓടിക്കുക
1062,anbinden::V,tewilandin,കെട്ടിയിടുക
1063,füttern::V,xwarine dan lê,തീറ്റുക
1064,melken::V,dotin,പാലുകറക്കുക
1065,hacken::V,kolandin,വെട്ടിമുറിക്കുക
1066,gießen::V,av dan,നനയ്ക്കുക
1067,reifen::V,kemilîn,പാകമാകുക
1068,zubereiten::V,çe kirin,പാചകം_ചെയ്യുക
1069,kochen::V,xwarin çe kirin,വേവിക്കുക
1070,kochen::V,kelandin,വേവിക്കുക
1071,backen::V,pijandin,ബേക്ക് ചെയ്യുക
1072,braten::V,qelandin,പോരിക്കുക
1073,braten::V,sor kirin,പോരിക്കുക
1074,umrühren::V,têvdan,ഇളക്കുക
1075,stricken::V,hûnan,മെടയുക
1076,nähen::V,kêl kirin,തുന്നുക
1077,färben::V,boyax kirin,ചായം പൂശുക
1078,reinigen::V,paqijkirin,വൃത്തിയാക്കുക
1079,waschen::V,şuştin,കഴുകുക
1080,abwischen::V,pakîj kirin,തുടയ്ക്കുക
1081,spülen::V,şuştin,കഴുകുക
1082,fegen::V,maliştin,അടിച്ചുവാരുക
1083,kehren::V,maliştin,അടിച്ചുവാരുക
1084,baden::V,serîşûştin,നീന്തിത്തുടിക്കുക
1085,sich waschen::V,serîşûştin,കഴുകുക
1086,ausziehen::V,jê kirin,ഇഴുക്കുക
1087,anziehen::V,pê kirin,ഉടുക്കുക
1088,sich anziehen::V,xwe kirin,ധരിച്ച നേടുകയുക
1089,kämmen::V,şeh kirin,മുടിചീകുക
1090,schmücken::V,xemilandin,അലങ്കരിക്കുക
1091,sagen::V,gotin,പറയുക
1092,sagen::V,peyivîn,പറയുക
1093,sprechen::V,peyivîn,സംസാരിക്കുക
1094,reden::V,axaftin,സംസാരിക്കുക
1095,sich unterhalten::V,hev biştaxilin,നർമ്മസല്ലാപം നടത്തുക
1096,fragen::V,pirsîn,ചോദിക്കുക
1097,fragen::V,pirs kirin,ചോദിക്കുക
1098,bitten::V,tika kirin,അപേക്ഷിക്കുക
1099,erzählen::V,behs kirin,പറയുക
1100,mitteilen::V,vegotin,അറിയിക്കുക
1101,nennen::V,bi nav kirin,പേരിടുക
1102,rufen::V,bakirin,വിളിക്കുക
1103,prahlen::V,pesnê xwe dan,പൊങ്ങച്ചം പറയുക
1104,übersetzen::V,qulibandin,പരിഭാഷപ്പെടുത്തുക
1105,übersetzen::V,derbas kirin,പരിഭാഷപ്പെടുത്തുക
1106,denken::V,fikirîn,ചിന്തിക്കുക
1107,glauben::V,bawer bûn,വിശ്വസിക്കുക
1108,bemerken::V,bala xwe dan,ശ്രദ്ധിക്കുക
1109,bemerken::V,çac lê ketin,ശ്രദ്ധിക്കുക
1110,erkennen::V,pêhesîn,തിരിചറിയുക
1111,begreifen::V,fêmkirin,കൈപ്പിടിയിലാക്കുക
1112,verstehen::V,fêmkirin,മനസ്സിലാക്കുക
1113,lernen::V,halmandin,പഠിക്കുക
1114,lernen::V,fêrbun,പഠിക്കുക
1115,wissen::V,zanîn,അറിയുക
1116,sich erinnern an::V,bir bûn,ഓർമിക്കുക
1117,vergessen::V,ji bir kirin,മറക്കുക
1118,messen::V,pê kanîn,അളക്കുക
1119,zählen::V,hejmardin,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1120,rechnen::V,hesibandin,ഗണിക്കുക
1121,lesen::V,xwendin,വായിക്കുക
1122,malen::V,rengandin,ചിത്രം വരയ്ക്കുക
1123,malen::V,boyax kirin,ചിത്രം വരയ്ക്കുക
1124,zeichnen::V,işaret kirin,വരയ്ക്കുക
1125,schreiben::V,nivîsandin,എഴുതുക
1126,besitzen::V,hebûn,സ്വന്തമാക്കുക
1127,kaufen::V,kirîn,വാങ്ങുക
1128,verkaufen::V,firotin,വിൽക്കുക
1129,bezahlen::V,pere dan,പരിഹാരം ചെയ്യുക
1130,zahlen::V,pere dan,പണം അടയ്ക്കുക
1131,zahlen::V,dayin,പണം അടയ്ക്കുക
1132,beherrschen::V,zebt kirin,ഭരിക്കുക
1133,beherrschen::V,hukim kirin,ഭരിക്കുക
1134,ertragen::V,bihêzkirin,താങ്ങുക
