,Concept_ID,udm,ta
90,Tropfen::N,шапык,துளி
91,Schaum::N,шукы,நுரை
92,Schmutz::N,нӧд,அழுக்கு
93,Schmutz::N,дэри,அழுக்கு
94,See::N,ты,ஏரி
95,Sumpf::N,нюр,சதுப்பு நிலம்
96,Moor::N,нюр,முட்புதற்காடு
97,Wiese::N,возь,பசும் புல்தரை
98,Wiese::N,возьвыл,பசும் புல்தரை
99,Wald::N,сик,காடு
100,Wald::N,нюлэс,காடு
101,Hügel::N,выр,குன்று
102,Hügel::N,вырйыл,குன்று
103,Anhöhe::N,выр,பதுக்கை
104,Anhöhe::N,вырйыл,பதுக்கை
105,Berg::N,гурезь,மலை
106,Gipfel::N,йыл,உச்சி மாநாடு
107,Höhle::N,гу,குகை
108,Abhang::N,бам,சரிவு
109,Quelle::N,ошмес,மூலம்
110,Bach::N,пичи шур,ஓடை
111,Fluss::N,шур,ஆறு
112,Ufer::N,ярдур,நீர்க்கரை
113,Küste::N,вудур,கடற்கரை
114,Festland::N,мувыр,நிலம்
115,Meer::N,зарезь,கடல்
116,Bucht::N,вукож,சிறுகுடா
117,Insel::N,вумуӵ,தீவு
118,Insel::N,шормуӵ,தீவு
119,Blume::N,сяська,பூ
120,Gras::N,турын,புல்தரை
121,Wurzel::N,выжы,வேர்
122,Baum::N,пу,மரம்
123,Stamm::N,модос,அடிமரம்
124,Rinde::N,сул,பட்டை
125,Rinde::N,сул,மரப்பட்டை
126,Ast::N,ул,கினை
127,Zweig::N,вай,குச்சி
128,Blatt::N,куар,இலை
129,Birke::N,кызьпу,பிர்ச் மரம்
130,Kiefer[Baum]::N,пужым,தேவதாரு மரம்
131,Weide[Baum]::N,бадьпу,மர வகைகளுள் ஒன்று
132,Tanne::N,кыз,சாதிக்கய்
133,Horn::N,сюр,கொம்பு
134,Feder::N,тылы,இறகு
135,Fell::N,ку,மென்முடி
136,Flügel::N,бурд,இறக்கை
137,Klaue::N,гижы,நகம்
138,Kralle::N,пыд,நகம்
139,Schwanz::N,быж,வால்
140,Ei::N,пуз,முட்டை
141,Ei::N,кукей,முட்டை
142,Nest::N,кар,கூடு
143,Nest::N,пузкар,கூடு
144,Bau::N,кар,குகை
145,Bau::N,гу,குகை
146,Tier::N,пӧйшур,விலங்கு
147,Herde::N,уллё,கூட்டம்
148,Kuh::N,скал,பசு
149,Bulle::N,ош,காளை
150,Bulle::N,пороз,காளை
151,Pferd::N,вал,குதிரை
152,Schaf::N,ыж,செம்மறிஆடு
153,Schwein::N,парсь,பன்றி
154,Hund::N,пуны,நாய்
155,Katze::N,коӵыш,பூனை
156,Bär::N,гондыр,கரடி
157,Eichhörnchen::N,коньы,அணில்
158,Elch::N,койык,கடம்பை
159,Fuchs::N,ӟичы,நரி
160,Hase::N,кеч,முயல்
161,Maus::N,шыр,எலி
162,Wolf::N,кион,ஓநாய்
163,Vogel::N,тылобурдо,பறவை
164,Schwarm::N,уллё,தொகுதி
165,Huhn::N,курег,கோழிக்குஞசு
166,Hahn::N,атас,சேவல்
167,Gans::N,ӟазег,பெண் வாத்து
168,Adler::N,ӧрзи,பருநது
169,Ente::N,ӵӧж,வாத்து
170,Eule::N,кучыран,ஆந்தை
171,Kranich::N,тури,நாரை
172,Krähe::N,куака,காகம்
173,Kuckuck::N,кикы,குயில்
174,Schwan::N,юсь,அன்னம்
175,Fisch::N,чорыг,மீன்
176,Barsch::N,юш,பேர்ச்
177,Hecht::N,чипей,கோலாச்சி மீன்
178,Schlange[Tier]::N,кый,பாம்பு
179,Wurm::N,нумыр,புழு
180,Spinne::N,чонари,சிலந்தி
181,Ameise::N,кузьыли,எறும்பு
182,Laus::N,тэй,பேன்
183,Mücke::N,нымы,கொசுவினப்பூச்சி
184,Mücke::N,чибинь,கொசுவினப்பூச்சி
185,Fliege::N,кут,ஈ
186,Schmetterling::N,бубыли,வண்ணத்துப்பூச்சி
187,Beere::N,узы-боры,சதைப்பழம்
188,Apfel::N,яблок,ஆப்பிள பழம்
189,Pilz::N,губи,காளான்
190,Zwiebel::N,сугон,வெங்காயம்
191,Saat::N,кидыс,விதை
192,Korn::N,тысь,தானியம்
193,Heu::N,турын,வைக்கோல்
194,Schale::N,кыд,தோல்
195,Grube::N,гу,குழி
196,Grube::N,гоп,குழி
197,Falle::N,налик,பொறி
198,Schlinge::N,гиӟ,கண்ணி
199,Schlinge::N,герд,கண்ணி
200,Spur::N,пытьы,சுவடு
201,Spur::N,бервыл,சுவடு
202,Asche::N,пень,சாம்பல்
203,Dreck::N,дэри,அழுக்கு
204,Eisen::N,корт,இரும்பு
205,Gold::N,зарни,தங்கம்
206,Silber::N,азвесь,வெள்ளி
207,Kohle::N,эгыр,நிலக்கரி
208,Glas::N,стекло,கண்ணாடி
209,Glas::N,пияла,கண்ணாடி
210,Lehm::N,сюй,களிமண்
211,Sand::N,луо,மணல்
212,Mensch::N,мурт,மனிதர்கள்
213,Mensch::N,адями,மனிதர்கள்
214,Mann::N,воргорон,மனிதன்
215,Frau::N,кышномурт,பெண்
216,Kind::N,нуны,குழந்தை
217,Kind::N,пинал,குழந்தை
218,Junge::N,пи,பையன்
219,Mädchen::N,ныл,சிறுமி
220,Familie::N,семья,குடும்பம்
221,Großvater::N,песятай,தாத்தா
222,Großvater::N,пересь атай,தாத்தா
223,Großmutter::N,песянай,பாட்டி
224,Großmutter::N,пересь анай,பாட்டி
225,Eltern::N,атай-анай,பெற்றோர்
226,Eltern::N,бубы-мумы,பெற்றோர்
227,Vater::N,айы,தந்தை
228,Vater::N,атай,தந்தை
229,Mutter::N,мумы,தாய்
230,Sohn::N,пи,மகன்
231,Tochter::N,ныл,மகள்
232,Bruder::N,агай,சகோதரன்
233,Schwester::N,апа,அக்கா
234,Schwester::N,сузэр,அக்கா
235,Onkel::N,агай,தாய் மாமன்
236,Tante::N,апа,அத்தை
237,Tante::N,кенак,அத்தை
238,Ehemann::N,карт,கணவன்
239,Ehefrau::N,кышно,மனைவி
240,Freude::N,шумпотон,கொண்டாட்டம்
241,Gelächter::N,горем,சிரிப்பு
242,Glück::N,шуд,மகிழ்ச்சி
243,Kummer::N,кайгу,துயரம்
244,Kummer::N,куректон,துயரம்
245,Wunsch::N,мылпотон,விருப்பம்
246,Lust::N,потон,விருப்பம்
247,Geist::N,лул,ஆன்மா
248,Gedanke::N,малпан,எண்ணம்
249,Gedächtnis::N,йырсазь,ஞாபகம்
250,Gedächtnis::N,тодэваён,ஞாபகம்
251,Verstand::N,йырвизь,மனம்
252,Sinn::N,смысл,அர்த்தம்
253,Grund::N,муг,காரணம்
254,Grund::N,ньӧм,காரணம்
255,Wahrheit::N,зэм,உண்நை
256,Wahrheit::N,шонер,உண்நை
257,Gespräch::N,вераськон,பெசு
258,Märchen::N,выжыкыл,நம்பத்தகாத கதை
259,Erzählung::N,верос,கதை
260,Nachricht::N,ивор,செய்தி
261,Neuigkeit::N,выльивор,செய்தி
262,Name::N,ним,பெயர்
263,Rätsel::N,мадькыл,புதிர்
264,Rede::N,верам,பேச்சு
265,Sprache::N,кыл,மொழி
266,Stimme::N,куара,குரல்
267,Wort::N,кыл,வார்த்தை
268,Zeichen::N,пус,குறி
269,Zeichen::N,тодмет,குறி
270,Ruf::N,ӧтён,அழைப்பு
271,Ruf::N,чортон,அழைப்பு
272,Lärm::N,ӵашетон,சத்தம்
273,Laut::N,куара,ஒலி
274,Ton::N,куара,குரல்
275,Lied::N,кырӟан,பாட்டு
276,Ruhe::N,чалмыт улон,அமைதி
277,Leute::N,адямиос,மக்கள்
278,Volk::N,калык,மக்கள்
279,Arbeit::N,уж,வேலை
280,Gast::N,куно,விருந்தாளி
281,Geschenk::N,салам,பரிசுப் பொருள்
282,Geschenk::N,кузьым,பரிசுப் பொருள்
283,Spiel::N,шудон,விளையாட்டு
284,Gesellschaft::N,калык,சமுதாயம்
285,Hilfe::N,юрттон,உதவி
286,Freund::N,эш,நண்பன்
287,Freund::N,юлтош,நண்பன்
288,Kamerad::N,тодмо,உடனிருப்பவன்
289,Angelegenheit::N,уж,செய்தி
290,Anzahl::N,лыд,எண்ணிக்கை
291,Art::N,тус,வகை
292,Stück::N,юдэс,துண்டம்
293,Teil::N,люкет,பகுதி
294,Hälfte::N,ӝыны,பாதி
295,Kreis::N,котырес,வட்டம்
296,Kreuz::N,крест,சிலுவை
297,Linie::N,гож,கோடு
298,Strich::N,гож,வாத நோய்
299,Abstand::N,вис,இடைவெளி
300,Abstand::N,кусып,இடைவெளி
301,Entfernung::N,кусып,தூரம்
302,Gegend::N,инты,வட்டாரம்
303,Platz::N,инты,வெற்றிடம்
304,Ort::N,инты,இடம்
305,Ort::N,места,இடம்
306,Seite::N,пал,பக்கம்
307,Mitte::N,шор,இடைப்பகுதி
308,Gegenstand::N,арбери,உருப்படி
309,Sache::N,котыр,பொருள்
310,Rand::N,дур,தொங்கு
311,Rand::N,шаер,தொங்கு
312,Kante::N,дур,விளிம்பு
313,Ecke::N,сэрег,மூலை
314,Spitze::N,йыл,முனை
315,Ende::N,пум,முடிவு
316,Loch::N,пась,துளை
317,Winkel::N,сэрег,கோணம்
318,Muster::N,пужы,பாங்கு
319,Größe::N,быдӟала,அளவு
320,Länge::N,кузьдала,நீளம்
321,Höhe::N,ӝуждала,உயரம்
322,Gewicht::N,сектала,எடை
323,Gewicht::N,секытлык,எடை
324,Menge::N,лыд,தொகை
325,Menge::N,лыдпус,தொகை
326,Haufen::N,люк,குவியல்
327,Reihe::N,чур,வரிசை
328,Boot::N,пыж,படகு
329,Boot::N,лодка,படகு
330,Ruder::N,полыс,துடுப்பு
331,Schlitten::N,додьы,சகடையிலா வண்டி
332,Ski::N,куас,பனிச் சறுக்கல்
333,Lagerfeuer::N,тылскем,மூட்டம்
334,Last::N,секыт,பாரம்
335,Gang::N,ветлон,நடை
336,Schritt::N,вамыш,காலடி
337,Norden::N,уйпал,வடக்கு
338,Süden::N,лымшор,தெற்கு
339,Westen::N,шунды пуксён,மேற்கு திசை
340,Osten::N,шунды ӝужан,கிழக்கு
341,Holz::N,пу,மரக்கட்டை
342,Brett::N,пул,பலகை
343,Platte::N,плита,பலகம்
344,Stütze::N,пыкет,அடைப்புகன்
345,Stange::N,пуӵ,கம்பம்
346,Stock::N,боды,குச்சி
347,Stab::N,пуӵ,கம்பு
348,Stab::N,боды,கம்பு
349,Rohr::N,труба,குழாய்
350,Haus::N,юрт,வீடு
351,Heim::N,корка,வீடு
352,Ofen::N,гур,அடுப்பு
353,Fußboden::N,выж,தரை
354,Tisch::N,ӝӧк,மேசை
355,Stuhl::N,пукон,நாற்காலி
356,Wiege::N,кӧкы,தொட்டில்
357,Wiege::N,зыбка,தொட்டில்
358,Bett::N,валес,படுக்கை
359,Regal::N,ӝажы,அலமாரி
360,Kiste::N,ящик,பெட்டி
361,Fenster::N,укно,சாளரம்
362,Fenster::N,косяк,சாளரம்
363,Tür::N,ӧс,கதவு
364,Tor::N,ӟезьы,வாசற்கதவு
365,Zaun::N,забор,வேலி
366,Dach::N,липет,கூரை
367,Leiter::N,падӟа,ஏணி
368,Besen::N,ӵужон,விளக்குமாறு
369,Besen::N,исьнер,விளக்குமாறு
370,Spaten::N,лопатка,மண்வெட்டி
371,Schaufel::N,ютырон,அடிதண்டா
372,Gabel::N,тэчы,முட்கரண்டி
373,Gabel::N,вилка,முட்கரண்டி
374,Löffel::N,пуньы,கரண்டி
375,Messer::N,пурт,கத்தி
376,Nagel::N,кортӵог,ஆணி
377,Netz::N,сеть,வலை
378,Haken::N,курик,கொக்கி
379,Griff::N,ныд,கைப்பிடி
380,Schloss::N,тунгон,பூட்டு
381,Bild::N,суред,படம்
382,Figur::N,фигура,எண்ணிக்கை
383,Puppe::N,мунё,பொம்மை
384,Beutel::N,пуйы,பை
385,Bündel::N,керттэт,பொதி
386,Tasche::N,пуйы,பை
387,Tasche::N,сумка,பை
388,Eimer::N,ведра,வாளி
389,Deckel::N,ӵоксэт,உறை
390,Geschirr::N,тусьты-пуньы,பாத்திரம்
391,Sack::N,пуйы,பை
392,Tasse::N,ӵаша,கிண்ணம்
393,Topf::N,миска,பானை
394,Kessel::N,пурты,கெண்டி
395,Essen::N,сиськон,உணவருந்துதல்
396,Nahrung::N,сион,உணவு
397,Speise::N,сиён,உணவு வகை
398,Fleisch::N,сӥль,இறைச்சி
399,Getreide::N,ю тысь,மக்காச்சோளம்
400,Brei::N,ӝук,கஞ்சி
401,Brot::N,нянь,ரொட்டி
402,Scheibe::N,шорем,துண்டு
403,Fett::N,кӧй,கொழுப்பு
404,Butter::N,вӧй,வெண்ணெய்
405,Öl::N,вӧй,எண்ணெய்
406,Salz::N,сылал,உப்பு
407,Suppe::N,шыд,ரசம்
408,Honig::N,чечы,தேன்
409,Milch::N,йӧл,பால்
410,Tee::N,чай,தெனீர்
411,Leder::N,сурон,பதம் செய்யப்பட்ட தோல்
412,Wolle::N,гон,கம்பளி
413,Wolle::N,ыжгон,கம்பளி
414,Stoff::N,куэм,துணி
415,Nadel::N,вень,ஊசி
416,Faden::N,сӥньыс,நூல்
417,Knopf::N,бирды,பொத்தான்
418,Knoten::N,герд,முடிச்சு
419,Farbe::N,буёл,வண்ணக் குழம்பு
420,Kleidung::N,дӥсь,ஆடைகள்
421,Hemd::N,дэрем,சட்டை
422,Kragen::N,сирес,கழுத்துப் பட்டை
423,Ärmel::N,саес,சட்டைக்கை
424,Hose::N,брюки,கால்சட்டை
425,Hose::N,штань,கால்சட்டை
426,Gürtel::N,кускерттон,பெல்ட்
427,Mütze::N,ызьы,தொப்பி
428,Schuh::N,ботинка,காலணி
429,Stiefel::N,сапег,காலணி
430,Ring::N,зундэс,மோதிரம்
431,Band::N,лента,நாடா
432,Kamm::N,сын,கீப்பு
433,Spiegel::N,синучкон,ஆடி
434,Spiegel::N,синучкон,கண்ணாடி
435,Riemen::N,е,வார்
436,Schnur::N,гозы,கயிறு
437,Leine::N,думет,தோல்வார்
438,Decke::N,шобрет,போர்வை
439,Kissen::N,миндэр,தலையணை
440,Tuch::N,кышет,துணி
441,Handtuch::N,ӵушкон,தண்டு
442,Kraft::N,кать,நிர்பந்தம்
443,Kraft::N,ӟигар,நிர்பந்தம்
444,Stärke::N,юнлык,பலம்
445,Gesundheit::N,тазалык,ஆரோக்கியம்
446,Krankheit::N,висён,நோய்
447,Schmerz::N,висён,வலி
448,Wunde::N,яра,காயம்
449,Fieber::N,кезег,காய்ச்சல்
450,Arznei::N,эмъюм,மருந்து
451,Brücke::N,выж,பாலம்
452,Brunnen::N,колдэч,கேணி
453,Weide::N,возь,மேய்ச்சல் நிலம்
454,Pfad::N,сюрес,நடை வழி
455,Weg::N,сюрес,வழி
456,Straße::N,сюрес,சாலை
457,Dorf::N,гурт,கிராமம்
458,Stadt::N,кар,நகரம்
459,Stadt::N,город,நகரம்
460,Brief::N,гожтэт,கடிதம்
461,Buch::N,книга,புத்தகம்
462,Buchstabe::N,буква,எழத்து
463,Zeitung::N,газет,செய்தித்தாள்
464,Leben::N,улон,வாழ்க்கை
465,Tod::N,кулон,மரணம்
466,Grab::N,шайгу,சமாதி
467,Kirche::N,черк,தேவாலயம்
468,Sünde::N,сьӧлык,பாவம்
469,Gott::N,ӥнмар,கடவுள்
470,Arbeiter::N,рабочий,தொழிலாளி
471,Chef::N,начальник,மேலாளர்
472,Meister::N,кибашлы,தலைவன்
473,Arzt::N,врач,மருத்துவர்
474,Lehrer::N,дышетӥсь,ஆசிரியர்
475,Geld::N,уксё,பணம்
476,Geld::N,коньдон,பணம்
477,Geschäft::N,уж,வாணிபம்
478,Laden::N,магазин,கடை
479,Preis::N,дун,விலை
480,Ware::N,вуз,சாமன்கள்
481,Nutzen::N,пайда,இலாபம்
482,Reichtum::N,узырлык,சொத்து
483,Welt::N,дунне,உலகம்
484,Land::N,шаер,நாடு
485,Staat::N,кун,நாடு
486,König::N,эксэй,அரசன்
487,Macht::N,власть,அதிகாரம்
488,Grenze::N,кунгож,எல்லை
489,Krieg::N,ож,போர்
490,Feind::N,тушмон,எதிரி
491,Gewalt::N,эриктэман,வன்முறை
492,Kampf::N,нюръяськон,போராட்டம்
493,Bogen[Waffe]::N,пукыӵ,வில்
494,Pfeil::N,пукыӵ вень,அம்பு
495,Gewehr::N,пыӵал,துப்பாக்கி
496,Fehler::N,янгыш,தவறு
497,Lüge::N,пӧян,பொய்
498,Lüge::N,алдан,பொய்
499,Lüge::N,ӧрекчан,பொய்
500,Schaden::N,изъян,சேதாரம்
501,Unglück::N,куректон,இடையூறு
502,Unglück::N,шудтэме усён,இடையூறு
503,Schuld::N,янгыш,குற்றம்
504,Alter::N,арлыд,வயது
505,Schluss::N,пум,முடிவு
506,Zeit::N,дыр,காலம்
507,Tag::N,нунал,நாள்
508,Morgen::N,ӵукна,காலை நேரம்
509,Mittag::N,лымшор,மதியம்
510,Abend::N,ӝыт,மாலைப் பொழுது
511,Abend::N,акшан,மாலைப் பொழுது
512,Nacht::N,уй,இரவு
513,Woche::N,арня,வாரம்
514,Monat::N,толэзь,மாதம்
515,Jahr::N,ар,வருடம்
516,Frühling::N,тулыс,வசந்தம்
517,Sommer::N,гужем,கோடை
518,Herbst::N,сӥзьыл,இலையுதிர் காலம்
519,Winter::N,тол,குளிர்காலம்
520,Januar::N,выльартолэзь,ஜனவரி
521,Februar::N,тулыспал,பிபரவரி மாதம்
522,März::N,южтолэзь,மார்ச் மாதம்
523,April::N,оштолэзь,ஏப்ரல் மாதம்
524,Mai::N,куартолэзь,மே மாதம்
525,Juni::N,вожотолэзь,ஜூன் மாதம்
526,Juli::N,пӧсьтолэзь,ஜூலை மாதம்
527,August::N,гудырикошкон,ஆகஸ்ட் மாதம்
528,September::N,куарусён,செப்டம்பர் மாதம்
529,Oktober::N,выльӝуктолэзь,அக்டோபர் மாதம்
530,November::N,шуркынмон,நவம்பர் மாதம்
531,Dezember::N,толсур,டிசம்பர்
532,Montag::N,вордӥськон,திங்கட் கிழமை
533,Dienstag::N,вторник,செவ்வாய்க்கிழமை
534,Mittwoch::N,вирнунал,புதன் கிழமை
535,Donnerstag::N,покчиарня,வியாழக் கிழமை
536,Freitag::N,удмуртарня,வெள்ளிக்கிழமை
537,Samstag::N,кӧснунал,சனிக்கிழமை
538,Sonntag::N,арня,ஞாயிறுக் கிழமை
539,groß::A,бадӟым,பெரிய
540,klein::A,пичи,சிறிய
541,lang::A,кузь,நீண்ட
542,kurz::A,вакчи,குட்டையான
543,breit::A,паськыт,அகலமான
544,schmal::A,сюлэг,குறுகலான
545,dicht::A,ӵем,அடர்த்தியான
546,dick[Gegenstand]::A,зӧк,தடித்த
547,dünn::A,векчи,சன்னமான
548,fein::A,векчи,மெல்லிய
549,fest::A,юн,உறுதியாள
550,fest::A,чурыт,உறுதியாள
551,flach::A,ӵошкыт,தட்டையான
552,glatt::A,гылыт,வழுவழுப்பான
553,glatt::A,вольыт,வழுவழுப்பான
554,hart::A,чурыт,கடினமான
555,weich::A,небыт,மென்மையான
556,rund::A,котырес,உருண்டையான
557,spitz::A,йылсо,திகந்தமாக
558,scharf::A,лэчыт,கூரான
559,stumpf::A,ныж,உளம் திறந்த
560,schwer::A,секыт,கனமான
561,schön::A,чебер,அழகான
562,heiß::A,пӧсь,சூடான
563,warm::A,шуныт,இதமான
564,kalt::A,кезьыт,குளிர்ச்சியான
565,kühl::A,юзмыт,குளிர்ச்சியான
566,kühl::A,салкым,குளிர்ச்சியான
567,frisch::A,выль,சுத்தமான
568,feucht::A,мускыт,ஈரமான
569,nass::A,котмем,ஈரமான
570,trocken::A,кӧс,உலர்ந்த
571,voll::A,тыр,நிரம்பிய
572,leer::A,буш,காலியான
573,leer::A,тырттэм,காலியான
574,offen::A,усьтэм,திறந்த
575,geschlossen::A,ӵогам,மூடப்பட்ட
576,geschlossen::A,пунням,மூடப்பட்ட
577,sauber::A,ӝикыт,சுத்தமான
578,sauber::A,чылкыт,சுத்தமான
579,schmutzig::A,нӧд,அழக்கான
580,roh::A,ыль,கச்சா
581,reif::A,вуэм,பழுத்த
582,lecker::A,ческыт,சுவைமிக்க
583,süß::A,ческыт,இனிப்பான
584,bitter::A,курыт,கசப்பான
585,sauer::A,чырс,புளிப்பாக
586,hell::A,югыт,பளபளப்பான
587,dunkel::A,пеймыт,கருமையான
588,schwarz::A,сьӧд,கருப்பு வண்ண
589,weiß::A,тӧдьы,வெண்மையன
590,rot::A,горд,சிவப்பு
591,gelb::A,ӵуж,மஞ்சள் வண்ணம்
592,blau::A,лыз,நீல வண்ண
593,grün::A,вож,பச்சை வண்ண
594,grau::A,пурысь,சாம்பல் நிற
595,bunt::A,куӵо,வண்ண மயமான
596,billig::A,дунтэм,மலிவான
597,teuer::A,дуно,விலை அதிகமான
598,wertvoll::A,дуно,மதிப்புள்ள
599,blind::A,сукыр,பார்வையற்ற
600,blind::A,синтэм,பார்வையற்ற
601,taub::A,пельтэм,செவிடான
602,kräftig::A,кужмо,வலிமையான
603,stark::A,юн,பலமான
604,stark::A,кужмо,பலமான
605,schwach::A,ляб,பலவீனமான
606,schwach::A,начар,பலவீனமான
607,fett::A,кӧй,பருமனாக
608,schlank::A,веськыт,ஒல்லியான
609,schlank::A,веськрес,ஒல்லியான
610,hübsch::A,чебер,அழகிய
611,hübsch::A,синмаськымон,அழகிய
612,böse::A,лек,கேடு விளைவிக்கும்
613,dumm::A,шузи,முட்டாள்தனமான
614,dumm::A,визьтэм,முட்டாள்தனமான
615,faul::A,азьтэм,சோம்பலான
616,fleißig::A,сюлмо,ஊக்கந்தளராத
617,geizig::A,сук,கஞேசத்தனமான
618,klug::A,визьмо,சாதுரியமான
619,geschickt::A,усто,திறமையள்ள
620,geschickt::A,быгатӥсь,திறமையள்ள
621,lieb::A,мусо,அன்புக்குரிய
622,lustig::A,шулдыр,களிப்புமிக்க
623,sanft::A,мусо,சாதுவான
624,sanft::A,эрке,சாதுவான
625,hungrig::A,сютэм,பசியுடன்
626,krank::A,висись,நோயுற்று
627,nackt::A,гольык,ஆடையற்ற
628,traurig::A,мӧзмыт,சோகமான
629,lebendig::A,улэп,பிழைப்பு
630,gut::A,ӟеч,நல்ல
631,gut::A,умой,நல்ல
632,schlecht::A,урод,கெட்ட
633,schlecht::A,алама,கெட்ட
634,richtig::A,шонер,சரியான
635,schlimm::A,алама,அருவருப்பான
636,wahr::A,зэмос,உண்மையான
637,alt::A,вуж,பழைய
638,neu::A,выль,புதிய
639,ehemalig::A,азьвылэз,முன்நாள்
640,alt[Lebewesen]::A,пересь,வயதான
641,jung::A,егит,இளமையான
642,jung::A,пинал,இளமையான
643,arm::A,начар,ஏழ்மையான
644,arm::A,куанер,ஏழ்மையான
645,reich::A,узыр,செல்வம் படைத்த
646,bekannt::A,тодмо,பழக்கப்பட்ட
647,berühmt::A,дано,புகழ்பெற்ற
648,fremd::A,ят,அயல் நாட்டு
649,verschieden::A,пӧртэм,வித்தியாசமான
650,nah::A,матысь,பக்கத்தில் உள்ள
651,fern::A,кыдёкысь,தொலை தூரத்தில்
652,linker::A,паллян,மீந்திருக்கும்
653,rechter::A,бур,வலதுபக்கம்
654,rechter::A,бурпал,வலதுபக்கம்
655,anderer::A,мукет,மற்ற
656,erster::A,нырысетӥез,முதனமையான
657,zweiter::A,кыктэтӥез,இரண்டாவது
658,dritter::A,кунньметӥез,மூன்றாவது
659,letzter::A,берло,கடைசி
660,letzter::A,берпум,கடைசி
661,allein::ADV,огназ,தனியாக
662,auf einmal::ADV,огдыре,தடீரென்று
663,zusammen::ADV,ӵош,சேர்ந்து
664,zusammen::ADV,валче,சேர்ந்து
665,lange::ADV,кема,அதிக நோம்
666,plötzlich::ADV,мапламтэ шорысь,தடீரென்று
667,sofort::ADV,али ик,உடனடியாக
668,später::ADV,бергес,பிறகு
669,später::ADV,берлогес,பிறகு
670,jetzt::ADV,али,இப்பொழது
671,jetzt::ADV,табере,இப்பொழது
672,heute::ADV,туннэ,இன்று
673,morgen::ADV,ӵуказе,நாளைக்கு
674,bald::ADV,ӝоген,சீக்கிரம்
675,dann::ADV,берло,அப்பொழுது
676,gestern::ADV,толон,நேற்று
677,einst::ADV,огпол,ஒரே முறை
