,Concept_ID,br,br
793,sieden::V,berviñ,berviñ
794,faulen::V,breinañ,breinañ
795,verfaulen::V,breinañ,breinañ
796,reißen::V,darnaouiñ,darnaouiñ
797,versinken::V,sodellañ,sodellañ
798,vergehen::V,tremen,tremen
799,erscheinen::V,donet war-wel,donet war-wel
800,verschwinden::V,monet diwar wel,monet diwar wel
801,sinken::V,en em izelat,en em izelat
802,abnehmen::V,nebeutaat,nebeutaat
803,zunehmen::V,kreskiñ,kreskiñ
804,steigen::V,sevel,sevel
805,wachsen::V,kreskiñ,kreskiñ
806,glänzen::V,lugernañ,lugernañ
807,funkeln::V,elieniñ,elieniñ
808,lärmen::V,rabotat,rabotat
809,klirren::V,diridignat,diridignat
810,klirren::V,diridignat,sterlinkañ
811,klirren::V,sterlinkañ,diridignat
812,klirren::V,sterlinkañ,sterlinkañ
813,brausen::V,gwegal,gwegal
814,rauschen::V,trouzal,trouzal
815,klingen::V,seniñ,seniñ
816,bellen::V,harzhal,harzhal
817,heulen::V,yudal,yudal
818,blasen::V,c'hwezhañ,c'hwezhañ
819,pfeifen::V,c'hwitellat,c'hwitellat
820,schreien::V,huchal,huchal
821,stöhnen::V,hirvoudiñ,hirvoudiñ
822,zittern::V,krenañ,krenañ
823,leben::V,bevañ,bevañ
824,geboren werden::V,genel,genel
825,atmen::V,tennañ e anal,tennañ e anal
826,trinken::V,evañ,evañ
827,essen::V,debriñ,debriñ
828,schlucken::V,lonkañ,lonkañ
829,müde werden::V,skuizhañ,skuizhañ
830,einschlafen::V,menel kousket,menel kousket
831,schlafen::V,kousket,kousket
832,aufwachen::V,dihuniñ,dihuniñ
833,aufstehen::V,sevel,sevel
834,sich erholen::V,diskuizhañ,diskuizhañ
835,krank werden::V,klañviñ,klañviñ
836,krank sein::V,bezañ klañv,bezañ klañv
837,schmerzen::V,skourjezañ,skourjezañ
838,husten::V,pasaat,pasaat
839,husten::V,pasaat,peudal
840,husten::V,peudal,pasaat
841,husten::V,peudal,peudal
842,genesen::V,pareañ,pareañ
843,sterben::V,mervel,mervel
844,umkommen::V,perisañ,perisañ
845,sich bewegen::V,bouljal,bouljal
846,sich rühren::V,fiñval,fiñval
847,sich erheben::V,sevel,sevel
848,sich setzen::V,azezañ,azezañ
849,sich setzen::V,azezañ,mont en e goazez
850,sich setzen::V,mont en e goazez,azezañ
851,sich setzen::V,mont en e goazez,mont en e goazez
852,hinfallen::V,kouezhañ,kouezhañ
853,laufen::V,redek,redek
854,schreiten::V,kerzhet,kerzhet
855,spazierengehen::V,pourmen,pourmen
856,eilen::V,hastañ,hastañ
857,sich beeilen::V,hastañ,hastañ
858,sausen::V,karzhañ,karzhañ
859,rennen::V,redek,redek
860,springen::V,lammat,lammat
861,klettern::V,krimpat,krimpat
862,schaukeln::V,brañsellat,brañsellat
863,kriechen::V,skrampañ,skrampañ
864,schwimmen::V,neuial,neuial
865,tauchen::V,splujañ,splujañ
866,rudern::V,roeñvat,roeñvat
867,fahren::V,kas,kas
868,fahren::V,kas,bleniañ
869,fahren::V,bleniañ,kas
870,fahren::V,bleniañ,bleniañ
871,fliegen::V,nijal,nijal
872,gehen::V,mont,mont
873,weggehen::V,mont kuit,mont kuit
874,abfahren::V,mont kuit,mont kuit
875,anhalten::V,chom a-sav,chom a-sav
876,hineingehen::V,monet e-barzh,monet e-barzh
877,eintreten::V,monet e-barzh,monet e-barzh
878,kommen::V,dont,dont
879,ankommen::V,erruout,erruout
880,zurückkommen::V,addonet,addonet
881,bleiben::V,chom,chom
882,warten::V,gortoz,gortoz
883,erwarten::V,gortoz,gortoz
884,suchen::V,klask,klask
885,finden::V,kavout,kavout
886,versuchen::V,klask,klask
887,vorbereiten::V,aozañ,aozañ
888,lieben::V,karout,karout
889,mögen::V,karout,karout
890,lachen::V,c'hoarzin,c'hoarzin
891,rühren::V,tenerañ,tenerañ
892,weinen::V,gouelañ,gouelañ
893,schimpfen::V,krozal,krozal
894,sich ärgern::V,fachañ,fachañ
895,sich ärgern::V,fachañ,en em fachañ
896,sich ärgern::V,en em fachañ,fachañ
897,sich ärgern::V,en em fachañ,en em fachañ
898,fliehen::V,tec'het,tec'het
899,flüchten::V,tuzañ,tuzañ
900,sehen::V,gwelet,gwelet
901,anschauen::V,sellout ouzh,sellout ouzh
902,ansehen::V,sellout ouzh,sellout ouzh
903,hören::V,klevet,klevet
904,zuhören::V,selaou,selaou
905,probieren::V,blasa,blasa
906,riechen::V,klevet,klevet
907,fühlen::V,santout,santout
908,scheinen::V,diskouez bezañ,diskouez bezañ
909,zu sehen sein::V,bezañ gwelus,bezañ gwelus
910,vernehmen::V,merzhañ,merzhañ
911,frieren::V,anoued,anoued
912,tun::V,ober,ober
913,können::V,gouzout,gouzout
914,wollen::V,fellout da,fellout da
915,wollen::V,fellout da,kaout c'hoant da
916,wollen::V,kaout c'hoant da,fellout da
917,wollen::V,kaout c'hoant da,kaout c'hoant da
918,anfangen::V,kregiñ,kregiñ
919,beenden::V,achuiñ,achuiñ
920,aufhören::V,paouez,paouez
921,öffnen::V,digeriñ,digeriñ
922,schließen::V,serriñ,serriñ
923,stellen::V,lakaat,lakaat
924,setzen::V,lakaat,lakaat
925,legen::V,lakaat,lakaat
926,berühren::V,touch,touch
927,verbinden::V,eren,eren
928,bedecken::V,goloiñ,goloiñ
929,aufhängen::V,istribilhañ,istribilhañ
930,anzünden::V,alumiñ,alumiñ
931,anzünden::V,alumiñ,c'hwezzañ
932,anzünden::V,c'hwezzañ,alumiñ
933,anzünden::V,c'hwezzañ,c'hwezzañ
934,aufheben::V,dastum,dastum
935,zurücklassen::V,lezel,lezel
936,verlieren::V,koll,koll
937,fallen lassen::V,laoskel,laoskel
938,fallen lassen::V,laoskel,lezel da gouezhel
939,fallen lassen::V,lezel da gouezhel,laoskel
940,fallen lassen::V,lezel da gouezhel,lezel da gouezhel
941,machen::V,ober,ober
942,herstellen::V,fardañ,fardañ
943,bauen::V,sevel,sevel
944,reparieren::V,adaozañ,adaozañ
945,verbessern::V,gwellaat,gwellaat
946,ändern::V,cheñch,cheñch
947,graben::V,kleuzañ,kleuzañ
948,beugen::V,plegañ,plegañ
949,biegen::V,krommañ,krommañ
950,drehen::V,treiñ,treiñ
951,wenden::V,treiñ,treiñ
952,umdrehen::V,treiñ,treiñ
953,heben::V,sevel,sevel
954,hochheben::V,sevel,sevel
955,ergreifen::V,kemer,kemer
956,halten::V,dalc'hen,dalc'hen
957,drücken::V,bountañ,bountañ
958,schieben::V,poulzañ,poulzañ
959,kratzen::V,skrabat,skrabat
960,lecken::V,lipat,lipat
961,beißen::V,kregiñ,kregiñ
962,abreißen::V,diframmañ,diframmañ
963,abschneiden::V,troc'hañ,troc'hañ
964,binden::V,stagañ,stagañ
965,stecken::V,sankañ,sankañ
966,brechen::V,darnaouiñ,darnaouiñ
967,klopfen::V,skoiñ,skoiñ
968,hauen::V,dornañ,dornañ
969,kleben::V,pegañ,pegañ
970,reiben::V,taravat,taravat
971,reiben::V,taravat,trekiñ
972,reiben::V,trekiñ,taravat
973,reiben::V,trekiñ,trekiñ
974,streichen::V,toazañ,toazañ
975,schleifen::V,lemmañ,lemmañ
976,schneiden::V,troc'hañ,troc'hañ
977,rütteln::V,tordorosañ,tordorosañ
978,schütteln::V,hejañ,hejañ
979,schütten::V,diskargañ,diskargañ
980,füllen::V,kargañ,kargañ
981,einwickeln::V,gronnañ,gronnañ
982,tragen::V,dougen,dougen
983,schleppen::V,stlejal,stlejal
984,ziehen::V,sachañ,sachañ
985,aufbewahren::V,miret,miret
986,werfen::V,teuler,teuler
987,fangen::V,tapañ,tapañ
988,packen::V,krapat,krapat
989,verstecken::V,kuzhat,kuzhat
990,teilen::V,rannañ,rannañ
991,schicken::V,kas,kas
992,bringen::V,degas,degas
993,hinzufügen::V,lakat ouzhpenn,lakat ouzhpenn
994,bekommen::V,kaout,kaout
995,erhalten::V,kaout,kaout
996,nehmen::V,kemer,kemer
997,wählen::V,choaz,choaz
998,auswählen::V,dibab,dibab
999,bewahren::V,mirout,mirout
1000,behindern::V,diaezañ,diaezañ
1001,verderben::V,lovrañ,lovrañ
1002,beschädigen::V,gwallegañ,gwallegañ
1003,zerbrechen::V,torriñ,torriñ
1004,zerreißen::V,diroegiñ,diroegiñ
1005,zerstören::V,distrujañ,distrujañ
1006,verbrennen::V,deviñ,deviñ
1007,geben::V,reiñ,reiñ
1008,schenken::V,donezonañ,donezonañ
1009,versprechen::V,prometiñ,prometiñ
1010,wünschen::V,hetiñ,hetiñ
1011,loben::V,feurmiñ,feurmiñ
1012,küssen::V,pokat,pokat
1013,wiegen::V,pouezañ,pouezañ
1014,zudecken::V,goloiñ,goloiñ
1015,wecken::V,dihuniñ,dihuniñ
1016,zeigen::V,diskouez,diskouez
1017,führen::V,kas,kas
1018,lehren::V,deskiñ,deskiñ
1019,unterrichten::V,kelenn,kelenn
1020,leiten::V,bleinañ,bleinañ
1021,antreiben::V,poulzañ,poulzañ
1022,lassen::V,leuskel,leuskel
1023,einladen::V,pediñ,pediñ
1024,vereinigen::V,unisañ,unisañ
1025,besuchen::V,gweladenniñ,gweladenniñ
1026,treffen::V,kejal,kejal
1027,treffen::V,kejal,ankontrañ
1028,treffen::V,ankontrañ,kejal
1029,treffen::V,ankontrañ,ankontrañ
1030,sich versammeln::V,bodennañ,bodennañ
1031,spielen::V,c'hoari,c'hoari
1032,singen::V,kanañ,kanañ
1033,tanzen::V,dañsal,dañsal
1034,sich trennen::V,dispartiañ,dispartiañ
1035,verlassen::V,lezel,lezel
1036,retten::V,saveteiñ,saveteiñ
1037,bewachen::V,mesa,mesa
1038,schützen::V,diwall,diwall
1039,verteidigen::V,difenn,difenn
1040,sich schlagen::V,lopañ,lopañ
1041,siegen::V,trec'hiñ,trec'hiñ
1042,ärgern::V,hegasiñ,hegasiñ
1043,schlagen::V,skeiñ,skeiñ
1044,treten::V,botaouiñ,botaouiñ
1045,stechen::V,pikat,pikat
1046,stoßen::V,stokañ,stokañ
1047,stehlen::V,laerezh,laerezh
1048,stören::V,direnkañ,direnkañ
1049,belästigen::V,dregasiñ,dregasiñ
1050,verbergen::V,skoachañ,skoachañ
1051,täuschen::V,tromplañ,tromplañ
1052,betrügen::V,lorbañ,lorbañ
1053,töten::V,lazhañ,lazhañ
1054,wohnen::V,bezañ o chom,bezañ o chom
1055,arbeiten::V,labourat,labourat
1056,sammeln::V,dastum,dastum
1057,pflücken::V,kuntuilhañ,kuntuilhañ
1058,jagen::V,chaseal,chaseal
1059,fischen::V,pesketa,pesketa
1060,fassen::V,pakañ,pakañ
1061,hüten::V,geota,geota
1062,anbinden::V,stagañ,stagañ
1063,füttern::V,boueta,boueta
1064,melken::V,goro,goro
1065,hacken::V,difrakal,difrakal
1066,gießen::V,dourañ,dourañ
1067,reifen::V,azviñ,azviñ
1068,zubereiten::V,keginañ,keginañ
1069,kochen::V,poazhañ,poazhañ
1070,backen::V,fritañ,fritañ
1071,braten::V,rostañ,rostañ
1072,stricken::V,stammañ,stammañ
1073,nähen::V,gwriat,gwriat
1074,färben::V,livañ,livañ
1075,reinigen::V,naetañ,naetañ
1076,waschen::V,gwalc'hiñ,gwalc'hiñ
1077,abwischen::V,torchañ,torchañ
1078,spülen::V,disgwalc'hiñ,disgwalc'hiñ
1079,fegen::V,skubañ,skubañ
1080,kehren::V,skubañ,skubañ
1081,baden::V,kouronkañ,kouronkañ
1082,sich waschen::V,en em walc'hiñ,en em walc'hiñ
1083,sich anziehen::V,gwiskañ,gwiskañ
1084,kämmen::V,kribat,kribat
1085,schmücken::V,kinklañ,kinklañ
1086,sagen::V,larêt,larêt
1087,sagen::V,larêt,lavaret
1088,sagen::V,lavaret,larêt
1089,sagen::V,lavaret,lavaret
1090,sprechen::V,komz,komz
1091,reden::V,kaozeal,kaozeal
1092,sich unterhalten::V,balbotal,balbotal
1093,fragen::V,goulenn,goulenn
1094,bitten::V,goulenn,goulenn
1095,erzählen::V,kontañ,kontañ
1096,mitteilen::V,kemenn,kemenn
1097,nennen::V,anviñ,anviñ
1098,rufen::V,gelver,gelver
1099,prahlen::V,fougeal,fougeal
1100,übersetzen::V,treiñ,treiñ
1101,denken::V,soñjal,soñjal
1102,glauben::V,krediñ,krediñ
1103,bemerken::V,apresevañ,apresevañ
1104,erkennen::V,anavout,anavout
1105,begreifen::V,meizañ,meizañ
1106,verstehen::V,kompren,kompren
1107,lernen::V,deskiñ,deskiñ
1108,wissen::V,gouzout,gouzout
1109,sich erinnern an::V,kaout soñj e,kaout soñj e
1110,vergessen::V,ankouaat,ankouaat
1111,messen::V,muzuliañ,muzuliañ
1112,zählen::V,kontañ,kontañ
1113,rechnen::V,jedañ,jedañ
1114,lesen::V,lenn,lenn
1115,malen::V,livañ,livañ
1116,zeichnen::V,tresañ,tresañ
1117,schreiben::V,skrivañ,skrivañ
1118,besitzen::V,kaout,kaout
1119,kaufen::V,prenañ,prenañ
1120,verkaufen::V,gwerzhañ,gwerzhañ
1121,bezahlen::V,paeañ,paeañ
1122,zahlen::V,paeañ,paeañ
1123,beherrschen::V,mestroniañ,mestroniañ
1124,ertragen::V,anduriñ,anduriñ
