,Concept_ID,av,el
190,Eule::N,беццаруз,κουκουβάγια
191,Kranich::N,къункъра,γερανός
192,Krähe::N,гъеду,καρακάξα
193,Kuckuck::N,гагу,κούκος
194,Schwan::N,хӏанкъва,κύκνος
195,Fisch::N,ччугӏа,ψάρι
196,Barsch::N,окунь,πέρκα
197,Hecht::N,щука,λούτσος
198,Schlange[Tier]::N,борохь,φίδι
199,Wurm::N,хӏапара,σκουλήκι
200,Spinne::N,хъанхъра,αράχνη
201,Ameise::N,цӏунцӏра,μυρμήγκι
202,Laus::N,нацӏ,ψείρα
203,Mücke::N,кӏкӏара,κουνούπι
204,Fliege::N,тӏутӏ,μύγα
205,Schmetterling::N,кӏалкӏучӏ,πεταλούδα
206,Apfel::N,гӏеч,μήλο
207,Pilz::N,гӏурдахӏан,μανιτάρι
208,Zwiebel::N,кӏочӏопер,κρεμμύδι
209,Saat::N,хьон,σπόρος
210,Korn::N,мугь,σπυρί
211,Heu::N,хер,σανός
212,Schale::N,хъал,τσόφλι
213,Grube::N,гвенд,λάκκος
214,Falle::N,къор,παγίδα
215,Falle::N,къотен,παγίδα
216,Schlinge::N,кӏичӏ,θηλειά
217,Spur::N,лъалкӏ,ίχνος
218,Asche::N,рахъу,στάχτη
219,Dreck::N,гъиз,βρωμιά
220,Dreck::N,хӏарщ,βρωμιά
221,Eisen::N,махх,σίδερο
222,Gold::N,месед,μάλαμα
223,Gold::N,месед,χρυσάφι
224,Silber::N,гӏарац,ασήμι
225,Silber::N,гӏарац,άργυρος
226,Kohle::N,тӏурччи,κάρβουνο
227,Glas::N,цӏер,γυαλί
228,Lehm::N,хӏатӏ,πηλός
229,Sand::N,сали,άμμος
230,Mensch::N,чи,άνθρωπος
231,Mann::N,бихьинчи,άνδρας
232,Frau::N,гӏадан,γυναίκα
233,Kind::N,лъимер,παιδί
234,Junge::N,вас,αγόρι
235,Mädchen::N,яс,κοπέλα
236,Mädchen::N,яс,κορίτσι
237,Familie::N,хъизан,οικογένεια
238,Großvater::N,кӏудада,παππούς
239,Großmutter::N,кӏодо,γιαγιά
240,Eltern::N,эбел-эмен,γονείς
241,Vater::N,эмен,πατέρας
242,Mutter::N,эбел,μητέρα
243,Sohn::N,вас,γιος
244,Tochter::N,яс,κόρη
245,Bruder::N,вац,αδελφός
246,Schwester::N,яц,αδελφή
247,Onkel::N,даци,θείος
248,Tante::N,ада,θεία
249,Ehemann::N,рос,σύζυγος
250,Ehefrau::N,чӏужу,σύζυγος
251,Freude::N,ракӏбохи,χαρά
252,Gelächter::N,релъи,γέλια
253,Glück::N,талихӏ,ευτυχία
254,Glück::N,талихӏ-рохел,ευτυχία
255,Kummer::N,хӏалкъай,έγνοια
256,Wunsch::N,къасд,επιθυμία
257,Lust::N,гъира,όρεξη
258,Geist::N,чӏанкӏ,πνέυμα
259,Geist::N,рухӏ-жан,πνέυμα
260,Gedanke::N,пикру,σκέψη
261,Verstand::N,лумалъи,νους
262,Verstand::N,цӏодорлъи,νους
263,Sinn::N,магӏна,νόημα
264,Grund::N,багьана,λόγος
265,Wahrheit::N,ритӏухълъи,αλήθεια
266,Gespräch::N,накъит,συνομιλία
267,Märchen::N,маргьа,παραμύθι
268,Erzählung::N,къиса,διήγημα
269,Nachricht::N,хабар,είδηση
270,Neuigkeit::N,хабар-гӏазаб,νέο
271,Name::N,цӏар,όνομα
272,Rätsel::N,бицанкӏо,αίνιγμα
273,Rede::N,речь,λόγος
274,Rede::N,речь,ομιλία
275,Rede::N,калам,λόγος
276,Rede::N,калам,ομιλία
277,Sprache::N,мацӏ,γλώσσα
278,Stimme::N,гьаракь,φωνή
279,Wort::N,рагӏи,λέξη
280,Zeichen::N,ишара,σημείο
281,Zeichen::N,гӏаламат,σημείο
282,Ruf::N,ахӏи,κραυγή
283,Lärm::N,хъуй,θόρυβος
284,Lärm::N,хъуди,θόρυβος
285,Laut::N,гьаракь,ήχος
286,Laut::N,сас,ήχος
287,Lied::N,кечӏ,τραγούδι
288,Ruhe::N,рахӏат,ησυχία
289,Leute::N,гӏадамал,κόσμος
290,Leute::N,гӏадамал,άνθρωποι
291,Volk::N,халкъ,λαός
292,Arbeit::N,хӏалтӏи,εργασία
293,Gast::N,гьобол,επισκέπτης
294,Geschenk::N,сайигъат,δώρο
295,Spiel::N,хӏай,παιχνίδι
296,Spiel::N,расанди,παιχνίδι
297,Gesellschaft::N,жамагӏат,κοινωνία
298,Hilfe::N,кумек,βοήθεια
299,Freund::N,гьудул,φίλος
300,Kamerad::N,гьалмагъ,σύντροφος
301,Angelegenheit::N,къваригӏел,υπόθεση
302,Anzahl::N,рикӏкӏен,αριθμός
303,Art::N,жинс,είδος
304,Stück::N,кесек,κομμάτι
305,Teil::N,пай,μέρος
306,Hälfte::N,бащдаб,μισό
307,Kreis::N,гор,κύκλος
308,Kreuz::N,хъанч,σταυρός
309,Linie::N,мухъ,γραμμή
310,Strich::N,хӏучч,γραμμή
311,Abstand::N,манзил,απόσταση
312,Entfernung::N,манзил,απόσταση
313,Gegend::N,рахъ,περιοχή
314,Gegend::N,рахъ,τοποθεσία
315,Platz::N,бакӏ,χώρος
316,Ort::N,бакӏ,τόπος
317,Seite::N,рахъ,πλευρά
318,Mitte::N,бакьулъбакӏ,μέση
319,Gegenstand::N,жо,αντικείμενο
320,Sache::N,жо,πράγμα
321,Rand::N,мицӏир,άκρη
322,Rand::N,мицӏир,χείλος
323,Kante::N,рагӏал,άκρη
324,Kante::N,рагӏа-ракьан,άκρη
325,Ecke::N,цили,γωνιά
326,Spitze::N,тӏогь,μύτη
327,Ende::N,кӏал,άκρη
328,Loch::N,каратӏ,τρύπα
329,Muster::N,накъиш,σχέδιο
330,Größe::N,кӏодо́лъи,μέγεθος
331,Länge::N,халалъи,μήκος
332,Höhe::N,борхалъи,ύψος
333,Gewicht::N,бакӏлъи,βάρος
334,Haufen::N,гъуни,σωρός
335,Reihe::N,ирга́,αράδα
336,Boot::N,раса,βάρκα
337,Ruder::N,раххан,κουπί
338,Schlitten::N,чанагъ,έλκηθρο
339,Ski::N,лыжаби,σκι
340,Lagerfeuer::N,цӏа,φωτιά
341,Last::N,бакӏлъи,φορτίο
342,Gang::N,хьвади,δρόμος
343,Gang::N,хьвада-чӏвади,δρόμος
344,Schritt::N,гали,βήμα
345,Norden::N,шимал,βορράς
346,Süden::N,юг,νότος
347,Süden::N,къибла,νότος
348,Westen::N,гъарб,δύση
349,Westen::N,магъриб,δύση
350,Osten::N,шаркъ,ανατολή
351,Osten::N,машрикъ,ανατολή
352,Holz::N,цӏул,ξύλο
353,Brett::N,хъарщи,σανίδι
354,Platte::N,къоно,πλάκα
355,Stange::N,гӏер,ραβδί
356,Stange::N,гӏер,κοντός
357,Stock::N,тӏил,ξύλο
358,Stock::N,тӏил,μπαστούνι
359,Stab::N,гӏер,ραβδί
360,Rohr::N,турба,σωλήνας
361,Haus::N,ригь,σπίτι
362,Haus::N,рукъзал,σπίτι
363,Heim::N,рукъ,σπίτι
364,Ofen::N,печь,σόμπα
365,Ofen::N,печь,θερμάστρα
366,Fußboden::N,чӏабар,πάτωμα
367,Tisch::N,стол,τραπέζι
368,Stuhl::N,бакӏу,καρέκλα
369,Wiege::N,кини,κούνια
370,Bett::N,кровать,κρεβάτι
371,Regal::N,хъарщи,ράφι
372,Kiste::N,ящик,κιβώτιο
373,Kiste::N,тӏалагъуд,κιβώτιο
374,Fenster::N,гордо,παράθυρο
375,Tür::N,нуцӏа,πόρτα
376,Tor::N,каву,πύλη
377,Zaun::N,раци,φράχτης
378,Dach::N,тӏох,στέγη
379,Leiter::N,мали,σκάλα
380,Leiter::N,мали,κλίμακα
381,Besen::N,жул,σκούπα
382,Spaten::N,бел,φτυάρι
383,Schaufel::N,раххан,φτυάρι
384,Gabel::N,гӏучӏ,πιρούνι
385,Löffel::N,гъуд,κουτάλι
386,Messer::N,нус,μαχαίρι
387,Nagel::N,магӏ,καρφί
388,Netz::N,гьин,δίχτυ
389,Haken::N,гъанцӏа,γάντζος
390,Haken::N,гъанцӏа,αγκίστρι
391,Griff::N,гӏоркь,λαβή
392,Schloss::N,кӏулал,κλειδαριά
393,Bild::N,сурат,εικόνα
394,Puppe::N,нани,κούκλα
395,Beutel::N,таргьа,πουγγί
396,Bündel::N,къай,δεμάτι
397,Tasche::N,сумка,τσάντα
398,Tasche::N,къвачӏа,τσάντα
399,Eimer::N,ведро,κουβάς
400,Deckel::N,тӏалъел,καπάκι
401,Deckel::N,дадитӏалъел,καπάκι
402,Geschirr::N,цӏарагӏ,σκεύη
403,Sack::N,хъап,σάκος
404,Sack::N,къандалъо,σάκος
405,Tasse::N,чашка,φλιτζάνι
406,Topf::N,хьаг,χύτρα
407,Kessel::N,хьаг,καζάνι
408,Kessel::N,гереги,καζάνι
409,Essen::N,тӏагӏам,φαγητό
410,Nahrung::N,квен,τροφή
411,Speise::N,квен,φαγητό
412,Fleisch::N,гьан,κρέας
413,Getreide::N,бугӏа-ролъ,σιτάρι
414,Getreide::N,могьолабл_культураби,σιτάρι
415,Brei::N,карщ,χυλός
416,Brot::N,чед,ψωμί
417,Brot::N,чед,άρτος
418,Scheibe::N,мочӏу,φέτα
419,Fett::N,беэнлъи,πάχος
420,Butter::N,нах,βούτυρο
421,Öl::N,нах,λάδι
422,Salz::N,цӏам,αλάτι
423,Suppe::N,чурпа,σούπα
424,Honig::N,гьоцӏо,μέλι
425,Milch::N,рахь,γάλα
426,Tee::N,чай,τσάι
427,Leder::N,тӏом,πετσί
428,Wolle::N,квас,μαλλί
429,Stoff::N,ххам,ύφασμα
430,Nadel::N,рокӏкӏен,βελόνα
431,Faden::N,кун,κλωστή
432,Knopf::N,маргъал,κουμπί
433,Knoten::N,гарацӏ,κόμπος
434,Farbe::N,релъен,μπογιά
435,Kleidung::N,ретӏел,ρούχα
436,Kleidung::N,ретӏел,ενδυμασία
437,Hemd::N,гурде,πουκάμισο
438,Kragen::N,габур,κολάρο
439,Ärmel::N,къвал,μανίκι
440,Hose::N,тӏажу,πανταλόνι
441,Gürtel::N,рачел,ζώνη
442,Mütze::N,тӏагъур,σκούφος
443,Stiefel::N,этек,μπότα
444,Stiefel::N,чакма,μπότα
445,Ring::N,баргъич,δαχτυλίδι
446,Band::N,лента,κορδέλα
447,Kamm::N,гьоркьо,χτένα
448,Spiegel::N,матӏу,καθρέφτης
449,Riemen::N,рижу,λουρί
450,Decke::N,одея́ло,κουβέρτα
451,Kissen::N,къандалъо,μαξιλάρι
452,Tuch::N,квархьи,πανί
453,Tuch::N,квархьи,μαντήλι
454,Handtuch::N,беркӏалрацӏцӏ,πετσέτα
455,Kraft::N,гуч,δύναμη
456,Kraft::N,къуват,δύναμη
457,Stärke::N,хӏалкӏвей,ισχύς
458,Stärke::N,хӏалкӏвей,δύναμη
459,Gesundheit::N,сахлъи́,υγεία
460,Krankheit::N,унти,αρρώστια
461,Krankheit::N,щокълъи,αρρώστια
462,Schmerz::N,унти,πόνος
463,Wunde::N,ругъун,πληγή
464,Fieber::N,цӏа-кан,πυρετός
465,Arznei::N,дару,φάρμακο
466,Brücke::N,кьо,γέφυρα
467,Brunnen::N,гъуй,πηγάδι
468,Weide::N,рицӏцӏ,βοσκή
469,Weide::N,лъичӏирма,βοσκή
470,Weide::N,гӏурдаллъи,βοσκή
471,Weide::N,ри́цӏигъветӏ,βοσκή
472,Weide::N,рицӏцӏигъветӏ,βοσκή
473,Pfad::N,сухъмахъ,μονοπάτι
474,Weg::N,нух,δρόμος
475,Straße::N,нух,οδός
476,Straße::N,нух,δρόμος
477,Dorf::N,росу,χωριό
478,Stadt::N,шагьар,πόλη
479,Brief::N,кагъат,γράμμα
480,Brief::N,кагъат,επιστολή
481,Brief::N,рисалат,γράμμα
482,Brief::N,рисалат,επιστολή
483,Buch::N,тӏехь,βιβλίο
484,Buchstabe::N,хӏарп,γράμμα
485,Zeitung::N,газет,εφημερίδα
486,Leben::N,яшав,ζωή
487,Leben::N,яшав,βίος
488,Tod::N,хвел,θάνατος
489,Grab::N,хоб,τάφος
490,Kirche::N,килиса,εκκλησία
491,Sünde::N,хӏакъ,αμαρτία
492,Sünde::N,мунагь,αμαρτία
493,Gott::N,бичас,θεός
494,Gott::N,аллагь,θεός
495,Arbeiter::N,хӏалтӏухъан,εργάτης
496,Chef::N,хӏаким,προϊστάμενος
497,Chef::N,начальник,προϊστάμενος
498,Meister::N,устар,μάστορας
499,Meister::N,устар,αρχιτεχνίτης
500,Meister::N,мастер,μάστορας
501,Meister::N,мастер,αρχιτεχνίτης
502,Meister::N,махщалилав,μάστορας
503,Meister::N,махщалилав,αρχιτεχνίτης
504,Arzt::N,жайрахӏ,γιατρός
505,Lehrer::N,мугӏалим,δάσκαλος
506,Geld::N,гӏарац,λεφτά
507,Geld::N,гӏарац,χρήματα
508,Laden::N,тукен,μαγαζί
509,Laden::N,тукен,κατάστημα
510,Preis::N,багьа,τιμή
511,Ware::N,къайи,εμπόρευμα
512,Nutzen::N,мунпагӏат,όφελος
513,Reichtum::N,бечелъи,πλούτος
514,Welt::N,дуниял,κόσμος
515,Land::N,улка,χώρα
516,Land::N,икълим,χώρα
517,Staat::N,пачалихъ,κράτος
518,Staat::N,пачалихъ,πολιτεία
519,König::N,пача,βασιλιάς
520,König::N,малик,βασιλιάς
521,König::N,къирал,βασιλιάς
522,König::N,падишагь,βασιλιάς
523,Macht::N,кверщел,εξουσία
524,Grenze::N,гӏорхъи,σύνορα
525,Krieg::N,рагъ,πόλεμος
526,Feind::N,тушман,εχθρός
527,Gewalt::N,зулму,βία
528,Kampf::N,къеркьей,αγώνας
529,Bogen[Waffe]::N,газаргъо,τόξο
530,Pfeil::N,чӏор,σαΐτα
531,Gewehr::N,туманкӏ,τουφέκι
532,Fehler::N,гъалатӏ,λάθος
533,Fehler::N,гъалатӏ,σφάλμα
534,Lüge::N,гьереси,ψέμα
535,Lüge::N,гьереси,ψεύδος
536,Schaden::N,зиян,ζημία
537,Schaden::N,зарал,ζημία
538,Unglück::N,балагь,δυστυχία
539,Schuld::N,гӏайиб,ενοχή
540,Schuld::N,гӏайиб,φταίξιμο
541,Alter::N,гӏумру,ηλικία
542,Schluss::N,ахир,τέλος
543,Zeit::N,заман,χρόνος
544,Tag::N,къо,μέρα
545,Tag::N,къо,ημέρα
546,Morgen::N,радалмех,πρωί
547,Mittag::N,къадемех,μεσημέρι
548,Abend::N,релъедамех,βράδυ
549,Nacht::N,сордо,νύχτα
550,Woche::N,анкь,εβδομάδα
551,Monat::N,моцӏ,μήνας
552,Jahr::N,сон,έτος
553,Jahr::N,сон,χρόνος
554,Jahr::N,лъагӏел,έτος
555,Jahr::N,лъагӏел,χρόνος
556,Frühling::N,их,άνοιξη
557,Sommer::N,рии,καλοκαίρι
558,Herbst::N,хасалихълъи,φθινόπωρο
559,Winter::N,кьин,χειμώνας
560,Januar::N,январь,Ιανουάριος
561,Februar::N,февра́ль,Φεβρουάριος
562,März::N,март,Μάρτιος
563,April::N,апрель,Απρίλιος
564,Mai::N,май,Μάιος
565,Juni::N,июнь,Ιούνιος
566,Juli::N,июль,Ιούλιος
567,August::N,август,Αύγουστος
568,September::N,сентябрь,Σεπτέμβριος
569,Oktober::N,октябрь,Οκτώβριος
570,November::N,ноябрь,Νοέμβριος
571,Dezember::N,декабрь,Δεκέμβριος
572,Montag::N,итни,Δευτέρα
573,Dienstag::N,талат,Τρίτη
574,Mittwoch::N,арбагӏ,Τετάρτη
575,Donnerstag::N,хамиз,Πέμπτη
576,Freitag::N,рузман,Παρασκευή
577,Samstag::N,щамат,Σάββατο
578,Sonntag::N,гьатӏан,Κυριακή
579,groß::A,кӏудияб,μεγάλος
580,klein::A,гьитӏинаб,μικρός
581,lang::A,халатаб,μακρύς
582,kurz::A,къокъаб,κοντός
583,breit::A,гӏебаб,φαρδύς
584,schmal::A,къваридаб,στενός
585,dicht::A,ризаб,πυκνός
586,dick[Gegenstand]::A,бицатаб,παχύς
587,dick[Gegenstand]::A,бицатаб,χοντρός
588,dünn::A,тӏеренаб,ψιλός
589,dünn::A,тӏеренаб,λεπτός
590,fein::A,тӏеренаб,ψιλός
591,fest::A,къвакӏараб,στερεός
592,flach::A,чӏепараб,επίπεδος
593,glatt::A,цӏвакараб,λείος
594,glatt::A,цӏвакараб,ομαλός
595,hart::A,кьварараб,σκληρός
596,weich::A,тамахаб,μαλακός
597,rund::A,гургинаб,στρογγυλός
598,spitz::A,бегӏераб,μυτερός
599,scharf::A,рекӏараб,κοφτερός
600,stumpf::A,тӏехӏараб,αμβλύς
601,stumpf::A,рекӏинчӏеб,αμβλύς
602,schwer::A,бакӏаб,βαρύς
603,schön::A,берцинаб,ωραίος
604,schön::A,берцинаб,όμορφος
605,heiß::A,лагьараб,ζεστός
606,warm::A,хинаб,θερμός
607,kalt::A,квачараб,κρύος
608,kalt::A,квачараб,ψυχρός
609,kühl::A,квачараб,δροσερός
610,frisch::A,цӏияб,νωπός
611,frisch::A,цӏияб,φρέσκος
612,feucht::A,рагьараб,υγρός
613,nass::A,би́ччараб,βρεγμένος
614,trocken::A,бакъвараб,ξηρός
615,trocken::A,бакъвараб,στεγνός
616,leer::A,чӏобогояб,άδειος
617,offen::A,рагьараб,ανοιχτός
618,geschlossen::A,рахараб-къараб,κλειστός
619,sauber::A,бацӏцӏадаб,καθαρός
620,schmutzig::A,гъизараб,βρώμικος
621,schmutzig::A,гъизараб,λερωμένος
622,roh::A,хамаб,ωμός
623,roh::A,гӏатӏгояб,ωμός
624,reif::A,барщараб,ώριμος
625,lecker::A,тӏагӏамаб,νόστιμος
626,süß::A,гьуинаб,γλυκός
627,bitter::A,кьогӏаб,πικρός
628,sauer::A,цӏекӏаб,ξινός
629,hell::A,канаб,φωτεινός
630,dunkel::A,бецӏаб,σκοτεινός
631,schwarz::A,чӏегӏераб,μαύρος
632,schwarz::A,чӏегӏераб,μελανός
633,weiß::A,хъахӏаб,άσπρος
634,rot::A,багӏараб,κόκκινος
635,gelb::A,гӏобилаб,κίτρινος
636,gelb::A,тӏогьилаб,κίτρινος
637,blau::A,хъахӏилаб,μπλε
638,blau::A,хъахӏилаб,γαλανός
639,grün::A,гӏурччинаб,πράσινος
640,grau::A,накӏкӏуяб,γκρίζος
641,bunt::A,къвекӏаб,ποικιλόχρωπος
642,bunt::A,чара-гъараб,ποικιλόχρωπος
643,billig::A,учузаб,φτηνός
644,teuer::A,хири́яб,ακριβός
645,wertvoll::A,къиматаб,πολύτιμος
646,blind::A,беццаб,τυφλός
647,taub::A,гъугъаб,κουφός
648,kräftig::A,гучаб,δυνατός
649,stark::A,къуватаб,γερός
650,schwach::A,гӏажизаб,αδύνατος
651,fett::A,кьарияб,παχύς
652,schlank::A,чергесаб,λεπτός
653,schlank::A,чергесаб,λυγερός
654,hübsch::A,гьайбатаб,όμορφος
655,hübsch::A,гьайбатаб,χαριτωμένος
656,böse::A,ракӏквешаб,κακός
657,dumm::A,гьагаб,κουτός
658,dumm::A,гьагаб,ανόητος
659,dumm::A,гӏантаб,κουτός
660,dumm::A,гӏантаб,ανόητος
661,faul::A,кӏохӏалаб,τεμπέλης
662,faul::A,кӏухӏа́лаб,τεμπέλης
663,fleißig::A,хӏаракатаб,εργατικός
664,geizig::A,къарумаб,τσιγγούνης
665,klug::A,лумияб,έξυπνος
666,geschickt::A,махщел бугев,επιδέξιος
667,lieb::A,гӏазизаб,φίλος
668,lieb::A,гӏазизаб,αγαπητός
669,lustig::A,кепаб,εύθυμος
670,lustig::A,кепаб,χαρούμενος
671,sanft::A,хӏалимаб,ήπιος
672,sanft::A,хӏере́наб,ήπιος
673,hungrig::A,бакъараб,πεινασμένος
674,krank::A,щокъаб,άρρωστος
675,krank::A,унтараб,άρρωστος
676,nackt::A,гӏицӏаб,γυμνός
677,nackt::A,чӏанкӏараб,γυμνός
678,traurig::A,пашманаб,λυπημένος
679,lebendig::A,чӏагояб,ζωντανός
680,gut::A,лъикӏаб,καλός
681,schlecht::A,къадараб,κακός
682,richtig::A,битӏараб,σωστός
