,Concept_ID,ko,fi
108,Sumpf::N,습지,suo
109,Moor::N,저습지,räme
110,Wiese::N,목초지,niitty
111,Wald::N,숲,metsä
112,Hügel::N,언덕,mäki
113,Hügel::N,언덕,kumpu
114,Hügel::N,언덕,kukkula
115,Anhöhe::N,언덕,mäki
116,Anhöhe::N,언덕,kumpare
117,Berg::N,산,mäki
118,Berg::N,산,vuori
119,Gipfel::N,졀졍,laki
120,Gipfel::N,졀졍,huippu
121,Höhle::N,공동,luola
122,Abhang::N,몰매,rinne
123,Quelle::N,근원,lähde
124,Bach::N,내,puro
125,Fluss::N,강,joki
126,Ufer::N,강변,ranta
127,Ufer::N,바닷가,ranta
128,Küste::N,해변,rannikko
129,Küste::N,해변가,rannikko
130,Festland::N,본토,manner
131,Meer::N,바다,meri
132,Bucht::N,협만,lahti
133,Insel::N,섬,saari
134,Blume::N,꽃,kukka
135,Gras::N,풀,ruoho
136,Wurzel::N,뿌리,juuri
137,Baum::N,나무,puu
138,Stamm::N,대,runko
139,Rinde::N,나무껍질,kuori
140,Rinde::N,나무껍질,parkki
141,Ast::N,가지,oksa
142,Zweig::N,가지,haara
143,Blatt::N,잎,lehti
144,Birke::N,자작나무,koivu
145,Kiefer[Baum]::N,소나무,mänty
146,Kiefer[Baum]::N,소나무,petäjä
147,Weide[Baum]::N,쉬양버들,paju
148,Tanne::N,전나무,kuusi
149,Horn::N,뿔,sarvi
150,Feder::N,깃털,sulka
151,Feder::N,깃털,höyhen
152,Fell::N,피혁모피,talja
153,Flügel::N,날개,siipi
154,Klaue::N,갈고리 발톺,kynsi
155,Kralle::N,발툭,kynsi
156,Schwanz::N,꼬리,häntä
157,Schwanz::N,꼬리,pyrstö
158,Ei::N,알,muna
159,Nest::N,보금자리,pesä
160,Bau::N,굴,pesä
161,Tier::N,짐승,eläin
162,Herde::N,가축의떼,lauma
163,Kuh::N,암소,lehmä
164,Bulle::N,황소,sonni
165,Pferd::N,말,hevonen
166,Schaf::N,양,lammas
167,Schwein::N,돼지,sika
168,Hund::N,개,koira
169,Katze::N,고양이,kissa
170,Bär::N,콤,karhu
171,Eichhörnchen::N,다람쥐,orava
172,Elch::N,고라니,hirvi
173,Fuchs::N,여우,kettu
174,Hase::N,토끼,jänis
175,Maus::N,쥐,hiiri
176,Wolf::N,늑대,susi
177,Vogel::N,새,lintu
178,Schwarm::N,뗴,parvi
179,Huhn::N,암탉,kana
180,Hahn::N,수탉,kukko
181,Gans::N,거위,hanhi
182,Adler::N,수리,kotka
183,Ente::N,오리,ankka
184,Eule::N,부엉이,pöllö
185,Kranich::N,두루미,kurki
186,Krähe::N,까마귀,varis
187,Kuckuck::N,뻐꾸기,käki
188,Schwan::N,배조,joutsen
189,Fisch::N,물고기,kala
190,Barsch::N,농어,ahven
191,Hecht::N,에속스,hauki
192,Schlange[Tier]::N,뱀,käärme
193,Wurm::N,벌레,mato
194,Spinne::N,거미,hämähäkki
195,Ameise::N,개미,muurahainen
196,Laus::N,이,täi
197,Mücke::N,모기,sääski
198,Mücke::N,모기,hyttynen
199,Fliege::N,날기,kärpänen
200,Schmetterling::N,나비,perhonen
201,Beere::N,장과,marja
202,Apfel::N,사과,omena
203,Pilz::N,고방이,sieni
204,Zwiebel::N,양파,sipuli
205,Saat::N,씨,siemenet
206,Korn::N,알맹이,jyvä
207,Korn::N,알맹이,vilja
208,Heu::N,건초,heinä
209,Schale::N,피상,kuori
210,Falle::N,함정,loukku
211,Schlinge::N,올가미,ansa
212,Schlinge::N,멜빵붕대,ansa
213,Spur::N,발지국,jälki
214,Asche::N,재,tuhka
215,Dreck::N,똥,lika
216,Dreck::N,오물,lika
217,Eisen::N,쇠,rauta
218,Eisen::N,철,rauta
219,Gold::N,항금,kulta
220,Silber::N,은,hopea
221,Kohle::N,슻,hiili
222,Glas::N,유리,lasi
223,Lehm::N,찰흙,savi
224,Sand::N,모래,hiekka
225,Mensch::N,사람,ihminen
226,Mann::N,남자,mies
227,Frau::N,여자,nainen
228,Kind::N,아이,lapsi
229,Junge::N,소녁,poika
230,Mädchen::N,소녀,tyttö
231,Familie::N,가족,perhe
232,Großvater::N,할아버지,isoisä
233,Großmutter::N,할머니,isoäiti
234,Eltern::N,어버오,vanhemmat
235,Vater::N,아버지,isä
236,Mutter::N,어머니,äiti
237,Sohn::N,아들,poika
238,Tochter::N,딸기,tytär
239,Bruder::N,형제,veli
240,Schwester::N,누이,sisko
241,Onkel::N,백부,eno
242,Onkel::N,백부,setä
243,Tante::N,아주머니,täti
244,Ehemann::N,남편,mies
245,Ehemann::N,남편,aviomies
246,Ehefrau::N,아내,vaimo
247,Ehefrau::N,아내,aviovaimo
248,Freude::N,기쁨,ilo
249,Freude::N,기쁨,riemu
250,Gelächter::N,웃음,nauru
251,Glück::N,즐거움,onni
252,Kummer::N,슬픔,suru
253,Kummer::N,슬픔,murhe
254,Wunsch::N,소망,toive
255,Wunsch::N,소망,toivomus
256,Geist::N,할기,henki
257,Gedanke::N,상념,aate
258,Gedanke::N,상념,ajatus
259,Gedächtnis::N,기억,muisti
260,Verstand::N,분별,äly
261,Verstand::N,분별,järki
262,Verstand::N,분별,ymmärrys
263,Verstand::N,지능,äly
264,Verstand::N,지능,järki
265,Verstand::N,지능,ymmärrys
266,Sinn::N,센스,merkitys
267,Grund::N,까닭,syy
268,Grund::N,까닭,peruste
269,Wahrheit::N,참,tosi
270,Wahrheit::N,참,totuus
271,Wahrheit::N,진실,tosi
272,Wahrheit::N,진실,totuus
273,Gespräch::N,대화,puhelu
274,Gespräch::N,대화,keskustelu
275,Märchen::N,동화,satu
276,Erzählung::N,이야기,tarina
277,Erzählung::N,이야기,kertomus
278,Neuigkeit::N,뉴스,uutinen
279,Name::N,이름,nimi
280,Rätsel::N,수수께끼,arvoitus
281,Rede::N,연설,puhe
282,Sprache::N,말,kieli
283,Stimme::N,목소리,ääni
284,Wort::N,낱말,sana
285,Zeichen::N,신호,merkki
286,Ruf::N,부름,kutsu
287,Lärm::N,소동,melu
288,Lärm::N,소동,hälinä
289,Laut::N,음성,ääni
290,Ton::N,목소리,sävel
291,Lied::N,노래,laulu
292,Ruhe::N,쉼,lepo
293,Ruhe::N,쉼,rauha
294,Leute::N,사람들,väki
295,Leute::N,사람들,ihmiset
296,Volk::N,국중,kansa
297,Arbeit::N,근로,työ
298,Arbeit::N,너무,työ
299,Gast::N,손님,vieras
300,Geschenk::N,행하,lahja
301,Spiel::N,무리,peli
302,Spiel::N,무리,leikki
303,Gesellschaft::N,교제,seura
304,Hilfe::N,거들음,apu
305,Hilfe::N,보좌,apu
306,Freund::N,친구,ystävä
307,Kamerad::N,동실자,toveri
308,Angelegenheit::N,용무,asia
309,Anzahl::N,어떤,lukumäärä
310,Anzahl::N,수,lukumäärä
311,Art::N,정류,laji
312,Stück::N,일부분,pala
313,Stück::N,일부분,kappale
314,Teil::N,몱,osa
315,Teil::N,구훠,osa
316,Hälfte::N,2분의,puoli
317,Kreis::N,고리,ympyrä
318,Kreuz::N,열십자,risti
319,Linie::N,선,viiva
320,Strich::N,스침,piirto
321,Abstand::N,거리,väli
322,Abstand::N,거리,väljyys
323,Entfernung::N,거리,etäisyys
324,Gegend::N,곳,seutu
325,Gegend::N,부금,seutu
326,Platz::N,장소,tila
327,Ort::N,장소,kohta
328,Ort::N,장소,paikka
329,Seite::N,옆면,sivu
330,Seite::N,옆면,kylki
331,Mitte::N,궁간,keskus
332,Mitte::N,궁간,puoliväli
333,Gegenstand::N,항목,kalu
334,Gegenstand::N,항목,esine
335,Sache::N,뭉에,asia
336,Rand::N,가,ääri
337,Rand::N,가,syrjä
338,Kante::N,귀퉁,särmä
339,Ecke::N,구석,nurkka
340,Spitze::N,끝,terä
341,Spitze::N,끝,kärki
342,Spitze::N,참단,terä
343,Spitze::N,참단,kärki
344,Ende::N,말당,pää
345,Ende::N,말당,perä
346,Loch::N,빙옷,kolo
347,Loch::N,빙옷,reikä
348,Winkel::N,각도,kulma
349,Muster::N,본,kuvio
350,Muster::N,견복,kuvio
351,Größe::N,신장,koko
352,Größe::N,신장,suuruus
353,Länge::N,길이긺,pituus
354,Höhe::N,높이,korkeus
355,Gewicht::N,추,paino
356,Menge::N,수양,määrä
357,Haufen::N,퇴적,kasa
358,Reihe::N,열,rivi
359,Boot::N,보트,vene
360,Ruder::N,노,airo
361,Schlitten::N,썰매,reki
362,Schlitten::N,썰매,kelkka
363,Ski::N,스키,suksi
364,Lagerfeuer::N,캠프의 모닥불,nuotio
365,Last::N,무거운짐,kuorma
366,Gang::N,걸음,kulku
367,Gang::N,걸음,käynti
368,Schritt::N,보조,askel
369,Norden::N,북쪽 ,pohjoinen
370,Süden::N,남쪽,etelä
371,Westen::N,서쪽,länsi
372,Osten::N,동쪽,itä
373,Holz::N,목재,puu
374,Brett::N,마루널,lauta
375,Platte::N,탤,levy
376,Platte::N,금속판,levy
377,Stütze::N,버팀목,noja
378,Stange::N,장대,tanko
379,Stock::N,막대기,keppi
380,Stab::N,작대기,sauva
381,Stab::N,작대기,seiväs
382,Rohr::N,갈대,putki
383,Haus::N,집,talo
384,Heim::N,집,koti
385,Ofen::N,아궁이,uuni
386,Fußboden::N,마루,lattia
387,Tisch::N,탁자,pöytä
388,Stuhl::N,의자,tuoli
389,Wiege::N,발상지,kehto
390,Bett::N,침대,sänky
391,Regal::N,서가,hylly
392,Kiste::N,짐궤,arkku
393,Kiste::N,짐궤,kirstu
394,Kiste::N,짐궤,laatikko
395,Fenster::N,눔,ikkuna
396,Tür::N,문,ovi
397,Tor::N,대문,portti
398,Zaun::N,담장,aita
399,Dach::N,지붕,katto
400,Leiter::N,사닥다리,tikkaat
401,Leiter::N,사닥다리,tikapuut
402,Besen::N,비,luuta
403,Spaten::N,가래,lapio
404,Schaufel::N,삽,lapio
405,Gabel::N,갈래,haarukka
406,Löffel::N,숟가락,lusikka
407,Messer::N,나이프,veitsi
408,Nagel::N,발툽,naula
409,Netz::N,그물,verkko
410,Haken::N,갈고리,haka
411,Haken::N,갈고리,koukku
412,Griff::N,움켜쥠,ripa
413,Griff::N,움켜쥠,kahva
414,Schloss::N,자물쇠,lukko
415,Bild::N,그림,kuva
416,Figur::N,몸메,kuvio
417,Puppe::N,인형,nukke
418,Beutel::N,클,pussi
419,Bündel::N,자근다발,nippu
420,Bündel::N,자근다발,kimppu
421,Tasche::N,가방,laukku
422,Eimer::N,동이,sanko
423,Eimer::N,동이,ämpäri
424,Deckel::N,뚜껑,kansi
425,Geschirr::N,식시,astia
426,Sack::N,조갑,säkki
427,Tasse::N,차잔,kuppi
428,Topf::N,단지,pata
429,Kessel::N,주전자,kattila
430,Essen::N,먹기,syönti
431,Nahrung::N,식료,ruoka
432,Nahrung::N,식료,ravinto
433,Speise::N,음식물,ruoka
434,Fleisch::N,고기,liha
435,Getreide::N,곡물,vilja
436,Brei::N,젤리,puuro
437,Brot::N,빵,leipä
438,Scheibe::N,원반,viipale
439,Fett::N,기름,rasva
440,Butter::N,버터,voi
441,Öl::N,올리브유,öljy
442,Salz::N,소금,suola
443,Suppe::N,국,keitto
444,Suppe::N,수프,keitto
445,Honig::N,감미,hunaja
446,Milch::N,유즙,maito
447,Tee::N,차,tee
448,Leder::N,가죽,nahka
449,Wolle::N,양털,villa
450,Stoff::N,패료,kangas
451,Nadel::N,바늘,neula
452,Faden::N,콘실,lanka
453,Knopf::N,단추,nappi
454,Knoten::N,곁절,solmu
455,Farbe::N,색,maali
456,Kleidung::N,옷입기,vaatteet
457,Hemd::N,속옷,paita
458,Kragen::N,깃,kaulus
459,Ärmel::N,소매,hiha
460,Hose::N,바지,housut
461,Gürtel::N,밴드,vyö
462,Mütze::N,모자,lakki
463,Schuh::N,구두,kenkä
464,Stiefel::N,장화,saapas
465,Ring::N,고리,sormus
466,Band::N,리본,nauha
467,Kamm::N,빗,kampa
468,Spiegel::N,거울,peili
469,Riemen::N,가죽끈,hihna
470,Schnur::N,밧줄,naru
471,Schnur::N,밧줄,nuora
472,Leine::N,고삐줄,talutushihna
473,Decke::N,이부자리,peite
474,Kissen::N,깔개,tyyny
475,Kissen::N,깔개,pielus
476,Tuch::N,천,huivi
477,Handtuch::N,수건,pyyheliina
478,Kraft::N,세력,väki
479,Kraft::N,세력,voima
480,Stärke::N,힘,vahvuus
481,Gesundheit::N,위생,terveys
482,Krankheit::N,병,tauti
483,Krankheit::N,병,sairaus
484,Schmerz::N,아픔고통,kipu
485,Schmerz::N,아픔고통,särky
486,Wunde::N,상처,haava
487,Fieber::N,열별,kuume
488,Arznei::N,약,lääke
489,Brücke::N,교량,silta
490,Brunnen::N,원천,kaivo
491,Weide::N,목장,laidun
492,Pfad::N,좁은길,polku
493,Weg::N,길,tie
494,Straße::N,길,katu
495,Dorf::N,촌,kylä
496,Dorf::N,촌락,kylä
497,Stadt::N,도시,kaupunki
498,Brief::N,서한,kirje
499,Buch::N,책,kirja
500,Buchstabe::N,문자,kirjain
501,Zeitung::N,신문,lehti
502,Zeitung::N,신문,sanomalehti
503,Leben::N,삶,elo
504,Leben::N,삶,elämä
505,Tod::N,죽음,kuolema
506,Grab::N,무덤,hauta
507,Kirche::N,교회,kirkko
508,Sünde::N,부정,synti
509,Gott::N,하느님,jumala
510,Arbeiter::N,일하는사람,työläinen
511,Chef::N,사장,päällikkö
512,Meister::N,명인,mestari
513,Meister::N,대가,mestari
514,Arzt::N,의사,lääkäri
515,Lehrer::N,교사,opettaja
516,Geld::N,돈,raha
517,Geschäft::N,일,liike
518,Laden::N,가게,puoti
519,Laden::N,가게,kauppa
520,Preis::N,가격,hinta
521,Ware::N,상품,tavara
522,Nutzen::N,이익,hyöty
523,Reichtum::N,많음,rikkaus
524,Welt::N,세상,maailma
525,Land::N,지방,maa
526,Staat::N,국가,valtio
527,König::N,국왕,kuningas
528,Macht::N,힘,mahti
529,Grenze::N,국경,raja
530,Krieg::N,전쟁,sota
531,Feind::N,적,vihollinen
532,Gewalt::N,권력,väkivalta
533,Kampf::N,전투,taistelu
534,Bogen[Waffe]::N,활,jousi
535,Pfeil::N,화살,nuoli
536,Gewehr::N,무기,kivääri
537,Fehler::N,오류,vika
538,Fehler::N,오류,virhe
539,Lüge::N,거짓말,valhe
540,Schaden::N,손상,vaurio
541,Schaden::N,손상,vahinko
542,Unglück::N,불행,vahinko
543,Unglück::N,불행,onnettomuus
544,Schuld::N,부채,syy
545,Alter::N,연령,ikä
546,Schluss::N,마감,loppu
547,Zeit::N,때,aika
548,Zeit::N,시간,aika
549,Tag::N,하루,päivä
550,Morgen::N,이침,aamu
551,Morgen::N,이침,huomen
552,Mittag::N,대낮,keskipäivä
553,Abend::N,저녁,ilta
554,Nacht::N,밤,yö
555,Woche::N,근무일,viikko
556,Monat::N,달,kuukausi
557,Jahr::N,해,vuosi
558,Frühling::N,봄,kevät
559,Sommer::N,여름,kesä
560,Herbst::N,가을,syksy
561,Winter::N,겨울,talvi
562,Januar::N,일월,tammikuu
563,Februar::N,이월,helmikuu
564,März::N,삼월,maaliskuu
565,April::N,사월,huhtikuu
566,Mai::N,오월,toukokuu
567,Juni::N,유월,kesäkuu
568,Juli::N,칠월,heinäkuu
569,August::N,팔월,elokuu
570,September::N,구월,syyskuu
571,Oktober::N,시월,lokakuu
572,November::N,십일월,marraskuu
573,Dezember::N,십이월,joulukuu
574,Montag::N,월요일,maanantai
575,Dienstag::N,화요일,tiistai
576,Mittwoch::N,수요일,keskiviikko
577,Donnerstag::N,모교일,torstai
578,Freitag::N,그묘일,perjantai
579,Samstag::N,토요일,lauantai
580,Sonntag::N,일요일,sunnuntai
581,groß::A,큰,iso
582,groß::A,큰,suuri
583,klein::A,자근,pieni
584,lang::A,긴,pitkä
585,kurz::A,짧은,lyhyt
586,breit::A,넓은,leveä
587,schmal::A,좁은,kapea
588,dicht::A,농밀한,taaja
589,dick[Gegenstand]::A,두꺼운,paksu
590,dünn::A,얇은,ohut
591,fein::A,미세한,hieno
592,fest::A,굳은,luja
593,flach::A,얕은,litteä
594,flach::A,얕은,tasainen
595,glatt::A,반들반들한,sileä
596,glatt::A,반들반들한,siloinen
597,hart::A,굳은,kova
598,weich::A,연한,pehmeä
599,rund::A,둥근,pyöreä
600,spitz::A,뾰족한,terävä
601,scharf::A,날카로운,terävä
602,stumpf::A,무딘,tylsä
603,schwer::A,무거운,raskas
604,schwer::A,무거운,painava
605,schön::A,멋진,kaunis
606,heiß::A,뜨거운,kuuma
607,warm::A,따뜻한,lämmin
608,kalt::A,찬,kylmä
609,kalt::A,찬,viluinen
610,kühl::A,서늘한,viileä
611,frisch::A,신선한,tuore
612,feucht::A,축축한,kostea
613,nass::A,젖은,märkä
614,trocken::A,마른,kuiva
615,voll::A,완전한,täysi
616,leer::A,빈,tyhjä
617,offen::A,열린,avonainen
618,geschlossen::A,닫힌,suljettu
619,sauber::A,깨끗한,puhdas
620,schmutzig::A,더러운,likainen
621,roh::A,날게잇의,raaka
622,reif::A,이근,kypsä
623,lecker::A,맛있는,herkullinen
624,süß::A,단,makea
625,bitter::A,찌르는듯한,karvas
626,bitter::A,찌르는듯한,kitkerä
627,sauer::A,산성의,hapan
628,hell::A,밝은,kirkas
629,hell::A,밝은,valoisa
630,dunkel::A,어두운,pimeä
631,schwarz::A,검은,musta
632,weiß::A,하얀,valkea
633,rot::A,붉은,punainen
634,gelb::A,황색,keltainen
635,blau::A,푸른,sininen
636,grün::A,녹색의,vihreä
637,grau::A,회색의,harmaa
638,bunt::A,알록달록한,kirjava
639,billig::A,싼,halpa
640,billig::A,싼,huokea
641,teuer::A,값비산,kallis
642,wertvoll::A,가치가많은,arvokas
643,blind::A,눈먼,sokea
644,taub::A,무감간한,kuuro
645,kräftig::A,강장한,väkevä
646,kräftig::A,강장한,voimakas
647,stark::A,강한,vahva
648,schwach::A,약한,heikko
649,fett::A,실찐,lihava
650,schlank::A,호리호리한,hoikka
651,schlank::A,호리호리한,solakka
652,hübsch::A,예쁜,soma
653,hübsch::A,예쁜,sievä
654,böse::A,나쁜,paha
655,böse::A,나쁜,häijy
656,dumm::A,어리석은,tyhmä
657,dumm::A,어리석은,typerä
658,faul::A,너덜너덜한,laiska
659,fleißig::A,근면한,ahkera
660,geizig::A,인색한,saita
661,geschickt::A,교묘한,taitava
662,lieb::A,친애하는,rakas
663,lustig::A,유쾌한,hauska
664,lustig::A,유쾌한,iloinen
665,sanft::A,온화한,lauha
666,sanft::A,온화한,lempeä
667,hungrig::A,배고픈,nälkäinen
668,krank::A,병든,sairas
669,nackt::A,벌거벗은,alaston
670,traurig::A,슬픈,surullinen
671,traurig::A,슬픈,murheellinen
672,lebendig::A,살아있는,elävä
673,gut::A,좋은,hyvä
674,schlecht::A,나쁜,paha
675,schlecht::A,나쁜,huono
676,richtig::A,바른,oikea
677,schlimm::A,못된,paha
678,wahr::A,참된,tosi
679,alt::A,늙은,vanha
680,neu::A,새,uusi
681,ehemalig::A,전의,entinen
682,ehemalig::A,전의,muinainen
683,alt[Lebewesen]::A,낡은,vanha
684,jung::A,젊은,nuori
685,arm::A,가난한,köyhä
686,reich::A,풍부한,rikas
687,bekannt::A,저명한,tuttu
688,bekannt::A,저명한,tunnettu
689,berühmt::A,유명한,kuuluisa
690,fremd::A,타처이,vieras
691,verschieden::A,따른,eri
692,verschieden::A,따른,erilainen
693,nah::A,가까운,läheinen
694,fern::A,먼,etäinen
695,linker::A,왼쭉의,vasen
696,rechter::A,오른쪽의,oikea
697,anderer::A,다른,muu
698,anderer::A,다른,toinen
699,erster::A,첫째,ensimmäinen
700,zweiter::A,둘째,toinen
701,dritter::A,셋째,kolmas
702,letzter::A,의후자의,viimeinen
703,allein::ADV,훌로,yksin
704,auf einmal::ADV,갑자기,yhdellä kertaa
705,zusammen::ADV,모아서,yhdessä
706,lange::ADV,오래,kauan
707,lange::ADV,오래,pitkään
708,plötzlich::ADV,둘연한,äkkiä
709,sofort::ADV,즉시,heti
710,später::ADV,보다늦은,myöhemmin
711,jetzt::ADV,목하,nyt
712,heute::ADV,오늘,tänään
713,morgen::ADV,내일,huomenna
714,bald::ADV,곱,pian
715,dann::ADV,그경우에,sitten
716,gestern::ADV,어제,eilen
717,einst::ADV,옛날에,aikanaan
718,damals::ADV,그때에,silloin
719,damals::ADV,그때에,siihen aikaan
720,danach::ADV,그 뒤에,sen jälkeen
721,vorher::ADV,미리,ennen
722,zuerst::ADV,최초로,ensin
723,zuerst::ADV,최초로,ensiksi
724,einmal::ADV,한번,kerran
725,manchmal::ADV,땓대로,joskus
726,oft::ADV,땓대로,usein
727,immer::ADV,늘,aina
728,niemals::ADV,결코...(하지)않다,ei koskaan
729,hier::ADV,여기,tässä
730,hier::ADV,여기,täällä
731,hierhin::ADV,여기로,tähän
732,dort::ADV,거기,siinä
733,dort::ADV,거기,siellä
734,dorthin::ADV,저기예,sinne
735,dorthin::ADV,저기예,tuonne
736,geradeaus::ADV,곧장,suoraan
737,vorwärts::ADV,앞으로,eteenpäin
738,rückwärts::ADV,뒤로,taaksepäin
739,zurück::ADV,제자리로,takaisin
740,unten::ADV,아래에,alhaalla
741,hinab::ADV,아래쪽으로,alas
742,oben::ADV,위에,ylhäällä
743,hinauf::ADV,위쪽으로,ylös
744,überall::ADV,도처에,kaikkialla
745,nicht::ADV,안,ei
746,ein wenig::ADV,적음,vähän
747,kaum::ADV,가의,tuskin
748,sehr::ADV,자주,kovin
749,sehr::ADV,자주,oikein
750,so::ADV,그와같이,näin
751,noch::ADV,아직,vielä
752,nur::ADV,다만,vain
753,nur::ADV,다만,ainoastaan
754,schon::ADV,이미,jo
755,wieder::ADV,다시,taas
756,wieder::ADV,다시,jälleen
757,vergebens::ADV,헛되이,turhaan
758,vor::PRP,앞에,edessä
759,hinter::PRP,뒤에,takana
760,unter::PRP,잍에,alla
761,durch::PRP,통고하여,läpi
762,durch::PRP,통고하여,kautta
763,neben::PRP,와나란히,vieressä
764,zwischen::PRP,의사이로,välillä
765,wegen::PRP,때문에,takia
766,wegen::PRP,때문에,vuoksi
767,dies::PRN,이,tämä
768,das::PRN,저,se
769,alles::PRN,모든것,kaikki
770,ich::PRN,나,minä
771,du::PRN,너,sinä
772,er::PRN,그,hän
773,wir::PRN,우리,me
774,ihr::PRN,너희들,te
775,sie::PRN,그들,he
776,was::FPRN,뭣,mikä
777,wer::FPRN,누구,ken
778,wer::FPRN,누구,kuka
779,wo::FADV,어디,missä
780,wohin::FADV,어디로,mihin
781,wie::FADV,어떻게,miten
782,wie::FADV,어떻게,kuinka
783,warum::FADV,왜,miksi
784,wieviel::FNUM,얼마만큰,paljonko
785,wieviel::FNUM,얼마만큰,kuinka paljon
786,eins::NUM,하나,yksi
787,zwei::NUM,둘,kaksi
788,drei::NUM,셋,kolme
789,vier::NUM,넷,neljä
790,fünf::NUM,다섯,viisi
791,sechs::NUM,여섯,kuusi
792,sieben::NUM,일곱,seitsemän
793,acht::NUM,여덟,kahdeksan
794,neun::NUM,아홉,yhdeksän
795,zehn::NUM,열,kymmenen
796,elf::NUM,열하나,yksitoista
797,zwölf::NUM,열둘,kaksitoista
798,zwanzig::NUM,스물,kaksikymmentä
799,dreißig::NUM,서름,kolmekymmentä
800,vierzig::NUM,마흔,neljäkymmentä
801,fünfzig::NUM,숸,viisikymmentä
802,sechzig::NUM,에순,kuusikymmentä
803,siebzig::NUM,일흔,seitsemänkymmentä
804,achtzig::NUM,여든,kahdeksankymmentä
805,neunzig::NUM,아흔,yhdeksänkymmentä
806,hundert::NUM,백,sata
807,tausend::NUM,천,tuhat
808,und::CNJ,와,ja
809,oder::CNJ,아니면,tai
810,stehen::V,서다,seisoa
811,sitzen::V,앉다,istua
812,liegen::V,눕다,maata
813,hängen::V,달다,riippua
814,werden::V,되다,tulla
815,werden::V,되다,joutua
816,passieren::V,지장옶다,sattua
817,passieren::V,지장옶다,tapahtua
818,beginnen::V,시작되다,alkaa
819,enden::V,큳내다,loppua
820,enden::V,큳내다,päättyä
821,wechseln::V,병경하다,vaihtua
822,wechseln::V,병경하다,vaihdella
823,aufgehen[Sonne]::V,뜨다,nousta
824,untergehen[Sonne]::V,지다,laskea
825,scheinen[Sonne]::V,빛나다,paistaa
